year,migback,pli0094_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,No migration background,At least once per month,0.29734,6618,18147,0.29069,0.30399
2001,No migration background,Seldom,0.16288,3450,18147,0.15751,0.16826
2001,No migration background,Never,0.02810,547,18147,0.02570,0.03050
2001,Direct migration background,At least once per week,0.44669,1500,2901,0.42859,0.46478
2001,Direct migration background,At least once per month,0.28123,853,2901,0.26486,0.29759
2001,Direct migration background,Seldom,0.15815,426,2901,0.14487,0.17143
2001,Direct migration background,Never,0.04208,122,2901,0.03477,0.04938
2001,Indirect migration background,At least once per week,0.25319,529,749,0.22203,0.28436
2001,Indirect migration background,At least once per month,0.08134,167,749,0.06175,0.10093
2001,Indirect migration background,Seldom,0.03085,53,749,0.01846,0.04324
2005,No migration background,At least once per week,0.35594,7240,17430,0.34883,0.36304
2005,No migration background,At least once per month,0.29974,6372,17430,0.29294,0.30654
2005,No migration background,Seldom,0.17163,3417,17430,0.16604,0.17723
2005,No migration background,Never,0.02415,401,17430,0.02188,0.02643
2005,Direct migration background,At least once per week,0.44217,1176,2359,0.42212,0.46222
2005,Direct migration background,At least once per month,0.30183,711,2359,0.28330,0.32036
2005,Direct migration background,Seldom,0.18268,387,2359,0.16709,0.19828
2005,Direct migration background,Never,0.03514,85,2359,0.02771,0.04258
2005,Indirect migration background,At least once per week,0.30811,554,811,0.27631,0.33990
2005,Indirect migration background,At least once per month,0.09121,171,811,0.07138,0.11104
2005,Indirect migration background,Seldom,0.05370,86,811,0.03818,0.06923
2007,No migration background,At least once per week,0.34829,7198,17528,0.34124,0.35534
2007,No migration background,At least once per month,0.31393,6681,17528,0.30705,0.32080
2007,No migration background,Seldom,0.15871,3184,17528,0.15330,0.16412
2007,No migration background,Never,0.02546,465,17528,0.02313,0.02780
2007,Direct migration background,At least once per week,0.45855,1059,2107,0.43727,0.47983
2007,Direct migration background,At least once per month,0.30297,653,2107,0.28334,0.32260
2007,Direct migration background,Seldom,0.15939,320,2107,0.14375,0.17502
2007,Direct migration background,Never,0.03884,75,2107,0.03059,0.04709
2007,Indirect migration background,At least once per week,0.28664,512,761,0.25449,0.31879
2007,Indirect migration background,At least once per month,0.11290,172,761,0.09040,0.13540
2007,Indirect migration background,Seldom,0.05630,77,761,0.03991,0.07268
2009,No migration background,At least once per week,0.33809,6043,15569,0.33066,0.34552
2009,No migration background,At least once per month,0.32337,6130,15569,0.31602,0.33072
2009,No migration background,Seldom,0.16696,3061,15569,0.16110,0.17281
2009,No migration background,Never,0.02136,335,15569,0.01909,0.02363
2009,Direct migration background,At least once per week,0.42515,757,1649,0.40128,0.44902
2009,Direct migration background,At least once per month,0.31003,549,1649,0.28770,0.33236
2009,Direct migration background,Seldom,0.20424,296,1649,0.18477,0.22370
2009,Direct migration background,Never,0.02741,47,1649,0.01953,0.03529
2009,Indirect migration background,At least once per week,0.35374,461,696,0.31819,0.38929
2009,Indirect migration background,At least once per month,0.12978,184,696,0.10479,0.15476
2009,Indirect migration background,Seldom,0.03379,51,696,0.02036,0.04722
2011,No migration background,At least once per week,0.35563,10122,23730,0.34954,0.36172
2011,No migration background,At least once per month,0.29976,8618,23730,0.29393,0.30559
2011,No migration background,Seldom,0.16593,4311,23730,0.16120,0.17066
2011,No migration background,Never,0.02764,679,23730,0.02555,0.02972
2011,Direct migration background,At least once per week,0.40364,1472,3295,0.38689,0.42040
2011,Direct migration background,At least once per month,0.30698,1091,3295,0.29123,0.32273
2011,Direct migration background,Seldom,0.21836,583,3295,0.20425,0.23247
2011,Direct migration background,Never,0.03780,149,3295,0.03128,0.04431
2011,Indirect migration background,At least once per week,0.27242,762,1233,0.24756,0.29728
2011,Indirect migration background,At least once per month,0.13934,348,1233,0.12000,0.15868
2011,Indirect migration background,Seldom,0.04293,123,1233,0.03161,0.05425
2015,No migration background,At least once per week,0.35398,7833,19121,0.34720,0.36076
2015,No migration background,At least once per month,0.31507,7218,19121,0.30849,0.32166
2015,No migration background,Seldom,0.16404,3530,19121,0.15879,0.16929
2015,No migration background,Never,0.02511,540,19121,0.02289,0.02732
2015,Direct migration background,At least once per week,0.43366,2790,5984,0.42111,0.44622
2015,Direct migration background,At least once per month,0.32301,1998,5984,0.31116,0.33486
2015,Direct migration background,Seldom,0.15939,942,5984,0.15011,0.16866
2015,Direct migration background,Never,0.04215,254,5984,0.03706,0.04724
2015,Indirect migration background,At least once per week,0.31176,1029,1617,0.28918,0.33435
2015,Indirect migration background,At least once per month,0.11775,403,1617,0.10204,0.13347
2015,Indirect migration background,Seldom,0.04847,151,1617,0.03800,0.05894
2015,Indirect migration background,Never,0.01325,34,1617,0.00767,0.01882
2017,No migration background,At least once per week,0.38027,8721,20125,0.37356,0.38698
2017,No migration background,At least once per month,0.30320,7393,20125,0.29685,0.30955
2017,No migration background,Seldom,0.15140,3530,20125,0.14645,0.15635
2017,No migration background,Never,0.02314,481,20125,0.02106,0.02521
2017,Direct migration background,At least once per week,0.41354,2161,4746,0.39952,0.42755
2017,Direct migration background,At least once per month,0.30475,1616,4746,0.29165,0.31784
2017,Direct migration background,Seldom,0.15606,819,4746,0.14574,0.16639
2017,Direct migration background,Never,0.02942,150,4746,0.02461,0.03423
2017,Indirect migration background,At least once per week,0.32257,1014,1609,0.29972,0.34541
2017,Indirect migration background,At least once per month,0.12998,423,1609,0.11354,0.14642
2017,Indirect migration background,Seldom,0.04504,172,1609,0.03490,0.05517
