"plh0106","year","age_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"2 Wichtig","1992","17-34","Hauptschule","623","0.607143164254917","0.577672863146183","0.636613465363651"
"2 Wichtig","1992","17-34","Realschule","918","0.564485922739991","0.540569170144735","0.588402675335248"
"2 Wichtig","1992","17-34","(Fach-)Abitur","230","0.480118253644516","0.435791638055649","0.524444869233382"
"2 Wichtig","1992","17-34","AkademikerIn","225","0.552949448041614","0.505680639223372","0.600218256859856"
"2 Wichtig","1992","35-65","(noch) kein Abschluss","16","","",""
"2 Wichtig","1992","35-65","Hauptschule","1612","0.504018029956898","0.486579976323184","0.521456083590611"
"2 Wichtig","1992","35-65","Realschule","627","0.533859752244638","0.504773969161776","0.5629455353275"
"2 Wichtig","1992","35-65","(Fach-)Abitur","80","0.421144315622395","0.345807589776052","0.496481041468739"
"2 Wichtig","1992","35-65","AkademikerIn","586","0.526533346495312","0.496672398623382","0.556394294367241"
"2 Wichtig","1992","66 +","(noch) kein Abschluss","4","","",""
"2 Wichtig","1992","66 +","Hauptschule","379","0.362010873416857","0.332489154007342","0.391532592826371"
"2 Wichtig","1992","66 +","Realschule","72","0.421300653060196","0.348966377243886","0.493634928876506"
"2 Wichtig","1992","66 +","(Fach-)Abitur","14","","",""
"2 Wichtig","1992","66 +","AkademikerIn","37","0.351044518896661","0.259750570132543","0.442338467660778"
"3 Weniger wichtig","1992","17-34","(noch) kein Abschluss","27","","",""
"3 Weniger wichtig","1992","17-34","Hauptschule","169","0.153117940509191","0.131388608928557","0.174847272089826"
"3 Weniger wichtig","1992","17-34","Realschule","226","0.133796569020752","0.117375289539225","0.150217848502278"
"3 Weniger wichtig","1992","17-34","(Fach-)Abitur","51","0.114514949797382","0.0862622542060602","0.142767645388704"
"3 Weniger wichtig","1992","17-34","AkademikerIn","50","0.0995083892541966","0.0710491484927258","0.127967630015667"
"3 Weniger wichtig","1992","35-65","(noch) kein Abschluss","9","","",""
"3 Weniger wichtig","1992","35-65","Hauptschule","952","0.304330960713661","0.288283126302723","0.320378795124599"
"3 Weniger wichtig","1992","35-65","Realschule","255","0.250125778313958","0.224874561674306","0.27537699495361"
"3 Weniger wichtig","1992","35-65","(Fach-)Abitur","37","0.239736547388597","0.174595415745237","0.304877679031957"
"3 Weniger wichtig","1992","35-65","AkademikerIn","200","0.205561898171544","0.181393531983963","0.229730264359125"
"3 Weniger wichtig","1992","66 +","(noch) kein Abschluss","1","","",""
"3 Weniger wichtig","1992","66 +","Hauptschule","385","0.384587355732676","0.35470224217967","0.414472469285681"
"3 Weniger wichtig","1992","66 +","Realschule","60","0.316216985889554","0.248097191718658","0.384336780060449"
"3 Weniger wichtig","1992","66 +","(Fach-)Abitur","15","","",""
"3 Weniger wichtig","1992","66 +","AkademikerIn","38","0.325760316918542","0.236118699125459","0.415401934711625"
"4 Ganz unwichtig","1992","17-34","(noch) kein Abschluss","3","","",""
"4 Ganz unwichtig","1992","17-34","Hauptschule","14","","",""
"4 Ganz unwichtig","1992","17-34","Realschule","16","","",""
"4 Ganz unwichtig","1992","17-34","(Fach-)Abitur","4","","",""
"4 Ganz unwichtig","1992","17-34","AkademikerIn","","","",""
"4 Ganz unwichtig","1992","35-65","(noch) kein Abschluss","4","","",""
"4 Ganz unwichtig","1992","35-65","Hauptschule","168","0.0576957500425452","0.0495635226303385","0.0658279774547518"
"4 Ganz unwichtig","1992","35-65","Realschule","30","0.0371332108879515","0.0261083472892905","0.0481580744866124"
"4 Ganz unwichtig","1992","35-65","(Fach-)Abitur","7","","",""
"4 Ganz unwichtig","1992","35-65","AkademikerIn","29","","",""
"4 Ganz unwichtig","1992","66 +","(noch) kein Abschluss","4","","",""
"4 Ganz unwichtig","1992","66 +","Hauptschule","204","0.209759803993156","0.18474973472541","0.234769873260902"
"4 Ganz unwichtig","1992","66 +","Realschule","34","0.205066952519692","0.145919684400963","0.264214220638421"
"4 Ganz unwichtig","1992","66 +","(Fach-)Abitur","11","","",""
"4 Ganz unwichtig","1992","66 +","AkademikerIn","15","","",""
"1 Sehr wichtig","1993","17-34","(noch) kein Abschluss","","","",""
"1 Sehr wichtig","1993","17-34","Hauptschule","","","",""
"1 Sehr wichtig","1993","17-34","Realschule","","","",""
"1 Sehr wichtig","1993","17-34","(Fach-)Abitur","","","",""
"1 Sehr wichtig","1993","17-34","AkademikerIn","","","",""
"1 Sehr wichtig","1993","35-65","(noch) kein Abschluss","","","",""
"1 Sehr wichtig","1993","35-65","Hauptschule","","","",""
"1 Sehr wichtig","1993","35-65","Realschule","","","",""
"1 Sehr wichtig","1993","35-65","(Fach-)Abitur","","","",""
"1 Sehr wichtig","1993","35-65","AkademikerIn","","","",""
"1 Sehr wichtig","1993","66 +","(noch) kein Abschluss","","","",""
"1 Sehr wichtig","1993","66 +","Hauptschule","","","",""
"1 Sehr wichtig","1993","66 +","Realschule","","","",""
"1 Sehr wichtig","1993","66 +","(Fach-)Abitur","","","",""
"1 Sehr wichtig","1993","66 +","AkademikerIn","","","",""
"2 Wichtig","1993","17-34","(noch) kein Abschluss","","","",""
"2 Wichtig","1993","17-34","Hauptschule","","","",""
"2 Wichtig","1993","17-34","Realschule","","","",""
"2 Wichtig","1993","17-34","(Fach-)Abitur","","","",""
"2 Wichtig","1993","17-34","AkademikerIn","","","",""
"2 Wichtig","1993","35-65","(noch) kein Abschluss","","","",""
"2 Wichtig","1993","35-65","Hauptschule","","","",""
"2 Wichtig","1993","35-65","Realschule","","","",""
"2 Wichtig","1993","35-65","(Fach-)Abitur","","","",""
"2 Wichtig","1993","35-65","AkademikerIn","","","",""
"2 Wichtig","1993","66 +","(noch) kein Abschluss","","","",""
"2 Wichtig","1993","66 +","Hauptschule","","","",""
"2 Wichtig","1993","66 +","Realschule","","","",""
"2 Wichtig","1993","66 +","(Fach-)Abitur","","","",""
"2 Wichtig","1993","66 +","AkademikerIn","","","",""
"3 Weniger wichtig","1993","17-34","(noch) kein Abschluss","","","",""
"3 Weniger wichtig","1993","17-34","Hauptschule","","","",""
"3 Weniger wichtig","1993","17-34","Realschule","","","",""
"3 Weniger wichtig","1993","17-34","(Fach-)Abitur","","","",""
"3 Weniger wichtig","1993","17-34","AkademikerIn","","","",""
"3 Weniger wichtig","1993","35-65","(noch) kein Abschluss","","","",""
"3 Weniger wichtig","1993","35-65","Hauptschule","","","",""
"3 Weniger wichtig","1993","35-65","Realschule","","","",""
"3 Weniger wichtig","1993","35-65","(Fach-)Abitur","","","",""
"3 Weniger wichtig","1993","35-65","AkademikerIn","","","",""
"3 Weniger wichtig","1993","66 +","(noch) kein Abschluss","","","",""
"3 Weniger wichtig","1993","66 +","Hauptschule","","","",""
"3 Weniger wichtig","1993","66 +","Realschule","","","",""
"3 Weniger wichtig","1993","66 +","(Fach-)Abitur","","","",""
"3 Weniger wichtig","1993","66 +","AkademikerIn","","","",""
"4 Ganz unwichtig","1993","17-34","(noch) kein Abschluss","","","",""
"4 Ganz unwichtig","1993","17-34","Hauptschule","","","",""
"4 Ganz unwichtig","1993","17-34","Realschule","","","",""
"4 Ganz unwichtig","1993","17-34","(Fach-)Abitur","","","",""
"4 Ganz unwichtig","1993","17-34","AkademikerIn","","","",""
"4 Ganz unwichtig","1993","35-65","(noch) kein Abschluss","","","",""
"4 Ganz unwichtig","1993","35-65","Hauptschule","","","",""
"4 Ganz unwichtig","1993","35-65","Realschule","","","",""
"4 Ganz unwichtig","1993","35-65","(Fach-)Abitur","","","",""
"4 Ganz unwichtig","1993","35-65","AkademikerIn","","","",""
"4 Ganz unwichtig","1993","66 +","(noch) kein Abschluss","","","",""
"4 Ganz unwichtig","1993","66 +","Hauptschule","","","",""
"4 Ganz unwichtig","1993","66 +","Realschule","","","",""
"4 Ganz unwichtig","1993","66 +","(Fach-)Abitur","","","",""
"4 Ganz unwichtig","1993","66 +","AkademikerIn","","","",""
"1 Sehr wichtig","1994","17-34","(noch) kein Abschluss","","","",""
"1 Sehr wichtig","1994","17-34","Hauptschule","","","",""
"1 Sehr wichtig","1994","17-34","Realschule","","","",""
"1 Sehr wichtig","1994","17-34","(Fach-)Abitur","","","",""
"1 Sehr wichtig","1994","17-34","AkademikerIn","","","",""
"1 Sehr wichtig","1994","35-65","(noch) kein Abschluss","","","",""
"1 Sehr wichtig","1994","35-65","Hauptschule","","","",""
"1 Sehr wichtig","1994","35-65","Realschule","","","",""
"1 Sehr wichtig","1994","35-65","(Fach-)Abitur","","","",""
"1 Sehr wichtig","1994","35-65","AkademikerIn","","","",""
"1 Sehr wichtig","1994","66 +","(noch) kein Abschluss","","","",""
"1 Sehr wichtig","1994","66 +","Hauptschule","","","",""
"1 Sehr wichtig","1994","66 +","Realschule","","","",""
"1 Sehr wichtig","1994","66 +","(Fach-)Abitur","","","",""
"1 Sehr wichtig","1994","66 +","AkademikerIn","","","",""
"2 Wichtig","1994","17-34","(noch) kein Abschluss","","","",""
"2 Wichtig","1994","17-34","Hauptschule","","","",""
"2 Wichtig","1994","17-34","Realschule","","","",""
"2 Wichtig","1994","17-34","(Fach-)Abitur","","","",""
"2 Wichtig","1994","17-34","AkademikerIn","","","",""
"2 Wichtig","1994","35-65","(noch) kein Abschluss","","","",""
"2 Wichtig","1994","35-65","Hauptschule","","","",""
"2 Wichtig","1994","35-65","Realschule","","","",""
"2 Wichtig","1994","35-65","(Fach-)Abitur","","","",""
"2 Wichtig","1994","35-65","AkademikerIn","","","",""
"2 Wichtig","1994","66 +","(noch) kein Abschluss","","","",""
"2 Wichtig","1994","66 +","Hauptschule","","","",""
"2 Wichtig","1994","66 +","Realschule","","","",""
"2 Wichtig","1994","66 +","(Fach-)Abitur","","","",""
"2 Wichtig","1994","66 +","AkademikerIn","","","",""
"3 Weniger wichtig","1994","17-34","(noch) kein Abschluss","","","",""
"3 Weniger wichtig","1994","17-34","Hauptschule","","","",""
"3 Weniger wichtig","1994","17-34","Realschule","","","",""
"3 Weniger wichtig","1994","17-34","(Fach-)Abitur","","","",""
"3 Weniger wichtig","1994","17-34","AkademikerIn","","","",""
"3 Weniger wichtig","1994","35-65","(noch) kein Abschluss","","","",""
"3 Weniger wichtig","1994","35-65","Hauptschule","","","",""
"3 Weniger wichtig","1994","35-65","Realschule","","","",""
"3 Weniger wichtig","1994","35-65","(Fach-)Abitur","","","",""
"3 Weniger wichtig","1994","35-65","AkademikerIn","","","",""
"3 Weniger wichtig","1994","66 +","(noch) kein Abschluss","","","",""
"3 Weniger wichtig","1994","66 +","Hauptschule","","","",""
"3 Weniger wichtig","1994","66 +","Realschule","","","",""
"3 Weniger wichtig","1994","66 +","(Fach-)Abitur","","","",""
"3 Weniger wichtig","1994","66 +","AkademikerIn","","","",""
"4 Ganz unwichtig","1994","17-34","(noch) kein Abschluss","","","",""
"4 Ganz unwichtig","1994","17-34","Hauptschule","","","",""
"4 Ganz unwichtig","1994","17-34","Realschule","","","",""
"4 Ganz unwichtig","1994","17-34","(Fach-)Abitur","","","",""
"4 Ganz unwichtig","1994","17-34","AkademikerIn","","","",""
"4 Ganz unwichtig","1994","35-65","(noch) kein Abschluss","","","",""
"4 Ganz unwichtig","1994","35-65","Hauptschule","","","",""
"4 Ganz unwichtig","1994","35-65","Realschule","","","",""
"4 Ganz unwichtig","1994","35-65","(Fach-)Abitur","","","",""
"4 Ganz unwichtig","1994","35-65","AkademikerIn","","","",""
"4 Ganz unwichtig","1994","66 +","(noch) kein Abschluss","","","",""
"4 Ganz unwichtig","1994","66 +","Hauptschule","","","",""
"4 Ganz unwichtig","1994","66 +","Realschule","","","",""
"4 Ganz unwichtig","1994","66 +","(Fach-)Abitur","","","",""
"4 Ganz unwichtig","1994","66 +","AkademikerIn","","","",""
"1 Sehr wichtig","1995","17-34","(noch) kein Abschluss","118","0.411374756876805","0.354444203746404","0.468305310007206"
"1 Sehr wichtig","1995","17-34","Hauptschule","266","0.253864665146602","0.227362695921032","0.280366634372172"
"1 Sehr wichtig","1995","17-34","Realschule","478","0.31892883253568","0.295483556819952","0.342374108251407"
"1 Sehr wichtig","1995","17-34","(Fach-)Abitur","215","0.365630462709941","0.326637015651378","0.404623909768504"
"1 Sehr wichtig","1995","17-34","AkademikerIn","122","0.29262231384577","0.248257689699767","0.336986937991773"
"1 Sehr wichtig","1995","35-65","(noch) kein Abschluss","5","","",""
"1 Sehr wichtig","1995","35-65","Hauptschule","398","0.134803067130042","0.122514628913328","0.147091505346755"
"1 Sehr wichtig","1995","35-65","Realschule","243","0.195883262822129","0.174038532890705","0.217727992753553"
"1 Sehr wichtig","1995","35-65","(Fach-)Abitur","55","0.206197461365628","0.156540984896374","0.255853937834883"
"1 Sehr wichtig","1995","35-65","AkademikerIn","246","0.211676956083925","0.18801589321606","0.23533801895179"
"1 Sehr wichtig","1995","66 +","(noch) kein Abschluss","","","",""
"1 Sehr wichtig","1995","66 +","Hauptschule","62","0.0645600485989724","0.0496101139012428","0.079509983296702"
"1 Sehr wichtig","1995","66 +","Realschule","12","","",""
"1 Sehr wichtig","1995","66 +","(Fach-)Abitur","1","","",""
"1 Sehr wichtig","1995","66 +","AkademikerIn","17","","",""
"2 Wichtig","1995","17-34","(noch) kein Abschluss","139","0.482713075672962","0.424901151476677","0.540524999869247"
"2 Wichtig","1995","17-34","Hauptschule","603","0.585686097339874","0.555689953726563","0.615682240953185"
"2 Wichtig","1995","17-34","Realschule","844","0.538217022356871","0.513138041742199","0.563296002971543"
"2 Wichtig","1995","17-34","(Fach-)Abitur","309","0.524893801346318","0.484461323862862","0.565326278829773"
"2 Wichtig","1995","17-34","AkademikerIn","238","0.598860125734416","0.551066715066594","0.646653536402238"
"2 Wichtig","1995","35-65","(noch) kein Abschluss","26","","",""
"2 Wichtig","1995","35-65","Hauptschule","1656","0.5463431297921","0.528429408744285","0.564256850839916"
"2 Wichtig","1995","35-65","Realschule","705","0.502704049541946","0.475183815848938","0.530224283234954"
"2 Wichtig","1995","35-65","(Fach-)Abitur","138","0.561574735067793","0.500673013729042","0.622476456406544"
"2 Wichtig","1995","35-65","AkademikerIn","670","0.548240676383054","0.519414666099007","0.5770666866671"
"2 Wichtig","1995","66 +","(noch) kein Abschluss","5","","",""
"2 Wichtig","1995","66 +","Hauptschule","428","0.395277597635645","0.365535024115487","0.425020171155804"
"2 Wichtig","1995","66 +","Realschule","73","0.420448517263264","0.349123546422543","0.491773488103985"
"2 Wichtig","1995","66 +","(Fach-)Abitur","13","","",""
"2 Wichtig","1995","66 +","AkademikerIn","65","0.455158038311629","0.375465282726741","0.534850793896516"
"3 Weniger wichtig","1995","17-34","(noch) kein Abschluss","26","","",""
"3 Weniger wichtig","1995","17-34","Hauptschule","150","0.14526061622212","0.123804109743761","0.166717122700479"
"3 Weniger wichtig","1995","17-34","Realschule","192","0.140786504368613","0.123290323360307","0.158282685376918"
"3 Weniger wichtig","1995","17-34","(Fach-)Abitur","58","0.103546920682091","0.0788790502406403","0.128214791123542"
"3 Weniger wichtig","1995","17-34","AkademikerIn","44","0.108517560419814","0.0781881606311347","0.138846960208493"
"3 Weniger wichtig","1995","35-65","(noch) kein Abschluss","18","","",""
"3 Weniger wichtig","1995","35-65","Hauptschule","788","0.271335152546812","0.255335658167868","0.287334646925757"
"3 Weniger wichtig","1995","35-65","Realschule","289","0.26595023513891","0.24163091636085","0.290269553916969"
"3 Weniger wichtig","1995","35-65","(Fach-)Abitur","60","0.226869507294401","0.175466033880575","0.278272980708228"
"3 Weniger wichtig","1995","35-65","AkademikerIn","201","0.203126098636931","0.179822498858919","0.226429698414942"
"3 Weniger wichtig","1995","66 +","(noch) kein Abschluss","2","","",""
"3 Weniger wichtig","1995","66 +","Hauptschule","387","0.374332910395431","0.344892078639574","0.403773742151288"
"3 Weniger wichtig","1995","66 +","Realschule","66","0.333389843278981","0.265273500045498","0.401506186512465"
"3 Weniger wichtig","1995","66 +","(Fach-)Abitur","13","","",""
"3 Weniger wichtig","1995","66 +","AkademikerIn","49","0.304694070802621","0.231035645606184","0.378352495999057"
"4 Ganz unwichtig","1995","17-34","(noch) kein Abschluss","4","","",""
"4 Ganz unwichtig","1995","17-34","Hauptschule","17","","",""
"4 Ganz unwichtig","1995","17-34","Realschule","4","","",""
"4 Ganz unwichtig","1995","17-34","(Fach-)Abitur","4","","",""
"4 Ganz unwichtig","1995","17-34","AkademikerIn","","","",""
"4 Ganz unwichtig","1995","35-65","(noch) kein Abschluss","6","","",""
"4 Ganz unwichtig","1995","35-65","Hauptschule","125","0.0475186505310456","0.0398635727554588","0.0551737283066324"
"4 Ganz unwichtig","1995","35-65","Realschule","31","0.0354624524970158","0.0252828125565809","0.0456420924374507"
"4 Ganz unwichtig","1995","35-65","(Fach-)Abitur","2","","",""
"4 Ganz unwichtig","1995","35-65","AkademikerIn","28","","",""
"4 Ganz unwichtig","1995","66 +","(noch) kein Abschluss","1","","",""
"4 Ganz unwichtig","1995","66 +","Hauptschule","161","0.165829443369951","0.143203449554355","0.188455437185547"
"4 Ganz unwichtig","1995","66 +","Realschule","33","0.188484711815415","0.131974674062537","0.244994749568293"
"4 Ganz unwichtig","1995","66 +","(Fach-)Abitur","10","","",""
