year,bula_h,quintil_oecd,profdev,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,Baden-Wuerttemberg,4th Quintile,No,0.98930,534,534,0.98057,0.99804
2019,Baden-Wuerttemberg,5th Quintile,No,0.99370,700,700,0.98784,0.99957
2019,Bavaria,1st Quintile,No,0.99734,770,770,0.99371,1.00098
2019,Bavaria,2nd Quintile,No,0.99542,690,690,0.99038,1.00046
2019,Bavaria,3rd Quintile,No,0.97627,702,702,0.96500,0.98754
2019,Bavaria,4th Quintile,No,0.98211,730,730,0.97249,0.99173
2019,Bavaria,5th Quintile,No,0.98773,874,874,0.98043,0.99504
2019,Berlin,1st Quintile,No,0.98756,284,284,0.97464,1.00047
2019,Berlin,2nd Quintile,No,0.96946,179,179,0.94418,0.99474
2019,Berlin,3rd Quintile,No,0.97289,150,150,0.94681,0.99897
2019,Berlin,4th Quintile,No,0.99191,147,147,0.97739,1.00644
2019,Berlin,5th Quintile,No,0.97996,179,179,0.95937,1.00055
2019,Brandenburg,1st Quintile,No,0.99129,329,329,0.98124,1.00135
2019,Brandenburg,4th Quintile,No,0.99902,164,164,0.99420,1.00383
2019,Mecklenburg-Western Pomerania,1st Quintile,No,0.97723,187,187,0.95579,0.99867
2019,Mecklenburg-Western Pomerania,2nd Quintile,No,0.99912,141,141,0.99419,1.00404
2019,Mecklenburg-Western Pomerania,3rd Quintile,No,0.99752,116,116,0.98844,1.00661
2019,Saxony,1st Quintile,No,0.97929,377,377,0.96489,0.99368
2019,Saxony,2nd Quintile,No,0.99019,400,400,0.98052,0.99986
2019,Saxony,3rd Quintile,No,0.98321,350,350,0.96973,0.99669
2019,Saxony,4th Quintile,No,0.99984,223,223,0.99818,1.00150
2019,Saxony,5th Quintile,No,0.99357,176,176,0.98173,1.00541
2019,Saxony-Anhalt,1st Quintile,No,0.99493,310,310,0.98701,1.00285
2019,Saxony-Anhalt,2nd Quintile,No,0.99738,214,214,0.99052,1.00424
2019,Saxony-Anhalt,4th Quintile,No,0.99924,114,114,0.99414,1.00433
2019,Thuringa,1st Quintile,No,0.99282,248,248,0.98229,1.00335
2019,Thuringa,2nd Quintile,No,0.99629,231,231,0.98843,1.00415
2019,Thuringa,3rd Quintile,No,0.99626,190,190,0.98756,1.00496
2020,Schleswig-Holstein,1st Quintile,No,0.99036,272,272,0.97872,1.00199
2020,Schleswig-Holstein,2nd Quintile,No,0.98332,171,171,0.96408,1.00257
2020,Schleswig-Holstein,4th Quintile,No,0.98586,160,160,0.96750,1.00421
2020,Hamburg,1st Quintile,No,0.98876,130,130,0.97057,1.00695
2020,Hamburg,2nd Quintile,No,0.97221,67,67,0.93256,1.01187
2020,Hamburg,4th Quintile,No,0.98558,89,89,0.96067,1.01049
2020,Lower Saxony,1st Quintile,No,0.98890,738,738,0.98133,0.99646
2020,Lower Saxony,2nd Quintile,No,0.99426,503,503,0.98766,1.00087
2020,Lower Saxony,3rd Quintile,No,0.99400,376,376,0.98618,1.00182
2020,Lower Saxony,4th Quintile,No,0.99115,432,432,0.98231,0.99999
2020,Lower Saxony,5th Quintile,No,0.99894,546,546,0.99621,1.00167
2020,Bremen,1st Quintile,No,0.94853,96,96,0.90410,0.99296
2020,Bremen,4th Quintile,No,0.93624,32,32,0.85023,1.02225
2020,Bremen,5th Quintile,No,0.97630,42,42,0.92974,1.02286
2020,North Rhine-Westphalia,1st Quintile,No,0.98905,1572,1572,0.98391,0.99420
2020,North Rhine-Westphalia,2nd Quintile,No,0.99404,967,967,0.98918,0.99889
2020,North Rhine-Westphalia,3rd Quintile,No,0.99088,893,893,0.98464,0.99712
2020,North Rhine-Westphalia,4th Quintile,No,0.98950,902,902,0.98285,0.99616
2020,North Rhine-Westphalia,5th Quintile,No,0.98478,1227,1227,0.97792,0.99163
2020,Hesse,1st Quintile,No,0.97863,434,434,0.96500,0.99225
2020,Hesse,2nd Quintile,No,0.99522,271,271,0.98700,1.00345
2020,Hesse,3rd Quintile,No,0.98917,275,275,0.97692,1.00143
2020,Hesse,4th Quintile,No,0.99698,329,329,0.99105,1.00292
2020,Hesse,5th Quintile,No,0.97712,492,492,0.96389,0.99034
2020,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.99454,392,392,0.98724,1.00184
2020,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.98701,255,255,0.97309,1.00094
2020,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.99480,241,241,0.98570,1.00390
2020,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.99344,230,230,0.98298,1.00390
2020,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.99825,289,289,0.99343,1.00308
2020,Baden-Wuerttemberg,1st Quintile,No,0.99429,563,563,0.98806,1.00052
2020,Baden-Wuerttemberg,2nd Quintile,No,0.99150,410,410,0.98261,1.00040
2020,Baden-Wuerttemberg,3rd Quintile,No,0.98797,452,452,0.97791,0.99803
2020,Baden-Wuerttemberg,4th Quintile,No,0.98951,585,585,0.98125,0.99778
2020,Baden-Wuerttemberg,5th Quintile,No,0.99720,852,852,0.99366,1.00075
2020,Bavaria,1st Quintile,No,0.99659,713,713,0.99231,1.00087
2020,Bavaria,2nd Quintile,No,0.99306,684,684,0.98683,0.99928
2020,Bavaria,3rd Quintile,No,0.99002,646,646,0.98235,0.99769
2020,Bavaria,4th Quintile,No,0.99211,793,793,0.98594,0.99827
2020,Bavaria,5th Quintile,No,0.99258,1058,1058,0.98740,0.99775
2020,Berlin,1st Quintile,No,0.99232,264,264,0.98176,1.00287
2020,Berlin,2nd Quintile,No,0.99661,192,192,0.98837,1.00485
2020,Berlin,3rd Quintile,No,0.95836,160,160,0.92731,0.98941
2020,Berlin,4th Quintile,No,0.98331,174,174,0.96422,1.00240
2020,Berlin,5th Quintile,No,0.99473,240,240,0.98554,1.00391
2020,Brandenburg,1st Quintile,No,0.99496,285,285,0.98672,1.00320
2020,Brandenburg,3rd Quintile,No,0.99137,185,185,0.97800,1.00473
2020,Brandenburg,4th Quintile,No,0.99357,176,176,0.98172,1.00541
2020,Brandenburg,5th Quintile,No,0.99926,181,181,0.99530,1.00323
2020,Mecklenburg-Western Pomerania,3rd Quintile,No,0.99752,83,83,0.98676,1.00828
2020,Mecklenburg-Western Pomerania,4th Quintile,No,0.97276,60,60,0.93123,1.01430
2020,Saxony,1st Quintile,No,0.97602,362,362,0.96024,0.99180
2020,Saxony,2nd Quintile,No,0.99742,431,431,0.99263,1.00221
2020,Saxony,3rd Quintile,No,0.99963,329,329,0.99756,1.00170
2020,Saxony,4th Quintile,No,0.99735,234,234,0.99074,1.00395
2020,Saxony,5th Quintile,No,0.99954,240,240,0.99681,1.00226
2020,Saxony-Anhalt,1st Quintile,No,0.96112,303,303,0.93932,0.98292
2020,Saxony-Anhalt,2nd Quintile,No,0.99953,190,190,0.99642,1.00263
2020,Saxony-Anhalt,3rd Quintile,No,0.99224,144,144,0.97787,1.00662
2020,Thuringa,1st Quintile,No,0.97298,241,241,0.95246,0.99349
2020,Thuringa,2nd Quintile,No,0.99502,225,225,0.98580,1.00424
2020,Thuringa,3rd Quintile,No,0.99497,159,159,0.98394,1.00600
2020,Thuringa,4th Quintile,No,0.99785,148,148,0.99035,1.00534
2020,Thuringa,5th Quintile,No,0.98752,151,151,0.96975,1.00529
2021,Schleswig-Holstein,1st Quintile,No,0.97952,240,240,0.96157,0.99748
2021,Schleswig-Holstein,4th Quintile,No,0.99675,136,136,0.98714,1.00635
2021,Hamburg,1st Quintile,No,0.99719,114,114,0.98742,1.00695
2021,Hamburg,3rd Quintile,No,0.99869,57,57,0.98920,1.00817
2021,Hamburg,4th Quintile,No,0.99575,73,73,0.98072,1.01078
2021,Lower Saxony,1st Quintile,No,0.99719,467,467,0.99238,1.00200
2021,Lower Saxony,2nd Quintile,No,0.98305,340,340,0.96931,0.99679
2021,Lower Saxony,3rd Quintile,No,0.99343,325,325,0.98463,1.00223
2021,Lower Saxony,4th Quintile,No,0.99978,314,314,0.99814,1.00142
2021,Lower Saxony,5th Quintile,No,0.99917,406,406,0.99638,1.00197
2021,North Rhine-Westphalia,1st Quintile,No,0.99526,1126,1126,0.99124,0.99927
2021,North Rhine-Westphalia,2nd Quintile,No,0.98029,725,725,0.97016,0.99041
2021,North Rhine-Westphalia,3rd Quintile,No,0.98908,611,611,0.98083,0.99733
2021,North Rhine-Westphalia,4th Quintile,No,0.99251,638,638,0.98581,0.99920
2021,North Rhine-Westphalia,5th Quintile,No,0.99664,877,877,0.99281,1.00047
2021,Hesse,1st Quintile,No,0.98421,372,372,0.97152,0.99689
2021,Hesse,2nd Quintile,No,0.99825,180,180,0.99213,1.00437
2021,Hesse,3rd Quintile,No,0.99207,184,184,0.97921,1.00492
2021,Hesse,5th Quintile,No,0.97613,336,336,0.95979,0.99248
2021,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.99244,253,253,0.98174,1.00313
2021,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.99087,189,189,0.97728,1.00447
2021,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.98470,187,187,0.96707,1.00234
2021,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.98987,152,152,0.97390,1.00584
2021,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.99219,174,174,0.97908,1.00531
2021,Baden-Wuerttemberg,1st Quintile,No,0.99676,414,414,0.99127,1.00224
2021,Baden-Wuerttemberg,2nd Quintile,No,0.99339,347,347,0.98485,1.00193
2021,Baden-Wuerttemberg,3rd Quintile,No,0.99089,344,344,0.98084,1.00095
2021,Baden-Wuerttemberg,4th Quintile,No,0.98777,399,399,0.97698,0.99857
2021,Baden-Wuerttemberg,5th Quintile,No,0.98471,624,624,0.97507,0.99434
2021,Bavaria,1st Quintile,No,0.99717,527,527,0.99263,1.00171
2021,Bavaria,2nd Quintile,No,0.99624,515,515,0.99095,1.00153
2021,Bavaria,3rd Quintile,No,0.98630,505,505,0.97615,0.99645
2021,Bavaria,4th Quintile,No,0.99563,543,543,0.99008,1.00118
2021,Bavaria,5th Quintile,No,0.98814,730,730,0.98029,0.99600
2021,Berlin,1st Quintile,No,0.99912,240,240,0.99537,1.00287
2021,Berlin,2nd Quintile,No,0.99896,162,162,0.99398,1.00394
2021,Berlin,3rd Quintile,No,0.99172,117,117,0.97523,1.00821
2021,Berlin,5th Quintile,No,0.99825,213,213,0.99262,1.00388
2021,Brandenburg,1st Quintile,No,0.99455,169,169,0.98342,1.00568
2021,Brandenburg,2nd Quintile,No,0.98843,153,153,0.97144,1.00543
2021,Brandenburg,3rd Quintile,No,0.99338,131,131,0.97943,1.00732
2021,Mecklenburg-Western Pomerania,1st Quintile,No,0.99899,106,106,0.99290,1.00508
2021,Mecklenburg-Western Pomerania,2nd Quintile,No,0.99837,109,109,0.99077,1.00597
2021,Mecklenburg-Western Pomerania,3rd Quintile,No,0.99753,63,63,0.98517,1.00989
2021,Mecklenburg-Western Pomerania,4th Quintile,No,0.98920,58,58,0.96236,1.01603
2021,Saxony,1st Quintile,No,0.98595,279,279,0.97212,0.99979
2021,Saxony,2nd Quintile,No,0.98196,268,268,0.96600,0.99793
2021,Saxony,3rd Quintile,No,0.99285,255,255,0.98248,1.00321
2021,Saxony,4th Quintile,No,0.98014,175,175,0.95941,1.00087
2021,Saxony,5th Quintile,No,0.99834,171,171,0.99223,1.00446
2021,Saxony-Anhalt,1st Quintile,No,0.99946,184,184,0.99610,1.00283
2021,Saxony-Anhalt,2nd Quintile,No,0.99449,132,132,0.98182,1.00717
2021,Saxony-Anhalt,5th Quintile,No,0.99863,88,88,0.99085,1.00641
2021,Thuringa,1st Quintile,No,0.99132,175,175,0.97754,1.00510
2021,Thuringa,4th Quintile,No,0.98872,93,93,0.96714,1.01030
2021,Thuringa,5th Quintile,No,0.99875,109,109,0.99207,1.00542
2022,Schleswig-Holstein,3rd Quintile,No,0.99922,139,139,0.99455,1.00388
2022,Schleswig-Holstein,4th Quintile,No,0.99782,137,137,0.98998,1.00566
2022,Schleswig-Holstein,5th Quintile,No,0.99220,152,152,0.97817,1.00623
2022,Hamburg,1st Quintile,No,0.99650,96,96,0.98462,1.00838
2022,Hamburg,2nd Quintile,No,0.99793,53,53,0.98556,1.01029
2022,Hamburg,4th Quintile,No,0.89676,81,81,0.83009,0.96344
2022,Hamburg,5th Quintile,No,0.99696,106,106,0.98643,1.00749
2022,Lower Saxony,1st Quintile,No,0.97276,463,463,0.95791,0.98760
2022,Lower Saxony,2nd Quintile,No,0.98882,248,248,0.97571,1.00193
2022,Lower Saxony,3rd Quintile,No,0.99391,257,257,0.98439,1.00344
2022,Lower Saxony,4th Quintile,No,0.98956,334,334,0.97864,1.00048
2022,Lower Saxony,5th Quintile,No,0.99917,326,326,0.99603,1.00230
2022,Bremen,1st Quintile,No,0.93238,45,45,0.85819,1.00657
2022,North Rhine-Westphalia,1st Quintile,No,0.99516,1084,1084,0.99103,0.99929
2022,North Rhine-Westphalia,2nd Quintile,No,0.99827,704,704,0.99519,1.00134
2022,North Rhine-Westphalia,3rd Quintile,No,0.99582,574,574,0.99054,1.00110
2022,North Rhine-Westphalia,4th Quintile,No,0.99083,594,594,0.98316,0.99850
2022,North Rhine-Westphalia,5th Quintile,No,0.98900,879,879,0.98210,0.99590
2022,Hesse,1st Quintile,No,0.97102,255,255,0.95039,0.99165
2022,Hesse,2nd Quintile,No,0.99366,182,182,0.98210,1.00522
2022,Hesse,3rd Quintile,No,0.99271,174,174,0.98004,1.00539
2022,Hesse,4th Quintile,No,0.99258,200,200,0.98066,1.00450
2022,Hesse,5th Quintile,No,0.98526,284,284,0.97122,0.99930
2022,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.99364,235,235,0.98346,1.00383
2022,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.96562,136,136,0.93488,0.99635
2022,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.96528,133,133,0.93405,0.99651
2022,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.98881,181,181,0.97344,1.00418
2022,Baden-Wuerttemberg,1st Quintile,No,0.99512,344,344,0.98774,1.00249
2022,Baden-Wuerttemberg,2nd Quintile,No,0.97634,269,269,0.95814,0.99454
2022,Baden-Wuerttemberg,3rd Quintile,No,0.97987,360,360,0.96534,0.99440
2022,Baden-Wuerttemberg,4th Quintile,No,0.99871,405,405,0.99522,1.00221
2022,Baden-Wuerttemberg,5th Quintile,No,0.99508,575,575,0.98935,1.00080
2022,Bavaria,1st Quintile,No,0.99685,416,416,0.99146,1.00224
2022,Bavaria,2nd Quintile,No,0.99448,471,471,0.98777,1.00118
2022,Bavaria,3rd Quintile,No,0.99430,468,468,0.98748,1.00113
2022,Bavaria,4th Quintile,No,0.98797,521,521,0.97860,0.99734
2022,Bavaria,5th Quintile,No,0.98723,688,688,0.97883,0.99563
2022,Berlin,1st Quintile,No,0.97655,242,242,0.95744,0.99565
2022,Berlin,2nd Quintile,No,0.99912,153,153,0.99441,1.00383
2022,Berlin,3rd Quintile,No,0.99489,128,128,0.98250,1.00729
2022,Berlin,4th Quintile,No,0.98989,146,146,0.97360,1.00617
2022,Berlin,5th Quintile,No,0.99264,193,193,0.98055,1.00473
2022,Brandenburg,1st Quintile,No,0.98380,143,143,0.96304,1.00457
2022,Brandenburg,2nd Quintile,No,0.98336,146,146,0.96254,1.00418
2022,Brandenburg,4th Quintile,No,0.99639,117,117,0.98548,1.00730
2022,Mecklenburg-Western Pomerania,1st Quintile,No,0.99956,97,97,0.99539,1.00374
2022,Mecklenburg-Western Pomerania,2nd Quintile,No,0.99860,94,94,0.99101,1.00620
2022,Mecklenburg-Western Pomerania,3rd Quintile,No,0.99960,67,67,0.99480,1.00441
2022,Mecklenburg-Western Pomerania,4th Quintile,No,0.98669,63,63,0.95817,1.01522
2022,Saxony,1st Quintile,No,0.97205,260,260,0.95197,0.99212
2022,Saxony,2nd Quintile,No,0.99937,268,268,0.99635,1.00239
2022,Saxony,3rd Quintile,No,0.98202,229,229,0.96478,0.99927
2022,Saxony,4th Quintile,No,0.97554,153,153,0.95098,1.00010
2022,Saxony,5th Quintile,No,0.98390,157,157,0.96416,1.00365
2022,Saxony-Anhalt,2nd Quintile,No,0.99336,120,120,0.97877,1.00795
2022,Saxony-Anhalt,3rd Quintile,No,0.97509,101,101,0.94454,1.00564
2022,Saxony-Anhalt,4th Quintile,No,0.98311,74,74,0.95355,1.01267
2022,Thuringa,1st Quintile,No,0.99737,169,169,0.98962,1.00512
2022,Thuringa,3rd Quintile,No,0.99622,107,107,0.98453,1.00790
2022,Thuringa,4th Quintile,No,0.99085,82,82,0.97012,1.01159
2022,Thuringa,5th Quintile,No,0.99963,103,103,0.99588,1.00338
