year,bula_h,regtyp,profdev,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2022,North Rhine-Westphalia,Rural regions,No,0.99982,136,136,0.99759,1.00206
2022,Hesse,Urban regions,Yes,0.01251,35,1479,0.00684,0.01818
2022,Hesse,Urban regions,No,0.98749,1444,1479,0.98182,0.99316
2022,Hesse,Rural regions,No,0.98330,342,342,0.96969,0.99690
2022,"Rhineland-Palatinate, Saarland",Urban regions,No,0.98003,1031,1031,0.97149,0.98857
2022,"Rhineland-Palatinate, Saarland",Rural regions,No,0.98364,274,274,0.96860,0.99869
2022,Baden-Wuerttemberg,Urban regions,Yes,0.01391,48,2836,0.00960,0.01822
2022,Baden-Wuerttemberg,Urban regions,No,0.98609,2788,2836,0.98178,0.99040
2022,Baden-Wuerttemberg,Rural regions,No,0.99712,446,446,0.99214,1.00210
2022,Bavaria,Urban regions,Yes,0.01065,46,2350,0.00650,0.01481
2022,Bavaria,Urban regions,No,0.98935,2304,2350,0.98519,0.99350
2022,Bavaria,Rural regions,No,0.99240,2029,2029,0.98862,0.99618
2022,Berlin,Urban regions,Yes,0.01209,37,1545,0.00664,0.01754
2022,Berlin,Urban regions,No,0.98791,1508,1545,0.98246,0.99336
2022,Brandenburg,Urban regions,No,0.98882,90,90,0.96699,1.01066
2022,Brandenburg,Rural regions,No,0.98960,917,917,0.98303,0.99617
2022,Mecklenburg-Western Pomerania,Urban regions,No,0.99854,112,112,0.99145,1.00564
2022,Mecklenburg-Western Pomerania,Rural regions,No,0.99414,451,451,0.98708,1.00119
2022,Saxony,Urban regions,No,0.98880,878,878,0.98184,0.99577
2022,Saxony,Rural regions,No,0.98509,871,871,0.97704,0.99314
2022,Saxony-Anhalt,Urban regions,No,0.99260,215,215,0.98112,1.00408
2022,Saxony-Anhalt,Rural regions,No,0.98937,698,698,0.98175,0.99698
2022,Thuringa,Urban regions,No,0.99893,307,307,0.99527,1.00259
2022,Thuringa,Rural regions,No,0.99105,556,556,0.98321,0.99888
