year,age_gr,quintil_oecd,ple0081_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,17-29 y.,1st Quintile,No,0.51206,413,787,0.47712,0.54701
2006,17-29 y.,2nd Quintile,Yes,0.39153,240,584,0.35191,0.43115
2006,17-29 y.,2nd Quintile,No,0.53106,344,584,0.49055,0.57157
2006,17-29 y.,3rd Quintile,Yes,0.33361,233,622,0.29653,0.37070
2006,17-29 y.,3rd Quintile,No,0.59275,389,622,0.55411,0.63140
2006,17-29 y.,4th Quintile,Yes,0.35117,229,671,0.31503,0.38731
2006,17-29 y.,4th Quintile,No,0.57500,442,671,0.53757,0.61243
2006,17-29 y.,5th Quintile,Yes,0.30707,195,625,0.27088,0.34326
2006,17-29 y.,5th Quintile,No,0.63353,430,625,0.59572,0.67133
2006,30-45 y.,1st Quintile,Yes,0.54012,432,804,0.50564,0.57459
2006,30-45 y.,1st Quintile,No,0.45046,372,804,0.41605,0.48488
2006,30-45 y.,2nd Quintile,Yes,0.42868,400,959,0.39734,0.46002
2006,30-45 y.,2nd Quintile,No,0.56810,559,959,0.53674,0.59947
2006,30-45 y.,3rd Quintile,Yes,0.36217,391,1112,0.33391,0.39043
2006,30-45 y.,3rd Quintile,No,0.63539,721,1112,0.60709,0.66369
2006,30-45 y.,4th Quintile,Yes,0.30263,366,1224,0.27688,0.32838
2006,30-45 y.,4th Quintile,No,0.69565,858,1224,0.66986,0.72143
2006,30-45 y.,5th Quintile,Yes,0.33299,418,1458,0.30879,0.35719
2006,30-45 y.,5th Quintile,No,0.66678,1040,1458,0.64258,0.69098
2006,46-65 y.,1st Quintile,Yes,0.42361,334,791,0.38915,0.45807
2006,46-65 y.,1st Quintile,No,0.57489,457,791,0.54042,0.60937
2006,46-65 y.,2nd Quintile,Yes,0.32053,251,818,0.28853,0.35253
2006,46-65 y.,2nd Quintile,No,0.67947,567,818,0.64747,0.71147
2006,46-65 y.,3rd Quintile,Yes,0.30145,302,1045,0.27362,0.32929
2006,46-65 y.,3rd Quintile,No,0.69771,743,1045,0.66985,0.72556
2006,46-65 y.,4th Quintile,Yes,0.27900,355,1383,0.25535,0.30264
2006,46-65 y.,4th Quintile,No,0.72100,1028,1383,0.69736,0.74465
2006,46-65 y.,5th Quintile,Yes,0.28299,638,2621,0.26575,0.30024
2006,46-65 y.,5th Quintile,No,0.71701,1983,2621,0.69976,0.73425
2006,66 and older,1st Quintile,Yes,0.13206,81,570,0.10425,0.15988
2006,66 and older,1st Quintile,No,0.86595,489,570,0.83795,0.89394
2006,66 and older,2nd Quintile,Yes,0.09867,95,928,0.07947,0.11787
2006,66 and older,2nd Quintile,No,0.90133,833,928,0.88213,0.92053
2006,66 and older,3rd Quintile,Yes,0.10424,88,861,0.08382,0.12466
2006,66 and older,3rd Quintile,No,0.89211,773,861,0.87137,0.91284
2006,66 and older,4th Quintile,Yes,0.10110,68,658,0.07805,0.12415
2006,66 and older,4th Quintile,No,0.89890,590,658,0.87585,0.92195
2006,66 and older,5th Quintile,Yes,0.10334,89,804,0.08229,0.12440
2006,66 and older,5th Quintile,No,0.89370,715,804,0.87239,0.91502
2008,17-29 y.,1st Quintile,Yes,0.38306,327,784,0.34901,0.41711
2008,17-29 y.,1st Quintile,No,0.53794,457,784,0.50302,0.57286
2008,17-29 y.,2nd Quintile,Yes,0.35897,209,570,0.31955,0.39838
2008,17-29 y.,2nd Quintile,No,0.55567,361,570,0.51484,0.59649
2008,17-29 y.,3rd Quintile,Yes,0.32648,204,636,0.29000,0.36295
2008,17-29 y.,3rd Quintile,No,0.60776,432,636,0.56978,0.64573
2008,17-29 y.,4th Quintile,Yes,0.28100,181,604,0.24513,0.31688
2008,17-29 y.,4th Quintile,No,0.64626,423,604,0.60810,0.68442
2008,17-29 y.,5th Quintile,Yes,0.28734,153,556,0.24969,0.32498
2008,17-29 y.,5th Quintile,No,0.64813,403,556,0.60840,0.68786
2008,30-45 y.,1st Quintile,Yes,0.49111,369,725,0.45470,0.52753
2008,30-45 y.,1st Quintile,No,0.50889,356,725,0.47247,0.54530
2008,30-45 y.,2nd Quintile,Yes,0.40829,344,912,0.37638,0.44021
2008,30-45 y.,2nd Quintile,No,0.58813,568,912,0.55617,0.62009
2008,30-45 y.,3rd Quintile,Yes,0.35354,387,1090,0.32514,0.38193
2008,30-45 y.,3rd Quintile,No,0.64646,703,1090,0.61807,0.67486
2008,30-45 y.,4th Quintile,Yes,0.32410,348,1138,0.29689,0.35131
2008,30-45 y.,4th Quintile,No,0.67590,790,1138,0.64869,0.70311
2008,30-45 y.,5th Quintile,Yes,0.25410,306,1302,0.23044,0.27776
2008,30-45 y.,5th Quintile,No,0.74590,996,1302,0.72224,0.76956
2008,46-65 y.,1st Quintile,Yes,0.43635,346,798,0.40192,0.47078
2008,46-65 y.,1st Quintile,No,0.56189,452,798,0.52745,0.59634
2008,46-65 y.,2nd Quintile,Yes,0.33178,262,829,0.29971,0.36385
2008,46-65 y.,2nd Quintile,No,0.66361,567,829,0.63143,0.69579
2008,46-65 y.,3rd Quintile,Yes,0.32709,319,1105,0.29941,0.35476
2008,46-65 y.,3rd Quintile,No,0.67283,786,1105,0.64515,0.70051
2008,46-65 y.,4th Quintile,Yes,0.28304,401,1482,0.26010,0.30598
2008,46-65 y.,4th Quintile,No,0.71615,1081,1482,0.69319,0.73911
2008,46-65 y.,5th Quintile,Yes,0.24564,554,2470,0.22866,0.26262
2008,46-65 y.,5th Quintile,No,0.74985,1916,2470,0.73277,0.76693
2008,66 and older,1st Quintile,Yes,0.14449,104,709,0.11859,0.17039
2008,66 and older,1st Quintile,No,0.85239,605,709,0.82626,0.87852
2008,66 and older,2nd Quintile,Yes,0.10517,102,1033,0.08645,0.12388
2008,66 and older,2nd Quintile,No,0.89111,931,1033,0.87210,0.91011
2008,66 and older,3rd Quintile,Yes,0.12687,107,935,0.10552,0.14821
2008,66 and older,3rd Quintile,No,0.87013,828,935,0.84858,0.89169
2008,66 and older,4th Quintile,Yes,0.08803,62,708,0.06715,0.10892
2008,66 and older,4th Quintile,No,0.91197,646,708,0.89108,0.93285
2008,66 and older,5th Quintile,Yes,0.09156,103,903,0.07274,0.11038
2008,66 and older,5th Quintile,No,0.90844,800,903,0.88962,0.92726
2010,17-29 y.,1st Quintile,Yes,0.36833,262,607,0.32992,0.40673
2010,17-29 y.,1st Quintile,No,0.59573,345,607,0.55666,0.63481
2010,17-29 y.,2nd Quintile,Yes,0.32699,156,461,0.28412,0.36986
2010,17-29 y.,2nd Quintile,No,0.60911,305,461,0.56452,0.65370
2010,17-29 y.,3rd Quintile,Yes,0.30723,159,505,0.26695,0.34751
2010,17-29 y.,3rd Quintile,No,0.63582,346,505,0.59381,0.67783
2010,17-29 y.,4th Quintile,Yes,0.26760,130,494,0.22852,0.30668
2010,17-29 y.,4th Quintile,No,0.69799,364,494,0.65747,0.73852
2010,17-29 y.,5th Quintile,Yes,0.29202,108,440,0.24949,0.33456
2010,17-29 y.,5th Quintile,No,0.65840,332,440,0.61404,0.70277
2010,30-45 y.,1st Quintile,Yes,0.49206,288,597,0.45192,0.53220
2010,30-45 y.,1st Quintile,No,0.50794,309,597,0.46780,0.54808
2010,30-45 y.,2nd Quintile,Yes,0.38776,282,735,0.35251,0.42301
2010,30-45 y.,2nd Quintile,No,0.61224,453,735,0.57699,0.64749
2010,30-45 y.,3rd Quintile,Yes,0.37861,298,865,0.34627,0.41095
2010,30-45 y.,3rd Quintile,No,0.62139,567,865,0.58905,0.65373
2010,30-45 y.,4th Quintile,Yes,0.34786,277,932,0.31727,0.37846
2010,30-45 y.,4th Quintile,No,0.65135,655,932,0.62074,0.68196
2010,30-45 y.,5th Quintile,Yes,0.25091,212,973,0.22366,0.27817
2010,30-45 y.,5th Quintile,No,0.73901,761,973,0.71141,0.76662
2010,46-65 y.,1st Quintile,Yes,0.47087,342,729,0.43461,0.50713
2010,46-65 y.,1st Quintile,No,0.52913,387,729,0.49287,0.56539
2010,46-65 y.,2nd Quintile,Yes,0.35368,272,825,0.32103,0.38632
2010,46-65 y.,2nd Quintile,No,0.64387,553,825,0.61117,0.67656
2010,46-65 y.,3rd Quintile,Yes,0.28755,247,971,0.25907,0.31604
2010,46-65 y.,3rd Quintile,No,0.71171,724,971,0.68320,0.74021
2010,46-65 y.,4th Quintile,Yes,0.30397,386,1311,0.27906,0.32888
2010,46-65 y.,4th Quintile,No,0.69129,925,1311,0.66627,0.71631
2010,46-65 y.,5th Quintile,Yes,0.24815,484,2166,0.22995,0.26634
2010,46-65 y.,5th Quintile,No,0.75142,1682,2166,0.73322,0.76963
2010,66 and older,1st Quintile,Yes,0.15606,105,716,0.12946,0.18267
2010,66 and older,1st Quintile,No,0.84394,611,716,0.81733,0.87054
2010,66 and older,2nd Quintile,Yes,0.08902,89,969,0.07108,0.10696
2010,66 and older,2nd Quintile,No,0.91098,880,969,0.89304,0.92892
2010,66 and older,3rd Quintile,Yes,0.11330,81,833,0.09176,0.13483
2010,66 and older,3rd Quintile,No,0.88670,752,833,0.86517,0.90824
2010,66 and older,4th Quintile,Yes,0.09575,66,691,0.07380,0.11771
2010,66 and older,4th Quintile,No,0.90425,625,691,0.88229,0.92620
2010,66 and older,5th Quintile,Yes,0.07869,93,799,0.06001,0.09738
2010,66 and older,5th Quintile,No,0.91636,706,799,0.89715,0.93556
2012,17-29 y.,1st Quintile,Yes,0.30841,270,667,0.27334,0.34349
2012,17-29 y.,1st Quintile,No,0.43496,397,667,0.39731,0.47261
2012,17-29 y.,2nd Quintile,Yes,0.21258,141,454,0.17490,0.25025
2012,17-29 y.,2nd Quintile,No,0.59067,313,454,0.54539,0.63595
2012,17-29 y.,3rd Quintile,Yes,0.24653,147,518,0.20938,0.28368
2012,17-29 y.,3rd Quintile,No,0.59942,371,518,0.55718,0.64166
2012,17-29 y.,4th Quintile,Yes,0.23918,120,496,0.20160,0.27676
2012,17-29 y.,4th Quintile,No,0.64477,376,496,0.60260,0.68693
2012,17-29 y.,5th Quintile,Yes,0.17754,76,387,0.13942,0.21566
2012,17-29 y.,5th Quintile,No,0.71383,311,387,0.66874,0.75891
2012,30-45 y.,1st Quintile,Yes,0.31706,337,649,0.28123,0.35289
2012,30-45 y.,1st Quintile,No,0.27296,312,649,0.23866,0.30726
2012,30-45 y.,2nd Quintile,Yes,0.26975,257,704,0.23694,0.30256
2012,30-45 y.,2nd Quintile,No,0.42998,447,704,0.39338,0.46657
2012,30-45 y.,3rd Quintile,Yes,0.27631,283,840,0.24605,0.30657
2012,30-45 y.,3rd Quintile,No,0.51474,557,840,0.48092,0.54856
2012,30-45 y.,4th Quintile,Yes,0.25598,253,889,0.22728,0.28468
2012,30-45 y.,4th Quintile,No,0.57540,636,889,0.54289,0.60791
2012,30-45 y.,5th Quintile,Yes,0.16996,178,943,0.14598,0.19395
2012,30-45 y.,5th Quintile,No,0.70607,765,943,0.67697,0.73516
2012,46-65 y.,1st Quintile,Yes,0.40014,412,926,0.36857,0.43172
2012,46-65 y.,1st Quintile,No,0.48465,514,926,0.45245,0.51686
2012,46-65 y.,2nd Quintile,Yes,0.31333,296,893,0.28289,0.34378
2012,46-65 y.,2nd Quintile,No,0.59911,597,893,0.56695,0.63128
2012,46-65 y.,3rd Quintile,Yes,0.28331,378,1207,0.25788,0.30874
2012,46-65 y.,3rd Quintile,No,0.65877,829,1207,0.63201,0.68553
2012,46-65 y.,4th Quintile,Yes,0.30954,442,1542,0.28645,0.33262
2012,46-65 y.,4th Quintile,No,0.65605,1100,1542,0.63233,0.67977
2012,46-65 y.,5th Quintile,Yes,0.23352,503,2313,0.21628,0.25077
2012,46-65 y.,5th Quintile,No,0.74635,1810,2313,0.72862,0.76409
2012,66 and older,1st Quintile,Yes,0.16847,120,777,0.14214,0.19481
2012,66 and older,1st Quintile,No,0.82335,657,777,0.79652,0.85019
2012,66 and older,2nd Quintile,Yes,0.10399,124,1139,0.08626,0.12173
2012,66 and older,2nd Quintile,No,0.88910,1015,1139,0.87085,0.90734
2012,66 and older,3rd Quintile,Yes,0.09979,83,929,0.08050,0.11907
2012,66 and older,3rd Quintile,No,0.89497,846,929,0.87525,0.91470
2012,66 and older,4th Quintile,Yes,0.11211,86,835,0.09070,0.13353
2012,66 and older,4th Quintile,No,0.88192,749,835,0.86002,0.90383
2012,66 and older,5th Quintile,Yes,0.09379,93,869,0.07439,0.11318
2012,66 and older,5th Quintile,No,0.89375,776,869,0.87325,0.91425
2014,17-29 y.,1st Quintile,Yes,0.34437,548,1454,0.31993,0.36880
2014,17-29 y.,1st Quintile,No,0.58938,906,1454,0.56409,0.61468
2014,17-29 y.,2nd Quintile,Yes,0.27395,296,874,0.24437,0.30354
2014,17-29 y.,2nd Quintile,No,0.63019,578,874,0.59817,0.66222
2014,17-29 y.,3rd Quintile,Yes,0.28809,258,758,0.25583,0.32035
2014,17-29 y.,3rd Quintile,No,0.64272,500,758,0.60858,0.67686
2014,17-29 y.,4th Quintile,Yes,0.24973,186,724,0.21818,0.28129
2014,17-29 y.,4th Quintile,No,0.69432,538,724,0.66073,0.72790
2014,17-29 y.,5th Quintile,Yes,0.17383,93,473,0.13964,0.20802
2014,17-29 y.,5th Quintile,No,0.74975,380,473,0.71067,0.78883
2014,30-45 y.,1st Quintile,Yes,0.47618,896,1891,0.45367,0.49870
2014,30-45 y.,1st Quintile,No,0.52382,995,1891,0.50130,0.54633
2014,30-45 y.,2nd Quintile,Yes,0.40046,734,1925,0.37857,0.42236
2014,30-45 y.,2nd Quintile,No,0.59895,1191,1925,0.57705,0.62085
2014,30-45 y.,3rd Quintile,Yes,0.32459,454,1699,0.30232,0.34686
2014,30-45 y.,3rd Quintile,No,0.67446,1245,1699,0.65217,0.69674
2014,30-45 y.,4th Quintile,Yes,0.27936,374,1561,0.25710,0.30163
2014,30-45 y.,4th Quintile,No,0.72064,1187,1561,0.69837,0.74290
2014,30-45 y.,5th Quintile,Yes,0.18237,239,1435,0.16239,0.20236
2014,30-45 y.,5th Quintile,No,0.81700,1196,1435,0.79699,0.83701
2014,46-65 y.,1st Quintile,Yes,0.44981,685,1646,0.42577,0.47385
2014,46-65 y.,1st Quintile,No,0.55006,961,1646,0.52602,0.57410
2014,46-65 y.,2nd Quintile,Yes,0.36124,482,1448,0.33648,0.38599
2014,46-65 y.,2nd Quintile,No,0.62949,966,1448,0.60460,0.65437
2014,46-65 y.,3rd Quintile,Yes,0.32235,495,1655,0.29983,0.34488
2014,46-65 y.,3rd Quintile,No,0.67677,1160,1655,0.65422,0.69931
2014,46-65 y.,4th Quintile,Yes,0.32162,561,1960,0.30093,0.34230
2014,46-65 y.,4th Quintile,No,0.67152,1399,1960,0.65072,0.69232
2014,46-65 y.,5th Quintile,Yes,0.23046,540,2578,0.21420,0.24672
2014,46-65 y.,5th Quintile,No,0.76954,2038,2578,0.75328,0.78580
2014,66 and older,1st Quintile,Yes,0.17274,142,805,0.14661,0.19887
2014,66 and older,1st Quintile,No,0.82448,663,805,0.79819,0.85078
2014,66 and older,2nd Quintile,Yes,0.11148,142,1261,0.09410,0.12886
2014,66 and older,2nd Quintile,No,0.88448,1119,1261,0.86683,0.90213
2014,66 and older,3rd Quintile,Yes,0.09860,98,1054,0.08059,0.11660
2014,66 and older,3rd Quintile,No,0.89768,956,1054,0.87937,0.91598
2014,66 and older,4th Quintile,Yes,0.09375,86,906,0.07476,0.11274
2014,66 and older,4th Quintile,No,0.90625,820,906,0.88726,0.92524
2014,66 and older,5th Quintile,Yes,0.09041,97,917,0.07184,0.10898
2014,66 and older,5th Quintile,No,0.90959,820,917,0.89102,0.92816
2016,17-29 y.,1st Quintile,Yes,0.27828,432,1257,0.25349,0.30306
2016,17-29 y.,1st Quintile,No,0.64063,825,1257,0.61409,0.66716
2016,17-29 y.,2nd Quintile,Yes,0.24634,253,846,0.21729,0.27539
2016,17-29 y.,2nd Quintile,No,0.63937,593,846,0.60699,0.67174
2016,17-29 y.,3rd Quintile,Yes,0.27785,199,693,0.24448,0.31123
2016,17-29 y.,3rd Quintile,No,0.64110,494,693,0.60536,0.67684
2016,17-29 y.,4th Quintile,Yes,0.18956,117,569,0.15732,0.22179
2016,17-29 y.,4th Quintile,No,0.72784,452,569,0.69124,0.76444
2016,17-29 y.,5th Quintile,Yes,0.16900,70,423,0.13324,0.20475
2016,17-29 y.,5th Quintile,No,0.77261,353,423,0.73262,0.81260
2016,30-45 y.,1st Quintile,Yes,0.49173,760,1612,0.46731,0.51614
2016,30-45 y.,1st Quintile,No,0.49521,852,1612,0.47080,0.51963
2016,30-45 y.,2nd Quintile,Yes,0.37286,595,1590,0.34908,0.39664
2016,30-45 y.,2nd Quintile,No,0.61169,995,1590,0.58773,0.63566
2016,30-45 y.,3rd Quintile,Yes,0.26659,361,1382,0.24327,0.28992
2016,30-45 y.,3rd Quintile,No,0.73020,1021,1382,0.70679,0.75361
2016,30-45 y.,4th Quintile,Yes,0.27281,334,1348,0.24903,0.29660
2016,30-45 y.,4th Quintile,No,0.72478,1014,1348,0.70093,0.74863
2016,30-45 y.,5th Quintile,Yes,0.17298,168,1106,0.15068,0.19529
2016,30-45 y.,5th Quintile,No,0.82013,938,1106,0.79748,0.84278
2016,46-65 y.,1st Quintile,Yes,0.42631,585,1404,0.40043,0.45218
2016,46-65 y.,1st Quintile,No,0.57051,819,1404,0.54461,0.59642
2016,46-65 y.,2nd Quintile,Yes,0.35846,484,1484,0.33405,0.38287
2016,46-65 y.,2nd Quintile,No,0.63961,1000,1484,0.61518,0.66405
2016,46-65 y.,3rd Quintile,Yes,0.34949,484,1533,0.32561,0.37336
2016,46-65 y.,3rd Quintile,No,0.65029,1049,1533,0.62641,0.67417
2016,46-65 y.,4th Quintile,Yes,0.29193,476,1828,0.27108,0.31278
2016,46-65 y.,4th Quintile,No,0.70552,1352,1828,0.68461,0.72642
2016,46-65 y.,5th Quintile,Yes,0.20483,454,2336,0.18846,0.22120
2016,46-65 y.,5th Quintile,No,0.79427,1882,2336,0.77788,0.81067
2016,66 and older,1st Quintile,Yes,0.16666,113,691,0.13885,0.19446
2016,66 and older,1st Quintile,No,0.83331,578,691,0.80550,0.86112
2016,66 and older,2nd Quintile,Yes,0.12909,138,1200,0.11012,0.14807
2016,66 and older,2nd Quintile,No,0.86904,1062,1200,0.84995,0.88814
2016,66 and older,3rd Quintile,Yes,0.08700,84,1029,0.06977,0.10423
2016,66 and older,3rd Quintile,No,0.90753,945,1029,0.88982,0.92524
2016,66 and older,4th Quintile,Yes,0.08977,79,832,0.07033,0.10920
2016,66 and older,4th Quintile,No,0.91023,753,832,0.89080,0.92967
2016,66 and older,5th Quintile,Yes,0.10406,105,954,0.08467,0.12344
2016,66 and older,5th Quintile,No,0.89594,849,954,0.87656,0.91533
2018,17-29 y.,1st Quintile,Yes,0.26746,366,1215,0.24256,0.29236
2018,17-29 y.,1st Quintile,No,0.59785,849,1215,0.57027,0.62543
2018,17-29 y.,2nd Quintile,Yes,0.23762,252,918,0.21007,0.26517
2018,17-29 y.,2nd Quintile,No,0.67590,666,918,0.64561,0.70620
2018,17-29 y.,3rd Quintile,Yes,0.22124,169,756,0.19163,0.25085
2018,17-29 y.,3rd Quintile,No,0.70685,587,756,0.67438,0.73932
2018,17-29 y.,4th Quintile,Yes,0.21772,139,609,0.18491,0.25052
2018,17-29 y.,4th Quintile,No,0.72355,470,609,0.68800,0.75910
2018,17-29 y.,5th Quintile,Yes,0.18179,72,471,0.14692,0.21665
2018,17-29 y.,5th Quintile,No,0.73250,399,471,0.69248,0.77252
2018,30-45 y.,1st Quintile,Yes,0.38914,627,1318,0.36281,0.41547
2018,30-45 y.,1st Quintile,No,0.55649,691,1318,0.52966,0.58333
2018,30-45 y.,2nd Quintile,Yes,0.33742,506,1478,0.31331,0.36154
2018,30-45 y.,2nd Quintile,No,0.65139,972,1478,0.62709,0.67569
2018,30-45 y.,3rd Quintile,Yes,0.30706,343,1291,0.28189,0.33224
2018,30-45 y.,3rd Quintile,No,0.68519,948,1291,0.65985,0.71054
2018,30-45 y.,4th Quintile,Yes,0.23099,254,1191,0.20704,0.25494
2018,30-45 y.,4th Quintile,No,0.76252,937,1191,0.73834,0.78670
2018,30-45 y.,5th Quintile,Yes,0.17877,172,1070,0.15581,0.20174
2018,30-45 y.,5th Quintile,No,0.81626,898,1070,0.79304,0.83947
2018,46-65 y.,1st Quintile,Yes,0.45021,601,1419,0.42432,0.47611
2018,46-65 y.,1st Quintile,No,0.53450,818,1419,0.50854,0.56047
2018,46-65 y.,2nd Quintile,Yes,0.37685,567,1642,0.35340,0.40030
2018,46-65 y.,2nd Quintile,No,0.62209,1075,1642,0.59863,0.64555
2018,46-65 y.,3rd Quintile,Yes,0.31460,470,1671,0.29232,0.33687
2018,46-65 y.,3rd Quintile,No,0.68479,1201,1671,0.66251,0.70707
2018,46-65 y.,4th Quintile,Yes,0.28342,495,1952,0.26342,0.30342
2018,46-65 y.,4th Quintile,No,0.71147,1457,1952,0.69137,0.73158
2018,46-65 y.,5th Quintile,Yes,0.21296,457,2568,0.19712,0.22880
2018,46-65 y.,5th Quintile,No,0.78439,2111,2568,0.76848,0.80030
2018,66 and older,1st Quintile,Yes,0.13417,114,689,0.10870,0.15964
2018,66 and older,1st Quintile,No,0.86170,575,689,0.83591,0.88750
