year,quintil_oecd_hh,sampreg,hlf0180,proportion,n,N,proportion_lower_confidence,proportion_lower_confidence,proportion_upper_confidence,proportion_upper_confidence
2017,1st Quintile,West,No,0.52404,2056,17391,0,0.48454,0,0.56626
2017,1st Quintile,East,Yes,0.44978,475,17391,0,0.40498,0,0.50359
2017,1st Quintile,East,No,0.55022,651,17391,0,0.49782,0,0.61684
2017,2nd Quintile,West,Yes,0.72885,1912,17391,0,0.69211,0,0.76787
2017,2nd Quintile,West,No,0.27115,505,17391,0,0.24591,0,0.29541
2017,2nd Quintile,East,Yes,0.68486,700,17391,0,0.63964,0,0.74115
2017,2nd Quintile,East,No,0.31514,216,17391,0,0.27612,0,0.35168
2017,3rd Quintile,West,Yes,0.84447,2085,17391,0,0.81237,0,0.88330
2017,3rd Quintile,West,No,0.15553,269,17391,0,0.13858,0,0.17240
2017,3rd Quintile,East,Yes,0.79516,632,17391,0,0.72181,0,0.85943
2017,3rd Quintile,East,No,0.20484,105,17391,0,0.17880,0,0.23402
2017,4th Quintile,West,Yes,0.88907,2325,17391,0,0.85063,0,0.93124
2017,4th Quintile,West,No,0.11093,178,17391,0,0.09826,0,0.12328
2017,4th Quintile,East,Yes,0.89646,506,17391,0,0.81594,0,1.00036
2017,4th Quintile,East,No,0.10354,35,17391,0,0.06964,0,0.14170
2017,5th Quintile,West,Yes,0.93526,2598,17391,0,0.90093,0,0.96815
2017,5th Quintile,West,No,0.06474,129,17391,0,0.05303,0,0.07457
2017,5th Quintile,East,Yes,1.00000,365,17391,0,0.90794,0,1.10460
2018,1st Quintile,West,Yes,0.48472,1885,17689,0,0.45037,0,0.52018
2018,1st Quintile,West,No,0.51528,2188,17689,0,0.48323,0,0.55017
2018,1st Quintile,East,Yes,0.45261,525,17689,0,0.39517,0,0.49972
2018,1st Quintile,East,No,0.54739,704,17689,0,0.48726,0,0.61106
2018,2nd Quintile,West,Yes,0.74893,1981,17689,0,0.70688,0,0.79325
2018,2nd Quintile,West,No,0.25107,568,17689,0,0.22969,0,0.28140
2018,2nd Quintile,East,Yes,0.71533,760,17689,0,0.66471,0,0.78272
2018,2nd Quintile,East,No,0.28467,227,17689,0,0.26060,0,0.31579
2018,3rd Quintile,West,Yes,0.82997,1963,17689,0,0.79012,0,0.86990
2018,3rd Quintile,West,No,0.17003,305,17689,0,0.15111,0,0.18697
2018,3rd Quintile,East,Yes,0.80715,607,17689,0,0.72995,0,0.88266
2018,3rd Quintile,East,No,0.19285,94,17689,0,0.15808,0,0.22931
2018,4th Quintile,West,Yes,0.89498,2222,17689,0,0.86001,0,0.93178
2018,4th Quintile,West,No,0.10502,181,17689,0,0.09030,0,0.11696
2018,4th Quintile,East,Yes,0.89081,445,17689,0,0.80491,0,0.98366
2018,4th Quintile,East,No,0.10919,36,17689,0,0.07742,0,0.13572
2018,5th Quintile,West,Yes,0.94000,2504,17689,0,0.90131,0,0.97689
2018,5th Quintile,West,No,0.06000,150,17689,0,0.05075,0,0.06996
2018,5th Quintile,East,Yes,1.00000,344,17689,0,0.88653,0,1.11395
2019,1st Quintile,West,Yes,0.52819,1206,16068,0,0.49564,0,0.56710
2019,1st Quintile,West,No,0.47181,898,16068,0,0.43967,0,0.51220
2019,1st Quintile,East,Yes,0.43794,402,16068,0,0.38454,0,0.49170
2019,1st Quintile,East,No,0.56206,397,16068,0,0.50137,0,0.62544
2019,2nd Quintile,West,Yes,0.75614,1718,16068,0,0.71346,0,0.79641
2019,2nd Quintile,West,No,0.24386,432,16068,0,0.22120,0,0.26902
2019,2nd Quintile,East,Yes,0.68939,656,16068,0,0.62488,0,0.75405
2019,2nd Quintile,East,No,0.31061,177,16068,0,0.26223,0,0.35569
2019,3rd Quintile,West,Yes,0.82912,1918,16068,0,0.78660,0,0.86570
2019,3rd Quintile,West,No,0.17088,264,16068,0,0.15362,0,0.18931
2019,3rd Quintile,East,Yes,0.83091,627,16068,0,0.74680,0,0.91309
2019,3rd Quintile,East,No,0.16909,100,16068,0,0.14508,0,0.20220
2019,4th Quintile,West,Yes,0.89761,2231,16068,0,0.86235,0,0.94112
2019,4th Quintile,West,No,0.10239,181,16068,0,0.08907,0,0.11839
2019,4th Quintile,East,Yes,0.86598,491,16068,0,0.77366,0,0.95782
2019,4th Quintile,East,No,0.13402,49,16068,0,0.09294,0,0.17802
2019,5th Quintile,West,Yes,0.93651,3461,16068,0,0.89750,0,0.98448
2019,5th Quintile,West,No,0.06349,171,16068,0,0.05238,0,0.07334
2019,5th Quintile,East,Yes,0.92136,642,16068,0,0.80630,0,1.04998
2019,5th Quintile,East,No,0.07864,47,16068,0,0.04966,0,0.11242
2021,1st Quintile,West,Yes,0.55498,1474,12514,0,0.51101,0,0.60163
2021,1st Quintile,West,No,0.44502,1119,12514,0,0.40551,0,0.48834
2021,1st Quintile,East,Yes,0.47572,352,12514,0,0.40686,0,0.53431
2021,1st Quintile,East,No,0.52428,340,12514,0,0.45104,0,0.60242
2021,2nd Quintile,West,Yes,0.79468,1410,12514,0,0.74429,0,0.84123
2021,2nd Quintile,West,No,0.20532,350,12514,0,0.17873,0,0.23138
2021,2nd Quintile,East,Yes,0.72651,493,12514,0,0.65336,0,0.80667
2021,2nd Quintile,East,No,0.27349,124,12514,0,0.22155,0,0.33086
2021,3rd Quintile,West,Yes,0.85466,1359,12514,0,0.80208,0,0.90583
2021,3rd Quintile,West,No,0.14534,228,12514,0,0.12201,0,0.16694
2021,3rd Quintile,East,Yes,0.86292,408,12514,0,0.76973,0,0.98714
2021,3rd Quintile,East,No,0.13708,61,12514,0,0.10063,0,0.17220
2021,4th Quintile,West,Yes,0.88945,1550,12514,0,0.82971,0,0.93879
2021,4th Quintile,West,No,0.11055,171,12514,0,0.09012,0,0.13061
2021,4th Quintile,East,Yes,0.87045,347,12514,0,0.76950,0,0.97589
2021,4th Quintile,East,No,0.12955,40,12514,0,0.08800,0,0.17550
2021,5th Quintile,West,Yes,0.92783,2105,12514,0,0.87399,0,0.97779
2021,5th Quintile,West,No,0.07217,168,12514,0,0.05693,0,0.08843
2021,5th Quintile,East,Yes,0.88672,375,12514,0,0.74179,0,1.02297
2021,5th Quintile,East,No,0.11328,40,12514,0,0.08278,0,0.14481
