year,bula_h,pgisced97,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.69415,510,740,0.66093,0.72737
2009,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.30585,230,740,0.27263,0.33907
2009,Hesse,Lower Secondary Level,Yes,0.76311,93,93,0.67622,0.84999
2009,Hesse,Upper Secondary Level,Yes,0.71963,416,569,0.68269,0.75657
2009,Hesse,Upper Secondary Level,No,0.28037,153,569,0.24343,0.31731
2009,Hesse,Post-secondary Non-tertiary Level,Yes,0.65623,59,59,0.53399,0.77847
2009,Hesse,First Stage of Tertiary Education,Yes,0.77092,54,54,0.65778,0.88406
2009,Hesse,Second Stage of Tertiary Education,Yes,0.64614,227,315,0.59325,0.69903
2009,Hesse,Second Stage of Tertiary Education,No,0.35386,88,315,0.30097,0.40675
2009,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Yes,0.73776,118,158,0.66896,0.80657
2009,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.26224,40,158,0.19343,0.33104
2009,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.70198,374,514,0.66240,0.74156
2009,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.29802,140,514,0.25844,0.33760
2009,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Yes,0.84224,40,40,0.72784,0.95664
2009,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Yes,0.64770,51,51,0.51530,0.78011
2009,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Yes,0.81884,131,163,0.75953,0.87815
2009,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.18116,32,163,0.12185,0.24047
2009,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.72582,191,272,0.67270,0.77893
2009,Baden-Wuerttemberg,Lower Secondary Level,No,0.27418,81,272,0.22107,0.32730
2009,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.72820,749,1000,0.70061,0.75579
2009,Baden-Wuerttemberg,Upper Secondary Level,No,0.27180,251,1000,0.24421,0.29939
2009,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Yes,0.55506,72,117,0.46462,0.64549
2009,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.44494,45,117,0.35451,0.53538
2009,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.74583,114,153,0.67662,0.81505
2009,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.25417,39,153,0.18495,0.32338
2009,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.75117,319,441,0.71077,0.79156
2009,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.24883,122,441,0.20844,0.28923
2009,Bavaria,Pre-primary Level,Yes,0.73332,33,33,0.58010,0.88654
2009,Bavaria,Lower Secondary Level,Yes,0.77092,210,272,0.72089,0.82096
2009,Bavaria,Lower Secondary Level,No,0.22908,62,272,0.17904,0.27911
2009,Bavaria,Upper Secondary Level,Yes,0.70568,987,1356,0.68141,0.72994
2009,Bavaria,Upper Secondary Level,No,0.29432,369,1356,0.27006,0.31859
2009,Bavaria,Post-secondary Non-tertiary Level,Yes,0.73125,99,99,0.64347,0.81902
2009,Bavaria,First Stage of Tertiary Education,Yes,0.76304,148,200,0.70396,0.82212
2009,Bavaria,First Stage of Tertiary Education,No,0.23696,52,200,0.17788,0.29604
2009,Bavaria,Second Stage of Tertiary Education,Yes,0.69879,386,529,0.65966,0.73793
2009,Bavaria,Second Stage of Tertiary Education,No,0.30121,143,529,0.26207,0.34034
2009,Berlin,Lower Secondary Level,Yes,0.89036,36,36,0.78685,0.99387
2009,Berlin,Upper Secondary Level,Yes,0.76476,203,267,0.71379,0.81573
2009,Berlin,Upper Secondary Level,No,0.23524,64,267,0.18427,0.28621
2009,Berlin,First Stage of Tertiary Education,Yes,0.85397,43,43,0.74716,0.96077
2009,Berlin,Second Stage of Tertiary Education,Yes,0.79975,196,247,0.74974,0.84976
2009,Berlin,Second Stage of Tertiary Education,No,0.20025,51,247,0.15024,0.25026
2009,Brandenburg,Lower Secondary Level,Yes,0.58649,34,34,0.41846,0.75451
2009,Brandenburg,Upper Secondary Level,Yes,0.67272,272,382,0.62560,0.71983
2009,Brandenburg,Upper Secondary Level,No,0.32728,110,382,0.28017,0.37440
2009,Brandenburg,First Stage of Tertiary Education,Yes,0.76199,46,46,0.63756,0.88642
2009,Brandenburg,Second Stage of Tertiary Education,Yes,0.82134,197,237,0.77246,0.87021
2009,Brandenburg,Second Stage of Tertiary Education,No,0.17866,40,237,0.12979,0.22754
2009,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.65959,158,237,0.59914,0.72005
2009,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.34041,79,237,0.27995,0.40086
2009,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,Yes,0.89237,35,35,0.78819,0.99654
2009,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Yes,0.83838,103,135,0.77606,0.90071
2009,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,0.16162,32,135,0.09929,0.22394
2009,Saxony,Lower Secondary Level,Yes,0.80918,58,58,0.70717,0.91120
2009,Saxony,Upper Secondary Level,Yes,0.69196,516,747,0.65883,0.72509
2009,Saxony,Upper Secondary Level,No,0.30804,231,747,0.27491,0.34117
2009,Saxony,First Stage of Tertiary Education,Yes,0.76276,96,96,0.67722,0.84830
2009,Saxony,Second Stage of Tertiary Education,Yes,0.73940,261,343,0.69288,0.78593
2009,Saxony,Second Stage of Tertiary Education,No,0.26060,82,343,0.21407,0.30712
2009,Saxony-Anhalt,Lower Secondary Level,Yes,0.69977,32,32,0.53842,0.86113
2009,Saxony-Anhalt,Upper Secondary Level,Yes,0.68989,266,396,0.64428,0.73551
2009,Saxony-Anhalt,Upper Secondary Level,No,0.31011,130,396,0.26449,0.35572
2009,Saxony-Anhalt,First Stage of Tertiary Education,Yes,0.85067,58,58,0.75815,0.94320
2009,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.83935,155,198,0.78807,0.89063
2009,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.16065,43,198,0.10937,0.21193
2009,Thuringa,Lower Secondary Level,Yes,0.72836,39,39,0.58693,0.86978
2009,Thuringa,Upper Secondary Level,Yes,0.71928,351,488,0.67937,0.75919
2009,Thuringa,Upper Secondary Level,No,0.28072,137,488,0.24081,0.32063
2009,Thuringa,First Stage of Tertiary Education,Yes,0.63978,38,38,0.48509,0.79447
2009,Thuringa,Second Stage of Tertiary Education,Yes,0.78211,135,177,0.72113,0.84310
2009,Thuringa,Second Stage of Tertiary Education,No,0.21789,42,177,0.15690,0.27887
2010,Schleswig-Holstein,Lower Secondary Level,Yes,0.69385,54,54,0.56976,0.81793
2010,Schleswig-Holstein,Upper Secondary Level,Yes,0.71871,265,367,0.67264,0.76477
2010,Schleswig-Holstein,Upper Secondary Level,No,0.28129,102,367,0.23523,0.32736
2010,Schleswig-Holstein,Post-secondary Non-tertiary Level,Yes,0.84118,49,49,0.73778,0.94458
2010,Schleswig-Holstein,First Stage of Tertiary Education,Yes,0.72375,39,39,0.58158,0.86592
2010,Schleswig-Holstein,Second Stage of Tertiary Education,Yes,0.75493,97,129,0.68041,0.82944
2010,Schleswig-Holstein,Second Stage of Tertiary Education,No,0.24507,32,129,0.17056,0.31959
2010,Hamburg,Upper Secondary Level,Yes,0.75524,120,162,0.68883,0.82166
2010,Hamburg,Upper Secondary Level,No,0.24476,42,162,0.17834,0.31117
2010,Hamburg,Second Stage of Tertiary Education,Yes,0.68882,85,118,0.60493,0.77271
2010,Hamburg,Second Stage of Tertiary Education,No,0.31118,33,118,0.22729,0.39507
2010,Lower Saxony,Lower Secondary Level,Yes,0.74934,181,253,0.69583,0.80285
2010,Lower Saxony,Lower Secondary Level,No,0.25066,72,253,0.19715,0.30417
2010,Lower Saxony,Upper Secondary Level,Yes,0.71952,778,1102,0.69299,0.74606
2010,Lower Saxony,Upper Secondary Level,No,0.28048,324,1102,0.25394,0.30701
2010,Lower Saxony,Post-secondary Non-tertiary Level,Yes,0.71770,108,158,0.64729,0.78811
2010,Lower Saxony,Post-secondary Non-tertiary Level,No,0.28230,50,158,0.21189,0.35271
2010,Lower Saxony,First Stage of Tertiary Education,Yes,0.68270,82,132,0.60300,0.76240
2010,Lower Saxony,First Stage of Tertiary Education,No,0.31730,50,132,0.23760,0.39700
2010,Lower Saxony,Second Stage of Tertiary Education,Yes,0.66824,303,420,0.62316,0.71332
2010,Lower Saxony,Second Stage of Tertiary Education,No,0.33176,117,420,0.28668,0.37684
2010,Bremen,Upper Secondary Level,Yes,0.75248,57,57,0.63944,0.86551
2010,Bremen,Second Stage of Tertiary Education,Yes,0.67876,35,35,0.52180,0.83572
2010,North Rhine-Westphalia,No answer / don't know,Yes,0.44509,42,78,0.33408,0.55609
2010,North Rhine-Westphalia,No answer / don't know,No,0.55491,36,78,0.44391,0.66592
2010,North Rhine-Westphalia,Pre-primary Level,Yes,0.43949,62,112,0.34715,0.53182
2010,North Rhine-Westphalia,Pre-primary Level,No,0.56051,50,112,0.46818,0.65285
2010,North Rhine-Westphalia,Primary Level,Yes,0.60548,71,117,0.51653,0.69442
2010,North Rhine-Westphalia,Primary Level,No,0.39452,46,117,0.30558,0.48347
2010,North Rhine-Westphalia,Lower Secondary Level,Yes,0.67015,391,628,0.63335,0.70695
2010,North Rhine-Westphalia,Lower Secondary Level,No,0.32985,237,628,0.29305,0.36665
2010,North Rhine-Westphalia,Upper Secondary Level,Yes,0.70446,1501,2235,0.68553,0.72338
2010,North Rhine-Westphalia,Upper Secondary Level,No,0.29554,734,2235,0.27662,0.31447
2010,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.69597,325,493,0.65532,0.73662
2010,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.30403,168,493,0.26338,0.34468
2010,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.75013,205,297,0.70081,0.79945
2010,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.24987,92,297,0.20055,0.29919
2010,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.63390,633,995,0.60395,0.66385
2010,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.36610,362,995,0.33615,0.39605
2010,Hesse,Lower Secondary Level,Yes,0.79314,118,161,0.73037,0.85590
2010,Hesse,Lower Secondary Level,No,0.20686,43,161,0.14410,0.26963
2010,Hesse,Upper Secondary Level,Yes,0.73778,511,724,0.70572,0.76984
2010,Hesse,Upper Secondary Level,No,0.26222,213,724,0.23016,0.29428
2010,Hesse,Post-secondary Non-tertiary Level,Yes,0.68049,99,141,0.60325,0.75773
2010,Hesse,Post-secondary Non-tertiary Level,No,0.31951,42,141,0.24227,0.39675
2010,Hesse,First Stage of Tertiary Education,Yes,0.71007,54,87,0.61417,0.80596
2010,Hesse,First Stage of Tertiary Education,No,0.28993,33,87,0.19404,0.38583
2010,Hesse,Second Stage of Tertiary Education,Yes,0.63459,321,471,0.59105,0.67812
2010,Hesse,Second Stage of Tertiary Education,No,0.36541,150,471,0.32188,0.40895
2010,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Yes,0.66769,136,202,0.60257,0.73281
2010,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.33231,66,202,0.26719,0.39743
2010,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.68468,456,668,0.64942,0.71995
2010,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.31532,212,668,0.28005,0.35058
2010,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Yes,0.70088,60,60,0.58405,0.81772
2010,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Yes,0.67004,66,66,0.55573,0.78435
2010,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Yes,0.70976,154,222,0.64992,0.76960
2010,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.29024,68,222,0.23040,0.35008
2010,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.76076,241,333,0.71487,0.80665
2010,Baden-Wuerttemberg,Lower Secondary Level,No,0.23924,92,333,0.19335,0.28513
2010,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.67278,944,1353,0.64776,0.69779
2010,Baden-Wuerttemberg,Upper Secondary Level,No,0.32722,409,1353,0.30221,0.35224
2010,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Yes,0.75858,126,194,0.69820,0.81896
2010,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.24142,68,194,0.18104,0.30180
2010,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.64357,125,205,0.57785,0.70930
2010,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.35643,80,205,0.29070,0.42215
2010,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.71395,456,667,0.67962,0.74827
2010,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.28605,211,667,0.25173,0.32038
2010,Bavaria,No answer / don't know,Yes,0.70837,31,31,0.54573,0.87102
2010,Bavaria,Pre-primary Level,Yes,0.68166,48,48,0.54849,0.81484
2010,Bavaria,Lower Secondary Level,Yes,0.72680,251,351,0.68012,0.77348
2010,Bavaria,Lower Secondary Level,No,0.27320,100,351,0.22652,0.31988
2010,Bavaria,Upper Secondary Level,Yes,0.73473,1325,1886,0.71480,0.75466
2010,Bavaria,Upper Secondary Level,No,0.26527,561,1886,0.24534,0.28520
2010,Bavaria,Post-secondary Non-tertiary Level,Yes,0.74495,152,216,0.68669,0.80322
2010,Bavaria,Post-secondary Non-tertiary Level,No,0.25505,64,216,0.19678,0.31331
2010,Bavaria,First Stage of Tertiary Education,Yes,0.74643,183,258,0.69324,0.79962
2010,Bavaria,First Stage of Tertiary Education,No,0.25357,75,258,0.20038,0.30676
2010,Bavaria,Second Stage of Tertiary Education,Yes,0.71529,496,700,0.68183,0.74874
2010,Bavaria,Second Stage of Tertiary Education,No,0.28471,204,700,0.25126,0.31817
2010,Berlin,Lower Secondary Level,Yes,0.73763,48,48,0.61186,0.86341
2010,Berlin,Upper Secondary Level,Yes,0.77642,256,343,0.73226,0.82058
2010,Berlin,Upper Secondary Level,No,0.22358,87,343,0.17942,0.26774
2010,Berlin,Post-secondary Non-tertiary Level,Yes,0.51194,31,31,0.33307,0.69081
2010,Berlin,First Stage of Tertiary Education,Yes,0.78468,42,42,0.65886,0.91050
2010,Berlin,Second Stage of Tertiary Education,Yes,0.73881,243,349,0.69266,0.78497
2010,Berlin,Second Stage of Tertiary Education,No,0.26119,106,349,0.21503,0.30734
2010,Brandenburg,Lower Secondary Level,Yes,0.64245,44,44,0.49920,0.78571
2010,Brandenburg,Upper Secondary Level,Yes,0.70094,321,477,0.65980,0.74207
2010,Brandenburg,Upper Secondary Level,No,0.29906,156,477,0.25793,0.34020
2010,Brandenburg,Post-secondary Non-tertiary Level,Yes,0.63640,36,36,0.47703,0.79577
2010,Brandenburg,First Stage of Tertiary Education,Yes,0.65024,48,48,0.51390,0.78658
2010,Brandenburg,Second Stage of Tertiary Education,Yes,0.85602,211,254,0.81276,0.89928
2010,Brandenburg,Second Stage of Tertiary Education,No,0.14398,43,254,0.10072,0.18724
2010,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.71639,227,321,0.66700,0.76578
2010,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.28361,94,321,0.23422,0.33300
2010,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,Yes,0.81631,32,32,0.68000,0.95263
2010,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Yes,0.83794,110,145,0.77775,0.89813
2010,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,0.16206,35,145,0.10187,0.22225
2010,Saxony,Lower Secondary Level,Yes,0.80260,69,69,0.70800,0.89721
2010,Saxony,Upper Secondary Level,Yes,0.71500,607,905,0.68557,0.74443
2010,Saxony,Upper Secondary Level,No,0.28500,298,905,0.25557,0.31443
2010,Saxony,Post-secondary Non-tertiary Level,Yes,0.75313,51,51,0.63361,0.87265
2010,Saxony,First Stage of Tertiary Education,Yes,0.85724,98,136,0.79823,0.91626
2010,Saxony,First Stage of Tertiary Education,No,0.14276,38,136,0.08374,0.20177
2010,Saxony,Second Stage of Tertiary Education,Yes,0.75538,306,421,0.71427,0.79649
2010,Saxony,Second Stage of Tertiary Education,No,0.24462,115,421,0.20351,0.28573
2010,Saxony-Anhalt,Lower Secondary Level,Yes,0.81268,47,47,0.69993,0.92543
2010,Saxony-Anhalt,Upper Secondary Level,Yes,0.70087,324,486,0.66012,0.74162
2010,Saxony-Anhalt,Upper Secondary Level,No,0.29913,162,486,0.25838,0.33988
2010,Saxony-Anhalt,Post-secondary Non-tertiary Level,Yes,0.44362,31,31,0.26583,0.62140
2010,Saxony-Anhalt,First Stage of Tertiary Education,Yes,0.68116,61,61,0.56324,0.79908
2010,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.81673,157,205,0.76364,0.86982
2010,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.18327,48,205,0.13018,0.23636
2010,Thuringa,Lower Secondary Level,Yes,0.84859,35,35,0.72810,0.96908
2010,Thuringa,Upper Secondary Level,Yes,0.73962,398,571,0.70359,0.77565
2010,Thuringa,Upper Secondary Level,No,0.26038,173,571,0.22435,0.29641
2010,Thuringa,First Stage of Tertiary Education,Yes,0.85862,52,52,0.76299,0.95424
2010,Thuringa,Second Stage of Tertiary Education,Yes,0.79952,153,211,0.74536,0.85367
2010,Thuringa,Second Stage of Tertiary Education,No,0.20048,58,211,0.14633,0.25464
2011,Schleswig-Holstein,Lower Secondary Level,Yes,0.73591,80,80,0.63869,0.83312
2011,Schleswig-Holstein,Upper Secondary Level,Yes,0.71804,350,502,0.67864,0.75744
2011,Schleswig-Holstein,Upper Secondary Level,No,0.28196,152,502,0.24256,0.32136
2011,Schleswig-Holstein,Post-secondary Non-tertiary Level,Yes,0.82827,67,67,0.73728,0.91926
2011,Schleswig-Holstein,First Stage of Tertiary Education,Yes,0.64604,41,41,0.49785,0.79424
2011,Schleswig-Holstein,Second Stage of Tertiary Education,Yes,0.78047,114,163,0.71673,0.84421
2011,Schleswig-Holstein,Second Stage of Tertiary Education,No,0.21953,49,163,0.15579,0.28327
2011,Hamburg,Upper Secondary Level,Yes,0.63014,119,179,0.55921,0.70106
2011,Hamburg,Upper Secondary Level,No,0.36986,60,179,0.29894,0.44079
2011,Hamburg,Second Stage of Tertiary Education,Yes,0.73213,91,125,0.65418,0.81007
2011,Hamburg,Second Stage of Tertiary Education,No,0.26787,34,125,0.18993,0.34582
2011,Lower Saxony,No answer / don't know,Yes,0.76679,45,45,0.64184,0.89174
2011,Lower Saxony,Pre-primary Level,Yes,0.72232,34,34,0.56951,0.87512
2011,Lower Saxony,Primary Level,Yes,0.90017,32,32,0.79464,1.00570
2011,Lower Saxony,Lower Secondary Level,Yes,0.77940,231,322,0.73404,0.82476
2011,Lower Saxony,Lower Secondary Level,No,0.22060,91,322,0.17524,0.26596
2011,Lower Saxony,Upper Secondary Level,Yes,0.71245,942,1344,0.68825,0.73666
2011,Lower Saxony,Upper Secondary Level,No,0.28755,402,1344,0.26334,0.31175
2011,Lower Saxony,Post-secondary Non-tertiary Level,Yes,0.59642,126,180,0.52454,0.66829
2011,Lower Saxony,Post-secondary Non-tertiary Level,No,0.40358,54,180,0.33171,0.47546
2011,Lower Saxony,First Stage of Tertiary Education,Yes,0.73081,97,146,0.65861,0.80300
2011,Lower Saxony,First Stage of Tertiary Education,No,0.26919,49,146,0.19700,0.34139
2011,Lower Saxony,Second Stage of Tertiary Education,Yes,0.77482,361,484,0.73757,0.81207
2011,Lower Saxony,Second Stage of Tertiary Education,No,0.22518,123,484,0.18793,0.26243
2011,Bremen,Upper Secondary Level,Yes,0.71731,64,64,0.60611,0.82851
2011,Bremen,Second Stage of Tertiary Education,Yes,0.75080,36,36,0.60750,0.89411
2011,North Rhine-Westphalia,No answer / don't know,Yes,0.55720,85,143,0.47550,0.63890
2011,North Rhine-Westphalia,No answer / don't know,No,0.44280,58,143,0.36110,0.52450
2011,North Rhine-Westphalia,Pre-primary Level,Yes,0.65752,85,130,0.57563,0.73941
2011,North Rhine-Westphalia,Pre-primary Level,No,0.34248,45,130,0.26059,0.42437
2011,North Rhine-Westphalia,Primary Level,Yes,0.68406,87,135,0.60535,0.76277
2011,North Rhine-Westphalia,Primary Level,No,0.31594,48,135,0.23723,0.39465
2011,North Rhine-Westphalia,Lower Secondary Level,Yes,0.74771,487,703,0.71558,0.77984
2011,North Rhine-Westphalia,Lower Secondary Level,No,0.25229,216,703,0.22016,0.28442
2011,North Rhine-Westphalia,Upper Secondary Level,Yes,0.69904,1803,2584,0.68135,0.71673
2011,North Rhine-Westphalia,Upper Secondary Level,No,0.30096,781,2584,0.28327,0.31865
2011,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.72681,394,560,0.68987,0.76375
2011,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.27319,166,560,0.23625,0.31013
2011,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.70436,220,312,0.65365,0.75508
2011,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.29564,92,312,0.24492,0.34635
2011,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.69655,805,1145,0.66991,0.72319
2011,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.30345,340,1145,0.27681,0.33009
2011,Hesse,Pre-primary Level,Yes,0.70005,33,33,0.54128,0.85882
2011,Hesse,Lower Secondary Level,Yes,0.77176,142,191,0.71209,0.83144
2011,Hesse,Lower Secondary Level,No,0.22824,49,191,0.16856,0.28791
2011,Hesse,Upper Secondary Level,Yes,0.76169,614,821,0.73253,0.79085
2011,Hesse,Upper Secondary Level,No,0.23831,207,821,0.20915,0.26747
2011,Hesse,Post-secondary Non-tertiary Level,Yes,0.67790,120,172,0.60787,0.74794
2011,Hesse,Post-secondary Non-tertiary Level,No,0.32210,52,172,0.25206,0.39213
2011,Hesse,First Stage of Tertiary Education,Yes,0.75790,80,114,0.67892,0.83688
2011,Hesse,First Stage of Tertiary Education,No,0.24210,34,114,0.16312,0.32108
2011,Hesse,Second Stage of Tertiary Education,Yes,0.61832,362,538,0.57723,0.65941
