year,bula_h,migback,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,"Rhineland-Palatinate, Saarland",Direct migration background,Yes,0.61763,83,126,0.53244,0.70282
1986,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.38237,43,126,0.29718,0.46756
1986,Baden-Wuerttemberg,No migration background,Yes,0.69081,813,1179,0.66442,0.71721
1986,Baden-Wuerttemberg,No migration background,No,0.30919,366,1179,0.28279,0.33558
1986,Baden-Wuerttemberg,Direct migration background,Yes,0.68206,504,765,0.64903,0.71508
1986,Baden-Wuerttemberg,Direct migration background,No,0.31794,261,765,0.28492,0.35097
1986,Bavaria,No migration background,Yes,0.77249,1036,1369,0.75028,0.79471
1986,Bavaria,No migration background,No,0.22751,333,1369,0.20529,0.24972
1986,Bavaria,Direct migration background,Yes,0.78019,268,373,0.73811,0.82228
1986,Bavaria,Direct migration background,No,0.21981,105,373,0.17772,0.26189
1986,Berlin,No migration background,Yes,0.76819,183,243,0.71502,0.82136
1986,Berlin,No migration background,No,0.23181,60,243,0.17864,0.28498
1986,Berlin,Direct migration background,Yes,0.62593,71,106,0.53337,0.71848
1986,Berlin,Direct migration background,No,0.37407,35,106,0.28152,0.46663
1987,Schleswig-Holstein,No migration background,Yes,0.78904,216,281,0.74125,0.83683
1987,Schleswig-Holstein,No migration background,No,0.21096,65,281,0.16317,0.25875
1987,Hamburg,No migration background,Yes,0.73394,115,160,0.66525,0.80263
1987,Hamburg,No migration background,No,0.26606,45,160,0.19737,0.33475
1987,Hamburg,Direct migration background,Yes,0.67190,44,44,0.53156,0.81224
1987,Lower Saxony,No migration background,Yes,0.75963,693,926,0.73210,0.78717
1987,Lower Saxony,No migration background,No,0.24037,233,926,0.21283,0.26790
1987,Lower Saxony,Direct migration background,Yes,0.58985,98,168,0.51525,0.66445
1987,Lower Saxony,Direct migration background,No,0.41015,70,168,0.33555,0.48475
1987,Bremen,No migration background,Yes,0.81493,60,60,0.71584,0.91403
1987,North Rhine-Westphalia,No migration background,Yes,0.72649,1428,2013,0.70701,0.74597
1987,North Rhine-Westphalia,No migration background,No,0.27351,585,2013,0.25403,0.29299
1987,North Rhine-Westphalia,Direct migration background,Yes,0.64769,458,763,0.61377,0.68161
1987,North Rhine-Westphalia,Direct migration background,No,0.35231,305,763,0.31839,0.38623
1987,Hesse,No migration background,Yes,0.74035,474,648,0.70657,0.77413
1987,Hesse,No migration background,No,0.25965,174,648,0.22587,0.29343
1987,Hesse,Direct migration background,Yes,0.66725,251,394,0.62066,0.71383
1987,Hesse,Direct migration background,No,0.33275,143,394,0.28617,0.37934
1987,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.74994,454,628,0.71605,0.78384
1987,"Rhineland-Palatinate, Saarland",No migration background,No,0.25006,174,628,0.21616,0.28395
1987,"Rhineland-Palatinate, Saarland",Direct migration background,Yes,0.70131,92,130,0.62233,0.78029
1987,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.29869,38,130,0.21971,0.37767
1987,Baden-Wuerttemberg,No migration background,Yes,0.69935,805,1158,0.67293,0.72577
1987,Baden-Wuerttemberg,No migration background,No,0.30065,353,1158,0.27423,0.32707
1987,Baden-Wuerttemberg,Direct migration background,Yes,0.67977,489,758,0.64654,0.71301
1987,Baden-Wuerttemberg,Direct migration background,No,0.32023,269,758,0.28699,0.35346
1987,Bavaria,No migration background,Yes,0.73829,956,1329,0.71464,0.76193
1987,Bavaria,No migration background,No,0.26171,373,1329,0.23807,0.28536
1987,Bavaria,Direct migration background,Yes,0.75607,247,359,0.71158,0.80056
1987,Bavaria,Direct migration background,No,0.24393,112,359,0.19944,0.28842
1987,Berlin,No migration background,Yes,0.75694,180,244,0.70301,0.81087
1987,Berlin,No migration background,No,0.24306,64,244,0.18913,0.29699
1987,Berlin,Direct migration background,Yes,0.80637,81,113,0.73319,0.87955
1987,Berlin,Direct migration background,No,0.19363,32,113,0.12045,0.26681
1988,Schleswig-Holstein,No migration background,Yes,0.70279,193,275,0.64868,0.75691
1988,Schleswig-Holstein,No migration background,No,0.29721,82,275,0.24309,0.35132
1988,Hamburg,No migration background,Yes,0.64503,98,147,0.56741,0.72264
1988,Hamburg,No migration background,No,0.35497,49,147,0.27736,0.43259
1988,Lower Saxony,No migration background,Yes,0.70252,599,866,0.67205,0.73298
1988,Lower Saxony,No migration background,No,0.29748,267,866,0.26702,0.32795
1988,Lower Saxony,Direct migration background,Yes,0.66924,105,167,0.59767,0.74082
1988,Lower Saxony,Direct migration background,No,0.33076,62,167,0.25918,0.40233
1988,Bremen,No migration background,Yes,0.77749,58,58,0.66951,0.88547
1988,North Rhine-Westphalia,No migration background,Yes,0.68943,1292,1930,0.66878,0.71008
1988,North Rhine-Westphalia,No migration background,No,0.31057,638,1930,0.28992,0.33122
1988,North Rhine-Westphalia,Direct migration background,Yes,0.57305,402,689,0.53609,0.61001
1988,North Rhine-Westphalia,Direct migration background,No,0.42695,287,689,0.38999,0.46391
1988,North Rhine-Westphalia,Indirect migration background,No,0.58690,34,34,0.41890,0.75490
1988,Hesse,No migration background,Yes,0.68793,410,601,0.65086,0.72500
1988,Hesse,No migration background,No,0.31207,191,601,0.27500,0.34914
1988,Hesse,Direct migration background,Yes,0.67537,233,378,0.62810,0.72263
1988,Hesse,Direct migration background,No,0.32463,145,378,0.27737,0.37190
1988,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.67458,384,597,0.63696,0.71219
1988,"Rhineland-Palatinate, Saarland",No migration background,No,0.32542,213,597,0.28781,0.36304
1988,"Rhineland-Palatinate, Saarland",Direct migration background,Yes,0.55339,78,129,0.46726,0.63952
1988,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.44661,51,129,0.36048,0.53274
1988,Baden-Wuerttemberg,No migration background,Yes,0.66112,708,1102,0.63316,0.68907
1988,Baden-Wuerttemberg,No migration background,No,0.33888,394,1102,0.31093,0.36684
1988,Baden-Wuerttemberg,Direct migration background,Yes,0.68125,461,722,0.64724,0.71527
1988,Baden-Wuerttemberg,Direct migration background,No,0.31875,261,722,0.28473,0.35276
1988,Bavaria,No migration background,Yes,0.71216,858,1239,0.68694,0.73738
1988,Bavaria,No migration background,No,0.28784,381,1239,0.26262,0.31306
1988,Bavaria,Direct migration background,Yes,0.72582,240,357,0.67948,0.77216
1988,Bavaria,Direct migration background,No,0.27418,117,357,0.22784,0.32052
1988,Berlin,No migration background,Yes,0.68541,149,226,0.62473,0.74608
1988,Berlin,No migration background,No,0.31459,77,226,0.25392,0.37527
1988,Berlin,Direct migration background,Yes,0.84718,81,81,0.76833,0.92602
1989,Schleswig-Holstein,No migration background,Yes,0.74994,185,256,0.69679,0.80309
1989,Schleswig-Holstein,No migration background,No,0.25006,71,256,0.19691,0.30321
1989,Hamburg,No migration background,Yes,0.70956,103,142,0.63463,0.78450
1989,Hamburg,No migration background,No,0.29044,39,142,0.21550,0.36537
1989,Lower Saxony,No migration background,Yes,0.72083,580,819,0.69009,0.75157
1989,Lower Saxony,No migration background,No,0.27917,239,819,0.24843,0.30991
1989,Lower Saxony,Direct migration background,Yes,0.68369,105,158,0.61094,0.75643
1989,Lower Saxony,Direct migration background,No,0.31631,53,158,0.24357,0.38906
1989,Bremen,No migration background,Yes,0.75370,61,61,0.64467,0.86272
1989,North Rhine-Westphalia,No migration background,Yes,0.69266,1260,1861,0.67169,0.71363
1989,North Rhine-Westphalia,No migration background,No,0.30734,601,1861,0.28637,0.32831
1989,North Rhine-Westphalia,Direct migration background,Yes,0.62074,402,670,0.58397,0.65751
1989,North Rhine-Westphalia,Direct migration background,No,0.37926,268,670,0.34249,0.41603
1989,North Rhine-Westphalia,Indirect migration background,Yes,0.51638,36,75,0.40252,0.63024
1989,North Rhine-Westphalia,Indirect migration background,No,0.48362,39,75,0.36976,0.59748
1989,Hesse,No migration background,Yes,0.72676,430,610,0.69137,0.76215
1989,Hesse,No migration background,No,0.27324,180,610,0.23785,0.30863
1989,Hesse,Direct migration background,Yes,0.69237,224,360,0.64463,0.74011
1989,Hesse,Direct migration background,No,0.30763,136,360,0.25989,0.35537
1989,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.70007,383,562,0.66215,0.73799
1989,"Rhineland-Palatinate, Saarland",No migration background,No,0.29993,179,562,0.26201,0.33785
1989,"Rhineland-Palatinate, Saarland",Direct migration background,Yes,0.62581,80,120,0.53887,0.71276
1989,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.37419,40,120,0.28724,0.46113
1989,Baden-Wuerttemberg,No migration background,Yes,0.67400,688,1050,0.64563,0.70237
1989,Baden-Wuerttemberg,No migration background,No,0.32600,362,1050,0.29763,0.35437
1989,Baden-Wuerttemberg,Direct migration background,Yes,0.65097,449,698,0.61558,0.68636
1989,Baden-Wuerttemberg,Direct migration background,No,0.34903,249,698,0.31364,0.38442
1989,Baden-Wuerttemberg,Indirect migration background,Yes,0.56472,31,63,0.44131,0.68813
1989,Baden-Wuerttemberg,Indirect migration background,No,0.43528,32,63,0.31187,0.55869
1989,Bavaria,No migration background,Yes,0.70304,823,1198,0.67716,0.72893
1989,Bavaria,No migration background,No,0.29696,375,1198,0.27107,0.32284
1989,Bavaria,Direct migration background,Yes,0.73897,236,357,0.69335,0.78459
1989,Bavaria,Direct migration background,No,0.26103,121,357,0.21541,0.30665
1989,Bavaria,Indirect migration background,Yes,0.70378,35,35,0.55030,0.85726
1989,Berlin,No migration background,Yes,0.67619,146,218,0.61393,0.73845
1989,Berlin,No migration background,No,0.32381,72,218,0.26155,0.38607
1989,Berlin,Direct migration background,Yes,0.76454,79,79,0.67038,0.85870
1991,Schleswig-Holstein,No migration background,Yes,0.74156,188,258,0.68803,0.79508
1991,Schleswig-Holstein,No migration background,No,0.25844,70,258,0.20492,0.31197
1991,Hamburg,No migration background,Yes,0.74566,88,88,0.65415,0.83717
1991,Lower Saxony,No migration background,Yes,0.73032,571,793,0.69942,0.76123
1991,Lower Saxony,No migration background,No,0.26968,222,793,0.23877,0.30058
1991,Lower Saxony,Direct migration background,Yes,0.76938,115,148,0.70128,0.83747
1991,Lower Saxony,Direct migration background,No,0.23062,33,148,0.16253,0.29872
1991,Bremen,No migration background,Yes,0.71717,57,57,0.59921,0.83513
1991,North Rhine-Westphalia,No migration background,Yes,0.71864,1255,1788,0.69780,0.73949
1991,North Rhine-Westphalia,No migration background,No,0.28136,533,1788,0.26051,0.30220
1991,North Rhine-Westphalia,Direct migration background,Yes,0.61745,392,647,0.57997,0.65493
1991,North Rhine-Westphalia,Direct migration background,No,0.38255,255,647,0.34507,0.42003
1991,North Rhine-Westphalia,Indirect migration background,Yes,0.59543,54,98,0.49775,0.69310
1991,North Rhine-Westphalia,Indirect migration background,No,0.40457,44,98,0.30690,0.50225
1991,Hesse,No migration background,Yes,0.75892,443,589,0.72435,0.79350
1991,Hesse,No migration background,No,0.24108,146,589,0.20650,0.27565
1991,Hesse,Direct migration background,Yes,0.66264,209,336,0.61201,0.71327
1991,Hesse,Direct migration background,No,0.33736,127,336,0.28673,0.38799
1991,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.70447,367,537,0.66584,0.74310
1991,"Rhineland-Palatinate, Saarland",No migration background,No,0.29553,170,537,0.25690,0.33416
1991,"Rhineland-Palatinate, Saarland",Direct migration background,Yes,0.57776,71,114,0.48670,0.66883
1991,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.42224,43,114,0.33117,0.51330
1991,Baden-Wuerttemberg,No migration background,Yes,0.72165,719,1026,0.69422,0.74909
1991,Baden-Wuerttemberg,No migration background,No,0.27835,307,1026,0.25091,0.30578
1991,Baden-Wuerttemberg,Direct migration background,Yes,0.70210,457,673,0.66752,0.73667
1991,Baden-Wuerttemberg,Direct migration background,No,0.29790,216,673,0.26333,0.33248
1991,Baden-Wuerttemberg,Indirect migration background,Yes,0.81151,55,55,0.70720,0.91583
1991,Bavaria,No migration background,Yes,0.73976,852,1194,0.71486,0.76466
1991,Bavaria,No migration background,No,0.26024,342,1194,0.23534,0.28514
1991,Bavaria,Direct migration background,Yes,0.67568,230,354,0.62685,0.72452
1991,Bavaria,Direct migration background,No,0.32432,124,354,0.27548,0.37315
1991,Berlin,No migration background,Yes,0.72236,330,472,0.68192,0.76281
1991,Berlin,No migration background,No,0.27764,142,472,0.23719,0.31808
1991,Berlin,Direct migration background,Yes,0.68891,75,110,0.60201,0.77582
1991,Berlin,Direct migration background,No,0.31109,35,110,0.22418,0.39799
1991,Brandenburg,No migration background,Yes,0.59125,387,657,0.55363,0.62887
1991,Brandenburg,No migration background,No,0.40875,270,657,0.37113,0.44637
1991,Mecklenburg-Western Pomerania,No migration background,Yes,0.63194,280,456,0.58762,0.67625
1991,Mecklenburg-Western Pomerania,No migration background,No,0.36806,176,456,0.32375,0.41238
1991,Saxony,No migration background,Yes,0.59679,682,1186,0.56886,0.62472
1991,Saxony,No migration background,No,0.40321,504,1186,0.37528,0.43114
1991,Saxony-Anhalt,No migration background,Yes,0.58195,426,760,0.54686,0.61704
1991,Saxony-Anhalt,No migration background,No,0.41805,334,760,0.38296,0.45314
1991,Thuringa,No migration background,Yes,0.62574,393,666,0.58896,0.66252
1991,Thuringa,No migration background,No,0.37426,273,666,0.33748,0.41104
1992,Schleswig-Holstein,No migration background,Yes,0.71524,167,235,0.65741,0.77306
1992,Schleswig-Holstein,No migration background,No,0.28476,68,235,0.22694,0.34259
1992,Hamburg,No migration background,Yes,0.72348,77,77,0.62292,0.82404
1992,Lower Saxony,No migration background,Yes,0.72545,575,787,0.69425,0.75665
1992,Lower Saxony,No migration background,No,0.27455,212,787,0.24335,0.30575
1992,Lower Saxony,Direct migration background,Yes,0.82577,105,105,0.75286,0.89867
1992,Bremen,No migration background,Yes,0.83074,66,66,0.73958,0.92190
1992,North Rhine-Westphalia,No migration background,Yes,0.68356,1179,1754,0.66179,0.70533
1992,North Rhine-Westphalia,No migration background,No,0.31644,575,1754,0.29467,0.33821
1992,North Rhine-Westphalia,Direct migration background,Yes,0.58575,362,618,0.54688,0.62462
1992,North Rhine-Westphalia,Direct migration background,No,0.41425,256,618,0.37538,0.45312
1992,North Rhine-Westphalia,Indirect migration background,Yes,0.68628,67,109,0.59877,0.77379
1992,North Rhine-Westphalia,Indirect migration background,No,0.31372,42,109,0.22621,0.40123
1992,Hesse,No migration background,Yes,0.73901,427,586,0.70342,0.77460
1992,Hesse,No migration background,No,0.26099,159,586,0.22540,0.29658
1992,Hesse,Direct migration background,Yes,0.67156,192,316,0.61969,0.72342
1992,Hesse,Direct migration background,No,0.32844,124,316,0.27658,0.38031
1992,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.71148,371,528,0.67280,0.75016
1992,"Rhineland-Palatinate, Saarland",No migration background,No,0.28852,157,528,0.24984,0.32720
1992,"Rhineland-Palatinate, Saarland",Direct migration background,Yes,0.47943,60,112,0.38649,0.57236
1992,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.52057,52,112,0.42764,0.61351
1992,Baden-Wuerttemberg,No migration background,Yes,0.71893,690,985,0.69084,0.74702
1992,Baden-Wuerttemberg,No migration background,No,0.28107,295,985,0.25298,0.30916
1992,Baden-Wuerttemberg,Direct migration background,Yes,0.66711,432,658,0.63107,0.70314
1992,Baden-Wuerttemberg,Direct migration background,No,0.33289,226,658,0.29686,0.36893
1992,Baden-Wuerttemberg,Indirect migration background,Yes,0.63312,56,97,0.53671,0.72953
1992,Baden-Wuerttemberg,Indirect migration background,No,0.36688,41,97,0.27047,0.46329
1992,Bavaria,No migration background,Yes,0.71768,840,1211,0.69232,0.74305
1992,Bavaria,No migration background,No,0.28232,371,1211,0.25695,0.30768
1992,Bavaria,Direct migration background,Yes,0.63737,215,348,0.58679,0.68796
1992,Bavaria,Direct migration background,No,0.36263,133,348,0.31204,0.41321
1992,Berlin,No migration background,Yes,0.73563,335,468,0.69564,0.77563
1992,Berlin,No migration background,No,0.26437,133,468,0.22437,0.30436
1992,Berlin,Direct migration background,Yes,0.71128,75,75,0.60802,0.81453
1992,Brandenburg,No migration background,Yes,0.69534,440,637,0.65957,0.73112
1992,Brandenburg,No migration background,No,0.30466,197,637,0.26888,0.34043
1992,Mecklenburg-Western Pomerania,No migration background,Yes,0.70034,271,394,0.65505,0.74564
1992,Mecklenburg-Western Pomerania,No migration background,No,0.29966,123,394,0.25436,0.34495
1992,Saxony,No migration background,Yes,0.69123,721,1106,0.66399,0.71847
1992,Saxony,No migration background,No,0.30877,385,1106,0.28153,0.33601
1992,Saxony,Direct migration background,Yes,0.79242,33,33,0.65189,0.93294
1992,Saxony-Anhalt,No migration background,Yes,0.64175,462,734,0.60704,0.67646
1992,Saxony-Anhalt,No migration background,No,0.35825,272,734,0.32354,0.39296
1992,Thuringa,No migration background,Yes,0.69136,435,653,0.65590,0.72682
1992,Thuringa,No migration background,No,0.30864,218,653,0.27318,0.34410
1994,Schleswig-Holstein,No migration background,Yes,0.78795,188,252,0.73738,0.83852
1994,Schleswig-Holstein,No migration background,No,0.21205,64,252,0.16148,0.26262
1994,Hamburg,No migration background,Yes,0.77716,79,79,0.68481,0.86952
1994,Lower Saxony,No migration background,Yes,0.77863,596,795,0.74975,0.80751
1994,Lower Saxony,No migration background,No,0.22137,199,795,0.19249,0.25025
1994,Lower Saxony,Direct migration background,Yes,0.79563,99,131,0.72631,0.86494
1994,Lower Saxony,Direct migration background,No,0.20437,32,131,0.13506,0.27369
1994,Bremen,No migration background,Yes,0.73487,52,52,0.61373,0.85602
1994,North Rhine-Westphalia,No migration background,Yes,0.75062,1254,1722,0.73018,0.77106
1994,North Rhine-Westphalia,No migration background,No,0.24938,468,1722,0.22894,0.26982
1994,North Rhine-Westphalia,Direct migration background,Yes,0.67751,396,574,0.63924,0.71579
1994,North Rhine-Westphalia,Direct migration background,No,0.32249,178,574,0.28421,0.36076
1994,North Rhine-Westphalia,Indirect migration background,Yes,0.69203,88,141,0.61556,0.76850
1994,North Rhine-Westphalia,Indirect migration background,No,0.30797,53,141,0.23150,0.38444
1994,Hesse,No migration background,Yes,0.82934,455,565,0.79829,0.86039
1994,Hesse,No migration background,No,0.17066,110,565,0.13961,0.20171
1994,Hesse,Direct migration background,Yes,0.72438,210,293,0.67313,0.77564
1994,Hesse,Direct migration background,No,0.27562,83,293,0.22436,0.32687
1994,Hesse,Indirect migration background,Yes,0.56301,34,34,0.39377,0.73225
1994,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.74295,384,517,0.70524,0.78065
1994,"Rhineland-Palatinate, Saarland",No migration background,No,0.25705,133,517,0.21935,0.29476
1994,"Rhineland-Palatinate, Saarland",Direct migration background,Yes,0.68835,72,72,0.58061,0.79609
1994,Baden-Wuerttemberg,No migration background,Yes,0.79953,748,972,0.77435,0.82471
1994,Baden-Wuerttemberg,No migration background,No,0.20047,224,972,0.17529,0.22565
1994,Baden-Wuerttemberg,Direct migration background,Yes,0.75967,444,626,0.72617,0.79317
1994,Baden-Wuerttemberg,Direct migration background,No,0.24033,182,626,0.20683,0.27383
1994,Baden-Wuerttemberg,Indirect migration background,Yes,0.58686,67,124,0.49984,0.67388
1994,Baden-Wuerttemberg,Indirect migration background,No,0.41314,57,124,0.32612,0.50016
1994,Bavaria,No migration background,Yes,0.79324,922,1184,0.77016,0.81632
1994,Bavaria,No migration background,No,0.20676,262,1184,0.18368,0.22984
1994,Bavaria,Direct migration background,Yes,0.80440,256,326,0.76128,0.84753
1994,Bavaria,Direct migration background,No,0.19560,70,326,0.15247,0.23872
1994,Bavaria,Indirect migration background,Yes,0.76082,50,50,0.64138,0.88026
1994,Berlin,No migration background,Yes,0.75661,346,443,0.71661,0.79662
1994,Berlin,No migration background,No,0.24339,97,443,0.20338,0.28339
1994,Berlin,Direct migration background,Yes,0.79879,69,69,0.70350,0.89408
1994,Brandenburg,No migration background,Yes,0.82116,477,583,0.79003,0.85230
1994,Brandenburg,No migration background,No,0.17884,106,583,0.14770,0.20997
1994,Mecklenburg-Western Pomerania,No migration background,Yes,0.78723,319,398,0.74698,0.82749
1994,Mecklenburg-Western Pomerania,No migration background,No,0.21277,79,398,0.17251,0.25302
1994,Saxony,No migration background,Yes,0.81668,860,1079,0.79358,0.83978
1994,Saxony,No migration background,No,0.18332,219,1079,0.16022,0.20642
1994,Saxony,Direct migration background,Yes,0.88774,35,35,0.78162,0.99385
1994,Saxony-Anhalt,No migration background,Yes,0.79830,532,667,0.76783,0.82878
