year,bula_h,migback,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,Baden-Wuerttemberg,Direct migration background,Yes,0.67202,514,766,0.63875,0.70529
2014,Baden-Wuerttemberg,Direct migration background,No,0.32798,252,766,0.29471,0.36125
2014,Baden-Wuerttemberg,Indirect migration background,Yes,0.49280,173,300,0.43613,0.54947
2014,Baden-Wuerttemberg,Indirect migration background,No,0.50720,127,300,0.45053,0.56387
2014,Bavaria,No migration background,Yes,0.71927,2254,3189,0.70367,0.73487
2014,Bavaria,No migration background,No,0.28073,935,3189,0.26513,0.29633
2014,Bavaria,Direct migration background,Yes,0.69610,627,925,0.66644,0.72575
2014,Bavaria,Direct migration background,No,0.30390,298,925,0.27425,0.33356
2014,Bavaria,Indirect migration background,Yes,0.71907,190,275,0.66585,0.77229
2014,Bavaria,Indirect migration background,No,0.28093,85,275,0.22771,0.33415
2014,Berlin,No migration background,Yes,0.75022,584,792,0.72005,0.78038
2014,Berlin,No migration background,No,0.24978,208,792,0.21962,0.27995
2014,Berlin,Direct migration background,Yes,0.65370,90,142,0.57517,0.73224
2014,Berlin,Direct migration background,No,0.34630,52,142,0.26776,0.42483
2014,Berlin,Indirect migration background,Yes,0.67598,35,35,0.51867,0.83330
2014,Brandenburg,No migration background,Yes,0.74891,669,906,0.72065,0.77716
2014,Brandenburg,No migration background,No,0.25109,237,906,0.22284,0.27935
2014,Brandenburg,Direct migration background,Yes,0.70925,72,103,0.62112,0.79738
2014,Brandenburg,Direct migration background,No,0.29075,31,103,0.20262,0.37888
2014,Mecklenburg-Western Pomerania,No migration background,Yes,0.75009,382,526,0.71306,0.78713
2014,Mecklenburg-Western Pomerania,No migration background,No,0.24991,144,526,0.21287,0.28694
2014,Saxony,No migration background,Yes,0.74679,1100,1499,0.72477,0.76881
2014,Saxony,No migration background,No,0.25321,399,1499,0.23119,0.27523
2014,Saxony,Direct migration background,Yes,0.75563,67,67,0.65196,0.85930
2014,Saxony-Anhalt,No migration background,Yes,0.72121,619,873,0.69145,0.75097
2014,Saxony-Anhalt,No migration background,No,0.27879,254,873,0.24903,0.30855
2014,Saxony-Anhalt,Direct migration background,Yes,0.64236,45,45,0.50073,0.78399
2014,Thuringa,No migration background,Yes,0.73835,678,927,0.71004,0.76666
2014,Thuringa,No migration background,No,0.26165,249,927,0.23334,0.28996
2014,Thuringa,Direct migration background,Yes,0.74765,33,33,0.59716,0.89815
2015,Schleswig-Holstein,No migration background,Yes,0.73457,487,677,0.70128,0.76786
2015,Schleswig-Holstein,No migration background,No,0.26543,190,677,0.23214,0.29872
2015,Schleswig-Holstein,Direct migration background,Yes,0.73420,109,153,0.66397,0.80443
2015,Schleswig-Holstein,Direct migration background,No,0.26580,44,153,0.19557,0.33603
2015,Hamburg,No migration background,Yes,0.77590,223,295,0.72823,0.82356
2015,Hamburg,No migration background,No,0.22410,72,295,0.17644,0.27177
2015,Hamburg,Direct migration background,Yes,0.68693,65,101,0.59604,0.77782
2015,Hamburg,Direct migration background,No,0.31307,36,101,0.22218,0.40396
2015,Lower Saxony,No migration background,Yes,0.75493,1376,1874,0.73545,0.77441
2015,Lower Saxony,No migration background,No,0.24507,498,1874,0.22559,0.26455
2015,Lower Saxony,Direct migration background,Yes,0.67761,284,445,0.63414,0.72109
2015,Lower Saxony,Direct migration background,No,0.32239,161,445,0.27891,0.36586
2015,Lower Saxony,Indirect migration background,Yes,0.76796,64,95,0.68262,0.85330
2015,Lower Saxony,Indirect migration background,No,0.23204,31,95,0.14670,0.31738
2015,Bremen,No migration background,Yes,0.80917,84,84,0.72463,0.89371
2015,Bremen,Direct migration background,Yes,0.55588,32,32,0.38096,0.73079
2015,North Rhine-Westphalia,No migration background,Yes,0.72258,2522,3510,0.70777,0.73740
2015,North Rhine-Westphalia,No migration background,No,0.27742,988,3510,0.26260,0.29223
2015,North Rhine-Westphalia,Direct migration background,Yes,0.69023,793,1195,0.66400,0.71646
2015,North Rhine-Westphalia,Direct migration background,No,0.30977,402,1195,0.28354,0.33600
2015,North Rhine-Westphalia,Indirect migration background,Yes,0.61246,284,444,0.56710,0.65783
2015,North Rhine-Westphalia,Indirect migration background,No,0.38754,160,444,0.34217,0.43290
2015,Hesse,No migration background,Yes,0.75321,862,1184,0.72864,0.77778
2015,Hesse,No migration background,No,0.24679,322,1184,0.22222,0.27136
2015,Hesse,Direct migration background,Yes,0.67568,261,378,0.62843,0.72293
2015,Hesse,Direct migration background,No,0.32432,117,378,0.27707,0.37157
2015,Hesse,Indirect migration background,Yes,0.66652,94,138,0.58757,0.74547
2015,Hesse,Indirect migration background,No,0.33348,44,138,0.25453,0.41243
2015,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.74172,742,1043,0.71514,0.76829
2015,"Rhineland-Palatinate, Saarland",No migration background,No,0.25828,301,1043,0.23171,0.28486
2015,"Rhineland-Palatinate, Saarland",Direct migration background,Yes,0.66738,224,335,0.61685,0.71791
2015,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.33262,111,335,0.28209,0.38315
2015,"Rhineland-Palatinate, Saarland",Indirect migration background,Yes,0.65435,74,110,0.56507,0.74363
2015,"Rhineland-Palatinate, Saarland",Indirect migration background,No,0.34565,36,110,0.25637,0.43493
2015,Baden-Wuerttemberg,No migration background,Yes,0.71082,1406,2035,0.69112,0.73053
2015,Baden-Wuerttemberg,No migration background,No,0.28918,629,2035,0.26947,0.30888
2015,Baden-Wuerttemberg,Direct migration background,Yes,0.66752,430,656,0.63144,0.70360
2015,Baden-Wuerttemberg,Direct migration background,No,0.33248,226,656,0.29640,0.36856
2015,Baden-Wuerttemberg,Indirect migration background,Yes,0.71385,193,285,0.66129,0.76642
2015,Baden-Wuerttemberg,Indirect migration background,No,0.28615,92,285,0.23358,0.33871
2015,Bavaria,No migration background,Yes,0.72857,2139,3017,0.71270,0.74444
2015,Bavaria,No migration background,No,0.27143,878,3017,0.25556,0.28730
2015,Bavaria,Direct migration background,Yes,0.68569,481,743,0.65228,0.71909
2015,Bavaria,Direct migration background,No,0.31431,262,743,0.28091,0.34772
2015,Bavaria,Indirect migration background,Yes,0.65396,176,257,0.59568,0.71223
2015,Bavaria,Indirect migration background,No,0.34604,81,257,0.28777,0.40432
2015,Berlin,No migration background,Yes,0.75500,546,740,0.72400,0.78601
2015,Berlin,No migration background,No,0.24500,194,740,0.21399,0.27600
2015,Berlin,Direct migration background,Yes,0.66580,83,125,0.58278,0.74883
2015,Berlin,Direct migration background,No,0.33420,42,125,0.25117,0.41722
2015,Berlin,Indirect migration background,Yes,0.73906,31,31,0.58191,0.89621
2015,Brandenburg,No migration background,Yes,0.72682,649,874,0.69726,0.75638
2015,Brandenburg,No migration background,No,0.27318,225,874,0.24362,0.30274
2015,Brandenburg,Direct migration background,Yes,0.80346,65,97,0.72397,0.88296
2015,Brandenburg,Direct migration background,No,0.19654,32,97,0.11704,0.27603
2015,Mecklenburg-Western Pomerania,No migration background,Yes,0.70561,379,523,0.66651,0.74471
2015,Mecklenburg-Western Pomerania,No migration background,No,0.29439,144,523,0.25529,0.33349
2015,Saxony,No migration background,Yes,0.73417,1028,1405,0.71107,0.75728
2015,Saxony,No migration background,No,0.26583,377,1405,0.24272,0.28893
2015,Saxony,Direct migration background,Yes,0.68182,49,49,0.55005,0.81359
2015,Saxony-Anhalt,No migration background,Yes,0.71366,581,813,0.68256,0.74475
2015,Saxony-Anhalt,No migration background,No,0.28634,232,813,0.25525,0.31744
2015,Saxony-Anhalt,Direct migration background,Yes,0.73778,38,38,0.59605,0.87950
2015,Thuringa,No migration background,Yes,0.73086,622,859,0.70119,0.76054
2015,Thuringa,No migration background,No,0.26914,237,859,0.23946,0.29881
2016,Schleswig-Holstein,No migration background,Yes,0.72774,434,628,0.69290,0.76258
2016,Schleswig-Holstein,No migration background,No,0.27226,194,628,0.23742,0.30710
2016,Schleswig-Holstein,Direct migration background,Yes,0.59305,96,151,0.51443,0.67166
2016,Schleswig-Holstein,Direct migration background,No,0.40695,55,151,0.32834,0.48557
2016,Hamburg,No migration background,Yes,0.72798,202,280,0.67576,0.78020
2016,Hamburg,No migration background,No,0.27202,78,280,0.21980,0.32424
2016,Hamburg,Direct migration background,Yes,0.56508,67,110,0.47201,0.65815
2016,Hamburg,Direct migration background,No,0.43492,43,110,0.34185,0.52799
2016,Lower Saxony,No migration background,Yes,0.74867,1290,1765,0.72843,0.76891
2016,Lower Saxony,No migration background,No,0.25133,475,1765,0.23109,0.27157
2016,Lower Saxony,Direct migration background,Yes,0.67947,328,499,0.63849,0.72046
2016,Lower Saxony,Direct migration background,No,0.32053,171,499,0.27954,0.36151
2016,Lower Saxony,Indirect migration background,Yes,0.66374,56,94,0.56772,0.75976
2016,Lower Saxony,Indirect migration background,No,0.33626,38,94,0.24024,0.43228
2016,Bremen,No migration background,Yes,0.81865,79,111,0.74664,0.89065
2016,Bremen,No migration background,No,0.18135,32,111,0.10935,0.25336
2016,Bremen,Direct migration background,Yes,0.76298,43,43,0.63436,0.89159
2016,North Rhine-Westphalia,No migration background,Yes,0.73026,2377,3296,0.71511,0.74542
2016,North Rhine-Westphalia,No migration background,No,0.26974,919,3296,0.25458,0.28489
2016,North Rhine-Westphalia,Direct migration background,Yes,0.65989,866,1297,0.63409,0.68568
2016,North Rhine-Westphalia,Direct migration background,No,0.34011,431,1297,0.31432,0.36591
2016,North Rhine-Westphalia,Indirect migration background,Yes,0.66871,266,426,0.62396,0.71346
2016,North Rhine-Westphalia,Indirect migration background,No,0.33129,160,426,0.28654,0.37604
2016,Hesse,No migration background,Yes,0.76377,804,1080,0.73842,0.78912
2016,Hesse,No migration background,No,0.23623,276,1080,0.21088,0.26158
2016,Hesse,Direct migration background,Yes,0.73385,259,397,0.69032,0.77738
2016,Hesse,Direct migration background,No,0.26615,138,397,0.22262,0.30968
2016,Hesse,Indirect migration background,Yes,0.64363,84,120,0.55758,0.72968
2016,Hesse,Indirect migration background,No,0.35637,36,120,0.27032,0.44242
2016,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.69810,674,974,0.66925,0.72694
2016,"Rhineland-Palatinate, Saarland",No migration background,No,0.30190,300,974,0.27306,0.33075
2016,"Rhineland-Palatinate, Saarland",Direct migration background,Yes,0.65239,229,389,0.60501,0.69978
2016,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.34761,160,389,0.30022,0.39499
2016,"Rhineland-Palatinate, Saarland",Indirect migration background,Yes,0.59098,67,110,0.49868,0.68328
2016,"Rhineland-Palatinate, Saarland",Indirect migration background,No,0.40902,43,110,0.31672,0.50132
2016,Baden-Wuerttemberg,No migration background,Yes,0.70728,1276,1879,0.68670,0.72786
2016,Baden-Wuerttemberg,No migration background,No,0.29272,603,1879,0.27214,0.31330
2016,Baden-Wuerttemberg,Direct migration background,Yes,0.64635,454,698,0.61086,0.68185
2016,Baden-Wuerttemberg,Direct migration background,No,0.35365,244,698,0.31815,0.38914
2016,Baden-Wuerttemberg,Indirect migration background,Yes,0.60555,160,253,0.54521,0.66589
2016,Baden-Wuerttemberg,Indirect migration background,No,0.39445,93,253,0.33411,0.45479
2016,Bavaria,No migration background,Yes,0.69162,1892,2761,0.67439,0.70885
2016,Bavaria,No migration background,No,0.30838,869,2761,0.29115,0.32561
2016,Bavaria,Direct migration background,Yes,0.71578,566,854,0.68551,0.74605
2016,Bavaria,Direct migration background,No,0.28422,288,854,0.25395,0.31449
2016,Bavaria,Indirect migration background,Yes,0.61483,151,237,0.55274,0.67691
2016,Bavaria,Indirect migration background,No,0.38517,86,237,0.32309,0.44726
2016,Berlin,No migration background,Yes,0.75604,528,699,0.72418,0.78791
2016,Berlin,No migration background,No,0.24396,171,699,0.21209,0.27582
2016,Berlin,Direct migration background,Yes,0.69742,106,159,0.62579,0.76905
2016,Berlin,Direct migration background,No,0.30258,53,159,0.23095,0.37421
2016,Brandenburg,No migration background,Yes,0.76336,617,814,0.73414,0.79257
2016,Brandenburg,No migration background,No,0.23664,197,814,0.20743,0.26586
2016,Brandenburg,Direct migration background,Yes,0.61045,72,72,0.49702,0.72388
2016,Mecklenburg-Western Pomerania,No migration background,Yes,0.70393,350,481,0.66309,0.74477
2016,Mecklenburg-Western Pomerania,No migration background,No,0.29607,131,481,0.25523,0.33691
2016,Saxony,No migration background,Yes,0.71299,952,1341,0.68877,0.73721
2016,Saxony,No migration background,No,0.28701,389,1341,0.26279,0.31123
2016,Saxony,Direct migration background,Yes,0.68776,50,50,0.55801,0.81751
2016,Saxony-Anhalt,No migration background,Yes,0.68635,530,759,0.65332,0.71938
2016,Saxony-Anhalt,No migration background,No,0.31365,229,759,0.28062,0.34668
2016,Saxony-Anhalt,Direct migration background,Yes,0.62995,31,31,0.45718,0.80272
2016,Thuringa,No migration background,Yes,0.71606,590,809,0.68497,0.74715
2016,Thuringa,No migration background,No,0.28394,219,809,0.25285,0.31503
2016,Thuringa,Direct migration background,Yes,0.47699,42,42,0.32410,0.62988
2017,Schleswig-Holstein,No migration background,Yes,0.75247,543,751,0.72158,0.78336
2017,Schleswig-Holstein,No migration background,No,0.24753,208,751,0.21664,0.27842
2017,Schleswig-Holstein,Direct migration background,Yes,0.66644,102,155,0.59197,0.74090
2017,Schleswig-Holstein,Direct migration background,No,0.33356,53,155,0.25910,0.40803
2017,Hamburg,No migration background,Yes,0.75618,231,316,0.70877,0.80360
2017,Hamburg,No migration background,No,0.24382,85,316,0.19640,0.29123
2017,Hamburg,Direct migration background,Yes,0.81515,76,76,0.72729,0.90300
2017,Lower Saxony,No migration background,Yes,0.77619,1562,2082,0.75828,0.79409
2017,Lower Saxony,No migration background,No,0.22381,520,2082,0.20591,0.24172
2017,Lower Saxony,Direct migration background,Yes,0.72161,314,471,0.68109,0.76213
2017,Lower Saxony,Direct migration background,No,0.27839,157,471,0.23787,0.31891
2017,Lower Saxony,Indirect migration background,Yes,0.73526,83,124,0.65729,0.81323
2017,Lower Saxony,Indirect migration background,No,0.26474,41,124,0.18677,0.34271
2017,Bremen,No migration background,Yes,0.76522,106,141,0.69501,0.83543
2017,Bremen,No migration background,No,0.23478,35,141,0.16457,0.30499
2017,Bremen,Direct migration background,Yes,0.54866,39,39,0.39044,0.70688
2017,North Rhine-Westphalia,No migration background,Yes,0.73060,2757,3753,0.71640,0.74480
2017,North Rhine-Westphalia,No migration background,No,0.26940,996,3753,0.25520,0.28360
2017,North Rhine-Westphalia,Direct migration background,Yes,0.70512,863,1239,0.67972,0.73052
2017,North Rhine-Westphalia,Direct migration background,No,0.29488,376,1239,0.26948,0.32028
2017,North Rhine-Westphalia,Indirect migration background,Yes,0.62685,311,479,0.58349,0.67021
2017,North Rhine-Westphalia,Indirect migration background,No,0.37315,168,479,0.32979,0.41651
2017,Hesse,No migration background,Yes,0.76552,935,1240,0.74193,0.78911
2017,Hesse,No migration background,No,0.23448,305,1240,0.21089,0.25807
2017,Hesse,Direct migration background,Yes,0.68814,257,387,0.64193,0.73436
2017,Hesse,Direct migration background,No,0.31186,130,387,0.26564,0.35807
2017,Hesse,Indirect migration background,Yes,0.70650,99,141,0.63107,0.78193
2017,Hesse,Indirect migration background,No,0.29350,42,141,0.21807,0.36893
2017,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.74384,777,1040,0.71729,0.77038
2017,"Rhineland-Palatinate, Saarland",No migration background,No,0.25616,263,1040,0.22962,0.28271
2017,"Rhineland-Palatinate, Saarland",Direct migration background,Yes,0.71292,234,371,0.66683,0.75902
2017,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.28708,137,371,0.24098,0.33317
2017,"Rhineland-Palatinate, Saarland",Indirect migration background,Yes,0.66188,67,101,0.56915,0.75460
2017,"Rhineland-Palatinate, Saarland",Indirect migration background,No,0.33812,34,101,0.24540,0.43085
2017,Baden-Wuerttemberg,No migration background,Yes,0.71335,1459,2085,0.69394,0.73277
2017,Baden-Wuerttemberg,No migration background,No,0.28665,626,2085,0.26723,0.30606
2017,Baden-Wuerttemberg,Direct migration background,Yes,0.70391,450,638,0.66846,0.73936
2017,Baden-Wuerttemberg,Direct migration background,No,0.29609,188,638,0.26064,0.33154
2017,Baden-Wuerttemberg,Indirect migration background,Yes,0.69351,186,272,0.63861,0.74840
2017,Baden-Wuerttemberg,Indirect migration background,No,0.30649,86,272,0.25160,0.36139
2017,Bavaria,No migration background,Yes,0.72184,2203,3100,0.70606,0.73762
2017,Bavaria,No migration background,No,0.27816,897,3100,0.26238,0.29394
2017,Bavaria,Direct migration background,Yes,0.67353,548,829,0.64159,0.70547
2017,Bavaria,Direct migration background,No,0.32647,281,829,0.29453,0.35841
2017,Bavaria,Indirect migration background,Yes,0.71452,169,239,0.65714,0.77190
2017,Bavaria,Indirect migration background,No,0.28548,70,239,0.22810,0.34286
2017,Berlin,No migration background,Yes,0.76457,575,768,0.73454,0.79460
2017,Berlin,No migration background,No,0.23543,193,768,0.20540,0.26546
2017,Berlin,Direct migration background,Yes,0.69986,105,158,0.62817,0.77155
2017,Berlin,Direct migration background,No,0.30014,53,158,0.22845,0.37183
2017,Berlin,Indirect migration background,Yes,0.67233,38,38,0.52109,0.82357
2017,Brandenburg,No migration background,Yes,0.78393,696,913,0.75722,0.81064
2017,Brandenburg,No migration background,No,0.21607,217,913,0.18936,0.24278
2017,Brandenburg,Direct migration background,Yes,0.75914,74,74,0.66104,0.85723
2017,Mecklenburg-Western Pomerania,No migration background,Yes,0.71976,391,543,0.68195,0.75757
2017,Mecklenburg-Western Pomerania,No migration background,No,0.28024,152,543,0.24243,0.31805
2017,Saxony,No migration background,Yes,0.76000,1126,1551,0.73873,0.78126
2017,Saxony,No migration background,No,0.24000,425,1551,0.21874,0.26127
2017,Saxony,Direct migration background,Yes,0.75334,57,57,0.64043,0.86624
2017,Saxony-Anhalt,No migration background,Yes,0.72667,626,854,0.69676,0.75657
2017,Saxony-Anhalt,No migration background,No,0.27333,228,854,0.24343,0.30324
2017,Saxony-Anhalt,Direct migration background,Yes,0.70057,38,38,0.55299,0.84815
2017,Thuringa,No migration background,Yes,0.76162,655,887,0.73356,0.78968
2017,Thuringa,No migration background,No,0.23838,232,887,0.21032,0.26644
2017,Thuringa,Direct migration background,Yes,0.58809,43,43,0.43924,0.73694
2018,Schleswig-Holstein,No migration background,Yes,0.73036,515,727,0.69808,0.76264
2018,Schleswig-Holstein,No migration background,No,0.26964,212,727,0.23736,0.30192
2018,Schleswig-Holstein,Direct migration background,Yes,0.61488,99,151,0.53701,0.69276
2018,Schleswig-Holstein,Direct migration background,No,0.38512,52,151,0.30724,0.46299
2018,Schleswig-Holstein,Indirect migration background,Yes,0.86493,33,33,0.74651,0.98336
2018,Hamburg,No migration background,Yes,0.70541,224,319,0.65531,0.75551
2018,Hamburg,No migration background,No,0.29459,95,319,0.24449,0.34469
2018,Hamburg,Direct migration background,Yes,0.69931,81,117,0.61586,0.78276
2018,Hamburg,Direct migration background,No,0.30069,36,117,0.21724,0.38414
2018,Hamburg,Indirect migration background,Yes,0.69162,31,31,0.52636,0.85688
2018,Lower Saxony,No migration background,Yes,0.75888,1437,1940,0.73984,0.77792
2018,Lower Saxony,No migration background,No,0.24112,503,1940,0.22208,0.26016
2018,Lower Saxony,Direct migration background,Yes,0.74664,311,453,0.70654,0.78673
2018,Lower Saxony,Direct migration background,No,0.25336,142,453,0.21327,0.29346
2018,Lower Saxony,Indirect migration background,Yes,0.57337,80,130,0.48802,0.65872
2018,Lower Saxony,Indirect migration background,No,0.42663,50,130,0.34128,0.51198
2018,Bremen,No migration background,Yes,0.78149,111,145,0.71400,0.84899
2018,Bremen,No migration background,No,0.21851,34,145,0.15101,0.28600
2018,Bremen,Direct migration background,Yes,0.66040,43,43,0.51718,0.80363
2018,North Rhine-Westphalia,No migration background,Yes,0.75686,2687,3638,0.74292,0.77080
2018,North Rhine-Westphalia,No migration background,No,0.24314,951,3638,0.22920,0.25708
2018,North Rhine-Westphalia,Direct migration background,Yes,0.65766,846,1254,0.63139,0.68394
2018,North Rhine-Westphalia,Direct migration background,No,0.34234,408,1254,0.31606,0.36861
2018,North Rhine-Westphalia,Indirect migration background,Yes,0.63321,322,492,0.59058,0.67584
2018,North Rhine-Westphalia,Indirect migration background,No,0.36679,170,492,0.32416,0.40942
2018,Hesse,No migration background,Yes,0.71690,865,1205,0.69145,0.74235
2018,Hesse,No migration background,No,0.28310,340,1205,0.25765,0.30855
2018,Hesse,Direct migration background,Yes,0.69400,246,349,0.64558,0.74241
2018,Hesse,Direct migration background,No,0.30600,103,349,0.25759,0.35442
2018,Hesse,Indirect migration background,Yes,0.51354,83,136,0.42922,0.59785
2018,Hesse,Indirect migration background,No,0.48646,53,136,0.40215,0.57078
2018,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.76320,782,1040,0.73735,0.78905
2018,"Rhineland-Palatinate, Saarland",No migration background,No,0.23680,258,1040,0.21095,0.26265
2018,"Rhineland-Palatinate, Saarland",Direct migration background,Yes,0.65057,215,338,0.59966,0.70148
2018,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.34943,123,338,0.29852,0.40034
2018,"Rhineland-Palatinate, Saarland",Indirect migration background,Yes,0.69915,57,90,0.60386,0.79443
2018,"Rhineland-Palatinate, Saarland",Indirect migration background,No,0.30085,33,90,0.20557,0.39614
2018,Baden-Wuerttemberg,No migration background,Yes,0.71706,1384,1947,0.69705,0.73707
2018,Baden-Wuerttemberg,No migration background,No,0.28294,563,1947,0.26293,0.30295
2018,Baden-Wuerttemberg,Direct migration background,Yes,0.73247,424,590,0.69672,0.76822
2018,Baden-Wuerttemberg,Direct migration background,No,0.26753,166,590,0.23178,0.30328
2018,Baden-Wuerttemberg,Indirect migration background,Yes,0.59652,143,239,0.53419,0.65885
2018,Baden-Wuerttemberg,Indirect migration background,No,0.40348,96,239,0.34115,0.46581
2018,Bavaria,No migration background,Yes,0.71925,2124,2947,0.70302,0.73548
2018,Bavaria,No migration background,No,0.28075,823,2947,0.26452,0.29698
2018,Bavaria,Direct migration background,Yes,0.64142,512,765,0.60741,0.67543
2018,Bavaria,Direct migration background,No,0.35858,253,765,0.32457,0.39259
2018,Bavaria,Indirect migration background,Yes,0.76458,173,250,0.71188,0.81727
2018,Bavaria,Indirect migration background,No,0.23542,77,250,0.18273,0.28812
2018,Berlin,No migration background,Yes,0.78858,588,774,0.75980,0.81737
2018,Berlin,No migration background,No,0.21142,186,774,0.18263,0.24020
2018,Berlin,Direct migration background,Yes,0.63135,101,159,0.55612,0.70657
2018,Berlin,Direct migration background,No,0.36865,58,159,0.29343,0.44388
2018,Berlin,Indirect migration background,Yes,0.61021,35,35,0.44627,0.77414
2018,Brandenburg,No migration background,Yes,0.76517,704,916,0.73770,0.79263
2018,Brandenburg,No migration background,No,0.23483,212,916,0.20737,0.26230
2018,Brandenburg,Direct migration background,Yes,0.82952,63,63,0.73591,0.92313
2018,Mecklenburg-Western Pomerania,No migration background,Yes,0.71910,401,565,0.68200,0.75619
2018,Mecklenburg-Western Pomerania,No migration background,No,0.28090,164,565,0.24381,0.31800
2018,Saxony,No migration background,Yes,0.72704,1089,1500,0.70448,0.74959
2018,Saxony,No migration background,No,0.27296,411,1500,0.25041,0.29552
2018,Saxony,Direct migration background,Yes,0.65528,53,53,0.52610,0.78446
2018,Saxony-Anhalt,No migration background,Yes,0.76112,628,840,0.73227,0.78998
2018,Saxony-Anhalt,No migration background,No,0.23888,212,840,0.21002,0.26773
2018,Saxony-Anhalt,Direct migration background,Yes,0.59305,36,36,0.43029,0.75580
2018,Thuringa,No migration background,Yes,0.71845,628,842,0.68805,0.74884
2018,Thuringa,No migration background,No,0.28155,214,842,0.25116,0.31195
2018,Thuringa,Direct migration background,Yes,0.54388,45,45,0.39671,0.69105
2019,Schleswig-Holstein,No migration background,Yes,0.76829,567,774,0.73854,0.79803
2019,Schleswig-Holstein,No migration background,No,0.23171,207,774,0.20197,0.26146
2019,Schleswig-Holstein,Direct migration background,Yes,0.75552,96,132,0.68192,0.82912
2019,Schleswig-Holstein,Direct migration background,No,0.24448,36,132,0.17088,0.31808
2019,Hamburg,No migration background,Yes,0.75343,276,370,0.70945,0.79741
2019,Hamburg,No migration background,No,0.24657,94,370,0.20259,0.29055
2019,Hamburg,Direct migration background,Yes,0.83019,87,87,0.75084,0.90955
2019,Hamburg,Indirect migration background,Yes,0.60436,34,34,0.43752,0.77120
2019,Lower Saxony,No migration background,Yes,0.75886,1450,1985,0.74004,0.77768
2019,Lower Saxony,No migration background,No,0.24114,535,1985,0.22232,0.25996
2019,Lower Saxony,Direct migration background,Yes,0.77764,274,384,0.73599,0.81929
2019,Lower Saxony,Direct migration background,No,0.22236,110,384,0.18071,0.26401
2019,Lower Saxony,Indirect migration background,Yes,0.59036,72,120,0.50200,0.67871
2019,Lower Saxony,Indirect migration background,No,0.40964,48,120,0.32129,0.49800
2019,Bremen,No migration background,Yes,0.78920,118,118,0.71529,0.86311
2019,Bremen,Direct migration background,Yes,0.83720,44,44,0.72685,0.94755
2019,North Rhine-Westphalia,No migration background,Yes,0.74530,2815,3812,0.73146,0.75913
2019,North Rhine-Westphalia,No migration background,No,0.25470,997,3812,0.24087,0.26854
2019,North Rhine-Westphalia,Direct migration background,Yes,0.68256,780,1104,0.65509,0.71003
2019,North Rhine-Westphalia,Direct migration background,No,0.31744,324,1104,0.28997,0.34491
2019,North Rhine-Westphalia,Indirect migration background,Yes,0.72688,329,477,0.68685,0.76691
2019,North Rhine-Westphalia,Indirect migration background,No,0.27312,148,477,0.23309,0.31315
2019,Hesse,No migration background,Yes,0.73550,948,1286,0.71138,0.75961
2019,Hesse,No migration background,No,0.26450,338,1286,0.24039,0.28862
2019,Hesse,Direct migration background,Yes,0.70001,206,301,0.64816,0.75187
2019,Hesse,Direct migration background,No,0.29999,95,301,0.24813,0.35184
2019,Hesse,Indirect migration background,Yes,0.51859,78,122,0.42956,0.60762
2019,Hesse,Indirect migration background,No,0.48141,44,122,0.39238,0.57044
2019,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.79674,788,1052,0.77241,0.82107
2019,"Rhineland-Palatinate, Saarland",No migration background,No,0.20326,264,1052,0.17893,0.22759
2019,"Rhineland-Palatinate, Saarland",Direct migration background,Yes,0.65430,202,312,0.60144,0.70716
2019,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.34570,110,312,0.29284,0.39856
2019,"Rhineland-Palatinate, Saarland",Indirect migration background,Yes,0.70010,65,98,0.60891,0.79128
2019,"Rhineland-Palatinate, Saarland",Indirect migration background,No,0.29990,33,98,0.20872,0.39109
2019,Baden-Wuerttemberg,No migration background,Yes,0.72800,1436,2032,0.70864,0.74735
2019,Baden-Wuerttemberg,No migration background,No,0.27200,596,2032,0.25265,0.29136
2019,Baden-Wuerttemberg,Direct migration background,Yes,0.72330,364,530,0.68518,0.76142
2019,Baden-Wuerttemberg,Direct migration background,No,0.27670,166,530,0.23858,0.31482
2019,Baden-Wuerttemberg,Indirect migration background,Yes,0.63532,138,228,0.57270,0.69793
2019,Baden-Wuerttemberg,Indirect migration background,No,0.36468,90,228,0.30207,0.42730
2019,Bavaria,No migration background,Yes,0.73100,2161,3019,0.71518,0.74683
2019,Bavaria,No migration background,No,0.26900,858,3019,0.25317,0.28482
2019,Bavaria,Direct migration background,Yes,0.69264,455,675,0.65781,0.72747
2019,Bavaria,Direct migration background,No,0.30736,220,675,0.27253,0.34219
2019,Bavaria,Indirect migration background,Yes,0.73210,168,245,0.67653,0.78767
2019,Bavaria,Indirect migration background,No,0.26790,77,245,0.21233,0.32347
2019,Berlin,No migration background,Yes,0.73727,603,808,0.70691,0.76764
2019,Berlin,No migration background,No,0.26273,205,808,0.23236,0.29309
2019,Berlin,Direct migration background,Yes,0.65493,95,153,0.57936,0.73051
