year,age_gr,migback,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2022,17-29 y.,Direct migration background,No,0.40560,896,2130,0.38474,0.42646
2022,17-29 y.,Indirect migration background,Yes,0.43930,292,479,0.39480,0.48379
2022,17-29 y.,Indirect migration background,No,0.40230,187,479,0.35834,0.44626
2022,30-45 y.,No migration background,Yes,0.55036,2738,4299,0.53549,0.56524
2022,30-45 y.,No migration background,No,0.33856,1561,4299,0.32442,0.35271
2022,30-45 y.,Direct migration background,Yes,0.52471,2232,3729,0.50868,0.54074
2022,30-45 y.,Direct migration background,No,0.39423,1497,3729,0.37854,0.40992
2022,30-45 y.,Indirect migration background,Yes,0.56893,307,451,0.52318,0.61469
2022,30-45 y.,Indirect migration background,No,0.32201,144,451,0.27884,0.36518
2022,46-65 y.,No migration background,Yes,0.59136,4431,6188,0.57911,0.60361
2022,46-65 y.,No migration background,No,0.24397,1757,6188,0.23326,0.25467
2022,46-65 y.,Direct migration background,Yes,0.61515,1107,1618,0.59143,0.63886
2022,46-65 y.,Direct migration background,No,0.29099,511,1618,0.26885,0.31313
2022,46-65 y.,Indirect migration background,Yes,0.63528,258,358,0.58535,0.68522
2022,46-65 y.,Indirect migration background,No,0.29414,100,358,0.24687,0.34140
2022,66 and older,No migration background,Yes,0.68317,2584,3125,0.66685,0.69948
2022,66 and older,No migration background,No,0.13751,541,3125,0.12543,0.14959
2022,66 and older,Direct migration background,Yes,0.64993,261,329,0.59831,0.70155
2022,66 and older,Direct migration background,No,0.21722,68,329,0.17260,0.26185
2022,66 and older,Indirect migration background,Yes,0.80391,58,58,0.70084,0.90698
