year,age_gr,sex,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1991,17-29 y.,female,No,0.26195,544,1808,0.24168,0.28223
1991,30-45 y.,male,Yes,0.52151,1070,2107,0.50018,0.54285
1991,30-45 y.,male,No,0.47849,1037,2107,0.45715,0.49982
1991,30-45 y.,female,Yes,0.68894,1455,2190,0.66954,0.70833
1991,30-45 y.,female,No,0.31106,735,2190,0.29167,0.33046
1991,46-65 y.,male,Yes,0.68827,1386,2073,0.66832,0.70821
1991,46-65 y.,male,No,0.31173,687,2073,0.29179,0.33168
1991,46-65 y.,female,Yes,0.77621,1540,2028,0.75807,0.79436
1991,46-65 y.,female,No,0.22379,488,2028,0.20564,0.24193
1991,66 and older,male,Yes,0.84219,463,549,0.81167,0.87272
1991,66 and older,male,No,0.15781,86,549,0.12728,0.18833
1991,66 and older,female,Yes,0.86765,765,890,0.84538,0.88993
1991,66 and older,female,No,0.13235,125,890,0.11007,0.15462
1992,17-29 y.,male,Yes,0.53324,885,1787,0.51010,0.55638
1992,17-29 y.,male,No,0.46676,902,1787,0.44362,0.48990
1992,17-29 y.,female,Yes,0.70735,1233,1762,0.68610,0.72860
1992,17-29 y.,female,No,0.29265,529,1762,0.27140,0.31390
1992,30-45 y.,male,Yes,0.55965,1128,2041,0.53811,0.58119
1992,30-45 y.,male,No,0.44035,913,2041,0.41881,0.46189
1992,30-45 y.,female,Yes,0.70765,1524,2171,0.68851,0.72679
1992,30-45 y.,female,No,0.29235,647,2171,0.27321,0.31149
1992,46-65 y.,male,Yes,0.68469,1359,2013,0.66439,0.70500
1992,46-65 y.,male,No,0.31531,654,2013,0.29500,0.33561
1992,46-65 y.,female,Yes,0.77824,1512,1955,0.75982,0.79666
1992,46-65 y.,female,No,0.22176,443,1955,0.20334,0.24018
1992,66 and older,male,Yes,0.86167,466,544,0.83263,0.89071
1992,66 and older,male,No,0.13833,78,544,0.10929,0.16737
1992,66 and older,female,Yes,0.85661,758,883,0.83348,0.87974
1992,66 and older,female,No,0.14339,125,883,0.12026,0.16652
1994,17-29 y.,male,Yes,0.63707,1003,1640,0.61380,0.66035
1994,17-29 y.,male,No,0.36293,637,1640,0.33965,0.38620
1994,17-29 y.,female,Yes,0.78993,1309,1693,0.77052,0.80934
1994,17-29 y.,female,No,0.21007,384,1693,0.19066,0.22948
1994,30-45 y.,male,Yes,0.64416,1284,2020,0.62327,0.66504
1994,30-45 y.,male,No,0.35584,736,2020,0.33496,0.37673
1994,30-45 y.,female,Yes,0.80223,1697,2104,0.78520,0.81925
1994,30-45 y.,female,No,0.19777,407,2104,0.18075,0.21480
1994,46-65 y.,male,Yes,0.75453,1485,1960,0.73547,0.77359
1994,46-65 y.,male,No,0.24547,475,1960,0.22641,0.26453
1994,46-65 y.,female,Yes,0.84460,1608,1906,0.82833,0.86087
1994,46-65 y.,female,No,0.15540,298,1906,0.13913,0.17167
1994,66 and older,male,Yes,0.90190,509,564,0.87732,0.92647
1994,66 and older,male,No,0.09810,55,564,0.07353,0.12268
1994,66 and older,female,Yes,0.90595,837,919,0.88706,0.92483
1994,66 and older,female,No,0.09405,82,919,0.07517,0.11294
1995,17-29 y.,male,Yes,0.54450,841,1625,0.52028,0.56873
1995,17-29 y.,male,No,0.45550,784,1625,0.43127,0.47972
1995,17-29 y.,female,Yes,0.71786,1215,1708,0.69651,0.73921
1995,17-29 y.,female,No,0.28214,493,1708,0.26079,0.30349
1995,30-45 y.,male,Yes,0.54333,1149,2141,0.52222,0.56443
1995,30-45 y.,male,No,0.45667,992,2141,0.43557,0.47778
1995,30-45 y.,female,Yes,0.74265,1671,2270,0.72467,0.76064
1995,30-45 y.,female,No,0.25735,599,2270,0.23936,0.27533
1995,46-65 y.,male,Yes,0.71129,1414,2007,0.69146,0.73112
1995,46-65 y.,male,No,0.28871,593,2007,0.26888,0.30854
1995,46-65 y.,female,Yes,0.78887,1518,1924,0.77063,0.80711
1995,46-65 y.,female,No,0.21113,406,1924,0.19289,0.22937
1995,66 and older,male,Yes,0.86647,501,582,0.83881,0.89413
1995,66 and older,male,No,0.13353,81,582,0.10587,0.16119
1995,66 and older,female,Yes,0.90776,840,920,0.88905,0.92647
1995,66 and older,female,No,0.09224,80,920,0.07353,0.11095
1996,17-29 y.,male,Yes,0.54967,808,1520,0.52465,0.57469
1996,17-29 y.,male,No,0.45033,712,1520,0.42531,0.47535
1996,17-29 y.,female,Yes,0.71132,1131,1608,0.68917,0.73348
1996,17-29 y.,female,No,0.28868,477,1608,0.26652,0.31083
1996,30-45 y.,male,Yes,0.57409,1223,2158,0.55322,0.59496
1996,30-45 y.,male,No,0.42591,935,2158,0.40504,0.44678
1996,30-45 y.,female,Yes,0.72167,1609,2228,0.70305,0.74028
1996,30-45 y.,female,No,0.27833,619,2228,0.25972,0.29695
1996,46-65 y.,male,Yes,0.71391,1391,1949,0.69385,0.73398
1996,46-65 y.,male,No,0.28609,558,1949,0.26602,0.30615
1996,46-65 y.,female,Yes,0.79770,1510,1908,0.77967,0.81573
1996,46-65 y.,female,No,0.20230,398,1908,0.18427,0.22033
1996,66 and older,male,Yes,0.83725,496,594,0.80753,0.86696
1996,66 and older,male,No,0.16275,98,594,0.13304,0.19247
1996,66 and older,female,Yes,0.89069,827,930,0.87063,0.91076
1996,66 and older,female,No,0.10931,103,930,0.08924,0.12937
1997,17-29 y.,male,Yes,0.52001,750,1484,0.49458,0.54544
1997,17-29 y.,male,No,0.47999,734,1484,0.45456,0.50542
1997,17-29 y.,female,Yes,0.70351,1071,1536,0.68066,0.72636
1997,17-29 y.,female,No,0.29649,465,1536,0.27364,0.31934
1997,30-45 y.,male,Yes,0.49450,1075,2146,0.47335,0.51566
1997,30-45 y.,male,No,0.50550,1071,2146,0.48434,0.52665
1997,30-45 y.,female,Yes,0.73619,1602,2201,0.71778,0.75461
1997,30-45 y.,female,No,0.26381,599,2201,0.24539,0.28222
1997,46-65 y.,male,Yes,0.70127,1349,1923,0.68081,0.72173
1997,46-65 y.,male,No,0.29873,574,1923,0.27827,0.31919
1997,46-65 y.,female,Yes,0.79921,1512,1917,0.78127,0.81715
1997,46-65 y.,female,No,0.20079,405,1917,0.18285,0.21873
1997,66 and older,male,Yes,0.85223,546,635,0.82460,0.87985
1997,66 and older,male,No,0.14777,89,635,0.12015,0.17540
1997,66 and older,female,Yes,0.90215,847,934,0.88308,0.92121
1997,66 and older,female,No,0.09785,87,934,0.07879,0.11692
1998,17-29 y.,male,Yes,0.49400,782,1558,0.46917,0.51883
1998,17-29 y.,male,No,0.50600,776,1558,0.48117,0.53083
1998,17-29 y.,female,Yes,0.67145,1077,1590,0.64836,0.69455
1998,17-29 y.,female,No,0.32855,513,1590,0.30545,0.35164
1998,30-45 y.,male,Yes,0.49041,1179,2358,0.47022,0.51059
1998,30-45 y.,male,No,0.50959,1179,2358,0.48941,0.52978
1998,30-45 y.,female,Yes,0.69492,1685,2432,0.67661,0.71322
1998,30-45 y.,female,No,0.30508,747,2432,0.28678,0.32339
1998,46-65 y.,male,Yes,0.66965,1439,2175,0.64988,0.68942
1998,46-65 y.,male,No,0.33035,736,2175,0.31058,0.35012
1998,46-65 y.,female,Yes,0.77259,1680,2182,0.75500,0.79018
1998,46-65 y.,female,No,0.22741,502,2182,0.20982,0.24500
1998,66 and older,male,Yes,0.86004,642,752,0.83523,0.88486
1998,66 and older,male,No,0.13996,110,752,0.11514,0.16477
1998,66 and older,female,Yes,0.87716,946,1082,0.85759,0.89673
1998,66 and older,female,No,0.12284,136,1082,0.10327,0.14241
1999,17-29 y.,male,Yes,0.54885,758,1439,0.52313,0.57457
1999,17-29 y.,male,No,0.45115,681,1439,0.42543,0.47687
1999,17-29 y.,female,Yes,0.73266,1107,1519,0.71040,0.75493
1999,17-29 y.,female,No,0.26734,412,1519,0.24507,0.28960
1999,30-45 y.,male,Yes,0.51603,1247,2324,0.49571,0.53635
1999,30-45 y.,male,No,0.48397,1077,2324,0.46365,0.50429
1999,30-45 y.,female,Yes,0.70311,1686,2371,0.68472,0.72151
1999,30-45 y.,female,No,0.29689,685,2371,0.27849,0.31528
1999,46-65 y.,male,Yes,0.68848,1446,2069,0.66852,0.70844
1999,46-65 y.,male,No,0.31152,623,2069,0.29156,0.33148
1999,46-65 y.,female,Yes,0.79213,1671,2100,0.77477,0.80949
1999,46-65 y.,female,No,0.20787,429,2100,0.19051,0.22523
1999,66 and older,male,Yes,0.84211,638,748,0.81596,0.86826
1999,66 and older,male,No,0.15789,110,748,0.13174,0.18404
1999,66 and older,female,Yes,0.91244,950,1042,0.89527,0.92961
1999,66 and older,female,No,0.08756,92,1042,0.07039,0.10473
2000,17-29 y.,male,Yes,0.49047,1100,2211,0.46963,0.51131
2000,17-29 y.,male,No,0.50953,1111,2211,0.48869,0.53037
2000,17-29 y.,female,Yes,0.68367,1612,2344,0.66484,0.70250
2000,17-29 y.,female,No,0.31633,732,2344,0.29750,0.33516
2000,30-45 y.,male,Yes,0.50920,2042,3982,0.49368,0.52473
2000,30-45 y.,male,No,0.49080,1940,3982,0.47527,0.50632
2000,30-45 y.,female,Yes,0.68512,2855,4160,0.67101,0.69924
2000,30-45 y.,female,No,0.31488,1305,4160,0.30076,0.32899
2000,46-65 y.,male,Yes,0.67307,2579,3814,0.65818,0.68796
2000,46-65 y.,male,No,0.32693,1235,3814,0.31204,0.34182
2000,46-65 y.,female,Yes,0.75547,2991,3920,0.74201,0.76893
2000,46-65 y.,female,No,0.24453,929,3920,0.23107,0.25799
2000,66 and older,male,Yes,0.84197,1290,1528,0.82367,0.86026
2000,66 and older,male,No,0.15803,238,1528,0.13974,0.17633
2000,66 and older,female,Yes,0.88637,1819,2053,0.87264,0.90010
2000,66 and older,female,No,0.11363,234,2053,0.09990,0.12736
2001,17-29 y.,male,Yes,0.49076,982,1974,0.46870,0.51282
2001,17-29 y.,male,No,0.50924,992,1974,0.48718,0.53130
2001,17-29 y.,female,Yes,0.67902,1450,2113,0.65911,0.69893
2001,17-29 y.,female,No,0.32098,663,2113,0.30107,0.34089
2001,30-45 y.,male,Yes,0.51429,1834,3532,0.49781,0.53078
2001,30-45 y.,male,No,0.48571,1698,3532,0.46922,0.50219
2001,30-45 y.,female,Yes,0.70414,2661,3776,0.68958,0.71870
2001,30-45 y.,female,No,0.29586,1115,3776,0.28130,0.31042
2001,46-65 y.,male,Yes,0.67208,2369,3509,0.65654,0.68761
2001,46-65 y.,male,No,0.32792,1140,3509,0.31239,0.34346
2001,46-65 y.,female,Yes,0.77633,2776,3550,0.76262,0.79004
2001,46-65 y.,female,No,0.22367,774,3550,0.20996,0.23738
2001,66 and older,male,Yes,0.85222,1253,1470,0.83408,0.87037
2001,66 and older,male,No,0.14778,217,1470,0.12963,0.16592
2001,66 and older,female,Yes,0.89338,1714,1913,0.87955,0.90722
2001,66 and older,female,No,0.10662,199,1913,0.09278,0.12045
2002,17-29 y.,male,Yes,0.48108,978,2007,0.45921,0.50294
2002,17-29 y.,male,No,0.51892,1029,2007,0.49706,0.54079
2002,17-29 y.,female,Yes,0.64621,1407,2118,0.62584,0.66658
2002,17-29 y.,female,No,0.35379,711,2118,0.33342,0.37416
2002,30-45 y.,male,Yes,0.50238,1834,3557,0.48595,0.51882
2002,30-45 y.,male,No,0.49762,1723,3557,0.48118,0.51405
2002,30-45 y.,female,Yes,0.68551,2649,3867,0.67088,0.70015
2002,30-45 y.,female,No,0.31449,1218,3867,0.29985,0.32912
2002,46-65 y.,male,Yes,0.64888,2596,3919,0.63394,0.66383
2002,46-65 y.,male,No,0.35112,1323,3919,0.33617,0.36606
2002,46-65 y.,female,Yes,0.75895,2980,3913,0.74555,0.77236
2002,46-65 y.,female,No,0.24105,933,3913,0.22764,0.25445
2002,66 and older,male,Yes,0.84093,1357,1612,0.82307,0.85879
2002,66 and older,male,No,0.15907,255,1612,0.14121,0.17693
2002,66 and older,female,Yes,0.88358,1745,1967,0.86940,0.89776
2002,66 and older,female,No,0.11642,222,1967,0.10224,0.13060
2003,17-29 y.,male,Yes,0.51971,972,1918,0.49734,0.54207
2003,17-29 y.,male,No,0.48029,946,1918,0.45793,0.50266
2003,17-29 y.,female,Yes,0.66365,1387,2065,0.64326,0.68403
2003,17-29 y.,female,No,0.33635,678,2065,0.31597,0.35674
2003,30-45 y.,male,Yes,0.52988,1807,3315,0.51289,0.54687
2003,30-45 y.,male,No,0.47012,1508,3315,0.45313,0.48711
2003,30-45 y.,female,Yes,0.68888,2507,3593,0.67374,0.70402
2003,30-45 y.,female,No,0.31112,1086,3593,0.29598,0.32626
2003,46-65 y.,male,Yes,0.67801,2561,3743,0.66304,0.69298
2003,46-65 y.,male,No,0.32199,1182,3743,0.30702,0.33696
2003,46-65 y.,female,Yes,0.76826,2908,3791,0.75482,0.78169
2003,46-65 y.,female,No,0.23174,883,3791,0.21831,0.24518
2003,66 and older,male,Yes,0.85099,1395,1647,0.83378,0.86819
2003,66 and older,male,No,0.14901,252,1647,0.13181,0.16622
2003,66 and older,female,Yes,0.88815,1754,1976,0.87425,0.90205
2003,66 and older,female,No,0.11185,222,1976,0.09795,0.12575
2004,17-29 y.,male,Yes,0.47088,896,1907,0.44847,0.49328
2004,17-29 y.,male,No,0.52912,1011,1907,0.50672,0.55153
2004,17-29 y.,female,Yes,0.65613,1353,2038,0.63550,0.67676
2004,17-29 y.,female,No,0.34387,685,2038,0.32324,0.36450
2004,30-45 y.,male,Yes,0.51362,1596,3119,0.49608,0.53117
2004,30-45 y.,male,No,0.48638,1523,3119,0.46883,0.50392
2004,30-45 y.,female,Yes,0.68622,2326,3390,0.67060,0.70185
2004,30-45 y.,female,No,0.31378,1064,3390,0.29815,0.32940
2004,46-65 y.,male,Yes,0.64860,2362,3615,0.63303,0.66416
2004,46-65 y.,male,No,0.35140,1253,3615,0.33584,0.36697
2004,46-65 y.,female,Yes,0.75038,2797,3730,0.73649,0.76427
2004,46-65 y.,female,No,0.24962,933,3730,0.23573,0.26351
2004,66 and older,male,Yes,0.85518,1450,1709,0.83849,0.87187
2004,66 and older,male,No,0.14482,259,1709,0.12813,0.16151
2004,66 and older,female,Yes,0.89636,1808,2024,0.88307,0.90964
2004,66 and older,female,No,0.10364,216,2024,0.09036,0.11693
2005,17-29 y.,male,Yes,0.50606,894,1821,0.48309,0.52903
2005,17-29 y.,male,No,0.49394,927,1821,0.47097,0.51691
2005,17-29 y.,female,Yes,0.66335,1341,1988,0.64257,0.68413
2005,17-29 y.,female,No,0.33665,647,1988,0.31587,0.35743
2005,30-45 y.,male,Yes,0.53778,1548,2891,0.51960,0.55595
2005,30-45 y.,male,No,0.46222,1343,2891,0.44405,0.48040
2005,30-45 y.,female,Yes,0.70308,2233,3172,0.68718,0.71898
2005,30-45 y.,female,No,0.29692,939,3172,0.28102,0.31282
2005,46-65 y.,male,Yes,0.66402,2264,3409,0.64816,0.67988
2005,46-65 y.,male,No,0.33598,1145,3409,0.32012,0.35184
2005,46-65 y.,female,Yes,0.75111,2721,3570,0.73692,0.76529
2005,46-65 y.,female,No,0.24889,849,3570,0.23471,0.26308
2005,66 and older,male,Yes,0.86258,1470,1727,0.84634,0.87882
2005,66 and older,male,No,0.13742,257,1727,0.12118,0.15366
2005,66 and older,female,Yes,0.89096,1790,2018,0.87736,0.90457
2005,66 and older,female,No,0.10904,228,2018,0.09543,0.12264
2006,17-29 y.,male,Yes,0.48339,841,1757,0.46002,0.50677
2006,17-29 y.,male,No,0.51661,916,1757,0.49323,0.53998
2006,17-29 y.,female,Yes,0.67268,1300,1914,0.65165,0.69371
2006,17-29 y.,female,No,0.32732,614,1914,0.30629,0.34835
2006,30-45 y.,male,Yes,0.52682,1552,2971,0.50887,0.54478
2006,30-45 y.,male,No,0.47318,1419,2971,0.45522,0.49113
2006,30-45 y.,female,Yes,0.69165,2237,3298,0.67588,0.70741
2006,30-45 y.,female,No,0.30835,1061,3298,0.29259,0.32412
2006,46-65 y.,male,Yes,0.64192,2370,3650,0.62636,0.65748
2006,46-65 y.,male,No,0.35808,1280,3650,0.34252,0.37364
2006,46-65 y.,female,Yes,0.73337,2898,3915,0.71952,0.74722
2006,46-65 y.,female,No,0.26663,1017,3915,0.25278,0.28048
2006,66 and older,male,Yes,0.84950,1761,2075,0.83411,0.86489
2006,66 and older,male,No,0.15050,314,2075,0.13511,0.16589
2006,66 and older,female,Yes,0.87638,2048,2343,0.86305,0.88971
2006,66 and older,female,No,0.12362,295,2343,0.11029,0.13695
2007,17-29 y.,male,Yes,0.49637,798,1616,0.47198,0.52076
2007,17-29 y.,male,No,0.50363,818,1616,0.47924,0.52802
2007,17-29 y.,female,Yes,0.68430,1212,1763,0.66260,0.70600
2007,17-29 y.,female,No,0.31570,551,1763,0.29400,0.33740
2007,30-45 y.,male,Yes,0.53561,1434,2698,0.51678,0.55443
2007,30-45 y.,male,No,0.46439,1264,2698,0.44557,0.48322
2007,30-45 y.,female,Yes,0.69568,2112,2993,0.67920,0.71217
2007,30-45 y.,female,No,0.30432,881,2993,0.28783,0.32080
2007,46-65 y.,male,Yes,0.66370,2269,3381,0.64777,0.67962
2007,46-65 y.,male,No,0.33630,1112,3381,0.32038,0.35223
2007,46-65 y.,female,Yes,0.76716,2780,3646,0.75344,0.78088
2007,46-65 y.,female,No,0.23284,866,3646,0.21912,0.24656
2007,66 and older,male,Yes,0.86020,1738,2030,0.84511,0.87529
2007,66 and older,male,No,0.13980,292,2030,0.12471,0.15489
2007,66 and older,female,Yes,0.89397,2033,2288,0.88136,0.90659
2007,66 and older,female,No,0.10603,255,2288,0.09341,0.11864
2008,17-29 y.,male,Yes,0.48815,722,1497,0.46282,0.51348
2008,17-29 y.,male,No,0.51185,775,1497,0.48652,0.53718
2008,17-29 y.,female,Yes,0.67356,1102,1637,0.65083,0.69628
2008,17-29 y.,female,No,0.32644,535,1637,0.30372,0.34917
2008,30-45 y.,male,Yes,0.53319,1308,2459,0.51347,0.55292
2008,30-45 y.,male,No,0.46681,1151,2459,0.44708,0.48653
2008,30-45 y.,female,Yes,0.70042,1899,2694,0.68312,0.71772
2008,30-45 y.,female,No,0.29958,795,2694,0.28228,0.31688
2008,46-65 y.,male,Yes,0.66464,2133,3184,0.64824,0.68104
2008,46-65 y.,male,No,0.33536,1051,3184,0.31896,0.35176
2008,46-65 y.,female,Yes,0.77223,2679,3480,0.75830,0.78617
2008,46-65 y.,female,No,0.22777,801,3480,0.21383,0.24170
2008,66 and older,male,Yes,0.87592,1766,2023,0.86155,0.89029
2008,66 and older,male,No,0.12408,257,2023,0.10971,0.13845
2008,66 and older,female,Yes,0.88082,1979,2253,0.86743,0.89420
2008,66 and older,female,No,0.11918,274,2253,0.10580,0.13257
2009,17-29 y.,male,Yes,0.47568,708,1390,0.44942,0.50194
2009,17-29 y.,male,No,0.52432,682,1390,0.49806,0.55058
2009,17-29 y.,female,Yes,0.68568,1019,1452,0.66179,0.70957
2009,17-29 y.,female,No,0.31432,433,1452,0.29043,0.33821
2009,30-45 y.,male,Yes,0.56825,1248,2195,0.54752,0.58897
2009,30-45 y.,male,No,0.43175,947,2195,0.41103,0.45248
2009,30-45 y.,female,Yes,0.72158,1778,2462,0.70387,0.73928
2009,30-45 y.,female,No,0.27842,684,2462,0.26072,0.29613
2009,46-65 y.,male,Yes,0.66409,2033,3001,0.64719,0.68099
2009,46-65 y.,male,No,0.33591,968,3001,0.31901,0.35281
2009,46-65 y.,female,Yes,0.77013,2563,3293,0.75576,0.78451
2009,46-65 y.,female,No,0.22987,730,3293,0.21549,0.24424
2009,66 and older,male,Yes,0.88288,1731,1968,0.86867,0.89709
2009,66 and older,male,No,0.11712,237,1968,0.10291,0.13133
2009,66 and older,female,Yes,0.89045,1931,2174,0.87731,0.90358
2009,66 and older,female,No,0.10955,243,2174,0.09642,0.12269
2010,17-29 y.,male,Yes,0.48393,842,1691,0.46010,0.50776
2010,17-29 y.,male,No,0.51607,849,1691,0.49224,0.53990
2010,17-29 y.,female,Yes,0.66207,1425,2193,0.64227,0.68187
2010,17-29 y.,female,No,0.33793,768,2193,0.31813,0.35773
2010,30-45 y.,male,Yes,0.56561,2132,3917,0.55008,0.58114
2010,30-45 y.,male,No,0.43439,1785,3917,0.41886,0.44992
2010,30-45 y.,female,Yes,0.70415,3582,5113,0.69164,0.71666
2010,30-45 y.,female,No,0.29585,1531,5113,0.28334,0.30836
2010,46-65 y.,male,Yes,0.66635,2216,3323,0.65032,0.68239
2010,46-65 y.,male,No,0.33365,1107,3323,0.31761,0.34968
2010,46-65 y.,female,Yes,0.76116,2716,3582,0.74720,0.77513
2010,46-65 y.,female,No,0.23884,866,3582,0.22487,0.25280
2010,66 and older,male,Yes,0.86390,1643,1912,0.84853,0.87928
2010,66 and older,male,No,0.13610,269,1912,0.12072,0.15147
2010,66 and older,female,Yes,0.88910,1846,2087,0.87562,0.90257
