year,migback,quintil_oecd,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,No migration background,5th Quintile,No,0.27919,577,1862,0.25881,0.29957
1985,Direct migration background,1st Quintile,Yes,0.55416,551,909,0.52183,0.58649
1985,Direct migration background,1st Quintile,No,0.29378,358,909,0.26415,0.32341
1985,Direct migration background,2nd Quintile,Yes,0.61232,406,648,0.57477,0.64986
1985,Direct migration background,2nd Quintile,No,0.30255,242,648,0.26715,0.33794
1985,Direct migration background,3rd Quintile,Yes,0.66047,372,556,0.62107,0.69987
1985,Direct migration background,3rd Quintile,No,0.26378,184,556,0.22711,0.30044
1985,Direct migration background,4th Quintile,Yes,0.57463,312,480,0.53036,0.61891
1985,Direct migration background,4th Quintile,No,0.37559,168,480,0.33222,0.41896
1985,Direct migration background,5th Quintile,Yes,0.66954,194,310,0.61709,0.72198
1985,Direct migration background,5th Quintile,No,0.28306,116,310,0.23283,0.33329
1986,No migration background,1st Quintile,Yes,0.62379,907,1223,0.59663,0.65095
1986,No migration background,1st Quintile,No,0.19076,316,1223,0.16873,0.21279
1986,No migration background,2nd Quintile,Yes,0.59114,982,1378,0.56517,0.61711
1986,No migration background,2nd Quintile,No,0.22162,396,1378,0.19969,0.24356
1986,No migration background,3rd Quintile,Yes,0.62269,1110,1520,0.59831,0.64706
1986,No migration background,3rd Quintile,No,0.21880,410,1520,0.19801,0.23959
1986,No migration background,4th Quintile,Yes,0.64876,1233,1689,0.62598,0.67153
1986,No migration background,4th Quintile,No,0.23309,456,1689,0.21292,0.25326
1986,No migration background,5th Quintile,Yes,0.66398,1286,1791,0.64210,0.68586
1986,No migration background,5th Quintile,No,0.24680,505,1791,0.22683,0.26678
1986,Direct migration background,1st Quintile,Yes,0.60141,513,806,0.56759,0.63523
1986,Direct migration background,1st Quintile,No,0.26529,293,806,0.23479,0.29579
1986,Direct migration background,2nd Quintile,Yes,0.63144,452,684,0.59526,0.66762
1986,Direct migration background,2nd Quintile,No,0.27520,232,684,0.24171,0.30870
1986,Direct migration background,3rd Quintile,Yes,0.68192,373,546,0.64282,0.72102
1986,Direct migration background,3rd Quintile,No,0.25655,173,546,0.21988,0.29321
1986,Direct migration background,4th Quintile,Yes,0.67777,325,500,0.63677,0.71878
1986,Direct migration background,4th Quintile,No,0.29151,175,500,0.25164,0.33139
1986,Direct migration background,5th Quintile,Yes,0.67724,181,287,0.62305,0.73142
1986,Direct migration background,5th Quintile,No,0.26773,106,287,0.21642,0.31905
1987,No migration background,1st Quintile,Yes,0.62178,872,1193,0.59425,0.64931
1987,No migration background,1st Quintile,No,0.20056,321,1193,0.17783,0.22329
1987,No migration background,2nd Quintile,Yes,0.59925,977,1353,0.57313,0.62537
1987,No migration background,2nd Quintile,No,0.20709,376,1353,0.18549,0.22869
1987,No migration background,3rd Quintile,Yes,0.61720,1083,1509,0.59267,0.64173
1987,No migration background,3rd Quintile,No,0.22041,426,1509,0.19949,0.24134
1987,No migration background,4th Quintile,Yes,0.64469,1183,1631,0.62145,0.66792
1987,No migration background,4th Quintile,No,0.23649,448,1631,0.21586,0.25712
1987,No migration background,5th Quintile,Yes,0.65330,1266,1779,0.63118,0.67542
1987,No migration background,5th Quintile,No,0.25186,513,1779,0.23169,0.27204
1987,Direct migration background,1st Quintile,Yes,0.58642,486,799,0.55225,0.62059
1987,Direct migration background,1st Quintile,No,0.29650,313,799,0.26481,0.32819
1987,Direct migration background,2nd Quintile,Yes,0.63435,439,667,0.59777,0.67093
1987,Direct migration background,2nd Quintile,No,0.27655,228,667,0.24257,0.31052
1987,Direct migration background,3rd Quintile,Yes,0.66171,365,563,0.62259,0.70083
1987,Direct migration background,3rd Quintile,No,0.29660,198,563,0.25884,0.33437
1987,Direct migration background,4th Quintile,Yes,0.64640,317,485,0.60381,0.68899
1987,Direct migration background,4th Quintile,No,0.31337,168,485,0.27205,0.35470
1987,Direct migration background,5th Quintile,Yes,0.67823,194,297,0.62501,0.73145
1987,Direct migration background,5th Quintile,No,0.30533,103,297,0.25286,0.35779
1988,No migration background,1st Quintile,Yes,0.58864,780,1124,0.55986,0.61742
1988,No migration background,1st Quintile,No,0.21818,344,1124,0.19403,0.24234
1988,No migration background,2nd Quintile,Yes,0.56739,881,1304,0.54049,0.59429
1988,No migration background,2nd Quintile,No,0.23788,423,1304,0.21476,0.26099
1988,No migration background,3rd Quintile,Yes,0.57378,964,1435,0.54818,0.59938
1988,No migration background,3rd Quintile,No,0.26408,471,1435,0.24126,0.28690
1988,No migration background,4th Quintile,Yes,0.59208,1029,1531,0.56745,0.61670
1988,No migration background,4th Quintile,No,0.28553,502,1531,0.26290,0.30817
1988,No migration background,5th Quintile,Yes,0.60695,1093,1666,0.58349,0.63041
1988,No migration background,5th Quintile,No,0.30397,573,1666,0.28188,0.32607
1988,Direct migration background,1st Quintile,Yes,0.59466,484,774,0.56005,0.62927
1988,Direct migration background,1st Quintile,No,0.31091,290,774,0.27828,0.34354
1988,Direct migration background,2nd Quintile,Yes,0.62745,385,614,0.58918,0.66572
1988,Direct migration background,2nd Quintile,No,0.29590,229,614,0.25976,0.33203
1988,Direct migration background,3rd Quintile,Yes,0.67647,338,522,0.63630,0.71664
1988,Direct migration background,3rd Quintile,No,0.27356,184,522,0.23528,0.31184
1988,Direct migration background,4th Quintile,Yes,0.59219,314,491,0.54868,0.63570
1988,Direct migration background,4th Quintile,No,0.35355,177,491,0.31122,0.39588
1988,Direct migration background,5th Quintile,Yes,0.52312,146,255,0.46170,0.58454
1988,Direct migration background,5th Quintile,No,0.42550,109,255,0.36469,0.48630
1988,Indirect migration background,1st Quintile,No,0.06574,41,41,-0.01106,0.14255
1988,Indirect migration background,2nd Quintile,Yes,0.08349,35,35,-0.00949,0.17647
1989,No migration background,1st Quintile,Yes,0.60181,751,1069,0.57245,0.63117
1989,No migration background,1st Quintile,No,0.21131,318,1069,0.18682,0.23579
1989,No migration background,2nd Quintile,Yes,0.53730,807,1217,0.50927,0.56533
1989,No migration background,2nd Quintile,No,0.25402,410,1217,0.22955,0.27849
1989,No migration background,3rd Quintile,Yes,0.59449,958,1370,0.56848,0.62050
1989,No migration background,3rd Quintile,No,0.24010,412,1370,0.21747,0.26272
1989,No migration background,4th Quintile,Yes,0.62957,1048,1529,0.60536,0.65378
1989,No migration background,4th Quintile,No,0.26880,481,1529,0.24657,0.29103
1989,No migration background,5th Quintile,Yes,0.61824,1094,1615,0.59453,0.64194
1989,No migration background,5th Quintile,No,0.28839,521,1615,0.26629,0.31049
1989,Direct migration background,1st Quintile,Yes,0.58897,482,782,0.55446,0.62348
1989,Direct migration background,1st Quintile,No,0.31659,300,782,0.28397,0.34921
1989,Direct migration background,2nd Quintile,Yes,0.66023,428,659,0.62404,0.69642
1989,Direct migration background,2nd Quintile,No,0.27753,231,659,0.24332,0.31174
1989,Direct migration background,3rd Quintile,Yes,0.59920,298,473,0.55498,0.64341
1989,Direct migration background,3rd Quintile,No,0.33320,175,473,0.29068,0.37573
1989,Direct migration background,4th Quintile,Yes,0.63045,288,436,0.58509,0.67581
1989,Direct migration background,4th Quintile,No,0.33930,148,436,0.29480,0.38379
1989,Direct migration background,5th Quintile,Yes,0.67803,145,222,0.61643,0.73963
1989,Direct migration background,5th Quintile,No,0.29800,77,222,0.23770,0.35831
1989,Indirect migration background,1st Quintile,Yes,0.08000,33,68,0.01504,0.14496
1989,Indirect migration background,1st Quintile,No,0.05297,35,68,-0.00066,0.10661
1989,Indirect migration background,2nd Quintile,Yes,0.11967,43,79,0.04764,0.19170
1989,Indirect migration background,2nd Quintile,No,0.07447,36,79,0.01620,0.13273
1991,No migration background,1st Quintile,Yes,0.62281,731,993,0.59264,0.65297
1991,No migration background,1st Quintile,No,0.18270,262,993,0.15865,0.20675
1991,No migration background,2nd Quintile,Yes,0.57605,843,1198,0.54806,0.60405
1991,No migration background,2nd Quintile,No,0.21687,355,1198,0.19353,0.24022
1991,No migration background,3rd Quintile,Yes,0.61028,961,1321,0.58397,0.63659
1991,No migration background,3rd Quintile,No,0.21398,360,1321,0.19186,0.23611
1991,No migration background,4th Quintile,Yes,0.63843,1074,1481,0.61395,0.66290
1991,No migration background,4th Quintile,No,0.23419,407,1481,0.21261,0.25576
1991,No migration background,5th Quintile,Yes,0.61820,1071,1565,0.59412,0.64228
1991,No migration background,5th Quintile,No,0.27940,494,1565,0.25716,0.30163
1991,Direct migration background,1st Quintile,Yes,0.61527,485,739,0.58017,0.65037
1991,Direct migration background,1st Quintile,No,0.31115,254,739,0.27775,0.34456
1991,Direct migration background,2nd Quintile,Yes,0.66996,389,600,0.63230,0.70761
1991,Direct migration background,2nd Quintile,No,0.29933,211,600,0.26266,0.33601
1991,Direct migration background,3rd Quintile,Yes,0.66255,312,483,0.62034,0.70476
1991,Direct migration background,3rd Quintile,No,0.29559,171,483,0.25485,0.33633
1991,Direct migration background,4th Quintile,Yes,0.62434,263,392,0.57633,0.67234
1991,Direct migration background,4th Quintile,No,0.34342,129,392,0.29635,0.39048
1991,Direct migration background,5th Quintile,Yes,0.62020,149,238,0.55841,0.68199
1991,Direct migration background,5th Quintile,No,0.35683,89,238,0.29584,0.41783
1991,Indirect migration background,1st Quintile,Yes,0.09776,51,97,0.03835,0.15717
1991,Indirect migration background,1st Quintile,No,0.08135,46,97,0.02666,0.13604
1991,Indirect migration background,2nd Quintile,Yes,0.13336,44,86,0.06109,0.20563
1991,Indirect migration background,2nd Quintile,No,0.06659,42,86,0.01359,0.11959
1991,Indirect migration background,3rd Quintile,Yes,0.14592,41,74,0.06493,0.22690
1991,Indirect migration background,3rd Quintile,No,0.10115,33,74,0.03198,0.17032
1992,No migration background,1st Quintile,Yes,0.57279,1469,2156,0.55190,0.59368
1992,No migration background,1st Quintile,No,0.22346,687,2156,0.20587,0.24105
1992,No migration background,2nd Quintile,Yes,0.52879,1423,2142,0.50765,0.54993
1992,No migration background,2nd Quintile,No,0.23468,719,2142,0.21673,0.25263
1992,No migration background,3rd Quintile,Yes,0.55971,1341,1951,0.53768,0.58175
1992,No migration background,3rd Quintile,No,0.24615,610,1951,0.22703,0.26527
1992,No migration background,4th Quintile,Yes,0.61167,1380,1957,0.59007,0.63326
1992,No migration background,4th Quintile,No,0.24915,577,1957,0.22998,0.26832
1992,No migration background,5th Quintile,Yes,0.63919,1443,2059,0.61845,0.65994
1992,No migration background,5th Quintile,No,0.25222,616,2059,0.23346,0.27099
1992,Direct migration background,1st Quintile,Yes,0.69052,340,508,0.65028,0.73076
1992,Direct migration background,1st Quintile,No,0.26955,168,508,0.23092,0.30817
1992,Direct migration background,2nd Quintile,Yes,0.62871,383,597,0.58992,0.66750
1992,Direct migration background,2nd Quintile,No,0.30349,214,597,0.26658,0.34040
1992,Direct migration background,3rd Quintile,Yes,0.58755,353,586,0.54765,0.62744
1992,Direct migration background,3rd Quintile,No,0.38025,233,586,0.34091,0.41959
1992,Direct migration background,4th Quintile,Yes,0.62463,332,526,0.58320,0.66605
1992,Direct migration background,4th Quintile,No,0.34750,194,526,0.30677,0.38823
1992,Direct migration background,5th Quintile,Yes,0.64028,181,272,0.58314,0.69742
1992,Direct migration background,5th Quintile,No,0.32342,91,272,0.26772,0.37911
1992,Indirect migration background,1st Quintile,Yes,0.11725,42,74,0.04345,0.19105
1992,Indirect migration background,1st Quintile,No,0.06983,32,74,0.01136,0.12829
1992,Indirect migration background,2nd Quintile,Yes,0.13674,53,97,0.06801,0.20547
1992,Indirect migration background,2nd Quintile,No,0.09073,44,97,0.03327,0.14819
1992,Indirect migration background,3rd Quintile,Yes,0.18458,58,100,0.10816,0.26100
1992,Indirect migration background,3rd Quintile,No,0.09219,42,100,0.03520,0.14918
1992,Indirect migration background,4th Quintile,Yes,0.17098,47,93,0.09404,0.24791
1992,Indirect migration background,4th Quintile,No,0.18031,46,93,0.10175,0.25887
1994,No migration background,1st Quintile,Yes,0.63105,1347,1710,0.60817,0.65392
1994,No migration background,1st Quintile,No,0.14707,363,1710,0.13028,0.16386
1994,No migration background,2nd Quintile,Yes,0.61496,1563,2015,0.59371,0.63621
1994,No migration background,2nd Quintile,No,0.16853,452,2015,0.15219,0.18488
1994,No migration background,3rd Quintile,Yes,0.63034,1639,2119,0.60979,0.65090
1994,No migration background,3rd Quintile,No,0.18141,480,2119,0.16500,0.19782
1994,No migration background,4th Quintile,Yes,0.65590,1590,2061,0.63539,0.67642
1994,No migration background,4th Quintile,No,0.19273,471,2061,0.17570,0.20977
1994,No migration background,5th Quintile,Yes,0.69679,1581,2076,0.67701,0.71657
1994,No migration background,5th Quintile,No,0.19863,495,2076,0.18147,0.21580
1994,Direct migration background,1st Quintile,Yes,0.68704,470,670,0.65191,0.72218
1994,Direct migration background,1st Quintile,No,0.28652,200,670,0.25226,0.32079
1994,Direct migration background,2nd Quintile,Yes,0.74354,379,532,0.70640,0.78068
1994,Direct migration background,2nd Quintile,No,0.24004,153,532,0.20371,0.27637
1994,Direct migration background,3rd Quintile,Yes,0.72499,351,477,0.68488,0.76511
1994,Direct migration background,3rd Quintile,No,0.23879,126,477,0.20049,0.27710
1994,Direct migration background,4th Quintile,Yes,0.75318,292,371,0.70924,0.79711
1994,Direct migration background,4th Quintile,No,0.23635,79,371,0.19306,0.27964
1994,Direct migration background,5th Quintile,Yes,0.78821,211,286,0.74077,0.83564
1994,Direct migration background,5th Quintile,No,0.20112,75,286,0.15458,0.24765
1994,Indirect migration background,1st Quintile,Yes,0.18609,80,120,0.11616,0.25601
1994,Indirect migration background,1st Quintile,No,0.07059,40,120,0.02457,0.11661
1994,Indirect migration background,2nd Quintile,Yes,0.18947,63,112,0.11656,0.26237
1994,Indirect migration background,2nd Quintile,No,0.10698,49,112,0.04948,0.16448
1994,Indirect migration background,3rd Quintile,Yes,0.27552,62,101,0.18795,0.36309
1994,Indirect migration background,3rd Quintile,No,0.13239,39,101,0.06597,0.19882
1994,Indirect migration background,4th Quintile,Yes,0.28020,68,68,0.17266,0.38773
1994,Indirect migration background,5th Quintile,Yes,0.29380,31,31,0.13080,0.45680
1995,No migration background,1st Quintile,Yes,0.55892,1078,1535,0.53407,0.58377
1995,No migration background,1st Quintile,No,0.19032,457,1535,0.17067,0.20996
1995,No migration background,2nd Quintile,Yes,0.59264,1455,2011,0.57116,0.61412
1995,No migration background,2nd Quintile,No,0.19247,556,2011,0.17523,0.20970
1995,No migration background,3rd Quintile,Yes,0.59338,1490,2081,0.57227,0.61449
1995,No migration background,3rd Quintile,No,0.21252,591,2081,0.19494,0.23010
1995,No migration background,4th Quintile,Yes,0.63067,1547,2177,0.61039,0.65095
1995,No migration background,4th Quintile,No,0.22748,630,2177,0.20987,0.24509
1995,No migration background,5th Quintile,Yes,0.62565,1469,2111,0.60500,0.64630
1995,No migration background,5th Quintile,No,0.26693,642,2111,0.24806,0.28581
1995,Direct migration background,1st Quintile,Yes,0.54980,534,845,0.51624,0.58337
1995,Direct migration background,1st Quintile,No,0.30908,311,845,0.27791,0.34026
1995,Direct migration background,2nd Quintile,Yes,0.63946,483,714,0.60421,0.67470
1995,Direct migration background,2nd Quintile,No,0.29561,231,714,0.26211,0.32910
1995,Direct migration background,3rd Quintile,Yes,0.67235,358,526,0.63220,0.71250
1995,Direct migration background,3rd Quintile,No,0.28417,168,526,0.24559,0.32275
1995,Direct migration background,4th Quintile,Yes,0.60128,254,386,0.55237,0.65019
1995,Direct migration background,4th Quintile,No,0.38636,132,386,0.33773,0.43500
1995,Direct migration background,5th Quintile,Yes,0.65035,193,286,0.59498,0.70571
1995,Direct migration background,5th Quintile,No,0.33206,93,286,0.27738,0.38673
1995,Indirect migration background,1st Quintile,Yes,0.12350,75,132,0.06716,0.17984
1995,Indirect migration background,1st Quintile,No,0.12407,57,132,0.06762,0.18053
1995,Indirect migration background,2nd Quintile,Yes,0.18363,72,132,0.11733,0.24994
1995,Indirect migration background,2nd Quintile,No,0.11985,60,132,0.06423,0.17547
1995,Indirect migration background,3rd Quintile,Yes,0.24359,62,99,0.15861,0.32858
1995,Indirect migration background,3rd Quintile,No,0.12728,37,99,0.06129,0.19327
1995,Indirect migration background,4th Quintile,Yes,0.23571,47,85,0.14494,0.32648
1995,Indirect migration background,4th Quintile,No,0.21048,38,85,0.12330,0.29765
1996,No migration background,1st Quintile,Yes,0.55752,1071,1535,0.53266,0.58238
1996,No migration background,1st Quintile,No,0.20475,464,1535,0.18456,0.22495
1996,No migration background,2nd Quintile,Yes,0.56274,1307,1867,0.54023,0.58525
1996,No migration background,2nd Quintile,No,0.20259,560,1867,0.18435,0.22082
1996,No migration background,3rd Quintile,Yes,0.59521,1484,2082,0.57412,0.61630
1996,No migration background,3rd Quintile,No,0.21679,598,2082,0.19908,0.23449
1996,No migration background,4th Quintile,Yes,0.61305,1557,2202,0.59270,0.63339
1996,No migration background,4th Quintile,No,0.23691,645,2202,0.21915,0.25468
1996,No migration background,5th Quintile,Yes,0.64582,1507,2110,0.62541,0.66623
1996,No migration background,5th Quintile,No,0.25363,603,2110,0.23507,0.27220
1996,Direct migration background,1st Quintile,Yes,0.58666,549,838,0.55330,0.62002
1996,Direct migration background,1st Quintile,No,0.27553,289,838,0.24526,0.30580
1996,Direct migration background,2nd Quintile,Yes,0.67431,434,622,0.63745,0.71116
1996,Direct migration background,2nd Quintile,No,0.23845,188,622,0.20494,0.27197
1996,Direct migration background,3rd Quintile,Yes,0.64964,320,452,0.60560,0.69367
1996,Direct migration background,3rd Quintile,No,0.28781,132,452,0.24602,0.32959
1996,Direct migration background,4th Quintile,Yes,0.69128,270,387,0.64519,0.73736
1996,Direct migration background,4th Quintile,No,0.29254,117,387,0.24715,0.33792
1996,Direct migration background,5th Quintile,Yes,0.67422,178,262,0.61736,0.73108
1996,Direct migration background,5th Quintile,No,0.31894,84,262,0.26240,0.37548
1996,Indirect migration background,1st Quintile,Yes,0.14810,89,161,0.09306,0.20314
1996,Indirect migration background,1st Quintile,No,0.10769,72,161,0.05966,0.15573
1996,Indirect migration background,2nd Quintile,Yes,0.20836,68,114,0.13347,0.28324
1996,Indirect migration background,2nd Quintile,No,0.12235,46,114,0.06193,0.18277
1996,Indirect migration background,3rd Quintile,Yes,0.22564,71,111,0.14752,0.30375
1996,Indirect migration background,3rd Quintile,No,0.14226,40,111,0.07698,0.20754
1996,Indirect migration background,4th Quintile,Yes,0.22612,58,91,0.13969,0.31254
1996,Indirect migration background,4th Quintile,No,0.16689,33,91,0.08986,0.24393
1997,No migration background,1st Quintile,Yes,0.55625,972,1398,0.53020,0.58231
1997,No migration background,1st Quintile,No,0.21159,426,1398,0.19017,0.23300
1997,No migration background,2nd Quintile,Yes,0.56803,1367,1985,0.54624,0.58983
1997,No migration background,2nd Quintile,No,0.22138,618,1985,0.20311,0.23965
1997,No migration background,3rd Quintile,Yes,0.58958,1487,2073,0.56840,0.61076
1997,No migration background,3rd Quintile,No,0.22039,586,2073,0.20254,0.23824
1997,No migration background,4th Quintile,Yes,0.60154,1468,2191,0.58104,0.62205
1997,No migration background,4th Quintile,No,0.25910,723,2191,0.24075,0.27745
1997,No migration background,5th Quintile,Yes,0.63990,1483,2112,0.61943,0.66038
1997,No migration background,5th Quintile,No,0.26676,629,2112,0.24790,0.28563
1997,Direct migration background,1st Quintile,Yes,0.59487,541,812,0.56109,0.62866
1997,Direct migration background,1st Quintile,No,0.30209,271,812,0.27048,0.33369
1997,Direct migration background,2nd Quintile,Yes,0.65941,411,599,0.62143,0.69739
1997,Direct migration background,2nd Quintile,No,0.28264,188,599,0.24655,0.31873
1997,Direct migration background,3rd Quintile,Yes,0.65081,288,433,0.60586,0.69577
1997,Direct migration background,3rd Quintile,No,0.31244,145,433,0.26874,0.35615
1997,Direct migration background,4th Quintile,Yes,0.67727,255,374,0.62983,0.72472
1997,Direct migration background,4th Quintile,No,0.30046,119,374,0.25393,0.34698
1997,Direct migration background,5th Quintile,Yes,0.71411,167,236,0.65634,0.77188
1997,Direct migration background,5th Quintile,No,0.25591,69,236,0.20012,0.31170
1997,Indirect migration background,1st Quintile,Yes,0.17685,89,164,0.11827,0.23542
1997,Indirect migration background,1st Quintile,No,0.11568,75,164,0.06657,0.16478
1997,Indirect migration background,2nd Quintile,Yes,0.22475,83,148,0.15727,0.29223
1997,Indirect migration background,2nd Quintile,No,0.15711,65,148,0.09828,0.21594
1997,Indirect migration background,3rd Quintile,Yes,0.20941,54,105,0.13121,0.28761
1997,Indirect migration background,3rd Quintile,No,0.17259,51,105,0.09996,0.24522
1997,Indirect migration background,4th Quintile,Yes,0.32915,53,90,0.23153,0.42678
1997,Indirect migration background,4th Quintile,No,0.18660,37,90,0.10566,0.26754
1997,Indirect migration background,5th Quintile,Yes,0.23980,34,34,0.09413,0.38548
1998,No migration background,1st Quintile,Yes,0.52113,935,1393,0.49488,0.54737
1998,No migration background,1st Quintile,No,0.23997,458,1393,0.21753,0.26240
1998,No migration background,2nd Quintile,Yes,0.54244,1211,1835,0.51964,0.56524
1998,No migration background,2nd Quintile,No,0.23630,624,1835,0.21686,0.25574
1998,No migration background,3rd Quintile,Yes,0.60926,1463,2060,0.58818,0.63034
1998,No migration background,3rd Quintile,No,0.21826,597,2060,0.20042,0.23610
1998,No migration background,4th Quintile,Yes,0.59822,1480,2160,0.57754,0.61890
1998,No migration background,4th Quintile,No,0.26598,680,2160,0.24734,0.28462
1998,No migration background,5th Quintile,Yes,0.62441,1372,2002,0.60319,0.64563
1998,No migration background,5th Quintile,No,0.26276,630,2002,0.24348,0.28205
1998,Direct migration background,1st Quintile,Yes,0.56224,459,745,0.52659,0.59789
1998,Direct migration background,1st Quintile,No,0.34458,286,745,0.31043,0.37873
1998,Direct migration background,2nd Quintile,Yes,0.65879,350,519,0.61796,0.69961
1998,Direct migration background,2nd Quintile,No,0.29161,169,519,0.25247,0.33075
1998,Direct migration background,3rd Quintile,Yes,0.70687,271,393,0.66181,0.75193
1998,Direct migration background,3rd Quintile,No,0.24784,122,393,0.20510,0.29059
1998,Direct migration background,4th Quintile,Yes,0.71653,234,330,0.66783,0.76523
1998,Direct migration background,4th Quintile,No,0.27060,96,330,0.22259,0.31861
1998,Direct migration background,5th Quintile,Yes,0.68028,141,213,0.61750,0.74306
1998,Direct migration background,5th Quintile,No,0.28708,72,213,0.22618,0.34798
1998,Indirect migration background,1st Quintile,Yes,0.16688,85,176,0.11163,0.22212
1998,Indirect migration background,1st Quintile,No,0.15620,91,176,0.10241,0.20998
1998,Indirect migration background,2nd Quintile,Yes,0.19959,77,135,0.13191,0.26726
1998,Indirect migration background,2nd Quintile,No,0.13346,58,135,0.07588,0.19104
1998,Indirect migration background,3rd Quintile,Yes,0.25961,66,104,0.17494,0.34428
1998,Indirect migration background,3rd Quintile,No,0.16036,38,104,0.08950,0.23123
1998,Indirect migration background,4th Quintile,Yes,0.36151,67,105,0.26917,0.45384
1998,Indirect migration background,4th Quintile,No,0.27019,38,105,0.18485,0.35554
1998,Indirect migration background,5th Quintile,Yes,0.29034,36,36,0.13996,0.44073
1999,No migration background,1st Quintile,Yes,0.54569,1152,1679,0.52187,0.56951
1999,No migration background,1st Quintile,No,0.22554,527,1679,0.20555,0.24554
1999,No migration background,2nd Quintile,Yes,0.58133,1494,2138,0.56041,0.60224
1999,No migration background,2nd Quintile,No,0.22719,644,2138,0.20943,0.24496
1999,No migration background,3rd Quintile,Yes,0.61823,1697,2311,0.59842,0.63805
1999,No migration background,3rd Quintile,No,0.20218,614,2311,0.18580,0.21856
1999,No migration background,4th Quintile,Yes,0.63041,1691,2334,0.61083,0.65000
1999,No migration background,4th Quintile,No,0.23383,643,2334,0.21666,0.25101
1999,No migration background,5th Quintile,Yes,0.62038,1638,2360,0.60079,0.63996
1999,No migration background,5th Quintile,No,0.27948,722,2360,0.26137,0.29759
1999,Direct migration background,1st Quintile,Yes,0.59207,475,712,0.55595,0.62820
1999,Direct migration background,1st Quintile,No,0.32152,237,712,0.28719,0.35586
1999,Direct migration background,2nd Quintile,Yes,0.61266,377,583,0.57309,0.65224
1999,Direct migration background,2nd Quintile,No,0.33022,206,583,0.29201,0.36843
1999,Direct migration background,3rd Quintile,Yes,0.69806,278,389,0.65238,0.74374
1999,Direct migration background,3rd Quintile,No,0.26140,111,389,0.21768,0.30512
1999,Direct migration background,4th Quintile,Yes,0.71734,229,314,0.66745,0.76723
1999,Direct migration background,4th Quintile,No,0.26294,85,314,0.21417,0.31171
1999,Direct migration background,5th Quintile,Yes,0.59387,118,194,0.52458,0.66316
1999,Direct migration background,5th Quintile,No,0.37804,76,194,0.30963,0.44645
1999,Indirect migration background,1st Quintile,Yes,0.18664,98,185,0.13034,0.24294
1999,Indirect migration background,1st Quintile,No,0.14254,87,185,0.09203,0.19306
1999,Indirect migration background,2nd Quintile,Yes,0.21057,84,139,0.14254,0.27859
1999,Indirect migration background,2nd Quintile,No,0.15644,55,139,0.09583,0.21705
1999,Indirect migration background,3rd Quintile,Yes,0.30338,69,117,0.21972,0.38704
1999,Indirect migration background,3rd Quintile,No,0.18785,48,117,0.11677,0.25893
1999,Indirect migration background,4th Quintile,Yes,0.31193,69,104,0.22246,0.40140
1999,Indirect migration background,4th Quintile,No,0.12194,35,104,0.05875,0.18514
1999,Indirect migration background,5th Quintile,Yes,0.39631,34,34,0.22942,0.56319
2000,No migration background,1st Quintile,Yes,0.57025,1165,1680,0.54657,0.59393
