year,age_gr,bula_h,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,17-29 y.,"Rhineland-Palatinate, Saarland",Yes,0.64236,142,225,0.57960,0.70513
1987,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.35764,83,225,0.29487,0.42040
1987,17-29 y.,Baden-Wuerttemberg,Yes,0.65591,381,593,0.61764,0.69418
1987,17-29 y.,Baden-Wuerttemberg,No,0.34370,212,593,0.30544,0.38195
1987,17-29 y.,Bavaria,Yes,0.70287,330,494,0.66253,0.74321
1987,17-29 y.,Bavaria,No,0.29421,164,494,0.25398,0.33443
1987,17-29 y.,Berlin,Yes,0.59259,55,94,0.49273,0.69246
1987,17-29 y.,Berlin,No,0.40741,39,94,0.30754,0.50727
1987,30-45 y.,Schleswig-Holstein,Yes,0.71671,83,114,0.63362,0.79979
1987,30-45 y.,Schleswig-Holstein,No,0.28329,31,114,0.20021,0.36638
1987,30-45 y.,Hamburg,Yes,0.69177,58,58,0.57190,0.81165
1987,30-45 y.,Lower Saxony,Yes,0.63368,193,302,0.57925,0.68811
1987,30-45 y.,Lower Saxony,No,0.36632,109,302,0.31189,0.42075
1987,30-45 y.,North Rhine-Westphalia,Yes,0.62984,588,925,0.59871,0.66098
1987,30-45 y.,North Rhine-Westphalia,No,0.37016,337,925,0.33902,0.40129
1987,30-45 y.,Hesse,Yes,0.66616,206,318,0.61424,0.71807
1987,30-45 y.,Hesse,No,0.33384,112,318,0.28193,0.38576
1987,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.64432,114,175,0.57318,0.71545
1987,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.35568,61,175,0.28455,0.42682
1987,30-45 y.,Baden-Wuerttemberg,Yes,0.63178,371,593,0.59292,0.67063
1987,30-45 y.,Baden-Wuerttemberg,No,0.36822,222,593,0.32937,0.40708
1987,30-45 y.,Bavaria,Yes,0.63452,335,532,0.59356,0.67548
1987,30-45 y.,Bavaria,No,0.36548,197,532,0.32452,0.40644
1987,30-45 y.,Berlin,Yes,0.73630,82,82,0.64033,0.83226
1987,46-65 y.,Schleswig-Holstein,Yes,0.82110,72,72,0.73195,0.91025
1987,46-65 y.,Hamburg,Yes,0.69021,47,47,0.55658,0.82384
1987,46-65 y.,Lower Saxony,Yes,0.76561,268,350,0.72117,0.81006
1987,46-65 y.,Lower Saxony,No,0.23439,82,350,0.18994,0.27883
1987,46-65 y.,North Rhine-Westphalia,Yes,0.78325,620,843,0.75542,0.81108
1987,46-65 y.,North Rhine-Westphalia,No,0.21675,223,843,0.18892,0.24458
1987,46-65 y.,Hesse,Yes,0.77586,243,320,0.73009,0.82162
1987,46-65 y.,Hesse,No,0.22414,77,320,0.17838,0.26991
1987,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.77529,205,265,0.72494,0.82564
1987,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.22471,60,265,0.17436,0.27506
1987,46-65 y.,Baden-Wuerttemberg,Yes,0.71476,439,615,0.67905,0.75048
1987,46-65 y.,Baden-Wuerttemberg,No,0.28524,176,615,0.24952,0.32095
1987,46-65 y.,Bavaria,Yes,0.76868,391,508,0.73198,0.80539
1987,46-65 y.,Bavaria,No,0.23132,117,508,0.19461,0.26802
1987,46-65 y.,Berlin,Yes,0.78563,91,91,0.70084,0.87042
1987,66 and older,Hamburg,Yes,0.90153,33,33,0.79829,1.00476
1987,66 and older,Lower Saxony,Yes,0.89321,112,112,0.83575,0.95067
1987,66 and older,Bremen,Yes,0.95389,31,31,0.87884,1.02894
1987,66 and older,North Rhine-Westphalia,Yes,0.84431,206,243,0.79863,0.88999
1987,66 and older,North Rhine-Westphalia,No,0.15569,37,243,0.11001,0.20137
1987,66 and older,Hesse,Yes,0.84466,91,91,0.76982,0.91950
1987,66 and older,"Rhineland-Palatinate, Saarland",Yes,0.92781,92,92,0.87463,0.98098
1987,66 and older,Baden-Wuerttemberg,Yes,0.81960,129,160,0.75983,0.87937
1987,66 and older,Baden-Wuerttemberg,No,0.18040,31,160,0.12063,0.24017
1987,66 and older,Bavaria,Yes,0.89000,167,167,0.84240,0.93760
1987,66 and older,Berlin,Yes,0.91146,35,35,0.81597,1.00695
1988,17-29 y.,Schleswig-Holstein,Yes,0.59790,48,81,0.49046,0.70535
1988,17-29 y.,Schleswig-Holstein,No,0.40210,33,81,0.29465,0.50954
1988,17-29 y.,Lower Saxony,Yes,0.61738,190,311,0.56327,0.67148
1988,17-29 y.,Lower Saxony,No,0.38262,121,311,0.32852,0.43673
1988,17-29 y.,North Rhine-Westphalia,Yes,0.62654,460,792,0.59283,0.66025
1988,17-29 y.,North Rhine-Westphalia,No,0.37292,332,792,0.33922,0.40662
1988,17-29 y.,Hesse,Yes,0.57988,147,274,0.52133,0.63843
1988,17-29 y.,Hesse,No,0.41983,127,274,0.36128,0.47837
1988,17-29 y.,"Rhineland-Palatinate, Saarland",Yes,0.59407,126,216,0.52842,0.65971
1988,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.39717,90,216,0.33176,0.46257
1988,17-29 y.,Baden-Wuerttemberg,Yes,0.57781,318,578,0.53751,0.61811
1988,17-29 y.,Baden-Wuerttemberg,No,0.42088,260,578,0.38059,0.46116
1988,17-29 y.,Bavaria,Yes,0.63492,284,461,0.59093,0.67892
1988,17-29 y.,Bavaria,No,0.36392,177,461,0.31995,0.40789
1988,17-29 y.,Berlin,Yes,0.63710,59,90,0.53720,0.73700
1988,17-29 y.,Berlin,No,0.36290,31,90,0.26300,0.46280
1988,30-45 y.,Schleswig-Holstein,Yes,0.61884,72,112,0.52849,0.70919
1988,30-45 y.,Schleswig-Holstein,No,0.38116,40,112,0.29081,0.47151
1988,30-45 y.,Hamburg,Yes,0.50700,34,66,0.38546,0.62854
1988,30-45 y.,Hamburg,No,0.48830,32,66,0.36678,0.60982
1988,30-45 y.,Lower Saxony,Yes,0.63581,165,270,0.57831,0.69332
1988,30-45 y.,Lower Saxony,No,0.36419,105,270,0.30668,0.42169
1988,30-45 y.,North Rhine-Westphalia,Yes,0.58761,506,855,0.55459,0.62063
1988,30-45 y.,North Rhine-Westphalia,No,0.40860,349,855,0.37563,0.44157
1988,30-45 y.,Hesse,Yes,0.55795,176,304,0.50203,0.61387
1988,30-45 y.,Hesse,No,0.44205,128,304,0.38613,0.49797
1988,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.56670,91,165,0.49086,0.64254
1988,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.42330,74,165,0.34768,0.49892
1988,30-45 y.,Baden-Wuerttemberg,Yes,0.60606,338,552,0.56526,0.64686
1988,30-45 y.,Baden-Wuerttemberg,No,0.39129,214,552,0.35054,0.43204
1988,30-45 y.,Bavaria,Yes,0.63408,318,502,0.59190,0.67626
1988,30-45 y.,Bavaria,No,0.36254,184,502,0.32045,0.40464
1988,30-45 y.,Berlin,Yes,0.57856,59,98,0.48029,0.67683
1988,30-45 y.,Berlin,No,0.42144,39,98,0.32317,0.51971
1988,46-65 y.,Schleswig-Holstein,Yes,0.75602,73,73,0.65681,0.85522
1988,46-65 y.,Hamburg,Yes,0.75607,48,48,0.63329,0.87885
1988,46-65 y.,Lower Saxony,Yes,0.72733,253,345,0.68027,0.77439
1988,46-65 y.,Lower Saxony,No,0.27267,92,345,0.22561,0.31973
1988,46-65 y.,North Rhine-Westphalia,Yes,0.70326,560,804,0.67166,0.73485
1988,46-65 y.,North Rhine-Westphalia,No,0.29179,244,804,0.26034,0.32323
1988,46-65 y.,Hesse,Yes,0.75032,244,317,0.70260,0.79804
1988,46-65 y.,Hesse,No,0.24303,73,317,0.19573,0.29032
1988,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.66162,169,256,0.60355,0.71970
1988,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.33838,87,256,0.28030,0.39645
1988,46-65 y.,Baden-Wuerttemberg,Yes,0.66626,408,589,0.62814,0.70437
1988,46-65 y.,Baden-Wuerttemberg,No,0.32919,181,589,0.29121,0.36718
1988,46-65 y.,Bavaria,Yes,0.73511,368,492,0.69608,0.77414
1988,46-65 y.,Bavaria,No,0.25800,124,492,0.21930,0.29670
1988,46-65 y.,Berlin,Yes,0.73498,85,85,0.64059,0.82936
1988,66 and older,Lower Saxony,Yes,0.84381,103,103,0.77336,0.91427
1988,66 and older,North Rhine-Westphalia,Yes,0.85610,197,231,0.81074,0.90146
1988,66 and older,North Rhine-Westphalia,No,0.14225,34,231,0.09710,0.18739
1988,66 and older,Hesse,Yes,0.83081,86,86,0.75110,0.91051
1988,66 and older,"Rhineland-Palatinate, Saarland",Yes,0.82959,82,82,0.74771,0.91147
1988,66 and older,Baden-Wuerttemberg,Yes,0.86354,134,134,0.80520,0.92188
1988,66 and older,Bavaria,Yes,0.87824,158,158,0.82709,0.92940
1989,17-29 y.,Schleswig-Holstein,Yes,0.69373,54,54,0.56963,0.81783
1989,17-29 y.,Lower Saxony,Yes,0.71183,194,288,0.65943,0.76423
1989,17-29 y.,Lower Saxony,No,0.28817,94,288,0.23577,0.34057
1989,17-29 y.,North Rhine-Westphalia,Yes,0.62611,464,778,0.59208,0.66013
1989,17-29 y.,North Rhine-Westphalia,No,0.37194,314,778,0.33796,0.40593
1989,17-29 y.,Hesse,Yes,0.65151,174,283,0.59589,0.70712
1989,17-29 y.,Hesse,No,0.34849,109,283,0.29288,0.40411
1989,17-29 y.,"Rhineland-Palatinate, Saarland",Yes,0.62950,133,209,0.56386,0.69513
1989,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.37050,76,209,0.30487,0.43614
1989,17-29 y.,Baden-Wuerttemberg,Yes,0.58227,316,546,0.54087,0.62368
1989,17-29 y.,Baden-Wuerttemberg,No,0.41773,230,546,0.37632,0.45913
1989,17-29 y.,Bavaria,Yes,0.65130,300,472,0.60826,0.69433
1989,17-29 y.,Bavaria,No,0.34414,172,472,0.30124,0.38705
1989,17-29 y.,Berlin,Yes,0.52456,54,91,0.42138,0.62773
1989,17-29 y.,Berlin,No,0.47199,37,91,0.36885,0.57513
1989,30-45 y.,Schleswig-Holstein,Yes,0.62231,62,98,0.52583,0.71880
1989,30-45 y.,Schleswig-Holstein,No,0.36808,36,98,0.27210,0.46406
1989,30-45 y.,Hamburg,Yes,0.67969,43,43,0.53857,0.82080
1989,30-45 y.,Lower Saxony,Yes,0.61579,158,251,0.55550,0.67609
1989,30-45 y.,Lower Saxony,No,0.37649,93,251,0.31643,0.43655
1989,30-45 y.,North Rhine-Westphalia,Yes,0.59381,498,831,0.56040,0.62722
1989,30-45 y.,North Rhine-Westphalia,No,0.40543,333,831,0.37203,0.43883
1989,30-45 y.,Hesse,Yes,0.61977,184,292,0.56399,0.67554
1989,30-45 y.,Hesse,No,0.38023,108,292,0.32446,0.43601
1989,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.62765,96,158,0.55203,0.70327
1989,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.36097,62,158,0.28585,0.43610
1989,30-45 y.,Baden-Wuerttemberg,Yes,0.56424,326,539,0.52234,0.60614
1989,30-45 y.,Baden-Wuerttemberg,No,0.42958,213,539,0.38775,0.47141
1989,30-45 y.,Bavaria,Yes,0.60240,293,482,0.55866,0.64614
1989,30-45 y.,Bavaria,No,0.39672,189,482,0.35300,0.44044
1989,30-45 y.,Berlin,Yes,0.65159,68,68,0.53750,0.76568
1989,46-65 y.,Schleswig-Holstein,Yes,0.77860,70,70,0.68063,0.87656
1989,46-65 y.,Hamburg,Yes,0.77850,43,43,0.65292,0.90409
1989,46-65 y.,Lower Saxony,Yes,0.72445,242,332,0.67631,0.77258
1989,46-65 y.,Lower Saxony,No,0.27485,90,332,0.22675,0.32294
1989,46-65 y.,North Rhine-Westphalia,Yes,0.72552,539,765,0.69388,0.75717
1989,46-65 y.,North Rhine-Westphalia,No,0.26816,226,765,0.23675,0.29957
1989,46-65 y.,Hesse,Yes,0.75772,224,316,0.71040,0.80504
1989,46-65 y.,Hesse,No,0.23805,92,316,0.19102,0.28508
1989,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.69523,167,239,0.63675,0.75371
1989,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.29975,72,239,0.24154,0.35795
