year,pgisced97,quintil_oecd,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,No answer / don't know,1st Quintile,Yes,0.67850,156,243,0.61966,0.73735
2018,No answer / don't know,1st Quintile,No,0.32150,87,243,0.26265,0.38034
2018,No answer / don't know,2nd Quintile,Yes,0.45472,75,133,0.36977,0.53967
2018,No answer / don't know,2nd Quintile,No,0.54528,58,133,0.46033,0.63023
2018,No answer / don't know,3rd Quintile,Yes,0.64749,57,92,0.54932,0.74565
2018,No answer / don't know,3rd Quintile,No,0.35251,35,92,0.25435,0.45068
2018,No answer / don't know,4th Quintile,Yes,0.62101,53,53,0.48915,0.75287
2018,No answer / don't know,5th Quintile,Yes,0.72077,37,37,0.57422,0.86732
2018,Pre-primary Level,1st Quintile,Yes,0.49254,51,89,0.38809,0.59700
2018,Pre-primary Level,1st Quintile,No,0.50746,38,89,0.40300,0.61191
2018,Pre-primary Level,2nd Quintile,Yes,0.77781,48,48,0.65896,0.89666
2018,Pre-primary Level,3rd Quintile,Yes,0.78211,49,49,0.66532,0.89890
2018,Pre-primary Level,5th Quintile,Yes,0.68223,32,32,0.51833,0.84614
2018,Primary Level,1st Quintile,Yes,0.77900,161,240,0.72639,0.83160
2018,Primary Level,1st Quintile,No,0.22100,79,240,0.16840,0.27361
2018,Primary Level,2nd Quintile,Yes,0.58628,69,69,0.46922,0.70334
2018,Primary Level,3rd Quintile,Yes,0.92978,32,32,0.83984,1.01973
2018,Lower Secondary Level,1st Quintile,Yes,0.74170,678,984,0.71434,0.76906
2018,Lower Secondary Level,1st Quintile,No,0.25830,306,984,0.23094,0.28566
2018,Lower Secondary Level,2nd Quintile,Yes,0.69090,485,704,0.65674,0.72506
2018,Lower Secondary Level,2nd Quintile,No,0.30910,219,704,0.27494,0.34326
2018,Lower Secondary Level,3rd Quintile,Yes,0.69298,315,441,0.64988,0.73608
2018,Lower Secondary Level,3rd Quintile,No,0.30702,126,441,0.26392,0.35012
2018,Lower Secondary Level,4th Quintile,Yes,0.74943,176,235,0.69390,0.80495
2018,Lower Secondary Level,4th Quintile,No,0.25057,59,235,0.19505,0.30610
2018,Lower Secondary Level,5th Quintile,Yes,0.66582,88,125,0.58279,0.74884
2018,Lower Secondary Level,5th Quintile,No,0.33418,37,125,0.25116,0.41721
2018,Upper Secondary Level,1st Quintile,Yes,0.73419,1551,2199,0.71573,0.75266
2018,Upper Secondary Level,1st Quintile,No,0.26581,648,2199,0.24734,0.28427
2018,Upper Secondary Level,2nd Quintile,Yes,0.74248,1939,2698,0.72598,0.75898
2018,Upper Secondary Level,2nd Quintile,No,0.25752,759,2698,0.24102,0.27402
2018,Upper Secondary Level,3rd Quintile,Yes,0.73745,1768,2390,0.71980,0.75509
2018,Upper Secondary Level,3rd Quintile,No,0.26255,622,2390,0.24491,0.28020
2018,Upper Secondary Level,4th Quintile,Yes,0.74264,1522,2089,0.72389,0.76139
2018,Upper Secondary Level,4th Quintile,No,0.25736,567,2089,0.23861,0.27611
2018,Upper Secondary Level,5th Quintile,Yes,0.69666,1128,1571,0.67392,0.71940
2018,Upper Secondary Level,5th Quintile,No,0.30334,443,1571,0.28060,0.32608
2018,Post-secondary Non-tertiary Level,1st Quintile,Yes,0.68129,261,361,0.63316,0.72943
2018,Post-secondary Non-tertiary Level,1st Quintile,No,0.31871,100,361,0.27057,0.36684
2018,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.70663,301,438,0.66394,0.74932
2018,Post-secondary Non-tertiary Level,2nd Quintile,No,0.29337,137,438,0.25068,0.33606
2018,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.73377,322,455,0.69312,0.77443
2018,Post-secondary Non-tertiary Level,3rd Quintile,No,0.26623,133,455,0.22557,0.30688
2018,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.70837,296,426,0.66515,0.75158
2018,Post-secondary Non-tertiary Level,4th Quintile,No,0.29163,130,426,0.24842,0.33485
2018,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.70618,259,359,0.65900,0.75337
2018,Post-secondary Non-tertiary Level,5th Quintile,No,0.29382,100,359,0.24663,0.34100
2018,First Stage of Tertiary Education,1st Quintile,Yes,0.76689,82,82,0.67481,0.85897
2018,First Stage of Tertiary Education,2nd Quintile,Yes,0.80535,202,257,0.75684,0.85385
2018,First Stage of Tertiary Education,2nd Quintile,No,0.19465,55,257,0.14615,0.24316
2018,First Stage of Tertiary Education,3rd Quintile,Yes,0.69135,215,303,0.63925,0.74345
2018,First Stage of Tertiary Education,3rd Quintile,No,0.30865,88,303,0.25655,0.36075
2018,First Stage of Tertiary Education,4th Quintile,Yes,0.69592,261,361,0.64840,0.74344
2018,First Stage of Tertiary Education,4th Quintile,No,0.30408,100,361,0.25656,0.35160
2018,First Stage of Tertiary Education,5th Quintile,Yes,0.67460,262,372,0.62692,0.72227
2018,First Stage of Tertiary Education,5th Quintile,No,0.32540,110,372,0.27773,0.37308
2018,Second Stage of Tertiary Education,1st Quintile,Yes,0.70509,332,479,0.66421,0.74597
2018,Second Stage of Tertiary Education,1st Quintile,No,0.29491,147,479,0.25403,0.33579
2018,Second Stage of Tertiary Education,2nd Quintile,Yes,0.72906,514,694,0.69597,0.76215
2018,Second Stage of Tertiary Education,2nd Quintile,No,0.27094,180,694,0.23785,0.30403
2018,Second Stage of Tertiary Education,3rd Quintile,Yes,0.77215,698,947,0.74542,0.79888
2018,Second Stage of Tertiary Education,3rd Quintile,No,0.22785,249,947,0.20112,0.25458
2018,Second Stage of Tertiary Education,4th Quintile,Yes,0.75964,1054,1426,0.73745,0.78182
2018,Second Stage of Tertiary Education,4th Quintile,No,0.24036,372,1426,0.21818,0.26255
2018,Second Stage of Tertiary Education,5th Quintile,Yes,0.72437,1803,2511,0.70689,0.74185
2018,Second Stage of Tertiary Education,5th Quintile,No,0.27563,708,2511,0.25815,0.29311
2019,No answer / don't know,1st Quintile,Yes,0.68332,143,221,0.62185,0.74479
2019,No answer / don't know,1st Quintile,No,0.31668,78,221,0.25521,0.37815
2019,No answer / don't know,2nd Quintile,Yes,0.52863,70,119,0.43856,0.61870
2019,No answer / don't know,2nd Quintile,No,0.47137,49,119,0.38130,0.56144
2019,No answer / don't know,3rd Quintile,Yes,0.74877,48,80,0.65313,0.84442
2019,No answer / don't know,3rd Quintile,No,0.25123,32,80,0.15558,0.34687
2019,No answer / don't know,4th Quintile,Yes,0.70710,33,33,0.54942,0.86478
2019,Pre-primary Level,1st Quintile,Yes,0.64501,53,95,0.54827,0.74174
2019,Pre-primary Level,1st Quintile,No,0.35499,42,95,0.25826,0.45173
2019,Pre-primary Level,2nd Quintile,Yes,0.67301,44,76,0.56684,0.77918
2019,Pre-primary Level,2nd Quintile,No,0.32699,32,76,0.22082,0.43316
2019,Pre-primary Level,3rd Quintile,Yes,0.65538,35,35,0.49564,0.81513
2019,Pre-primary Level,4th Quintile,Yes,0.79865,37,37,0.66766,0.92965
2019,Pre-primary Level,5th Quintile,Yes,0.87178,39,39,0.76548,0.97809
2019,Primary Level,1st Quintile,Yes,0.80199,178,245,0.75199,0.85200
2019,Primary Level,1st Quintile,No,0.19801,67,245,0.14800,0.24801
2019,Primary Level,2nd Quintile,Yes,0.73734,60,60,0.62504,0.84963
2019,Lower Secondary Level,1st Quintile,Yes,0.76272,658,923,0.73525,0.79018
2019,Lower Secondary Level,1st Quintile,No,0.23728,265,923,0.20982,0.26475
2019,Lower Secondary Level,2nd Quintile,Yes,0.75038,463,639,0.71680,0.78396
2019,Lower Secondary Level,2nd Quintile,No,0.24962,176,639,0.21604,0.28320
2019,Lower Secondary Level,3rd Quintile,Yes,0.71829,262,371,0.67245,0.76412
2019,Lower Secondary Level,3rd Quintile,No,0.28171,109,371,0.23588,0.32755
2019,Lower Secondary Level,4th Quintile,Yes,0.71431,181,249,0.65809,0.77054
2019,Lower Secondary Level,4th Quintile,No,0.28569,68,249,0.22946,0.34191
2019,Lower Secondary Level,5th Quintile,Yes,0.62190,83,118,0.53403,0.70977
2019,Lower Secondary Level,5th Quintile,No,0.37810,35,118,0.29023,0.46597
2019,Upper Secondary Level,1st Quintile,Yes,0.75748,1507,2071,0.73901,0.77594
2019,Upper Secondary Level,1st Quintile,No,0.24252,564,2071,0.22406,0.26099
2019,Upper Secondary Level,2nd Quintile,Yes,0.75065,1867,2558,0.73388,0.76742
2019,Upper Secondary Level,2nd Quintile,No,0.24935,691,2558,0.23258,0.26612
2019,Upper Secondary Level,3rd Quintile,Yes,0.73165,1627,2206,0.71315,0.75014
2019,Upper Secondary Level,3rd Quintile,No,0.26835,579,2206,0.24986,0.28685
2019,Upper Secondary Level,4th Quintile,Yes,0.74283,1420,1936,0.72336,0.76231
2019,Upper Secondary Level,4th Quintile,No,0.25717,516,1936,0.23769,0.27664
2019,Upper Secondary Level,5th Quintile,Yes,0.74134,1065,1442,0.71873,0.76395
2019,Upper Secondary Level,5th Quintile,No,0.25866,377,1442,0.23605,0.28127
2019,Post-secondary Non-tertiary Level,1st Quintile,Yes,0.67251,203,300,0.61931,0.72570
2019,Post-secondary Non-tertiary Level,1st Quintile,No,0.32749,97,300,0.27430,0.38069
2019,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.66968,297,433,0.62533,0.71403
2019,Post-secondary Non-tertiary Level,2nd Quintile,No,0.33032,136,433,0.28597,0.37467
2019,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.71069,301,440,0.66827,0.75310
2019,Post-secondary Non-tertiary Level,3rd Quintile,No,0.28931,139,440,0.24690,0.33173
2019,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.75957,264,359,0.71530,0.80384
2019,Post-secondary Non-tertiary Level,4th Quintile,No,0.24043,95,359,0.19616,0.28470
2019,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.72536,263,363,0.67938,0.77134
2019,Post-secondary Non-tertiary Level,5th Quintile,No,0.27464,100,363,0.22866,0.32062
2019,First Stage of Tertiary Education,1st Quintile,Yes,0.72275,62,62,0.61041,0.83508
2019,First Stage of Tertiary Education,2nd Quintile,Yes,0.79168,181,229,0.73896,0.84439
2019,First Stage of Tertiary Education,2nd Quintile,No,0.20832,48,229,0.15561,0.26104
2019,First Stage of Tertiary Education,3rd Quintile,Yes,0.70812,211,296,0.65624,0.76000
2019,First Stage of Tertiary Education,3rd Quintile,No,0.29188,85,296,0.24000,0.34376
2019,First Stage of Tertiary Education,4th Quintile,Yes,0.72333,241,323,0.67447,0.77219
2019,First Stage of Tertiary Education,4th Quintile,No,0.27667,82,323,0.22781,0.32553
2019,First Stage of Tertiary Education,5th Quintile,Yes,0.65865,267,378,0.61078,0.70651
2019,First Stage of Tertiary Education,5th Quintile,No,0.34135,111,378,0.29349,0.38922
2019,Second Stage of Tertiary Education,1st Quintile,Yes,0.72726,356,485,0.68758,0.76694
2019,Second Stage of Tertiary Education,1st Quintile,No,0.27274,129,485,0.23306,0.31242
2019,Second Stage of Tertiary Education,2nd Quintile,Yes,0.72869,470,624,0.69377,0.76360
2019,Second Stage of Tertiary Education,2nd Quintile,No,0.27131,154,624,0.23640,0.30623
2019,Second Stage of Tertiary Education,3rd Quintile,Yes,0.72921,676,939,0.70078,0.75765
2019,Second Stage of Tertiary Education,3rd Quintile,No,0.27079,263,939,0.24235,0.29922
2019,Second Stage of Tertiary Education,4th Quintile,Yes,0.72776,915,1274,0.70331,0.75222
2019,Second Stage of Tertiary Education,4th Quintile,No,0.27224,359,1274,0.24778,0.29669
2019,Second Stage of Tertiary Education,5th Quintile,Yes,0.73975,1777,2417,0.72226,0.75725
2019,Second Stage of Tertiary Education,5th Quintile,No,0.26025,640,2417,0.24275,0.27774
2020,No answer / don't know,1st Quintile,Yes,0.52748,169,313,0.47208,0.58288
2020,No answer / don't know,1st Quintile,No,0.47252,144,313,0.41712,0.52792
2020,No answer / don't know,2nd Quintile,Yes,0.67164,73,118,0.58654,0.75673
2020,No answer / don't know,2nd Quintile,No,0.32836,45,118,0.24327,0.41346
2020,No answer / don't know,3rd Quintile,Yes,0.40950,44,81,0.30175,0.51726
2020,No answer / don't know,3rd Quintile,No,0.59050,37,81,0.48274,0.69825
2020,No answer / don't know,4th Quintile,Yes,0.50085,31,31,0.32193,0.67977
2020,No answer / don't know,5th Quintile,Yes,0.49115,39,39,0.33220,0.65010
2020,Pre-primary Level,1st Quintile,Yes,0.66846,40,40,0.52071,0.81621
2020,Pre-primary Level,2nd Quintile,Yes,0.66406,38,38,0.51187,0.81625
2020,Pre-primary Level,3rd Quintile,Yes,0.66818,44,44,0.52744,0.80892
2020,Pre-primary Level,5th Quintile,Yes,0.54130,31,31,0.36298,0.71961
2020,Primary Level,1st Quintile,Yes,0.67398,557,1027,0.64530,0.70266
2020,Primary Level,1st Quintile,No,0.32602,470,1027,0.29734,0.35470
2020,Primary Level,2nd Quintile,Yes,0.68198,85,142,0.60511,0.75885
2020,Primary Level,2nd Quintile,No,0.31802,57,142,0.24115,0.39489
2020,Lower Secondary Level,1st Quintile,Yes,0.68387,812,1332,0.65889,0.70885
2020,Lower Secondary Level,1st Quintile,No,0.31613,520,1332,0.29115,0.34111
2020,Lower Secondary Level,2nd Quintile,Yes,0.69779,414,624,0.66173,0.73385
2020,Lower Secondary Level,2nd Quintile,No,0.30221,210,624,0.26615,0.33827
2020,Lower Secondary Level,3rd Quintile,Yes,0.66290,240,370,0.61466,0.71113
2020,Lower Secondary Level,3rd Quintile,No,0.33710,130,370,0.28887,0.38534
2020,Lower Secondary Level,4th Quintile,Yes,0.67424,154,232,0.61381,0.73468
2020,Lower Secondary Level,4th Quintile,No,0.32576,78,232,0.26532,0.38619
2020,Lower Secondary Level,5th Quintile,Yes,0.55700,89,137,0.47351,0.64048
2020,Lower Secondary Level,5th Quintile,No,0.44300,48,137,0.35952,0.52649
2020,Upper Secondary Level,1st Quintile,Yes,0.70066,1582,2428,0.68244,0.71888
2020,Upper Secondary Level,1st Quintile,No,0.29934,846,2428,0.28112,0.31756
2020,Upper Secondary Level,2nd Quintile,Yes,0.70567,1766,2532,0.68791,0.72342
2020,Upper Secondary Level,2nd Quintile,No,0.29433,766,2532,0.27658,0.31209
2020,Upper Secondary Level,3rd Quintile,Yes,0.69337,1417,2046,0.67338,0.71335
2020,Upper Secondary Level,3rd Quintile,No,0.30663,629,2046,0.28665,0.32662
2020,Upper Secondary Level,4th Quintile,Yes,0.70622,1388,1948,0.68599,0.72646
2020,Upper Secondary Level,4th Quintile,No,0.29378,560,1948,0.27354,0.31401
2020,Upper Secondary Level,5th Quintile,Yes,0.66732,1110,1634,0.64447,0.69017
2020,Upper Secondary Level,5th Quintile,No,0.33268,524,1634,0.30983,0.35553
2020,Post-secondary Non-tertiary Level,1st Quintile,Yes,0.69210,262,404,0.64703,0.73717
2020,Post-secondary Non-tertiary Level,1st Quintile,No,0.30790,142,404,0.26283,0.35297
2020,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.62109,257,402,0.57361,0.66857
2020,Post-secondary Non-tertiary Level,2nd Quintile,No,0.37891,145,402,0.33143,0.42639
2020,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.63977,278,414,0.59347,0.68607
2020,Post-secondary Non-tertiary Level,3rd Quintile,No,0.36023,136,414,0.31393,0.40653
2020,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.69524,281,421,0.65121,0.73926
2020,Post-secondary Non-tertiary Level,4th Quintile,No,0.30476,140,421,0.26074,0.34879
2020,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.61236,319,484,0.56891,0.65581
2020,Post-secondary Non-tertiary Level,5th Quintile,No,0.38764,165,484,0.34419,0.43109
2020,First Stage of Tertiary Education,1st Quintile,Yes,0.74203,73,105,0.65794,0.82612
2020,First Stage of Tertiary Education,1st Quintile,No,0.25797,32,105,0.17388,0.34206
2020,First Stage of Tertiary Education,2nd Quintile,Yes,0.75332,162,232,0.69773,0.80892
2020,First Stage of Tertiary Education,2nd Quintile,No,0.24668,70,232,0.19108,0.30227
2020,First Stage of Tertiary Education,3rd Quintile,Yes,0.65056,189,271,0.59369,0.70744
2020,First Stage of Tertiary Education,3rd Quintile,No,0.34944,82,271,0.29256,0.40631
2020,First Stage of Tertiary Education,4th Quintile,Yes,0.59958,238,348,0.54803,0.65114
2020,First Stage of Tertiary Education,4th Quintile,No,0.40042,110,348,0.34886,0.45197
2020,First Stage of Tertiary Education,5th Quintile,Yes,0.66021,331,492,0.61832,0.70211
2020,First Stage of Tertiary Education,5th Quintile,No,0.33979,161,492,0.29789,0.38168
2020,Second Stage of Tertiary Education,1st Quintile,Yes,0.67813,535,876,0.64718,0.70909
2020,Second Stage of Tertiary Education,1st Quintile,No,0.32187,341,876,0.29091,0.35282
2020,Second Stage of Tertiary Education,2nd Quintile,Yes,0.69361,452,693,0.65926,0.72796
2020,Second Stage of Tertiary Education,2nd Quintile,No,0.30639,241,693,0.27204,0.34074
2020,Second Stage of Tertiary Education,3rd Quintile,Yes,0.72442,675,968,0.69625,0.75258
2020,Second Stage of Tertiary Education,3rd Quintile,No,0.27558,293,968,0.24742,0.30375
2020,Second Stage of Tertiary Education,4th Quintile,Yes,0.67267,962,1442,0.64844,0.69690
2020,Second Stage of Tertiary Education,4th Quintile,No,0.32733,480,1442,0.30310,0.35156
2020,Second Stage of Tertiary Education,5th Quintile,Yes,0.69075,2096,3057,0.67436,0.70713
2020,Second Stage of Tertiary Education,5th Quintile,No,0.30925,961,3057,0.29287,0.32564
2021,No answer / don't know,1st Quintile,Yes,0.58722,113,184,0.51589,0.65856
2021,No answer / don't know,1st Quintile,No,0.41278,71,184,0.34144,0.48411
2021,No answer / don't know,2nd Quintile,Yes,0.71567,72,106,0.62938,0.80195
2021,No answer / don't know,2nd Quintile,No,0.28433,34,106,0.19805,0.37062
2021,No answer / don't know,3rd Quintile,Yes,0.76347,56,56,0.65116,0.87578
2021,No answer / don't know,4th Quintile,Yes,0.73301,49,49,0.60786,0.85816
2021,No answer / don't know,5th Quintile,Yes,0.60993,100,150,0.53161,0.68825
2021,No answer / don't know,5th Quintile,No,0.39007,50,150,0.31175,0.46839
2021,Pre-primary Level,1st Quintile,Yes,0.71109,34,34,0.55644,0.86574
2021,Primary Level,1st Quintile,Yes,0.67705,89,139,0.59904,0.75507
2021,Primary Level,1st Quintile,No,0.32295,50,139,0.24493,0.40096
2021,Lower Secondary Level,1st Quintile,Yes,0.68516,373,541,0.64598,0.72433
2021,Lower Secondary Level,1st Quintile,No,0.31484,168,541,0.27567,0.35402
2021,Lower Secondary Level,2nd Quintile,Yes,0.72255,248,367,0.67668,0.76842
2021,Lower Secondary Level,2nd Quintile,No,0.27745,119,367,0.23158,0.32332
2021,Lower Secondary Level,3rd Quintile,Yes,0.76461,152,209,0.70696,0.82227
2021,Lower Secondary Level,3rd Quintile,No,0.23539,57,209,0.17773,0.29304
2021,Lower Secondary Level,4th Quintile,Yes,0.74266,113,155,0.67362,0.81171
2021,Lower Secondary Level,4th Quintile,No,0.25734,42,155,0.18829,0.32638
2021,Lower Secondary Level,5th Quintile,Yes,0.69639,63,63,0.58193,0.81085
2021,Upper Secondary Level,1st Quintile,Yes,0.74781,1071,1481,0.72569,0.76994
2021,Upper Secondary Level,1st Quintile,No,0.25219,410,1481,0.23006,0.27431
2021,Upper Secondary Level,2nd Quintile,Yes,0.72825,1177,1653,0.70680,0.74970
2021,Upper Secondary Level,2nd Quintile,No,0.27175,476,1653,0.25030,0.29320
2021,Upper Secondary Level,3rd Quintile,Yes,0.71094,1042,1443,0.68754,0.73433
2021,Upper Secondary Level,3rd Quintile,No,0.28906,401,1443,0.26567,0.31246
2021,Upper Secondary Level,4th Quintile,Yes,0.75563,919,1237,0.73168,0.77959
2021,Upper Secondary Level,4th Quintile,No,0.24437,318,1237,0.22041,0.26832
2021,Upper Secondary Level,5th Quintile,Yes,0.76249,852,1136,0.73774,0.78725
2021,Upper Secondary Level,5th Quintile,No,0.23751,284,1136,0.21275,0.26226
2021,Post-secondary Non-tertiary Level,1st Quintile,Yes,0.72585,171,250,0.67044,0.78126
2021,Post-secondary Non-tertiary Level,1st Quintile,No,0.27415,79,250,0.21874,0.32956
2021,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.69906,228,326,0.64920,0.74893
2021,Post-secondary Non-tertiary Level,2nd Quintile,No,0.30094,98,326,0.25107,0.35080
2021,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.64136,239,339,0.59023,0.69249
2021,Post-secondary Non-tertiary Level,3rd Quintile,No,0.35864,100,339,0.30751,0.40977
2021,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.65759,211,302,0.60398,0.71120
2021,Post-secondary Non-tertiary Level,4th Quintile,No,0.34241,91,302,0.28880,0.39602
2021,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.66529,212,306,0.61233,0.71825
2021,Post-secondary Non-tertiary Level,5th Quintile,No,0.33471,94,306,0.28175,0.38767
2021,First Stage of Tertiary Education,1st Quintile,Yes,0.86597,69,69,0.78499,0.94694
2021,First Stage of Tertiary Education,2nd Quintile,Yes,0.80060,134,172,0.74071,0.86048
2021,First Stage of Tertiary Education,2nd Quintile,No,0.19940,38,172,0.13952,0.25929
2021,First Stage of Tertiary Education,3rd Quintile,Yes,0.63060,137,191,0.56197,0.69923
2021,First Stage of Tertiary Education,3rd Quintile,No,0.36940,54,191,0.30077,0.43803
2021,First Stage of Tertiary Education,4th Quintile,Yes,0.67495,166,229,0.61416,0.73575
2021,First Stage of Tertiary Education,4th Quintile,No,0.32505,63,229,0.26425,0.38584
2021,First Stage of Tertiary Education,5th Quintile,Yes,0.73303,241,322,0.68464,0.78143
2021,First Stage of Tertiary Education,5th Quintile,No,0.26697,81,322,0.21857,0.31536
2021,Second Stage of Tertiary Education,1st Quintile,Yes,0.67951,354,493,0.63827,0.72074
2021,Second Stage of Tertiary Education,1st Quintile,No,0.32049,139,493,0.27926,0.36173
2021,Second Stage of Tertiary Education,2nd Quintile,Yes,0.76287,464,637,0.72981,0.79593
2021,Second Stage of Tertiary Education,2nd Quintile,No,0.23713,173,637,0.20407,0.27019
2021,Second Stage of Tertiary Education,3rd Quintile,Yes,0.74882,568,780,0.71837,0.77928
2021,Second Stage of Tertiary Education,3rd Quintile,No,0.25118,212,780,0.22072,0.28163
2021,Second Stage of Tertiary Education,4th Quintile,Yes,0.70710,831,1141,0.68068,0.73352
2021,Second Stage of Tertiary Education,4th Quintile,No,0.29290,310,1141,0.26648,0.31932
2021,Second Stage of Tertiary Education,5th Quintile,Yes,0.71526,1645,2230,0.69652,0.73399
2021,Second Stage of Tertiary Education,5th Quintile,No,0.28474,585,2230,0.26601,0.30348
2022,No answer / don't know,1st Quintile,Yes,0.65314,190,306,0.59973,0.70656
2022,No answer / don't know,1st Quintile,No,0.34686,116,306,0.29344,0.40027
2022,No answer / don't know,2nd Quintile,Yes,0.61637,64,101,0.52106,0.71168
2022,No answer / don't know,2nd Quintile,No,0.38363,37,101,0.28832,0.47894
2022,No answer / don't know,3rd Quintile,Yes,0.51220,44,44,0.36279,0.66160
2022,No answer / don't know,4th Quintile,Yes,0.47266,32,32,0.29691,0.64841
2022,No answer / don't know,5th Quintile,Yes,0.70133,80,133,0.62325,0.77941
2022,No answer / don't know,5th Quintile,No,0.29867,53,133,0.22059,0.37675
2022,Primary Level,1st Quintile,Yes,0.69206,366,539,0.65305,0.73107
2022,Primary Level,1st Quintile,No,0.30794,173,539,0.26893,0.34695
2022,Primary Level,2nd Quintile,Yes,0.72595,75,115,0.64407,0.80783
2022,Primary Level,2nd Quintile,No,0.27405,40,115,0.19217,0.35593
2022,Lower Secondary Level,1st Quintile,Yes,0.67722,484,700,0.64256,0.71188
2022,Lower Secondary Level,1st Quintile,No,0.32278,216,700,0.28812,0.35744
2022,Lower Secondary Level,2nd Quintile,Yes,0.68188,216,319,0.63069,0.73307
2022,Lower Secondary Level,2nd Quintile,No,0.31812,103,319,0.26693,0.36931
2022,Lower Secondary Level,3rd Quintile,Yes,0.72624,130,181,0.66110,0.79138
2022,Lower Secondary Level,3rd Quintile,No,0.27376,51,181,0.20862,0.33890
2022,Lower Secondary Level,4th Quintile,Yes,0.85602,83,83,0.78003,0.93200
2022,Lower Secondary Level,5th Quintile,Yes,0.59542,45,45,0.45040,0.74045
2022,Upper Secondary Level,1st Quintile,Yes,0.75727,1020,1415,0.73492,0.77961
2022,Upper Secondary Level,1st Quintile,No,0.24273,395,1415,0.22039,0.26508
2022,Upper Secondary Level,2nd Quintile,Yes,0.66707,927,1379,0.64219,0.69195
2022,Upper Secondary Level,2nd Quintile,No,0.33293,452,1379,0.30805,0.35781
2022,Upper Secondary Level,3rd Quintile,Yes,0.71756,760,1103,0.69098,0.74414
2022,Upper Secondary Level,3rd Quintile,No,0.28244,343,1103,0.25586,0.30902
2022,Upper Secondary Level,4th Quintile,Yes,0.66959,671,962,0.63985,0.69933
2022,Upper Secondary Level,4th Quintile,No,0.33041,291,962,0.30067,0.36015
2022,Upper Secondary Level,5th Quintile,Yes,0.66367,578,854,0.63196,0.69537
2022,Upper Secondary Level,5th Quintile,No,0.33633,276,854,0.30463,0.36804
2022,Post-secondary Non-tertiary Level,1st Quintile,Yes,0.78151,177,250,0.73019,0.83284
2022,Post-secondary Non-tertiary Level,1st Quintile,No,0.21849,73,250,0.16716,0.26981
2022,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.68645,174,268,0.63080,0.74210
2022,Post-secondary Non-tertiary Level,2nd Quintile,No,0.31355,94,268,0.25790,0.36920
2022,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.68958,200,281,0.63539,0.74377
2022,Post-secondary Non-tertiary Level,3rd Quintile,No,0.31042,81,281,0.25623,0.36461
2022,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.59941,171,254,0.53903,0.65980
2022,Post-secondary Non-tertiary Level,4th Quintile,No,0.40059,83,254,0.34020,0.46097
2022,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.61080,160,247,0.54987,0.67173
2022,Post-secondary Non-tertiary Level,5th Quintile,No,0.38920,87,247,0.32827,0.45013
2022,First Stage of Tertiary Education,1st Quintile,Yes,0.71052,51,51,0.58481,0.83623
2022,First Stage of Tertiary Education,2nd Quintile,Yes,0.57117,85,128,0.48510,0.65725
2022,First Stage of Tertiary Education,2nd Quintile,No,0.42883,43,128,0.34275,0.51490
2022,First Stage of Tertiary Education,3rd Quintile,Yes,0.74307,110,148,0.67244,0.81371
2022,First Stage of Tertiary Education,3rd Quintile,No,0.25693,38,148,0.18629,0.32756
2022,First Stage of Tertiary Education,4th Quintile,Yes,0.68153,134,189,0.61494,0.74813
2022,First Stage of Tertiary Education,4th Quintile,No,0.31847,55,189,0.25187,0.38506
2022,First Stage of Tertiary Education,5th Quintile,Yes,0.54164,156,239,0.47834,0.60494
2022,First Stage of Tertiary Education,5th Quintile,No,0.45836,83,239,0.39506,0.52166
2022,Second Stage of Tertiary Education,1st Quintile,Yes,0.65818,399,594,0.62000,0.69635
2022,Second Stage of Tertiary Education,1st Quintile,No,0.34182,195,594,0.30365,0.38000
2022,Second Stage of Tertiary Education,2nd Quintile,Yes,0.62858,347,505,0.58640,0.67076
2022,Second Stage of Tertiary Education,2nd Quintile,No,0.37142,158,505,0.32924,0.41360
2022,Second Stage of Tertiary Education,3rd Quintile,Yes,0.69475,494,711,0.66088,0.72863
2022,Second Stage of Tertiary Education,3rd Quintile,No,0.30525,217,711,0.27137,0.33912
2022,Second Stage of Tertiary Education,4th Quintile,Yes,0.66794,756,1064,0.63962,0.69625
2022,Second Stage of Tertiary Education,4th Quintile,No,0.33206,308,1064,0.30375,0.36038
