year,quintil_oecd,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,1st Quintile,Yes,0.74288,1381,2035,0.72388,0.76187
1987,1st Quintile,No,0.25712,654,2035,0.23813,0.27612
1987,2nd Quintile,Yes,0.73564,1438,2063,0.71660,0.75467
1987,2nd Quintile,No,0.26436,625,2063,0.24533,0.28340
1987,3rd Quintile,Yes,0.73192,1467,2104,0.71299,0.75085
1987,3rd Quintile,No,0.26808,637,2104,0.24915,0.28701
1987,4th Quintile,Yes,0.72745,1524,2156,0.70865,0.74625
1987,4th Quintile,No,0.27255,632,2156,0.25375,0.29135
1987,5th Quintile,Yes,0.71920,1468,2091,0.69993,0.73847
1987,5th Quintile,No,0.28080,623,2091,0.26153,0.30007
1988,1st Quintile,Yes,0.71604,1289,1964,0.69609,0.73599
1988,1st Quintile,No,0.28396,675,1964,0.26401,0.30391
1988,2nd Quintile,Yes,0.69958,1301,1977,0.67936,0.71979
1988,2nd Quintile,No,0.30042,676,1977,0.28021,0.32064
1988,3rd Quintile,Yes,0.68817,1326,1995,0.66784,0.70851
1988,3rd Quintile,No,0.31183,669,1995,0.29149,0.33216
1988,4th Quintile,Yes,0.67041,1368,2063,0.65012,0.69070
1988,4th Quintile,No,0.32959,695,2063,0.30930,0.34988
1988,5th Quintile,Yes,0.65934,1247,1934,0.63822,0.68047
1988,5th Quintile,No,0.34066,687,1934,0.31953,0.36178
1989,1st Quintile,Yes,0.72477,1266,1919,0.70478,0.74476
1989,1st Quintile,No,0.27523,653,1919,0.25524,0.29522
1989,2nd Quintile,Yes,0.68168,1278,1955,0.66102,0.70233
1989,2nd Quintile,No,0.31832,677,1955,0.29767,0.33898
1989,3rd Quintile,Yes,0.70603,1284,1886,0.68546,0.72660
1989,3rd Quintile,No,0.29397,602,1886,0.27340,0.31454
1989,4th Quintile,Yes,0.69613,1362,2006,0.67600,0.71626
1989,4th Quintile,No,0.30387,644,2006,0.28374,0.32400
1989,5th Quintile,Yes,0.68235,1253,1860,0.66119,0.70351
1989,5th Quintile,No,0.31765,607,1860,0.29649,0.33881
1991,1st Quintile,Yes,0.75036,1267,1829,0.73052,0.77020
1991,1st Quintile,No,0.24964,562,1829,0.22980,0.26948
1991,2nd Quintile,Yes,0.72021,1276,1884,0.69993,0.74049
1991,2nd Quintile,No,0.27979,608,1884,0.25951,0.30007
1991,3rd Quintile,Yes,0.73224,1314,1878,0.71221,0.75227
1991,3rd Quintile,No,0.26776,564,1878,0.24773,0.28779
1991,4th Quintile,Yes,0.72189,1366,1926,0.70188,0.74191
1991,4th Quintile,No,0.27811,560,1926,0.25809,0.29812
1991,5th Quintile,Yes,0.68450,1237,1832,0.66321,0.70578
1991,5th Quintile,No,0.31550,595,1832,0.29422,0.33679
1992,1st Quintile,Yes,0.71816,1851,2738,0.70131,0.73502
1992,1st Quintile,No,0.28184,887,2738,0.26498,0.29869
1992,2nd Quintile,Yes,0.68898,1859,2836,0.67194,0.70602
1992,2nd Quintile,No,0.31102,977,2836,0.29398,0.32806
1992,3rd Quintile,Yes,0.68292,1752,2637,0.66516,0.70069
1992,3rd Quintile,No,0.31708,885,2637,0.29931,0.33484
1992,4th Quintile,Yes,0.69958,1759,2576,0.68188,0.71729
1992,4th Quintile,No,0.30042,817,2576,0.28271,0.31812
1992,5th Quintile,Yes,0.71250,1642,2366,0.69426,0.73074
1992,5th Quintile,No,0.28750,724,2366,0.26926,0.30574
1994,1st Quintile,Yes,0.79135,1897,2500,0.77541,0.80728
1994,1st Quintile,No,0.20865,603,2500,0.19272,0.22459
1994,2nd Quintile,Yes,0.77760,2005,2659,0.76179,0.79341
1994,2nd Quintile,No,0.22240,654,2659,0.20659,0.23821
1994,3rd Quintile,Yes,0.77188,2052,2697,0.75604,0.78772
1994,3rd Quintile,No,0.22812,645,2697,0.21228,0.24396
1994,4th Quintile,Yes,0.77080,1950,2530,0.75441,0.78718
1994,4th Quintile,No,0.22920,580,2530,0.21282,0.24559
1994,5th Quintile,Yes,0.77907,1823,2413,0.76251,0.79562
1994,5th Quintile,No,0.22093,590,2413,0.20438,0.23749
1995,1st Quintile,Yes,0.71545,1687,2512,0.69780,0.73310
1995,1st Quintile,No,0.28455,825,2512,0.26690,0.30220
1995,2nd Quintile,Yes,0.74044,2010,2857,0.72436,0.75652
1995,2nd Quintile,No,0.25956,847,2857,0.24348,0.27564
1995,3rd Quintile,Yes,0.73031,1910,2706,0.71358,0.74703
1995,3rd Quintile,No,0.26969,796,2706,0.25297,0.28642
1995,4th Quintile,Yes,0.71853,1848,2648,0.70140,0.73566
1995,4th Quintile,No,0.28147,800,2648,0.26434,0.29860
1995,5th Quintile,Yes,0.69673,1690,2450,0.67852,0.71493
1995,5th Quintile,No,0.30327,760,2450,0.28507,0.32148
1996,1st Quintile,Yes,0.71518,1709,2534,0.69761,0.73276
1996,1st Quintile,No,0.28482,825,2534,0.26724,0.30239
1996,2nd Quintile,Yes,0.73358,1809,2603,0.71659,0.75057
1996,2nd Quintile,No,0.26642,794,2603,0.24943,0.28341
1996,3rd Quintile,Yes,0.72546,1875,2645,0.70845,0.74247
1996,3rd Quintile,No,0.27454,770,2645,0.25753,0.29155
1996,4th Quintile,Yes,0.71709,1885,2680,0.70003,0.73414
1996,4th Quintile,No,0.28291,795,2680,0.26586,0.29997
1996,5th Quintile,Yes,0.71331,1715,2428,0.69531,0.73130
1996,5th Quintile,No,0.28669,713,2428,0.26870,0.30469
1997,1st Quintile,Yes,0.70570,1602,2374,0.68737,0.72404
1997,1st Quintile,No,0.29430,772,2374,0.27596,0.31263
1997,2nd Quintile,Yes,0.71282,1861,2732,0.69585,0.72979
1997,2nd Quintile,No,0.28718,871,2732,0.27021,0.30415
1997,3rd Quintile,Yes,0.71764,1829,2611,0.70037,0.73491
1997,3rd Quintile,No,0.28236,782,2611,0.26509,0.29963
1997,4th Quintile,Yes,0.69701,1776,2655,0.67953,0.71450
1997,4th Quintile,No,0.30299,879,2655,0.28550,0.32047
1997,5th Quintile,Yes,0.70785,1684,2403,0.68967,0.72604
1997,5th Quintile,No,0.29215,719,2403,0.27396,0.31033
1998,1st Quintile,Yes,0.66041,1479,2314,0.64111,0.67971
1998,1st Quintile,No,0.33959,835,2314,0.32029,0.35889
1998,2nd Quintile,Yes,0.69306,1638,2489,0.67494,0.71118
1998,2nd Quintile,No,0.30694,851,2489,0.28882,0.32506
1998,3rd Quintile,Yes,0.73348,1800,2557,0.71634,0.75062
1998,3rd Quintile,No,0.26652,757,2557,0.24938,0.28366
1998,4th Quintile,Yes,0.69258,1781,2595,0.67482,0.71033
1998,4th Quintile,No,0.30742,814,2595,0.28967,0.32518
1998,5th Quintile,Yes,0.70145,1549,2276,0.68265,0.72026
1998,5th Quintile,No,0.29855,727,2276,0.27974,0.31735
1999,1st Quintile,Yes,0.68744,1725,2576,0.66954,0.70535
1999,1st Quintile,No,0.31256,851,2576,0.29465,0.33046
1999,2nd Quintile,Yes,0.70410,1955,2860,0.68736,0.72083
1999,2nd Quintile,No,0.29590,905,2860,0.27917,0.31264
1999,3rd Quintile,Yes,0.74698,2044,2817,0.73092,0.76303
1999,3rd Quintile,No,0.25302,773,2817,0.23697,0.26908
1999,4th Quintile,Yes,0.72943,1989,2752,0.71283,0.74603
1999,4th Quintile,No,0.27057,763,2752,0.25397,0.28717
1999,5th Quintile,Yes,0.68303,1790,2607,0.66516,0.70089
1999,5th Quintile,No,0.31697,817,2607,0.29911,0.33484
2000,1st Quintile,Yes,0.69065,1721,2572,0.67278,0.70851
2000,1st Quintile,No,0.30935,851,2572,0.29149,0.32722
2000,2nd Quintile,Yes,0.71902,1887,2728,0.70215,0.73589
2000,2nd Quintile,No,0.28098,841,2728,0.26411,0.29785
2000,3rd Quintile,Yes,0.70199,1887,2723,0.68481,0.71917
2000,3rd Quintile,No,0.29801,836,2723,0.28083,0.31519
2000,4th Quintile,Yes,0.70736,1861,2681,0.69013,0.72459
2000,4th Quintile,No,0.29264,820,2681,0.27541,0.30987
2000,5th Quintile,Yes,0.68880,1737,2533,0.67076,0.70683
2000,5th Quintile,No,0.31120,796,2533,0.29317,0.32924
2001,1st Quintile,Yes,0.70029,2647,3865,0.68584,0.71473
2001,1st Quintile,No,0.29971,1218,3865,0.28527,0.31416
2001,2nd Quintile,Yes,0.69065,2955,4334,0.67689,0.70441
2001,2nd Quintile,No,0.30935,1379,4334,0.29559,0.32311
2001,3rd Quintile,Yes,0.70094,3153,4522,0.68759,0.71429
2001,3rd Quintile,No,0.29906,1369,4522,0.28571,0.31241
2001,4th Quintile,Yes,0.68872,3178,4595,0.67533,0.70211
2001,4th Quintile,No,0.31128,1417,4595,0.29789,0.32467
2001,5th Quintile,Yes,0.69802,3104,4518,0.68463,0.71141
2001,5th Quintile,No,0.30198,1414,4518,0.28859,0.31537
2002,1st Quintile,Yes,0.67606,2297,3452,0.66044,0.69167
2002,1st Quintile,No,0.32394,1155,3452,0.30833,0.33956
2002,2nd Quintile,Yes,0.68806,2677,3913,0.67354,0.70258
2002,2nd Quintile,No,0.31194,1236,3913,0.29742,0.32646
2002,3rd Quintile,Yes,0.67016,2711,4028,0.65564,0.68468
2002,3rd Quintile,No,0.32984,1317,4028,0.31532,0.34436
2002,4th Quintile,Yes,0.69410,3001,4357,0.68041,0.70778
2002,4th Quintile,No,0.30590,1356,4357,0.29222,0.31959
2002,5th Quintile,Yes,0.67618,3345,4985,0.66319,0.68917
2002,5th Quintile,No,0.32382,1640,4985,0.31083,0.33681
2003,1st Quintile,Yes,0.70025,2321,3385,0.68481,0.71568
2003,1st Quintile,No,0.29975,1064,3385,0.28432,0.31519
2003,2nd Quintile,Yes,0.69830,2673,3841,0.68379,0.71282
2003,2nd Quintile,No,0.30170,1168,3841,0.28718,0.31621
2003,3rd Quintile,Yes,0.69380,2775,4047,0.67960,0.70800
2003,3rd Quintile,No,0.30620,1272,4047,0.29200,0.32040
2003,4th Quintile,Yes,0.70390,3113,4447,0.69048,0.71732
2003,4th Quintile,No,0.29610,1334,4447,0.28268,0.30952
2003,5th Quintile,Yes,0.69688,4406,6324,0.68556,0.70821
2003,5th Quintile,No,0.30312,1918,6324,0.29179,0.31444
2004,1st Quintile,Yes,0.67964,2185,3250,0.66359,0.69568
2004,1st Quintile,No,0.32036,1065,3250,0.30432,0.33641
2004,2nd Quintile,Yes,0.69570,2587,3770,0.68101,0.71039
2004,2nd Quintile,No,0.30430,1183,3770,0.28961,0.31899
2004,3rd Quintile,Yes,0.69123,2709,4001,0.67691,0.70554
2004,3rd Quintile,No,0.30877,1292,4001,0.29446,0.32309
2004,4th Quintile,Yes,0.68502,2953,4334,0.67119,0.69885
2004,4th Quintile,No,0.31498,1381,4334,0.30115,0.32881
2004,5th Quintile,Yes,0.68074,4151,6174,0.66911,0.69237
2004,5th Quintile,No,0.31926,2023,6174,0.30763,0.33089
2005,1st Quintile,Yes,0.68413,2129,3143,0.66787,0.70038
2005,1st Quintile,No,0.31587,1014,3143,0.29962,0.33213
2005,2nd Quintile,Yes,0.70694,2554,3607,0.69208,0.72180
2005,2nd Quintile,No,0.29306,1053,3607,0.27820,0.30792
2005,3rd Quintile,Yes,0.69769,2609,3738,0.68296,0.71241
2005,3rd Quintile,No,0.30231,1129,3738,0.28759,0.31704
2005,4th Quintile,Yes,0.69718,2949,4284,0.68342,0.71094
2005,4th Quintile,No,0.30282,1335,4284,0.28906,0.31658
2005,5th Quintile,Yes,0.69601,4017,5821,0.68419,0.70783
2005,5th Quintile,No,0.30399,1804,5821,0.29217,0.31581
2006,1st Quintile,Yes,0.66645,1964,2941,0.64941,0.68349
2006,1st Quintile,No,0.33355,977,2941,0.31651,0.35059
2006,2nd Quintile,Yes,0.69489,2284,3314,0.67921,0.71057
2006,2nd Quintile,No,0.30511,1030,3314,0.28943,0.32079
2006,3rd Quintile,Yes,0.70533,2478,3574,0.69038,0.72028
2006,3rd Quintile,No,0.29467,1096,3574,0.27972,0.30962
2006,4th Quintile,Yes,0.68899,2706,3962,0.67458,0.70341
2006,4th Quintile,No,0.31101,1256,3962,0.29659,0.32542
2006,5th Quintile,Yes,0.67918,3769,5517,0.66686,0.69150
2006,5th Quintile,No,0.32082,1748,5517,0.30850,0.33314
2007,1st Quintile,Yes,0.68464,2182,3174,0.66847,0.70081
2007,1st Quintile,No,0.31536,992,3174,0.29919,0.33153
2007,2nd Quintile,Yes,0.71733,2493,3503,0.70242,0.73225
2007,2nd Quintile,No,0.28267,1010,3503,0.26775,0.29758
2007,3rd Quintile,Yes,0.71141,2733,3857,0.69710,0.72571
2007,3rd Quintile,No,0.28859,1124,3857,0.27429,0.30290
2007,4th Quintile,Yes,0.70652,3045,4297,0.69291,0.72014
2007,4th Quintile,No,0.29348,1252,4297,0.27986,0.30709
2007,5th Quintile,Yes,0.69922,3922,5581,0.68718,0.71125
2007,5th Quintile,No,0.30078,1659,5581,0.28875,0.31282
2008,1st Quintile,Yes,0.68850,2034,2956,0.67180,0.70520
2008,1st Quintile,No,0.31150,922,2956,0.29480,0.32820
2008,2nd Quintile,Yes,0.72166,2430,3359,0.70650,0.73681
2008,2nd Quintile,No,0.27834,929,3359,0.26319,0.29350
2008,3rd Quintile,Yes,0.71609,2713,3798,0.70175,0.73043
2008,3rd Quintile,No,0.28391,1085,3798,0.26957,0.29825
2008,4th Quintile,Yes,0.70414,2729,3865,0.68975,0.71853
2008,4th Quintile,No,0.29586,1136,3865,0.28147,0.31025
2008,5th Quintile,Yes,0.69088,3680,5247,0.67837,0.70338
2008,5th Quintile,No,0.30912,1567,5247,0.29662,0.32163
2009,1st Quintile,Yes,0.69034,1999,2848,0.67336,0.70733
2009,1st Quintile,No,0.30966,849,2848,0.29267,0.32664
2009,2nd Quintile,Yes,0.72554,2322,3153,0.70996,0.74112
2009,2nd Quintile,No,0.27446,831,3153,0.25888,0.29004
2009,3rd Quintile,Yes,0.71978,2490,3395,0.70467,0.73489
2009,3rd Quintile,No,0.28022,905,3395,0.26511,0.29533
2009,4th Quintile,Yes,0.71906,2729,3758,0.70468,0.73343
2009,4th Quintile,No,0.28094,1029,3758,0.26657,0.29532
2009,5th Quintile,Yes,0.71644,3469,4777,0.70365,0.72922
2009,5th Quintile,No,0.28356,1308,4777,0.27078,0.29635
2010,1st Quintile,Yes,0.70940,1773,2553,0.69179,0.72702
2010,1st Quintile,No,0.29060,780,2553,0.27298,0.30821
2010,2nd Quintile,Yes,0.73684,2170,2984,0.72104,0.75265
2010,2nd Quintile,No,0.26316,814,2984,0.24735,0.27896
2010,3rd Quintile,Yes,0.73208,2333,3173,0.71666,0.74749
2010,3rd Quintile,No,0.26792,840,3173,0.25251,0.28334
2010,4th Quintile,Yes,0.70146,2423,3450,0.68619,0.71674
2010,4th Quintile,No,0.29854,1027,3450,0.28326,0.31381
2010,5th Quintile,Yes,0.70221,3091,4339,0.68860,0.71582
2010,5th Quintile,No,0.29779,1248,4339,0.28418,0.31140
2011,1st Quintile,Yes,0.73826,3158,4578,0.72552,0.75099
2011,1st Quintile,No,0.26174,1420,4578,0.24901,0.27448
2011,2nd Quintile,Yes,0.73990,3050,4308,0.72679,0.75300
2011,2nd Quintile,No,0.26010,1258,4308,0.24700,0.27321
2011,3rd Quintile,Yes,0.71652,2886,4121,0.70276,0.73029
2011,3rd Quintile,No,0.28348,1235,4121,0.26971,0.29724
2011,4th Quintile,Yes,0.71006,2881,4120,0.69620,0.72392
2011,4th Quintile,No,0.28994,1239,4120,0.27608,0.30380
2011,5th Quintile,Yes,0.71591,3369,4709,0.70303,0.72879
2011,5th Quintile,No,0.28409,1340,4709,0.27121,0.29697
2012,1st Quintile,Yes,0.71893,3673,5305,0.70684,0.73103
2012,1st Quintile,No,0.28107,1632,5305,0.26897,0.29316
2012,2nd Quintile,Yes,0.72611,3516,4931,0.71366,0.73855
2012,2nd Quintile,No,0.27389,1415,4931,0.26145,0.28634
2012,3rd Quintile,Yes,0.72922,3471,4816,0.71667,0.74177
2012,3rd Quintile,No,0.27078,1345,4816,0.25823,0.28333
2012,4th Quintile,Yes,0.71358,3369,4789,0.70077,0.72638
2012,4th Quintile,No,0.28642,1420,4789,0.27362,0.29923
2012,5th Quintile,Yes,0.70023,3716,5246,0.68783,0.71263
2012,5th Quintile,No,0.29977,1530,5246,0.28737,0.31217
2013,1st Quintile,Yes,0.75364,3706,5154,0.74187,0.76540
2013,1st Quintile,No,0.24636,1448,5154,0.23460,0.25813
2013,2nd Quintile,Yes,0.75722,3817,5234,0.74560,0.76884
2013,2nd Quintile,No,0.24278,1417,5234,0.23116,0.25440
2013,3rd Quintile,Yes,0.76217,3628,4897,0.75024,0.77409
2013,3rd Quintile,No,0.23783,1269,4897,0.22591,0.24976
2013,4th Quintile,Yes,0.73987,3544,4854,0.72753,0.75221
2013,4th Quintile,No,0.26013,1310,4854,0.24779,0.27247
2013,5th Quintile,Yes,0.72255,3954,5501,0.71072,0.73438
2013,5th Quintile,No,0.27745,1547,5501,0.26562,0.28928
2014,1st Quintile,Yes,0.71710,4039,5796,0.70550,0.72869
2014,1st Quintile,No,0.28290,1757,5796,0.27131,0.29450
2014,2nd Quintile,Yes,0.71667,3835,5484,0.70474,0.72859
2014,2nd Quintile,No,0.28333,1649,5484,0.27141,0.29526
2014,3rd Quintile,Yes,0.72972,3688,5151,0.71759,0.74185
2014,3rd Quintile,No,0.27028,1463,5151,0.25815,0.28241
2014,4th Quintile,Yes,0.70987,3580,5148,0.69747,0.72227
2014,4th Quintile,No,0.29013,1568,5148,0.27773,0.30253
2014,5th Quintile,Yes,0.70896,3807,5394,0.69684,0.72109
2014,5th Quintile,No,0.29104,1587,5394,0.27891,0.30316
2015,1st Quintile,Yes,0.71963,3546,5069,0.70726,0.73199
2015,1st Quintile,No,0.28037,1523,5069,0.26801,0.29274
2015,2nd Quintile,Yes,0.72229,3704,5231,0.71015,0.73443
2015,2nd Quintile,No,0.27771,1527,5231,0.26557,0.28985
2015,3rd Quintile,Yes,0.72002,3401,4823,0.70735,0.73269
2015,3rd Quintile,No,0.27998,1422,4823,0.26731,0.29265
2015,4th Quintile,Yes,0.74491,3384,4742,0.73250,0.75732
2015,4th Quintile,No,0.25509,1358,4742,0.24268,0.26750
2015,5th Quintile,Yes,0.70418,3568,5091,0.69164,0.71672
2015,5th Quintile,No,0.29582,1523,5091,0.28328,0.30836
2016,1st Quintile,Yes,0.71781,3476,4980,0.70531,0.73031
2016,1st Quintile,No,0.28219,1504,4980,0.26969,0.29469
2016,2nd Quintile,Yes,0.72120,3510,5041,0.70882,0.73358
2016,2nd Quintile,No,0.27880,1531,5041,0.26642,0.29118
2016,3rd Quintile,Yes,0.69327,3165,4592,0.67993,0.70660
2016,3rd Quintile,No,0.30673,1427,4592,0.29340,0.32007
2016,4th Quintile,Yes,0.72953,3184,4606,0.71670,0.74236
2016,4th Quintile,No,0.27047,1422,4606,0.25764,0.28330
2016,5th Quintile,Yes,0.69628,3395,4830,0.68331,0.70925
2016,5th Quintile,No,0.30372,1435,4830,0.29075,0.31669
2017,1st Quintile,Yes,0.74947,3329,4640,0.73700,0.76194
2017,1st Quintile,No,0.25053,1311,4640,0.23806,0.26300
2017,2nd Quintile,Yes,0.72312,3327,4750,0.71040,0.73585
2017,2nd Quintile,No,0.27688,1423,4750,0.26415,0.28960
2017,3rd Quintile,Yes,0.73513,3177,4382,0.72206,0.74820
2017,3rd Quintile,No,0.26487,1205,4382,0.25180,0.27794
2017,4th Quintile,Yes,0.76218,3186,4333,0.74951,0.77486
2017,4th Quintile,No,0.23782,1147,4333,0.22514,0.25049
2017,5th Quintile,Yes,0.70992,3237,4531,0.69671,0.72314
2017,5th Quintile,No,0.29008,1294,4531,0.27686,0.30329
2018,1st Quintile,Yes,0.72662,3272,4698,0.71388,0.73937
2018,1st Quintile,No,0.27338,1426,4698,0.26063,0.28612
2018,2nd Quintile,Yes,0.72164,3633,5094,0.70933,0.73395
2018,2nd Quintile,No,0.27836,1461,5094,0.26605,0.29067
2018,3rd Quintile,Yes,0.73478,3456,4732,0.72220,0.74736
2018,3rd Quintile,No,0.26522,1276,4732,0.25264,0.27780
2018,4th Quintile,Yes,0.73775,3406,4695,0.72516,0.75033
2018,4th Quintile,No,0.26225,1289,4695,0.24967,0.27484
2018,5th Quintile,Yes,0.70807,3617,5047,0.69552,0.72061
2018,5th Quintile,No,0.29193,1430,5047,0.27939,0.30448
2019,1st Quintile,Yes,0.74648,3160,4430,0.73367,0.75930
2019,1st Quintile,No,0.25352,1270,4430,0.24070,0.26633
2019,2nd Quintile,Yes,0.73711,3452,4758,0.72460,0.74962
2019,2nd Quintile,No,0.26289,1306,4758,0.25038,0.27540
2019,3rd Quintile,Yes,0.72662,3185,4414,0.71347,0.73977
2019,3rd Quintile,No,0.27338,1229,4414,0.26023,0.28653
2019,4th Quintile,Yes,0.73583,3102,4262,0.72259,0.74907
2019,4th Quintile,No,0.26417,1160,4262,0.25093,0.27741
2019,5th Quintile,Yes,0.73001,3519,4808,0.71745,0.74256
2019,5th Quintile,No,0.26999,1289,4808,0.25744,0.28255
2020,1st Quintile,Yes,0.68721,4030,6551,0.67598,0.69844
2020,1st Quintile,No,0.31279,2521,6551,0.30156,0.32402
2020,2nd Quintile,Yes,0.69775,3247,4809,0.68477,0.71074
2020,2nd Quintile,No,0.30225,1562,4809,0.28926,0.31523
2020,3rd Quintile,Yes,0.68003,2912,4255,0.66602,0.69405
2020,3rd Quintile,No,0.31997,1343,4255,0.30595,0.33398
2020,4th Quintile,Yes,0.68163,3089,4511,0.66804,0.69523
2020,4th Quintile,No,0.31837,1422,4511,0.30477,0.33196
2020,5th Quintile,Yes,0.66623,4016,5933,0.65423,0.67823
2020,5th Quintile,No,0.33377,1917,5933,0.32177,0.34577
2021,1st Quintile,Yes,0.72134,2274,3225,0.70586,0.73682
2021,1st Quintile,No,0.27866,951,3225,0.26318,0.29414
2021,2nd Quintile,Yes,0.72956,2364,3326,0.71446,0.74466
2021,2nd Quintile,No,0.27044,962,3326,0.25534,0.28554
2021,3rd Quintile,Yes,0.70974,2230,3093,0.69374,0.72574
2021,3rd Quintile,No,0.29026,863,3093,0.27426,0.30626
2021,4th Quintile,Yes,0.72632,2321,3175,0.71081,0.74183
2021,4th Quintile,No,0.27368,854,3175,0.25817,0.28919
2021,5th Quintile,Yes,0.72356,3133,4267,0.71014,0.73698
2021,5th Quintile,No,0.27644,1134,4267,0.26302,0.28986
2022,1st Quintile,Yes,0.71721,2715,3926,0.70312,0.73130
2022,1st Quintile,No,0.28279,1211,3926,0.26870,0.29688
2022,2nd Quintile,Yes,0.66009,1904,2846,0.64268,0.67749
2022,2nd Quintile,No,0.33991,942,2846,0.32251,0.35732
2022,3rd Quintile,Yes,0.70826,1774,2550,0.69062,0.72591
2022,3rd Quintile,No,0.29174,776,2550,0.27409,0.30938
2022,4th Quintile,Yes,0.66927,1872,2666,0.65140,0.68713
2022,4th Quintile,No,0.33073,794,2666,0.31287,0.34860
2022,5th Quintile,Yes,0.65554,2231,3323,0.63938,0.67170
2022,5th Quintile,No,0.34446,1092,3323,0.32830,0.36062
