year,bula_h,quintil_oecd,chronill,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2021,Schleswig-Holstein,2nd Quintile,No,0.18047,47,136,0.11559,0.24534
2021,Schleswig-Holstein,3rd Quintile,Yes,0.40937,67,123,0.32211,0.49662
2021,Schleswig-Holstein,3rd Quintile,No,0.34435,56,123,0.26004,0.42867
2021,Schleswig-Holstein,4th Quintile,Yes,0.62363,85,139,0.54280,0.70447
2021,Schleswig-Holstein,4th Quintile,No,0.25773,54,139,0.18476,0.33071
2021,Schleswig-Holstein,5th Quintile,Yes,0.49514,107,166,0.41885,0.57143
2021,Schleswig-Holstein,5th Quintile,No,0.34673,59,166,0.27411,0.41935
2021,Hamburg,1st Quintile,Yes,0.65039,68,117,0.56362,0.73717
2021,Hamburg,1st Quintile,No,0.16190,49,117,0.09486,0.22893
2021,Hamburg,2nd Quintile,Yes,0.57149,49,49,0.43149,0.71149
2021,Hamburg,3rd Quintile,Yes,0.57895,32,32,0.40514,0.75275
2021,Hamburg,4th Quintile,Yes,0.68062,54,54,0.55509,0.80614
2021,Hamburg,5th Quintile,Yes,0.59230,69,119,0.50363,0.68097
2021,Hamburg,5th Quintile,No,0.33043,50,119,0.24556,0.41530
2021,Lower Saxony,1st Quintile,Yes,0.49809,256,465,0.45259,0.54358
2021,Lower Saxony,1st Quintile,No,0.22892,209,465,0.19069,0.26714
2021,Lower Saxony,2nd Quintile,Yes,0.51795,205,346,0.46523,0.57068
2021,Lower Saxony,2nd Quintile,No,0.30091,141,346,0.25251,0.34931
2021,Lower Saxony,3rd Quintile,Yes,0.57778,204,325,0.52400,0.63156
2021,Lower Saxony,3rd Quintile,No,0.24301,121,325,0.19631,0.28971
2021,Lower Saxony,4th Quintile,Yes,0.55613,197,314,0.50109,0.61117
2021,Lower Saxony,4th Quintile,No,0.30052,117,314,0.24972,0.35131
2021,Lower Saxony,5th Quintile,Yes,0.62831,269,406,0.58124,0.67537
2021,Lower Saxony,5th Quintile,No,0.26717,137,406,0.22407,0.31026
2021,Bremen,1st Quintile,Yes,0.61931,36,36,0.45844,0.78017
2021,North Rhine-Westphalia,1st Quintile,Yes,0.48766,603,1136,0.45858,0.51674
2021,North Rhine-Westphalia,1st Quintile,No,0.27799,533,1136,0.25192,0.30405
2021,North Rhine-Westphalia,2nd Quintile,Yes,0.55583,478,730,0.51976,0.59189
2021,North Rhine-Westphalia,2nd Quintile,No,0.24645,252,730,0.21516,0.27773
2021,North Rhine-Westphalia,3rd Quintile,Yes,0.64166,437,618,0.60382,0.67950
2021,North Rhine-Westphalia,3rd Quintile,No,0.21160,181,618,0.17937,0.24383
2021,North Rhine-Westphalia,4th Quintile,Yes,0.62088,443,640,0.58326,0.65850
2021,North Rhine-Westphalia,4th Quintile,No,0.24389,197,640,0.21060,0.27719
2021,North Rhine-Westphalia,5th Quintile,Yes,0.58799,574,879,0.55543,0.62055
2021,North Rhine-Westphalia,5th Quintile,No,0.29058,305,879,0.26055,0.32061
2021,Hesse,1st Quintile,Yes,0.60591,203,376,0.55645,0.65537
2021,Hesse,1st Quintile,No,0.15855,173,376,0.12158,0.19552
2021,Hesse,2nd Quintile,Yes,0.49980,114,181,0.42676,0.57285
2021,Hesse,2nd Quintile,No,0.28166,67,181,0.21595,0.34737
2021,Hesse,3rd Quintile,Yes,0.57783,122,186,0.50666,0.64900
2021,Hesse,3rd Quintile,No,0.27914,64,186,0.21450,0.34378
2021,Hesse,4th Quintile,Yes,0.59309,139,212,0.52680,0.65937
2021,Hesse,4th Quintile,No,0.26004,73,212,0.20085,0.31923
2021,Hesse,5th Quintile,Yes,0.59048,230,341,0.53821,0.64275
2021,Hesse,5th Quintile,No,0.30084,111,341,0.25209,0.34959
2021,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.52549,134,261,0.46480,0.58619
2021,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.27954,127,261,0.22499,0.33409
2021,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.55557,130,185,0.48377,0.62737
2021,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.20149,55,185,0.14353,0.25944
2021,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.59023,124,189,0.51992,0.66053
2021,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.29436,65,189,0.22921,0.35951
2021,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.63117,97,155,0.55496,0.70737
2021,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.29073,58,155,0.21901,0.36245
2021,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.66300,123,176,0.59297,0.73303
2021,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.20594,53,176,0.14603,0.26586
2021,Baden-Wuerttemberg,1st Quintile,Yes,0.50897,217,419,0.46104,0.55689
2021,Baden-Wuerttemberg,1st Quintile,No,0.27474,202,419,0.23195,0.31754
2021,Baden-Wuerttemberg,2nd Quintile,Yes,0.50942,204,350,0.45697,0.56187
2021,Baden-Wuerttemberg,2nd Quintile,No,0.28878,146,350,0.24123,0.33633
2021,Baden-Wuerttemberg,3rd Quintile,Yes,0.57898,229,346,0.52688,0.63108
2021,Baden-Wuerttemberg,3rd Quintile,No,0.20343,117,346,0.16095,0.24591
2021,Baden-Wuerttemberg,4th Quintile,Yes,0.56835,257,403,0.51994,0.61677
2021,Baden-Wuerttemberg,4th Quintile,No,0.27926,146,403,0.23541,0.32312
2021,Baden-Wuerttemberg,5th Quintile,Yes,0.54180,398,631,0.50290,0.58071
2021,Baden-Wuerttemberg,5th Quintile,No,0.32233,233,631,0.28583,0.35882
2021,Bavaria,1st Quintile,Yes,0.57054,326,529,0.52831,0.61276
2021,Bavaria,1st Quintile,No,0.26402,203,529,0.22642,0.30162
2021,Bavaria,2nd Quintile,Yes,0.57510,332,520,0.53257,0.61763
2021,Bavaria,2nd Quintile,No,0.23503,188,520,0.19855,0.27151
2021,Bavaria,3rd Quintile,Yes,0.54535,335,506,0.50192,0.58878
2021,Bavaria,3rd Quintile,No,0.23560,171,506,0.19859,0.27261
2021,Bavaria,4th Quintile,Yes,0.53147,370,545,0.48953,0.57340
2021,Bavaria,4th Quintile,No,0.29113,175,545,0.25296,0.32931
2021,Bavaria,5th Quintile,Yes,0.52823,477,731,0.49202,0.56445
2021,Bavaria,5th Quintile,No,0.32890,254,731,0.29482,0.36298
2021,Berlin,1st Quintile,Yes,0.54440,138,243,0.48166,0.60715
2021,Berlin,1st Quintile,No,0.27925,105,243,0.22272,0.33577
2021,Berlin,2nd Quintile,Yes,0.56892,110,164,0.49289,0.64495
2021,Berlin,2nd Quintile,No,0.25366,54,164,0.18687,0.32046
2021,Berlin,3rd Quintile,Yes,0.48969,75,119,0.39949,0.57988
2021,Berlin,3rd Quintile,No,0.28498,44,119,0.20353,0.36643
2021,Berlin,4th Quintile,Yes,0.45362,80,145,0.37230,0.53493
2021,Berlin,4th Quintile,No,0.40590,65,145,0.32569,0.48610
2021,Berlin,5th Quintile,Yes,0.54620,131,212,0.47902,0.61338
2021,Berlin,5th Quintile,No,0.30862,81,212,0.24629,0.37095
2021,Brandenburg,1st Quintile,Yes,0.64918,112,171,0.57745,0.72092
2021,Brandenburg,1st Quintile,No,0.19905,59,171,0.13903,0.25907
2021,Brandenburg,2nd Quintile,Yes,0.61430,113,154,0.53717,0.69143
2021,Brandenburg,2nd Quintile,No,0.21288,41,154,0.14801,0.27774
2021,Brandenburg,3rd Quintile,Yes,0.47858,98,132,0.39303,0.56412
2021,Brandenburg,3rd Quintile,No,0.22625,34,132,0.15460,0.29790
2021,Brandenburg,4th Quintile,Yes,0.60047,83,83,0.49446,0.70649
2021,Brandenburg,5th Quintile,Yes,0.55373,96,132,0.46860,0.63885
2021,Brandenburg,5th Quintile,No,0.31116,36,132,0.23188,0.39044
2021,Mecklenburg-Western Pomerania,1st Quintile,Yes,0.69414,72,105,0.60558,0.78270
2021,Mecklenburg-Western Pomerania,1st Quintile,No,0.19546,33,105,0.11924,0.27167
2021,Mecklenburg-Western Pomerania,2nd Quintile,Yes,0.65515,88,88,0.55526,0.75503
2021,Mecklenburg-Western Pomerania,3rd Quintile,Yes,0.48576,43,43,0.33460,0.63691
2021,Mecklenburg-Western Pomerania,4th Quintile,Yes,0.77252,50,50,0.65515,0.88990
2021,Mecklenburg-Western Pomerania,5th Quintile,Yes,0.70826,45,45,0.57394,0.84257
2021,Saxony,1st Quintile,Yes,0.57450,187,282,0.51670,0.63231
2021,Saxony,1st Quintile,No,0.24806,95,282,0.19756,0.29855
2021,Saxony,2nd Quintile,Yes,0.57403,182,267,0.51461,0.63346
2021,Saxony,2nd Quintile,No,0.30241,85,267,0.24722,0.35761
2021,Saxony,3rd Quintile,Yes,0.54880,162,256,0.48772,0.60988
2021,Saxony,3rd Quintile,No,0.24557,94,256,0.19274,0.29840
2021,Saxony,4th Quintile,Yes,0.54450,114,176,0.47071,0.61828
2021,Saxony,4th Quintile,No,0.29079,62,176,0.22351,0.35808
2021,Saxony,5th Quintile,Yes,0.45752,102,173,0.38306,0.53197
2021,Saxony,5th Quintile,No,0.43648,71,173,0.36236,0.51060
2021,Saxony-Anhalt,1st Quintile,Yes,0.64715,107,186,0.57829,0.71601
2021,Saxony-Anhalt,1st Quintile,No,0.24654,79,186,0.18443,0.30865
2021,Saxony-Anhalt,2nd Quintile,Yes,0.65325,99,134,0.57237,0.73414
2021,Saxony-Anhalt,2nd Quintile,No,0.16972,35,134,0.10592,0.23352
2021,Saxony-Anhalt,3rd Quintile,Yes,0.54647,59,91,0.44362,0.64933
2021,Saxony-Anhalt,3rd Quintile,No,0.30308,32,91,0.20813,0.39803
2021,Saxony-Anhalt,4th Quintile,Yes,0.54765,64,64,0.42475,0.67056
2021,Saxony-Anhalt,5th Quintile,Yes,0.74991,66,66,0.64463,0.85519
2021,Thuringa,1st Quintile,Yes,0.52718,111,177,0.45342,0.60094
2021,Thuringa,1st Quintile,No,0.21650,66,177,0.15566,0.27735
2021,Thuringa,2nd Quintile,Yes,0.52168,108,155,0.44279,0.60058
2021,Thuringa,2nd Quintile,No,0.35736,47,155,0.28167,0.43305
2021,Thuringa,3rd Quintile,Yes,0.56544,63,63,0.44205,0.68883
2021,Thuringa,4th Quintile,Yes,0.50323,68,68,0.38351,0.62295
2021,Thuringa,5th Quintile,Yes,0.32540,62,110,0.23744,0.41336
2021,Thuringa,5th Quintile,No,0.48531,48,110,0.39148,0.57913
