year,bula_h,quintil_oecd,chronill,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.22660,68,189,0.16676,0.28645
2013,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.43775,119,194,0.36776,0.50774
2013,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.26630,75,194,0.20394,0.32866
2013,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.46437,141,225,0.39905,0.52968
2013,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.31757,84,225,0.25660,0.37853
2013,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.60226,146,209,0.53575,0.66878
2013,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.21063,63,209,0.15522,0.26605
2013,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.59052,191,274,0.53219,0.64886
2013,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.26058,83,274,0.20851,0.31265
2013,Baden-Wuerttemberg,1st Quintile,Yes,0.53946,161,230,0.47490,0.60401
2013,Baden-Wuerttemberg,1st Quintile,No,0.18827,69,230,0.13764,0.23891
2013,Baden-Wuerttemberg,2nd Quintile,Yes,0.44548,187,295,0.38866,0.50229
2013,Baden-Wuerttemberg,2nd Quintile,No,0.23876,108,295,0.19003,0.28750
2013,Baden-Wuerttemberg,3rd Quintile,Yes,0.48375,243,392,0.43421,0.53328
2013,Baden-Wuerttemberg,3rd Quintile,No,0.23813,149,392,0.19591,0.28035
2013,Baden-Wuerttemberg,4th Quintile,Yes,0.45903,284,505,0.41553,0.50254
2013,Baden-Wuerttemberg,4th Quintile,No,0.33332,221,505,0.29216,0.37447
2013,Baden-Wuerttemberg,5th Quintile,Yes,0.46569,383,681,0.42819,0.50318
2013,Baden-Wuerttemberg,5th Quintile,No,0.37813,298,681,0.34169,0.41458
2013,Bavaria,1st Quintile,Yes,0.55677,241,338,0.50373,0.60981
2013,Bavaria,1st Quintile,No,0.17036,97,338,0.13022,0.21050
2013,Bavaria,2nd Quintile,Yes,0.47073,329,492,0.42658,0.51488
2013,Bavaria,2nd Quintile,No,0.21585,163,492,0.17946,0.25224
2013,Bavaria,3rd Quintile,Yes,0.54640,386,584,0.50599,0.58682
2013,Bavaria,3rd Quintile,No,0.22206,198,584,0.18832,0.25580
2013,Bavaria,4th Quintile,Yes,0.52690,424,668,0.48901,0.56479
2013,Bavaria,4th Quintile,No,0.27886,244,668,0.24483,0.31289
2013,Bavaria,5th Quintile,Yes,0.46039,469,809,0.42602,0.49476
2013,Bavaria,5th Quintile,No,0.36121,340,809,0.32809,0.39433
2013,Berlin,1st Quintile,Yes,0.46437,78,130,0.37831,0.55043
2013,Berlin,1st Quintile,No,0.19292,52,130,0.12483,0.26102
2013,Berlin,2nd Quintile,Yes,0.56546,105,154,0.48691,0.64401
2013,Berlin,2nd Quintile,No,0.25693,49,154,0.18770,0.32617
2013,Berlin,3rd Quintile,Yes,0.58971,97,140,0.50794,0.67149
2013,Berlin,3rd Quintile,No,0.23523,43,140,0.16472,0.30574
2013,Berlin,4th Quintile,Yes,0.56886,111,165,0.49306,0.64466
2013,Berlin,4th Quintile,No,0.25939,54,165,0.19231,0.32647
2013,Berlin,5th Quintile,Yes,0.51784,110,170,0.44250,0.59318
2013,Berlin,5th Quintile,No,0.39794,60,170,0.32414,0.47174
2013,Brandenburg,1st Quintile,Yes,0.38721,102,171,0.31398,0.46043
2013,Brandenburg,1st Quintile,No,0.27404,69,171,0.20699,0.34109
2013,Brandenburg,2nd Quintile,Yes,0.56886,132,187,0.49769,0.64003
2013,Brandenburg,2nd Quintile,No,0.27088,55,187,0.20701,0.33474
2013,Brandenburg,3rd Quintile,Yes,0.53177,119,174,0.45741,0.60613
2013,Brandenburg,3rd Quintile,No,0.31280,55,174,0.24371,0.38189
2013,Brandenburg,4th Quintile,Yes,0.57592,88,125,0.48893,0.66291
2013,Brandenburg,4th Quintile,No,0.26718,37,125,0.18929,0.34506
2013,Brandenburg,5th Quintile,Yes,0.49758,72,122,0.40849,0.58667
2013,Brandenburg,5th Quintile,No,0.32578,50,122,0.24227,0.40929
2013,Mecklenburg-Western Pomerania,1st Quintile,Yes,0.41326,75,137,0.33050,0.49602
2013,Mecklenburg-Western Pomerania,1st Quintile,No,0.29755,62,137,0.22071,0.37439
2013,Mecklenburg-Western Pomerania,2nd Quintile,Yes,0.61597,74,108,0.52381,0.70812
2013,Mecklenburg-Western Pomerania,2nd Quintile,No,0.22678,34,108,0.14744,0.30613
2013,Mecklenburg-Western Pomerania,3rd Quintile,Yes,0.70021,69,69,0.59131,0.80911
2013,Mecklenburg-Western Pomerania,4th Quintile,Yes,0.63005,44,44,0.48575,0.77436
2013,Mecklenburg-Western Pomerania,5th Quintile,Yes,0.55840,38,38,0.39840,0.71841
2013,Saxony,1st Quintile,Yes,0.49390,198,290,0.43626,0.55155
2013,Saxony,1st Quintile,No,0.25554,92,290,0.20525,0.30582
2013,Saxony,2nd Quintile,Yes,0.54809,250,356,0.49632,0.59986
2013,Saxony,2nd Quintile,No,0.23460,106,356,0.19052,0.27868
2013,Saxony,3rd Quintile,Yes,0.53940,209,307,0.48355,0.59525
2013,Saxony,3rd Quintile,No,0.29942,98,307,0.24810,0.35074
2013,Saxony,4th Quintile,Yes,0.50550,134,222,0.43958,0.57142
2013,Saxony,4th Quintile,No,0.32176,88,222,0.26017,0.38335
2013,Saxony,5th Quintile,Yes,0.49922,88,149,0.41867,0.57978
2013,Saxony,5th Quintile,No,0.38272,61,149,0.30441,0.46102
2013,Saxony-Anhalt,1st Quintile,Yes,0.49908,117,185,0.42684,0.57133
2013,Saxony-Anhalt,1st Quintile,No,0.27274,68,185,0.20839,0.33709
2013,Saxony-Anhalt,2nd Quintile,Yes,0.63319,134,174,0.56137,0.70501
2013,Saxony-Anhalt,2nd Quintile,No,0.15634,40,174,0.10222,0.21046
2013,Saxony-Anhalt,3rd Quintile,Yes,0.56160,118,160,0.48448,0.63873
2013,Saxony-Anhalt,3rd Quintile,No,0.26429,42,160,0.19575,0.33283
2013,Saxony-Anhalt,4th Quintile,Yes,0.52123,85,125,0.43330,0.60916
2013,Saxony-Anhalt,4th Quintile,No,0.33528,40,125,0.25219,0.41838
2013,Saxony-Anhalt,5th Quintile,Yes,0.67155,71,110,0.58338,0.75972
2013,Saxony-Anhalt,5th Quintile,No,0.23046,39,110,0.15140,0.30952
2013,Thuringa,1st Quintile,Yes,0.52201,122,180,0.44884,0.59519
2013,Thuringa,1st Quintile,No,0.24158,58,180,0.17887,0.30429
2013,Thuringa,2nd Quintile,Yes,0.49153,135,216,0.42471,0.55836
2013,Thuringa,2nd Quintile,No,0.26062,81,216,0.20195,0.31930
2013,Thuringa,3rd Quintile,Yes,0.44690,96,149,0.36680,0.52700
2013,Thuringa,3rd Quintile,No,0.37093,53,149,0.29311,0.44876
2013,Thuringa,4th Quintile,Yes,0.55219,97,157,0.47416,0.63023
2013,Thuringa,4th Quintile,No,0.33554,60,157,0.26144,0.40963
2013,Thuringa,5th Quintile,Yes,0.49197,54,93,0.38981,0.59413
2013,Thuringa,5th Quintile,No,0.38017,39,93,0.28097,0.47936
2015,Schleswig-Holstein,1st Quintile,Yes,0.53877,134,216,0.47214,0.60541
2015,Schleswig-Holstein,1st Quintile,No,0.26611,82,216,0.20704,0.32518
2015,Schleswig-Holstein,2nd Quintile,Yes,0.59501,112,161,0.51894,0.67107
2015,Schleswig-Holstein,2nd Quintile,No,0.20141,49,161,0.13927,0.26356
2015,Schleswig-Holstein,3rd Quintile,Yes,0.50401,108,178,0.43035,0.57767
2015,Schleswig-Holstein,3rd Quintile,No,0.31527,70,178,0.24682,0.38372
2015,Schleswig-Holstein,4th Quintile,Yes,0.58747,114,175,0.51432,0.66062
2015,Schleswig-Holstein,4th Quintile,No,0.28638,61,175,0.21921,0.35355
2015,Schleswig-Holstein,5th Quintile,Yes,0.54626,82,139,0.46320,0.62933
2015,Schleswig-Holstein,5th Quintile,No,0.37581,57,139,0.29500,0.45662
2015,Hamburg,1st Quintile,Yes,0.62124,38,38,0.46494,0.77754
2015,Hamburg,2nd Quintile,Yes,0.56350,46,79,0.45344,0.67357
2015,Hamburg,2nd Quintile,No,0.26814,33,79,0.16983,0.36645
2015,Hamburg,3rd Quintile,Yes,0.54323,46,90,0.43974,0.64673
2015,Hamburg,3rd Quintile,No,0.31380,44,90,0.21739,0.41021
2015,Hamburg,4th Quintile,Yes,0.39441,39,76,0.28380,0.50502
2015,Hamburg,4th Quintile,No,0.50470,37,76,0.39155,0.61786
2015,Hamburg,5th Quintile,Yes,0.53270,57,116,0.44151,0.62389
2015,Hamburg,5th Quintile,No,0.34055,59,116,0.25394,0.42717
2015,Lower Saxony,1st Quintile,Yes,0.48191,297,521,0.43896,0.52486
2015,Lower Saxony,1st Quintile,No,0.24538,224,521,0.20839,0.28237
2015,Lower Saxony,2nd Quintile,Yes,0.57045,261,461,0.52521,0.61568
2015,Lower Saxony,2nd Quintile,No,0.25066,200,461,0.21106,0.29027
2015,Lower Saxony,3rd Quintile,Yes,0.52650,264,458,0.48072,0.57227
2015,Lower Saxony,3rd Quintile,No,0.33519,194,458,0.29191,0.37847
2015,Lower Saxony,4th Quintile,Yes,0.54409,288,489,0.49990,0.58828
2015,Lower Saxony,4th Quintile,No,0.31711,201,489,0.27583,0.35840
2015,Lower Saxony,5th Quintile,Yes,0.56446,304,474,0.51977,0.60914
2015,Lower Saxony,5th Quintile,No,0.35491,170,474,0.31179,0.39803
2015,North Rhine-Westphalia,1st Quintile,Yes,0.50111,686,1180,0.47257,0.52965
2015,North Rhine-Westphalia,1st Quintile,No,0.27546,494,1180,0.24995,0.30096
2015,North Rhine-Westphalia,2nd Quintile,Yes,0.52282,574,985,0.49161,0.55403
2015,North Rhine-Westphalia,2nd Quintile,No,0.27916,411,985,0.25113,0.30719
2015,North Rhine-Westphalia,3rd Quintile,Yes,0.51506,517,915,0.48266,0.54746
2015,North Rhine-Westphalia,3rd Quintile,No,0.31280,398,915,0.28274,0.34286
2015,North Rhine-Westphalia,4th Quintile,Yes,0.54408,574,974,0.51278,0.57537
2015,North Rhine-Westphalia,4th Quintile,No,0.31168,400,974,0.28257,0.34078
2015,North Rhine-Westphalia,5th Quintile,Yes,0.52363,620,1066,0.49363,0.55363
2015,North Rhine-Westphalia,5th Quintile,No,0.35733,446,1066,0.32855,0.38611
2015,Hesse,1st Quintile,Yes,0.46370,190,322,0.40915,0.51825
2015,Hesse,1st Quintile,No,0.31425,132,322,0.26346,0.36503
2015,Hesse,2nd Quintile,Yes,0.55692,169,285,0.49915,0.61470
2015,Hesse,2nd Quintile,No,0.27541,116,285,0.22345,0.32737
2015,Hesse,3rd Quintile,Yes,0.44248,175,316,0.38763,0.49733
2015,Hesse,3rd Quintile,No,0.31730,141,316,0.26590,0.36870
2015,Hesse,4th Quintile,Yes,0.52505,190,312,0.46955,0.58055
2015,Hesse,4th Quintile,No,0.30009,122,312,0.24916,0.35103
2015,Hesse,5th Quintile,Yes,0.48188,257,453,0.43581,0.52794
2015,Hesse,5th Quintile,No,0.37254,196,453,0.32797,0.41712
2015,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.43623,167,311,0.38103,0.49144
2015,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.32871,144,311,0.27641,0.38100
2015,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.54106,179,306,0.48513,0.59698
2015,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.27888,127,306,0.22855,0.32921
2015,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.51467,182,320,0.45983,0.56952
2015,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.34747,138,320,0.29522,0.39972
2015,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.56673,161,265,0.50695,0.62650
2015,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.28691,104,265,0.23234,0.34147
2015,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.57264,167,278,0.51438,0.63089
2015,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.34814,111,278,0.29204,0.40424
2015,Baden-Wuerttemberg,1st Quintile,Yes,0.54037,226,371,0.48959,0.59115
2015,Baden-Wuerttemberg,1st Quintile,No,0.29623,145,371,0.24971,0.34276
2015,Baden-Wuerttemberg,2nd Quintile,Yes,0.50533,281,510,0.46189,0.54877
2015,Baden-Wuerttemberg,2nd Quintile,No,0.28361,229,510,0.24445,0.32277
2015,Baden-Wuerttemberg,3rd Quintile,Yes,0.49962,351,640,0.46085,0.53839
2015,Baden-Wuerttemberg,3rd Quintile,No,0.31716,289,640,0.28107,0.35324
2015,Baden-Wuerttemberg,4th Quintile,Yes,0.50792,339,645,0.46931,0.54654
2015,Baden-Wuerttemberg,4th Quintile,No,0.35013,306,645,0.31329,0.38697
2015,Baden-Wuerttemberg,5th Quintile,Yes,0.43292,412,782,0.39817,0.46767
2015,Baden-Wuerttemberg,5th Quintile,No,0.44282,370,782,0.40798,0.47765
2015,Bavaria,1st Quintile,Yes,0.56900,381,596,0.52921,0.60879
2015,Bavaria,1st Quintile,No,0.21888,215,596,0.18566,0.25211
2015,Bavaria,2nd Quintile,Yes,0.50457,460,800,0.46990,0.53924
2015,Bavaria,2nd Quintile,No,0.29654,340,800,0.26487,0.32821
2015,Bavaria,3rd Quintile,Yes,0.51458,406,744,0.47864,0.55052
