year,age_gr,sampreg,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,17-29 y.,West,Yes,0.55793,2193,3566,0.54162,0.57423
2014,17-29 y.,West,No,0.36648,1373,3566,0.35066,0.38229
2014,17-29 y.,East,Yes,0.57735,413,702,0.54078,0.61392
2014,17-29 y.,East,No,0.35630,289,702,0.32084,0.39175
2014,30-45 y.,West,Yes,0.62721,4366,6874,0.61578,0.63864
2014,30-45 y.,West,No,0.37108,2508,6874,0.35966,0.38251
2014,30-45 y.,East,Yes,0.61408,1012,1619,0.59036,0.63780
2014,30-45 y.,East,No,0.38427,607,1619,0.36057,0.40797
2014,46-65 y.,West,Yes,0.71445,5205,7261,0.70406,0.72484
2014,46-65 y.,West,No,0.28179,2056,7261,0.27144,0.29214
2014,46-65 y.,East,Yes,0.74239,1481,2018,0.72331,0.76148
2014,46-65 y.,East,No,0.25637,537,2018,0.23732,0.27543
2014,66 and older,West,Yes,0.85423,3166,3721,0.84289,0.86557
2014,66 and older,West,No,0.14288,555,3721,0.13164,0.15413
2014,66 and older,East,Yes,0.91836,1119,1219,0.90298,0.93373
2014,66 and older,East,No,0.08023,100,1219,0.06497,0.09548
2015,17-29 y.,West,Yes,0.54471,2033,3259,0.52761,0.56181
2015,17-29 y.,West,No,0.33514,1226,3259,0.31893,0.35135
2015,17-29 y.,East,Yes,0.52883,392,648,0.49037,0.56730
2015,17-29 y.,East,No,0.36645,256,648,0.32933,0.40358
2015,30-45 y.,West,Yes,0.60735,3765,5884,0.59487,0.61983
2015,30-45 y.,West,No,0.33911,2119,5884,0.32701,0.35121
2015,30-45 y.,East,Yes,0.58707,902,1458,0.56178,0.61235
2015,30-45 y.,East,No,0.38360,556,1458,0.35863,0.40857
2015,46-65 y.,West,Yes,0.71734,4935,6933,0.70674,0.72794
2015,46-65 y.,West,No,0.26670,1998,6933,0.25629,0.27711
2015,46-65 y.,East,Yes,0.71759,1398,1909,0.69739,0.73779
2015,46-65 y.,East,No,0.26748,511,1909,0.24762,0.28735
2015,66 and older,West,Yes,0.84176,3087,3653,0.82993,0.85360
2015,66 and older,West,No,0.15185,566,3653,0.14021,0.16349
2015,66 and older,East,Yes,0.89748,1094,1216,0.88042,0.91453
2015,66 and older,East,No,0.09815,122,1216,0.08142,0.11487
2016,17-29 y.,West,Yes,0.52660,1886,3152,0.50917,0.54404
2016,17-29 y.,West,No,0.36872,1266,3152,0.35187,0.38557
2016,17-29 y.,East,Yes,0.55369,383,622,0.51459,0.59278
2016,17-29 y.,East,No,0.34760,239,622,0.31014,0.38505
2016,30-45 y.,West,Yes,0.65078,3625,5673,0.63837,0.66319
2016,30-45 y.,West,No,0.33037,2048,5673,0.31813,0.34261
2016,30-45 y.,East,Yes,0.57444,821,1352,0.54808,0.60081
2016,30-45 y.,East,No,0.39912,531,1352,0.37301,0.42523
2016,46-65 y.,West,Yes,0.69806,4661,6708,0.68707,0.70904
2016,46-65 y.,West,No,0.29472,2047,6708,0.28381,0.30564
2016,46-65 y.,East,Yes,0.72482,1355,1854,0.70449,0.74516
2016,46-65 y.,East,No,0.26152,499,1854,0.24151,0.28153
2016,66 and older,West,Yes,0.83765,2959,3527,0.82548,0.84983
2016,66 and older,West,No,0.15427,568,3527,0.14234,0.16619
2016,66 and older,East,Yes,0.87664,1041,1167,0.85776,0.89552
2016,66 and older,East,No,0.11981,126,1167,0.10117,0.13845
2017,17-29 y.,West,Yes,0.56762,2265,3531,0.55128,0.58397
2017,17-29 y.,West,No,0.32103,1266,3531,0.30563,0.33643
2017,17-29 y.,East,Yes,0.59074,445,737,0.55522,0.62627
2017,17-29 y.,East,No,0.33571,292,737,0.30160,0.36983
2017,30-45 y.,West,Yes,0.63772,3755,5742,0.62529,0.65016
2017,30-45 y.,West,No,0.34367,1987,5742,0.33139,0.35596
2017,30-45 y.,East,Yes,0.63634,932,1457,0.61163,0.66105
2017,30-45 y.,East,No,0.34786,525,1457,0.32339,0.37233
2017,46-65 y.,West,Yes,0.72791,5657,7773,0.71802,0.73781
2017,46-65 y.,West,No,0.26505,2116,7773,0.25523,0.27486
2017,46-65 y.,East,Yes,0.77606,1635,2163,0.75849,0.79363
2017,46-65 y.,East,No,0.21735,528,2163,0.19997,0.23474
2017,66 and older,West,Yes,0.84429,3147,3725,0.83265,0.85594
2017,66 and older,West,No,0.14758,578,3725,0.13619,0.15898
2017,66 and older,East,Yes,0.89168,1087,1216,0.87420,0.90915
2017,66 and older,East,No,0.10363,129,1216,0.08650,0.12077
2018,17-29 y.,West,Yes,0.58106,2209,3498,0.56471,0.59742
2018,17-29 y.,West,No,0.32815,1289,3498,0.31258,0.34371
2018,17-29 y.,East,Yes,0.54306,449,726,0.50680,0.57932
2018,17-29 y.,East,No,0.32444,277,726,0.29036,0.35852
2018,30-45 y.,West,Yes,0.63925,3493,5304,0.62633,0.65218
2018,30-45 y.,West,No,0.34055,1811,5304,0.32780,0.35331
2018,30-45 y.,East,Yes,0.57905,862,1393,0.55311,0.60498
2018,30-45 y.,East,No,0.40591,531,1393,0.38011,0.43171
2018,46-65 y.,West,Yes,0.71212,5395,7498,0.70187,0.72237
2018,46-65 y.,West,No,0.28061,2103,7498,0.27044,0.29078
2018,46-65 y.,East,Yes,0.77447,1611,2115,0.75666,0.79229
2018,46-65 y.,East,No,0.22236,504,2115,0.20463,0.24009
2018,66 and older,West,Yes,0.84000,3170,3732,0.82824,0.85177
2018,66 and older,West,No,0.15244,562,3732,0.14091,0.16397
2018,66 and older,East,Yes,0.88233,1102,1238,0.86438,0.90029
2018,66 and older,East,No,0.11336,136,1238,0.09569,0.13102
2019,17-29 y.,West,Yes,0.57379,2020,3178,0.55660,0.59099
2019,17-29 y.,West,No,0.32688,1158,3178,0.31057,0.34319
2019,17-29 y.,East,Yes,0.57842,407,637,0.54004,0.61680
2019,17-29 y.,East,No,0.30835,230,637,0.27245,0.34424
2019,30-45 y.,West,Yes,0.64147,3194,4920,0.62807,0.65487
2019,30-45 y.,West,No,0.34108,1726,4920,0.32783,0.35433
2019,30-45 y.,East,Yes,0.60869,800,1325,0.58240,0.63497
2019,30-45 y.,East,No,0.37573,525,1325,0.34964,0.40182
2019,46-65 y.,West,Yes,0.73937,5913,8095,0.72980,0.74893
2019,46-65 y.,West,No,0.25421,2182,8095,0.24473,0.26370
2019,46-65 y.,East,Yes,0.74992,1676,2273,0.73211,0.76773
2019,46-65 y.,East,No,0.24599,597,2273,0.22828,0.26370
2019,66 and older,West,Yes,0.85279,3269,3856,0.84160,0.86397
2019,66 and older,West,No,0.14165,587,3856,0.13064,0.15266
2019,66 and older,East,Yes,0.86702,1129,1294,0.84851,0.88553
2019,66 and older,East,No,0.12442,165,1294,0.10643,0.14242
2020,17-29 y.,West,Yes,0.52111,2358,4299,0.50617,0.53604
2020,17-29 y.,West,No,0.39736,1941,4299,0.38273,0.41199
2020,17-29 y.,East,Yes,0.51170,394,750,0.47590,0.54750
2020,17-29 y.,East,No,0.37220,356,750,0.33758,0.40682
2020,30-45 y.,West,Yes,0.59090,3680,6480,0.57893,0.60287
2020,30-45 y.,West,No,0.40000,2800,6480,0.38807,0.41192
2020,30-45 y.,East,Yes,0.57261,845,1535,0.54786,0.59737
2020,30-45 y.,East,No,0.42064,690,1535,0.39593,0.44534
2020,46-65 y.,West,Yes,0.68019,5540,8182,0.67009,0.69030
2020,46-65 y.,West,No,0.31469,2642,8182,0.30463,0.32475
2020,46-65 y.,East,Yes,0.71266,1494,2166,0.69360,0.73172
2020,46-65 y.,East,No,0.27494,672,2166,0.25613,0.29375
2020,66 and older,West,Yes,0.81229,2981,3649,0.79962,0.82496
2020,66 and older,West,No,0.17770,668,3649,0.16529,0.19010
2020,66 and older,East,Yes,0.84087,1065,1234,0.82045,0.86128
2020,66 and older,East,No,0.15460,169,1234,0.13442,0.17478
2021,17-29 y.,West,Yes,0.57668,1445,2260,0.55630,0.59705
2021,17-29 y.,West,No,0.33096,815,2260,0.31155,0.35036
2021,17-29 y.,East,Yes,0.53735,260,422,0.48973,0.58498
2021,17-29 y.,East,No,0.36207,162,422,0.31616,0.40798
2021,30-45 y.,West,Yes,0.62578,2075,3216,0.60905,0.64251
2021,30-45 y.,West,No,0.35287,1141,3216,0.33635,0.36939
2021,30-45 y.,East,Yes,0.59249,586,912,0.56058,0.62440
2021,30-45 y.,East,No,0.39026,326,912,0.35858,0.42194
2021,46-65 y.,West,Yes,0.72811,3918,5359,0.71619,0.74002
2021,46-65 y.,West,No,0.26569,1441,5359,0.25386,0.27752
2021,46-65 y.,East,Yes,0.74828,1062,1427,0.72575,0.77080
2021,46-65 y.,East,No,0.24795,365,1427,0.22554,0.27036
2021,66 and older,West,Yes,0.83508,2265,2693,0.82106,0.84910
2021,66 and older,West,No,0.16121,428,2693,0.14732,0.17510
2021,66 and older,East,Yes,0.85957,740,856,0.83628,0.88286
2021,66 and older,East,No,0.14004,116,856,0.11678,0.16330
