year,bula_h,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,Lower Saxony,Yes,0.61428,1724,2414,0.59486,0.63370
2015,Lower Saxony,No,0.20912,690,2414,0.19289,0.22534
2015,Bremen,Yes,0.63683,121,172,0.56474,0.70891
2015,Bremen,No,0.19225,51,172,0.13319,0.25132
2015,North Rhine-Westphalia,Yes,0.57830,3599,5149,0.56481,0.59179
2015,North Rhine-Westphalia,No,0.23653,1550,5149,0.22492,0.24814
2015,Hesse,Yes,0.58649,1217,1700,0.56307,0.60991
2015,Hesse,No,0.21157,483,1700,0.19215,0.23099
2015,"Rhineland-Palatinate, Saarland",Yes,0.60262,1040,1488,0.57775,0.62749
2015,"Rhineland-Palatinate, Saarland",No,0.23050,448,1488,0.20909,0.25190
2015,Baden-Wuerttemberg,Yes,0.57609,2029,2976,0.55833,0.59385
2015,Baden-Wuerttemberg,No,0.24396,947,2976,0.22852,0.25939
2015,Bavaria,Yes,0.58144,2796,4017,0.56618,0.59670
2015,Bavaria,No,0.22890,1221,4017,0.21590,0.24189
2015,Berlin,Yes,0.61081,660,910,0.57912,0.64251
2015,Berlin,No,0.20808,250,910,0.18169,0.23447
2015,Brandenburg,Yes,0.60816,720,983,0.57763,0.63870
2015,Brandenburg,No,0.22874,263,983,0.20247,0.25501
2015,Mecklenburg-Western Pomerania,Yes,0.59808,400,553,0.55718,0.63898
2015,Mecklenburg-Western Pomerania,No,0.25263,153,553,0.21638,0.28888
2015,Saxony,Yes,0.61544,1089,1504,0.59085,0.64004
2015,Saxony,No,0.22914,415,1504,0.20789,0.25038
2015,Saxony-Anhalt,Yes,0.61196,629,881,0.57977,0.64416
2015,Saxony-Anhalt,No,0.24371,252,881,0.21535,0.27208
2015,Thuringa,Yes,0.59576,656,915,0.56395,0.62758
2015,Thuringa,No,0.22690,259,915,0.19975,0.25405
2016,Schleswig-Holstein,Yes,0.58814,552,817,0.55437,0.62191
2016,Schleswig-Holstein,No,0.23847,265,817,0.20923,0.26771
2016,Hamburg,Yes,0.57487,290,423,0.52770,0.62203
2016,Hamburg,No,0.24939,133,423,0.20811,0.29067
2016,Lower Saxony,Yes,0.61885,1674,2358,0.59924,0.63846
2016,Lower Saxony,No,0.22085,684,2358,0.20410,0.23759
2016,Bremen,Yes,0.65291,125,176,0.58237,0.72344
2016,Bremen,No,0.14979,51,176,0.09691,0.20266
2016,North Rhine-Westphalia,Yes,0.58889,3509,5019,0.57527,0.60250
2016,North Rhine-Westphalia,No,0.23546,1510,5019,0.22372,0.24720
2016,Hesse,Yes,0.60995,1147,1597,0.58602,0.63388
2016,Hesse,No,0.20326,450,1597,0.18351,0.22300
2016,"Rhineland-Palatinate, Saarland",Yes,0.56372,970,1473,0.53839,0.58906
2016,"Rhineland-Palatinate, Saarland",No,0.26325,503,1473,0.24075,0.28575
2016,Baden-Wuerttemberg,Yes,0.56885,1890,2830,0.55060,0.58710
2016,Baden-Wuerttemberg,No,0.25901,940,2830,0.24286,0.27515
2016,Bavaria,Yes,0.57125,2609,3852,0.55562,0.58688
2016,Bavaria,No,0.25562,1243,3852,0.24184,0.26940
2016,Berlin,Yes,0.62058,657,904,0.58893,0.65223
2016,Berlin,No,0.22160,247,904,0.19451,0.24869
2016,Brandenburg,Yes,0.63088,701,935,0.59993,0.66183
2016,Brandenburg,No,0.20577,234,935,0.17985,0.23170
2016,Mecklenburg-Western Pomerania,Yes,0.56709,371,511,0.52408,0.61009
2016,Mecklenburg-Western Pomerania,No,0.23111,140,511,0.19452,0.26769
2016,Saxony,Yes,0.60205,1022,1439,0.57675,0.62735
2016,Saxony,No,0.24762,417,1439,0.22531,0.26993
2016,Saxony-Anhalt,Yes,0.57322,574,829,0.53953,0.60691
2016,Saxony-Anhalt,No,0.26703,255,829,0.23690,0.29717
2016,Thuringa,Yes,0.58349,640,892,0.55112,0.61586
2016,Thuringa,No,0.24985,252,892,0.22143,0.27828
2017,Schleswig-Holstein,Yes,0.59886,670,945,0.56759,0.63012
2017,Schleswig-Holstein,No,0.21553,275,945,0.18930,0.24177
2017,Hamburg,Yes,0.61057,335,461,0.56601,0.65513
2017,Hamburg,No,0.19140,126,461,0.15545,0.22735
2017,Lower Saxony,Yes,0.63630,1959,2677,0.61807,0.65453
2017,Lower Saxony,No,0.19297,718,2677,0.17801,0.20792
2017,Bremen,Yes,0.59124,152,217,0.52568,0.65680
2017,Bremen,No,0.21457,65,217,0.15982,0.26931
2017,North Rhine-Westphalia,Yes,0.59447,3931,5471,0.58146,0.60749
2017,North Rhine-Westphalia,No,0.23265,1540,5471,0.22145,0.24385
2017,Hesse,Yes,0.61063,1291,1768,0.58789,0.63337
2017,Hesse,No,0.20641,477,1768,0.18754,0.22528
2017,"Rhineland-Palatinate, Saarland",Yes,0.60187,1078,1512,0.57719,0.62655
2017,"Rhineland-Palatinate, Saarland",No,0.21862,434,1512,0.19778,0.23946
2017,Baden-Wuerttemberg,Yes,0.58318,2095,2995,0.56551,0.60084
2017,Baden-Wuerttemberg,No,0.23867,900,2995,0.22341,0.25394
2017,Bavaria,Yes,0.58976,2920,4168,0.57482,0.60469
2017,Bavaria,No,0.23889,1248,4168,0.22595,0.25184
2017,Berlin,Yes,0.63890,718,984,0.60887,0.66893
2017,Berlin,No,0.21215,266,984,0.18659,0.23770
2017,Brandenburg,Yes,0.63702,779,1028,0.60761,0.66643
2017,Brandenburg,No,0.17876,249,1028,0.15533,0.20220
2017,Mecklenburg-Western Pomerania,Yes,0.59165,412,572,0.55133,0.63196
2017,Mecklenburg-Western Pomerania,No,0.22987,160,572,0.19536,0.26439
2017,Saxony,Yes,0.64478,1204,1652,0.62169,0.66786
2017,Saxony,No,0.20505,448,1652,0.18558,0.22453
2017,Saxony-Anhalt,Yes,0.60767,671,919,0.57609,0.63926
2017,Saxony-Anhalt,No,0.23003,248,919,0.20281,0.25726
2017,Thuringa,Yes,0.63435,708,975,0.60411,0.66460
2017,Thuringa,No,0.21567,267,975,0.18984,0.24150
2018,Schleswig-Holstein,Yes,0.58685,647,922,0.55505,0.61865
2018,Schleswig-Holstein,No,0.22736,275,922,0.20029,0.25443
2018,Hamburg,Yes,0.57541,336,484,0.53133,0.61949
2018,Hamburg,No,0.24855,148,484,0.21001,0.28710
2018,Lower Saxony,Yes,0.62572,1828,2523,0.60683,0.64460
2018,Lower Saxony,No,0.20773,695,2523,0.19190,0.22357
2018,Bremen,Yes,0.60589,160,224,0.54175,0.67002
2018,Bremen,No,0.18761,64,224,0.13637,0.23885
2018,North Rhine-Westphalia,Yes,0.61107,3855,5384,0.59805,0.62409
2018,North Rhine-Westphalia,No,0.22728,1529,5384,0.21609,0.23848
2018,Hesse,Yes,0.57517,1194,1690,0.55159,0.59874
2018,Hesse,No,0.25186,496,1690,0.23116,0.27256
2018,"Rhineland-Palatinate, Saarland",Yes,0.60458,1054,1468,0.57956,0.62960
2018,"Rhineland-Palatinate, Saarland",No,0.21235,414,1468,0.19142,0.23328
2018,Baden-Wuerttemberg,Yes,0.58789,1951,2776,0.56957,0.60620
2018,Baden-Wuerttemberg,No,0.23908,825,2776,0.22321,0.25495
2018,Bavaria,Yes,0.59025,2809,3962,0.57494,0.60557
2018,Bavaria,No,0.24387,1153,3962,0.23050,0.25725
2018,Berlin,Yes,0.63685,724,990,0.60688,0.66683
2018,Berlin,No,0.20392,266,990,0.17881,0.22904
2018,Brandenburg,Yes,0.62207,779,1029,0.59243,0.65171
2018,Brandenburg,No,0.19207,250,1029,0.16799,0.21615
2018,Mecklenburg-Western Pomerania,Yes,0.59620,425,594,0.55671,0.63569
2018,Mecklenburg-Western Pomerania,No,0.23093,169,594,0.19701,0.26485
2018,Saxony,Yes,0.60792,1171,1613,0.58408,0.63175
2018,Saxony,No,0.23586,442,1613,0.21514,0.25659
2018,Saxony-Anhalt,Yes,0.62691,673,910,0.59547,0.65835
2018,Saxony-Anhalt,No,0.20565,237,910,0.17938,0.23193
2018,Thuringa,Yes,0.58672,685,935,0.55514,0.61830
2018,Thuringa,No,0.24855,250,935,0.22084,0.27627
2019,Schleswig-Holstein,Yes,0.60612,693,952,0.57507,0.63718
2019,Schleswig-Holstein,No,0.18716,259,952,0.16237,0.21195
2019,Hamburg,Yes,0.61700,397,527,0.57546,0.65855
2019,Hamburg,No,0.19447,130,527,0.16064,0.22829
2019,Lower Saxony,Yes,0.62545,1796,2488,0.60643,0.64447
2019,Lower Saxony,No,0.20418,692,2488,0.18834,0.22002
2019,Bremen,Yes,0.66672,171,219,0.60415,0.72930
2019,Bremen,No,0.16854,48,219,0.11884,0.21823
2019,North Rhine-Westphalia,Yes,0.60955,3924,5393,0.59652,0.62257
2019,North Rhine-Westphalia,No,0.22497,1469,5393,0.21383,0.23612
2019,Hesse,Yes,0.59170,1232,1709,0.56839,0.61501
2019,Hesse,No,0.23728,477,1709,0.21710,0.25745
2019,"Rhineland-Palatinate, Saarland",Yes,0.63732,1055,1462,0.61266,0.66197
2019,"Rhineland-Palatinate, Saarland",No,0.19560,407,1462,0.17526,0.21594
2019,Baden-Wuerttemberg,Yes,0.58569,1938,2790,0.56741,0.60397
2019,Baden-Wuerttemberg,No,0.23022,852,2790,0.21459,0.24584
2019,Bavaria,Yes,0.59481,2784,3939,0.57948,0.61015
2019,Bavaria,No,0.22796,1155,3939,0.21486,0.24107
2019,Berlin,Yes,0.60896,740,1024,0.57906,0.63887
2019,Berlin,No,0.23449,284,1024,0.20853,0.26045
2019,Brandenburg,Yes,0.59765,803,1110,0.56879,0.62651
2019,Brandenburg,No,0.21250,307,1110,0.18842,0.23657
2019,Mecklenburg-Western Pomerania,Yes,0.63519,458,608,0.59689,0.67349
2019,Mecklenburg-Western Pomerania,No,0.18781,150,608,0.15674,0.21888
2019,Saxony,Yes,0.61937,1150,1631,0.59580,0.64294
2019,Saxony,No,0.23022,481,1631,0.20978,0.25065
2019,Saxony-Anhalt,Yes,0.62332,657,882,0.59133,0.65532
2019,Saxony-Anhalt,No,0.21172,225,882,0.18474,0.23869
2019,Thuringa,Yes,0.61402,667,920,0.58254,0.64549
2019,Thuringa,No,0.23501,253,920,0.20760,0.26243
2020,Schleswig-Holstein,Yes,0.57411,701,1029,0.54388,0.60434
2020,Schleswig-Holstein,No,0.21643,328,1029,0.19125,0.24160
2020,Hamburg,Yes,0.58136,395,575,0.54100,0.62172
2020,Hamburg,No,0.23291,180,575,0.19833,0.26749
2020,Lower Saxony,Yes,0.57822,1766,2787,0.55988,0.59656
2020,Lower Saxony,No,0.24820,1021,2787,0.23216,0.26424
2020,Bremen,Yes,0.65582,165,266,0.59862,0.71302
2020,Bremen,No,0.21362,101,266,0.16427,0.26297
2020,North Rhine-Westphalia,Yes,0.55995,3922,6131,0.54753,0.57238
2020,North Rhine-Westphalia,No,0.27619,2209,6131,0.26500,0.28739
2020,Hesse,Yes,0.55182,1257,2028,0.53017,0.57347
2020,Hesse,No,0.27683,771,2028,0.25735,0.29631
2020,"Rhineland-Palatinate, Saarland",Yes,0.60005,996,1517,0.57538,0.62471
2020,"Rhineland-Palatinate, Saarland",No,0.23623,521,1517,0.21485,0.25762
2020,Baden-Wuerttemberg,Yes,0.54599,2031,3152,0.52861,0.56338
2020,Baden-Wuerttemberg,No,0.27168,1121,3152,0.25615,0.28721
2020,Bavaria,Yes,0.53305,2818,4326,0.51818,0.54792
2020,Bavaria,No,0.28695,1508,4326,0.27347,0.30043
2020,Berlin,Yes,0.59206,819,1267,0.56498,0.61913
2020,Berlin,No,0.24773,448,1267,0.22395,0.27151
2020,Brandenburg,Yes,0.60784,784,1139,0.57947,0.63621
2020,Brandenburg,No,0.22671,355,1139,0.20239,0.25104
2020,Mecklenburg-Western Pomerania,Yes,0.59700,380,529,0.55516,0.63884
2020,Mecklenburg-Western Pomerania,No,0.22875,149,529,0.19293,0.26458
2020,Saxony,Yes,0.59688,1070,1637,0.57311,0.62065
2020,Saxony,No,0.24965,567,1637,0.22868,0.27062
2020,Saxony-Anhalt,Yes,0.56706,612,946,0.53547,0.59865
2020,Saxony-Anhalt,No,0.26599,334,946,0.23782,0.29416
2020,Thuringa,Yes,0.53856,641,966,0.50711,0.57001
2020,Thuringa,No,0.30320,325,966,0.27420,0.33220
2021,Schleswig-Holstein,Yes,0.53519,482,707,0.49840,0.57198
2021,Schleswig-Holstein,No,0.22802,225,707,0.19707,0.25897
2021,Hamburg,Yes,0.67848,313,393,0.63225,0.72472
2021,Hamburg,No,0.16805,80,393,0.13103,0.20507
2021,Lower Saxony,Yes,0.60395,1205,1670,0.58048,0.62741
2021,Lower Saxony,No,0.21172,465,1670,0.19212,0.23132
2021,Bremen,Yes,0.72023,89,124,0.64090,0.79956
2021,Bremen,No,0.18532,35,124,0.11665,0.25399
2021,North Rhine-Westphalia,Yes,0.58135,2602,3569,0.56516,0.59754
2021,North Rhine-Westphalia,No,0.23536,967,3569,0.22144,0.24928
2021,Hesse,Yes,0.60065,772,1074,0.57135,0.62996
2021,Hesse,No,0.23583,302,1074,0.21043,0.26123
2021,"Rhineland-Palatinate, Saarland",Yes,0.64708,634,869,0.61529,0.67888
2021,"Rhineland-Palatinate, Saarland",No,0.19152,235,869,0.16534,0.21770
2021,Baden-Wuerttemberg,Yes,0.57934,1354,1959,0.55747,0.60120
2021,Baden-Wuerttemberg,No,0.23795,605,1959,0.21909,0.25681
2021,Bavaria,Yes,0.56694,1885,2672,0.54815,0.58573
2021,Bavaria,No,0.25329,787,2672,0.23680,0.26978
2021,Berlin,Yes,0.63797,580,782,0.60426,0.67168
2021,Berlin,No,0.17748,202,782,0.15068,0.20427
2021,Brandenburg,Yes,0.59902,490,656,0.56148,0.63655
2021,Brandenburg,No,0.22020,166,656,0.18847,0.25194
2021,Mecklenburg-Western Pomerania,Yes,0.64491,292,394,0.59760,0.69222
2021,Mecklenburg-Western Pomerania,No,0.21034,102,394,0.17005,0.25063
2021,Saxony,Yes,0.59032,805,1117,0.56147,0.61917
2021,Saxony,No,0.25001,312,1117,0.22461,0.27542
2021,Saxony-Anhalt,Yes,0.59007,400,564,0.54944,0.63069
2021,Saxony-Anhalt,No,0.26021,164,564,0.22397,0.29646
2021,Thuringa,Yes,0.57926,447,594,0.53952,0.61899
2021,Thuringa,No,0.23735,147,594,0.20311,0.27160
