year,bula_h,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,Saxony-Anhalt,No,0.15914,136,701,0.13204,0.18624
1994,Thuringa,Yes,0.65596,535,659,0.61966,0.69225
1994,Thuringa,No,0.14403,124,659,0.11720,0.17086
1995,Schleswig-Holstein,Yes,0.58991,198,282,0.53240,0.64742
1995,Schleswig-Holstein,No,0.19380,84,282,0.14758,0.24001
1995,Hamburg,Yes,0.64117,95,132,0.55904,0.72331
1995,Hamburg,No,0.22742,37,132,0.15564,0.29920
1995,Lower Saxony,Yes,0.57513,703,1034,0.54499,0.60528
1995,Lower Saxony,No,0.22330,331,1034,0.19791,0.24870
1995,Bremen,Yes,0.62174,62,62,0.50004,0.74344
1995,North Rhine-Westphalia,Yes,0.57135,1731,2563,0.55219,0.59052
1995,North Rhine-Westphalia,No,0.23999,832,2563,0.22345,0.25652
1995,Hesse,Yes,0.58676,626,937,0.55521,0.61830
1995,Hesse,No,0.25192,311,937,0.22411,0.27973
1995,"Rhineland-Palatinate, Saarland",Yes,0.54875,466,703,0.51194,0.58556
1995,"Rhineland-Palatinate, Saarland",No,0.24118,237,703,0.20953,0.27283
1995,Baden-Wuerttemberg,Yes,0.57910,1235,1778,0.55614,0.60205
1995,Baden-Wuerttemberg,No,0.22277,543,1778,0.20342,0.24211
1995,Bavaria,Yes,0.58632,1161,1677,0.56275,0.60990
1995,Bavaria,No,0.22950,516,1677,0.20936,0.24963
1995,Berlin,Yes,0.62335,425,563,0.58329,0.66341
1995,Berlin,No,0.20280,138,563,0.16956,0.23604
1995,Brandenburg,Yes,0.60710,425,580,0.56732,0.64689
1995,Brandenburg,No,0.21114,155,580,0.17789,0.24438
1995,Mecklenburg-Western Pomerania,Yes,0.57953,290,414,0.53192,0.62714
1995,Mecklenburg-Western Pomerania,No,0.23042,124,414,0.18981,0.27104
1995,Saxony,Yes,0.61383,790,1094,0.58497,0.64270
1995,Saxony,No,0.20554,304,1094,0.18158,0.22949
1995,Saxony-Anhalt,Yes,0.63063,489,682,0.59438,0.66688
1995,Saxony-Anhalt,No,0.21033,193,682,0.17972,0.24094
1995,Thuringa,Yes,0.58447,453,646,0.54644,0.62250
1995,Thuringa,No,0.21559,193,646,0.18386,0.24733
1996,Schleswig-Holstein,Yes,0.52604,178,273,0.46670,0.58538
1996,Schleswig-Holstein,No,0.23358,95,273,0.18329,0.28386
1996,Hamburg,Yes,0.52040,73,124,0.43211,0.60869
1996,Hamburg,No,0.32329,51,124,0.24063,0.40595
1996,Lower Saxony,Yes,0.58585,736,1026,0.55570,0.61601
1996,Lower Saxony,No,0.21124,290,1026,0.18625,0.23623
1996,Bremen,Yes,0.68137,66,66,0.56810,0.79465
1996,North Rhine-Westphalia,Yes,0.57115,1697,2536,0.55188,0.59042
1996,North Rhine-Westphalia,No,0.24337,839,2536,0.22666,0.26007
1996,Hesse,Yes,0.58574,588,900,0.55354,0.61794
1996,Hesse,No,0.24583,312,900,0.21768,0.27397
1996,"Rhineland-Palatinate, Saarland",Yes,0.53520,461,687,0.49787,0.57252
1996,"Rhineland-Palatinate, Saarland",No,0.25207,226,687,0.21958,0.28456
1996,Baden-Wuerttemberg,Yes,0.58615,1210,1671,0.56252,0.60977
1996,Baden-Wuerttemberg,No,0.20158,461,1671,0.18234,0.22083
1996,Bavaria,Yes,0.60313,1185,1633,0.57940,0.62687
1996,Bavaria,No,0.20968,448,1633,0.18993,0.22943
1996,Berlin,Yes,0.64940,417,540,0.60912,0.68968
1996,Berlin,No,0.17895,123,540,0.14659,0.21131
1996,Brandenburg,Yes,0.58258,410,588,0.54269,0.62248
1996,Brandenburg,No,0.23545,178,588,0.20113,0.26978
1996,Mecklenburg-Western Pomerania,Yes,0.59718,291,398,0.54894,0.64543
1996,Mecklenburg-Western Pomerania,No,0.22436,107,398,0.18332,0.26540
1996,Saxony,Yes,0.58926,755,1101,0.56019,0.61833
1996,Saxony,No,0.23068,346,1101,0.20578,0.25557
1996,Saxony-Anhalt,Yes,0.61511,472,669,0.57821,0.65201
1996,Saxony-Anhalt,No,0.22733,197,669,0.19555,0.25912
1996,Thuringa,Yes,0.57505,456,655,0.53717,0.61294
1996,Thuringa,No,0.23206,199,655,0.19971,0.26442
1997,Schleswig-Holstein,Yes,0.53489,176,269,0.47517,0.59461
1997,Schleswig-Holstein,No,0.25890,93,269,0.20645,0.31134
1997,Hamburg,Yes,0.57937,78,125,0.49248,0.66626
1997,Hamburg,No,0.31684,47,125,0.23495,0.39873
1997,Lower Saxony,Yes,0.54703,673,1031,0.51663,0.57743
1997,Lower Saxony,No,0.26545,358,1031,0.23848,0.29242
1997,Bremen,Yes,0.67268,61,93,0.57679,0.76856
1997,Bremen,No,0.23477,32,93,0.14815,0.32138
1997,North Rhine-Westphalia,Yes,0.55720,1606,2493,0.53770,0.57671
1997,North Rhine-Westphalia,No,0.26299,887,2493,0.24570,0.28028
1997,Hesse,Yes,0.58108,567,842,0.54773,0.61442
1997,Hesse,No,0.24663,275,842,0.21750,0.27577
1997,"Rhineland-Palatinate, Saarland",Yes,0.55842,469,709,0.52184,0.59499
1997,"Rhineland-Palatinate, Saarland",No,0.25726,240,709,0.22507,0.28946
1997,Baden-Wuerttemberg,Yes,0.59072,1215,1697,0.56732,0.61412
1997,Baden-Wuerttemberg,No,0.20664,482,1697,0.18737,0.22591
1997,Bavaria,Yes,0.59320,1145,1619,0.56926,0.61713
1997,Bavaria,No,0.22582,474,1619,0.20544,0.24619
1997,Berlin,Yes,0.61592,368,510,0.57366,0.65817
1997,Berlin,No,0.20961,142,510,0.17425,0.24497
1997,Brandenburg,Yes,0.61440,425,592,0.57516,0.65364
1997,Brandenburg,No,0.22518,167,592,0.19150,0.25885
1997,Mecklenburg-Western Pomerania,Yes,0.60963,276,390,0.56115,0.65811
1997,Mecklenburg-Western Pomerania,No,0.23454,114,390,0.19243,0.27664
1997,Saxony,Yes,0.62924,775,1083,0.60046,0.65802
1997,Saxony,No,0.20080,308,1083,0.17693,0.22467
1997,Saxony-Anhalt,Yes,0.63154,469,662,0.59476,0.66831
1997,Saxony-Anhalt,No,0.22728,193,662,0.19534,0.25923
1997,Thuringa,Yes,0.57557,449,660,0.53784,0.61331
1997,Thuringa,No,0.22639,211,660,0.19443,0.25834
1998,Schleswig-Holstein,Yes,0.52203,223,345,0.46924,0.57481
1998,Schleswig-Holstein,No,0.27832,122,345,0.23096,0.32568
1998,Hamburg,Yes,0.57028,98,149,0.49053,0.65004
1998,Hamburg,No,0.27142,51,149,0.19978,0.34307
1998,Lower Saxony,Yes,0.53343,782,1188,0.50505,0.56181
1998,Lower Saxony,No,0.27182,406,1188,0.24651,0.29713
1998,Bremen,Yes,0.66354,71,71,0.55285,0.77423
1998,North Rhine-Westphalia,Yes,0.54448,1794,2817,0.52608,0.56287
1998,North Rhine-Westphalia,No,0.27034,1023,2817,0.25393,0.28674
1998,Hesse,Yes,0.54923,606,938,0.51737,0.58109
1998,Hesse,No,0.27057,332,938,0.24212,0.29901
1998,"Rhineland-Palatinate, Saarland",Yes,0.52822,520,798,0.49356,0.56288
1998,"Rhineland-Palatinate, Saarland",No,0.28604,278,798,0.25467,0.31742
1998,Baden-Wuerttemberg,Yes,0.57350,1255,1799,0.55064,0.59636
1998,Baden-Wuerttemberg,No,0.23233,544,1799,0.21281,0.25185
1998,Bavaria,Yes,0.57495,1260,1856,0.55245,0.59744
1998,Bavaria,No,0.24340,596,1856,0.22387,0.26293
1998,Berlin,Yes,0.57846,353,523,0.53610,0.62082
1998,Berlin,No,0.24198,170,523,0.20524,0.27872
1998,Brandenburg,Yes,0.59535,443,618,0.55662,0.63408
1998,Brandenburg,No,0.24948,175,618,0.21533,0.28362
1998,Mecklenburg-Western Pomerania,Yes,0.56930,280,407,0.52113,0.61747
1998,Mecklenburg-Western Pomerania,No,0.25356,127,407,0.21125,0.29588
1998,Saxony,Yes,0.58676,798,1174,0.55858,0.61494
1998,Saxony,No,0.24274,376,1174,0.21820,0.26728
1998,Saxony-Anhalt,Yes,0.59083,454,687,0.55403,0.62762
1998,Saxony-Anhalt,No,0.27097,233,687,0.23771,0.30423
1998,Thuringa,Yes,0.57324,493,730,0.53733,0.60914
1998,Thuringa,No,0.23911,237,730,0.20815,0.27008
1999,Schleswig-Holstein,Yes,0.51243,207,320,0.45758,0.56728
1999,Schleswig-Holstein,No,0.28010,113,320,0.23082,0.32938
1999,Hamburg,Yes,0.61365,94,137,0.53182,0.69549
1999,Hamburg,No,0.25026,43,137,0.17746,0.32306
1999,Lower Saxony,Yes,0.57557,788,1164,0.54716,0.60397
1999,Lower Saxony,No,0.23952,376,1164,0.21499,0.26404
1999,Bremen,Yes,0.65998,66,66,0.54482,0.77514
1999,North Rhine-Westphalia,Yes,0.55688,1783,2678,0.53807,0.57570
1999,North Rhine-Westphalia,No,0.26099,895,2678,0.24436,0.27763
1999,Hesse,Yes,0.58438,616,889,0.55197,0.61680
1999,Hesse,No,0.24399,273,889,0.21574,0.27224
1999,"Rhineland-Palatinate, Saarland",Yes,0.59305,539,770,0.55833,0.62777
1999,"Rhineland-Palatinate, Saarland",No,0.23297,231,770,0.20309,0.26285
1999,Baden-Wuerttemberg,Yes,0.58385,1215,1722,0.56056,0.60713
1999,Baden-Wuerttemberg,No,0.22317,507,1722,0.20350,0.24284
1999,Bavaria,Yes,0.60934,1281,1787,0.58671,0.63196
1999,Bavaria,No,0.21756,506,1787,0.19843,0.23670
1999,Berlin,Yes,0.58984,361,506,0.54695,0.63274
1999,Berlin,No,0.22461,145,506,0.18821,0.26101
1999,Brandenburg,Yes,0.63411,445,596,0.59540,0.67281
1999,Brandenburg,No,0.20646,151,596,0.17394,0.23899
1999,Mecklenburg-Western Pomerania,Yes,0.55220,272,400,0.50340,0.60099
1999,Mecklenburg-Western Pomerania,No,0.28487,128,400,0.24058,0.32915
1999,Saxony,Yes,0.59785,808,1149,0.56948,0.62621
1999,Saxony,No,0.24630,341,1149,0.22138,0.27123
1999,Saxony-Anhalt,Yes,0.64921,501,688,0.61353,0.68490
1999,Saxony-Anhalt,No,0.22651,187,688,0.19521,0.25781
1999,Thuringa,Yes,0.61869,527,718,0.58314,0.65425
1999,Thuringa,No,0.19788,191,718,0.16872,0.22704
2000,Schleswig-Holstein,Yes,0.52276,427,704,0.48583,0.55968
2000,Schleswig-Holstein,No,0.30044,277,704,0.26655,0.33433
2000,Hamburg,Yes,0.60626,209,298,0.55069,0.66182
2000,Hamburg,No,0.25562,89,298,0.20601,0.30523
2000,Lower Saxony,Yes,0.54481,1362,2017,0.52307,0.56654
2000,Lower Saxony,No,0.25955,655,2017,0.24042,0.27869
2000,Bremen,Yes,0.63274,138,186,0.56328,0.70221
2000,Bremen,No,0.21777,48,186,0.15829,0.27724
2000,North Rhine-Westphalia,Yes,0.55917,3398,5121,0.54557,0.57277
2000,North Rhine-Westphalia,No,0.26893,1723,5121,0.25679,0.28108
2000,Hesse,Yes,0.56940,1140,1665,0.54561,0.59320
2000,Hesse,No,0.24917,525,1665,0.22838,0.26995
2000,"Rhineland-Palatinate, Saarland",Yes,0.55556,988,1459,0.53005,0.58106
2000,"Rhineland-Palatinate, Saarland",No,0.24635,471,1459,0.22423,0.26847
2000,Baden-Wuerttemberg,Yes,0.54533,1991,2948,0.52735,0.56330
2000,Baden-Wuerttemberg,No,0.25599,957,2948,0.24023,0.27175
2000,Bavaria,Yes,0.56737,2259,3362,0.55062,0.58412
2000,Bavaria,No,0.26600,1103,3362,0.25106,0.28094
2000,Berlin,Yes,0.54575,538,802,0.51126,0.58023
2000,Berlin,No,0.25847,264,802,0.22815,0.28879
2000,Brandenburg,Yes,0.61918,739,1016,0.58931,0.64905
2000,Brandenburg,No,0.24053,277,1016,0.21424,0.26683
2000,Mecklenburg-Western Pomerania,Yes,0.62246,411,563,0.58238,0.66254
2000,Mecklenburg-Western Pomerania,No,0.22287,152,563,0.18846,0.25727
2000,Saxony,Yes,0.60085,1241,1763,0.57798,0.62372
2000,Saxony,No,0.23238,522,1763,0.21266,0.25210
2000,Saxony-Anhalt,Yes,0.59580,722,1060,0.56624,0.62536
2000,Saxony-Anhalt,No,0.27824,338,1060,0.25125,0.30523
2000,Thuringa,Yes,0.60143,725,1048,0.57177,0.63109
2000,Thuringa,No,0.24442,323,1048,0.21839,0.27045
2001,Schleswig-Holstein,Yes,0.48124,358,643,0.44259,0.51989
2001,Schleswig-Holstein,No,0.33955,285,643,0.30291,0.37618
2001,Hamburg,Yes,0.59432,187,272,0.53585,0.65278
2001,Hamburg,No,0.26650,85,272,0.21386,0.31914
2001,Lower Saxony,Yes,0.56946,1286,1848,0.54688,0.59205
2001,Lower Saxony,No,0.23929,562,1848,0.21983,0.25875
2001,Bremen,Yes,0.61078,111,157,0.53426,0.68729
2001,Bremen,No,0.25324,46,157,0.18500,0.32148
2001,North Rhine-Westphalia,Yes,0.56861,3115,4623,0.55433,0.58289
2001,North Rhine-Westphalia,No,0.25534,1508,4623,0.24277,0.26792
2001,Hesse,Yes,0.58424,1048,1480,0.55912,0.60935
2001,Hesse,No,0.23484,432,1480,0.21324,0.25644
2001,"Rhineland-Palatinate, Saarland",Yes,0.54266,924,1349,0.51606,0.56925
2001,"Rhineland-Palatinate, Saarland",No,0.25023,425,1349,0.22710,0.27335
2001,Baden-Wuerttemberg,Yes,0.54910,1748,2594,0.52995,0.56825
2001,Baden-Wuerttemberg,No,0.25136,846,2594,0.23466,0.26806
2001,Bavaria,Yes,0.58230,2096,3027,0.56473,0.59987
2001,Bavaria,No,0.25499,931,3027,0.23946,0.27052
2001,Berlin,Yes,0.54919,519,788,0.51442,0.58395
2001,Berlin,No,0.26373,269,788,0.23294,0.29451
2001,Brandenburg,Yes,0.63026,708,953,0.59959,0.66092
2001,Brandenburg,No,0.23147,245,953,0.20468,0.25826
