year,age_gr,migback,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,30-45 y.,Direct migration background,No,0.39600,462,1181,0.36809,0.42390
1985,46-65 y.,No migration background,Yes,0.75323,1821,2430,0.73609,0.77038
1985,46-65 y.,No migration background,No,0.24677,609,2430,0.22962,0.26391
1985,46-65 y.,Direct migration background,Yes,0.76576,633,863,0.73749,0.79404
1985,46-65 y.,Direct migration background,No,0.23424,230,863,0.20596,0.26251
1985,66 and older,No migration background,Yes,0.86116,919,1067,0.84040,0.88191
1985,66 and older,No migration background,No,0.13884,148,1067,0.11809,0.15960
1986,17-29 y.,No migration background,Yes,0.69100,1465,2133,0.67138,0.71061
1986,17-29 y.,No migration background,No,0.30900,668,2133,0.28939,0.32862
1986,17-29 y.,Direct migration background,Yes,0.58138,431,799,0.54715,0.61561
1986,17-29 y.,Direct migration background,No,0.41698,368,799,0.38277,0.45119
1986,17-29 y.,Indirect migration background,Yes,0.76370,74,122,0.68801,0.83940
1986,17-29 y.,Indirect migration background,No,0.23630,48,122,0.16060,0.31199
1986,30-45 y.,No migration background,Yes,0.66446,1437,2150,0.64449,0.68442
1986,30-45 y.,No migration background,No,0.33554,713,2150,0.31558,0.35551
1986,30-45 y.,Direct migration background,Yes,0.66721,714,1102,0.63938,0.69504
1986,30-45 y.,Direct migration background,No,0.33279,388,1102,0.30496,0.36062
1986,46-65 y.,No migration background,Yes,0.76030,1775,2343,0.74301,0.77759
1986,46-65 y.,No migration background,No,0.23970,568,2343,0.22241,0.25699
1986,46-65 y.,Direct migration background,Yes,0.79838,658,874,0.77177,0.82500
1986,46-65 y.,Direct migration background,No,0.20162,216,874,0.17500,0.22823
1986,66 and older,No migration background,Yes,0.86431,843,979,0.84285,0.88578
1986,66 and older,No migration background,No,0.13569,136,979,0.11422,0.15715
1986,66 and older,Direct migration background,Yes,0.83606,42,42,0.72273,0.94938
1987,17-29 y.,No migration background,Yes,0.68201,1403,2072,0.66195,0.70207
1987,17-29 y.,No migration background,No,0.31738,669,2072,0.29733,0.33742
1987,17-29 y.,Direct migration background,Yes,0.58922,444,795,0.55500,0.62344
1987,17-29 y.,Direct migration background,No,0.40862,351,795,0.37443,0.44282
1987,17-29 y.,Indirect migration background,Yes,0.59682,73,141,0.51556,0.67807
1987,17-29 y.,Indirect migration background,No,0.40318,68,141,0.32193,0.48444
1987,30-45 y.,No migration background,Yes,0.64252,1358,2098,0.62201,0.66303
1987,30-45 y.,No migration background,No,0.35748,740,2098,0.33697,0.37799
1987,30-45 y.,Direct migration background,Yes,0.64595,671,1052,0.61704,0.67487
1987,30-45 y.,Direct migration background,No,0.35405,381,1052,0.32513,0.38296
1987,46-65 y.,No migration background,Yes,0.76871,1747,2286,0.75143,0.78600
1987,46-65 y.,No migration background,No,0.23129,539,2286,0.21400,0.24857
1987,46-65 y.,Direct migration background,Yes,0.73616,639,910,0.70751,0.76481
1987,46-65 y.,Direct migration background,No,0.26384,271,910,0.23519,0.29249
1987,66 and older,No migration background,Yes,0.87243,874,1010,0.85184,0.89301
1987,66 and older,No migration background,No,0.12757,136,1010,0.10699,0.14816
1987,66 and older,Direct migration background,Yes,0.84805,47,47,0.74431,0.95179
1988,17-29 y.,No migration background,Yes,0.61608,1169,1914,0.59429,0.63787
1988,17-29 y.,No migration background,No,0.38311,745,1914,0.36132,0.40489
1988,17-29 y.,Direct migration background,Yes,0.53381,397,763,0.49839,0.56923
1988,17-29 y.,Direct migration background,No,0.46110,366,763,0.42571,0.49650
1988,17-29 y.,Indirect migration background,Yes,0.53310,97,187,0.46140,0.60480
1988,17-29 y.,Indirect migration background,No,0.45997,90,187,0.38834,0.53159
1988,30-45 y.,No migration background,Yes,0.60249,1208,1997,0.58102,0.62396
1988,30-45 y.,No migration background,No,0.39478,789,1997,0.37334,0.41622
1988,30-45 y.,Direct migration background,Yes,0.58067,553,928,0.54890,0.61244
1988,30-45 y.,Direct migration background,No,0.41590,375,928,0.38417,0.44763
1988,46-65 y.,No migration background,Yes,0.70908,1552,2186,0.69004,0.72813
1988,46-65 y.,No migration background,No,0.28619,634,2186,0.26724,0.30514
1988,46-65 y.,Direct migration background,Yes,0.73207,667,902,0.70315,0.76099
1988,46-65 y.,Direct migration background,No,0.26251,235,902,0.23378,0.29124
1988,66 and older,No migration background,Yes,0.85215,821,965,0.82974,0.87456
1988,66 and older,No migration background,No,0.14329,144,965,0.12118,0.16541
1988,66 and older,Direct migration background,Yes,0.84645,50,50,0.74550,0.94739
1989,17-29 y.,No migration background,Yes,0.63955,1190,1863,0.61775,0.66136
1989,17-29 y.,No migration background,No,0.35910,673,1863,0.33731,0.38089
1989,17-29 y.,Direct migration background,Yes,0.59183,416,734,0.55625,0.62741
1989,17-29 y.,Direct migration background,No,0.40217,318,734,0.36667,0.43766
1989,17-29 y.,Indirect migration background,Yes,0.59152,124,221,0.52657,0.65648
1989,17-29 y.,Indirect migration background,No,0.39679,97,221,0.33214,0.46143
1989,30-45 y.,No migration background,Yes,0.60709,1192,1944,0.58537,0.62881
1989,30-45 y.,No migration background,No,0.39116,752,1944,0.36946,0.41286
1989,30-45 y.,Direct migration background,Yes,0.56817,539,869,0.53522,0.60112
1989,30-45 y.,Direct migration background,No,0.41576,330,869,0.38297,0.44855
1989,46-65 y.,No migration background,Yes,0.72635,1477,2058,0.70708,0.74561
1989,46-65 y.,No migration background,No,0.26955,581,2058,0.25037,0.28873
1989,46-65 y.,Direct migration background,Yes,0.73551,631,901,0.70669,0.76433
1989,46-65 y.,Direct migration background,No,0.26032,270,901,0.23165,0.28899
1989,66 and older,No migration background,Yes,0.85397,800,936,0.83134,0.87661
1989,66 and older,No migration background,No,0.14091,136,936,0.11861,0.16322
1989,66 and older,Direct migration background,Yes,0.86341,55,55,0.77181,0.95500
1991,17-29 y.,No migration background,Yes,0.64772,1694,2708,0.62973,0.66572
1991,17-29 y.,No migration background,No,0.34871,1014,2708,0.33076,0.36667
1991,17-29 y.,Direct migration background,Yes,0.55281,374,659,0.51481,0.59080
1991,17-29 y.,Direct migration background,No,0.43816,285,659,0.40025,0.47607
1991,17-29 y.,Indirect migration background,Yes,0.58453,163,309,0.52950,0.63957
1991,17-29 y.,Indirect migration background,No,0.40274,146,309,0.34797,0.45751
1991,30-45 y.,No migration background,Yes,0.60217,2007,3448,0.58583,0.61851
1991,30-45 y.,No migration background,No,0.39523,1441,3448,0.37891,0.41155
1991,30-45 y.,Direct migration background,Yes,0.59417,505,827,0.56068,0.62766
1991,30-45 y.,Direct migration background,No,0.39744,322,827,0.36407,0.43082
1991,46-65 y.,No migration background,Yes,0.72966,2210,3105,0.71403,0.74528
1991,46-65 y.,No migration background,No,0.26381,895,3105,0.24831,0.27932
1991,46-65 y.,Direct migration background,Yes,0.71545,711,987,0.68728,0.74361
1991,46-65 y.,Direct migration background,No,0.27246,276,987,0.24467,0.30025
1991,66 and older,No migration background,Yes,0.85817,1127,1316,0.83931,0.87703
1991,66 and older,No migration background,No,0.13739,189,1316,0.11878,0.15600
1991,66 and older,Direct migration background,Yes,0.83047,100,100,0.75656,0.90439
1992,17-29 y.,No migration background,Yes,0.63151,1616,2562,0.61282,0.65019
1992,17-29 y.,No migration background,No,0.36280,946,2562,0.34417,0.38142
1992,17-29 y.,Direct migration background,Yes,0.47281,308,621,0.43351,0.51211
1992,17-29 y.,Direct migration background,No,0.51370,313,621,0.47435,0.55304
1992,17-29 y.,Indirect migration background,Yes,0.54738,194,366,0.49631,0.59844
1992,17-29 y.,Indirect migration background,No,0.43963,172,366,0.38871,0.49055
1992,30-45 y.,No migration background,Yes,0.62884,2147,3416,0.61264,0.64504
1992,30-45 y.,No migration background,No,0.36244,1269,3416,0.34632,0.37856
1992,30-45 y.,Direct migration background,Yes,0.59690,485,772,0.56228,0.63152
1992,30-45 y.,Direct migration background,No,0.38458,287,772,0.35024,0.41892
1992,46-65 y.,No migration background,Yes,0.72583,2185,2995,0.70986,0.74181
1992,46-65 y.,No migration background,No,0.26095,810,2995,0.24522,0.27669
1992,46-65 y.,Direct migration background,Yes,0.69416,682,964,0.66506,0.72326
1992,46-65 y.,Direct migration background,No,0.27769,282,964,0.24940,0.30597
1992,66 and older,No migration background,Yes,0.84272,1107,1291,0.82285,0.86258
1992,66 and older,No migration background,No,0.14149,184,1291,0.12247,0.16050
1992,66 and older,Direct migration background,Yes,0.86857,115,115,0.80655,0.93059
1994,17-29 y.,No migration background,Yes,0.72246,1718,2380,0.70447,0.74046
1994,17-29 y.,No migration background,No,0.27601,662,2380,0.25805,0.29397
1994,17-29 y.,Direct migration background,Yes,0.65279,327,520,0.61183,0.69375
1994,17-29 y.,Direct migration background,No,0.34503,193,520,0.30413,0.38593
1994,17-29 y.,Indirect migration background,Yes,0.64965,267,433,0.60466,0.69464
1994,17-29 y.,Indirect migration background,No,0.33953,166,433,0.29487,0.38418
1994,30-45 y.,No migration background,Yes,0.71638,2462,3379,0.70118,0.73158
1994,30-45 y.,No migration background,No,0.27721,917,3379,0.26212,0.29231
1994,30-45 y.,Direct migration background,Yes,0.71326,489,704,0.67983,0.74669
1994,30-45 y.,Direct migration background,No,0.27450,215,704,0.24151,0.30748
1994,46-65 y.,No migration background,Yes,0.80006,2351,2913,0.78553,0.81458
1994,46-65 y.,No migration background,No,0.19193,562,2913,0.17762,0.20623
1994,46-65 y.,Direct migration background,Yes,0.75292,735,944,0.72539,0.78045
1994,46-65 y.,Direct migration background,No,0.23663,209,944,0.20951,0.26376
1994,66 and older,No migration background,Yes,0.89894,1191,1311,0.88262,0.91526
1994,66 and older,No migration background,No,0.09381,120,1311,0.07802,0.10960
1994,66 and older,Direct migration background,Yes,0.88464,153,153,0.83385,0.93543
1995,17-29 y.,No migration background,Yes,0.64326,1478,2292,0.62365,0.66288
1995,17-29 y.,No migration background,No,0.34521,814,2292,0.32574,0.36468
1995,17-29 y.,Direct migration background,Yes,0.53804,331,600,0.49812,0.57797
1995,17-29 y.,Direct migration background,No,0.45676,269,600,0.41687,0.49665
1995,17-29 y.,Indirect migration background,Yes,0.54457,247,441,0.49804,0.59110
1995,17-29 y.,Indirect migration background,No,0.45086,194,441,0.40436,0.49735
1995,30-45 y.,No migration background,Yes,0.64966,2242,3449,0.63373,0.66558
1995,30-45 y.,No migration background,No,0.34425,1207,3449,0.32839,0.36011
1995,30-45 y.,Direct migration background,Yes,0.56826,549,915,0.53615,0.60037
1995,30-45 y.,Direct migration background,No,0.41890,366,915,0.38691,0.45089
1995,46-65 y.,No migration background,Yes,0.74964,2172,2888,0.73384,0.76544
1995,46-65 y.,No migration background,No,0.23885,716,2888,0.22330,0.25441
1995,46-65 y.,Direct migration background,Yes,0.70261,756,1033,0.67472,0.73050
1995,46-65 y.,Direct migration background,No,0.28593,277,1033,0.25836,0.31350
1995,66 and older,No migration background,Yes,0.87884,1150,1288,0.86101,0.89667
1995,66 and older,No migration background,No,0.10590,138,1288,0.08909,0.12271
1995,66 and older,Direct migration background,Yes,0.86767,187,187,0.81897,0.91636
1996,17-29 y.,No migration background,Yes,0.62992,1370,2145,0.60948,0.65036
1996,17-29 y.,No migration background,No,0.35685,775,2145,0.33657,0.37713
1996,17-29 y.,Direct migration background,Yes,0.59827,308,528,0.55641,0.64012
1996,17-29 y.,Direct migration background,No,0.38309,220,528,0.34158,0.42459
1996,17-29 y.,Indirect migration background,Yes,0.55447,261,455,0.50875,0.60019
1996,17-29 y.,Indirect migration background,No,0.41182,194,455,0.36655,0.45710
1996,30-45 y.,No migration background,Yes,0.64228,2261,3480,0.62635,0.65821
1996,30-45 y.,No migration background,No,0.34638,1219,3480,0.33057,0.36219
1996,30-45 y.,Direct migration background,Yes,0.61180,527,843,0.57888,0.64472
1996,30-45 y.,Direct migration background,No,0.36632,316,843,0.33378,0.39887
1996,30-45 y.,Indirect migration background,Yes,0.65876,44,44,0.51705,0.80048
1996,46-65 y.,No migration background,Yes,0.74845,2173,2878,0.73259,0.76430
1996,46-65 y.,No migration background,No,0.23427,705,2878,0.21879,0.24974
1996,46-65 y.,Direct migration background,Yes,0.71857,722,969,0.69024,0.74690
1996,46-65 y.,Direct migration background,No,0.26946,247,969,0.24151,0.29741
1996,66 and older,No migration background,Yes,0.85367,1123,1296,0.83442,0.87292
1996,66 and older,No migration background,No,0.12983,173,1296,0.11153,0.14814
1996,66 and older,Direct migration background,Yes,0.84264,195,195,0.79140,0.89389
1997,17-29 y.,No migration background,Yes,0.62135,1295,2071,0.60046,0.64225
1997,17-29 y.,No migration background,No,0.37683,776,2071,0.35595,0.39771
1997,17-29 y.,Direct migration background,Yes,0.56336,266,476,0.51875,0.60796
1997,17-29 y.,Direct migration background,No,0.43082,210,476,0.38628,0.47535
1997,17-29 y.,Indirect migration background,Yes,0.57745,260,473,0.53289,0.62201
1997,17-29 y.,Indirect migration background,No,0.41298,213,473,0.36856,0.45740
1997,30-45 y.,No migration background,Yes,0.60916,2133,3467,0.59292,0.62540
1997,30-45 y.,No migration background,No,0.38917,1334,3467,0.37294,0.40540
1997,30-45 y.,Direct migration background,Yes,0.62178,506,813,0.58843,0.65514
1997,30-45 y.,Direct migration background,No,0.36523,307,813,0.33211,0.39835
1997,30-45 y.,Indirect migration background,Yes,0.57837,38,38,0.41925,0.73749
1997,46-65 y.,No migration background,Yes,0.75821,2174,2890,0.74260,0.77382
1997,46-65 y.,No migration background,No,0.23894,716,2890,0.22339,0.25449
1997,46-65 y.,Direct migration background,Yes,0.69643,676,934,0.66693,0.72593
1997,46-65 y.,Direct migration background,No,0.30009,258,934,0.27068,0.32950
1997,66 and older,No migration background,Yes,0.86730,1174,1330,0.84906,0.88554
1997,66 and older,No migration background,No,0.11946,156,1330,0.10202,0.13690
1997,66 and older,Direct migration background,Yes,0.90732,214,214,0.86838,0.94627
1998,17-29 y.,No migration background,Yes,0.58695,1350,2231,0.56652,0.60739
1998,17-29 y.,No migration background,No,0.40752,881,2231,0.38713,0.42792
1998,17-29 y.,Direct migration background,Yes,0.53747,235,433,0.49045,0.58449
1998,17-29 y.,Direct migration background,No,0.45682,198,433,0.40985,0.50379
1998,17-29 y.,Indirect migration background,Yes,0.55960,274,484,0.51533,0.60387
1998,17-29 y.,Indirect migration background,No,0.43911,210,484,0.39485,0.48337
1998,30-45 y.,No migration background,Yes,0.58540,2357,3927,0.56998,0.60081
1998,30-45 y.,No migration background,No,0.40693,1570,3927,0.39156,0.42230
1998,30-45 y.,Direct migration background,Yes,0.59452,457,775,0.55993,0.62911
1998,30-45 y.,Direct migration background,No,0.39219,318,775,0.35779,0.42659
1998,30-45 y.,Indirect migration background,Yes,0.52721,50,89,0.42290,0.63153
1998,30-45 y.,Indirect migration background,No,0.47279,39,89,0.36847,0.57710
1998,46-65 y.,No migration background,Yes,0.71735,2464,3420,0.70226,0.73244
1998,46-65 y.,No migration background,No,0.27252,956,3420,0.25760,0.28745
1998,46-65 y.,Direct migration background,Yes,0.69272,644,918,0.66286,0.72259
1998,46-65 y.,Direct migration background,No,0.29303,274,918,0.26358,0.32249
1998,66 and older,No migration background,Yes,0.85758,1377,1581,0.84035,0.87481
1998,66 and older,No migration background,No,0.12427,204,1581,0.10801,0.14054
1998,66 and older,Direct migration background,Yes,0.84414,207,248,0.79890,0.88937
1998,66 and older,Direct migration background,No,0.15586,41,248,0.11063,0.20110
1999,17-29 y.,No migration background,Yes,0.66051,1394,2116,0.64033,0.68069
1999,17-29 y.,No migration background,No,0.33548,722,2116,0.31536,0.35560
1999,17-29 y.,Direct migration background,Yes,0.53909,203,367,0.48802,0.59015
1999,17-29 y.,Direct migration background,No,0.45671,164,367,0.40568,0.50774
1999,17-29 y.,Indirect migration background,Yes,0.56719,268,475,0.52259,0.61180
1999,17-29 y.,Indirect migration background,No,0.41725,207,475,0.37286,0.46165
1999,30-45 y.,No migration background,Yes,0.60718,2428,3860,0.59178,0.62259
1999,30-45 y.,No migration background,No,0.38706,1432,3860,0.37169,0.40243
1999,30-45 y.,Direct migration background,Yes,0.58074,440,737,0.54509,0.61639
1999,30-45 y.,Direct migration background,No,0.41505,297,737,0.37945,0.45064
1999,30-45 y.,Indirect migration background,Yes,0.68628,66,99,0.59441,0.77815
1999,30-45 y.,Indirect migration background,No,0.31372,33,99,0.22185,0.40559
1999,46-65 y.,No migration background,Yes,0.74119,2480,3310,0.72627,0.75611
1999,46-65 y.,No migration background,No,0.25384,830,3310,0.23901,0.26867
1999,46-65 y.,Direct migration background,Yes,0.70966,622,840,0.67894,0.74037
1999,46-65 y.,Direct migration background,No,0.28362,218,840,0.25312,0.31412
1999,66 and older,No migration background,Yes,0.88197,1371,1536,0.86583,0.89811
1999,66 and older,No migration background,No,0.11151,165,1536,0.09577,0.12726
1999,66 and older,Direct migration background,Yes,0.85605,212,248,0.81228,0.89983
1999,66 and older,Direct migration background,No,0.14395,36,248,0.10017,0.18772
2000,17-29 y.,No migration background,Yes,0.59344,2049,3356,0.57682,0.61006
2000,17-29 y.,No migration background,No,0.39968,1307,3356,0.38311,0.41626
2000,17-29 y.,Direct migration background,Yes,0.51309,308,589,0.47269,0.55349
2000,17-29 y.,Direct migration background,No,0.48446,281,589,0.44407,0.52486
2000,17-29 y.,Indirect migration background,Yes,0.58397,354,609,0.54479,0.62315
2000,17-29 y.,Indirect migration background,No,0.40858,255,609,0.36951,0.44766
2000,30-45 y.,No migration background,Yes,0.59864,4130,6812,0.58700,0.61028
2000,30-45 y.,No migration background,No,0.39778,2682,6812,0.38616,0.40940
2000,30-45 y.,Direct migration background,Yes,0.55532,665,1173,0.52687,0.58377
2000,30-45 y.,Direct migration background,No,0.44107,508,1173,0.41265,0.46950
2000,30-45 y.,Indirect migration background,Yes,0.63272,103,159,0.55755,0.70789
2000,30-45 y.,Indirect migration background,No,0.36061,56,159,0.28573,0.43548
2000,46-65 y.,No migration background,Yes,0.71152,4694,6524,0.70052,0.72251
2000,46-65 y.,No migration background,No,0.28384,1830,6524,0.27290,0.29479
2000,46-65 y.,Direct migration background,Yes,0.71278,855,1181,0.68697,0.73860
2000,46-65 y.,Direct migration background,No,0.28647,326,1181,0.26068,0.31227
2000,66 and older,No migration background,Yes,0.86653,2794,3212,0.85476,0.87829
2000,66 and older,No migration background,No,0.12841,418,3212,0.11684,0.13998
2000,66 and older,Direct migration background,Yes,0.83548,301,352,0.79670,0.87427
2000,66 and older,Direct migration background,No,0.15185,51,352,0.11430,0.18939
2001,17-29 y.,No migration background,Yes,0.59202,1856,3044,0.57456,0.60948
2001,17-29 y.,No migration background,No,0.40404,1188,3044,0.38661,0.42148
2001,17-29 y.,Direct migration background,Yes,0.53110,274,497,0.48718,0.57502
2001,17-29 y.,Direct migration background,No,0.46890,223,497,0.42498,0.51282
2001,17-29 y.,Indirect migration background,Yes,0.57105,302,546,0.52950,0.61260
2001,17-29 y.,Indirect migration background,No,0.42657,244,546,0.38505,0.46810
2001,30-45 y.,No migration background,Yes,0.60902,3789,6104,0.59678,0.62126
2001,30-45 y.,No migration background,No,0.38775,2315,6104,0.37552,0.39997
2001,30-45 y.,Direct migration background,Yes,0.58936,612,1038,0.55941,0.61930
2001,30-45 y.,Direct migration background,No,0.40719,426,1038,0.37729,0.43710
2001,30-45 y.,Indirect migration background,Yes,0.54764,94,167,0.47193,0.62336
2001,30-45 y.,Indirect migration background,No,0.43819,73,167,0.36271,0.51367
2001,46-65 y.,No migration background,Yes,0.71941,4364,5989,0.70803,0.73079
2001,46-65 y.,No migration background,No,0.27392,1625,5989,0.26263,0.28522
2001,46-65 y.,Direct migration background,Yes,0.71681,759,1038,0.68938,0.74423
2001,46-65 y.,Direct migration background,No,0.27022,279,1038,0.24319,0.29725
2001,66 and older,No migration background,Yes,0.87331,2661,3034,0.86148,0.88515
2001,66 and older,No migration background,No,0.12174,373,3034,0.11010,0.13338
2001,66 and older,Direct migration background,Yes,0.85840,291,332,0.82085,0.89596
2001,66 and older,Direct migration background,No,0.13232,41,332,0.09582,0.16883
2002,17-29 y.,No migration background,Yes,0.57157,1875,3166,0.55433,0.58881
2002,17-29 y.,No migration background,No,0.42341,1291,3166,0.40620,0.44063
2002,17-29 y.,Direct migration background,Yes,0.52305,234,438,0.47622,0.56988
2002,17-29 y.,Direct migration background,No,0.46864,204,438,0.42186,0.51543
2002,17-29 y.,Indirect migration background,Yes,0.51824,276,521,0.47529,0.56119
2002,17-29 y.,Indirect migration background,No,0.47620,245,521,0.43327,0.51913
2002,30-45 y.,No migration background,Yes,0.59543,3836,6269,0.58328,0.60758
2002,30-45 y.,No migration background,No,0.40087,2433,6269,0.38873,0.41300
2002,30-45 y.,Direct migration background,Yes,0.55542,530,968,0.52410,0.58674
2002,30-45 y.,Direct migration background,No,0.44226,438,968,0.41096,0.47357
2002,30-45 y.,Indirect migration background,Yes,0.59975,116,187,0.52934,0.67016
2002,30-45 y.,Indirect migration background,No,0.39106,71,187,0.32093,0.46119
2002,46-65 y.,No migration background,Yes,0.70476,4811,6753,0.69388,0.71564
2002,46-65 y.,No migration background,No,0.29078,1942,6753,0.27994,0.30161
2002,46-65 y.,Direct migration background,Yes,0.68084,737,1037,0.65246,0.70923
2002,46-65 y.,Direct migration background,No,0.31894,300,1037,0.29056,0.34732
2002,66 and older,No migration background,Yes,0.86519,2792,3217,0.85339,0.87700
2002,66 and older,No migration background,No,0.13059,425,3217,0.11894,0.14223
2002,66 and older,Direct migration background,Yes,0.84072,299,348,0.80222,0.87922
2002,66 and older,Direct migration background,No,0.15928,49,348,0.12078,0.19778
2003,17-29 y.,No migration background,Yes,0.60143,1895,3108,0.58422,0.61865
2003,17-29 y.,No migration background,No,0.39311,1213,3108,0.37593,0.41028
2003,17-29 y.,Direct migration background,Yes,0.57370,209,379,0.52385,0.62356
2003,17-29 y.,Direct migration background,No,0.42197,170,379,0.37218,0.47176
2003,17-29 y.,Indirect migration background,Yes,0.50198,255,496,0.45793,0.54602
2003,17-29 y.,Indirect migration background,No,0.47251,241,496,0.42853,0.51649
2003,30-45 y.,No migration background,Yes,0.60912,3663,5810,0.59657,0.62166
2003,30-45 y.,No migration background,No,0.38720,2147,5810,0.37467,0.39973
2003,30-45 y.,Direct migration background,Yes,0.55888,502,886,0.52617,0.59159
2003,30-45 y.,Direct migration background,No,0.42900,384,886,0.39640,0.46161
2003,30-45 y.,Indirect migration background,Yes,0.69525,149,213,0.63328,0.75721
2003,30-45 y.,Indirect migration background,No,0.29418,64,213,0.23284,0.35552
2003,46-65 y.,No migration background,Yes,0.71882,4732,6506,0.70790,0.72975
2003,46-65 y.,No migration background,No,0.27346,1774,6506,0.26263,0.28429
2003,46-65 y.,Direct migration background,Yes,0.71662,712,983,0.68844,0.74481
2003,46-65 y.,Direct migration background,No,0.27922,271,983,0.25116,0.30728
2003,66 and older,No migration background,Yes,0.86669,2836,3258,0.85501,0.87836
2003,66 and older,No migration background,No,0.12489,422,3258,0.11354,0.13625
2003,66 and older,Direct migration background,Yes,0.84676,303,352,0.80907,0.88444
2003,66 and older,Direct migration background,No,0.13338,49,352,0.09781,0.16894
2004,17-29 y.,No migration background,Yes,0.57512,1794,3060,0.55760,0.59264
2004,17-29 y.,No migration background,No,0.42013,1266,3060,0.40264,0.43762
2004,17-29 y.,Direct migration background,Yes,0.48352,189,371,0.43260,0.53444
2004,17-29 y.,Direct migration background,No,0.50367,182,371,0.45272,0.55462
2004,17-29 y.,Indirect migration background,Yes,0.53763,266,514,0.49448,0.58078
2004,17-29 y.,Indirect migration background,No,0.45906,248,514,0.41594,0.50219
2004,30-45 y.,No migration background,Yes,0.59542,3294,5446,0.58239,0.60846
2004,30-45 y.,No migration background,No,0.40134,2152,5446,0.38832,0.41436
2004,30-45 y.,Direct migration background,Yes,0.59285,490,842,0.55964,0.62605
2004,30-45 y.,Direct migration background,No,0.39878,352,842,0.36569,0.43188
2004,30-45 y.,Indirect migration background,Yes,0.62763,138,222,0.56389,0.69137
2004,30-45 y.,Indirect migration background,No,0.37237,84,222,0.30863,0.43611
2004,46-65 y.,No migration background,Yes,0.69952,4468,6348,0.68824,0.71080
2004,46-65 y.,No migration background,No,0.29785,1880,6348,0.28660,0.30910
2004,46-65 y.,Direct migration background,Yes,0.68602,660,949,0.65647,0.71556
2004,46-65 y.,Direct migration background,No,0.31027,289,949,0.28082,0.33972
2004,46-65 y.,Indirect migration background,Yes,0.71315,31,31,0.55130,0.87500
2004,66 and older,No migration background,Yes,0.87367,2944,3362,0.86244,0.88490
2004,66 and older,No migration background,No,0.11659,418,3362,0.10574,0.12744
2004,66 and older,Direct migration background,Yes,0.83762,304,360,0.79947,0.87577
2004,66 and older,Direct migration background,No,0.15389,56,360,0.11656,0.19122
2005,17-29 y.,No migration background,Yes,0.59571,1793,2977,0.57808,0.61334
2005,17-29 y.,No migration background,No,0.39546,1184,2977,0.37790,0.41303
2005,17-29 y.,Direct migration background,Yes,0.47880,160,314,0.42345,0.53414
2005,17-29 y.,Direct migration background,No,0.51335,154,314,0.45798,0.56872
2005,17-29 y.,Indirect migration background,Yes,0.56579,282,518,0.52306,0.60851
2005,17-29 y.,Indirect migration background,No,0.43004,236,518,0.38736,0.47272
2005,30-45 y.,No migration background,Yes,0.60980,3156,5027,0.59632,0.62329
2005,30-45 y.,No migration background,No,0.38390,1871,5027,0.37046,0.39735
2005,30-45 y.,Direct migration background,Yes,0.64071,488,795,0.60734,0.67408
2005,30-45 y.,Direct migration background,No,0.35332,307,795,0.32007,0.38657
2005,30-45 y.,Indirect migration background,Yes,0.63100,138,242,0.57008,0.69192
2005,30-45 y.,Indirect migration background,No,0.36493,104,242,0.30415,0.42571
2005,46-65 y.,No migration background,Yes,0.70354,4315,6048,0.69203,0.71505
