year,age_gr,quintil_oecd,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2004,30-45 y.,5th Quintile,No,0.38564,661,1741,0.36277,0.40851
2004,46-65 y.,1st Quintile,Yes,0.72787,629,848,0.69790,0.75785
2004,46-65 y.,1st Quintile,No,0.26759,219,848,0.23778,0.29741
2004,46-65 y.,2nd Quintile,Yes,0.69409,708,1001,0.66553,0.72265
2004,46-65 y.,2nd Quintile,No,0.30173,293,1001,0.27328,0.33018
2004,46-65 y.,3rd Quintile,Yes,0.68292,814,1162,0.65615,0.70969
2004,46-65 y.,3rd Quintile,No,0.31575,348,1162,0.28902,0.34249
2004,46-65 y.,4th Quintile,Yes,0.70378,1028,1459,0.68035,0.72722
2004,46-65 y.,4th Quintile,No,0.29528,431,1459,0.27186,0.31869
2004,46-65 y.,5th Quintile,Yes,0.68772,1979,2874,0.67077,0.70466
2004,46-65 y.,5th Quintile,No,0.30892,895,2874,0.29202,0.32581
2004,66 and older,1st Quintile,Yes,0.85198,529,614,0.82387,0.88009
2004,66 and older,1st Quintile,No,0.13429,85,614,0.10730,0.16128
2004,66 and older,2nd Quintile,Yes,0.90011,810,898,0.88048,0.91973
2004,66 and older,2nd Quintile,No,0.09302,88,898,0.07401,0.11203
2004,66 and older,3rd Quintile,Yes,0.84810,670,781,0.82291,0.87329
2004,66 and older,3rd Quintile,No,0.14302,111,781,0.11845,0.16759
2004,66 and older,4th Quintile,Yes,0.89764,640,707,0.87528,0.92000
2004,66 and older,4th Quintile,No,0.09597,67,707,0.07424,0.11769
2004,66 and older,5th Quintile,Yes,0.84479,608,731,0.81852,0.87106
2004,66 and older,5th Quintile,No,0.14009,123,731,0.11491,0.16527
2005,17-29 y.,1st Quintile,Yes,0.60076,543,914,0.56899,0.63253
2005,17-29 y.,1st Quintile,No,0.39695,371,914,0.36521,0.42868
2005,17-29 y.,2nd Quintile,Yes,0.56712,418,724,0.53100,0.60323
2005,17-29 y.,2nd Quintile,No,0.42021,306,724,0.38423,0.45619
2005,17-29 y.,3rd Quintile,Yes,0.54108,373,693,0.50395,0.57821
2005,17-29 y.,3rd Quintile,No,0.44858,320,693,0.41152,0.48563
2005,17-29 y.,4th Quintile,Yes,0.59147,437,719,0.55551,0.62742
2005,17-29 y.,4th Quintile,No,0.39695,282,719,0.36117,0.43274
2005,17-29 y.,5th Quintile,Yes,0.58406,463,758,0.54894,0.61917
2005,17-29 y.,5th Quintile,No,0.41059,295,758,0.37555,0.44564
2005,30-45 y.,1st Quintile,Yes,0.56032,499,866,0.52724,0.59340
2005,30-45 y.,1st Quintile,No,0.42458,367,866,0.39164,0.45752
2005,30-45 y.,2nd Quintile,Yes,0.60512,650,1034,0.57531,0.63493
2005,30-45 y.,2nd Quintile,No,0.38661,384,1034,0.35692,0.41631
2005,30-45 y.,3rd Quintile,Yes,0.65306,770,1167,0.62574,0.68038
2005,30-45 y.,3rd Quintile,No,0.34395,397,1167,0.31668,0.37121
2005,30-45 y.,4th Quintile,Yes,0.60730,815,1346,0.58120,0.63340
2005,30-45 y.,4th Quintile,No,0.38715,531,1346,0.36112,0.41318
2005,30-45 y.,5th Quintile,Yes,0.63533,1047,1650,0.61210,0.65856
2005,30-45 y.,5th Quintile,No,0.36322,603,1650,0.34000,0.38643
2005,46-65 y.,1st Quintile,Yes,0.72909,578,777,0.69782,0.76036
2005,46-65 y.,1st Quintile,No,0.26048,199,777,0.22960,0.29136
2005,46-65 y.,2nd Quintile,Yes,0.68940,708,968,0.66024,0.71857
2005,46-65 y.,2nd Quintile,No,0.29437,260,968,0.26564,0.32309
2005,46-65 y.,3rd Quintile,Yes,0.69079,790,1107,0.66355,0.71802
2005,46-65 y.,3rd Quintile,No,0.30005,317,1107,0.27304,0.32706
2005,46-65 y.,4th Quintile,Yes,0.68980,1008,1430,0.66581,0.71378
2005,46-65 y.,4th Quintile,No,0.30147,422,1430,0.27768,0.32527
2005,46-65 y.,5th Quintile,Yes,0.71010,1900,2696,0.69297,0.72723
2005,46-65 y.,5th Quintile,No,0.28463,796,2696,0.26760,0.30167
2005,66 and older,1st Quintile,Yes,0.85743,509,589,0.82917,0.88569
2005,66 and older,1st Quintile,No,0.13695,80,589,0.10916,0.16474
2005,66 and older,2nd Quintile,Yes,0.88163,826,938,0.86094,0.90231
2005,66 and older,2nd Quintile,No,0.11472,112,938,0.09431,0.13513
2005,66 and older,3rd Quintile,Yes,0.87114,666,756,0.84724,0.89504
2005,66 and older,3rd Quintile,No,0.11812,90,756,0.09510,0.14115
2005,66 and older,4th Quintile,Yes,0.90104,612,684,0.87865,0.92344
2005,66 and older,4th Quintile,No,0.08857,72,684,0.06726,0.10988
2005,66 and older,5th Quintile,Yes,0.83731,646,777,0.81134,0.86328
2005,66 and older,5th Quintile,No,0.14689,131,777,0.12198,0.17179
2006,17-29 y.,1st Quintile,Yes,0.52391,451,785,0.48895,0.55887
2006,17-29 y.,1st Quintile,No,0.40698,334,785,0.37259,0.44137
2006,17-29 y.,2nd Quintile,Yes,0.52665,340,585,0.48616,0.56715
2006,17-29 y.,2nd Quintile,No,0.39683,245,585,0.35715,0.43651
2006,17-29 y.,3rd Quintile,Yes,0.52524,353,622,0.48597,0.56452
2006,17-29 y.,3rd Quintile,No,0.40112,269,622,0.36257,0.43967
2006,17-29 y.,4th Quintile,Yes,0.54426,393,671,0.50654,0.58197
2006,17-29 y.,4th Quintile,No,0.37693,278,671,0.34024,0.41363
2006,17-29 y.,5th Quintile,Yes,0.55514,381,625,0.51615,0.59413
2006,17-29 y.,5th Quintile,No,0.38422,244,625,0.34605,0.42238
2006,30-45 y.,1st Quintile,Yes,0.59116,480,805,0.55718,0.62515
2006,30-45 y.,1st Quintile,No,0.40108,325,805,0.36720,0.43496
2006,30-45 y.,2nd Quintile,Yes,0.57359,525,959,0.54228,0.60491
2006,30-45 y.,2nd Quintile,No,0.42431,434,959,0.39301,0.45561
2006,30-45 y.,3rd Quintile,Yes,0.64071,695,1111,0.61249,0.66894
2006,30-45 y.,3rd Quintile,No,0.35347,416,1111,0.32535,0.38159
2006,30-45 y.,4th Quintile,Yes,0.63917,762,1222,0.61223,0.66611
2006,30-45 y.,4th Quintile,No,0.35840,460,1222,0.33150,0.38530
2006,30-45 y.,5th Quintile,Yes,0.59449,899,1458,0.56928,0.61970
2006,30-45 y.,5th Quintile,No,0.40453,559,1458,0.37933,0.42973
2006,46-65 y.,1st Quintile,Yes,0.69316,554,790,0.66098,0.72534
2006,46-65 y.,1st Quintile,No,0.30398,236,790,0.27189,0.33608
2006,46-65 y.,2nd Quintile,Yes,0.69203,579,816,0.66034,0.72373
2006,46-65 y.,2nd Quintile,No,0.30653,237,816,0.27488,0.33819
2006,46-65 y.,3rd Quintile,Yes,0.68906,723,1044,0.66097,0.71715
2006,46-65 y.,3rd Quintile,No,0.30986,321,1044,0.28180,0.33793
2006,46-65 y.,4th Quintile,Yes,0.65977,942,1383,0.63479,0.68475
2006,46-65 y.,4th Quintile,No,0.34023,441,1383,0.31525,0.36521
2006,46-65 y.,5th Quintile,Yes,0.69616,1826,2617,0.67853,0.71378
2006,46-65 y.,5th Quintile,No,0.30115,791,2617,0.28357,0.31873
2006,66 and older,1st Quintile,Yes,0.81336,468,566,0.78123,0.84549
2006,66 and older,1st Quintile,No,0.17642,98,566,0.14499,0.20785
2006,66 and older,2nd Quintile,Yes,0.89084,832,926,0.87074,0.91094
2006,66 and older,2nd Quintile,No,0.10470,94,926,0.08497,0.12443
2006,66 and older,3rd Quintile,Yes,0.88050,760,861,0.85882,0.90218
2006,66 and older,3rd Quintile,No,0.11627,101,861,0.09485,0.13770
2006,66 and older,4th Quintile,Yes,0.85414,567,656,0.82711,0.88117
2006,66 and older,4th Quintile,No,0.14025,89,656,0.11365,0.16684
2006,66 and older,5th Quintile,Yes,0.86047,671,806,0.83654,0.88441
2006,66 and older,5th Quintile,No,0.13953,135,806,0.11559,0.16346
2007,17-29 y.,1st Quintile,Yes,0.53235,490,838,0.49854,0.56615
2007,17-29 y.,1st Quintile,No,0.38059,348,838,0.34769,0.41348
2007,17-29 y.,2nd Quintile,Yes,0.51642,382,655,0.47812,0.55472
2007,17-29 y.,2nd Quintile,No,0.37136,273,655,0.33432,0.40839
2007,17-29 y.,3rd Quintile,Yes,0.52828,375,633,0.48936,0.56720
2007,17-29 y.,3rd Quintile,No,0.38946,258,633,0.35144,0.42747
2007,17-29 y.,4th Quintile,Yes,0.57590,404,658,0.53811,0.61369
2007,17-29 y.,4th Quintile,No,0.34242,254,658,0.30613,0.37870
2007,17-29 y.,5th Quintile,Yes,0.55861,358,592,0.51858,0.59864
2007,17-29 y.,5th Quintile,No,0.37719,234,592,0.33811,0.41627
2007,30-45 y.,1st Quintile,Yes,0.55845,451,768,0.52331,0.59359
2007,30-45 y.,1st Quintile,No,0.43706,317,768,0.40196,0.47217
2007,30-45 y.,2nd Quintile,Yes,0.63407,652,1031,0.60466,0.66349
2007,30-45 y.,2nd Quintile,No,0.36023,379,1031,0.33091,0.38955
2007,30-45 y.,3rd Quintile,Yes,0.62717,699,1120,0.59883,0.65550
2007,30-45 y.,3rd Quintile,No,0.36817,421,1120,0.33991,0.39643
2007,30-45 y.,4th Quintile,Yes,0.60803,798,1295,0.58143,0.63463
2007,30-45 y.,4th Quintile,No,0.38577,497,1295,0.35924,0.41229
2007,30-45 y.,5th Quintile,Yes,0.62015,947,1478,0.59540,0.64490
2007,30-45 y.,5th Quintile,No,0.37885,531,1478,0.35411,0.40359
2007,46-65 y.,1st Quintile,Yes,0.72421,612,844,0.69404,0.75438
2007,46-65 y.,1st Quintile,No,0.26785,232,844,0.23795,0.29774
2007,46-65 y.,2nd Quintile,Yes,0.70561,628,870,0.67530,0.73591
2007,46-65 y.,2nd Quintile,No,0.28633,242,870,0.25627,0.31638
2007,46-65 y.,3rd Quintile,Yes,0.69972,804,1128,0.67295,0.72648
2007,46-65 y.,3rd Quintile,No,0.29576,324,1128,0.26911,0.32240
2007,46-65 y.,4th Quintile,Yes,0.71805,1122,1540,0.69557,0.74053
2007,46-65 y.,4th Quintile,No,0.27206,418,1540,0.24983,0.29430
2007,46-65 y.,5th Quintile,Yes,0.70576,1883,2645,0.68839,0.72313
2007,46-65 y.,5th Quintile,No,0.28857,762,2645,0.27130,0.30584
2007,66 and older,1st Quintile,Yes,0.83436,599,708,0.80696,0.86177
2007,66 and older,1st Quintile,No,0.14820,109,708,0.12201,0.17440
2007,66 and older,2nd Quintile,Yes,0.90098,884,986,0.88232,0.91963
2007,66 and older,2nd Quintile,No,0.09366,102,986,0.07547,0.11186
2007,66 and older,3rd Quintile,Yes,0.88164,837,949,0.86108,0.90220
2007,66 and older,3rd Quintile,No,0.11710,112,949,0.09663,0.13757
2007,66 and older,4th Quintile,Yes,0.87513,710,805,0.85228,0.89798
2007,66 and older,4th Quintile,No,0.11864,95,805,0.09629,0.14099
2007,66 and older,5th Quintile,Yes,0.86664,740,869,0.84402,0.88925
2007,66 and older,5th Quintile,No,0.12841,129,869,0.10616,0.15067
2008,17-29 y.,1st Quintile,Yes,0.50252,446,780,0.46741,0.53764
2008,17-29 y.,1st Quintile,No,0.41325,334,780,0.37867,0.44783
2008,17-29 y.,2nd Quintile,Yes,0.54628,342,567,0.50526,0.58729
2008,17-29 y.,2nd Quintile,No,0.36295,225,567,0.32334,0.40257
2008,17-29 y.,3rd Quintile,Yes,0.53882,363,631,0.49989,0.57774
2008,17-29 y.,3rd Quintile,No,0.38400,268,631,0.34602,0.42198
2008,17-29 y.,4th Quintile,Yes,0.54877,353,602,0.50898,0.58855
2008,17-29 y.,4th Quintile,No,0.37140,249,602,0.33277,0.41003
2008,17-29 y.,5th Quintile,Yes,0.54121,319,553,0.49964,0.58278
2008,17-29 y.,5th Quintile,No,0.38338,234,553,0.34282,0.42394
2008,30-45 y.,1st Quintile,Yes,0.59493,422,722,0.55910,0.63077
2008,30-45 y.,1st Quintile,No,0.39814,300,722,0.36241,0.43387
2008,30-45 y.,2nd Quintile,Yes,0.60135,562,912,0.56955,0.63314
2008,30-45 y.,2nd Quintile,No,0.39534,350,912,0.36359,0.42709
2008,30-45 y.,3rd Quintile,Yes,0.61327,679,1086,0.58429,0.64224
2008,30-45 y.,3rd Quintile,No,0.38217,407,1086,0.35326,0.41108
2008,30-45 y.,4th Quintile,Yes,0.61775,703,1136,0.58948,0.64603
2008,30-45 y.,4th Quintile,No,0.37876,433,1136,0.35054,0.40698
2008,30-45 y.,5th Quintile,Yes,0.62699,841,1298,0.60067,0.65331
2008,30-45 y.,5th Quintile,No,0.36819,457,1298,0.34194,0.39444
2008,46-65 y.,1st Quintile,Yes,0.73525,593,796,0.70458,0.76592
2008,46-65 y.,1st Quintile,No,0.26163,203,796,0.23107,0.29218
2008,46-65 y.,2nd Quintile,Yes,0.70878,586,828,0.67782,0.73974
2008,46-65 y.,2nd Quintile,No,0.28231,242,828,0.25163,0.31298
2008,46-65 y.,3rd Quintile,Yes,0.71466,796,1099,0.68795,0.74137
2008,46-65 y.,3rd Quintile,No,0.27711,303,1099,0.25063,0.30358
2008,46-65 y.,4th Quintile,Yes,0.72881,1076,1477,0.70613,0.75149
2008,46-65 y.,4th Quintile,No,0.26604,401,1477,0.24349,0.28858
2008,46-65 y.,5th Quintile,Yes,0.69123,1760,2463,0.67298,0.70948
2008,46-65 y.,5th Quintile,No,0.29982,703,2463,0.28173,0.31792
2008,66 and older,1st Quintile,Yes,0.84610,610,704,0.81942,0.87278
2008,66 and older,1st Quintile,No,0.13849,94,704,0.11296,0.16403
2008,66 and older,2nd Quintile,Yes,0.89588,927,1031,0.87723,0.91454
2008,66 and older,2nd Quintile,No,0.09723,104,1031,0.07914,0.11533
2008,66 and older,3rd Quintile,Yes,0.88595,831,932,0.86554,0.90637
2008,66 and older,3rd Quintile,No,0.10546,101,932,0.08573,0.12519
2008,66 and older,4th Quintile,Yes,0.90375,634,708,0.88201,0.92549
2008,66 and older,4th Quintile,No,0.09625,74,708,0.07451,0.11799
2008,66 and older,5th Quintile,Yes,0.81490,743,900,0.78951,0.84028
2008,66 and older,5th Quintile,No,0.17952,157,900,0.15443,0.20461
2009,17-29 y.,1st Quintile,Yes,0.50917,416,708,0.47232,0.54602
2009,17-29 y.,1st Quintile,No,0.41697,292,708,0.38062,0.45331
2009,17-29 y.,2nd Quintile,Yes,0.53734,292,491,0.49319,0.58149
2009,17-29 y.,2nd Quintile,No,0.37333,199,491,0.33050,0.41615
2009,17-29 y.,3rd Quintile,Yes,0.56247,341,553,0.52108,0.60385
2009,17-29 y.,3rd Quintile,No,0.37560,212,553,0.33520,0.41600
2009,17-29 y.,4th Quintile,Yes,0.56334,370,585,0.52311,0.60356
2009,17-29 y.,4th Quintile,No,0.37994,215,585,0.34058,0.41931
2009,17-29 y.,5th Quintile,Yes,0.54834,307,503,0.50480,0.59187
2009,17-29 y.,5th Quintile,No,0.39262,196,503,0.34990,0.43534
2009,30-45 y.,1st Quintile,Yes,0.60097,404,653,0.56338,0.63856
2009,30-45 y.,1st Quintile,No,0.39604,249,653,0.35850,0.43358
2009,30-45 y.,2nd Quintile,Yes,0.60888,526,835,0.57576,0.64200
2009,30-45 y.,2nd Quintile,No,0.38797,309,835,0.35490,0.42104
2009,30-45 y.,3rd Quintile,Yes,0.65539,642,970,0.62547,0.68532
2009,30-45 y.,3rd Quintile,No,0.34273,328,970,0.31284,0.37261
2009,30-45 y.,4th Quintile,Yes,0.66492,689,1041,0.63623,0.69361
2009,30-45 y.,4th Quintile,No,0.33044,352,1041,0.30185,0.35902
2009,30-45 y.,5th Quintile,Yes,0.65986,766,1158,0.63256,0.68716
2009,30-45 y.,5th Quintile,No,0.33627,392,1158,0.30905,0.36350
2009,46-65 y.,1st Quintile,Yes,0.71288,570,780,0.68111,0.74465
2009,46-65 y.,1st Quintile,No,0.27726,210,780,0.24583,0.30870
2009,46-65 y.,2nd Quintile,Yes,0.70030,563,783,0.66819,0.73241
2009,46-65 y.,2nd Quintile,No,0.29175,220,783,0.25989,0.32361
2009,46-65 y.,3rd Quintile,Yes,0.71292,766,1048,0.68552,0.74033
2009,46-65 y.,3rd Quintile,No,0.28561,282,1048,0.25825,0.31297
2009,46-65 y.,4th Quintile,Yes,0.73110,1013,1401,0.70788,0.75433
2009,46-65 y.,4th Quintile,No,0.26440,388,1401,0.24129,0.28750
2009,46-65 y.,5th Quintile,Yes,0.70654,1683,2281,0.68784,0.72523
2009,46-65 y.,5th Quintile,No,0.28673,598,2281,0.26817,0.30529
2009,66 and older,1st Quintile,Yes,0.85439,620,719,0.82859,0.88019
2009,66 and older,1st Quintile,No,0.13644,99,719,0.11134,0.16155
2009,66 and older,2nd Quintile,Yes,0.90447,951,1047,0.88666,0.92228
2009,66 and older,2nd Quintile,No,0.09505,96,1047,0.07727,0.11282
2009,66 and older,3rd Quintile,Yes,0.88563,764,853,0.86426,0.90700
2009,66 and older,3rd Quintile,No,0.10931,89,853,0.08835,0.13026
2009,66 and older,4th Quintile,Yes,0.88836,608,689,0.86483,0.91189
2009,66 and older,4th Quintile,No,0.10083,81,689,0.07833,0.12333
2009,66 and older,5th Quintile,Yes,0.86542,718,833,0.84223,0.88861
2009,66 and older,5th Quintile,No,0.12391,115,833,0.10152,0.14630
2010,17-29 y.,1st Quintile,Yes,0.53101,341,601,0.49108,0.57094
2010,17-29 y.,1st Quintile,No,0.42877,260,601,0.38917,0.46837
2010,17-29 y.,2nd Quintile,Yes,0.55403,266,457,0.50841,0.59966
2010,17-29 y.,2nd Quintile,No,0.38466,191,457,0.34000,0.42931
2010,17-29 y.,3rd Quintile,Yes,0.51255,300,496,0.46851,0.55658
2010,17-29 y.,3rd Quintile,No,0.41107,196,496,0.36772,0.45441
2010,17-29 y.,4th Quintile,Yes,0.56966,295,489,0.52573,0.61359
2010,17-29 y.,4th Quintile,No,0.38930,194,489,0.34604,0.43256
2010,17-29 y.,5th Quintile,Yes,0.48867,242,434,0.44159,0.53575
2010,17-29 y.,5th Quintile,No,0.44353,192,434,0.39673,0.49032
2010,30-45 y.,1st Quintile,Yes,0.59849,354,590,0.55890,0.63808
2010,30-45 y.,1st Quintile,No,0.38180,236,590,0.34256,0.42104
2010,30-45 y.,2nd Quintile,Yes,0.59908,437,725,0.56338,0.63478
2010,30-45 y.,2nd Quintile,No,0.38456,288,725,0.34913,0.42000
2010,30-45 y.,3rd Quintile,Yes,0.66857,566,862,0.63713,0.70001
2010,30-45 y.,3rd Quintile,No,0.32702,296,862,0.29568,0.35835
2010,30-45 y.,4th Quintile,Yes,0.60709,579,927,0.57563,0.63854
2010,30-45 y.,4th Quintile,No,0.38016,348,927,0.34889,0.41142
2010,30-45 y.,5th Quintile,Yes,0.64402,635,971,0.61389,0.67416
2010,30-45 y.,5th Quintile,No,0.35318,336,971,0.32311,0.38326
2010,46-65 y.,1st Quintile,Yes,0.73249,526,727,0.70029,0.76469
2010,46-65 y.,1st Quintile,No,0.26661,201,727,0.23445,0.29878
2010,46-65 y.,2nd Quintile,Yes,0.71757,583,819,0.68672,0.74843
2010,46-65 y.,2nd Quintile,No,0.26732,236,819,0.23699,0.29764
2010,46-65 y.,3rd Quintile,Yes,0.68982,706,960,0.66054,0.71909
2010,46-65 y.,3rd Quintile,No,0.29137,254,960,0.26261,0.32012
2010,46-65 y.,4th Quintile,Yes,0.69203,921,1304,0.66696,0.71710
2010,46-65 y.,4th Quintile,No,0.30308,383,1304,0.27812,0.32803
2010,46-65 y.,5th Quintile,Yes,0.71626,1563,2153,0.69721,0.73530
2010,46-65 y.,5th Quintile,No,0.27756,590,2153,0.25864,0.29648
2010,66 and older,1st Quintile,Yes,0.84782,619,708,0.82135,0.87430
2010,66 and older,1st Quintile,No,0.14101,89,708,0.11535,0.16666
2010,66 and older,2nd Quintile,Yes,0.87493,852,963,0.85402,0.89583
2010,66 and older,2nd Quintile,No,0.11823,111,963,0.09782,0.13863
2010,66 and older,3rd Quintile,Yes,0.90225,748,830,0.88203,0.92246
2010,66 and older,3rd Quintile,No,0.08838,82,830,0.06905,0.10770
2010,66 and older,4th Quintile,Yes,0.86905,592,687,0.84381,0.89430
2010,66 and older,4th Quintile,No,0.12164,95,687,0.09718,0.14610
2010,66 and older,5th Quintile,Yes,0.84579,665,796,0.82069,0.87090
2010,66 and older,5th Quintile,No,0.14174,131,796,0.11750,0.16599
2011,17-29 y.,1st Quintile,Yes,0.57590,668,1072,0.54630,0.60550
2011,17-29 y.,1st Quintile,No,0.36743,404,1072,0.33856,0.39631
2011,17-29 y.,2nd Quintile,Yes,0.58883,459,737,0.55329,0.62438
2011,17-29 y.,2nd Quintile,No,0.30668,278,737,0.27337,0.34000
2011,17-29 y.,3rd Quintile,Yes,0.52824,340,601,0.48830,0.56818
2011,17-29 y.,3rd Quintile,No,0.40609,261,601,0.36679,0.44539
2011,17-29 y.,4th Quintile,Yes,0.56085,308,514,0.51790,0.60379
2011,17-29 y.,4th Quintile,No,0.36421,206,514,0.32257,0.40586
2011,17-29 y.,5th Quintile,Yes,0.52711,257,424,0.47953,0.57469
2011,17-29 y.,5th Quintile,No,0.42114,167,424,0.37409,0.46820
2011,30-45 y.,1st Quintile,Yes,0.64624,1025,1669,0.62330,0.66919
2011,30-45 y.,1st Quintile,No,0.34785,644,1669,0.32499,0.37071
2011,30-45 y.,2nd Quintile,Yes,0.64383,1108,1746,0.62136,0.66630
2011,30-45 y.,2nd Quintile,No,0.35494,638,1746,0.33249,0.37739
2011,30-45 y.,3rd Quintile,Yes,0.59077,945,1513,0.56598,0.61555
2011,30-45 y.,3rd Quintile,No,0.40923,568,1513,0.38445,0.43402
2011,30-45 y.,4th Quintile,Yes,0.65077,969,1465,0.62635,0.67519
2011,30-45 y.,4th Quintile,No,0.34884,496,1465,0.32443,0.37326
2011,30-45 y.,5th Quintile,Yes,0.66314,929,1423,0.63857,0.68770
2011,30-45 y.,5th Quintile,No,0.33205,494,1423,0.30757,0.35653
2011,46-65 y.,1st Quintile,Yes,0.74408,800,1086,0.71811,0.77004
2011,46-65 y.,1st Quintile,No,0.25004,286,1086,0.22428,0.27581
2011,46-65 y.,2nd Quintile,Yes,0.67697,714,1003,0.64801,0.70592
2011,46-65 y.,2nd Quintile,No,0.31442,289,1003,0.28567,0.34316
2011,46-65 y.,3rd Quintile,Yes,0.71984,873,1198,0.69440,0.74528
2011,46-65 y.,3rd Quintile,No,0.27304,325,1198,0.24780,0.29828
2011,46-65 y.,4th Quintile,Yes,0.72792,1028,1434,0.70488,0.75096
2011,46-65 y.,4th Quintile,No,0.26860,406,1434,0.24565,0.29155
2011,46-65 y.,5th Quintile,Yes,0.71788,1568,2156,0.69888,0.73688
2011,46-65 y.,5th Quintile,No,0.27675,588,2156,0.25787,0.29564
2011,66 and older,1st Quintile,Yes,0.87149,611,688,0.84647,0.89652
2011,66 and older,1st Quintile,No,0.11951,77,688,0.09525,0.14377
2011,66 and older,2nd Quintile,Yes,0.89975,855,932,0.88046,0.91904
2011,66 and older,2nd Quintile,No,0.08321,77,932,0.06546,0.10095
2011,66 and older,3rd Quintile,Yes,0.87955,700,784,0.85676,0.90235
2011,66 and older,3rd Quintile,No,0.11464,84,784,0.09233,0.13696
2011,66 and older,4th Quintile,Yes,0.86225,523,609,0.83486,0.88964
2011,66 and older,4th Quintile,No,0.12206,86,609,0.09603,0.14808
2011,66 and older,5th Quintile,Yes,0.86111,664,782,0.83686,0.88537
2011,66 and older,5th Quintile,No,0.13325,118,782,0.10942,0.15709
2012,17-29 y.,1st Quintile,Yes,0.55089,762,1207,0.52282,0.57897
2012,17-29 y.,1st Quintile,No,0.37692,445,1207,0.34957,0.40427
2012,17-29 y.,2nd Quintile,Yes,0.54175,451,745,0.50594,0.57755
2012,17-29 y.,2nd Quintile,No,0.38509,294,745,0.35012,0.42006
2012,17-29 y.,3rd Quintile,Yes,0.55204,417,661,0.51410,0.58998
2012,17-29 y.,3rd Quintile,No,0.35925,244,661,0.32265,0.39586
2012,17-29 y.,4th Quintile,Yes,0.57189,329,575,0.53141,0.61237
2012,17-29 y.,4th Quintile,No,0.34742,246,575,0.30847,0.38638
2012,17-29 y.,5th Quintile,Yes,0.52387,255,421,0.47610,0.57163
2012,17-29 y.,5th Quintile,No,0.39886,166,421,0.35203,0.44569
2012,30-45 y.,1st Quintile,Yes,0.64332,1268,1966,0.62214,0.66450
2012,30-45 y.,1st Quintile,No,0.35291,698,1966,0.33178,0.37404
2012,30-45 y.,2nd Quintile,Yes,0.60544,1155,1789,0.58278,0.62809
2012,30-45 y.,2nd Quintile,No,0.38560,634,1789,0.36304,0.40816
2012,30-45 y.,3rd Quintile,Yes,0.64930,1094,1702,0.62662,0.67198
2012,30-45 y.,3rd Quintile,No,0.35070,608,1702,0.32802,0.37338
2012,30-45 y.,4th Quintile,Yes,0.61499,1020,1579,0.59098,0.63900
2012,30-45 y.,4th Quintile,No,0.38008,559,1579,0.35613,0.40403
2012,30-45 y.,5th Quintile,Yes,0.63927,942,1465,0.61467,0.66387
2012,30-45 y.,5th Quintile,No,0.36020,523,1465,0.33560,0.38479
2012,46-65 y.,1st Quintile,Yes,0.74038,1018,1413,0.71751,0.76325
2012,46-65 y.,1st Quintile,No,0.25578,395,1413,0.23303,0.27854
2012,46-65 y.,2nd Quintile,Yes,0.70793,903,1240,0.68261,0.73325
2012,46-65 y.,2nd Quintile,No,0.28571,337,1240,0.26056,0.31087
2012,46-65 y.,3rd Quintile,Yes,0.70852,1109,1526,0.68572,0.73133
2012,46-65 y.,3rd Quintile,No,0.28821,417,1526,0.26547,0.31094
2012,46-65 y.,4th Quintile,Yes,0.71394,1259,1762,0.69284,0.73505
2012,46-65 y.,4th Quintile,No,0.27455,503,1762,0.25371,0.29540
2012,46-65 y.,5th Quintile,Yes,0.71335,1774,2472,0.69552,0.73118
2012,46-65 y.,5th Quintile,No,0.28494,698,2472,0.26714,0.30274
2012,66 and older,1st Quintile,Yes,0.85473,678,781,0.83000,0.87946
2012,66 and older,1st Quintile,No,0.13852,103,781,0.11428,0.16276
2012,66 and older,2nd Quintile,Yes,0.88922,1014,1143,0.87101,0.90742
2012,66 and older,2nd Quintile,No,0.10335,129,1143,0.08569,0.12101
2012,66 and older,3rd Quintile,Yes,0.89531,828,926,0.87558,0.91504
2012,66 and older,3rd Quintile,No,0.09558,98,926,0.07663,0.11452
2012,66 and older,4th Quintile,Yes,0.86943,731,838,0.84661,0.89226
2012,66 and older,4th Quintile,No,0.12098,107,838,0.09889,0.14307
2012,66 and older,5th Quintile,Yes,0.82500,737,875,0.79981,0.85019
2012,66 and older,5th Quintile,No,0.16700,138,875,0.14227,0.19173
2013,17-29 y.,1st Quintile,Yes,0.59836,742,1131,0.56978,0.62695
2013,17-29 y.,1st Quintile,No,0.31945,389,1131,0.29227,0.34664
2013,17-29 y.,2nd Quintile,Yes,0.58030,517,797,0.54601,0.61458
2013,17-29 y.,2nd Quintile,No,0.31541,280,797,0.28313,0.34769
2013,17-29 y.,3rd Quintile,Yes,0.59930,451,674,0.56228,0.63633
2013,17-29 y.,3rd Quintile,No,0.32610,223,674,0.29068,0.36152
2013,17-29 y.,4th Quintile,Yes,0.63588,384,582,0.59675,0.67500
2013,17-29 y.,4th Quintile,No,0.30045,198,582,0.26318,0.33773
2013,17-29 y.,5th Quintile,Yes,0.59266,286,449,0.54716,0.63816
2013,17-29 y.,5th Quintile,No,0.32811,163,449,0.28463,0.37158
2013,30-45 y.,1st Quintile,Yes,0.66019,1177,1784,0.63821,0.68218
2013,30-45 y.,1st Quintile,No,0.33943,607,1784,0.31745,0.36141
2013,30-45 y.,2nd Quintile,Yes,0.65613,1163,1789,0.63412,0.67815
