year,pgisced97,plb0418,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,Upper Secondary Level,In the next 2 to 5 years,0.02978,369,1436,0.02099,0.03858
2005,Upper Secondary Level,"In the distant future, in more than five years",0.00784,99,1436,0.00328,0.01241
2005,Post-secondary Non-tertiary Level,As soon as possible,0.05630,55,153,0.01966,0.09295
2005,Post-secondary Non-tertiary Level,Next year,0.02773,42,153,0.00163,0.05384
2005,Post-secondary Non-tertiary Level,In the next 2 to 5 years,0.05163,56,153,0.01645,0.08680
2005,First Stage of Tertiary Education,As soon as possible,0.03217,53,90,-0.00449,0.06882
2005,First Stage of Tertiary Education,Next year,0.02344,37,90,-0.00799,0.05487
2005,Second Stage of Tertiary Education,As soon as possible,0.04030,129,269,0.01676,0.06385
2005,Second Stage of Tertiary Education,Next year,0.02280,81,269,0.00493,0.04068
2005,Second Stage of Tertiary Education,In the next 2 to 5 years,0.01803,59,269,0.00210,0.03396
2006,Pre-primary Level,Next year,0.07288,45,280,0.04238,0.10338
2006,Pre-primary Level,In the next 2 to 5 years,0.22475,138,280,0.17577,0.27374
2006,Pre-primary Level,"In the distant future, in more than five years",0.11831,97,280,0.08041,0.15621
2006,Primary Level,As soon as possible,0.15478,33,33,0.02946,0.28010
2006,Lower Secondary Level,As soon as possible,0.08569,204,381,0.05755,0.11383
2006,Lower Secondary Level,Next year,0.02459,77,381,0.00902,0.04016
2006,Lower Secondary Level,In the next 2 to 5 years,0.03405,100,381,0.01581,0.05228
2006,Upper Secondary Level,As soon as possible,0.06777,733,1538,0.05520,0.08033
2006,Upper Secondary Level,Next year,0.02326,275,1538,0.01572,0.03080
2006,Upper Secondary Level,In the next 2 to 5 years,0.03253,420,1538,0.02366,0.04140
2006,Upper Secondary Level,"In the distant future, in more than five years",0.00819,110,1538,0.00368,0.01269
2006,Post-secondary Non-tertiary Level,As soon as possible,0.04730,58,184,0.01654,0.07806
2006,Post-secondary Non-tertiary Level,Next year,0.03685,50,184,0.00956,0.06415
2006,Post-secondary Non-tertiary Level,In the next 2 to 5 years,0.05993,76,184,0.02554,0.09432
2006,First Stage of Tertiary Education,As soon as possible,0.04053,58,92,0.00001,0.08105
2006,First Stage of Tertiary Education,Next year,0.02114,34,92,-0.00842,0.05069
2006,Second Stage of Tertiary Education,As soon as possible,0.03716,134,299,0.01569,0.05864
2006,Second Stage of Tertiary Education,Next year,0.02689,90,299,0.00852,0.04525
2006,Second Stage of Tertiary Education,In the next 2 to 5 years,0.01870,75,299,0.00332,0.03407
2007,Pre-primary Level,Next year,0.07045,50,244,0.03827,0.10262
2007,Pre-primary Level,In the next 2 to 5 years,0.18891,113,244,0.13969,0.23813
2007,Pre-primary Level,"In the distant future, in more than five years",0.09394,81,244,0.05726,0.13062
2007,Lower Secondary Level,As soon as possible,0.06988,153,328,0.04224,0.09751
2007,Lower Secondary Level,Next year,0.03048,76,328,0.01185,0.04911
2007,Lower Secondary Level,In the next 2 to 5 years,0.03949,99,328,0.01838,0.06060
2007,Upper Secondary Level,As soon as possible,0.05900,590,1248,0.04592,0.07207
2007,Upper Secondary Level,Next year,0.02415,242,1248,0.01563,0.03268
2007,Upper Secondary Level,In the next 2 to 5 years,0.02816,349,1248,0.01898,0.03734
2007,Upper Secondary Level,"In the distant future, in more than five years",0.00534,67,1248,0.00129,0.00938
2007,Post-secondary Non-tertiary Level,As soon as possible,0.05567,56,154,0.01934,0.09201
2007,Post-secondary Non-tertiary Level,Next year,0.04522,45,154,0.01229,0.07814
2007,Post-secondary Non-tertiary Level,In the next 2 to 5 years,0.03473,53,154,0.00572,0.06375
2007,First Stage of Tertiary Education,As soon as possible,0.03364,39,39,-0.02369,0.09096
2007,Second Stage of Tertiary Education,As soon as possible,0.03158,107,239,0.00936,0.05380
2007,Second Stage of Tertiary Education,Next year,0.01963,70,239,0.00201,0.03726
2007,Second Stage of Tertiary Education,In the next 2 to 5 years,0.01505,62,239,-0.00042,0.03052
2008,Pre-primary Level,Next year,0.08134,46,267,0.04849,0.11419
2008,Pre-primary Level,In the next 2 to 5 years,0.20731,114,267,0.15859,0.25603
2008,Pre-primary Level,"In the distant future, in more than five years",0.15065,107,267,0.10766,0.19363
2008,Lower Secondary Level,As soon as possible,0.06887,130,273,0.03878,0.09897
2008,Lower Secondary Level,Next year,0.03287,75,273,0.01168,0.05406
2008,Lower Secondary Level,In the next 2 to 5 years,0.02499,68,273,0.00644,0.04354
2008,Upper Secondary Level,As soon as possible,0.04896,478,1096,0.03618,0.06174
2008,Upper Secondary Level,Next year,0.02247,236,1096,0.01369,0.03125
2008,Upper Secondary Level,In the next 2 to 5 years,0.02690,305,1096,0.01731,0.03648
2008,Upper Secondary Level,"In the distant future, in more than five years",0.00675,77,1096,0.00190,0.01160
2008,Post-secondary Non-tertiary Level,As soon as possible,0.03205,33,121,0.00053,0.06356
2008,Post-secondary Non-tertiary Level,Next year,0.03449,41,121,0.00184,0.06715
2008,Post-secondary Non-tertiary Level,In the next 2 to 5 years,0.04001,47,121,0.00494,0.07507
2008,First Stage of Tertiary Education,As soon as possible,0.03519,40,40,-0.02264,0.09302
2008,Second Stage of Tertiary Education,As soon as possible,0.03104,87,208,0.00742,0.05467
2008,Second Stage of Tertiary Education,Next year,0.01424,67,208,-0.00190,0.03038
2008,Second Stage of Tertiary Education,In the next 2 to 5 years,0.01248,54,208,-0.00264,0.02760
2009,Pre-primary Level,Next year,0.08163,47,215,0.04495,0.11832
2009,Pre-primary Level,In the next 2 to 5 years,0.19489,93,215,0.14182,0.24796
2009,Pre-primary Level,"In the distant future, in more than five years",0.12696,75,215,0.08235,0.17157
2009,Lower Secondary Level,As soon as possible,0.07107,124,247,0.03896,0.10318
2009,Lower Secondary Level,Next year,0.03332,55,247,0.01089,0.05574
2009,Lower Secondary Level,In the next 2 to 5 years,0.03307,68,247,0.01072,0.05542
2009,Upper Secondary Level,As soon as possible,0.05426,475,993,0.04017,0.06836
2009,Upper Secondary Level,Next year,0.02066,205,993,0.01181,0.02951
2009,Upper Secondary Level,In the next 2 to 5 years,0.02476,258,993,0.01509,0.03443
2009,Upper Secondary Level,"In the distant future, in more than five years",0.00594,55,993,0.00116,0.01072
2009,Post-secondary Non-tertiary Level,Next year,0.03501,43,90,-0.00318,0.07319
2009,Post-secondary Non-tertiary Level,In the next 2 to 5 years,0.03751,47,90,-0.00196,0.07699
2009,Second Stage of Tertiary Education,As soon as possible,0.02615,84,212,0.00462,0.04768
2009,Second Stage of Tertiary Education,Next year,0.01866,73,212,0.00040,0.03692
2009,Second Stage of Tertiary Education,In the next 2 to 5 years,0.01043,55,212,-0.00328,0.02414
2010,Pre-primary Level,Next year,0.10760,60,295,0.07218,0.14302
2010,Pre-primary Level,In the next 2 to 5 years,0.21790,134,295,0.17071,0.26508
2010,Pre-primary Level,"In the distant future, in more than five years",0.14462,101,295,0.10441,0.18482
2010,Primary Level,As soon as possible,0.17067,53,99,0.09618,0.24516
2010,Primary Level,In the next 2 to 5 years,0.04063,46,99,0.00154,0.07973
2010,Lower Secondary Level,As soon as possible,0.07433,231,616,0.05360,0.09506
2010,Lower Secondary Level,Next year,0.03341,169,616,0.01921,0.04762
2010,Lower Secondary Level,In the next 2 to 5 years,0.02805,164,616,0.01500,0.04110
2010,Lower Secondary Level,"In the distant future, in more than five years",0.01099,52,616,0.00275,0.01924
2010,Upper Secondary Level,As soon as possible,0.04915,721,2061,0.03981,0.05848
2010,Upper Secondary Level,Next year,0.02814,552,2061,0.02100,0.03528
2010,Upper Secondary Level,In the next 2 to 5 years,0.02955,632,2061,0.02224,0.03687
2010,Upper Secondary Level,"In the distant future, in more than five years",0.00649,156,2061,0.00302,0.00996
2010,Post-secondary Non-tertiary Level,As soon as possible,0.04171,83,347,0.02064,0.06278
2010,Post-secondary Non-tertiary Level,Next year,0.03803,139,347,0.01788,0.05819
2010,Post-secondary Non-tertiary Level,In the next 2 to 5 years,0.03225,125,347,0.01363,0.05086
2010,First Stage of Tertiary Education,As soon as possible,0.03414,41,121,0.00165,0.06664
2010,First Stage of Tertiary Education,Next year,0.01305,39,121,-0.00726,0.03335
2010,First Stage of Tertiary Education,In the next 2 to 5 years,0.00975,41,121,-0.00783,0.02734
2010,Second Stage of Tertiary Education,As soon as possible,0.02890,148,610,0.01559,0.04220
2010,Second Stage of Tertiary Education,Next year,0.02438,269,610,0.01213,0.03663
2010,Second Stage of Tertiary Education,In the next 2 to 5 years,0.01198,154,610,0.00334,0.02061
2010,Second Stage of Tertiary Education,"In the distant future, in more than five years",0.00310,39,610,-0.00132,0.00751
2011,Pre-primary Level,Next year,0.06866,66,345,0.04194,0.09539
2011,Pre-primary Level,In the next 2 to 5 years,0.19931,150,345,0.15709,0.24152
2011,Pre-primary Level,"In the distant future, in more than five years",0.12281,129,345,0.08813,0.15750
2011,Primary Level,As soon as possible,0.11961,60,98,0.05503,0.18418
2011,Primary Level,Next year,0.05258,38,98,0.00816,0.09699
2011,Lower Secondary Level,As soon as possible,0.06721,258,617,0.04744,0.08699
2011,Lower Secondary Level,Next year,0.02599,164,617,0.01343,0.03856
2011,Lower Secondary Level,In the next 2 to 5 years,0.02608,151,617,0.01349,0.03866
2011,Lower Secondary Level,"In the distant future, in more than five years",0.00650,44,617,0.00015,0.01284
2011,Upper Secondary Level,As soon as possible,0.04154,737,2015,0.03283,0.05025
2011,Upper Secondary Level,Next year,0.02420,490,2015,0.01749,0.03091
2011,Upper Secondary Level,In the next 2 to 5 years,0.03269,622,2015,0.02493,0.04046
2011,Upper Secondary Level,"In the distant future, in more than five years",0.00832,166,2015,0.00435,0.01229
2011,Post-secondary Non-tertiary Level,As soon as possible,0.03509,97,333,0.01530,0.05488
2011,Post-secondary Non-tertiary Level,Next year,0.03848,111,333,0.01779,0.05917
2011,Post-secondary Non-tertiary Level,In the next 2 to 5 years,0.04079,125,333,0.01951,0.06207
2011,First Stage of Tertiary Education,Next year,0.00942,39,80,-0.01188,0.03072
2011,First Stage of Tertiary Education,In the next 2 to 5 years,0.01308,41,80,-0.01197,0.03814
2011,Second Stage of Tertiary Education,As soon as possible,0.02711,142,494,0.01278,0.04145
2011,Second Stage of Tertiary Education,Next year,0.01803,174,494,0.00628,0.02977
2011,Second Stage of Tertiary Education,In the next 2 to 5 years,0.01506,137,494,0.00431,0.02581
2011,Second Stage of Tertiary Education,"In the distant future, in more than five years",0.00367,41,494,-0.00167,0.00900
2012,Pre-primary Level,Next year,0.08579,58,327,0.05538,0.11619
2012,Pre-primary Level,In the next 2 to 5 years,0.14043,138,327,0.10272,0.17815
2012,Pre-primary Level,"In the distant future, in more than five years",0.13781,131,327,0.10039,0.17523
2012,Primary Level,As soon as possible,0.14423,58,91,0.07165,0.21682
2012,Primary Level,In the next 2 to 5 years,0.04413,33,91,0.00170,0.08656
2012,Lower Secondary Level,As soon as possible,0.06707,243,595,0.04696,0.08719
2012,Lower Secondary Level,Next year,0.02858,160,595,0.01518,0.04198
2012,Lower Secondary Level,In the next 2 to 5 years,0.02789,137,595,0.01465,0.04113
2012,Lower Secondary Level,"In the distant future, in more than five years",0.01241,55,595,0.00350,0.02131
2012,Upper Secondary Level,As soon as possible,0.04505,672,1790,0.03544,0.05466
2012,Upper Secondary Level,Next year,0.02747,473,1790,0.01990,0.03504
2012,Upper Secondary Level,In the next 2 to 5 years,0.03189,503,1790,0.02375,0.04003
2012,Upper Secondary Level,"In the distant future, in more than five years",0.00712,142,1790,0.00322,0.01101
2012,Post-secondary Non-tertiary Level,As soon as possible,0.03114,80,279,0.01072,0.05156
2012,Post-secondary Non-tertiary Level,Next year,0.03910,107,279,0.01631,0.06188
2012,Post-secondary Non-tertiary Level,In the next 2 to 5 years,0.03294,92,279,0.01196,0.05392
2012,First Stage of Tertiary Education,As soon as possible,0.02095,40,75,-0.01168,0.05358
2012,First Stage of Tertiary Education,Next year,0.02151,35,75,-0.01155,0.05456
2012,Second Stage of Tertiary Education,As soon as possible,0.02602,150,450,0.01130,0.04075
2012,Second Stage of Tertiary Education,Next year,0.02428,183,450,0.01004,0.03852
2012,Second Stage of Tertiary Education,In the next 2 to 5 years,0.01590,117,450,0.00433,0.02747
2013,Pre-primary Level,Next year,0.09809,101,439,0.07024,0.12595
2013,Pre-primary Level,In the next 2 to 5 years,0.17443,194,439,0.13889,0.20997
2013,Pre-primary Level,"In the distant future, in more than five years",0.13038,144,439,0.09885,0.16192
2013,Primary Level,As soon as possible,0.12739,98,193,0.08023,0.17455
2013,Primary Level,Next year,0.06142,49,193,0.02746,0.09538
2013,Primary Level,In the next 2 to 5 years,0.04131,46,193,0.01316,0.06946
2013,Lower Secondary Level,As soon as possible,0.06291,314,847,0.04655,0.07927
2013,Lower Secondary Level,Next year,0.03837,216,847,0.02542,0.05131
2013,Lower Secondary Level,In the next 2 to 5 years,0.04045,236,847,0.02717,0.05372
2013,Lower Secondary Level,"In the distant future, in more than five years",0.00815,81,847,0.00209,0.01420
2013,Upper Secondary Level,As soon as possible,0.04322,754,1966,0.03423,0.05221
2013,Upper Secondary Level,Next year,0.03078,495,1966,0.02314,0.03842
2013,Upper Secondary Level,In the next 2 to 5 years,0.02739,549,1966,0.02017,0.03460
2013,Upper Secondary Level,"In the distant future, in more than five years",0.00693,168,1966,0.00326,0.01060
2013,Post-secondary Non-tertiary Level,As soon as possible,0.04255,121,339,0.02103,0.06407
2013,Post-secondary Non-tertiary Level,Next year,0.03156,102,339,0.01292,0.05019
2013,Post-secondary Non-tertiary Level,In the next 2 to 5 years,0.03591,116,339,0.01608,0.05575
2013,First Stage of Tertiary Education,Next year,0.01482,37,37,-0.02465,0.05429
2013,Second Stage of Tertiary Education,As soon as possible,0.02264,196,540,0.01008,0.03520
2013,Second Stage of Tertiary Education,Next year,0.02342,200,540,0.01065,0.03618
2013,Second Stage of Tertiary Education,In the next 2 to 5 years,0.01431,144,540,0.00429,0.02434
2014,Pre-primary Level,As soon as possible,0.03148,32,329,0.01258,0.05038
2014,Pre-primary Level,Next year,0.09159,79,329,0.06037,0.12280
2014,Pre-primary Level,In the next 2 to 5 years,0.16635,136,329,0.12605,0.20665
2014,Pre-primary Level,"In the distant future, in more than five years",0.09901,82,329,0.06668,0.13133
2014,Primary Level,As soon as possible,0.14192,79,157,0.08716,0.19668
2014,Primary Level,Next year,0.05968,42,157,0.02250,0.09685
2014,Primary Level,In the next 2 to 5 years,0.05251,36,157,0.01751,0.08751
2014,Lower Secondary Level,As soon as possible,0.06762,273,678,0.04870,0.08653
2014,Lower Secondary Level,Next year,0.03843,174,678,0.02395,0.05292
2014,Lower Secondary Level,In the next 2 to 5 years,0.03357,171,678,0.02001,0.04714
2014,Lower Secondary Level,"In the distant future, in more than five years",0.01057,60,678,0.00287,0.01827
2014,Upper Secondary Level,As soon as possible,0.04356,592,1572,0.03347,0.05365
2014,Upper Secondary Level,Next year,0.02608,397,1572,0.01820,0.03396
2014,Upper Secondary Level,In the next 2 to 5 years,0.03061,448,1572,0.02209,0.03912
2014,Upper Secondary Level,"In the distant future, in more than five years",0.00597,135,1572,0.00216,0.00977
2014,Post-secondary Non-tertiary Level,As soon as possible,0.03419,79,244,0.01134,0.05704
2014,Post-secondary Non-tertiary Level,Next year,0.03306,89,244,0.01058,0.05554
2014,Post-secondary Non-tertiary Level,In the next 2 to 5 years,0.02463,76,244,0.00514,0.04411
2014,First Stage of Tertiary Education,As soon as possible,0.02032,32,32,-0.02935,0.06999
2014,Second Stage of Tertiary Education,As soon as possible,0.02771,178,491,0.01317,0.04224
2014,Second Stage of Tertiary Education,Next year,0.02574,192,491,0.01172,0.03976
2014,Second Stage of Tertiary Education,In the next 2 to 5 years,0.01514,121,491,0.00433,0.02596
2015,Pre-primary Level,Next year,0.08420,51,262,0.05051,0.11789
2015,Pre-primary Level,In the next 2 to 5 years,0.17740,126,262,0.13106,0.22375
2015,Pre-primary Level,"In the distant future, in more than five years",0.11275,85,262,0.07438,0.15112
2015,Primary Level,As soon as possible,0.14052,82,172,0.08843,0.19261
2015,Primary Level,Next year,0.04326,39,172,0.01277,0.07375
2015,Primary Level,In the next 2 to 5 years,0.05737,51,172,0.02252,0.09223
2015,Lower Secondary Level,As soon as possible,0.05706,250,670,0.03949,0.07464
2015,Lower Secondary Level,Next year,0.03863,165,670,0.02403,0.05324
2015,Lower Secondary Level,In the next 2 to 5 years,0.04368,204,670,0.02820,0.05917
2015,Lower Secondary Level,"In the distant future, in more than five years",0.00924,51,670,0.00199,0.01649
2015,Upper Secondary Level,As soon as possible,0.04102,536,1593,0.03128,0.05077
2015,Upper Secondary Level,Next year,0.02641,405,1593,0.01854,0.03429
2015,Upper Secondary Level,In the next 2 to 5 years,0.02991,515,1593,0.02154,0.03828
2015,Upper Secondary Level,"In the distant future, in more than five years",0.00505,137,1593,0.00157,0.00853
2015,Post-secondary Non-tertiary Level,As soon as possible,0.04105,87,293,0.01829,0.06380
2015,Post-secondary Non-tertiary Level,Next year,0.02597,93,293,0.00772,0.04421
2015,Post-secondary Non-tertiary Level,In the next 2 to 5 years,0.04248,113,293,0.01935,0.06562
2015,Second Stage of Tertiary Education,As soon as possible,0.02723,206,561,0.01375,0.04071
2015,Second Stage of Tertiary Education,Next year,0.02484,205,561,0.01195,0.03774
2015,Second Stage of Tertiary Education,In the next 2 to 5 years,0.01899,150,561,0.00768,0.03029
2016,Pre-primary Level,Next year,0.09362,65,262,0.05828,0.12896
2016,Pre-primary Level,In the next 2 to 5 years,0.18155,132,262,0.13478,0.22831
2016,Pre-primary Level,"In the distant future, in more than five years",0.09720,65,262,0.06126,0.13314
2016,Primary Level,As soon as possible,0.12980,358,900,0.10783,0.15177
2016,Primary Level,Next year,0.04935,221,900,0.03519,0.06350
2016,Primary Level,In the next 2 to 5 years,0.06912,259,900,0.05254,0.08570
2016,Primary Level,"In the distant future, in more than five years",0.03263,62,900,0.02101,0.04424
2016,Lower Secondary Level,As soon as possible,0.06382,394,979,0.04850,0.07914
2016,Lower Secondary Level,Next year,0.04404,270,979,0.03118,0.05690
2016,Lower Secondary Level,In the next 2 to 5 years,0.04158,241,979,0.02907,0.05410
2016,Lower Secondary Level,"In the distant future, in more than five years",0.01005,74,979,0.00380,0.01631
2016,Upper Secondary Level,As soon as possible,0.03856,664,1714,0.02944,0.04767
2016,Upper Secondary Level,Next year,0.02308,435,1714,0.01597,0.03020
2016,Upper Secondary Level,In the next 2 to 5 years,0.02945,495,1714,0.02144,0.03745
2016,Upper Secondary Level,"In the distant future, in more than five years",0.00747,120,1714,0.00340,0.01155
2016,Post-secondary Non-tertiary Level,As soon as possible,0.02975,98,293,0.01026,0.04924
2016,Post-secondary Non-tertiary Level,Next year,0.04018,96,293,0.01766,0.06271
2016,Post-secondary Non-tertiary Level,In the next 2 to 5 years,0.03543,99,293,0.01423,0.05663
2016,Second Stage of Tertiary Education,As soon as possible,0.02363,403,965,0.01404,0.03322
2016,Second Stage of Tertiary Education,Next year,0.03403,314,965,0.02258,0.04547
2016,Second Stage of Tertiary Education,In the next 2 to 5 years,0.01949,202,965,0.01076,0.02821
2016,Second Stage of Tertiary Education,"In the distant future, in more than five years",0.00376,46,965,-0.00010,0.00762
2017,Pre-primary Level,Next year,0.07290,55,281,0.04245,0.10335
2017,Pre-primary Level,In the next 2 to 5 years,0.20338,154,281,0.15623,0.25053
2017,Pre-primary Level,"In the distant future, in more than five years",0.09021,72,281,0.05666,0.12377
2017,Primary Level,As soon as possible,0.12616,407,1174,0.10716,0.14516
2017,Primary Level,Next year,0.09278,311,1174,0.07617,0.10938
2017,Primary Level,In the next 2 to 5 years,0.07047,355,1174,0.05582,0.08511
2017,Primary Level,"In the distant future, in more than five years",0.02101,101,1174,0.01280,0.02922
2017,Lower Secondary Level,As soon as possible,0.06889,438,1189,0.05449,0.08330
2017,Lower Secondary Level,Next year,0.04230,332,1189,0.03086,0.05375
2017,Lower Secondary Level,In the next 2 to 5 years,0.03699,329,1189,0.02625,0.04772
2017,Lower Secondary Level,"In the distant future, in more than five years",0.00906,90,1189,0.00367,0.01444
2017,Upper Secondary Level,As soon as possible,0.03294,625,1812,0.02472,0.04116
2017,Upper Secondary Level,Next year,0.02685,515,1812,0.01941,0.03430
2017,Upper Secondary Level,In the next 2 to 5 years,0.02600,533,1812,0.01867,0.03333
2017,Upper Secondary Level,"In the distant future, in more than five years",0.00655,139,1812,0.00284,0.01027
2017,Post-secondary Non-tertiary Level,As soon as possible,0.03171,95,319,0.01245,0.05097
2017,Post-secondary Non-tertiary Level,Next year,0.03510,109,319,0.01487,0.05533
2017,Post-secondary Non-tertiary Level,In the next 2 to 5 years,0.04501,115,319,0.02222,0.06780
2017,Second Stage of Tertiary Education,As soon as possible,0.01777,396,1033,0.00971,0.02583
2017,Second Stage of Tertiary Education,Next year,0.03430,349,1033,0.02320,0.04541
2017,Second Stage of Tertiary Education,In the next 2 to 5 years,0.01563,248,1033,0.00806,0.02320
2017,Second Stage of Tertiary Education,"In the distant future, in more than five years",0.00200,40,1033,-0.00073,0.00473
2018,Pre-primary Level,Next year,0.08556,55,261,0.05156,0.11955
2018,Pre-primary Level,In the next 2 to 5 years,0.20716,139,261,0.15790,0.25643
2018,Pre-primary Level,"In the distant future, in more than five years",0.08496,67,261,0.05107,0.11885
2018,Primary Level,As soon as possible,0.13193,385,1074,0.11168,0.15218
2018,Primary Level,Next year,0.07420,306,1074,0.05852,0.08989
2018,Primary Level,In the next 2 to 5 years,0.06259,311,1074,0.04810,0.07709
2018,Primary Level,"In the distant future, in more than five years",0.02048,72,1074,0.01200,0.02895
2018,Lower Secondary Level,As soon as possible,0.05635,368,1040,0.04233,0.07037
2018,Lower Secondary Level,Next year,0.04544,305,1040,0.03277,0.05810
2018,Lower Secondary Level,In the next 2 to 5 years,0.03462,290,1040,0.02351,0.04574
2018,Lower Secondary Level,"In the distant future, in more than five years",0.01006,77,1040,0.00399,0.01612
2018,Upper Secondary Level,As soon as possible,0.02916,547,1595,0.02090,0.03742
2018,Upper Secondary Level,Next year,0.02609,452,1595,0.01826,0.03391
2018,Upper Secondary Level,In the next 2 to 5 years,0.02652,495,1595,0.01864,0.03441
2018,Upper Secondary Level,"In the distant future, in more than five years",0.00512,101,1595,0.00162,0.00863
2018,Post-secondary Non-tertiary Level,As soon as possible,0.02323,90,271,0.00526,0.04120
2018,Post-secondary Non-tertiary Level,Next year,0.04667,100,271,0.02151,0.07184
2018,Post-secondary Non-tertiary Level,In the next 2 to 5 years,0.02921,81,271,0.00912,0.04929
2018,Second Stage of Tertiary Education,As soon as possible,0.02162,317,865,0.01192,0.03131
2018,Second Stage of Tertiary Education,Next year,0.02967,308,865,0.01836,0.04099
2018,Second Stage of Tertiary Education,In the next 2 to 5 years,0.01879,206,865,0.00974,0.02784
2018,Second Stage of Tertiary Education,"In the distant future, in more than five years",0.00211,34,865,-0.00095,0.00518
2019,Pre-primary Level,Next year,0.05960,46,212,0.02766,0.09155
2019,Pre-primary Level,In the next 2 to 5 years,0.19837,106,212,0.14457,0.25218
2019,Pre-primary Level,"In the distant future, in more than five years",0.11911,60,212,0.07540,0.16282
2019,Primary Level,As soon as possible,0.10954,325,898,0.08910,0.12998
2019,Primary Level,Next year,0.07853,278,898,0.06093,0.09613
2019,Primary Level,In the next 2 to 5 years,0.05351,239,898,0.03878,0.06823
2019,Primary Level,"In the distant future, in more than five years",0.03048,56,898,0.01923,0.04173
2019,Lower Secondary Level,As soon as possible,0.06312,324,839,0.04665,0.07958
2019,Lower Secondary Level,Next year,0.03267,219,839,0.02063,0.04471
2019,Lower Secondary Level,In the next 2 to 5 years,0.03164,230,839,0.01979,0.04350
2019,Lower Secondary Level,"In the distant future, in more than five years",0.01008,66,839,0.00332,0.01684
2019,Upper Secondary Level,As soon as possible,0.02392,422,1349,0.01576,0.03208
2019,Upper Secondary Level,Next year,0.02449,416,1349,0.01624,0.03275
2019,Upper Secondary Level,In the next 2 to 5 years,0.02713,415,1349,0.01846,0.03581
2019,Upper Secondary Level,"In the distant future, in more than five years",0.00531,96,1349,0.00143,0.00919
2019,Post-secondary Non-tertiary Level,As soon as possible,0.02858,95,251,0.00792,0.04923
2019,Post-secondary Non-tertiary Level,Next year,0.04404,88,251,0.01861,0.06948
2019,Post-secondary Non-tertiary Level,In the next 2 to 5 years,0.03036,68,251,0.00909,0.05163
2019,Second Stage of Tertiary Education,As soon as possible,0.01755,249,698,0.00780,0.02730
2019,Second Stage of Tertiary Education,Next year,0.03426,264,698,0.02075,0.04776
2019,Second Stage of Tertiary Education,In the next 2 to 5 years,0.01666,185,698,0.00716,0.02616
2020,Pre-primary Level,Next year,0.08669,63,244,0.05131,0.12207
2020,Pre-primary Level,In the next 2 to 5 years,0.15639,126,244,0.11072,0.20206
2020,Pre-primary Level,"In the distant future, in more than five years",0.06645,55,244,0.03513,0.09777
2020,Primary Level,As soon as possible,0.12875,423,933,0.10724,0.15025
2020,Primary Level,Next year,0.05916,197,933,0.04401,0.07431
2020,Primary Level,In the next 2 to 5 years,0.06963,243,933,0.05329,0.08597
2020,Primary Level,"In the distant future, in more than five years",0.01266,70,933,0.00548,0.01983
2020,Lower Secondary Level,As soon as possible,0.05078,359,925,0.03662,0.06493
2020,Lower Secondary Level,Next year,0.04283,231,925,0.02977,0.05588
2020,Lower Secondary Level,In the next 2 to 5 years,0.04143,274,925,0.02858,0.05428
2020,Lower Secondary Level,"In the distant future, in more than five years",0.01496,61,925,0.00713,0.02279
2020,Upper Secondary Level,As soon as possible,0.02707,486,1420,0.01863,0.03552
2020,Upper Secondary Level,Next year,0.02907,435,1420,0.02033,0.03782
2020,Upper Secondary Level,In the next 2 to 5 years,0.02654,399,1420,0.01818,0.03491
2020,Upper Secondary Level,"In the distant future, in more than five years",0.00503,100,1420,0.00135,0.00871
2020,Post-secondary Non-tertiary Level,As soon as possible,0.03706,92,251,0.01364,0.06047
2020,Post-secondary Non-tertiary Level,Next year,0.03283,87,251,0.01074,0.05492
2020,Post-secondary Non-tertiary Level,In the next 2 to 5 years,0.03091,72,251,0.00946,0.05237
2020,Second Stage of Tertiary Education,As soon as possible,0.02055,274,710,0.01011,0.03100
2020,Second Stage of Tertiary Education,Next year,0.03240,262,710,0.01937,0.04544
2020,Second Stage of Tertiary Education,In the next 2 to 5 years,0.01294,174,710,0.00462,0.02126
2021,Pre-primary Level,Next year,0.11375,31,128,0.05853,0.16897
2021,Pre-primary Level,In the next 2 to 5 years,0.12298,50,128,0.06586,0.18010
2021,Pre-primary Level,"In the distant future, in more than five years",0.11147,47,128,0.05674,0.16621
2021,Primary Level,As soon as possible,0.07906,165,484,0.05500,0.10313
2021,Primary Level,Next year,0.09787,139,484,0.07137,0.12437
2021,Primary Level,In the next 2 to 5 years,0.07436,132,484,0.05096,0.09776
2021,Primary Level,"In the distant future, in more than five years",0.02087,48,484,0.00812,0.03362
2021,Lower Secondary Level,As soon as possible,0.05844,185,525,0.03835,0.07852
2021,Lower Secondary Level,Next year,0.06180,146,525,0.04118,0.08241
2021,Lower Secondary Level,In the next 2 to 5 years,0.03364,143,525,0.01820,0.04908
2021,Lower Secondary Level,"In the distant future, in more than five years",0.01088,51,525,0.00200,0.01976
2021,Upper Secondary Level,As soon as possible,0.02130,275,941,0.01207,0.03053
2021,Upper Secondary Level,Next year,0.03218,310,941,0.02090,0.04346
2021,Upper Secondary Level,In the next 2 to 5 years,0.02858,272,941,0.01793,0.03923
2021,Upper Secondary Level,"In the distant future, in more than five years",0.00689,84,941,0.00160,0.01217
2021,Post-secondary Non-tertiary Level,As soon as possible,0.02283,54,155,-0.00076,0.04642
2021,Post-secondary Non-tertiary Level,Next year,0.03455,45,155,0.00570,0.06339
