year,migback,plb0418,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,No migration background,"In the distant future, in more than five years",0.01157,150,1443,0.00605,0.01709
1992,Direct migration background,As soon as possible,0.05277,145,339,0.02893,0.07660
1992,Direct migration background,Next year,0.02016,47,339,0.00518,0.03515
1992,Direct migration background,In the next 2 to 5 years,0.03289,101,339,0.01388,0.05190
1992,Direct migration background,"In the distant future, in more than five years",0.01439,46,339,0.00169,0.02708
1992,Indirect migration background,Next year,0.02069,36,87,-0.00940,0.05077
1992,Indirect migration background,In the next 2 to 5 years,0.03290,51,87,-0.00480,0.07059
1993,No migration background,As soon as possible,0.03555,555,1445,0.02600,0.04510
1993,No migration background,Next year,0.02152,317,1445,0.01404,0.02901
1993,No migration background,In the next 2 to 5 years,0.03226,419,1445,0.02314,0.04137
1993,No migration background,"In the distant future, in more than five years",0.01119,154,1445,0.00577,0.01662
1993,Direct migration background,As soon as possible,0.04752,137,324,0.02432,0.07072
1993,Direct migration background,Next year,0.02420,59,324,0.00744,0.04095
1993,Direct migration background,In the next 2 to 5 years,0.03481,91,324,0.01482,0.05480
1993,Direct migration background,"In the distant future, in more than five years",0.01001,37,324,-0.00084,0.02087
1993,Indirect migration background,Next year,0.01551,31,97,-0.00921,0.04023
1993,Indirect migration background,In the next 2 to 5 years,0.04713,66,97,0.00474,0.08952
1994,No migration background,As soon as possible,0.03884,593,1533,0.02916,0.04851
1994,No migration background,Next year,0.02438,328,1533,0.01666,0.03211
1994,No migration background,In the next 2 to 5 years,0.03366,455,1533,0.02463,0.04269
1994,No migration background,"In the distant future, in more than five years",0.01142,157,1533,0.00610,0.01674
1994,Direct migration background,As soon as possible,0.05710,153,326,0.03187,0.08233
1994,Direct migration background,Next year,0.02774,68,326,0.00988,0.04559
1994,Direct migration background,In the next 2 to 5 years,0.02672,73,326,0.00919,0.04425
1994,Direct migration background,"In the distant future, in more than five years",0.01137,32,326,-0.00016,0.02290
1994,Indirect migration background,As soon as possible,0.01997,42,128,-0.00436,0.04431
1994,Indirect migration background,Next year,0.02627,35,128,-0.00154,0.05409
1994,Indirect migration background,In the next 2 to 5 years,0.03712,51,128,0.00424,0.07001
1995,No migration background,As soon as possible,0.03248,489,1484,0.02345,0.04150
1995,No migration background,Next year,0.02317,338,1484,0.01551,0.03082
1995,No migration background,In the next 2 to 5 years,0.03625,480,1484,0.02674,0.04576
1995,No migration background,"In the distant future, in more than five years",0.01261,177,1484,0.00693,0.01829
1995,Direct migration background,As soon as possible,0.06724,201,489,0.04502,0.08946
1995,Direct migration background,Next year,0.03087,90,489,0.01552,0.04621
1995,Direct migration background,In the next 2 to 5 years,0.04489,150,489,0.02652,0.06327
1995,Direct migration background,"In the distant future, in more than five years",0.01465,48,489,0.00399,0.02531
1995,Indirect migration background,As soon as possible,0.02353,38,124,-0.00326,0.05032
1995,Indirect migration background,Next year,0.01737,35,124,-0.00572,0.04046
1995,Indirect migration background,In the next 2 to 5 years,0.02735,51,124,-0.00147,0.05617
1996,No migration background,As soon as possible,0.03332,506,1504,0.02425,0.04240
1996,No migration background,Next year,0.02642,370,1504,0.01831,0.03453
1996,No migration background,In the next 2 to 5 years,0.03517,460,1504,0.02586,0.04449
1996,No migration background,"In the distant future, in more than five years",0.01243,168,1504,0.00683,0.01803
1996,Direct migration background,As soon as possible,0.07361,206,442,0.04924,0.09798
1996,Direct migration background,Next year,0.02499,69,442,0.01042,0.03956
1996,Direct migration background,In the next 2 to 5 years,0.04441,129,442,0.02519,0.06364
1996,Direct migration background,"In the distant future, in more than five years",0.01832,38,442,0.00581,0.03084
1996,Indirect migration background,As soon as possible,0.03377,54,184,0.00760,0.05994
1996,Indirect migration background,Next year,0.02069,44,184,0.00007,0.04132
1996,Indirect migration background,In the next 2 to 5 years,0.02817,50,184,0.00420,0.05215
1996,Indirect migration background,"In the distant future, in more than five years",0.02615,36,184,0.00303,0.04927
1997,No migration background,As soon as possible,0.04025,572,1487,0.03026,0.05024
1997,No migration background,Next year,0.02333,293,1487,0.01566,0.03101
1997,No migration background,In the next 2 to 5 years,0.03513,460,1487,0.02577,0.04449
1997,No migration background,"In the distant future, in more than five years",0.01127,162,1487,0.00591,0.01664
1997,Direct migration background,As soon as possible,0.06916,204,445,0.04556,0.09276
1997,Direct migration background,Next year,0.02755,76,445,0.01232,0.04277
1997,Direct migration background,In the next 2 to 5 years,0.04570,128,445,0.02627,0.06512
1997,Direct migration background,"In the distant future, in more than five years",0.01553,37,445,0.00403,0.02703
1997,Indirect migration background,As soon as possible,0.02524,47,151,0.00014,0.05034
1997,Indirect migration background,Next year,0.02043,38,151,-0.00221,0.04306
1997,Indirect migration background,In the next 2 to 5 years,0.04601,66,151,0.01248,0.07953
1998,No migration background,As soon as possible,0.03790,623,1646,0.02867,0.04713
1998,No migration background,Next year,0.02296,359,1646,0.01572,0.03020
1998,No migration background,In the next 2 to 5 years,0.03111,480,1646,0.02272,0.03950
1998,No migration background,"In the distant future, in more than five years",0.01268,184,1646,0.00727,0.01809
1998,Direct migration background,As soon as possible,0.06994,183,386,0.04447,0.09542
1998,Direct migration background,Next year,0.02361,58,386,0.00844,0.03877
1998,Direct migration background,In the next 2 to 5 years,0.03762,94,386,0.01861,0.05663
1998,Direct migration background,"In the distant future, in more than five years",0.01690,51,386,0.00403,0.02978
1998,Indirect migration background,As soon as possible,0.03455,53,153,0.00552,0.06359
1998,Indirect migration background,Next year,0.02419,40,153,-0.00023,0.04862
1998,Indirect migration background,In the next 2 to 5 years,0.04779,60,153,0.01388,0.08170
1999,No migration background,As soon as possible,0.03284,501,1438,0.02362,0.04205
1999,No migration background,Next year,0.02201,341,1438,0.01442,0.02959
1999,No migration background,In the next 2 to 5 years,0.02971,443,1438,0.02093,0.03849
1999,No migration background,"In the distant future, in more than five years",0.01033,153,1438,0.00510,0.01555
1999,Direct migration background,As soon as possible,0.05265,134,313,0.02787,0.07743
1999,Direct migration background,Next year,0.01907,52,313,0.00389,0.03425
1999,Direct migration background,In the next 2 to 5 years,0.03845,87,313,0.01711,0.05978
1999,Direct migration background,"In the distant future, in more than five years",0.01310,40,313,0.00048,0.02571
1999,Indirect migration background,As soon as possible,0.03329,53,118,0.00079,0.06580
1999,Indirect migration background,In the next 2 to 5 years,0.04031,65,118,0.00467,0.07595
2000,No migration background,As soon as possible,0.02983,829,2526,0.02319,0.03647
2000,No migration background,Next year,0.02179,591,2526,0.01609,0.02748
2000,No migration background,In the next 2 to 5 years,0.02842,796,2526,0.02194,0.03491
2000,No migration background,"In the distant future, in more than five years",0.01067,310,2526,0.00666,0.01468
2000,Direct migration background,As soon as possible,0.05400,219,553,0.03515,0.07286
2000,Direct migration background,Next year,0.02118,82,553,0.00917,0.03319
2000,Direct migration background,In the next 2 to 5 years,0.05022,180,553,0.03200,0.06844
2000,Direct migration background,"In the distant future, in more than five years",0.01844,72,553,0.00722,0.02967
2000,Indirect migration background,As soon as possible,0.02546,50,258,0.00620,0.04471
2000,Indirect migration background,Next year,0.02518,61,258,0.00602,0.04433
2000,Indirect migration background,In the next 2 to 5 years,0.04784,109,258,0.02174,0.07393
2000,Indirect migration background,"In the distant future, in more than five years",0.01925,38,258,0.00245,0.03605
2001,No migration background,As soon as possible,0.03126,771,2272,0.02411,0.03842
2001,No migration background,Next year,0.02210,527,2272,0.01605,0.02815
2001,No migration background,In the next 2 to 5 years,0.02770,721,2272,0.02095,0.03446
2001,No migration background,"In the distant future, in more than five years",0.00923,253,2272,0.00530,0.01317
2001,Direct migration background,As soon as possible,0.05556,166,442,0.03418,0.07695
2001,Direct migration background,Next year,0.02527,70,442,0.01062,0.03992
2001,Direct migration background,In the next 2 to 5 years,0.04413,133,442,0.02496,0.06330
2001,Direct migration background,"In the distant future, in more than five years",0.02393,73,442,0.00967,0.03820
2001,Indirect migration background,As soon as possible,0.02424,55,245,0.00494,0.04353
2001,Indirect migration background,Next year,0.02554,55,245,0.00574,0.04533
2001,Indirect migration background,In the next 2 to 5 years,0.03641,98,245,0.01291,0.05991
2001,Indirect migration background,"In the distant future, in more than five years",0.01929,37,245,0.00203,0.03655
2002,No migration background,As soon as possible,0.03957,874,2498,0.03193,0.04722
2002,No migration background,Next year,0.02251,545,2498,0.01669,0.02833
2002,No migration background,In the next 2 to 5 years,0.02811,770,2498,0.02163,0.03459
2002,No migration background,"In the distant future, in more than five years",0.01009,309,2498,0.00617,0.01401
2002,Direct migration background,As soon as possible,0.06112,169,429,0.03843,0.08382
2002,Direct migration background,Next year,0.02867,73,429,0.01286,0.04449
2002,Direct migration background,In the next 2 to 5 years,0.04749,138,429,0.02734,0.06764
2002,Direct migration background,"In the distant future, in more than five years",0.01869,49,429,0.00586,0.03152
2002,Indirect migration background,As soon as possible,0.02758,55,205,0.00511,0.05006
2002,Indirect migration background,Next year,0.02558,55,205,0.00391,0.04724
2002,Indirect migration background,In the next 2 to 5 years,0.04286,95,205,0.01506,0.07065
2003,No migration background,As soon as possible,0.04415,956,2434,0.03598,0.05231
2003,No migration background,Next year,0.02228,526,2434,0.01641,0.02814
2003,No migration background,In the next 2 to 5 years,0.02618,711,2434,0.01983,0.03252
2003,No migration background,"In the distant future, in more than five years",0.00789,241,2434,0.00437,0.01140
2003,Direct migration background,As soon as possible,0.06915,178,412,0.04462,0.09368
2003,Direct migration background,Next year,0.03407,84,412,0.01653,0.05161
2003,Direct migration background,In the next 2 to 5 years,0.04628,108,412,0.02597,0.06660
2003,Direct migration background,"In the distant future, in more than five years",0.01533,42,412,0.00345,0.02721
2003,Indirect migration background,As soon as possible,0.03630,62,228,0.01197,0.06063
2003,Indirect migration background,Next year,0.02416,58,228,0.00418,0.04413
2003,Indirect migration background,In the next 2 to 5 years,0.03290,76,228,0.00970,0.05611
2003,Indirect migration background,"In the distant future, in more than five years",0.01152,32,228,-0.00236,0.02540
2004,No migration background,As soon as possible,0.04697,969,2458,0.03860,0.05533
2004,No migration background,Next year,0.02149,510,2458,0.01576,0.02723
2004,No migration background,In the next 2 to 5 years,0.02920,726,2458,0.02254,0.03585
2004,No migration background,"In the distant future, in more than five years",0.00810,253,2458,0.00456,0.01164
2004,Direct migration background,As soon as possible,0.08528,209,449,0.05941,0.11114
2004,Direct migration background,Next year,0.03272,74,449,0.01625,0.04919
2004,Direct migration background,In the next 2 to 5 years,0.04809,114,449,0.02828,0.06791
2004,Direct migration background,"In the distant future, in more than five years",0.01635,52,449,0.00461,0.02810
2004,Indirect migration background,As soon as possible,0.04819,80,235,0.02075,0.07564
2004,Indirect migration background,Next year,0.02278,50,235,0.00366,0.04189
2004,Indirect migration background,In the next 2 to 5 years,0.04586,105,235,0.01906,0.07266
2005,No migration background,As soon as possible,0.04969,955,2401,0.04099,0.05838
2005,No migration background,Next year,0.02150,489,2401,0.01569,0.02730
2005,No migration background,In the next 2 to 5 years,0.02948,680,2401,0.02271,0.03625
2005,No migration background,"In the distant future, in more than five years",0.01051,277,2401,0.00643,0.01459
2005,Direct migration background,As soon as possible,0.09202,195,364,0.06228,0.12175
2005,Direct migration background,Next year,0.03104,73,364,0.01320,0.04888
2005,Direct migration background,In the next 2 to 5 years,0.04000,96,364,0.01984,0.06016
2005,Indirect migration background,As soon as possible,0.04635,83,270,0.02122,0.07147
2005,Indirect migration background,Next year,0.02915,50,270,0.00905,0.04925
2005,Indirect migration background,In the next 2 to 5 years,0.05312,106,270,0.02632,0.07992
2005,Indirect migration background,"In the distant future, in more than five years",0.01162,31,270,-0.00119,0.02443
2006,No migration background,As soon as possible,0.04696,974,2387,0.03847,0.05545
2006,No migration background,Next year,0.02165,489,2387,0.01581,0.02749
2006,No migration background,In the next 2 to 5 years,0.02757,705,2387,0.02100,0.03413
2006,No migration background,"In the distant future, in more than five years",0.00736,219,2387,0.00393,0.01079
2006,Direct migration background,As soon as possible,0.09462,203,378,0.06507,0.12417
2006,Direct migration background,Next year,0.03245,73,378,0.01456,0.05034
2006,Direct migration background,In the next 2 to 5 years,0.05006,102,378,0.02805,0.07208
2006,Indirect migration background,As soon as possible,0.05963,100,236,0.02935,0.08991
2006,Indirect migration background,Next year,0.01999,40,236,0.00209,0.03788
2006,Indirect migration background,In the next 2 to 5 years,0.04653,96,236,0.01960,0.07346
2007,No migration background,As soon as possible,0.04048,796,2020,0.03188,0.04908
2007,No migration background,Next year,0.02074,433,2020,0.01452,0.02696
2007,No migration background,In the next 2 to 5 years,0.02578,626,2020,0.01886,0.03269
2007,No migration background,"In the distant future, in more than five years",0.00593,165,2020,0.00258,0.00928
2007,Direct migration background,As soon as possible,0.09113,164,326,0.05984,0.12242
2007,Direct migration background,Next year,0.03525,60,326,0.01520,0.05530
2007,Direct migration background,In the next 2 to 5 years,0.03399,71,326,0.01429,0.05369
2007,Direct migration background,"In the distant future, in more than five years",0.01392,31,326,0.00118,0.02665
2007,Indirect migration background,As soon as possible,0.04453,58,185,0.01473,0.07434
2007,Indirect migration background,Next year,0.03021,48,185,0.00548,0.05495
2007,Indirect migration background,In the next 2 to 5 years,0.03810,79,185,0.01044,0.06576
2008,No migration background,As soon as possible,0.03568,659,1805,0.02712,0.04424
2008,No migration background,Next year,0.01953,434,1805,0.01315,0.02592
2008,No migration background,In the next 2 to 5 years,0.02370,527,1805,0.01668,0.03072
2008,No migration background,"In the distant future, in more than five years",0.00761,185,1805,0.00360,0.01162
2008,Direct migration background,As soon as possible,0.07157,114,227,0.03796,0.10518
2008,Direct migration background,Next year,0.02914,46,227,0.00721,0.05107
2008,Direct migration background,In the next 2 to 5 years,0.03511,67,227,0.01111,0.05911
2008,Indirect migration background,As soon as possible,0.03873,57,175,0.01006,0.06741
2008,Indirect migration background,Next year,0.02183,32,175,0.00012,0.04354
2008,Indirect migration background,In the next 2 to 5 years,0.04022,86,175,0.01103,0.06941
2009,No migration background,As soon as possible,0.03669,625,1648,0.02761,0.04577
2009,No migration background,Next year,0.02079,399,1648,0.01390,0.02769
2009,No migration background,In the next 2 to 5 years,0.02406,483,1648,0.01666,0.03146
2009,No migration background,"In the distant future, in more than five years",0.00616,141,1648,0.00238,0.00994
2009,Direct migration background,As soon as possible,0.08236,121,206,0.04472,0.11999
2009,Direct migration background,Next year,0.02405,35,206,0.00308,0.04503
2009,Direct migration background,In the next 2 to 5 years,0.02745,50,206,0.00508,0.04982
2009,Indirect migration background,As soon as possible,0.04019,56,167,0.01031,0.07007
2009,Indirect migration background,Next year,0.02301,38,167,0.00020,0.04582
2009,Indirect migration background,In the next 2 to 5 years,0.04230,73,167,0.01168,0.07292
2010,No migration background,As soon as possible,0.03616,978,3155,0.02964,0.04268
2010,No migration background,Next year,0.02204,944,3155,0.01692,0.02716
2010,No migration background,In the next 2 to 5 years,0.02413,949,3155,0.01878,0.02949
2010,No migration background,"In the distant future, in more than five years",0.00760,284,3155,0.00457,0.01064
2010,Direct migration background,As soon as possible,0.08316,264,826,0.06432,0.10201
2010,Direct migration background,Next year,0.04106,214,826,0.02752,0.05461
2010,Direct migration background,In the next 2 to 5 years,0.03463,259,826,0.02215,0.04710
2010,Direct migration background,"In the distant future, in more than five years",0.01167,89,826,0.00434,0.01900
2010,Indirect migration background,As soon as possible,0.04281,94,375,0.02229,0.06332
2010,Indirect migration background,Next year,0.03542,112,375,0.01669,0.05415
2010,Indirect migration background,In the next 2 to 5 years,0.03550,128,375,0.01675,0.05426
2010,Indirect migration background,"In the distant future, in more than five years",0.01263,41,375,0.00131,0.02395
2011,No migration background,As soon as possible,0.03095,1053,3161,0.02491,0.03699
2011,No migration background,Next year,0.01956,851,3161,0.01474,0.02439
2011,No migration background,In the next 2 to 5 years,0.02377,966,3161,0.01846,0.02908
2011,No migration background,"In the distant future, in more than five years",0.00674,291,3161,0.00389,0.00960
2011,Direct migration background,As soon as possible,0.06251,244,722,0.04484,0.08018
2011,Direct migration background,Next year,0.03024,165,722,0.01774,0.04274
2011,Direct migration background,In the next 2 to 5 years,0.04836,223,722,0.03270,0.06402
2011,Direct migration background,"In the distant future, in more than five years",0.01700,90,722,0.00756,0.02643
2011,Indirect migration background,As soon as possible,0.03222,89,373,0.01428,0.05017
2011,Indirect migration background,Next year,0.02326,99,373,0.00794,0.03858
2011,Indirect migration background,In the next 2 to 5 years,0.04000,132,373,0.02009,0.05991
2011,Indirect migration background,"In the distant future, in more than five years",0.01264,53,373,0.00129,0.02399
2012,No migration background,As soon as possible,0.03311,998,2946,0.02665,0.03957
2012,No migration background,Next year,0.02253,827,2946,0.01717,0.02789
2012,No migration background,In the next 2 to 5 years,0.02267,820,2946,0.01729,0.02804
2012,No migration background,"In the distant future, in more than five years",0.00771,301,2946,0.00455,0.01087
2012,Direct migration background,As soon as possible,0.05974,219,607,0.04087,0.07861
2012,Direct migration background,Next year,0.03539,155,607,0.02068,0.05010
2012,Direct migration background,In the next 2 to 5 years,0.03801,165,607,0.02279,0.05324
2012,Direct migration background,"In the distant future, in more than five years",0.01189,68,607,0.00326,0.02053
2012,Indirect migration background,As soon as possible,0.03174,87,336,0.01297,0.05052
2012,Indirect migration background,Next year,0.03371,92,336,0.01438,0.05304
2012,Indirect migration background,In the next 2 to 5 years,0.03818,116,336,0.01766,0.05869
2012,Indirect migration background,"In the distant future, in more than five years",0.00978,41,336,-0.00076,0.02031
2013,No migration background,As soon as possible,0.02928,840,2613,0.02282,0.03575
2013,No migration background,Next year,0.02546,805,2613,0.01942,0.03150
2013,No migration background,In the next 2 to 5 years,0.02201,733,2613,0.01638,0.02763
2013,No migration background,"In the distant future, in more than five years",0.00538,235,2613,0.00257,0.00818
2013,Direct migration background,As soon as possible,0.07127,584,1446,0.05800,0.08453
2013,Direct migration background,Next year,0.03466,304,1446,0.02523,0.04409
2013,Direct migration background,In the next 2 to 5 years,0.04003,411,1446,0.02992,0.05014
2013,Direct migration background,"In the distant future, in more than five years",0.01436,147,1446,0.00823,0.02050
2013,Indirect migration background,As soon as possible,0.03837,164,628,0.02334,0.05341
2013,Indirect migration background,Next year,0.03255,136,628,0.01866,0.04644
2013,Indirect migration background,In the next 2 to 5 years,0.04458,230,628,0.02842,0.06073
2013,Indirect migration background,"In the distant future, in more than five years",0.01860,98,628,0.00802,0.02917
2014,No migration background,As soon as possible,0.02979,754,2246,0.02276,0.03683
2014,No migration background,Next year,0.02260,676,2246,0.01645,0.02875
2014,No migration background,In the next 2 to 5 years,0.02124,632,2246,0.01527,0.02720
2014,No migration background,"In the distant future, in more than five years",0.00508,184,2246,0.00214,0.00802
2014,Direct migration background,As soon as possible,0.07228,426,1075,0.05680,0.08777
2014,Direct migration background,Next year,0.03828,243,1075,0.02680,0.04975
2014,Direct migration background,In the next 2 to 5 years,0.04582,301,1075,0.03332,0.05833
2014,Direct migration background,"In the distant future, in more than five years",0.01092,105,1075,0.00471,0.01714
2014,Indirect migration background,As soon as possible,0.04879,146,497,0.02983,0.06775
2014,Indirect migration background,Next year,0.02756,113,497,0.01315,0.04197
2014,Indirect migration background,In the next 2 to 5 years,0.04276,163,497,0.02496,0.06057
2014,Indirect migration background,"In the distant future, in more than five years",0.01686,75,497,0.00553,0.02820
2015,No migration background,As soon as possible,0.02882,667,2084,0.02164,0.03600
2015,No migration background,Next year,0.02067,577,2084,0.01456,0.02678
2015,No migration background,In the next 2 to 5 years,0.02373,668,2084,0.01719,0.03026
2015,No migration background,"In the distant future, in more than five years",0.00436,172,2084,0.00153,0.00719
2015,Direct migration background,As soon as possible,0.06541,475,1346,0.05220,0.07863
2015,Direct migration background,Next year,0.03843,342,1346,0.02815,0.04870
2015,Direct migration background,In the next 2 to 5 years,0.04249,394,1346,0.03171,0.05327
2015,Direct migration background,"In the distant future, in more than five years",0.01178,135,1346,0.00601,0.01754
2015,Indirect migration background,As soon as possible,0.04276,122,485,0.02473,0.06078
2015,Indirect migration background,Next year,0.03183,102,485,0.01619,0.04747
2015,Indirect migration background,In the next 2 to 5 years,0.04688,195,485,0.02804,0.06571
2015,Indirect migration background,"In the distant future, in more than five years",0.01499,66,485,0.00417,0.02582
2016,No migration background,As soon as possible,0.02394,522,1833,0.01694,0.03093
2016,No migration background,Next year,0.02456,567,1833,0.01747,0.03164
2016,No migration background,In the next 2 to 5 years,0.02376,576,1833,0.01679,0.03074
2016,No migration background,"In the distant future, in more than five years",0.00628,168,1833,0.00266,0.00989
2016,Direct migration background,As soon as possible,0.07070,1430,3297,0.06195,0.07945
2016,Direct migration background,Next year,0.03865,844,3297,0.03207,0.04523
2016,Direct migration background,In the next 2 to 5 years,0.03867,812,3297,0.03208,0.04525
2016,Direct migration background,"In the distant future, in more than five years",0.01554,211,3297,0.01132,0.01976
2016,Indirect migration background,As soon as possible,0.03971,104,411,0.02081,0.05862
2016,Indirect migration background,Next year,0.03110,108,411,0.01430,0.04790
2016,Indirect migration background,In the next 2 to 5 years,0.05993,163,411,0.03695,0.08290
2016,Indirect migration background,"In the distant future, in more than five years",0.00595,36,411,-0.00150,0.01339
2017,No migration background,As soon as possible,0.02250,545,1980,0.01596,0.02903
2017,No migration background,Next year,0.02432,625,1980,0.01753,0.03111
2017,No migration background,In the next 2 to 5 years,0.02284,637,1980,0.01626,0.02942
2017,No migration background,"In the distant future, in more than five years",0.00506,173,1980,0.00193,0.00818
2017,Direct migration background,As soon as possible,0.06989,1478,3875,0.06186,0.07792
2017,Direct migration background,Next year,0.04486,1040,3875,0.03834,0.05138
2017,Direct migration background,In the next 2 to 5 years,0.04326,1087,3875,0.03686,0.04967
2017,Direct migration background,"In the distant future, in more than five years",0.01334,270,3875,0.00972,0.01695
2017,Indirect migration background,As soon as possible,0.03405,118,435,0.01698,0.05111
2017,Indirect migration background,Next year,0.03934,132,435,0.02105,0.05762
2017,Indirect migration background,In the next 2 to 5 years,0.03208,131,435,0.01550,0.04866
2017,Indirect migration background,"In the distant future, in more than five years",0.01211,54,435,0.00182,0.02240
2018,No migration background,As soon as possible,0.01988,541,1911,0.01362,0.02614
2018,No migration background,Next year,0.02396,610,1911,0.01710,0.03081
2018,No migration background,In the next 2 to 5 years,0.02261,611,1911,0.01595,0.02928
2018,No migration background,"In the distant future, in more than five years",0.00452,149,1911,0.00151,0.00753
2018,Direct migration background,As soon as possible,0.06665,1231,3250,0.05807,0.07522
2018,Direct migration background,Next year,0.04555,920,3250,0.03838,0.05272
2018,Direct migration background,In the next 2 to 5 years,0.03817,893,3250,0.03159,0.04476
