"year","hhtyp","regtyp","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2016","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","45.57","41.62","2008","44.19","46.95"
"2016","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","52.93","43.5","2810","51.25","54.61"
"2016","1-Pers.- Haushalt","Laendlicher Raum","32.04","29.08","453","29.4","34.68"
"2016","1-Pers.- Haushalt","Staedtischer Raum","37.47","24.83","874","34.54","40.4"
"2016","Alleinerziehende","Laendlicher Raum","32.67","32.75","559","30.07","35.27"
"2016","Alleinerziehende","Staedtischer Raum","42.72","35.42","868","40","45.44"
"2016","Paar mit Kind(ern)","Laendlicher Raum","51.21","45.42","4526","50.02","52.4"
"2016","Paar mit Kind(ern)","Staedtischer Raum","56.56","49.38","7081","55.51","57.61"
"2016","Sonstige","Laendlicher Raum","56.04","57.5","204","51.26","60.82"
"2016","Sonstige","Staedtischer Raum","50.51","47.5","339","44.97","56.05"
"2017","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","49.48","43.25","2182","47.83","51.13"
"2017","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","56.4","45.62","3130","54.66","58.14"
"2017","1-Pers.- Haushalt","Laendlicher Raum","33.99","29.08","505","31.22","36.76"
"2017","1-Pers.- Haushalt","Staedtischer Raum","39.22","25.62","962","36.13","42.31"
"2017","Alleinerziehende","Laendlicher Raum","44.29","41.25","592","41.19","47.39"
"2017","Alleinerziehende","Staedtischer Raum","43.5","29.38","879","40.42","46.58"
"2017","Paar mit Kind(ern)","Laendlicher Raum","54.5","49.79","4739","53.37","55.63"
"2017","Paar mit Kind(ern)","Staedtischer Raum","60.07","49.25","7616","58.98","61.16"
"2017","Sonstige","Laendlicher Raum","63.29","62.5","204","57.9","68.68"
"2017","Sonstige","Staedtischer Raum","50.25","44.58","410","45.72","54.78"
"2018","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","47.84","41.42","2155","46.34","49.34"
"2018","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","57.3","47.29","3114","55.58","59.02"
"2018","1-Pers.- Haushalt","Laendlicher Raum","31.75","28.75","503","29.3","34.2"
"2018","1-Pers.- Haushalt","Staedtischer Raum","40.29","29.12","934","37.2","43.38"
"2018","Alleinerziehende","Laendlicher Raum","44.52","41.25","533","41.34","47.7"
"2018","Alleinerziehende","Staedtischer Raum","41.83","32.92","802","38.25","45.41"
"2018","Paar mit Kind(ern)","Laendlicher Raum","53.86","47.17","4520","52.75","54.97"
"2018","Paar mit Kind(ern)","Staedtischer Raum","61.82","58.17","7028","60.7","62.94"
"2018","Sonstige","Laendlicher Raum","56.48","40.83","189","50.8","62.16"
"2018","Sonstige","Staedtischer Raum","53.86","49.25","392","49.38","58.34"
"2019","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","49.74","45.75","2339","48.14","51.34"
"2019","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","61.01","49.62","3496","59","63.02"
"2019","1-Pers.- Haushalt","Laendlicher Raum","34.9","31.38","533","32","37.8"
"2019","1-Pers.- Haushalt","Staedtischer Raum","43.71","32.92","951","40.64","46.78"
"2019","Alleinerziehende","Laendlicher Raum","36.28","32.92","578","33.27","39.29"
"2019","Alleinerziehende","Staedtischer Raum","47.46","40.83","768","44.06","50.86"
"2019","Paar mit Kind(ern)","Laendlicher Raum","55.86","49.88","4658","54.48","57.24"
"2019","Paar mit Kind(ern)","Staedtischer Raum","64.44","58","7533","63.15","65.73"
"2019","Sonstige","Laendlicher Raum","62.77","47.92","160","56.98","68.56"
"2019","Sonstige","Staedtischer Raum","50.37","40.83","319","44.38","56.36"
"2020","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","51.28","47","2129","49.45","53.11"
"2020","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","60.38","49.96","3486","58.26","62.5"
"2020","1-Pers.- Haushalt","Laendlicher Raum","37.02","32.92","608","34.18","39.86"
"2020","1-Pers.- Haushalt","Staedtischer Raum","41.29","27.17","1351","38.94","43.64"
"2020","Alleinerziehende","Laendlicher Raum","39.57","34.17","570","35.47","43.67"
"2020","Alleinerziehende","Staedtischer Raum","60.04","40.83","941","56.76","63.32"
"2020","Paar mit Kind(ern)","Laendlicher Raum","56.88","49.58","4946","55.61","58.15"
"2020","Paar mit Kind(ern)","Staedtischer Raum","65.02","57","8760","63.75","66.29"
"2020","Sonstige","Laendlicher Raum","57.7","48.75","303","52.93","62.47"
"2020","Sonstige","Staedtischer Raum","52.23","33.25","603","47.71","56.75"
