"year","hhtyp","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1991","Paar mit Kind(ern)","61.29","50.5","1160","15","31","77","128","205","58.57","64.01","2","358","41","51"
"1991","Sonstige","51.89","39.5","129","15","26","61","102","219","45.14","58.64","2","219","32","51"
"1992","(Ehe-)Paar ohne Kind(er)","60.47","45.5","586","20","28","77","125","256","56.71","64.23","5","358","41","51"
"1992","1-Pers.- Haushalt","54.19","40","239","15","26","66","106","230","47.9","60.48","4","348","36","43"
"1992","Alleinerziehende","58.47","40","96","18","26","66","118","281","47.1","69.84","5","307","33","51"
"1992","Paar mit Kind(ern)","67.07","50.5","1125","23","33","87","130","230","64.29","69.85","5","307","51","51"
"1992","Sonstige","66.84","50","133","18","36","77","153","307","57.58","76.1","4","307","41","56"
"1993","(Ehe-)Paar ohne Kind(er)","63.13","50","610","20","31","77","114","261","58.64","67.62","5","706","46","51"
"1993","1-Pers.- Haushalt","57.84","39.5","258","18","26","77","128","256","51.36","64.32","7","399","36","51"
"1993","Alleinerziehende","59.34","44","91","20","26","77","126","256","50.62","68.06","5","256","36","59"
"1993","Paar mit Kind(ern)","74.19","55","1088","26","38","97","153","256","70.85","77.53","5","566","51","56"
"1993","Sonstige","66.45","47","146","26","38","77","107","179","58.17","74.73","5","409","51","66"
"1994","(Ehe-)Paar ohne Kind(er)","66.08","50.5","629","23","31","77","128","281","61.58","70.58","0","826","51","51"
"1994","1-Pers.- Haushalt","62.2","44.5","264","15","26","77","128","261","53.87","70.53","5","777","41","51"
"1994","Alleinerziehende","74.83","47","90","26","28","74","118","665","57.2","92.46","10","665","41","51"
"1994","Paar mit Kind(ern)","80.5","60.5","1097","28","41","102","153","256","77.24","83.76","5","429","55","61"
"1994","Sonstige","68.16","50.5","134","26","36","77","128","205","59.43","76.89","6","409","51","61"
"1995","(Ehe-)Paar ohne Kind(er)","72.46","50.5","645","26","36","92","138","307","67.85","77.07","0","643","51","56"
"1995","1-Pers.- Haushalt","61.01","48.5","269","17","26","77","128","307","54.01","68.01","0","578","41","51"
"1995","Alleinerziehende","69.27","60","95","29","41","82","128","205","58.86","79.68","6","358","51","74"
"1995","Paar mit Kind(ern)","88.24","70.5","1111","31","49","102","179","307","84.51","91.97","5","603","61","72"
"1995","Sonstige","73.24","60","138","31","41","102","128","256","64.44","82.04","4","276","51","77"
"1996","(Ehe-)Paar ohne Kind(er)","72.93","55","655","26","41","92","130","256","69.19","76.67","8","358","51","59"
"1996","1-Pers.- Haushalt","62.5","50","266","20","31","77","128","230","56.94","68.06","10","256","46","51"
"1996","Alleinerziehende","71.15","58","93","31","36","77","128","256","60.72","81.58","18","256","51","71"
"1996","Paar mit Kind(ern)","92.28","76.5","1118","31","51","112","153","307","88.64","95.92","8","767","66","77"
"1996","Sonstige","83.83","76","126","31","46","102","174","205","76.16","91.5","6","205","61","77"
"1997","(Ehe-)Paar ohne Kind(er)","77.23","59","694","26","41","102","153","281","72.8","81.66","5","614","51","61"
"1997","1-Pers.- Haushalt","62.03","48","266","15","26","77","128","245","56.46","67.6","5","256","41","51"
"1997","Alleinerziehende","76.72","60","95","26","36","102","141","256","65.96","87.48","10","297","51","77"
"1997","Paar mit Kind(ern)","90.34","75.5","1139","33","51","107","179","307","86.4","94.28","5","1023","66","77"
"1997","Sonstige","93.64","74.5","132","27","51","107","153","358","83.67","103.61","5","358","61","82"
"1998","(Ehe-)Paar ohne Kind(er)","79.28","60.5","853","26","41","102","153","256","75.5","83.06","5","417","57","66"
"1998","1-Pers.- Haushalt","68.43","55.5","334","23","36","87","128","230","63.3","73.56","6","399","51","61"
"1998","Alleinerziehende","78.87","48.5","101","31","46","102","156","307","67.77","89.97","8","307","51","77"
"1998","Paar mit Kind(ern)","92.89","76","1291","33","51","120","179","307","89.61","96.17","6","460","72","77"
"1998","Sonstige","86.64","74.5","125","31","51","102","153","296","77.78","95.5","8","296","66","87"
"1999","(Ehe-)Paar ohne Kind(er)","70.57","55.5","846","26","41","82","128","307","67.21","73.93","5","407","51","59"
"1999","1-Pers.- Haushalt","68","50","338","20","31","77","130","358","61.29","74.71","0","409","46","51"
"1999","Alleinerziehende","72.28","53.5","104","27","41","87","143","265","61.62","82.94","15","307","51","72"
"1999","Paar mit Kind(ern)","85.87","75.5","1321","35","51","102","153","312","82.92","88.82","0","511","64","74"
"1999","Sonstige","84.24","73","83","26","51","107","153","194","74.19","94.29","10","256","61","77"
"2000","(Ehe-)Paar ohne Kind(er)","49.06","42.5","1825","20.42","27.67","62.83","85.25","157.67","47.67","50.45","0","340.83","40.9166679382324","42.5833320617676"
"2000","1-Pers.- Haushalt","39.17","32.5","760","12.75","21.33","51.17","72.42","127.83","37.2","41.14","0","204.5","29.8333339691162","34.0833320617676"
"2000","Alleinerziehende","51.27","41.96","182","19.58","30.67","63.92","102.25","149.17","46.64","55.9","6.17","149.17","39.5","49.4166679382324"
"2000","Paar mit Kind(ern)","58.02","50.88","2365","21.33","34.08","73.83","106.5","191.75","56.55","59.49","0","340.83","48.1666679382324","51.1666679382324"
"2000","Sonstige","51.85","42.17","187","17.08","29.83","68.17","85.25","170.42","47.13","56.57","2.58","222","42.5833320617676","53.25"
"2001","(Ehe-)Paar ohne Kind(er)","50.26","42.38","1631","21.33","29.83","63.92","85.25","154.17","48.74","51.78","0","383.5","42.5833320617676","42.5833320617676"
"2001","1-Pers.- Haushalt","42.18","36.08","684","15.33","24","51.17","76.67","136.5","40.04","44.32","0","213","34.0833320617676","40.0833320617676"
"2001","Alleinerziehende","50.32","42.08","172","20","29.83","59.67","94.42","170.42","45.51","55.13","0","178.83","38.3333320617676","46.8333320617676"
"2001","Paar mit Kind(ern)","61.53","52.12","2167","23.08","35.75","76.67","106.5","200.25","59.9","63.16","0","374.92","51.1666679382324","54.3333320617676"
"2001","Sonstige","59.51","49","173","26.25","34.08","76.67","106.5","153.42","54.43","64.59","4.25","213","46.8333320617676","59.6666679382324"
"2002","(Ehe-)Paar ohne Kind(er)","54.03","43.17","1878","20","29.17","69.17","100","175","52.36","55.7","0","291.67","44.5833320617676","50"
"2002","1-Pers.- Haushalt","45.84","37.08","649","16.67","25","58.33","83.33","166.67","43.25","48.43","0","245.83","35","41.6666679382324"
"2002","Alleinerziehende","56.16","41.25","181","20.83","29.17","68.33","103.83","208.33","49.61","62.71","6.67","279.33","41.6666679382324","50"
"2002","Paar mit Kind(ern)","63.35","51.58","2365","25","36.08","83.33","115.58","208.33","61.65","65.05","0","333.33","52.0833320617676","58.3333320617676"
"2002","Sonstige","65.12","52.08","165","25","33.33","79.17","112.5","268","57.47","72.77","8.33","350","50","66.6666641235352"
"2003","(Ehe-)Paar ohne Kind(er)","55.89","46.58","1811","20.83","30.17","69.58","100","206.42","54.1","57.68","0","333.33","47.1666679382324","50"
"2003","1-Pers.- Haushalt","44.16","35.21","663","16.67","25","54.17","80","166.67","41.72","46.6","4.17","244.17","34.1666679382324","40"
"2003","Alleinerziehende","53.51","40.83","160","17.67","33.33","68.33","95.83","200","47.99","59.03","0","258.33","37.5","50"
"2003","Paar mit Kind(ern)","66.2","55.62","2255","25","37.5","83.33","125","208.33","64.31","68.09","0","613.83","55.8333320617676","58.3333320617676"
"2003","Sonstige","61.79","54.58","135","16.67","33.33","83.33","91.67","208.33","54.2","69.38","8.33","250","50","66.6666641235352"
"2004","(Ehe-)Paar ohne Kind(er)","58.63","49.58","1827","22.17","33.33","70.83","105","201.67","56.83","60.43","0","291.67","50","53.25"
"2004","1-Pers.- Haushalt","46.42","36.54","699","14.17","25","56.67","86.83","166.67","43.2","49.64","0","700","35","41.6666679382324"
"2004","Alleinerziehende","60.73","49.25","157","20.83","36.67","83.33","108.33","175","54.27","67.19","6.67","300","41.6666679382324","55"
"2004","Paar mit Kind(ern)","70.86","61.46","2210","25","41.67","87.5","125","233.33","68.84","72.88","0","491.67","60","66.6666641235352"
"2004","Sonstige","61.71","53.54","132","25","33.33","75","100","233.33","54.14","69.28","7.5","250","50","65"
"2005","(Ehe-)Paar ohne Kind(er)","61.77","49.75","1803","23.33","33.33","75","108.33","211.42","59.69","63.85","0","733.33","50","54.1666679382324"
"2005","1-Pers.- Haushalt","48.4","41.33","708","16.5","25","60","100","166.67","45.94","50.86","0","216.67","39","41.6666679382324"
"2005","Alleinerziehende","57.79","48.96","175","25","37.5","75","100","157.08","52.39","63.19","8.17","191.67","50","58.3333320617676"
"2005","Paar mit Kind(ern)","71.35","59.92","2106","25","41.67","83.42","129.17","250","69.29","73.41","0","500","59.1666679382324","66.6666641235352"
"2005","Sonstige","63.16","48.33","120","23.33","37.5","80","101.67","250","53.18","73.14","5","320.83","50","75"
"2006","(Ehe-)Paar ohne Kind(er)","59.29","49.67","2108","22.5","33.33","73.33","100","208.33","57.54","61.04","0","375","50","53.3333320617676"
"2006","1-Pers.- Haushalt","50.72","41.46","816","16.67","29.17","58.33","96","208.33","48.15","53.29","0","375","38.8333320617676","41.6666679382324"
"2006","Alleinerziehende","59.47","49","194","26.67","33.33","83.33","108.33","206.67","54.31","64.63","0","208.33","45.8333320617676","51.6666679382324"
"2006","Paar mit Kind(ern)","73.76","63.5","2172","25","41.67","91.67","133.33","250","71.7","75.82","0","583.33","62.5","66.6666641235352"
"2006","Sonstige","62.17","48.04","125","25","33.33","75","108.33","250","51.95","72.39","8.33","366.67","50","60.8333320617676"
"2007","(Ehe-)Paar ohne Kind(er)","62.75","51.58","1998","24.58","35","79.17","116.67","208.33","60.71","64.79","0","666.67","50","55"
"2007","1-Pers.- Haushalt","47.65","39.79","766","15.83","25","60.83","83.33","166.67","45.03","50.27","0","365.83","37.5","41.6666679382324"
"2007","Alleinerziehende","60.71","52.92","200","28.33","38.33","83.33","100","166.67","56.03","65.39","8.33","179.17","50","60"
"2007","Paar mit Kind(ern)","72.27","60.42","2004","26.67","41.67","91.67","125","225","70.14","74.4","0","500","61.6666679382324","66.6666641235352"
"2007","Sonstige","61.04","53.33","105","31.67","40","80","112.5","145.83","54.49","67.59","15.67","200","50","66.6666641235352"
"2008","(Ehe-)Paar ohne Kind(er)","61.74","49.83","1912","25","35.83","75.83","106.67","216.67","59.87","63.61","0","400","50","54.1666679382324"
"2008","1-Pers.- Haushalt","47.17","39.58","761","16.67","25","56.67","85.67","154.17","44.92","49.42","4.17","208.33","37.5","41.6666679382324"
"2008","Alleinerziehende","63.36","53.12","185","25","33.33","83.33","116.67","200","56.99","69.73","8.33","282.17","50","58.3333320617676"
"2008","Paar mit Kind(ern)","73.63","62.38","1878","27.17","41.67","91.67","133.33","250","71.5","75.76","0","391.67","60","66.6666641235352"
"2008","Sonstige","63.71","66.04","92","29.17","45.83","75","100","150","56.91","70.51","5.83","183.33","52.25","66.6666641235352"
"2009","(Ehe-)Paar ohne Kind(er)","62.48","50.17","1834","25","35.83","79.17","115","208.33","60.53","64.43","0","372","50","55"
"2009","1-Pers.- Haushalt","47.85","41.25","735","16.67","26.67","58.33","84.83","166.67","45.38","50.32","0","283.33","40","41.6666679382324"
"2009","Alleinerziehende","63.98","52.92","168","28.33","40","80.83","100","241.67","57.51","70.45","7.33","266.67","50","58.3333320617676"
"2009","Paar mit Kind(ern)","73.05","60.58","1747","25","41.67","91","137.5","250","70.68","75.42","5","500","58.3333320617676","62.5"
"2009","Sonstige","61.08","48.96","79","25","35.42","70.83","100","266.67","49.14","73.02","8.33","300","41.6666679382324","62.25"
"2010","(Ehe-)Paar ohne Kind(er)","54.86","49.79","1723","21.67","33.33","66.92","100","166.67","53.27","56.45","0","271.67","48.75","50"
"2010","1-Pers.- Haushalt","43.87","36.5","723","15.83","23.83","55.83","83.33","166.67","41.72","46.02","0","266.67","34.5","39.1666679382324"
"2010","Alleinerziehende","62.56","49.58","363","22.58","33.33","81.67","116.67","200","58.63","66.49","8.33","300","41.8333320617676","50"
"2010","Paar mit Kind(ern)","65.64","58.12","2668","25","41.67","83.33","108.33","200","64.14","67.14","0","500","54.1666679382324","58.3333320617676"
"2010","Sonstige","52.77","53.96","93","15","33.33","66.67","83.33","150","45.23","60.31","8.33","266.67","45.8333320617676","60"
"2011","(Ehe-)Paar ohne Kind(er)","55.3","49.5","2346","20.83","33.33","69.17","100","166.67","53.87","56.73","0","390.83","48.9166679382324","50"
"2011","1-Pers.- Haushalt","42.82","37.12","960","16.67","25","52.08","80","166.67","40.96","44.68","0","278","34.1666679382324","40"
"2011","Alleinerziehende","50.89","49.38","482","16.67","30","66.67","85","125","47.46","54.32","1.25","416.67","41.6666679382324","50"
"2011","Paar mit Kind(ern)","65.11","58.21","3236","25","39.17","83.33","112.5","208.33","63.72","66.5","0","583.33","55","58.3333320617676"
"2011","Sonstige","61.64","51.46","112","28.33","41.67","75","108.33","166.67","54.71","68.57","8.33","225","50","58.3333320617676"
"2012","(Ehe-)Paar ohne Kind(er)","57.59","49.96","2377","25","33.92","69.17","100","186.83","56.18","59","0","308.33","50","50"
"2012","1-Pers.- Haushalt","45.97","37.33","987","16.67","25","54.58","83.33","200","44.02","47.92","0","236","37.1666679382324","41.6666679382324"
"2012","Alleinerziehende","57.14","49.58","464","22.92","33.33","75","100","174.75","53.78","60.5","0","258.33","44.1666679382324","51.6666679382324"
"2012","Paar mit Kind(ern)","67.79","58.17","3092","25","41.67","83.33","125","208.33","66.35","69.23","0","500","58.3333320617676","58.3333320617676"
"2012","Sonstige","71.92","57.5","113","21.25","41.67","100","150","200","64.16","79.68","5","208.33","50","66.6666641235352"
"2013","(Ehe-)Paar ohne Kind(er)","57.67","49.92","2331","22.08","33.33","70.83","105","200","56.17","59.17","0","500","50","50"
"2013","1-Pers.- Haushalt","46.56","39.58","962","16.25","25","58.33","83.33","166.67","44.45","48.67","0","219.33","37.5","41.6666679382324"
"2013","Alleinerziehende","53.1","46.25","468","20.83","29.17","66.67","100","150","49.91","56.29","0","290.58","44.5","50"
"2013","Paar mit Kind(ern)","66.73","57.92","3142","25","41.67","83.33","116.67","200","65.33","68.13","0","416.67","58.3333320617676","58.3333320617676"
"2013","Sonstige","71.37","57.08","152","25","41.67","98.33","137.5","166.67","65.39","77.35","8.33","250","50","66.6666641235352"
"2014","(Ehe-)Paar ohne Kind(er)","55.62","48.17","2438","12.5","33.33","70.83","100.58","200","54.07","57.17","0","354.17","46.6666679382324","50"
"2014","1-Pers.- Haushalt","36.03","29","1312","3","3","50","81.67","154.17","34.12","37.94","0","291.67","25.4166660308838","31.1666660308838"
"2014","Alleinerziehende","42.46","37.42","575","3","3","58.33","91.67","204.17","39.25","45.67","3","300","31.6666660308838","40"
"2014","Paar mit Kind(ern)","62.34","56.58","3152","10.83","33.33","83.33","116.67","200","60.87","63.81","0","416.67","52.5","58.3333320617676"
"2014","Sonstige","60.6","49.71","181","3","18.33","91.67","139.17","160.83","54.65","66.55","3","160.83","33.3333320617676","50"
"2015","(Ehe-)Paar ohne Kind(er)","3","3","585","3","3","3","3","3","3","3","3","3","3","3"
"2015","1-Pers.- Haushalt","3","3","861","3","3","3","3","3","3","3","3","3","3","3"
"2015","Alleinerziehende","3","3","344","3","3","3","3","3","3","3","3","3","3","3"
"2015","Paar mit Kind(ern)","3","3","821","3","3","3","3","3","3","3","3","3","3","3"
"2015","Sonstige","3","3","100","3","3","3","3","3","3","3","3","3","3","3"
"2016","(Ehe-)Paar ohne Kind(er)","50.05","42.42","2409","3","25","65.83","91.67","216.67","48.44","51.66","3","500","41.6666679382324","44.1666679382324"
"2016","1-Pers.- Haushalt","35.77","26.33","1327","3","3","50","83.33","193.33","33.64","37.9","2.5","408.33","20.8333339691162","25.4166660308838"
"2016","Alleinerziehende","38.33","33.17","554","3","3","60","84.58","150","35.22","41.44","2.25","250","25","33.3333320617676"
"2016","Paar mit Kind(ern)","54.19","49.83","2872","3","26.67","75","100","190","52.62","55.76","3","666.67","46.6666679382324","50"
"2016","Sonstige","49.04","43.08","145","3","3","80","100","125","41.69","56.39","3","250","20","46.6666679382324"
"2017","(Ehe-)Paar ohne Kind(er)","53.89","45.62","2656","3","28.33","66.67","100.17","208.33","52.15","55.63","2.5","649.92","42.5","45.8333320617676"
"2017","1-Pers.- Haushalt","37.63","28.42","1467","3","3","48.83","83.33","250","35.39","39.87","3","420.42","24","27.0833339691162"
"2017","Alleinerziehende","42.19","36.67","564","3","3","62.5","94.17","250","38.69","45.69","3","291.67","33.3333320617676","41.6666679382324"
"2017","Paar mit Kind(ern)","57.84","49.79","3088","3","29.17","82.5","108.33","216.67","56.24","59.44","3","400","50","50"
"2017","Sonstige","50.33","47.5","171","3","3","81.67","108.33","216.67","43.58","57.08","3","250","33.3333320617676","54.1666679382324"
"2018","(Ehe-)Paar ohne Kind(er)","53.8","45.71","2634","3","25.67","66.67","100","216.67","52.11","55.49","1.25","500","45","48.3333320617676"
"2018","1-Pers.- Haushalt","37.56","29.12","1437","3","3","49.17","83.33","200","35.37","39.75","3","566.67","20.8333339691162","25.8333339691162"
"2018","Alleinerziehende","41.83","32.92","514","3","3","58.33","83.33","250","37.99","45.67","3","315.83","33.3333320617676","41.6666679382324"
"2018","Paar mit Kind(ern)","58.86","49.54","2892","6.67","33.33","80","108.33","216.67","57.27","60.45","3","500","50","51.6666679382324"
"2018","Sonstige","49.05","41.25","158","3","16.67","75","108.33","152.08","42.52","55.58","3","212.5","37.5","54.1666679382324"
"2019","(Ehe-)Paar ohne Kind(er)","56.69","47.58","2973","8","29.17","75","108.33","208.33","54.78","58.6","3","1000","48.0833320617676","50"
"2019","1-Pers.- Haushalt","40.62","33.08","1572","3","3","50","91.67","208.33","38.44","42.8","2.08","350","26.6666660308838","33.3333320617676"
"2019","Alleinerziehende","42.61","40.83","521","3","3","60","100","166.67","38.91","46.31","3","291.67","33.3333320617676","41.6666679382324"
"2019","Paar mit Kind(ern)","61.11","49.88","3117","3","29.17","83.33","125","208.33","59.23","62.99","3","650","54.1666679382324","58.3333320617676"
"2019","Sonstige","52.13","49.62","159","3","10","76.67","100","208.33","44.54","59.72","3","212.5","39.1666679382324","54.1666679382324"
"2020","(Ehe-)Paar ohne Kind(er)","57.07","49.88","2807","9.08","29.17","71.67","104.17","250","54.96","59.18","3","1166.67","45.8333320617676","50"
"2020","1-Pers.- Haushalt","39.93","28.96","1959","3","3","52.5","90","225","38.09","41.77","1.67","291.67","3","12.5"
"2020","Alleinerziehende","52.57","40.83","556","3","3","70.83","125","291.67","48.2","56.94","3","625","20.8333339691162","33.3333320617676"
"2020","Paar mit Kind(ern)","62.15","49.58","3343","4.17","33.33","83.33","120","230","60.26","64.04","3","1000","41.6666679382324","50"
"2020","Sonstige","54.04","46.58","244","3","11.25","83.33","104.17","225","47.55","60.53","3","283.33","3","29.1666660308838"
