year,age_gr,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,30-45 y.,Upper Secondary Degree,0.11795,312,3433,0.10716,0.12874
1985,30-45 y.,Other Degree,0.05335,643,3433,0.04583,0.06087
1985,30-45 y.,"Dropout, No School Degree",0.02311,271,3433,0.01809,0.02814
1985,30-45 y.,No School Attended,0.00635,82,3433,0.00370,0.00901
1985,46-65 y.,Secondary School Degree,0.71975,1948,3276,0.70437,0.73513
1985,46-65 y.,Intermediate School Degree,0.14098,382,3276,0.12906,0.15290
1985,46-65 y.,Technical School Degree,0.02523,69,3276,0.01985,0.03060
1985,46-65 y.,Upper Secondary Degree,0.06463,180,3276,0.05621,0.07305
1985,46-65 y.,Other Degree,0.02215,329,3276,0.01711,0.02719
1985,46-65 y.,"Dropout, No School Degree",0.01825,286,3276,0.01366,0.02283
1985,46-65 y.,No School Attended,0.00471,82,3276,0.00237,0.00706
1985,66 and older,Secondary School Degree,0.75042,826,1058,0.72433,0.77651
1985,66 and older,Intermediate School Degree,0.15801,169,1058,0.13602,0.18000
1985,66 and older,Upper Secondary Degree,0.05565,63,1058,0.04183,0.06947
1986,17-29 y.,Secondary School Degree,0.37049,1188,2968,0.35311,0.38787
1986,17-29 y.,Intermediate School Degree,0.30388,775,2968,0.28733,0.32043
1986,17-29 y.,Technical School Degree,0.04498,114,2968,0.03752,0.05244
1986,17-29 y.,Upper Secondary Degree,0.14631,364,2968,0.13359,0.15903
1986,17-29 y.,Other Degree,0.02633,195,2968,0.02057,0.03210
1986,17-29 y.,"Dropout, No School Degree",0.02600,136,2968,0.02027,0.03173
1986,17-29 y.,No School Degree Yet,0.05972,196,2968,0.05120,0.06825
1986,30-45 y.,Secondary School Degree,0.53914,1362,3231,0.52195,0.55633
1986,30-45 y.,Intermediate School Degree,0.20356,517,3231,0.18967,0.21744
1986,30-45 y.,Technical School Degree,0.03930,97,3231,0.03260,0.04601
1986,30-45 y.,Upper Secondary Degree,0.13226,343,3231,0.12058,0.14395
1986,30-45 y.,Other Degree,0.05246,602,3231,0.04477,0.06015
1986,30-45 y.,"Dropout, No School Degree",0.02315,244,3231,0.01796,0.02833
1986,30-45 y.,No School Attended,0.00560,66,3231,0.00302,0.00817
1986,46-65 y.,Secondary School Degree,0.70939,1867,3199,0.69366,0.72513
1986,46-65 y.,Intermediate School Degree,0.14806,380,3199,0.13575,0.16037
1986,46-65 y.,Technical School Degree,0.02410,67,3199,0.01878,0.02942
1986,46-65 y.,Upper Secondary Degree,0.06506,177,3199,0.05651,0.07361
1986,46-65 y.,Other Degree,0.02504,356,3199,0.01962,0.03045
1986,46-65 y.,"Dropout, No School Degree",0.01794,268,3199,0.01334,0.02253
1986,46-65 y.,No School Attended,0.00508,84,3199,0.00262,0.00755
1986,66 and older,Secondary School Degree,0.73602,752,979,0.70840,0.76365
1986,66 and older,Intermediate School Degree,0.16720,165,979,0.14381,0.19058
1986,66 and older,Upper Secondary Degree,0.05794,62,979,0.04330,0.07259
1987,17-29 y.,Secondary School Degree,0.36831,1186,2905,0.35077,0.38585
1987,17-29 y.,Intermediate School Degree,0.30393,771,2905,0.28720,0.32066
1987,17-29 y.,Technical School Degree,0.04326,104,2905,0.03586,0.05066
1987,17-29 y.,Upper Secondary Degree,0.15236,351,2905,0.13929,0.16543
1987,17-29 y.,Other Degree,0.02799,190,2905,0.02199,0.03399
1987,17-29 y.,"Dropout, No School Degree",0.02046,106,2905,0.01531,0.02561
1987,17-29 y.,No School Degree Yet,0.05640,197,2905,0.04801,0.06479
1987,30-45 y.,Secondary School Degree,0.52589,1307,3129,0.50839,0.54339
1987,30-45 y.,Intermediate School Degree,0.20911,517,3129,0.19486,0.22336
1987,30-45 y.,Technical School Degree,0.04036,95,3129,0.03346,0.04725
1987,30-45 y.,Upper Secondary Degree,0.13384,340,3129,0.12191,0.14577
1987,30-45 y.,Other Degree,0.05397,564,3129,0.04605,0.06189
1987,30-45 y.,"Dropout, No School Degree",0.02572,244,3129,0.02017,0.03126
1987,30-45 y.,No School Attended,0.00584,62,3129,0.00317,0.00851
1987,46-65 y.,Secondary School Degree,0.70577,1827,3179,0.68993,0.72162
1987,46-65 y.,Intermediate School Degree,0.14349,370,3179,0.13130,0.15568
1987,46-65 y.,Technical School Degree,0.02540,68,3179,0.01993,0.03087
1987,46-65 y.,Upper Secondary Degree,0.06600,176,3179,0.05737,0.07464
1987,46-65 y.,Other Degree,0.02857,380,3179,0.02278,0.03436
1987,46-65 y.,"Dropout, No School Degree",0.01934,272,3179,0.01456,0.02413
1987,46-65 y.,No School Attended,0.00600,86,3179,0.00331,0.00868
1987,66 and older,Secondary School Degree,0.73626,780,1016,0.70916,0.76337
1987,66 and older,Intermediate School Degree,0.16597,168,1016,0.14308,0.18886
1987,66 and older,Upper Secondary Degree,0.06285,68,1016,0.04792,0.07778
1988,17-29 y.,Secondary School Degree,0.36917,1147,2741,0.35110,0.38724
1988,17-29 y.,Intermediate School Degree,0.29897,735,2741,0.28183,0.31612
1988,17-29 y.,Technical School Degree,0.03916,91,2741,0.03190,0.04642
1988,17-29 y.,Upper Secondary Degree,0.15510,330,2741,0.14155,0.16866
1988,17-29 y.,Other Degree,0.02571,173,2741,0.01978,0.03163
1988,17-29 y.,"Dropout, No School Degree",0.01837,98,2741,0.01334,0.02340
1988,17-29 y.,No School Degree Yet,0.05849,167,2741,0.04970,0.06728
1988,30-45 y.,Secondary School Degree,0.52008,1225,2914,0.50194,0.53822
1988,30-45 y.,Intermediate School Degree,0.21443,502,2914,0.19953,0.22933
1988,30-45 y.,Technical School Degree,0.04283,98,2914,0.03548,0.05018
1988,30-45 y.,Upper Secondary Degree,0.14060,331,2914,0.12797,0.15322
1988,30-45 y.,Other Degree,0.04582,495,2914,0.03822,0.05341
1988,30-45 y.,"Dropout, No School Degree",0.02535,213,2914,0.01964,0.03106
1988,30-45 y.,No School Attended,0.00473,50,2914,0.00224,0.00722
1988,46-65 y.,Secondary School Degree,0.70339,1749,3081,0.68726,0.71953
1988,46-65 y.,Intermediate School Degree,0.14412,359,3081,0.13171,0.15652
1988,46-65 y.,Technical School Degree,0.02662,65,3081,0.02094,0.03231
1988,46-65 y.,Upper Secondary Degree,0.06836,176,3081,0.05945,0.07728
1988,46-65 y.,Other Degree,0.02872,388,3081,0.02282,0.03462
1988,46-65 y.,"Dropout, No School Degree",0.01727,256,3081,0.01267,0.02187
1988,46-65 y.,No School Attended,0.00589,88,3081,0.00318,0.00859
1988,66 and older,Secondary School Degree,0.73255,751,983,0.70486,0.76023
1988,66 and older,Intermediate School Degree,0.17146,168,983,0.14789,0.19504
1988,66 and older,Upper Secondary Degree,0.06095,64,983,0.04598,0.07591
1989,17-29 y.,Secondary School Degree,0.35801,1112,2698,0.33991,0.37610
1989,17-29 y.,Intermediate School Degree,0.28862,710,2698,0.27152,0.30572
1989,17-29 y.,Technical School Degree,0.03961,89,2698,0.03225,0.04697
1989,17-29 y.,Upper Secondary Degree,0.16251,354,2698,0.14859,0.17643
1989,17-29 y.,Other Degree,0.02473,157,2698,0.01887,0.03059
1989,17-29 y.,"Dropout, No School Degree",0.01851,98,2698,0.01342,0.02360
1989,17-29 y.,No School Degree Yet,0.06900,178,2698,0.05944,0.07857
1989,30-45 y.,Secondary School Degree,0.51146,1178,2802,0.49295,0.52997
1989,30-45 y.,Intermediate School Degree,0.20985,489,2802,0.19477,0.22493
1989,30-45 y.,Technical School Degree,0.04618,103,2802,0.03840,0.05395
1989,30-45 y.,Upper Secondary Degree,0.14579,326,2802,0.13272,0.15886
1989,30-45 y.,Other Degree,0.04853,462,2802,0.04057,0.05649
1989,30-45 y.,"Dropout, No School Degree",0.02617,198,2802,0.02026,0.03208
1989,30-45 y.,No School Attended,0.00468,46,2802,0.00215,0.00720
1989,46-65 y.,Secondary School Degree,0.68814,1632,2953,0.67143,0.70486
1989,46-65 y.,Intermediate School Degree,0.14822,345,2953,0.13540,0.16103
1989,46-65 y.,Technical School Degree,0.02772,66,2953,0.02179,0.03364
1989,46-65 y.,Upper Secondary Degree,0.07150,175,2953,0.06221,0.08080
1989,46-65 y.,Other Degree,0.03364,399,2953,0.02713,0.04014
1989,46-65 y.,"Dropout, No School Degree",0.01861,250,2953,0.01373,0.02349
1989,46-65 y.,No School Attended,0.00646,86,2953,0.00357,0.00935
1989,66 and older,Secondary School Degree,0.72651,730,965,0.69837,0.75465
1989,66 and older,Intermediate School Degree,0.17486,166,965,0.15088,0.19884
1989,66 and older,Upper Secondary Degree,0.06604,69,965,0.05036,0.08172
1990,17-29 y.,Secondary School Degree,0.30257,1175,3721,0.28780,0.31733
1990,17-29 y.,Intermediate School Degree,0.38256,1529,3721,0.36694,0.39818
1990,17-29 y.,Technical School Degree,0.03258,94,3721,0.02687,0.03828
1990,17-29 y.,Upper Secondary Degree,0.15500,476,3721,0.14337,0.16663
1990,17-29 y.,Other Degree,0.02360,157,3721,0.01872,0.02847
1990,17-29 y.,"Dropout, No School Degree",0.01686,91,3721,0.01272,0.02099
1990,17-29 y.,No School Degree Yet,0.05502,199,3721,0.04769,0.06235
1990,30-45 y.,Secondary School Degree,0.43568,1447,4251,0.42077,0.45058
1990,30-45 y.,Intermediate School Degree,0.29188,1406,4251,0.27821,0.30554
1990,30-45 y.,Technical School Degree,0.03911,107,4251,0.03328,0.04494
1990,30-45 y.,Upper Secondary Degree,0.15733,606,4251,0.14638,0.16827
1990,30-45 y.,Other Degree,0.04172,460,4251,0.03570,0.04773
1990,30-45 y.,"Dropout, No School Degree",0.01992,183,4251,0.01572,0.02412
1990,30-45 y.,No School Attended,0.00388,42,4251,0.00201,0.00574
1990,46-65 y.,Secondary School Degree,0.68388,2546,4228,0.66986,0.69790
1990,46-65 y.,Intermediate School Degree,0.15669,572,4228,0.14574,0.16765
1990,46-65 y.,Technical School Degree,0.02122,63,4228,0.01687,0.02556
1990,46-65 y.,Upper Secondary Degree,0.07584,287,4228,0.06786,0.08382
1990,46-65 y.,Other Degree,0.03317,423,4228,0.02777,0.03857
1990,46-65 y.,"Dropout, No School Degree",0.01766,253,4228,0.01369,0.02164
1990,46-65 y.,No School Attended,0.00573,84,4228,0.00346,0.00801
1990,66 and older,Secondary School Degree,0.74267,1091,1387,0.71965,0.76568
1990,66 and older,Intermediate School Degree,0.16196,215,1387,0.14256,0.18135
1990,66 and older,Upper Secondary Degree,0.05734,81,1387,0.04510,0.06958
1991,17-29 y.,Secondary School Degree,0.29199,1113,3527,0.27698,0.30700
1991,17-29 y.,Intermediate School Degree,0.38664,1421,3527,0.37057,0.40272
1991,17-29 y.,Technical School Degree,0.03526,105,3527,0.02917,0.04134
1991,17-29 y.,Upper Secondary Degree,0.15262,457,3527,0.14075,0.16449
1991,17-29 y.,Other Degree,0.02397,148,3527,0.01892,0.02902
1991,17-29 y.,"Dropout, No School Degree",0.02260,127,3527,0.01769,0.02750
1991,17-29 y.,No School Degree Yet,0.04891,156,3527,0.04179,0.05602
1991,30-45 y.,Secondary School Degree,0.41530,1442,4255,0.40049,0.43011
1991,30-45 y.,Intermediate School Degree,0.30078,1449,4255,0.28700,0.31457
1991,30-45 y.,Technical School Degree,0.04149,112,4255,0.03550,0.04748
1991,30-45 y.,Upper Secondary Degree,0.16282,609,4255,0.15172,0.17391
1991,30-45 y.,Other Degree,0.04108,421,4255,0.03511,0.04704
1991,30-45 y.,"Dropout, No School Degree",0.02202,184,4255,0.01761,0.02643
1991,30-45 y.,No School Attended,0.00381,38,4255,0.00196,0.00566
1991,46-65 y.,Secondary School Degree,0.66465,2391,4097,0.65019,0.67910
1991,46-65 y.,Intermediate School Degree,0.16278,582,4097,0.15148,0.17409
1991,46-65 y.,Technical School Degree,0.01980,58,4097,0.01554,0.02407
1991,46-65 y.,Upper Secondary Degree,0.08377,299,4097,0.07529,0.09226
1991,46-65 y.,Other Degree,0.03818,444,4097,0.03231,0.04405
1991,46-65 y.,"Dropout, No School Degree",0.01885,245,4097,0.01468,0.02301
1991,46-65 y.,No School Attended,0.00599,78,4097,0.00363,0.00835
1991,66 and older,Secondary School Degree,0.74447,1074,1366,0.72134,0.76761
1991,66 and older,Intermediate School Degree,0.16098,211,1366,0.14148,0.18048
1991,66 and older,Upper Secondary Degree,0.05824,81,1366,0.04581,0.07066
1992,17-29 y.,Secondary School Degree,0.27725,1060,3397,0.26219,0.29231
1992,17-29 y.,Intermediate School Degree,0.38368,1345,3397,0.36733,0.40004
1992,17-29 y.,Technical School Degree,0.03694,110,3397,0.03060,0.04329
1992,17-29 y.,Upper Secondary Degree,0.15533,437,3397,0.14315,0.16751
1992,17-29 y.,Other Degree,0.02545,147,3397,0.02015,0.03075
1992,17-29 y.,"Dropout, No School Degree",0.02104,111,3397,0.01622,0.02587
1992,17-29 y.,No School Degree Yet,0.05334,187,3397,0.04578,0.06090
1992,30-45 y.,Secondary School Degree,0.40823,1418,4205,0.39337,0.42309
1992,30-45 y.,Intermediate School Degree,0.29980,1449,4205,0.28595,0.31365
1992,30-45 y.,Technical School Degree,0.04272,115,4205,0.03661,0.04883
1992,30-45 y.,Upper Secondary Degree,0.16957,627,4205,0.15823,0.18092
1992,30-45 y.,Other Degree,0.04028,379,4205,0.03433,0.04622
1992,30-45 y.,"Dropout, No School Degree",0.02205,181,4205,0.01761,0.02649
1992,30-45 y.,No School Attended,0.00375,36,4205,0.00190,0.00559
1992,46-65 y.,Secondary School Degree,0.65138,2284,3992,0.63659,0.66616
1992,46-65 y.,Intermediate School Degree,0.16705,594,3992,0.15547,0.17862
1992,46-65 y.,Technical School Degree,0.02141,60,3992,0.01692,0.02590
1992,46-65 y.,Upper Secondary Degree,0.08253,291,3992,0.07399,0.09107
1992,46-65 y.,Other Degree,0.04408,455,3992,0.03771,0.05044
1992,46-65 y.,"Dropout, No School Degree",0.02028,233,3992,0.01591,0.02466
1992,46-65 y.,No School Attended,0.00641,75,3992,0.00393,0.00888
1992,66 and older,Secondary School Degree,0.73749,1074,1369,0.71417,0.76080
1992,66 and older,Intermediate School Degree,0.16906,216,1369,0.14920,0.18892
1992,66 and older,Upper Secondary Degree,0.05962,79,1369,0.04707,0.07217
1993,17-29 y.,Secondary School Degree,0.26512,989,3287,0.25003,0.28021
1993,17-29 y.,Intermediate School Degree,0.37836,1295,3287,0.36178,0.39494
1993,17-29 y.,Technical School Degree,0.03832,112,3287,0.03175,0.04488
1993,17-29 y.,Upper Secondary Degree,0.15920,450,3287,0.14669,0.17171
1993,17-29 y.,Other Degree,0.02875,152,3287,0.02303,0.03446
1993,17-29 y.,"Dropout, No School Degree",0.02380,108,3287,0.01859,0.02901
1993,17-29 y.,No School Degree Yet,0.05399,181,3287,0.04627,0.06172
1993,30-45 y.,Secondary School Degree,0.39627,1394,4142,0.38137,0.41117
1993,30-45 y.,Intermediate School Degree,0.31288,1465,4142,0.29875,0.32700
1993,30-45 y.,Technical School Degree,0.04321,118,4142,0.03702,0.04940
1993,30-45 y.,Upper Secondary Degree,0.16878,627,4142,0.15738,0.18019
1993,30-45 y.,Other Degree,0.03937,335,4142,0.03345,0.04530
1993,30-45 y.,"Dropout, No School Degree",0.02254,168,4142,0.01802,0.02706
1993,30-45 y.,No School Attended,0.00380,35,4142,0.00192,0.00567
1993,46-65 y.,Secondary School Degree,0.64151,2198,3910,0.62648,0.65654
1993,46-65 y.,Intermediate School Degree,0.16400,590,3910,0.15239,0.17560
1993,46-65 y.,Technical School Degree,0.01986,55,3910,0.01549,0.02423
1993,46-65 y.,Upper Secondary Degree,0.08952,304,3910,0.08057,0.09847
1993,46-65 y.,Other Degree,0.04777,456,3910,0.04109,0.05446
1993,46-65 y.,"Dropout, No School Degree",0.02314,236,3910,0.01843,0.02786
1993,46-65 y.,No School Attended,0.00689,71,3910,0.00430,0.00948
1993,66 and older,Secondary School Degree,0.73416,1088,1386,0.71089,0.75743
1993,66 and older,Intermediate School Degree,0.17356,220,1386,0.15362,0.19351
1993,66 and older,Upper Secondary Degree,0.05756,78,1386,0.04529,0.06982
1994,17-29 y.,Secondary School Degree,0.25087,895,3125,0.23567,0.26607
1994,17-29 y.,Intermediate School Degree,0.36240,1205,3125,0.34555,0.37926
1994,17-29 y.,Technical School Degree,0.04236,114,3125,0.03530,0.04943
1994,17-29 y.,Upper Secondary Degree,0.16774,464,3125,0.15463,0.18084
1994,17-29 y.,Other Degree,0.02662,130,3125,0.02098,0.03227
1994,17-29 y.,"Dropout, No School Degree",0.01995,87,3125,0.01505,0.02486
1994,17-29 y.,No School Degree Yet,0.07218,230,3125,0.06310,0.08125
1994,30-45 y.,Secondary School Degree,0.38547,1351,4077,0.37052,0.40041
1994,30-45 y.,Intermediate School Degree,0.30971,1467,4077,0.29551,0.32390
1994,30-45 y.,Technical School Degree,0.04418,129,4077,0.03787,0.05049
1994,30-45 y.,Upper Secondary Degree,0.17804,648,4077,0.16630,0.18978
1994,30-45 y.,Other Degree,0.04053,304,4077,0.03447,0.04658
1994,30-45 y.,"Dropout, No School Degree",0.02188,146,4077,0.01739,0.02637
1994,30-45 y.,No School Attended,0.00338,32,4077,0.00160,0.00516
1994,46-65 y.,Secondary School Degree,0.62958,2146,3848,0.61432,0.64484
1994,46-65 y.,Intermediate School Degree,0.17319,619,3848,0.16123,0.18514
1994,46-65 y.,Technical School Degree,0.02000,51,3848,0.01558,0.02442
1994,46-65 y.,Upper Secondary Degree,0.08916,302,3848,0.08015,0.09816
1994,46-65 y.,Other Degree,0.04820,433,3848,0.04143,0.05497
1994,46-65 y.,"Dropout, No School Degree",0.02426,230,3848,0.01940,0.02912
1994,46-65 y.,No School Attended,0.00730,67,3848,0.00461,0.00999
1994,66 and older,Secondary School Degree,0.72982,1098,1396,0.70652,0.75313
1994,66 and older,Intermediate School Degree,0.17178,218,1396,0.15199,0.19158
1994,66 and older,Upper Secondary Degree,0.05936,80,1396,0.04696,0.07175
1995,17-29 y.,Secondary School Degree,0.24501,851,3108,0.22989,0.26014
1995,17-29 y.,Intermediate School Degree,0.33216,1147,3108,0.31560,0.34873
1995,17-29 y.,Technical School Degree,0.03953,112,3108,0.03268,0.04639
1995,17-29 y.,Upper Secondary Degree,0.17768,488,3108,0.16424,0.19112
1995,17-29 y.,Other Degree,0.04338,169,3108,0.03622,0.05055
1995,17-29 y.,"Dropout, No School Degree",0.01423,62,3108,0.01007,0.01840
1995,17-29 y.,No School Degree Yet,0.08597,279,3108,0.07612,0.09583
1995,30-45 y.,Secondary School Degree,0.34713,1354,4334,0.33295,0.36130
1995,30-45 y.,Intermediate School Degree,0.31996,1574,4334,0.30607,0.33385
1995,30-45 y.,Technical School Degree,0.04671,149,4334,0.04043,0.05300
1995,30-45 y.,Upper Secondary Degree,0.17717,666,4334,0.16581,0.18854
1995,30-45 y.,Other Degree,0.06691,443,4334,0.05947,0.07435
1995,30-45 y.,"Dropout, No School Degree",0.02011,148,4334,0.01593,0.02429
1995,46-65 y.,Secondary School Degree,0.62016,2097,3917,0.60495,0.63536
1995,46-65 y.,Intermediate School Degree,0.17130,638,3917,0.15950,0.18310
1995,46-65 y.,Technical School Degree,0.02189,52,3917,0.01730,0.02647
1995,46-65 y.,Upper Secondary Degree,0.09170,325,3917,0.08266,0.10074
1995,46-65 y.,Other Degree,0.05650,501,3917,0.04927,0.06373
1995,46-65 y.,"Dropout, No School Degree",0.02323,241,3917,0.01852,0.02795
1995,46-65 y.,No School Attended,0.00581,63,3917,0.00343,0.00818
1995,66 and older,Secondary School Degree,0.72069,1091,1448,0.69757,0.74380
1995,66 and older,Intermediate School Degree,0.17131,223,1448,0.15189,0.19072
1995,66 and older,Upper Secondary Degree,0.06235,88,1448,0.04989,0.07480
1995,66 and older,Other Degree,0.01480,46,1448,0.00858,0.02102
1996,17-29 y.,Secondary School Degree,0.24248,796,2919,0.22693,0.25803
1996,17-29 y.,Intermediate School Degree,0.31994,1054,2919,0.30302,0.33687
1996,17-29 y.,Technical School Degree,0.03492,99,2919,0.02826,0.04158
1996,17-29 y.,Upper Secondary Degree,0.17715,470,2919,0.16330,0.19101
1996,17-29 y.,Other Degree,0.04533,157,2919,0.03778,0.05288
1996,17-29 y.,"Dropout, No School Degree",0.01285,54,2919,0.00876,0.01693
1996,17-29 y.,No School Degree Yet,0.09926,289,2919,0.08841,0.11011
1996,30-45 y.,Secondary School Degree,0.33959,1334,4320,0.32546,0.35371
1996,30-45 y.,Intermediate School Degree,0.32637,1622,4320,0.31239,0.34035
1996,30-45 y.,Technical School Degree,0.05092,161,4320,0.04437,0.05748
1996,30-45 y.,Upper Secondary Degree,0.17737,678,4320,0.16598,0.18877
1996,30-45 y.,Other Degree,0.06158,395,4320,0.05441,0.06875
1996,30-45 y.,"Dropout, No School Degree",0.02047,130,4320,0.01625,0.02469
1996,46-65 y.,Secondary School Degree,0.59850,2024,3857,0.58303,0.61397
1996,46-65 y.,Intermediate School Degree,0.18834,689,3857,0.17600,0.20068
1996,46-65 y.,Technical School Degree,0.02221,51,3857,0.01756,0.02686
1996,46-65 y.,Upper Secondary Degree,0.09618,335,3857,0.08687,0.10548
1996,46-65 y.,Other Degree,0.05835,483,3857,0.05095,0.06575
1996,46-65 y.,"Dropout, No School Degree",0.02289,222,3857,0.01817,0.02762
1996,46-65 y.,No School Attended,0.00557,53,3857,0.00322,0.00792
1996,66 and older,Secondary School Degree,0.72015,1107,1499,0.69742,0.74289
1996,66 and older,Intermediate School Degree,0.16483,217,1499,0.14604,0.18362
1996,66 and older,Upper Secondary Degree,0.06250,89,1499,0.05024,0.07476
1996,66 and older,Other Degree,0.01646,50,1499,0.01002,0.02290
1996,66 and older,"Dropout, No School Degree",0.00950,36,1499,0.00458,0.01441
1997,17-29 y.,Secondary School Degree,0.23131,750,2783,0.21564,0.24697
1997,17-29 y.,Intermediate School Degree,0.31230,990,2783,0.29508,0.32952
1997,17-29 y.,Technical School Degree,0.03916,92,2783,0.03195,0.04637
1997,17-29 y.,Upper Secondary Degree,0.18409,461,2783,0.16969,0.19849
1997,17-29 y.,Other Degree,0.04204,131,2783,0.03458,0.04950
1997,17-29 y.,"Dropout, No School Degree",0.01138,47,2783,0.00744,0.01533
1997,17-29 y.,No School Degree Yet,0.10190,312,2783,0.09066,0.11315
1997,30-45 y.,Secondary School Degree,0.32838,1297,4239,0.31424,0.34252
1997,30-45 y.,Intermediate School Degree,0.33688,1605,4239,0.32265,0.35111
1997,30-45 y.,Technical School Degree,0.05164,169,4239,0.04498,0.05830
1997,30-45 y.,Upper Secondary Degree,0.18175,688,4239,0.17014,0.19336
1997,30-45 y.,Other Degree,0.05895,366,4239,0.05186,0.06605
1997,30-45 y.,"Dropout, No School Degree",0.01868,114,4239,0.01460,0.02276
1997,46-65 y.,Secondary School Degree,0.59084,1951,3815,0.57524,0.60645
1997,46-65 y.,Intermediate School Degree,0.19143,732,3815,0.17895,0.20392
1997,46-65 y.,Technical School Degree,0.02190,52,3815,0.01726,0.02655
1997,46-65 y.,Upper Secondary Degree,0.09798,354,3815,0.08854,0.10741
1997,46-65 y.,Other Degree,0.05940,460,3815,0.05189,0.06690
1997,46-65 y.,"Dropout, No School Degree",0.02478,215,3815,0.01985,0.02972
1997,46-65 y.,No School Attended,0.00614,51,3815,0.00366,0.00861
1997,66 and older,Secondary School Degree,0.72833,1136,1530,0.70603,0.75063
1997,66 and older,Intermediate School Degree,0.15269,208,1530,0.13466,0.17072
1997,66 and older,Upper Secondary Degree,0.06135,90,1530,0.04933,0.07338
1997,66 and older,Other Degree,0.01783,58,1530,0.01119,0.02446
1997,66 and older,"Dropout, No School Degree",0.01090,38,1530,0.00569,0.01610
1998,17-29 y.,Secondary School Degree,0.22287,755,2879,0.20767,0.23808
1998,17-29 y.,Intermediate School Degree,0.31321,1028,2879,0.29626,0.33015
1998,17-29 y.,Technical School Degree,0.03934,106,2879,0.03224,0.04644
1998,17-29 y.,Upper Secondary Degree,0.17971,496,2879,0.16568,0.19374
1998,17-29 y.,Other Degree,0.03783,123,2879,0.03086,0.04480
1998,17-29 y.,"Dropout, No School Degree",0.01045,42,2879,0.00673,0.01416
1998,17-29 y.,No School Degree Yet,0.10317,329,2879,0.09206,0.11429
1998,30-45 y.,Secondary School Degree,0.30069,1385,4602,0.28744,0.31394
1998,30-45 y.,Intermediate School Degree,0.33990,1777,4602,0.32622,0.35359
1998,30-45 y.,Technical School Degree,0.05202,193,4602,0.04561,0.05844
1998,30-45 y.,Upper Secondary Degree,0.18292,801,4602,0.17175,0.19410
1998,30-45 y.,Other Degree,0.05611,343,4602,0.04946,0.06276
1998,30-45 y.,"Dropout, No School Degree",0.01720,103,4602,0.01345,0.02096
1998,46-65 y.,Secondary School Degree,0.54872,2191,4213,0.53369,0.56375
1998,46-65 y.,Intermediate School Degree,0.18616,831,4213,0.17441,0.19792
1998,46-65 y.,Technical School Degree,0.02351,68,4213,0.01894,0.02809
1998,46-65 y.,Upper Secondary Degree,0.09905,412,4213,0.09003,0.10807
1998,46-65 y.,Other Degree,0.06300,456,4213,0.05566,0.07034
