year,age_gr,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,30-45 y.,Intermediate School Degree,0.30478,3048,10196,0.29585,0.31372
2013,30-45 y.,Technical School Degree,0.07407,619,10196,0.06898,0.07915
2013,30-45 y.,Upper Secondary Degree,0.27929,2441,10196,0.27058,0.28800
2013,30-45 y.,Other Degree,0.12478,2092,10196,0.11837,0.13120
2013,30-45 y.,"Dropout, No School Degree",0.02284,298,10196,0.01994,0.02574
2013,46-65 y.,Secondary School Degree,0.31547,2568,10076,0.30639,0.32454
2013,46-65 y.,Intermediate School Degree,0.33504,3217,10076,0.32583,0.34426
2013,46-65 y.,Technical School Degree,0.05576,590,10076,0.05128,0.06024
2013,46-65 y.,Upper Secondary Degree,0.17092,2074,10076,0.16357,0.17827
2013,46-65 y.,Other Degree,0.09675,1421,10076,0.09098,0.10253
2013,46-65 y.,"Dropout, No School Degree",0.01634,206,10076,0.01386,0.01881
2013,66 and older,Secondary School Degree,0.55703,2654,5011,0.54327,0.57078
2013,66 and older,Intermediate School Degree,0.19217,997,5011,0.18126,0.20308
2013,66 and older,Technical School Degree,0.04291,191,5011,0.03729,0.04852
2013,66 and older,Upper Secondary Degree,0.12217,769,5011,0.11310,0.13123
2013,66 and older,Other Degree,0.05805,312,5011,0.05158,0.06453
2013,66 and older,"Dropout, No School Degree",0.02028,88,5011,0.01638,0.02419
2014,17-29 y.,Secondary School Degree,0.13227,718,4269,0.12211,0.14244
2014,17-29 y.,Intermediate School Degree,0.22743,1072,4269,0.21485,0.24001
2014,17-29 y.,Technical School Degree,0.06865,267,4269,0.06106,0.07623
2014,17-29 y.,Upper Secondary Degree,0.26855,1033,4269,0.25525,0.28185
2014,17-29 y.,Other Degree,0.04091,215,4269,0.03497,0.04685
2014,17-29 y.,"Dropout, No School Degree",0.01193,72,4269,0.00867,0.01519
2014,17-29 y.,No School Degree Yet,0.12400,892,4269,0.11412,0.13389
2014,30-45 y.,Secondary School Degree,0.16310,1376,8325,0.15516,0.17104
2014,30-45 y.,Intermediate School Degree,0.28505,2500,8325,0.27536,0.29475
2014,30-45 y.,Technical School Degree,0.07618,552,8325,0.07049,0.08188
2014,30-45 y.,Upper Secondary Degree,0.28906,2076,8325,0.27932,0.29880
2014,30-45 y.,Other Degree,0.13022,1594,8325,0.12299,0.13745
2014,30-45 y.,"Dropout, No School Degree",0.02545,227,8325,0.02206,0.02883
2014,46-65 y.,Secondary School Degree,0.30229,2286,9214,0.29291,0.31167
2014,46-65 y.,Intermediate School Degree,0.33835,3035,9214,0.32869,0.34801
2014,46-65 y.,Technical School Degree,0.05935,559,9214,0.05453,0.06418
2014,46-65 y.,Upper Secondary Degree,0.17757,1982,9214,0.16977,0.18537
2014,46-65 y.,Other Degree,0.09771,1175,9214,0.09165,0.10377
2014,46-65 y.,"Dropout, No School Degree",0.01624,177,9214,0.01366,0.01882
2014,66 and older,Secondary School Degree,0.54569,2569,4911,0.53176,0.55962
2014,66 and older,Intermediate School Degree,0.19601,1005,4911,0.18490,0.20711
2014,66 and older,Technical School Degree,0.04582,196,4911,0.03997,0.05167
2014,66 and older,Upper Secondary Degree,0.12539,756,4911,0.11613,0.13466
2014,66 and older,Other Degree,0.05966,312,4911,0.05304,0.06629
2014,66 and older,"Dropout, No School Degree",0.01777,73,4911,0.01407,0.02146
2015,17-29 y.,Secondary School Degree,0.12622,661,4375,0.11638,0.13607
2015,17-29 y.,Intermediate School Degree,0.22689,1023,4375,0.21448,0.23931
2015,17-29 y.,Technical School Degree,0.06976,267,4375,0.06221,0.07731
2015,17-29 y.,Upper Secondary Degree,0.26460,1037,4375,0.25153,0.27768
2015,17-29 y.,Other Degree,0.05290,519,4375,0.04626,0.05953
2015,17-29 y.,"Dropout, No School Degree",0.01267,90,4375,0.00936,0.01599
2015,17-29 y.,No School Degree Yet,0.10725,778,4375,0.09808,0.11642
2015,30-45 y.,Secondary School Degree,0.15587,1186,8095,0.14797,0.16377
2015,30-45 y.,Intermediate School Degree,0.27665,2215,8095,0.26690,0.28639
2015,30-45 y.,Technical School Degree,0.07670,500,8095,0.07090,0.08249
2015,30-45 y.,Upper Secondary Degree,0.29246,1920,8095,0.28255,0.30237
2015,30-45 y.,Other Degree,0.13750,2011,8095,0.13000,0.14500
2015,30-45 y.,"Dropout, No School Degree",0.02751,263,8095,0.02395,0.03108
2015,46-65 y.,Secondary School Degree,0.28323,2106,9038,0.27394,0.29252
2015,46-65 y.,Intermediate School Degree,0.34485,3008,9038,0.33505,0.35465
2015,46-65 y.,Technical School Degree,0.05880,565,9038,0.05395,0.06365
2015,46-65 y.,Upper Secondary Degree,0.18347,1946,9038,0.17549,0.19145
2015,46-65 y.,Other Degree,0.10225,1232,9038,0.09600,0.10850
2015,46-65 y.,"Dropout, No School Degree",0.01704,181,9038,0.01438,0.01971
2015,66 and older,Secondary School Degree,0.53329,2475,4858,0.51926,0.54732
2015,66 and older,Intermediate School Degree,0.20354,1030,4858,0.19222,0.21486
2015,66 and older,Technical School Degree,0.04400,183,4858,0.03823,0.04977
2015,66 and older,Upper Secondary Degree,0.13177,787,4858,0.12226,0.14128
2015,66 and older,Other Degree,0.06454,324,4858,0.05763,0.07145
2015,66 and older,"Dropout, No School Degree",0.01355,59,4858,0.01030,0.01681
2016,17-29 y.,Secondary School Degree,0.12000,594,4842,0.11085,0.12915
2016,17-29 y.,Intermediate School Degree,0.22052,919,4842,0.20884,0.23220
2016,17-29 y.,Technical School Degree,0.06500,248,4842,0.05805,0.07194
2016,17-29 y.,Upper Secondary Degree,0.27416,956,4842,0.26159,0.28672
2016,17-29 y.,Other Degree,0.05417,850,4842,0.04779,0.06055
2016,17-29 y.,"Dropout, No School Degree",0.01085,309,4842,0.00793,0.01376
2016,17-29 y.,No School Degree Yet,0.10720,892,4842,0.09849,0.11592
2016,17-29 y.,No School Attended,0.00075,74,4842,-0.00002,0.00152
2016,30-45 y.,Secondary School Degree,0.16096,1067,8321,0.15306,0.16886
2016,30-45 y.,Intermediate School Degree,0.26109,1900,8321,0.25165,0.27053
2016,30-45 y.,Technical School Degree,0.08317,459,8321,0.07724,0.08910
2016,30-45 y.,Upper Secondary Degree,0.28561,1716,8321,0.27591,0.29532
2016,30-45 y.,Other Degree,0.14084,2437,8321,0.13336,0.14831
2016,30-45 y.,"Dropout, No School Degree",0.02696,589,8321,0.02348,0.03044
2016,30-45 y.,No School Attended,0.00055,153,8321,0.00004,0.00105
2016,46-65 y.,Secondary School Degree,0.27318,1921,8915,0.26393,0.28243
2016,46-65 y.,Intermediate School Degree,0.34146,2862,8915,0.33161,0.35130
2016,46-65 y.,Technical School Degree,0.05858,535,8915,0.05371,0.06346
2016,46-65 y.,Upper Secondary Degree,0.19034,1918,8915,0.18219,0.19849
2016,46-65 y.,Other Degree,0.11099,1366,8915,0.10447,0.11751
2016,46-65 y.,"Dropout, No School Degree",0.01590,264,8915,0.01331,0.01850
2016,46-65 y.,No School Attended,0.00016,49,8915,-0.00010,0.00043
2016,66 and older,Secondary School Degree,0.51625,2313,4690,0.50195,0.53055
2016,66 and older,Intermediate School Degree,0.21170,1038,4690,0.20000,0.22339
2016,66 and older,Technical School Degree,0.04540,187,4690,0.03944,0.05136
2016,66 and older,Upper Secondary Degree,0.13216,781,4690,0.12247,0.14185
2016,66 and older,Other Degree,0.06906,308,4690,0.06181,0.07632
2016,66 and older,"Dropout, No School Degree",0.01618,63,4690,0.01257,0.01979
2017,17-29 y.,Secondary School Degree,0.11007,601,5827,0.10203,0.11810
2017,17-29 y.,Intermediate School Degree,0.22891,1069,5827,0.21812,0.23970
2017,17-29 y.,Technical School Degree,0.07265,332,5827,0.06599,0.07932
2017,17-29 y.,Upper Secondary Degree,0.26950,1227,5827,0.25811,0.28090
2017,17-29 y.,Other Degree,0.04762,1059,5827,0.04215,0.05309
2017,17-29 y.,"Dropout, No School Degree",0.01521,418,5827,0.01207,0.01835
2017,17-29 y.,No School Degree Yet,0.11677,1017,5827,0.10853,0.12502
2017,17-29 y.,No School Attended,0.00126,104,5827,0.00035,0.00217
2017,30-45 y.,Secondary School Degree,0.15341,1067,8792,0.14588,0.16095
2017,30-45 y.,Intermediate School Degree,0.26639,1997,8792,0.25715,0.27563
2017,30-45 y.,Technical School Degree,0.08319,526,8792,0.07742,0.08896
2017,30-45 y.,Upper Secondary Degree,0.28616,1863,8792,0.27671,0.29561
2017,30-45 y.,Other Degree,0.13729,2441,8792,0.13010,0.14448
2017,30-45 y.,"Dropout, No School Degree",0.03130,693,8792,0.02766,0.03493
2017,30-45 y.,No School Attended,0.00103,205,8792,0.00036,0.00170
2017,46-65 y.,Secondary School Degree,0.26506,2163,10422,0.25659,0.27354
2017,46-65 y.,Intermediate School Degree,0.33763,3428,10422,0.32855,0.34671
2017,46-65 y.,Technical School Degree,0.05787,628,10422,0.05338,0.06235
2017,46-65 y.,Upper Secondary Degree,0.19497,2291,10422,0.18737,0.20258
2017,46-65 y.,Other Degree,0.11314,1500,10422,0.10706,0.11922
2017,46-65 y.,"Dropout, No School Degree",0.01909,340,10422,0.01646,0.02172
2017,46-65 y.,No School Attended,0.00032,72,10422,-0.00002,0.00067
2017,66 and older,Secondary School Degree,0.50147,2296,4933,0.48752,0.51543
2017,66 and older,Intermediate School Degree,0.21932,1176,4933,0.20777,0.23086
2017,66 and older,Technical School Degree,0.04589,207,4933,0.04005,0.05173
2017,66 and older,Upper Secondary Degree,0.13320,843,4933,0.12371,0.14268
2017,66 and older,Other Degree,0.07277,339,4933,0.06552,0.08002
2017,66 and older,"Dropout, No School Degree",0.01722,72,4933,0.01359,0.02085
2018,17-29 y.,Secondary School Degree,0.11241,618,5366,0.10396,0.12086
2018,17-29 y.,Intermediate School Degree,0.22119,1038,5366,0.21008,0.23229
2018,17-29 y.,Technical School Degree,0.06614,327,5366,0.05949,0.07279
2018,17-29 y.,Upper Secondary Degree,0.28146,1243,5366,0.26943,0.29350
2018,17-29 y.,Other Degree,0.04809,817,5366,0.04237,0.05382
2018,17-29 y.,"Dropout, No School Degree",0.01726,402,5366,0.01378,0.02075
2018,17-29 y.,No School Degree Yet,0.10324,851,5366,0.09510,0.11139
2018,17-29 y.,No School Attended,0.00096,70,5366,0.00013,0.00179
2018,30-45 y.,Secondary School Degree,0.14664,980,8084,0.13893,0.15435
2018,30-45 y.,Intermediate School Degree,0.25306,1793,8084,0.24358,0.26253
2018,30-45 y.,Technical School Degree,0.08977,506,8084,0.08353,0.09600
2018,30-45 y.,Upper Secondary Degree,0.29154,1768,8084,0.28163,0.30145
2018,30-45 y.,Other Degree,0.13873,2206,8084,0.13119,0.14627
2018,30-45 y.,"Dropout, No School Degree",0.03111,660,8084,0.02733,0.03490
2018,30-45 y.,No School Attended,0.00103,171,8084,0.00033,0.00172
2018,46-65 y.,Secondary School Degree,0.25428,2007,10082,0.24578,0.26278
2018,46-65 y.,Intermediate School Degree,0.34419,3353,10082,0.33492,0.35347
2018,46-65 y.,Technical School Degree,0.06198,615,10082,0.05727,0.06669
2018,46-65 y.,Upper Secondary Degree,0.19879,2203,10082,0.19100,0.20658
2018,46-65 y.,Other Degree,0.10723,1488,10082,0.10119,0.11327
2018,46-65 y.,"Dropout, No School Degree",0.01954,346,10082,0.01684,0.02224
2018,46-65 y.,No School Attended,0.00040,70,10082,0.00001,0.00079
2018,66 and older,Secondary School Degree,0.48445,2232,4957,0.47054,0.49837
2018,66 and older,Intermediate School Degree,0.22344,1219,4957,0.21185,0.23504
2018,66 and older,Technical School Degree,0.04671,208,4957,0.04083,0.05258
2018,66 and older,Upper Secondary Degree,0.13769,867,4957,0.12810,0.14728
2018,66 and older,Other Degree,0.08292,354,4957,0.07524,0.09059
2018,66 and older,"Dropout, No School Degree",0.01488,77,4957,0.01151,0.01826
2019,17-29 y.,Secondary School Degree,0.10604,552,4641,0.09718,0.11490
2019,17-29 y.,Intermediate School Degree,0.21679,935,4641,0.20493,0.22864
2019,17-29 y.,Technical School Degree,0.06631,295,4641,0.05915,0.07347
2019,17-29 y.,Upper Secondary Degree,0.28867,1205,4641,0.27563,0.30171
2019,17-29 y.,Other Degree,0.04752,596,4641,0.04140,0.05364
2019,17-29 y.,"Dropout, No School Degree",0.01442,296,4641,0.01099,0.01785
2019,17-29 y.,No School Degree Yet,0.09508,692,4641,0.08664,0.10352
2019,17-29 y.,No School Attended,0.00134,70,4641,0.00029,0.00240
2019,30-45 y.,Secondary School Degree,0.14382,857,7612,0.13594,0.15170
2019,30-45 y.,Intermediate School Degree,0.25285,1703,7612,0.24309,0.26262
2019,30-45 y.,Technical School Degree,0.09129,509,7612,0.08482,0.09776
2019,30-45 y.,Upper Secondary Degree,0.30124,1833,7612,0.29093,0.31155
2019,30-45 y.,Other Degree,0.13431,1891,7612,0.12665,0.14197
2019,30-45 y.,"Dropout, No School Degree",0.03067,617,7612,0.02680,0.03455
2019,30-45 y.,No School Attended,0.00145,202,7612,0.00060,0.00231
2019,46-65 y.,Secondary School Degree,0.24014,1892,10840,0.23209,0.24818
2019,46-65 y.,Intermediate School Degree,0.34470,3587,10840,0.33575,0.35365
2019,46-65 y.,Technical School Degree,0.06144,737,10840,0.05692,0.06596
2019,46-65 y.,Upper Secondary Degree,0.20634,2806,10840,0.19872,0.21396
2019,46-65 y.,Other Degree,0.11106,1394,10840,0.10515,0.11698
2019,46-65 y.,"Dropout, No School Degree",0.02267,341,10840,0.01987,0.02547
2019,46-65 y.,No School Attended,0.00046,83,10840,0.00006,0.00087
2019,66 and older,Secondary School Degree,0.47309,2139,5126,0.45942,0.48676
2019,66 and older,Intermediate School Degree,0.23488,1346,5126,0.22327,0.24649
2019,66 and older,Technical School Degree,0.04441,225,5126,0.03877,0.05006
2019,66 and older,Upper Secondary Degree,0.14213,989,5126,0.13257,0.15169
2019,66 and older,Other Degree,0.08128,357,5126,0.07380,0.08876
2019,66 and older,"Dropout, No School Degree",0.01409,70,5126,0.01087,0.01732
2020,17-29 y.,Secondary School Degree,0.10235,532,5218,0.09412,0.11058
2020,17-29 y.,Intermediate School Degree,0.21320,900,5218,0.20209,0.22431
2020,17-29 y.,Technical School Degree,0.07450,301,5218,0.06737,0.08162
2020,17-29 y.,Upper Secondary Degree,0.28582,1149,5218,0.27356,0.29808
2020,17-29 y.,Other Degree,0.03901,1102,5218,0.03376,0.04426
2020,17-29 y.,"Dropout, No School Degree",0.01605,320,5218,0.01264,0.01946
2020,17-29 y.,No School Degree Yet,0.10980,804,5218,0.10132,0.11828
2020,17-29 y.,No School Attended,0.00184,110,5218,0.00068,0.00300
2020,30-45 y.,Secondary School Degree,0.13593,755,7940,0.12839,0.14347
2020,30-45 y.,Intermediate School Degree,0.25354,1505,7940,0.24397,0.26311
2020,30-45 y.,Technical School Degree,0.08653,462,7940,0.08034,0.09271
2020,30-45 y.,Upper Secondary Degree,0.31292,1724,7940,0.30272,0.32312
2020,30-45 y.,Other Degree,0.12803,2563,7940,0.12068,0.13538
2020,30-45 y.,"Dropout, No School Degree",0.02678,659,7940,0.02323,0.03033
2020,30-45 y.,No School Attended,0.00280,272,7940,0.00164,0.00397
2020,46-65 y.,Secondary School Degree,0.23610,1690,10266,0.22788,0.24432
2020,46-65 y.,Intermediate School Degree,0.34515,3268,10266,0.33596,0.35435
2020,46-65 y.,Technical School Degree,0.06180,673,10266,0.05714,0.06646
2020,46-65 y.,Upper Secondary Degree,0.22363,2658,10266,0.21557,0.23169
2020,46-65 y.,Other Degree,0.10084,1562,10266,0.09502,0.10667
2020,46-65 y.,"Dropout, No School Degree",0.01820,332,10266,0.01562,0.02079
2020,46-65 y.,No School Attended,0.00050,83,10266,0.00007,0.00093
2020,66 and older,Secondary School Degree,0.47021,1951,4857,0.45617,0.48425
2020,66 and older,Intermediate School Degree,0.24298,1303,4857,0.23092,0.25504
2020,66 and older,Technical School Degree,0.04654,227,4857,0.04062,0.05247
2020,66 and older,Upper Secondary Degree,0.14256,947,4857,0.13273,0.15239
2020,66 and older,Other Degree,0.07468,365,4857,0.06729,0.08208
2020,66 and older,"Dropout, No School Degree",0.01320,64,4857,0.00999,0.01641
2021,17-29 y.,Secondary School Degree,0.10151,300,3221,0.09108,0.11194
2021,17-29 y.,Intermediate School Degree,0.18611,578,3221,0.17267,0.19955
2021,17-29 y.,Technical School Degree,0.08919,228,3221,0.07934,0.09903
2021,17-29 y.,Upper Secondary Degree,0.34244,976,3221,0.32605,0.35883
2021,17-29 y.,Other Degree,0.03567,440,3221,0.02926,0.04207
2021,17-29 y.,"Dropout, No School Degree",0.01424,165,3221,0.01015,0.01833
2021,17-29 y.,No School Degree Yet,0.09729,490,3221,0.08706,0.10753
2021,17-29 y.,No School Attended,0.00298,44,3221,0.00110,0.00486
2021,30-45 y.,Secondary School Degree,0.12442,453,4963,0.11524,0.13360
2021,30-45 y.,Intermediate School Degree,0.24506,971,4963,0.23309,0.25703
2021,30-45 y.,Technical School Degree,0.09284,340,4963,0.08477,0.10092
2021,30-45 y.,Upper Secondary Degree,0.32658,1260,4963,0.31353,0.33963
2021,30-45 y.,Other Degree,0.11837,1401,4963,0.10938,0.12736
2021,30-45 y.,"Dropout, No School Degree",0.02479,373,4963,0.02046,0.02911
2021,30-45 y.,No School Attended,0.00362,165,4963,0.00195,0.00529
2021,46-65 y.,Secondary School Degree,0.22742,1066,7056,0.21764,0.23720
2021,46-65 y.,Intermediate School Degree,0.31931,2220,7056,0.30843,0.33019
2021,46-65 y.,Technical School Degree,0.06574,492,7056,0.05995,0.07152
2021,46-65 y.,Upper Secondary Degree,0.23341,2030,7056,0.22354,0.24328
2021,46-65 y.,Other Degree,0.10042,967,7056,0.09341,0.10743
2021,46-65 y.,"Dropout, No School Degree",0.01859,219,7056,0.01544,0.02174
2021,46-65 y.,No School Attended,0.00056,62,7056,0.00001,0.00111
2021,66 and older,Secondary School Degree,0.44048,1309,3521,0.42408,0.45688
2021,66 and older,Intermediate School Degree,0.24991,963,3521,0.23560,0.26421
2021,66 and older,Technical School Degree,0.04813,177,3521,0.04106,0.05520
2021,66 and older,Upper Secondary Degree,0.16326,783,3521,0.15105,0.17547
2021,66 and older,Other Degree,0.07480,253,3521,0.06611,0.08349
2021,66 and older,"Dropout, No School Degree",0.00901,36,3521,0.00589,0.01213
