year,age_gr,pgisced97,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,30-45 y.,Second Stage of Tertiary Education,Other Degree,0.06638,99,1665,0.05442,0.07834
2000,46-65 y.,Primary Level,"Dropout, No School Degree",0.92708,155,155,0.88602,0.96815
2000,46-65 y.,Lower Secondary Level,Secondary School Degree,0.74914,696,991,0.72214,0.77615
2000,46-65 y.,Lower Secondary Level,Intermediate School Degree,0.06619,54,991,0.05070,0.08167
2000,46-65 y.,Lower Secondary Level,Other Degree,0.18467,241,991,0.16050,0.20884
2000,46-65 y.,Upper Secondary Level,Secondary School Degree,0.68700,2909,4242,0.67304,0.70096
2000,46-65 y.,Upper Secondary Level,Intermediate School Degree,0.25358,1114,4242,0.24049,0.26668
2000,46-65 y.,Upper Secondary Level,Other Degree,0.04523,219,4242,0.03897,0.05148
2000,46-65 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.26834,40,162,0.19989,0.33678
2000,46-65 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.40332,73,162,0.32755,0.47910
2000,46-65 y.,Post-secondary Non-tertiary Level,Other Degree,0.20158,49,162,0.13961,0.26355
2000,46-65 y.,First Stage of Tertiary Education,Secondary School Degree,0.42866,274,647,0.39049,0.46682
2000,46-65 y.,First Stage of Tertiary Education,Intermediate School Degree,0.35663,239,647,0.31969,0.39357
2000,46-65 y.,First Stage of Tertiary Education,Technical School Degree,0.09022,53,647,0.06812,0.11231
2000,46-65 y.,First Stage of Tertiary Education,Upper Secondary Degree,0.06942,42,647,0.04982,0.08902
2000,46-65 y.,First Stage of Tertiary Education,Other Degree,0.04763,39,647,0.03121,0.06406
2000,46-65 y.,Second Stage of Tertiary Education,Secondary School Degree,0.07711,120,1456,0.06341,0.09082
2000,46-65 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.18166,304,1456,0.16184,0.20147
2000,46-65 y.,Second Stage of Tertiary Education,Technical School Degree,0.13934,170,1456,0.12155,0.15713
2000,46-65 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.53396,779,1456,0.50833,0.55960
2000,46-65 y.,Second Stage of Tertiary Education,Other Degree,0.06752,83,1456,0.05463,0.08042
2000,66 and older,Primary Level,"Dropout, No School Degree",0.93275,58,58,0.86773,0.99777
2000,66 and older,Lower Secondary Level,Secondary School Degree,0.89775,808,913,0.87809,0.91741
2000,66 and older,Lower Secondary Level,Intermediate School Degree,0.05236,42,913,0.03791,0.06682
2000,66 and older,Lower Secondary Level,Other Degree,0.04988,63,913,0.03576,0.06401
2000,66 and older,Upper Secondary Level,Secondary School Degree,0.78077,1476,1828,0.76180,0.79974
2000,66 and older,Upper Secondary Level,Intermediate School Degree,0.18288,306,1828,0.16515,0.20061
2000,66 and older,Upper Secondary Level,Other Degree,0.01848,46,1828,0.01230,0.02465
2000,66 and older,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.46841,40,40,0.31179,0.62502
2000,66 and older,First Stage of Tertiary Education,Secondary School Degree,0.53765,144,194,0.46730,0.60799
2000,66 and older,First Stage of Tertiary Education,Intermediate School Degree,0.24342,50,194,0.18288,0.30397
2000,66 and older,Second Stage of Tertiary Education,Secondary School Degree,0.16127,72,401,0.12522,0.19731
2000,66 and older,Second Stage of Tertiary Education,Intermediate School Degree,0.16006,71,401,0.12412,0.19599
2000,66 and older,Second Stage of Tertiary Education,Technical School Degree,0.12796,49,401,0.09523,0.16070
2000,66 and older,Second Stage of Tertiary Education,Upper Secondary Degree,0.51562,209,401,0.46664,0.56460
2001,17-29 y.,Primary Level,"Dropout, No School Degree",0.67570,32,32,0.51091,0.84048
2001,17-29 y.,Lower Secondary Level,Secondary School Degree,0.44563,411,943,0.41389,0.47738
2001,17-29 y.,Lower Secondary Level,Intermediate School Degree,0.50110,490,943,0.46917,0.53303
2001,17-29 y.,Lower Secondary Level,Other Degree,0.05327,42,943,0.03893,0.06761
2001,17-29 y.,Upper Secondary Level,Secondary School Degree,0.26418,442,1834,0.24400,0.28437
2001,17-29 y.,Upper Secondary Level,Intermediate School Degree,0.40629,778,1834,0.38380,0.42877
2001,17-29 y.,Upper Secondary Level,Technical School Degree,0.03705,63,1834,0.02841,0.04570
2001,17-29 y.,Upper Secondary Level,Upper Secondary Degree,0.25653,505,1834,0.23654,0.27652
2001,17-29 y.,Upper Secondary Level,Other Degree,0.03017,46,1834,0.02234,0.03800
2001,17-29 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.24323,75,242,0.18906,0.29740
2001,17-29 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.63998,167,242,0.57937,0.70058
2001,17-29 y.,First Stage of Tertiary Education,Intermediate School Degree,0.58071,83,83,0.47391,0.68751
2001,17-29 y.,Second Stage of Tertiary Education,Technical School Degree,0.17279,35,191,0.11903,0.22655
2001,17-29 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.66904,156,191,0.60213,0.73595
2001,30-45 y.,Primary Level,"Dropout, No School Degree",0.88069,69,69,0.80364,0.95773
2001,30-45 y.,Lower Secondary Level,Secondary School Degree,0.61636,312,513,0.57424,0.65848
2001,30-45 y.,Lower Secondary Level,Intermediate School Degree,0.16234,79,513,0.13039,0.19428
2001,30-45 y.,Lower Secondary Level,Other Degree,0.22130,122,513,0.18534,0.25726
2001,30-45 y.,Upper Secondary Level,Secondary School Degree,0.40309,1550,3978,0.38784,0.41833
2001,30-45 y.,Upper Secondary Level,Intermediate School Degree,0.52688,2189,3978,0.51137,0.54240
2001,30-45 y.,Upper Secondary Level,Upper Secondary Degree,0.01706,59,3978,0.01304,0.02108
2001,30-45 y.,Upper Secondary Level,Other Degree,0.04589,180,3978,0.03938,0.05239
2001,30-45 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.27127,134,481,0.23150,0.31105
2001,30-45 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.56165,281,481,0.51726,0.60603
2001,30-45 y.,Post-secondary Non-tertiary Level,Other Degree,0.11324,66,481,0.08489,0.14159
2001,30-45 y.,First Stage of Tertiary Education,Secondary School Degree,0.17895,127,687,0.15026,0.20763
2001,30-45 y.,First Stage of Tertiary Education,Intermediate School Degree,0.49721,379,687,0.45979,0.53463
2001,30-45 y.,First Stage of Tertiary Education,Technical School Degree,0.11164,78,687,0.08807,0.13521
2001,30-45 y.,First Stage of Tertiary Education,Upper Secondary Degree,0.17873,103,687,0.15006,0.20740
2001,30-45 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.12675,255,1482,0.10981,0.14370
2001,30-45 y.,Second Stage of Tertiary Education,Technical School Degree,0.12664,174,1482,0.10970,0.14358
2001,30-45 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.67122,972,1482,0.64729,0.69514
2001,30-45 y.,Second Stage of Tertiary Education,Other Degree,0.06587,81,1482,0.05323,0.07850
2001,46-65 y.,Primary Level,"Dropout, No School Degree",0.91533,112,112,0.86354,0.96712
2001,46-65 y.,Lower Secondary Level,Secondary School Degree,0.73555,562,821,0.70536,0.76573
2001,46-65 y.,Lower Secondary Level,Intermediate School Degree,0.06453,44,821,0.04771,0.08135
2001,46-65 y.,Lower Secondary Level,Other Degree,0.19992,215,821,0.17255,0.22730
2001,46-65 y.,Upper Secondary Level,Secondary School Degree,0.66995,2595,3908,0.65520,0.68469
2001,46-65 y.,Upper Secondary Level,Intermediate School Degree,0.26733,1099,3908,0.25345,0.28120
2001,46-65 y.,Upper Secondary Level,Other Degree,0.05021,214,3908,0.04336,0.05705
2001,46-65 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.33316,55,171,0.26230,0.40401
2001,46-65 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.35056,66,171,0.27883,0.42228
2001,46-65 y.,Post-secondary Non-tertiary Level,Other Degree,0.19841,50,171,0.13846,0.25836
2001,46-65 y.,First Stage of Tertiary Education,Secondary School Degree,0.41501,239,560,0.37416,0.45585
2001,46-65 y.,First Stage of Tertiary Education,Intermediate School Degree,0.36417,221,560,0.32428,0.40407
2001,46-65 y.,First Stage of Tertiary Education,Technical School Degree,0.10474,58,560,0.07936,0.13013
2001,46-65 y.,First Stage of Tertiary Education,Upper Secondary Degree,0.07001,42,560,0.04886,0.09116
2001,46-65 y.,Second Stage of Tertiary Education,Secondary School Degree,0.06878,103,1404,0.05554,0.08202
2001,46-65 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.17592,284,1404,0.15600,0.19584
2001,46-65 y.,Second Stage of Tertiary Education,Technical School Degree,0.14481,168,1404,0.12640,0.16322
2001,46-65 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.54747,776,1404,0.52143,0.57352
2001,46-65 y.,Second Stage of Tertiary Education,Other Degree,0.06257,73,1404,0.04990,0.07525
2001,66 and older,Primary Level,"Dropout, No School Degree",0.93209,52,52,0.86304,1.00114
2001,66 and older,Lower Secondary Level,Secondary School Degree,0.89981,711,805,0.87905,0.92056
2001,66 and older,Lower Secondary Level,Intermediate School Degree,0.05038,36,805,0.03526,0.06550
2001,66 and older,Lower Secondary Level,Other Degree,0.04982,58,805,0.03478,0.06485
2001,66 and older,Upper Secondary Level,Secondary School Degree,0.77440,1400,1750,0.75481,0.79399
2001,66 and older,Upper Secondary Level,Intermediate School Degree,0.18832,304,1750,0.16999,0.20664
2001,66 and older,Upper Secondary Level,Other Degree,0.01832,46,1750,0.01204,0.02461
2001,66 and older,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.46358,39,39,0.30502,0.62213
2001,66 and older,First Stage of Tertiary Education,Secondary School Degree,0.54247,134,186,0.47068,0.61426
2001,66 and older,First Stage of Tertiary Education,Intermediate School Degree,0.24583,52,186,0.18378,0.30788
2001,66 and older,Second Stage of Tertiary Education,Secondary School Degree,0.14439,70,405,0.11011,0.17866
2001,66 and older,Second Stage of Tertiary Education,Intermediate School Degree,0.15669,68,405,0.12124,0.19213
2001,66 and older,Second Stage of Tertiary Education,Technical School Degree,0.12064,49,405,0.08888,0.15240
2001,66 and older,Second Stage of Tertiary Education,Upper Secondary Degree,0.52781,218,405,0.47912,0.57649
2002,17-29 y.,Lower Secondary Level,Secondary School Degree,0.44714,358,872,0.41412,0.48016
2002,17-29 y.,Lower Secondary Level,Intermediate School Degree,0.50119,482,872,0.46798,0.53439
2002,17-29 y.,Lower Secondary Level,Other Degree,0.05167,32,872,0.03697,0.06637
2002,17-29 y.,Upper Secondary Level,Secondary School Degree,0.25778,402,1830,0.23773,0.27782
2002,17-29 y.,Upper Secondary Level,Intermediate School Degree,0.39778,740,1830,0.37535,0.42021
2002,17-29 y.,Upper Secondary Level,Technical School Degree,0.03545,67,1830,0.02697,0.04392
2002,17-29 y.,Upper Secondary Level,Upper Secondary Degree,0.27376,582,1830,0.25332,0.29419
2002,17-29 y.,Upper Secondary Level,Other Degree,0.02846,39,1830,0.02084,0.03608
2002,17-29 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.26644,80,260,0.21260,0.32029
2002,17-29 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.63831,180,260,0.57979,0.69682
2002,17-29 y.,First Stage of Tertiary Education,Intermediate School Degree,0.62271,67,67,0.50577,0.73965
2002,17-29 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.71916,172,172,0.65180,0.78652
2002,30-45 y.,Primary Level,"Dropout, No School Degree",0.86407,67,67,0.78139,0.94676
2002,30-45 y.,Lower Secondary Level,Secondary School Degree,0.62128,287,470,0.57738,0.66518
2002,30-45 y.,Lower Secondary Level,Intermediate School Degree,0.17552,79,470,0.14109,0.20995
2002,30-45 y.,Lower Secondary Level,Other Degree,0.20320,104,470,0.16678,0.23962
2002,30-45 y.,Upper Secondary Level,Secondary School Degree,0.39720,1412,3808,0.38166,0.41275
2002,30-45 y.,Upper Secondary Level,Intermediate School Degree,0.53363,2170,3808,0.51778,0.54948
2002,30-45 y.,Upper Secondary Level,Upper Secondary Degree,0.01728,71,3808,0.01314,0.02141
2002,30-45 y.,Upper Secondary Level,Other Degree,0.04264,155,3808,0.03622,0.04906
2002,30-45 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.27089,152,534,0.23316,0.30862
2002,30-45 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.54581,320,534,0.50354,0.58808
2002,30-45 y.,Post-secondary Non-tertiary Level,Other Degree,0.12537,62,534,0.09725,0.15348
2002,30-45 y.,First Stage of Tertiary Education,Secondary School Degree,0.20379,131,713,0.17420,0.23338
2002,30-45 y.,First Stage of Tertiary Education,Intermediate School Degree,0.49011,391,713,0.45339,0.52683
2002,30-45 y.,First Stage of Tertiary Education,Technical School Degree,0.10500,79,713,0.08248,0.12751
2002,30-45 y.,First Stage of Tertiary Education,Upper Secondary Degree,0.15855,112,713,0.13172,0.18538
2002,30-45 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.12657,240,1720,0.11085,0.14229
2002,30-45 y.,Second Stage of Tertiary Education,Technical School Degree,0.14276,204,1720,0.12622,0.15929
2002,30-45 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.64205,1188,1720,0.61938,0.66471
2002,30-45 y.,Second Stage of Tertiary Education,Other Degree,0.07482,88,1720,0.06238,0.08725
2002,46-65 y.,Primary Level,"Dropout, No School Degree",0.91176,95,95,0.85442,0.96910
2002,46-65 y.,Lower Secondary Level,Secondary School Degree,0.72349,506,759,0.69165,0.75533
2002,46-65 y.,Lower Secondary Level,Intermediate School Degree,0.06340,50,759,0.04606,0.08075
2002,46-65 y.,Lower Secondary Level,Other Degree,0.21311,203,759,0.18396,0.24226
2002,46-65 y.,Upper Secondary Level,Secondary School Degree,0.65385,2464,4031,0.63916,0.66854
2002,46-65 y.,Upper Secondary Level,Intermediate School Degree,0.27905,1310,4031,0.26520,0.29290
2002,46-65 y.,Upper Secondary Level,Upper Secondary Degree,0.00665,34,4031,0.00414,0.00916
2002,46-65 y.,Upper Secondary Level,Other Degree,0.05550,223,4031,0.04843,0.06257
2002,46-65 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.32378,68,206,0.25972,0.38783
2002,46-65 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.35821,89,206,0.29257,0.42385
2002,46-65 y.,Post-secondary Non-tertiary Level,Other Degree,0.19519,49,206,0.14093,0.24944
2002,46-65 y.,First Stage of Tertiary Education,Secondary School Degree,0.39038,232,646,0.35273,0.42803
2002,46-65 y.,First Stage of Tertiary Education,Intermediate School Degree,0.37567,254,646,0.33830,0.41305
2002,46-65 y.,First Stage of Tertiary Education,Technical School Degree,0.10046,69,646,0.07726,0.12366
2002,46-65 y.,First Stage of Tertiary Education,Upper Secondary Degree,0.07764,53,646,0.05699,0.09829
2002,46-65 y.,First Stage of Tertiary Education,Other Degree,0.05063,38,646,0.03371,0.06755
2002,46-65 y.,Second Stage of Tertiary Education,Secondary School Degree,0.06223,99,2047,0.05176,0.07269
2002,46-65 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.17865,352,2047,0.16205,0.19524
2002,46-65 y.,Second Stage of Tertiary Education,Technical School Degree,0.14094,229,2047,0.12586,0.15601
2002,46-65 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.55807,1280,2047,0.53655,0.57959
2002,46-65 y.,Second Stage of Tertiary Education,Other Degree,0.05842,87,2047,0.04826,0.06858
2002,66 and older,Primary Level,"Dropout, No School Degree",0.93137,54,54,0.86330,0.99944
2002,66 and older,Lower Secondary Level,Secondary School Degree,0.89240,689,790,0.87078,0.91402
2002,66 and older,Lower Secondary Level,Intermediate School Degree,0.05290,38,790,0.03728,0.06851
2002,66 and older,Lower Secondary Level,Other Degree,0.05470,63,790,0.03884,0.07057
2002,66 and older,Upper Secondary Level,Secondary School Degree,0.77475,1455,1828,0.75559,0.79390
2002,66 and older,Upper Secondary Level,Intermediate School Degree,0.19104,329,1828,0.17301,0.20907
2002,66 and older,Upper Secondary Level,Other Degree,0.01784,44,1828,0.01177,0.02391
2002,66 and older,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.43959,40,40,0.28382,0.59537
2002,66 and older,First Stage of Tertiary Education,Secondary School Degree,0.55394,142,199,0.48470,0.62318
2002,66 and older,First Stage of Tertiary Education,Intermediate School Degree,0.25560,57,199,0.19484,0.31636
2002,66 and older,Second Stage of Tertiary Education,Secondary School Degree,0.15103,80,519,0.12020,0.18187
2002,66 and older,Second Stage of Tertiary Education,Intermediate School Degree,0.14897,71,519,0.11830,0.17963
2002,66 and older,Second Stage of Tertiary Education,Technical School Degree,0.09904,51,519,0.07332,0.12477
2002,66 and older,Second Stage of Tertiary Education,Upper Secondary Degree,0.53709,317,519,0.49415,0.58003
2003,17-29 y.,Lower Secondary Level,Secondary School Degree,0.45864,336,801,0.42412,0.49317
2003,17-29 y.,Lower Secondary Level,Intermediate School Degree,0.50999,465,801,0.47535,0.54463
2003,17-29 y.,Upper Secondary Level,Secondary School Degree,0.24425,365,1726,0.22398,0.26453
2003,17-29 y.,Upper Secondary Level,Intermediate School Degree,0.40186,685,1726,0.37873,0.42500
2003,17-29 y.,Upper Secondary Level,Technical School Degree,0.03717,74,1726,0.02825,0.04610
2003,17-29 y.,Upper Secondary Level,Upper Secondary Degree,0.27019,563,1726,0.24923,0.29114
2003,17-29 y.,Upper Secondary Level,Other Degree,0.03264,39,1726,0.02426,0.04103
2003,17-29 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.29619,78,264,0.24101,0.35137
2003,17-29 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.64232,186,264,0.58439,0.70025
2003,17-29 y.,First Stage of Tertiary Education,Intermediate School Degree,0.59719,49,49,0.45844,0.73594
2003,17-29 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.71550,156,156,0.64448,0.78653
2003,30-45 y.,Primary Level,"Dropout, No School Degree",0.88452,65,65,0.80622,0.96282
2003,30-45 y.,Lower Secondary Level,Secondary School Degree,0.62360,271,437,0.57812,0.66907
2003,30-45 y.,Lower Secondary Level,Intermediate School Degree,0.18387,75,437,0.14751,0.22024
2003,30-45 y.,Lower Secondary Level,Other Degree,0.19253,91,437,0.15552,0.22954
2003,30-45 y.,Upper Secondary Level,Secondary School Degree,0.38529,1291,3553,0.36928,0.40129
2003,30-45 y.,Upper Secondary Level,Intermediate School Degree,0.54189,2050,3553,0.52551,0.55828
2003,30-45 y.,Upper Secondary Level,Upper Secondary Degree,0.01774,71,3553,0.01340,0.02208
