year,bula_h,hlc0052,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,Schleswig-Holstein,No,0.85272,311,347,0.81537,0.89006
2007,Hamburg,No,0.88526,169,169,0.83707,0.93346
2007,Lower Saxony,Yes,0.08847,89,973,0.07062,0.10632
2007,Lower Saxony,No,0.85331,884,973,0.83107,0.87555
2007,Bremen,No,0.84304,77,77,0.76125,0.92482
2007,North Rhine-Westphalia,Yes,0.09265,193,2259,0.08069,0.10461
2007,North Rhine-Westphalia,No,0.86513,2066,2259,0.85104,0.87922
2007,Hesse,Yes,0.06532,42,738,0.04748,0.08316
2007,Hesse,No,0.85451,696,738,0.82905,0.87996
2007,"Rhineland-Palatinate, Saarland",Yes,0.10153,55,640,0.07811,0.12495
2007,"Rhineland-Palatinate, Saarland",No,0.84958,585,640,0.82186,0.87730
2007,Baden-Wuerttemberg,Yes,0.04931,66,1306,0.03757,0.06106
2007,Baden-Wuerttemberg,No,0.89814,1240,1306,0.88173,0.91455
2007,Bavaria,Yes,0.06409,80,1552,0.05190,0.07628
2007,Bavaria,No,0.86303,1472,1552,0.84592,0.88014
2007,Berlin,Yes,0.16686,74,438,0.13190,0.20182
2007,Berlin,No,0.76441,364,438,0.72462,0.80420
2007,Brandenburg,Yes,0.17809,84,469,0.14343,0.21276
2007,Brandenburg,No,0.78100,385,469,0.74353,0.81847
2007,Mecklenburg-Western Pomerania,Yes,0.17264,46,263,0.12688,0.21841
2007,Mecklenburg-Western Pomerania,No,0.75194,217,263,0.69964,0.80424
2007,Saxony,Yes,0.15876,128,797,0.13337,0.18415
2007,Saxony,No,0.78477,669,797,0.75622,0.81332
2007,Saxony-Anhalt,Yes,0.16861,80,447,0.13386,0.20336
2007,Saxony-Anhalt,No,0.77477,367,447,0.73600,0.81354
2007,Thuringa,Yes,0.16779,83,473,0.13407,0.20150
2007,Thuringa,No,0.79666,390,473,0.76035,0.83297
2008,Schleswig-Holstein,No,0.83384,283,283,0.79039,0.87728
2008,Hamburg,No,0.88623,166,166,0.83777,0.93468
2008,Lower Saxony,Yes,0.07509,67,919,0.05805,0.09214
2008,Lower Saxony,No,0.85879,852,919,0.83627,0.88132
2008,Bremen,No,0.91743,77,77,0.85554,0.97931
2008,North Rhine-Westphalia,Yes,0.07636,150,2104,0.06501,0.08771
2008,North Rhine-Westphalia,No,0.88538,1954,2104,0.87177,0.89900
2008,Hesse,Yes,0.07772,42,697,0.05783,0.09761
2008,Hesse,No,0.85716,655,697,0.83116,0.88315
2008,"Rhineland-Palatinate, Saarland",Yes,0.09274,50,584,0.06919,0.11629
2008,"Rhineland-Palatinate, Saarland",No,0.82642,534,584,0.79568,0.85717
2008,Baden-Wuerttemberg,Yes,0.04932,61,1211,0.03712,0.06153
2008,Baden-Wuerttemberg,No,0.87725,1150,1211,0.85876,0.89574
2008,Bavaria,Yes,0.05103,61,1453,0.03971,0.06235
2008,Bavaria,No,0.88145,1392,1453,0.86482,0.89808
2008,Berlin,Yes,0.18289,71,420,0.14587,0.21990
2008,Berlin,No,0.74567,349,420,0.70397,0.78737
2008,Brandenburg,Yes,0.17746,75,450,0.14212,0.21280
2008,Brandenburg,No,0.77581,375,450,0.73723,0.81438
2008,Mecklenburg-Western Pomerania,Yes,0.18274,48,265,0.13612,0.22936
2008,Mecklenburg-Western Pomerania,No,0.77476,217,265,0.72436,0.82515
2008,Saxony,Yes,0.13090,105,767,0.10701,0.15478
2008,Saxony,No,0.81484,662,767,0.78734,0.84235
2008,Saxony-Anhalt,Yes,0.16170,67,412,0.12610,0.19729
2008,Saxony-Anhalt,No,0.75421,345,412,0.71258,0.79583
2008,Thuringa,Yes,0.18358,77,457,0.14805,0.21912
2008,Thuringa,No,0.78322,380,457,0.74540,0.82104
2009,Schleswig-Holstein,No,0.93512,280,280,0.90622,0.96402
2009,Hamburg,No,0.95947,170,170,0.92974,0.98920
2009,Lower Saxony,Yes,0.07846,66,913,0.06101,0.09591
2009,Lower Saxony,No,0.91882,847,913,0.90109,0.93654
2009,Bremen,No,0.93847,70,70,0.88176,0.99517
2009,North Rhine-Westphalia,Yes,0.07560,139,2027,0.06409,0.08711
2009,North Rhine-Westphalia,No,0.92361,1888,2027,0.91204,0.93518
2009,Hesse,No,0.94594,668,668,0.92877,0.96310
2009,"Rhineland-Palatinate, Saarland",Yes,0.09924,52,582,0.07493,0.12355
2009,"Rhineland-Palatinate, Saarland",No,0.90076,530,582,0.87645,0.92507
2009,Baden-Wuerttemberg,Yes,0.04272,44,1153,0.03104,0.05439
2009,Baden-Wuerttemberg,No,0.95728,1109,1153,0.94561,0.96896
2009,Bavaria,Yes,0.05510,63,1453,0.04336,0.06684
2009,Bavaria,No,0.94490,1390,1453,0.93316,0.95664
2009,Berlin,Yes,0.15554,59,439,0.12160,0.18949
2009,Berlin,No,0.84446,380,439,0.81051,0.87840
2009,Brandenburg,Yes,0.16160,67,451,0.12759,0.19561
2009,Brandenburg,No,0.83840,384,451,0.80439,0.87241
2009,Mecklenburg-Western Pomerania,Yes,0.18787,40,271,0.14128,0.23446
2009,Mecklenburg-Western Pomerania,No,0.81213,231,271,0.76554,0.85872
2009,Saxony,Yes,0.13188,88,757,0.10776,0.15600
2009,Saxony,No,0.86812,669,757,0.84400,0.89224
2009,Saxony-Anhalt,Yes,0.15124,58,424,0.11710,0.18539
2009,Saxony-Anhalt,No,0.84876,366,424,0.81461,0.88290
2009,Thuringa,Yes,0.16424,72,452,0.13005,0.19844
2009,Thuringa,No,0.83576,380,452,0.80156,0.86995
2010,Schleswig-Holstein,Yes,0.06693,68,452,0.04387,0.09000
2010,Schleswig-Holstein,No,0.93307,384,452,0.91000,0.95613
2010,Hamburg,No,0.92673,220,220,0.89222,0.96124
2010,Lower Saxony,Yes,0.08096,161,1259,0.06588,0.09603
2010,Lower Saxony,No,0.91594,1098,1259,0.90060,0.93127
2010,Bremen,No,0.92761,92,92,0.87436,0.98085
2010,North Rhine-Westphalia,Yes,0.07659,341,2815,0.06676,0.08642
2010,North Rhine-Westphalia,No,0.92341,2474,2815,0.91358,0.93324
2010,Hesse,Yes,0.07524,95,966,0.05860,0.09189
2010,Hesse,No,0.92476,871,966,0.90811,0.94140
2010,"Rhineland-Palatinate, Saarland",Yes,0.07911,83,776,0.06011,0.09811
2010,"Rhineland-Palatinate, Saarland",No,0.92089,693,776,0.90189,0.93989
2010,Baden-Wuerttemberg,Yes,0.04098,112,1625,0.03133,0.05062
2010,Baden-Wuerttemberg,No,0.95902,1513,1625,0.94938,0.96867
2010,Bavaria,Yes,0.05282,150,2037,0.04310,0.06254
2010,Bavaria,No,0.94718,1887,2037,0.93746,0.95690
2010,Berlin,Yes,0.13247,110,594,0.10518,0.15975
2010,Berlin,No,0.86753,484,594,0.84025,0.89482
2010,Brandenburg,Yes,0.15923,123,562,0.12896,0.18951
2010,Brandenburg,No,0.84077,439,562,0.81049,0.87104
2010,Mecklenburg-Western Pomerania,Yes,0.17232,82,355,0.13297,0.21166
2010,Mecklenburg-Western Pomerania,No,0.82768,273,355,0.78834,0.86703
2010,Saxony,Yes,0.11666,148,935,0.09607,0.13724
2010,Saxony,No,0.88255,787,935,0.86190,0.90320
2010,Saxony-Anhalt,Yes,0.14877,107,533,0.11853,0.17901
2010,Saxony-Anhalt,No,0.85086,426,533,0.82059,0.88113
2010,Thuringa,Yes,0.14454,88,538,0.11480,0.17428
2010,Thuringa,No,0.85546,450,538,0.82572,0.88520
2011,Schleswig-Holstein,Yes,0.09077,92,597,0.06770,0.11383
2011,Schleswig-Holstein,No,0.89215,505,597,0.86724,0.91705
2011,Hamburg,No,0.93430,243,243,0.90309,0.96552
2011,Lower Saxony,Yes,0.07533,179,1497,0.06196,0.08871
2011,Lower Saxony,No,0.90557,1318,1497,0.89075,0.92039
2011,Bremen,No,0.86638,99,99,0.79901,0.93374
2011,North Rhine-Westphalia,Yes,0.08002,388,3259,0.07071,0.08934
2011,North Rhine-Westphalia,No,0.90919,2871,3259,0.89932,0.91906
2011,Hesse,Yes,0.07125,114,1132,0.05626,0.08624
2011,Hesse,No,0.88994,1018,1132,0.87170,0.90818
2011,"Rhineland-Palatinate, Saarland",Yes,0.07331,101,932,0.05657,0.09005
2011,"Rhineland-Palatinate, Saarland",No,0.89962,831,932,0.88031,0.91892
2011,Baden-Wuerttemberg,Yes,0.03813,130,1968,0.02967,0.04660
2011,Baden-Wuerttemberg,No,0.93951,1838,1968,0.92897,0.95004
2011,Bavaria,Yes,0.05213,186,2521,0.04345,0.06081
2011,Bavaria,No,0.92159,2335,2521,0.91110,0.93209
2011,Berlin,Yes,0.13043,107,663,0.10477,0.15608
2011,Berlin,No,0.85609,556,663,0.82935,0.88283
2011,Brandenburg,Yes,0.16260,145,671,0.13466,0.19054
2011,Brandenburg,No,0.82650,526,671,0.79783,0.85518
2011,Mecklenburg-Western Pomerania,Yes,0.17337,94,394,0.13594,0.21079
2011,Mecklenburg-Western Pomerania,No,0.77736,300,394,0.73623,0.81849
2011,Saxony,Yes,0.14050,190,1032,0.11928,0.16171
2011,Saxony,No,0.82622,842,1032,0.80309,0.84935
2011,Saxony-Anhalt,Yes,0.14285,131,645,0.11582,0.16988
2011,Saxony-Anhalt,No,0.83352,514,645,0.80475,0.86229
2011,Thuringa,Yes,0.12679,102,639,0.10097,0.15261
2011,Thuringa,No,0.86266,537,639,0.83596,0.88937
2012,Schleswig-Holstein,Yes,0.06932,83,597,0.04893,0.08972
2012,Schleswig-Holstein,No,0.90710,514,597,0.88379,0.93040
2012,Hamburg,No,0.93712,244,244,0.90660,0.96764
2012,Lower Saxony,Yes,0.07238,160,1463,0.05910,0.08566
2012,Lower Saxony,No,0.91566,1303,1463,0.90142,0.92991
2012,Bremen,No,0.84091,103,103,0.76993,0.91190
2012,North Rhine-Westphalia,Yes,0.07615,359,3162,0.06690,0.08540
2012,North Rhine-Westphalia,No,0.90511,2803,3162,0.89489,0.91532
2012,Hesse,Yes,0.07960,102,1118,0.06373,0.09548
2012,Hesse,No,0.89737,1016,1118,0.87957,0.91517
2012,"Rhineland-Palatinate, Saarland",Yes,0.06480,85,915,0.04884,0.08075
2012,"Rhineland-Palatinate, Saarland",No,0.92451,830,915,0.90738,0.94163
2012,Baden-Wuerttemberg,Yes,0.03752,117,1862,0.02889,0.04615
2012,Baden-Wuerttemberg,No,0.92591,1745,1862,0.91402,0.93781
2012,Bavaria,Yes,0.04753,158,2489,0.03916,0.05589
2012,Bavaria,No,0.93616,2331,2489,0.92655,0.94576
2012,Berlin,Yes,0.13992,116,688,0.11398,0.16586
2012,Berlin,No,0.84572,572,688,0.81871,0.87274
2012,Brandenburg,Yes,0.16044,134,659,0.13240,0.18848
2012,Brandenburg,No,0.82628,525,659,0.79733,0.85523
2012,Mecklenburg-Western Pomerania,Yes,0.16669,93,394,0.12984,0.20354
2012,Mecklenburg-Western Pomerania,No,0.81059,301,394,0.77185,0.84933
2012,Saxony,Yes,0.12727,179,1040,0.10700,0.14753
2012,Saxony,No,0.82448,861,1040,0.80135,0.84761
2012,Saxony-Anhalt,Yes,0.15924,128,610,0.13018,0.18830
2012,Saxony-Anhalt,No,0.81620,482,610,0.78544,0.84696
2012,Thuringa,Yes,0.13450,106,629,0.10782,0.16119
2012,Thuringa,No,0.85741,523,629,0.83007,0.88476
2013,Schleswig-Holstein,Yes,0.08922,103,645,0.06720,0.11124
2013,Schleswig-Holstein,No,0.89648,542,645,0.87295,0.92001
2013,Hamburg,Yes,0.08803,44,332,0.05751,0.11855
2013,Hamburg,No,0.90503,288,332,0.87344,0.93661
2013,Lower Saxony,Yes,0.07933,205,1605,0.06610,0.09255
2013,Lower Saxony,No,0.89815,1400,1605,0.88335,0.91295
2013,Bremen,Yes,0.14082,31,144,0.08381,0.19783
2013,Bremen,No,0.85243,113,144,0.79430,0.91056
2013,North Rhine-Westphalia,Yes,0.08377,462,3619,0.07474,0.09280
2013,North Rhine-Westphalia,No,0.89667,3157,3619,0.88675,0.90658
2013,Hesse,Yes,0.08790,139,1286,0.07242,0.10338
2013,Hesse,No,0.89060,1147,1286,0.87353,0.90767
2013,"Rhineland-Palatinate, Saarland",Yes,0.05725,95,1018,0.04297,0.07153
2013,"Rhineland-Palatinate, Saarland",No,0.91777,923,1018,0.90088,0.93465
2013,Baden-Wuerttemberg,Yes,0.03885,140,2096,0.03057,0.04712
2013,Baden-Wuerttemberg,No,0.93524,1956,2096,0.92471,0.94578
2013,Bavaria,Yes,0.05135,214,2780,0.04314,0.05955
2013,Bavaria,No,0.92071,2566,2780,0.91066,0.93075
2013,Berlin,Yes,0.14544,152,756,0.12029,0.17059
2013,Berlin,No,0.82409,604,756,0.79693,0.85125
2013,Brandenburg,Yes,0.16404,143,657,0.13570,0.19237
2013,Brandenburg,No,0.81172,514,657,0.78180,0.84164
2013,Mecklenburg-Western Pomerania,Yes,0.15004,81,378,0.11399,0.18609
2013,Mecklenburg-Western Pomerania,No,0.82955,297,378,0.79159,0.86751
2013,Saxony,Yes,0.11647,164,1019,0.09676,0.13617
2013,Saxony,No,0.84890,855,1019,0.82690,0.87090
2013,Saxony-Anhalt,Yes,0.14750,132,619,0.11955,0.17546
2013,Saxony-Anhalt,No,0.82456,487,619,0.79458,0.85455
2013,Thuringa,Yes,0.12882,88,597,0.10192,0.15571
2013,Thuringa,No,0.85857,509,597,0.83060,0.88655
2014,Schleswig-Holstein,Yes,0.09415,92,562,0.06999,0.11832
2014,Schleswig-Holstein,No,0.89626,470,562,0.87102,0.92149
2014,Hamburg,No,0.92648,246,246,0.89380,0.95916
2014,Lower Saxony,Yes,0.08687,180,1452,0.07238,0.10136
2014,Lower Saxony,No,0.89265,1272,1452,0.87672,0.90858
2014,Bremen,No,0.84294,94,94,0.76899,0.91689
2014,North Rhine-Westphalia,Yes,0.08647,415,3195,0.07672,0.09622
2014,North Rhine-Westphalia,No,0.89868,2780,3195,0.88822,0.90915
2014,Hesse,Yes,0.09220,112,1107,0.07515,0.10925
2014,Hesse,No,0.90247,995,1107,0.88499,0.91996
2014,"Rhineland-Palatinate, Saarland",Yes,0.07816,106,916,0.06077,0.09555
2014,"Rhineland-Palatinate, Saarland",No,0.90296,810,916,0.88378,0.92214
2014,Baden-Wuerttemberg,Yes,0.03440,112,1808,0.02600,0.04280
2014,Baden-Wuerttemberg,No,0.95269,1696,1808,0.94290,0.96248
2014,Bavaria,Yes,0.05260,183,2517,0.04387,0.06132
2014,Bavaria,No,0.92357,2334,2517,0.91318,0.93395
2014,Berlin,Yes,0.14257,106,654,0.11575,0.16939
2014,Berlin,No,0.85503,548,654,0.82803,0.88204
2014,Brandenburg,Yes,0.15070,113,617,0.12244,0.17895
2014,Brandenburg,No,0.84076,504,617,0.81186,0.86965
2014,Mecklenburg-Western Pomerania,Yes,0.13181,62,347,0.09616,0.16745
2014,Mecklenburg-Western Pomerania,No,0.84839,285,347,0.81060,0.88618
2014,Saxony,Yes,0.11539,133,942,0.09498,0.13581
2014,Saxony,No,0.87127,809,942,0.84988,0.89267
2014,Saxony-Anhalt,Yes,0.15472,112,581,0.12529,0.18416
2014,Saxony-Anhalt,No,0.83750,469,581,0.80748,0.86752
2014,Thuringa,Yes,0.12075,84,589,0.09441,0.14708
2014,Thuringa,No,0.87653,505,589,0.84994,0.90313
2015,Schleswig-Holstein,Yes,0.08098,83,544,0.05803,0.10392
2015,Schleswig-Holstein,No,0.90110,461,544,0.87599,0.92621
2015,Hamburg,No,0.94535,254,254,0.91734,0.97336
2015,Lower Saxony,Yes,0.07962,181,1468,0.06577,0.09348
2015,Lower Saxony,No,0.88687,1287,1468,0.87066,0.90308
2015,Bremen,No,0.85024,87,87,0.77483,0.92566
2015,North Rhine-Westphalia,Yes,0.09406,453,3141,0.08385,0.10427
2015,North Rhine-Westphalia,No,0.87793,2688,3141,0.86648,0.88938
2015,Hesse,Yes,0.08423,107,1108,0.06787,0.10059
2015,Hesse,No,0.89448,1001,1108,0.87639,0.91258
2015,"Rhineland-Palatinate, Saarland",Yes,0.07104,101,898,0.05423,0.08785
2015,"Rhineland-Palatinate, Saarland",No,0.90135,797,898,0.88183,0.92086
2015,Baden-Wuerttemberg,Yes,0.04647,120,1799,0.03674,0.05620
2015,Baden-Wuerttemberg,No,0.93794,1679,1799,0.92678,0.94909
2015,Bavaria,Yes,0.04412,161,2507,0.03608,0.05216
2015,Bavaria,No,0.91533,2346,2507,0.90443,0.92623
2015,Berlin,Yes,0.15815,113,639,0.12983,0.18646
2015,Berlin,No,0.81749,526,639,0.78751,0.84746
2015,Brandenburg,Yes,0.13819,103,598,0.11051,0.16587
2015,Brandenburg,No,0.82621,495,598,0.79581,0.85660
2015,Mecklenburg-Western Pomerania,Yes,0.14792,67,341,0.11018,0.18565
2015,Mecklenburg-Western Pomerania,No,0.82434,274,341,0.78389,0.86479
2015,Saxony,Yes,0.11690,130,895,0.09584,0.13796
2015,Saxony,No,0.84527,765,895,0.82156,0.86898
2015,Saxony-Anhalt,Yes,0.16574,106,528,0.13399,0.19748
2015,Saxony-Anhalt,No,0.80065,422,528,0.76655,0.83476
2015,Thuringa,Yes,0.12350,78,563,0.09630,0.15070
2015,Thuringa,No,0.86060,485,563,0.83196,0.88923
2016,Schleswig-Holstein,Yes,0.09175,78,499,0.06639,0.11710
2016,Schleswig-Holstein,No,0.88131,421,499,0.85290,0.90972
2016,Hamburg,No,0.93834,240,240,0.90784,0.96884
2016,Lower Saxony,Yes,0.07027,160,1337,0.05656,0.08397
2016,Lower Saxony,No,0.90928,1177,1337,0.89388,0.92468
2016,Bremen,No,0.88598,82,82,0.81676,0.95520
2016,North Rhine-Westphalia,Yes,0.09552,394,2872,0.08477,0.10627
2016,North Rhine-Westphalia,No,0.88456,2478,2872,0.87287,0.89625
2016,Hesse,Yes,0.08819,95,965,0.07029,0.10610
2016,Hesse,No,0.89368,870,965,0.87422,0.91314
2016,"Rhineland-Palatinate, Saarland",Yes,0.06801,83,834,0.05091,0.08511
2016,"Rhineland-Palatinate, Saarland",No,0.91004,751,834,0.89061,0.92947
2016,Baden-Wuerttemberg,Yes,0.04356,109,1617,0.03361,0.05351
2016,Baden-Wuerttemberg,No,0.94385,1508,1617,0.93263,0.95508
2016,Bavaria,Yes,0.04200,125,2248,0.03370,0.05029
2016,Bavaria,No,0.93081,2123,2248,0.92032,0.94131
2016,Berlin,Yes,0.14665,87,606,0.11846,0.17484
2016,Berlin,No,0.84479,519,606,0.81593,0.87364
2016,Brandenburg,Yes,0.11017,85,553,0.08405,0.13629
2016,Brandenburg,No,0.86745,468,553,0.83917,0.89574
2016,Mecklenburg-Western Pomerania,Yes,0.14946,62,321,0.11039,0.18852
2016,Mecklenburg-Western Pomerania,No,0.81696,259,321,0.77459,0.85933
2016,Saxony,Yes,0.11767,113,846,0.09595,0.13940
2016,Saxony,No,0.84681,733,846,0.82253,0.87110
2016,Saxony-Anhalt,Yes,0.14952,95,509,0.11851,0.18054
2016,Saxony-Anhalt,No,0.83687,414,509,0.80474,0.86900
2016,Thuringa,Yes,0.12445,70,535,0.09645,0.15244
2016,Thuringa,No,0.86092,465,535,0.83157,0.89027
2017,Schleswig-Holstein,Yes,0.07554,89,667,0.05547,0.09561
2017,Schleswig-Holstein,No,0.92018,578,667,0.89960,0.94076
2017,Hamburg,Yes,0.07639,46,317,0.04710,0.10567
2017,Hamburg,No,0.90225,271,317,0.86950,0.93499
2017,Lower Saxony,Yes,0.06764,272,1699,0.05570,0.07959
2017,Lower Saxony,No,0.91452,1427,1699,0.90122,0.92782
2017,Bremen,No,0.79752,120,120,0.72532,0.86972
2017,North Rhine-Westphalia,Yes,0.08530,513,3491,0.07603,0.09456
2017,North Rhine-Westphalia,No,0.90084,2978,3491,0.89093,0.91076
2017,Hesse,Yes,0.08992,162,1193,0.07368,0.10616
2017,Hesse,No,0.89005,1031,1193,0.87229,0.90780
2017,"Rhineland-Palatinate, Saarland",Yes,0.06103,99,975,0.04600,0.07606
2017,"Rhineland-Palatinate, Saarland",No,0.92271,876,975,0.90594,0.93948
2017,Baden-Wuerttemberg,Yes,0.04351,180,1924,0.03440,0.05263
2017,Baden-Wuerttemberg,No,0.94065,1744,1924,0.93009,0.95121
2017,Bavaria,Yes,0.04228,191,2633,0.03460,0.04997
2017,Bavaria,No,0.93818,2442,2633,0.92898,0.94738
2017,Berlin,Yes,0.13188,119,699,0.10677,0.15698
2017,Berlin,No,0.84158,580,699,0.81449,0.86866
2017,Brandenburg,Yes,0.10318,100,681,0.08032,0.12605
2017,Brandenburg,No,0.88401,581,681,0.85994,0.90808
2017,Mecklenburg-Western Pomerania,Yes,0.13555,72,383,0.10122,0.16988
2017,Mecklenburg-Western Pomerania,No,0.85726,311,383,0.82218,0.89234
2017,Saxony,Yes,0.09248,129,1047,0.07492,0.11004
2017,Saxony,No,0.88747,918,1047,0.86832,0.90663
2017,Saxony-Anhalt,Yes,0.15364,116,607,0.12493,0.18236
2017,Saxony-Anhalt,No,0.82329,491,607,0.79292,0.85366
2017,Thuringa,Yes,0.10977,72,616,0.08507,0.13448
2017,Thuringa,No,0.87236,544,616,0.84599,0.89874
2018,Schleswig-Holstein,Yes,0.08215,130,669,0.06132,0.10297
2018,Schleswig-Holstein,No,0.89528,539,669,0.87206,0.91850
2018,Hamburg,Yes,0.05188,47,361,0.02897,0.07480
2018,Hamburg,No,0.93413,314,361,0.90851,0.95975
2018,Lower Saxony,Yes,0.07884,359,1784,0.06633,0.09135
2018,Lower Saxony,No,0.90353,1425,1784,0.88983,0.91723
2018,Bremen,No,0.87896,153,153,0.82711,0.93082
2018,North Rhine-Westphalia,Yes,0.08177,651,3738,0.07298,0.09055
2018,North Rhine-Westphalia,No,0.91104,3087,3738,0.90191,0.92017
2018,Hesse,Yes,0.10019,253,1223,0.08336,0.11703
2018,Hesse,No,0.89473,970,1223,0.87752,0.91194
2018,"Rhineland-Palatinate, Saarland",Yes,0.05032,209,1055,0.03712,0.06351
2018,"Rhineland-Palatinate, Saarland",No,0.94021,846,1055,0.92590,0.95453
2018,Baden-Wuerttemberg,Yes,0.04885,245,1868,0.03907,0.05862
2018,Baden-Wuerttemberg,No,0.93986,1623,1868,0.92907,0.95064
2018,Bavaria,Yes,0.03872,239,2621,0.03134,0.04611
2018,Bavaria,No,0.95082,2382,2621,0.94254,0.95910
2018,Berlin,Yes,0.12483,150,775,0.10154,0.14811
2018,Berlin,No,0.84907,625,775,0.82385,0.87429
2018,Brandenburg,Yes,0.09198,159,719,0.07084,0.11312
2018,Brandenburg,No,0.89674,560,719,0.87448,0.91900
2018,Mecklenburg-Western Pomerania,Yes,0.12867,84,413,0.09634,0.16101
2018,Mecklenburg-Western Pomerania,No,0.84386,329,413,0.80881,0.87891
2018,Saxony,Yes,0.07837,138,1047,0.06208,0.09466
2018,Saxony,No,0.89963,909,1047,0.88142,0.91784
2018,Saxony-Anhalt,Yes,0.15216,132,617,0.12380,0.18053
2018,Saxony-Anhalt,No,0.82592,485,617,0.79597,0.85586
2018,Thuringa,Yes,0.10599,124,640,0.08212,0.12985
2018,Thuringa,No,0.88523,516,640,0.86052,0.90995
2019,Schleswig-Holstein,Yes,0.07918,135,714,0.05936,0.09900
2019,Schleswig-Holstein,No,0.91672,579,714,0.89644,0.93700
2019,Hamburg,Yes,0.05966,47,392,0.03618,0.08313
2019,Hamburg,No,0.92220,345,392,0.89566,0.94875
2019,Lower Saxony,Yes,0.07454,314,1759,0.06227,0.08682
2019,Lower Saxony,No,0.91518,1445,1759,0.90215,0.92820
2019,Bremen,No,0.90363,148,148,0.85593,0.95134
2019,North Rhine-Westphalia,Yes,0.08116,686,3856,0.07254,0.08978
2019,North Rhine-Westphalia,No,0.91277,3170,3856,0.90386,0.92168
2019,Hesse,Yes,0.07897,232,1287,0.06423,0.09371
2019,Hesse,No,0.91623,1055,1287,0.90109,0.93137
2019,"Rhineland-Palatinate, Saarland",Yes,0.04507,166,1045,0.03248,0.05765
2019,"Rhineland-Palatinate, Saarland",No,0.94801,879,1045,0.93454,0.96148
2019,Baden-Wuerttemberg,Yes,0.04164,252,1933,0.03273,0.05055
2019,Baden-Wuerttemberg,No,0.95051,1681,1933,0.94084,0.96018
2019,Bavaria,Yes,0.03792,276,2754,0.03079,0.04506
2019,Bavaria,No,0.94649,2478,2754,0.93808,0.95490
2019,Berlin,Yes,0.12174,143,810,0.09920,0.14427
2019,Berlin,No,0.84975,667,810,0.82513,0.87437
2019,Brandenburg,Yes,0.10213,137,789,0.08099,0.12327
2019,Brandenburg,No,0.87916,652,789,0.85640,0.90191
2019,Mecklenburg-Western Pomerania,Yes,0.09842,63,428,0.07017,0.12668
2019,Mecklenburg-Western Pomerania,No,0.88278,365,428,0.85227,0.91329
2019,Saxony,Yes,0.07258,134,1091,0.05718,0.08798
2019,Saxony,No,0.89341,957,1091,0.87510,0.91173
2019,Saxony-Anhalt,Yes,0.12639,115,617,0.10015,0.15263
2019,Saxony-Anhalt,No,0.86300,502,617,0.83584,0.89015
2019,Thuringa,Yes,0.10638,102,643,0.08253,0.13023
2019,Thuringa,No,0.89236,541,643,0.86838,0.91633
2020,Schleswig-Holstein,Yes,0.07429,150,684,0.05462,0.09395
2020,Schleswig-Holstein,No,0.91533,534,684,0.89445,0.93621
2020,Hamburg,Yes,0.05755,84,434,0.03562,0.07949
2020,Hamburg,No,0.92154,350,434,0.89621,0.94687
2020,Lower Saxony,Yes,0.08153,355,1795,0.06886,0.09419
2020,Lower Saxony,No,0.89137,1440,1795,0.87697,0.90577
2020,Bremen,Yes,0.06905,46,212,0.03484,0.10327
2020,Bremen,No,0.93086,166,212,0.89663,0.96509
