year,age_gr,pgisced97,pli0083,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,46-65 y.,Upper Secondary Level,At least once per week,0.08393,145,1334,0.06904,0.09881
1990,46-65 y.,Upper Secondary Level,Seldom,0.02616,39,1334,0.01759,0.03473
1990,46-65 y.,Post-secondary Non-tertiary Level,Daily,0.65706,39,39,0.50613,0.80799
1990,46-65 y.,First Stage of Tertiary Education,Daily,0.66634,137,137,0.58709,0.74559
1990,46-65 y.,Second Stage of Tertiary Education,Daily,0.46527,175,175,0.39116,0.53938
1990,66 and older,Lower Secondary Level,Daily,0.74004,336,336,0.69307,0.78701
1990,66 and older,Upper Secondary Level,Daily,0.74341,441,441,0.70260,0.78422
1990,66 and older,First Stage of Tertiary Education,Daily,0.69955,63,63,0.58543,0.81367
1990,66 and older,Second Stage of Tertiary Education,Daily,0.65279,54,54,0.52462,0.78096
1995,17-29 y.,Pre-primary Level,Daily,0.79958,237,276,0.75227,0.84690
1995,17-29 y.,Pre-primary Level,At least once per week,0.16413,39,276,0.12035,0.20790
1995,17-29 y.,Primary Level,Daily,0.82075,64,64,0.72604,0.91547
1995,17-29 y.,Lower Secondary Level,Daily,0.82095,636,735,0.79321,0.84868
1995,17-29 y.,Lower Secondary Level,At least once per week,0.13798,99,735,0.11303,0.16293
1995,17-29 y.,Upper Secondary Level,Daily,0.79404,1294,1563,0.77398,0.81409
1995,17-29 y.,Upper Secondary Level,At least once per week,0.13924,222,1563,0.12207,0.15641
1995,17-29 y.,Upper Secondary Level,Seldom,0.02932,47,1563,0.02095,0.03768
1995,17-29 y.,Post-secondary Non-tertiary Level,Daily,0.67955,120,163,0.60769,0.75141
1995,17-29 y.,Post-secondary Non-tertiary Level,At least once per week,0.26535,43,163,0.19736,0.33334
1995,17-29 y.,First Stage of Tertiary Education,Daily,0.71938,76,76,0.61769,0.82106
1995,17-29 y.,Second Stage of Tertiary Education,Daily,0.66488,124,156,0.59057,0.73919
1995,17-29 y.,Second Stage of Tertiary Education,At least once per week,0.22783,32,156,0.16180,0.29386
1995,30-45 y.,Primary Level,Daily,0.86767,127,127,0.80851,0.92684
1995,30-45 y.,Lower Secondary Level,Daily,0.83585,394,445,0.80139,0.87030
1995,30-45 y.,Lower Secondary Level,At least once per week,0.12779,51,445,0.09674,0.15885
1995,30-45 y.,Upper Secondary Level,Daily,0.82173,1990,2334,0.80620,0.83726
1995,30-45 y.,Upper Secondary Level,At least once per week,0.11721,266,2334,0.10416,0.13026
1995,30-45 y.,Upper Secondary Level,Seldom,0.03483,78,2334,0.02739,0.04227
1995,30-45 y.,Post-secondary Non-tertiary Level,Daily,0.68246,151,195,0.61695,0.74797
1995,30-45 y.,Post-secondary Non-tertiary Level,At least once per week,0.23738,44,195,0.17750,0.29725
1995,30-45 y.,First Stage of Tertiary Education,Daily,0.75017,250,299,0.70102,0.79932
1995,30-45 y.,First Stage of Tertiary Education,At least once per week,0.14847,49,299,0.10810,0.18884
1995,30-45 y.,Second Stage of Tertiary Education,Daily,0.66793,597,816,0.63559,0.70026
1995,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.23184,178,816,0.20287,0.26081
1995,30-45 y.,Second Stage of Tertiary Education,Seldom,0.05593,41,816,0.04015,0.07170
1995,46-65 y.,Primary Level,Daily,0.89783,247,247,0.85998,0.93568
1995,46-65 y.,Lower Secondary Level,Daily,0.86795,697,750,0.84370,0.89219
1995,46-65 y.,Lower Secondary Level,At least once per week,0.07946,53,750,0.06009,0.09883
1995,46-65 y.,Upper Secondary Level,Daily,0.88451,1782,1948,0.87031,0.89871
1995,46-65 y.,Upper Secondary Level,At least once per week,0.08108,134,1948,0.06895,0.09320
1995,46-65 y.,Upper Secondary Level,Seldom,0.01686,32,1948,0.01114,0.02258
1995,46-65 y.,Post-secondary Non-tertiary Level,Daily,0.89866,56,56,0.81891,0.97842
1995,46-65 y.,First Stage of Tertiary Education,Daily,0.83357,209,209,0.78295,0.88419
1995,46-65 y.,Second Stage of Tertiary Education,Daily,0.80993,479,554,0.77723,0.84264
1995,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.13350,75,554,0.10515,0.16184
1995,66 and older,Primary Level,Daily,0.95111,34,34,0.87754,1.02469
1995,66 and older,Lower Secondary Level,Daily,0.88858,428,428,0.85873,0.91842
1995,66 and older,Upper Secondary Level,Daily,0.95277,704,704,0.93708,0.96845
1995,66 and older,First Stage of Tertiary Education,Daily,0.94050,77,77,0.88732,0.99369
1995,66 and older,Second Stage of Tertiary Education,Daily,0.93964,145,145,0.90075,0.97854
1998,17-29 y.,Pre-primary Level,Daily,0.82190,283,322,0.78004,0.86375
1998,17-29 y.,Pre-primary Level,At least once per week,0.15281,39,322,0.11345,0.19217
1998,17-29 y.,Primary Level,Daily,0.85218,50,50,0.75281,0.95156
1998,17-29 y.,Lower Secondary Level,Daily,0.86176,647,705,0.83626,0.88725
1998,17-29 y.,Lower Secondary Level,At least once per week,0.08565,58,705,0.06498,0.10633
1998,17-29 y.,Upper Secondary Level,Daily,0.79885,1156,1385,0.77774,0.81997
1998,17-29 y.,Upper Secondary Level,At least once per week,0.15144,196,1385,0.13255,0.17032
1998,17-29 y.,Upper Secondary Level,Seldom,0.02203,33,1385,0.01429,0.02976
1998,17-29 y.,Post-secondary Non-tertiary Level,Daily,0.67391,118,118,0.58896,0.75885
1998,17-29 y.,First Stage of Tertiary Education,Daily,0.70665,85,85,0.60928,0.80402
1998,17-29 y.,Second Stage of Tertiary Education,Daily,0.60035,98,143,0.51978,0.68092
1998,17-29 y.,Second Stage of Tertiary Education,At least once per week,0.33109,45,143,0.25369,0.40850
1998,30-45 y.,Primary Level,Daily,0.92323,106,106,0.87231,0.97416
1998,30-45 y.,Lower Secondary Level,Daily,0.88354,421,459,0.85416,0.91292
1998,30-45 y.,Lower Secondary Level,At least once per week,0.07671,38,459,0.05233,0.10108
1998,30-45 y.,Upper Secondary Level,Daily,0.81603,2115,2481,0.80079,0.83128
1998,30-45 y.,Upper Secondary Level,At least once per week,0.11531,276,2481,0.10274,0.12789
1998,30-45 y.,Upper Secondary Level,Seldom,0.04255,90,2481,0.03461,0.05050
1998,30-45 y.,Post-secondary Non-tertiary Level,Daily,0.72288,176,231,0.66503,0.78072
1998,30-45 y.,Post-secondary Non-tertiary Level,At least once per week,0.21656,55,231,0.16333,0.26979
1998,30-45 y.,First Stage of Tertiary Education,Daily,0.75065,278,335,0.70425,0.79705
1998,30-45 y.,First Stage of Tertiary Education,At least once per week,0.16106,57,335,0.12164,0.20048
1998,30-45 y.,Second Stage of Tertiary Education,Daily,0.66290,648,894,0.63190,0.69391
1998,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.25254,210,894,0.22405,0.28104
1998,30-45 y.,Second Stage of Tertiary Education,Seldom,0.03765,36,894,0.02517,0.05014
1998,46-65 y.,Primary Level,Daily,0.94425,212,212,0.91329,0.97520
1998,46-65 y.,Lower Secondary Level,Daily,0.90077,688,728,0.87904,0.92251
1998,46-65 y.,Lower Secondary Level,At least once per week,0.05372,40,728,0.03733,0.07011
1998,46-65 y.,Upper Secondary Level,Daily,0.88957,1976,2153,0.87633,0.90281
1998,46-65 y.,Upper Secondary Level,At least once per week,0.06789,138,2153,0.05726,0.07852
1998,46-65 y.,Upper Secondary Level,Seldom,0.02646,39,2153,0.01968,0.03324
1998,46-65 y.,Post-secondary Non-tertiary Level,Daily,0.84667,64,64,0.75770,0.93565
1998,46-65 y.,First Stage of Tertiary Education,Daily,0.84216,230,230,0.79494,0.88938
1998,46-65 y.,Second Stage of Tertiary Education,Daily,0.80285,576,666,0.77261,0.83308
1998,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.13612,90,666,0.11006,0.16218
1998,66 and older,Primary Level,Daily,0.89390,46,46,0.80392,0.98388
1998,66 and older,Lower Secondary Level,Daily,0.92282,515,515,0.89974,0.94589
1998,66 and older,Upper Secondary Level,Daily,0.94661,832,832,0.93133,0.96190
1998,66 and older,First Stage of Tertiary Education,Daily,0.92867,74,74,0.86963,0.98771
1998,66 and older,Second Stage of Tertiary Education,Daily,0.93412,172,172,0.89693,0.97130
2003,17-29 y.,Pre-primary Level,Daily,0.82415,512,591,0.79344,0.85487
2003,17-29 y.,Pre-primary Level,At least once per week,0.11948,79,591,0.09331,0.14565
2003,17-29 y.,Primary Level,Daily,0.85643,36,36,0.74026,0.97260
2003,17-29 y.,Lower Secondary Level,Daily,0.87205,702,784,0.84865,0.89544
2003,17-29 y.,Lower Secondary Level,At least once per week,0.08689,82,784,0.06716,0.10662
2003,17-29 y.,Upper Secondary Level,Daily,0.80092,1403,1731,0.78210,0.81974
2003,17-29 y.,Upper Secondary Level,At least once per week,0.14602,251,1731,0.12938,0.16266
2003,17-29 y.,Upper Secondary Level,At least once per month,0.01841,33,1731,0.01207,0.02474
2003,17-29 y.,Upper Secondary Level,Seldom,0.02360,44,1731,0.01645,0.03076
2003,17-29 y.,Post-secondary Non-tertiary Level,Daily,0.78203,210,261,0.73184,0.83221
2003,17-29 y.,Post-secondary Non-tertiary Level,At least once per week,0.16157,51,261,0.11683,0.20631
2003,17-29 y.,First Stage of Tertiary Education,Daily,0.66727,68,68,0.55445,0.78010
2003,17-29 y.,Second Stage of Tertiary Education,Daily,0.68795,149,196,0.62292,0.75298
2003,17-29 y.,Second Stage of Tertiary Education,At least once per week,0.25801,47,196,0.19660,0.31943
2003,30-45 y.,Primary Level,Daily,0.90195,70,70,0.83178,0.97212
2003,30-45 y.,Lower Secondary Level,Daily,0.92379,394,394,0.89756,0.95002
2003,30-45 y.,Upper Secondary Level,Daily,0.85699,3091,3541,0.84546,0.86852
2003,30-45 y.,Upper Secondary Level,At least once per week,0.10182,361,3541,0.09186,0.11179
2003,30-45 y.,Upper Secondary Level,At least once per month,0.01082,31,3541,0.00741,0.01423
2003,30-45 y.,Upper Secondary Level,Seldom,0.01835,58,3541,0.01393,0.02277
2003,30-45 y.,Post-secondary Non-tertiary Level,Daily,0.80086,434,518,0.76643,0.83528
2003,30-45 y.,Post-secondary Non-tertiary Level,At least once per week,0.14503,84,518,0.11468,0.17538
2003,30-45 y.,First Stage of Tertiary Education,Daily,0.80501,564,660,0.77476,0.83526
2003,30-45 y.,First Stage of Tertiary Education,At least once per week,0.12973,96,660,0.10407,0.15538
2003,30-45 y.,Second Stage of Tertiary Education,Daily,0.71431,1127,1520,0.69159,0.73703
2003,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.21718,346,1520,0.19645,0.23792
2003,30-45 y.,Second Stage of Tertiary Education,Seldom,0.03033,47,1520,0.02171,0.03896
2003,46-65 y.,Primary Level,Daily,0.88426,89,89,0.81742,0.95110
2003,46-65 y.,Lower Secondary Level,Daily,0.93434,645,645,0.91521,0.95347
2003,46-65 y.,Upper Secondary Level,Daily,0.90799,3534,3848,0.89885,0.91712
2003,46-65 y.,Upper Secondary Level,At least once per week,0.05621,222,3848,0.04894,0.06349
2003,46-65 y.,Upper Secondary Level,Seldom,0.01246,58,3848,0.00895,0.01596
2003,46-65 y.,Upper Secondary Level,Never,0.01244,34,3848,0.00893,0.01594
2003,46-65 y.,Post-secondary Non-tertiary Level,Daily,0.82581,196,196,0.77257,0.87904
2003,46-65 y.,First Stage of Tertiary Education,Daily,0.84597,552,615,0.81742,0.87453
2003,46-65 y.,First Stage of Tertiary Education,At least once per week,0.08963,63,615,0.06704,0.11223
2003,46-65 y.,Second Stage of Tertiary Education,Daily,0.80070,1622,1947,0.78295,0.81845
2003,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.13505,271,1947,0.11986,0.15023
2003,46-65 y.,Second Stage of Tertiary Education,Seldom,0.02754,54,1947,0.02027,0.03481
2003,66 and older,Primary Level,Daily,0.91987,49,49,0.84306,0.99668
2003,66 and older,Lower Secondary Level,Daily,0.94324,743,743,0.92660,0.95989
2003,66 and older,Upper Secondary Level,Daily,0.94472,1787,1865,0.93435,0.95510
2003,66 and older,Upper Secondary Level,At least once per week,0.01927,39,1865,0.01303,0.02551
2003,66 and older,Upper Secondary Level,Never,0.02416,39,1865,0.01719,0.03113
2003,66 and older,Post-secondary Non-tertiary Level,Daily,0.94338,95,95,0.89666,0.99010
2003,66 and older,First Stage of Tertiary Education,Daily,0.94643,236,236,0.91764,0.97522
2003,66 and older,Second Stage of Tertiary Education,Daily,0.93555,530,530,0.91462,0.95647
2008,17-29 y.,Pre-primary Level,Daily,0.47301,280,340,0.41986,0.52616
2008,17-29 y.,Pre-primary Level,At least once per week,0.09278,60,340,0.06189,0.12366
2008,17-29 y.,Lower Secondary Level,Daily,0.77910,442,511,0.74309,0.81510
2008,17-29 y.,Lower Secondary Level,At least once per week,0.09690,69,511,0.07122,0.12257
2008,17-29 y.,Upper Secondary Level,Daily,0.74604,1042,1387,0.72312,0.76896
2008,17-29 y.,Upper Secondary Level,At least once per week,0.19486,271,1387,0.17401,0.21572
2008,17-29 y.,Upper Secondary Level,At least once per month,0.02219,41,1387,0.01443,0.02994
2008,17-29 y.,Upper Secondary Level,Seldom,0.01463,33,1387,0.00831,0.02095
2008,17-29 y.,Post-secondary Non-tertiary Level,Daily,0.78331,167,215,0.72811,0.83851
2008,17-29 y.,Post-secondary Non-tertiary Level,At least once per week,0.17787,48,215,0.12663,0.22910
2008,17-29 y.,First Stage of Tertiary Education,Daily,0.78053,33,33,0.63712,0.92393
2008,17-29 y.,Second Stage of Tertiary Education,Daily,0.61101,146,209,0.54476,0.67727
2008,17-29 y.,Second Stage of Tertiary Education,At least once per week,0.27289,63,209,0.21235,0.33342
2008,30-45 y.,Primary Level,Daily,0.76448,43,43,0.63615,0.89281
2008,30-45 y.,Lower Secondary Level,Daily,0.88407,279,279,0.84643,0.92170
2008,30-45 y.,Upper Secondary Level,Daily,0.82517,2187,2586,0.81053,0.83981
2008,30-45 y.,Upper Secondary Level,At least once per week,0.12118,308,2586,0.10860,0.13376
2008,30-45 y.,Upper Secondary Level,At least once per month,0.01631,33,2586,0.01143,0.02119
2008,30-45 y.,Upper Secondary Level,Seldom,0.02689,58,2586,0.02065,0.03312
2008,30-45 y.,Post-secondary Non-tertiary Level,Daily,0.75149,355,450,0.71152,0.79146
2008,30-45 y.,Post-secondary Non-tertiary Level,At least once per week,0.19771,95,450,0.16087,0.23455
2008,30-45 y.,First Stage of Tertiary Education,Daily,0.78576,370,455,0.74802,0.82350
2008,30-45 y.,First Stage of Tertiary Education,At least once per week,0.17124,85,455,0.13659,0.20590
2008,30-45 y.,Second Stage of Tertiary Education,Daily,0.63297,798,1175,0.60539,0.66054
2008,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.27960,333,1175,0.25392,0.30527
2008,30-45 y.,Second Stage of Tertiary Education,Seldom,0.03189,44,1175,0.02184,0.04195
2008,46-65 y.,Primary Level,Daily,0.88563,56,56,0.80152,0.96974
2008,46-65 y.,Lower Secondary Level,Daily,0.92247,406,406,0.89643,0.94852
2008,46-65 y.,Upper Secondary Level,Daily,0.87428,3057,3459,0.86323,0.88533
2008,46-65 y.,Upper Secondary Level,At least once per week,0.07972,255,3459,0.07069,0.08874
2008,46-65 y.,Upper Secondary Level,At least once per month,0.01148,41,3459,0.00793,0.01504
2008,46-65 y.,Upper Secondary Level,Seldom,0.02092,75,3459,0.01615,0.02569
2008,46-65 y.,Upper Secondary Level,Never,0.01138,31,3459,0.00785,0.01492
2008,46-65 y.,Post-secondary Non-tertiary Level,Daily,0.81419,221,262,0.76701,0.86138
2008,46-65 y.,Post-secondary Non-tertiary Level,At least once per week,0.13064,41,262,0.08975,0.17152
2008,46-65 y.,First Stage of Tertiary Education,Daily,0.83738,484,552,0.80657,0.86819
2008,46-65 y.,First Stage of Tertiary Education,At least once per week,0.11882,68,552,0.09180,0.14583
2008,46-65 y.,Second Stage of Tertiary Education,Daily,0.76162,1420,1824,0.74206,0.78118
2008,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.15720,306,1824,0.14049,0.17391
2008,46-65 y.,Second Stage of Tertiary Education,At least once per month,0.02158,32,1824,0.01491,0.02825
2008,46-65 y.,Second Stage of Tertiary Education,Seldom,0.03736,66,1824,0.02865,0.04606
2008,66 and older,Primary Level,Daily,0.82784,37,37,0.70452,0.95116
2008,66 and older,Lower Secondary Level,Daily,0.93843,681,681,0.92036,0.95650
2008,66 and older,Upper Secondary Level,Daily,0.93306,2108,2188,0.92259,0.94354
2008,66 and older,Upper Secondary Level,At least once per week,0.02195,49,2188,0.01581,0.02809
2008,66 and older,Upper Secondary Level,Never,0.01497,31,2188,0.00988,0.02006
2008,66 and older,Post-secondary Non-tertiary Level,Daily,0.97871,103,103,0.95069,1.00672
2008,66 and older,First Stage of Tertiary Education,Daily,0.93284,297,297,0.90432,0.96135
2008,66 and older,Second Stage of Tertiary Education,Daily,0.90223,784,842,0.88215,0.92230
2008,66 and older,Second Stage of Tertiary Education,At least once per week,0.05057,58,842,0.03576,0.06538
2013,17-29 y.,Pre-primary Level,Daily,0.29729,284,406,0.25278,0.34181
2013,17-29 y.,Pre-primary Level,At least once per week,0.10432,122,406,0.07455,0.13409
2013,17-29 y.,Primary Level,Daily,0.54137,61,61,0.41529,0.66746
2013,17-29 y.,Lower Secondary Level,Daily,0.52435,535,648,0.48587,0.56283
2013,17-29 y.,Lower Secondary Level,At least once per week,0.10625,113,648,0.08251,0.13000
2013,17-29 y.,Upper Secondary Level,Daily,0.55710,976,1420,0.53125,0.58295
2013,17-29 y.,Upper Secondary Level,At least once per week,0.21417,345,1420,0.19282,0.23551
2013,17-29 y.,Upper Secondary Level,At least once per month,0.02695,53,1420,0.01853,0.03538
2013,17-29 y.,Upper Secondary Level,Seldom,0.01714,46,1420,0.01038,0.02389
2013,17-29 y.,Post-secondary Non-tertiary Level,Daily,0.55937,129,178,0.48623,0.63251
2013,17-29 y.,Post-secondary Non-tertiary Level,At least once per week,0.24493,49,178,0.18157,0.30829
2013,17-29 y.,First Stage of Tertiary Education,Daily,0.60892,33,33,0.43984,0.77800
2013,17-29 y.,Second Stage of Tertiary Education,Daily,0.52869,188,290,0.47114,0.58624
2013,17-29 y.,Second Stage of Tertiary Education,At least once per week,0.24515,102,290,0.19556,0.29475
2013,30-45 y.,Primary Level,Daily,0.43091,122,122,0.34267,0.51915
2013,30-45 y.,Lower Secondary Level,Daily,0.56148,489,555,0.52016,0.60280
2013,30-45 y.,Lower Secondary Level,At least once per week,0.06101,66,555,0.04108,0.08094
2013,30-45 y.,Upper Secondary Level,Daily,0.66096,2977,3795,0.64589,0.67602
2013,30-45 y.,Upper Secondary Level,At least once per week,0.14400,616,3795,0.13283,0.15517
2013,30-45 y.,Upper Secondary Level,At least once per month,0.02195,68,3795,0.01729,0.02662
2013,30-45 y.,Upper Secondary Level,Seldom,0.02982,134,3795,0.02441,0.03523
2013,30-45 y.,Post-secondary Non-tertiary Level,Daily,0.56496,634,820,0.53100,0.59891
2013,30-45 y.,Post-secondary Non-tertiary Level,At least once per week,0.20144,186,820,0.17397,0.22891
2013,30-45 y.,First Stage of Tertiary Education,Daily,0.71103,343,455,0.66933,0.75273
2013,30-45 y.,First Stage of Tertiary Education,At least once per week,0.18866,112,455,0.15267,0.22465
2013,30-45 y.,Second Stage of Tertiary Education,Daily,0.46902,1143,2026,0.44728,0.49075
2013,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.28959,665,2026,0.26984,0.30935
2013,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.04169,101,2026,0.03298,0.05039
2013,30-45 y.,Second Stage of Tertiary Education,Seldom,0.03113,84,2026,0.02357,0.03870
2013,30-45 y.,Second Stage of Tertiary Education,Never,0.01323,33,2026,0.00825,0.01821
2013,46-65 y.,Primary Level,Daily,0.62077,68,68,0.50459,0.73695
2013,46-65 y.,Lower Secondary Level,Daily,0.75207,511,551,0.71599,0.78816
2013,46-65 y.,Lower Secondary Level,At least once per week,0.04854,40,551,0.03058,0.06650
2013,46-65 y.,Upper Secondary Level,Daily,0.81420,3844,4598,0.80296,0.82545
2013,46-65 y.,Upper Secondary Level,At least once per week,0.08916,471,4598,0.08092,0.09740
2013,46-65 y.,Upper Secondary Level,At least once per month,0.01705,78,4598,0.01331,0.02079
2013,46-65 y.,Upper Secondary Level,Seldom,0.03721,165,4598,0.03173,0.04268
2013,46-65 y.,Upper Secondary Level,Never,0.00933,40,4598,0.00655,0.01211
2013,46-65 y.,Post-secondary Non-tertiary Level,Daily,0.67547,441,562,0.63673,0.71422
2013,46-65 y.,Post-secondary Non-tertiary Level,At least once per week,0.14840,121,562,0.11898,0.17782
2013,46-65 y.,First Stage of Tertiary Education,Daily,0.74774,593,749,0.71661,0.77886
2013,46-65 y.,First Stage of Tertiary Education,At least once per week,0.16276,125,749,0.13630,0.18921
2013,46-65 y.,First Stage of Tertiary Education,Seldom,0.03425,31,749,0.02122,0.04729
2013,46-65 y.,Second Stage of Tertiary Education,Daily,0.67907,1631,2307,0.66001,0.69812
2013,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.19300,498,2307,0.17689,0.20911
2013,46-65 y.,Second Stage of Tertiary Education,At least once per month,0.03190,78,2307,0.02473,0.03907
2013,46-65 y.,Second Stage of Tertiary Education,Seldom,0.04127,100,2307,0.03315,0.04939
2013,66 and older,Primary Level,Daily,0.77851,40,40,0.64819,0.90884
2013,66 and older,Lower Secondary Level,Daily,0.91674,674,674,0.89586,0.93761
2013,66 and older,Upper Secondary Level,Daily,0.90606,2345,2511,0.89465,0.91748
2013,66 and older,Upper Secondary Level,At least once per week,0.04159,91,2511,0.03378,0.04940
2013,66 and older,Upper Secondary Level,Seldom,0.01520,33,2511,0.01042,0.01999
2013,66 and older,Upper Secondary Level,Never,0.01913,42,2511,0.01377,0.02449
2013,66 and older,Post-secondary Non-tertiary Level,Daily,0.93415,111,111,0.88779,0.98050
2013,66 and older,First Stage of Tertiary Education,Daily,0.85812,312,312,0.81934,0.89690
2013,66 and older,Second Stage of Tertiary Education,Daily,0.85188,1000,1109,0.83096,0.87280
2013,66 and older,Second Stage of Tertiary Education,At least once per week,0.06820,76,1109,0.05336,0.08305
2013,66 and older,Second Stage of Tertiary Education,Seldom,0.02348,33,1109,0.01457,0.03240
2019,17-29 y.,Pre-primary Level,Daily,0.43511,216,300,0.37891,0.49130
2019,17-29 y.,Pre-primary Level,At least once per week,0.12796,84,300,0.09010,0.16582
2019,17-29 y.,Primary Level,Daily,0.38655,55,55,0.25666,0.51643
2019,17-29 y.,Lower Secondary Level,Daily,0.64976,501,673,0.61369,0.68583
2019,17-29 y.,Lower Secondary Level,At least once per week,0.14220,125,673,0.11579,0.16861
2019,17-29 y.,Lower Secondary Level,Seldom,0.04206,47,673,0.02688,0.05724
2019,17-29 y.,Upper Secondary Level,Daily,0.67263,1100,1539,0.64918,0.69609
2019,17-29 y.,Upper Secondary Level,At least once per week,0.23826,340,1539,0.21697,0.25955
2019,17-29 y.,Upper Secondary Level,At least once per month,0.03006,42,1539,0.02153,0.03860
2019,17-29 y.,Upper Secondary Level,Seldom,0.03490,57,1539,0.02573,0.04407
2019,17-29 y.,Post-secondary Non-tertiary Level,Daily,0.71708,203,269,0.66315,0.77101
2019,17-29 y.,Post-secondary Non-tertiary Level,At least once per week,0.24388,66,269,0.19247,0.29530
2019,17-29 y.,First Stage of Tertiary Education,Daily,0.74849,46,46,0.62172,0.87527
2019,17-29 y.,Second Stage of Tertiary Education,Daily,0.61571,272,401,0.56804,0.66338
2019,17-29 y.,Second Stage of Tertiary Education,At least once per week,0.25274,129,401,0.21015,0.29533
2019,30-45 y.,Primary Level,Daily,0.73374,124,124,0.65563,0.81185
2019,30-45 y.,Lower Secondary Level,Daily,0.76240,416,483,0.72441,0.80040
2019,30-45 y.,Lower Secondary Level,At least once per week,0.14520,67,483,0.11375,0.17665
2019,30-45 y.,Upper Secondary Level,Daily,0.72944,1771,2366,0.71154,0.74735
2019,30-45 y.,Upper Secondary Level,At least once per week,0.18588,405,2366,0.17020,0.20156
2019,30-45 y.,Upper Secondary Level,At least once per month,0.01361,34,2366,0.00894,0.01828
2019,30-45 y.,Upper Secondary Level,Seldom,0.04788,121,2366,0.03927,0.05648
2019,30-45 y.,Upper Secondary Level,Never,0.01629,35,2366,0.01119,0.02139
2019,30-45 y.,Post-secondary Non-tertiary Level,Daily,0.70621,549,760,0.67381,0.73862
2019,30-45 y.,Post-secondary Non-tertiary Level,At least once per week,0.22136,180,760,0.19183,0.25090
2019,30-45 y.,Post-secondary Non-tertiary Level,Seldom,0.02423,31,760,0.01329,0.03517
2019,30-45 y.,First Stage of Tertiary Education,Daily,0.63855,231,320,0.58583,0.69127
2019,30-45 y.,First Stage of Tertiary Education,At least once per week,0.25746,89,320,0.20948,0.30544
2019,30-45 y.,Second Stage of Tertiary Education,Daily,0.57690,1143,2029,0.55540,0.59840
2019,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.31008,649,2029,0.28995,0.33021
2019,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.03875,86,2029,0.03035,0.04715
