year,age_gr,migback,pli0083,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,30-45 y.,No migration background,At least once per month,0.01422,68,5815,0.01117,0.01726
2003,30-45 y.,No migration background,Seldom,0.02112,121,5815,0.01742,0.02481
2003,30-45 y.,No migration background,Never,0.00997,61,5815,0.00742,0.01252
2003,30-45 y.,Direct migration background,Daily,0.85611,765,858,0.83261,0.87961
2003,30-45 y.,Direct migration background,At least once per week,0.10314,93,858,0.08277,0.12350
2003,30-45 y.,Indirect migration background,Daily,0.76343,173,173,0.69992,0.82694
2003,46-65 y.,No migration background,Daily,0.88220,5726,6521,0.87438,0.89003
2003,46-65 y.,No migration background,At least once per week,0.07548,543,6521,0.06907,0.08189
2003,46-65 y.,No migration background,At least once per month,0.00767,52,6521,0.00555,0.00978
2003,46-65 y.,No migration background,Seldom,0.01631,126,6521,0.01324,0.01939
2003,46-65 y.,No migration background,Never,0.01508,74,6521,0.01212,0.01804
2003,46-65 y.,Direct migration background,Daily,0.87811,884,946,0.85725,0.89897
2003,46-65 y.,Direct migration background,At least once per week,0.06571,62,946,0.04992,0.08151
2003,46-65 y.,Indirect migration background,Daily,0.86025,37,37,0.74698,0.97351
2003,66 and older,No migration background,Daily,0.94425,3095,3235,0.93634,0.95216
2003,66 and older,No migration background,At least once per week,0.02338,83,3235,0.01817,0.02859
2003,66 and older,No migration background,Never,0.01910,57,3235,0.01438,0.02382
2003,66 and older,Direct migration background,Daily,0.92297,335,335,0.89437,0.95156
2008,17-29 y.,No migration background,Daily,0.71582,1882,2470,0.69803,0.73361
2008,17-29 y.,No migration background,At least once per week,0.16794,472,2470,0.15320,0.18269
2008,17-29 y.,No migration background,At least once per month,0.02014,63,2470,0.01460,0.02568
2008,17-29 y.,No migration background,Seldom,0.01414,53,2470,0.00949,0.01880
2008,17-29 y.,Direct migration background,Daily,0.77720,164,201,0.71953,0.83487
2008,17-29 y.,Direct migration background,At least once per week,0.14882,37,201,0.09949,0.19815
2008,17-29 y.,Indirect migration background,Daily,0.66652,338,403,0.62043,0.71260
2008,17-29 y.,Indirect migration background,At least once per week,0.16271,65,403,0.12663,0.19880
2008,30-45 y.,No migration background,Daily,0.76313,3323,4288,0.75040,0.77585
2008,30-45 y.,No migration background,At least once per week,0.17571,736,4288,0.16431,0.18710
2008,30-45 y.,No migration background,At least once per month,0.01610,64,4288,0.01233,0.01987
2008,30-45 y.,No migration background,Seldom,0.03130,126,4288,0.02608,0.03651
2008,30-45 y.,No migration background,Never,0.01131,39,4288,0.00814,0.01447
2008,30-45 y.,Direct migration background,Daily,0.81935,498,568,0.78768,0.85102
2008,30-45 y.,Direct migration background,At least once per week,0.11933,70,568,0.09265,0.14601
2008,30-45 y.,Indirect migration background,Daily,0.80412,215,253,0.75512,0.85312
2008,30-45 y.,Indirect migration background,At least once per week,0.12882,38,253,0.08746,0.17019
2008,46-65 y.,No migration background,Daily,0.84439,4981,5920,0.83516,0.85363
2008,46-65 y.,No migration background,At least once per week,0.10302,647,5920,0.09528,0.11077
2008,46-65 y.,No migration background,At least once per month,0.01310,79,5920,0.01020,0.01599
2008,46-65 y.,No migration background,Seldom,0.02475,158,5920,0.02079,0.02870
2008,46-65 y.,No migration background,Never,0.01276,55,5920,0.00990,0.01562
2008,46-65 y.,Direct migration background,Daily,0.87827,625,666,0.85342,0.90312
2008,46-65 y.,Direct migration background,At least once per week,0.05862,41,666,0.04077,0.07648
2008,46-65 y.,Indirect migration background,Daily,0.89095,45,45,0.79885,0.98305
2008,66 and older,No migration background,Daily,0.93001,3663,3883,0.92199,0.93804
2008,66 and older,No migration background,At least once per week,0.02901,127,3883,0.02373,0.03429
2008,66 and older,No migration background,Seldom,0.01450,38,3883,0.01074,0.01826
2008,66 and older,No migration background,Never,0.01584,55,3883,0.01191,0.01977
2008,66 and older,Direct migration background,Daily,0.92428,343,343,0.89624,0.95232
2013,17-29 y.,No migration background,Daily,0.62281,1953,2784,0.60480,0.64082
2013,17-29 y.,No migration background,At least once per week,0.21929,663,2784,0.20392,0.23466
2013,17-29 y.,No migration background,At least once per month,0.02263,82,2784,0.01710,0.02815
2013,17-29 y.,No migration background,Seldom,0.02040,86,2784,0.01515,0.02566
2013,17-29 y.,Direct migration background,Daily,0.22793,189,265,0.17733,0.27853
2013,17-29 y.,Direct migration background,At least once per week,0.09551,76,265,0.06005,0.13096
2013,17-29 y.,Indirect migration background,Daily,0.29151,321,428,0.24841,0.33462
2013,17-29 y.,Indirect migration background,At least once per week,0.10198,107,428,0.07328,0.13069
2013,30-45 y.,No migration background,Daily,0.68874,4499,6261,0.67727,0.70021
2013,30-45 y.,No migration background,At least once per week,0.21601,1325,6261,0.20581,0.22620
2013,30-45 y.,No migration background,At least once per month,0.03182,173,6261,0.02747,0.03617
2013,30-45 y.,No migration background,Seldom,0.02755,202,6261,0.02349,0.03160
2013,30-45 y.,No migration background,Never,0.01142,62,6261,0.00879,0.01406
2013,30-45 y.,Direct migration background,Daily,0.29926,890,1182,0.27315,0.32538
2013,30-45 y.,Direct migration background,At least once per week,0.08449,235,1182,0.06863,0.10035
2013,30-45 y.,Direct migration background,Seldom,0.02577,57,1182,0.01674,0.03481
2013,30-45 y.,Indirect migration background,Daily,0.39655,357,458,0.35170,0.44140
2013,30-45 y.,Indirect migration background,At least once per week,0.17155,101,458,0.13699,0.20612
2013,46-65 y.,No migration background,Daily,0.79803,6293,7960,0.78921,0.80685
2013,46-65 y.,No migration background,At least once per week,0.12248,1119,7960,0.11528,0.12968
2013,46-65 y.,No migration background,At least once per month,0.02228,182,7960,0.01904,0.02552
2013,46-65 y.,No migration background,Seldom,0.03566,293,7960,0.03158,0.03973
2013,46-65 y.,No migration background,Never,0.00971,73,7960,0.00756,0.01187
2013,46-65 y.,Direct migration background,Daily,0.53810,699,844,0.50445,0.57176
2013,46-65 y.,Direct migration background,At least once per week,0.07888,113,844,0.06068,0.09708
2013,46-65 y.,Direct migration background,Seldom,0.02620,32,844,0.01542,0.03699
2013,46-65 y.,Indirect migration background,Daily,0.81582,108,108,0.74237,0.88927
2013,66 and older,No migration background,Daily,0.89926,4158,4546,0.89051,0.90801
2013,66 and older,No migration background,At least once per week,0.04886,202,4546,0.04259,0.05512
2013,66 and older,No migration background,At least once per month,0.00876,40,4546,0.00605,0.01147
2013,66 and older,No migration background,Seldom,0.01581,75,4546,0.01219,0.01944
2013,66 and older,No migration background,Never,0.01962,71,4546,0.01559,0.02365
2013,66 and older,Direct migration background,Daily,0.82373,335,335,0.78287,0.86460
2019,17-29 y.,No migration background,Daily,0.64334,1905,2693,0.62525,0.66144
2019,17-29 y.,No migration background,At least once per week,0.21712,616,2693,0.20154,0.23269
2019,17-29 y.,No migration background,At least once per month,0.03123,83,2693,0.02466,0.03780
2019,17-29 y.,No migration background,Seldom,0.02155,89,2693,0.01607,0.02704
2019,17-29 y.,Direct migration background,Daily,0.56798,290,397,0.51919,0.61677
2019,17-29 y.,Direct migration background,At least once per week,0.11484,75,397,0.08344,0.14625
2019,17-29 y.,Direct migration background,Seldom,0.05288,32,397,0.03084,0.07492
2019,17-29 y.,Indirect migration background,Daily,0.58214,471,682,0.54510,0.61919
2019,17-29 y.,Indirect migration background,At least once per week,0.24959,167,682,0.21709,0.28210
2019,17-29 y.,Indirect migration background,Seldom,0.05775,44,682,0.04023,0.07527
2019,30-45 y.,No migration background,Daily,0.68892,2860,4137,0.67481,0.70303
2019,30-45 y.,No migration background,At least once per week,0.24401,967,4137,0.23092,0.25710
2019,30-45 y.,No migration background,At least once per month,0.02552,108,4137,0.02072,0.03033
2019,30-45 y.,No migration background,Seldom,0.02844,147,4137,0.02337,0.03350
2019,30-45 y.,No migration background,Never,0.01306,55,4137,0.00960,0.01652
2019,30-45 y.,Direct migration background,Daily,0.61879,1047,1597,0.59496,0.64262
2019,30-45 y.,Direct migration background,At least once per week,0.20144,333,1597,0.18176,0.22112
2019,30-45 y.,Direct migration background,At least once per month,0.02707,46,1597,0.01911,0.03503
2019,30-45 y.,Direct migration background,Seldom,0.07491,132,1597,0.06199,0.08782
2019,30-45 y.,Direct migration background,Never,0.01625,39,1597,0.01004,0.02245
2019,30-45 y.,Indirect migration background,Daily,0.68257,375,492,0.64140,0.72374
2019,30-45 y.,Indirect migration background,At least once per week,0.18392,117,492,0.14966,0.21819
2019,46-65 y.,No migration background,Daily,0.78206,6456,8618,0.77334,0.79078
2019,46-65 y.,No migration background,At least once per week,0.15194,1538,8618,0.14436,0.15951
2019,46-65 y.,No migration background,At least once per month,0.02039,178,8618,0.01741,0.02338
2019,46-65 y.,No migration background,Seldom,0.03533,349,8618,0.03143,0.03922
2019,46-65 y.,No migration background,Never,0.00923,97,8618,0.00721,0.01125
2019,46-65 y.,Direct migration background,Daily,0.76502,1155,1479,0.74340,0.78663
2019,46-65 y.,Direct migration background,At least once per week,0.13728,221,1479,0.11974,0.15483
2019,46-65 y.,Direct migration background,Seldom,0.04393,60,1479,0.03348,0.05438
2019,46-65 y.,Direct migration background,Never,0.02379,43,1479,0.01602,0.03156
2019,46-65 y.,Indirect migration background,Daily,0.78734,204,260,0.73750,0.83717
2019,46-65 y.,Indirect migration background,At least once per week,0.12229,56,260,0.08239,0.16219
2019,66 and older,No migration background,Daily,0.88806,4152,4695,0.87904,0.89708
2019,66 and older,No migration background,At least once per week,0.05594,301,4695,0.04937,0.06252
2019,66 and older,No migration background,At least once per month,0.00952,39,4695,0.00674,0.01230
2019,66 and older,No migration background,Seldom,0.02818,142,4695,0.02344,0.03291
2019,66 and older,No migration background,Never,0.01563,61,4695,0.01208,0.01918
2019,66 and older,Direct migration background,Daily,0.87084,398,398,0.83784,0.90383
2021,17-29 y.,No migration background,Daily,0.64111,1239,1769,0.61875,0.66347
2021,17-29 y.,No migration background,At least once per week,0.23589,446,1769,0.21610,0.25568
2021,17-29 y.,No migration background,At least once per month,0.02633,47,1769,0.01887,0.03379
2021,17-29 y.,No migration background,Seldom,0.01938,37,1769,0.01295,0.02580
2021,17-29 y.,Direct migration background,Daily,0.39462,313,491,0.35134,0.43790
2021,17-29 y.,Direct migration background,At least once per week,0.20498,134,491,0.16924,0.24072
2021,17-29 y.,Direct migration background,Seldom,0.07227,44,491,0.04934,0.09519
2021,17-29 y.,Indirect migration background,Daily,0.64743,255,364,0.59828,0.69658
2021,17-29 y.,Indirect migration background,At least once per week,0.22690,109,364,0.18381,0.26999
2021,30-45 y.,No migration background,Daily,0.66510,1733,2593,0.64693,0.68327
2021,30-45 y.,No migration background,At least once per week,0.26995,695,2593,0.25286,0.28704
2021,30-45 y.,No migration background,At least once per month,0.02007,69,2593,0.01467,0.02547
2021,30-45 y.,No migration background,Seldom,0.03377,96,2593,0.02682,0.04073
2021,30-45 y.,Direct migration background,Daily,0.56046,754,1203,0.53240,0.58852
2021,30-45 y.,Direct migration background,At least once per week,0.24594,331,1203,0.22159,0.27028
2021,30-45 y.,Direct migration background,At least once per month,0.03747,46,1203,0.02674,0.04821
2021,30-45 y.,Direct migration background,Seldom,0.06066,72,1203,0.04717,0.07416
2021,30-45 y.,Indirect migration background,Daily,0.63776,201,278,0.58116,0.69437
2021,30-45 y.,Indirect migration background,At least once per week,0.25117,77,278,0.20009,0.30224
2021,46-65 y.,No migration background,Daily,0.73618,3940,5589,0.72463,0.74774
2021,46-65 y.,No migration background,At least once per week,0.18009,1165,5589,0.17001,0.19016
2021,46-65 y.,No migration background,At least once per month,0.02587,164,5589,0.02171,0.03003
2021,46-65 y.,No migration background,Seldom,0.04244,232,5589,0.03716,0.04773
2021,46-65 y.,No migration background,Never,0.01292,88,5589,0.00996,0.01588
2021,46-65 y.,Direct migration background,Daily,0.70638,682,1003,0.67818,0.73458
2021,46-65 y.,Direct migration background,At least once per week,0.15881,214,1003,0.13618,0.18144
2021,46-65 y.,Direct migration background,At least once per month,0.02189,31,1003,0.01283,0.03095
2021,46-65 y.,Direct migration background,Seldom,0.04115,42,1003,0.02885,0.05345
2021,46-65 y.,Direct migration background,Never,0.04208,34,1003,0.02965,0.05452
2021,46-65 y.,Indirect migration background,Daily,0.67184,134,179,0.60286,0.74082
2021,46-65 y.,Indirect migration background,At least once per week,0.18548,45,179,0.12838,0.24258
2021,66 and older,No migration background,Daily,0.81821,2626,3225,0.80490,0.83152
2021,66 and older,No migration background,At least once per week,0.09859,337,3225,0.08830,0.10888
2021,66 and older,No migration background,At least once per month,0.01091,44,3225,0.00732,0.01449
2021,66 and older,No migration background,Seldom,0.03560,122,3225,0.02921,0.04200
2021,66 and older,No migration background,Never,0.03527,96,3225,0.02890,0.04163
2021,66 and older,Direct migration background,Daily,0.80294,245,276,0.75593,0.84996
2021,66 and older,Direct migration background,At least once per week,0.14704,31,276,0.10519,0.18890
