year,bula_h,pli0083,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,Thuringa,Daily,0.72888,583,625,0.69400,0.76376
1995,Thuringa,At least once per week,0.04950,42,625,0.03248,0.06652
1998,Schleswig-Holstein,Daily,0.60703,257,327,0.55401,0.66005
1998,Schleswig-Holstein,At least once per week,0.14612,70,327,0.10778,0.18447
1998,Hamburg,Daily,0.71091,128,128,0.63207,0.78976
1998,Lower Saxony,Daily,0.66457,987,1166,0.63746,0.69168
1998,Lower Saxony,At least once per week,0.09883,142,1166,0.08169,0.11596
1998,Lower Saxony,Seldom,0.02568,37,1166,0.01659,0.03476
1998,Bremen,Daily,0.75745,84,84,0.66524,0.84967
1998,North Rhine-Westphalia,Daily,0.70955,2467,2778,0.69266,0.72643
1998,North Rhine-Westphalia,At least once per week,0.07504,251,2778,0.06525,0.08484
1998,North Rhine-Westphalia,Seldom,0.01629,60,2778,0.01158,0.02100
1998,Hesse,Daily,0.70751,798,894,0.67767,0.73734
1998,Hesse,At least once per week,0.08048,96,894,0.06263,0.09832
1998,"Rhineland-Palatinate, Saarland",Daily,0.72564,706,773,0.69417,0.75712
1998,"Rhineland-Palatinate, Saarland",At least once per week,0.06692,67,773,0.04929,0.08455
1998,Baden-Wuerttemberg,Daily,0.65935,1523,1764,0.63722,0.68147
1998,Baden-Wuerttemberg,At least once per week,0.09615,191,1764,0.08238,0.10991
1998,Baden-Wuerttemberg,Seldom,0.02691,50,1764,0.01935,0.03446
1998,Bavaria,Daily,0.66980,1520,1809,0.64812,0.69147
1998,Bavaria,At least once per week,0.10588,247,1809,0.09170,0.12006
1998,Bavaria,Seldom,0.02077,42,1809,0.01420,0.02735
1998,Berlin,Daily,0.67295,430,491,0.63141,0.71449
1998,Berlin,At least once per week,0.09907,61,491,0.07262,0.12552
1998,Brandenburg,Daily,0.74657,545,595,0.71159,0.78155
1998,Brandenburg,At least once per week,0.06879,50,595,0.04843,0.08914
1998,Mecklenburg-Western Pomerania,Daily,0.72963,358,358,0.68355,0.77570
1998,Saxony,Daily,0.73942,1029,1145,0.71399,0.76486
1998,Saxony,At least once per week,0.07160,116,1145,0.05666,0.08654
1998,Saxony-Anhalt,Daily,0.78751,618,665,0.75640,0.81863
1998,Saxony-Anhalt,At least once per week,0.05134,47,665,0.03455,0.06813
1998,Thuringa,Daily,0.72156,645,699,0.68831,0.75481
1998,Thuringa,At least once per week,0.04987,54,699,0.03373,0.06602
2003,Schleswig-Holstein,Daily,0.70582,549,636,0.67038,0.74127
2003,Schleswig-Holstein,At least once per week,0.08287,87,636,0.06143,0.10431
2003,Hamburg,Daily,0.73218,244,279,0.68013,0.78424
2003,Hamburg,At least once per week,0.10041,35,279,0.06508,0.13574
2003,Lower Saxony,Daily,0.71030,1620,1847,0.68961,0.73099
2003,Lower Saxony,At least once per week,0.07771,191,1847,0.06550,0.08993
2003,Lower Saxony,Seldom,0.01617,36,1847,0.01042,0.02193
2003,Bremen,Daily,0.77118,153,153,0.70440,0.83796
2003,North Rhine-Westphalia,Daily,0.72881,4078,4655,0.71604,0.74159
2003,North Rhine-Westphalia,At least once per week,0.07411,446,4655,0.06659,0.08164
2003,North Rhine-Westphalia,At least once per month,0.00893,39,4655,0.00623,0.01164
2003,North Rhine-Westphalia,Seldom,0.00938,58,4655,0.00661,0.01215
2003,North Rhine-Westphalia,Never,0.00728,34,4655,0.00484,0.00972
2003,Hesse,Daily,0.69655,1273,1436,0.67276,0.72034
2003,Hesse,At least once per week,0.08379,163,1436,0.06946,0.09813
2003,"Rhineland-Palatinate, Saarland",Daily,0.73378,1199,1299,0.70973,0.75782
2003,"Rhineland-Palatinate, Saarland",At least once per week,0.05333,100,1299,0.04111,0.06555
2003,Baden-Wuerttemberg,Daily,0.69173,2279,2650,0.67415,0.70932
2003,Baden-Wuerttemberg,At least once per week,0.07750,290,2650,0.06731,0.08768
2003,Baden-Wuerttemberg,Seldom,0.01351,49,2650,0.00911,0.01790
2003,Baden-Wuerttemberg,Never,0.01249,32,2650,0.00826,0.01672
2003,Bavaria,Daily,0.69693,2569,3087,0.68072,0.71315
2003,Bavaria,At least once per week,0.08943,390,3087,0.07936,0.09950
2003,Bavaria,Seldom,0.01946,67,3087,0.01459,0.02434
2003,Bavaria,Never,0.01980,61,3087,0.01488,0.02471
2003,Berlin,Daily,0.69294,690,765,0.66024,0.72565
2003,Berlin,At least once per week,0.07266,75,765,0.05426,0.09107
2003,Brandenburg,Daily,0.77399,836,907,0.74675,0.80122
2003,Brandenburg,At least once per week,0.06248,71,907,0.04672,0.07824
2003,Mecklenburg-Western Pomerania,Daily,0.77604,459,506,0.73968,0.81240
2003,Mecklenburg-Western Pomerania,At least once per week,0.06957,47,506,0.04738,0.09176
2003,Saxony,Daily,0.74971,1393,1557,0.72819,0.77123
2003,Saxony,At least once per week,0.07982,164,1557,0.06635,0.09328
2003,Saxony-Anhalt,Daily,0.81203,853,907,0.78659,0.83747
2003,Saxony-Anhalt,At least once per week,0.03644,54,907,0.02424,0.04865
2003,Thuringa,Daily,0.78291,847,909,0.75610,0.80973
2003,Thuringa,At least once per week,0.05112,62,909,0.03680,0.06545
2008,Schleswig-Holstein,Daily,0.64788,439,524,0.60694,0.68881
2008,Schleswig-Holstein,At least once per week,0.12534,85,524,0.09696,0.15372
2008,Hamburg,Daily,0.74199,233,266,0.68931,0.79467
2008,Hamburg,At least once per week,0.11578,33,266,0.07726,0.15430
2008,Lower Saxony,Daily,0.71399,1480,1688,0.69243,0.73556
2008,Lower Saxony,At least once per week,0.07975,173,1688,0.06682,0.09268
2008,Lower Saxony,Seldom,0.01959,35,1688,0.01298,0.02621
2008,Bremen,Daily,0.75181,114,114,0.67217,0.83146
2008,North Rhine-Westphalia,Daily,0.70542,3327,3923,0.69116,0.71969
2008,North Rhine-Westphalia,At least once per week,0.08952,430,3923,0.08059,0.09846
2008,North Rhine-Westphalia,At least once per month,0.01058,51,3923,0.00738,0.01378
2008,North Rhine-Westphalia,Seldom,0.01719,75,3923,0.01312,0.02126
2008,North Rhine-Westphalia,Never,0.01065,40,3923,0.00744,0.01387
2008,Hesse,Daily,0.64685,1053,1253,0.62037,0.67332
2008,Hesse,At least once per week,0.13026,200,1253,0.11162,0.14891
2008,"Rhineland-Palatinate, Saarland",Daily,0.71566,949,1050,0.68836,0.74296
2008,"Rhineland-Palatinate, Saarland",At least once per week,0.08031,101,1050,0.06387,0.09676
2008,Baden-Wuerttemberg,Daily,0.69753,1978,2291,0.67872,0.71635
2008,Baden-Wuerttemberg,At least once per week,0.07619,258,2291,0.06533,0.08706
2008,Baden-Wuerttemberg,Seldom,0.02028,55,2291,0.01451,0.02606
2008,Bavaria,Daily,0.67997,2213,2748,0.66253,0.69742
2008,Bavaria,At least once per week,0.10572,378,2748,0.09422,0.11721
2008,Bavaria,At least once per month,0.01218,46,2748,0.00808,0.01628
2008,Bavaria,Seldom,0.02312,75,2748,0.01750,0.02874
2008,Bavaria,Never,0.01214,36,2748,0.00805,0.01624
2008,Berlin,Daily,0.65000,535,667,0.61378,0.68623
2008,Berlin,At least once per week,0.16346,132,667,0.13538,0.19155
2008,Brandenburg,Daily,0.73327,704,780,0.70221,0.76432
2008,Brandenburg,At least once per week,0.07644,76,780,0.05778,0.09510
2008,Mecklenburg-Western Pomerania,Daily,0.79131,427,468,0.75445,0.82817
2008,Mecklenburg-Western Pomerania,At least once per week,0.06173,41,468,0.03990,0.08356
2008,Saxony,Daily,0.71968,1190,1390,0.69606,0.74330
2008,Saxony,At least once per week,0.08973,163,1390,0.07470,0.10476
2008,Saxony,Seldom,0.01784,37,1390,0.01088,0.02480
2008,Saxony-Anhalt,Daily,0.78045,716,779,0.75136,0.80954
2008,Saxony-Anhalt,At least once per week,0.06224,63,779,0.04526,0.07921
2008,Thuringa,Daily,0.73269,728,824,0.70246,0.76293
2008,Thuringa,At least once per week,0.09001,96,824,0.07046,0.10957
2013,Schleswig-Holstein,Daily,0.65000,707,878,0.61843,0.68157
2013,Schleswig-Holstein,At least once per week,0.08230,136,878,0.06411,0.10049
2013,Schleswig-Holstein,Seldom,0.02320,35,878,0.01324,0.03316
2013,Hamburg,Daily,0.53203,288,372,0.48125,0.58280
2013,Hamburg,At least once per week,0.16270,84,372,0.12514,0.20026
2013,Lower Saxony,Daily,0.63149,1953,2419,0.61227,0.65072
2013,Lower Saxony,At least once per week,0.09418,343,2419,0.08254,0.10583
2013,Lower Saxony,At least once per month,0.01161,42,2419,0.00734,0.01588
2013,Lower Saxony,Seldom,0.01894,81,2419,0.01351,0.02438
2013,Bremen,Daily,0.51151,128,164,0.43477,0.58825
2013,Bremen,At least once per week,0.13221,36,164,0.08021,0.18421
2013,North Rhine-Westphalia,Daily,0.60408,4036,5099,0.59066,0.61750
2013,North Rhine-Westphalia,At least once per week,0.09583,764,5099,0.08775,0.10391
2013,North Rhine-Westphalia,At least once per month,0.01263,106,5099,0.00956,0.01570
2013,North Rhine-Westphalia,Seldom,0.01960,136,5099,0.01580,0.02341
2013,North Rhine-Westphalia,Never,0.00631,57,5099,0.00413,0.00848
2013,Hesse,Daily,0.58123,1345,1730,0.55798,0.60449
2013,Hesse,At least once per week,0.11302,297,1730,0.09810,0.12794
2013,Hesse,At least once per month,0.01253,39,1730,0.00729,0.01777
2013,Hesse,Seldom,0.02212,49,1730,0.01519,0.02905
2013,"Rhineland-Palatinate, Saarland",Daily,0.60149,1126,1397,0.57580,0.62717
2013,"Rhineland-Palatinate, Saarland",At least once per week,0.10432,193,1397,0.08829,0.12036
2013,"Rhineland-Palatinate, Saarland",At least once per month,0.01407,31,1397,0.00789,0.02024
2013,"Rhineland-Palatinate, Saarland",Seldom,0.02373,47,1397,0.01575,0.03172
2013,Baden-Wuerttemberg,Daily,0.56415,2245,3000,0.54640,0.58190
2013,Baden-Wuerttemberg,At least once per week,0.11261,560,3000,0.10130,0.12393
2013,Baden-Wuerttemberg,At least once per month,0.01843,63,3000,0.01362,0.02325
2013,Baden-Wuerttemberg,Seldom,0.01911,94,3000,0.01421,0.02401
2013,Baden-Wuerttemberg,Never,0.01174,38,3000,0.00789,0.01560
2013,Bavaria,Daily,0.58169,3043,4014,0.56643,0.59696
2013,Bavaria,At least once per week,0.12293,676,4014,0.11277,0.13309
2013,Bavaria,At least once per month,0.02119,113,4014,0.01673,0.02564
2013,Bavaria,Seldom,0.01910,135,4014,0.01487,0.02334
2013,Bavaria,Never,0.01034,47,4014,0.00721,0.01347
2013,Berlin,Daily,0.56225,718,974,0.53108,0.59342
2013,Berlin,At least once per week,0.14442,180,974,0.12234,0.16651
2013,Berlin,At least once per month,0.02567,32,974,0.01573,0.03561
2013,Berlin,Seldom,0.03251,44,974,0.02136,0.04365
2013,Brandenburg,Daily,0.66364,818,982,0.63407,0.69320
2013,Brandenburg,At least once per week,0.09182,123,982,0.07375,0.10990
2013,Brandenburg,Seldom,0.03567,41,982,0.02407,0.04728
2013,Mecklenburg-Western Pomerania,Daily,0.70377,497,557,0.66582,0.74173
2013,Mecklenburg-Western Pomerania,At least once per week,0.08733,60,557,0.06387,0.11080
2013,Saxony,Daily,0.65948,1303,1688,0.63686,0.68209
2013,Saxony,At least once per week,0.12816,286,1688,0.11221,0.14412
2013,Saxony,At least once per month,0.01649,38,1688,0.01042,0.02257
2013,Saxony,Seldom,0.02795,61,1688,0.02008,0.03581
2013,Saxony-Anhalt,Daily,0.67838,797,929,0.64832,0.70843
2013,Saxony-Anhalt,At least once per week,0.10041,100,929,0.08107,0.11974
2013,Saxony-Anhalt,Seldom,0.02623,32,929,0.01594,0.03651
2013,Thuringa,Daily,0.69210,802,948,0.66270,0.72150
2013,Thuringa,At least once per week,0.11570,146,948,0.09533,0.13607
2019,Schleswig-Holstein,Daily,0.63140,756,935,0.60046,0.66234
2019,Schleswig-Holstein,At least once per week,0.12406,147,935,0.10292,0.14520
2019,Schleswig-Holstein,Seldom,0.02993,32,935,0.01900,0.04086
2019,Hamburg,Daily,0.62529,392,496,0.58264,0.66793
2019,Hamburg,At least once per week,0.14603,104,496,0.11492,0.17714
2019,Lower Saxony,Daily,0.65047,1911,2487,0.63172,0.66921
2019,Lower Saxony,At least once per week,0.13006,394,2487,0.11684,0.14329
2019,Lower Saxony,At least once per month,0.01749,56,2487,0.01233,0.02264
2019,Lower Saxony,Seldom,0.02250,95,2487,0.01667,0.02833
2019,Lower Saxony,Never,0.00799,31,2487,0.00449,0.01149
2019,Bremen,Daily,0.62553,160,206,0.55928,0.69179
2019,Bremen,At least once per week,0.16025,46,206,0.11003,0.21047
2019,North Rhine-Westphalia,Daily,0.65835,4117,5400,0.64570,0.67100
2019,North Rhine-Westphalia,At least once per week,0.11956,874,5400,0.11091,0.12822
2019,North Rhine-Westphalia,At least once per month,0.01525,91,5400,0.01198,0.01852
2019,North Rhine-Westphalia,Seldom,0.03205,237,5400,0.02735,0.03675
2019,North Rhine-Westphalia,Never,0.01205,81,5400,0.00914,0.01496
2019,Hesse,Daily,0.64031,1251,1684,0.61738,0.66324
2019,Hesse,At least once per week,0.12694,324,1684,0.11103,0.14284
2019,Hesse,At least once per month,0.02039,46,1684,0.01364,0.02714
2019,Hesse,Seldom,0.03188,63,1684,0.02348,0.04027
2019,"Rhineland-Palatinate, Saarland",Daily,0.66829,1140,1424,0.64383,0.69276
2019,"Rhineland-Palatinate, Saarland",At least once per week,0.11091,229,1424,0.09459,0.12722
2019,"Rhineland-Palatinate, Saarland",Seldom,0.03363,55,1424,0.02426,0.04300
2019,Baden-Wuerttemberg,Daily,0.59955,1944,2797,0.58138,0.61771
2019,Baden-Wuerttemberg,At least once per week,0.15555,627,2797,0.14211,0.16898
2019,Baden-Wuerttemberg,At least once per month,0.01165,65,2797,0.00768,0.01563
2019,Baden-Wuerttemberg,Seldom,0.03126,105,2797,0.02481,0.03771
2019,Baden-Wuerttemberg,Never,0.01817,56,2797,0.01322,0.02312
2019,Bavaria,Daily,0.61935,2865,3949,0.60420,0.63449
2019,Bavaria,At least once per week,0.14026,735,3949,0.12943,0.15109
2019,Bavaria,At least once per month,0.02153,101,3949,0.01700,0.02606
2019,Bavaria,Seldom,0.03012,175,3949,0.02479,0.03545
2019,Bavaria,Never,0.01688,73,3949,0.01286,0.02090
2019,Berlin,Daily,0.58490,683,1000,0.55434,0.61545
2019,Berlin,At least once per week,0.18205,237,1000,0.15812,0.20597
2019,Berlin,At least once per month,0.03203,38,1000,0.02111,0.04295
2019,Berlin,Seldom,0.02268,42,1000,0.01345,0.03191
2019,Brandenburg,Daily,0.62918,891,1086,0.60044,0.65792
2019,Brandenburg,At least once per week,0.12281,151,1086,0.10328,0.14234
2019,Brandenburg,Seldom,0.04081,44,1086,0.02904,0.05258
2019,Mecklenburg-Western Pomerania,Daily,0.70133,522,577,0.66395,0.73871
2019,Mecklenburg-Western Pomerania,At least once per week,0.07938,55,577,0.05730,0.10145
2019,Saxony,Daily,0.65291,1246,1615,0.62968,0.67613
2019,Saxony,At least once per week,0.15288,269,1615,0.13532,0.17043
2019,Saxony,At least once per month,0.01355,33,1615,0.00791,0.01919
2019,Saxony,Seldom,0.02537,67,1615,0.01770,0.03305
2019,Saxony-Anhalt,Daily,0.70959,723,869,0.67939,0.73979
2019,Saxony-Anhalt,At least once per week,0.08273,107,869,0.06440,0.10106
2019,Saxony-Anhalt,Seldom,0.03321,39,869,0.02129,0.04513
2019,Thuringa,Daily,0.68670,734,897,0.65633,0.71707
2019,Thuringa,At least once per week,0.11736,124,897,0.09629,0.13843
2019,Thuringa,Seldom,0.02427,39,897,0.01419,0.03434
2021,Schleswig-Holstein,Daily,0.58619,536,658,0.54853,0.62386
2021,Schleswig-Holstein,At least once per week,0.10852,122,658,0.08474,0.13231
2021,Hamburg,Daily,0.65571,296,368,0.60710,0.70432
2021,Hamburg,At least once per week,0.12159,72,368,0.08815,0.15503
2021,Lower Saxony,Daily,0.59816,1227,1649,0.57448,0.62183
2021,Lower Saxony,At least once per week,0.15612,317,1649,0.13859,0.17364
2021,Lower Saxony,At least once per month,0.01264,31,1649,0.00725,0.01804
2021,Lower Saxony,Seldom,0.03357,74,1649,0.02487,0.04227
2021,Bremen,Daily,0.57514,81,81,0.46682,0.68346
2021,North Rhine-Westphalia,Daily,0.61710,2623,3586,0.60119,0.63301
2021,North Rhine-Westphalia,At least once per week,0.14928,696,3586,0.13761,0.16094
2021,North Rhine-Westphalia,At least once per month,0.02002,82,3586,0.01543,0.02460
2021,North Rhine-Westphalia,Seldom,0.02453,128,3586,0.01947,0.02959
2021,North Rhine-Westphalia,Never,0.00829,57,3586,0.00532,0.01126
2021,Hesse,Daily,0.61133,717,1079,0.58223,0.64042
2021,Hesse,At least once per week,0.14328,245,1079,0.12237,0.16420
2021,Hesse,At least once per month,0.02068,33,1079,0.01219,0.02918
2021,Hesse,Seldom,0.03151,44,1079,0.02108,0.04194
2021,Hesse,Never,0.02921,40,1079,0.01916,0.03927
2021,"Rhineland-Palatinate, Saarland",Daily,0.64065,641,831,0.60800,0.67329
2021,"Rhineland-Palatinate, Saarland",At least once per week,0.12887,150,831,0.10608,0.15167
2021,"Rhineland-Palatinate, Saarland",Seldom,0.03892,40,831,0.02577,0.05208
2021,Baden-Wuerttemberg,Daily,0.55289,1249,1958,0.53086,0.57492
2021,Baden-Wuerttemberg,At least once per week,0.19053,532,1958,0.17313,0.20793
2021,Baden-Wuerttemberg,At least once per month,0.01598,57,1958,0.01042,0.02153
2021,Baden-Wuerttemberg,Seldom,0.03218,77,1958,0.02436,0.04000
2021,Baden-Wuerttemberg,Never,0.02401,43,1958,0.01723,0.03079
2021,Bavaria,Daily,0.58653,1835,2678,0.56787,0.60518
2021,Bavaria,At least once per week,0.16888,604,2678,0.15469,0.18307
2021,Bavaria,At least once per month,0.02089,87,2678,0.01547,0.02630
2021,Bavaria,Seldom,0.03322,116,2678,0.02643,0.04000
2021,Bavaria,Never,0.00972,36,2678,0.00600,0.01343
2021,Berlin,Daily,0.54108,499,750,0.50539,0.57676
2021,Berlin,At least once per week,0.19664,207,750,0.16818,0.22510
2021,Berlin,Seldom,0.05059,44,750,0.03489,0.06628
2021,Brandenburg,Daily,0.58666,478,602,0.54729,0.62603
2021,Brandenburg,At least once per week,0.16507,124,602,0.13539,0.19475
2021,Mecklenburg-Western Pomerania,Daily,0.64741,301,361,0.59805,0.69676
2021,Mecklenburg-Western Pomerania,At least once per week,0.13256,60,361,0.09753,0.16759
2021,Saxony,Daily,0.55675,761,1093,0.52728,0.58621
2021,Saxony,At least once per week,0.19412,251,1093,0.17066,0.21757
2021,Saxony,At least once per month,0.03152,39,1093,0.02116,0.04189
2021,Saxony,Seldom,0.03319,42,1093,0.02257,0.04382
2021,Saxony-Anhalt,Daily,0.66456,445,514,0.62370,0.70541
2021,Saxony-Anhalt,At least once per week,0.11588,69,514,0.08818,0.14358
2021,Thuringa,Daily,0.63635,451,562,0.59655,0.67616
2021,Thuringa,At least once per week,0.14958,111,562,0.12007,0.17909
