"year","age_gr","bildungsniveau","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"1989","17-34","(Fach-)Abitur","6.33","6.5","500","6.14","6.52"
"1989","17-34","(noch) kein Abschluss","6.22","6.5","322","5.95","6.49"
"1989","17-34","AkademikerIn","6.95","6.5","204","6.65","7.25"
"1989","17-34","Hauptschule","6.24","6.5","1657","6.13","6.35"
"1989","17-34","Realschule","6.58","6.5","879","6.44","6.72"
"1989","35-65","(Fach-)Abitur","6.92","6.5","195","6.6","7.24"
"1989","35-65","(noch) kein Abschluss","5.75","5.5","517","5.54","5.96"
"1989","35-65","AkademikerIn","7.28","7.5","437","7.1","7.46"
"1989","35-65","Hauptschule","6.38","6.5","3066","6.3","6.46"
"1989","35-65","Realschule","7.03","6.5","596","6.88","7.18"
"1989","66 +","(Fach-)Abitur","7.65","7.5","47","6.94","8.36"
"1989","66 +","(noch) kein Abschluss","","","","",""
"1989","66 +","AkademikerIn","8.24","7.5","56","7.78","8.7"
"1989","66 +","Hauptschule","6.89","6.5","731","6.73","7.05"
"1989","66 +","Realschule","7.52","7.5","157","7.19","7.85"
"1990","17-34","(Fach-)Abitur","6.2","6.5","588","6.03","6.37"
"1990","17-34","(noch) kein Abschluss","6.5","6.5","324","6.26","6.74"
"1990","17-34","AkademikerIn","6.54","6.5","515","6.34","6.74"
"1990","17-34","Hauptschule","6.16","5.5","1767","6.05","6.27"
"1990","17-34","Realschule","6.07","5.5","1894","5.96","6.18"
"1990","35-65","(Fach-)Abitur","6.74","6.5","231","6.45","7.03"
"1990","35-65","(noch) kein Abschluss","6.12","5.5","513","5.93","6.31"
"1990","35-65","AkademikerIn","6.81","6.5","1066","6.68","6.94"
"1990","35-65","Hauptschule","6.37","6.5","4113","6.3","6.44"
"1990","35-65","Realschule","6.72","6.5","1067","6.58","6.86"
"1990","66 +","(Fach-)Abitur","7.65","7.5","46","7.1","8.2"
"1990","66 +","(noch) kein Abschluss","","","","",""
"1990","66 +","AkademikerIn","7.79","7.5","107","7.35","8.23"
"1990","66 +","Hauptschule","6.7","6.5","1079","6.55","6.85"
"1990","66 +","Realschule","7.36","7.5","190","7.02","7.7"
"1991","17-34","(Fach-)Abitur","6.3","6.5","597","6.12","6.48"
"1991","17-34","(noch) kein Abschluss","6.7","6.5","327","6.44","6.96"
"1991","17-34","AkademikerIn","6.24","6.5","472","6.02","6.46"
"1991","17-34","Hauptschule","6.48","6.5","1677","6.37","6.59"
"1991","17-34","Realschule","5.88","5.5","1815","5.76","6"
"1991","35-65","(Fach-)Abitur","7.01","7.5","237","6.72","7.3"
"1991","35-65","(noch) kein Abschluss","6.24","5.5","492","6.05","6.43"
"1991","35-65","AkademikerIn","6.49","6.5","1092","6.35","6.63"
"1991","35-65","Hauptschule","6.34","6.5","3971","6.27","6.41"
"1991","35-65","Realschule","6.58","6.5","1107","6.44","6.72"
"1991","66 +","(Fach-)Abitur","7.73","7.5","44","7.13","8.33"
"1991","66 +","(noch) kein Abschluss","","","","",""
"1991","66 +","AkademikerIn","7.31","7.5","112","6.8","7.82"
"1991","66 +","Hauptschule","6.92","6.5","1065","6.78","7.06"
"1991","66 +","Realschule","7.38","7.5","187","7.07","7.69"
"1992","17-34","(Fach-)Abitur","6.43","6.5","594","6.26","6.6"
"1992","17-34","(noch) kein Abschluss","6.63","6.5","321","6.37","6.89"
"1992","17-34","AkademikerIn","6.47","6.5","442","6.27","6.67"
"1992","17-34","Hauptschule","6.18","6.5","1613","6.07","6.29"
"1992","17-34","Realschule","5.97","5.5","1736","5.86","6.08"
"1992","35-65","(Fach-)Abitur","6.77","6.5","248","6.48","7.06"
"1992","35-65","(noch) kein Abschluss","5.85","5.5","482","5.65","6.05"
"1992","35-65","AkademikerIn","6.61","6.5","1102","6.48","6.74"
"1992","35-65","Hauptschule","6.2","6.5","3824","6.13","6.27"
"1992","35-65","Realschule","6.53","6.5","1140","6.4","6.66"
"1992","66 +","(Fach-)Abitur","7.16","6.5","46","6.66","7.66"
"1992","66 +","(noch) kein Abschluss","","","","",""
"1992","66 +","AkademikerIn","6.97","7.5","107","6.5","7.44"
"1992","66 +","Hauptschule","6.61","6.5","1060","6.48","6.74"
"1992","66 +","Realschule","6.99","6.5","193","6.66","7.32"
"1993","17-34","(Fach-)Abitur","6.28","6.5","589","6.1","6.46"
"1993","17-34","(noch) kein Abschluss","6.33","6.5","290","6.05","6.61"
"1993","17-34","AkademikerIn","6.18","6.5","403","5.97","6.39"
"1993","17-34","Hauptschule","6.02","5.5","1520","5.91","6.13"
"1993","17-34","Realschule","5.88","5.5","1663","5.77","5.99"
"1993","35-65","(Fach-)Abitur","6.75","6.5","242","6.45","7.05"
"1993","35-65","(noch) kein Abschluss","5.69","5.5","463","5.48","5.9"
"1993","35-65","AkademikerIn","6.73","6.5","1104","6.6","6.86"
"1993","35-65","Hauptschule","6.18","6.5","3638","6.11","6.25"
"1993","35-65","Realschule","6.58","6.5","1161","6.45","6.71"
"1993","66 +","(Fach-)Abitur","7.25","7.5","43","6.6","7.9"
"1993","66 +","(noch) kein Abschluss","","","","",""
"1993","66 +","AkademikerIn","6.8","6.5","111","6.33","7.27"
"1993","66 +","Hauptschule","6.75","6.5","1066","6.62","6.88"
"1993","66 +","Realschule","7.15","7.5","186","6.83","7.47"
"1994","17-34","(Fach-)Abitur","6.08","5.5","623","5.9","6.26"
"1994","17-34","(noch) kein Abschluss","6.47","6.5","314","6.22","6.72"
"1994","17-34","AkademikerIn","6.03","6.5","418","5.82","6.24"
"1994","17-34","Hauptschule","5.81","5.5","1413","5.69","5.93"
"1994","17-34","Realschule","5.7","5.5","1602","5.58","5.82"
"1994","35-65","(Fach-)Abitur","6.07","5.5","232","5.75","6.39"
"1994","35-65","(noch) kein Abschluss","5.32","4.5","422","5.1","5.54"
"1994","35-65","AkademikerIn","6.68","6.5","1102","6.56","6.8"
"1994","35-65","Hauptschule","6.02","5.5","3505","5.94","6.1"
"1994","35-65","Realschule","6.44","6.5","1187","6.31","6.57"
"1994","66 +","(Fach-)Abitur","7.37","7.5","42","6.67","8.07"
"1994","66 +","(noch) kein Abschluss","5.34","6.5","30","4.37","6.31"
"1994","66 +","AkademikerIn","7.03","7.5","129","6.59","7.47"
"1994","66 +","Hauptschule","6.87","6.5","1073","6.74","7"
"1994","66 +","Realschule","7.14","7.5","185","6.83","7.45"
"1995","17-34","(Fach-)Abitur","6.02","5.5","673","5.84","6.2"
"1995","17-34","(noch) kein Abschluss","6.26","5.5","333","6.02","6.5"
"1995","17-34","AkademikerIn","6.16","6.5","424","5.95","6.37"
"1995","17-34","Hauptschule","5.8","5.5","1457","5.68","5.92"
"1995","17-34","Realschule","5.78","5.5","1584","5.67","5.89"
"1995","35-65","(Fach-)Abitur","6.23","6.5","320","5.97","6.49"
"1995","35-65","(noch) kein Abschluss","5.45","4.5","416","5.23","5.67"
"1995","35-65","AkademikerIn","6.62","6.5","1171","6.5","6.74"
"1995","35-65","Hauptschule","6.07","5.5","3505","6","6.14"
"1995","35-65","Realschule","6.42","6.5","1266","6.29","6.55"
"1995","66 +","(Fach-)Abitur","7.64","7.5","40","6.94","8.34"
"1995","66 +","(noch) kein Abschluss","6.48","7.5","35","5.71","7.25"
"1995","66 +","AkademikerIn","6.89","6.5","150","6.52","7.26"
"1995","66 +","Hauptschule","7.08","6.5","1079","6.95","7.21"
"1995","66 +","Realschule","7.23","6.5","187","6.94","7.52"
"1996","17-34","(Fach-)Abitur","6.15","6.5","649","5.98","6.32"
"1996","17-34","(noch) kein Abschluss","6.56","6.5","338","6.32","6.8"
"1996","17-34","AkademikerIn","6.44","6.5","421","6.24","6.64"
"1996","17-34","Hauptschule","5.83","5.5","1393","5.71","5.95"
"1996","17-34","Realschule","5.9","5.5","1509","5.78","6.02"
"1996","35-65","(Fach-)Abitur","6.41","6.5","319","6.16","6.66"
"1996","35-65","(noch) kein Abschluss","5.43","4.5","379","5.2","5.66"
"1996","35-65","AkademikerIn","6.72","6.5","1180","6.6","6.84"
"1996","35-65","Hauptschule","6.14","5.5","3375","6.06","6.22"
"1996","35-65","Realschule","6.37","6.5","1357","6.25","6.49"
"1996","66 +","(Fach-)Abitur","6.79","6.5","42","6.03","7.55"
"1996","66 +","(noch) kein Abschluss","5.53","4.5","46","4.8","6.26"
"1996","66 +","AkademikerIn","7.3","7.5","156","6.96","7.64"
"1996","66 +","Hauptschule","7","6.5","1091","6.88","7.12"
"1996","66 +","Realschule","7.22","7.5","183","6.89","7.55"
"1997","17-34","(Fach-)Abitur","6.21","6.5","629","6.04","6.38"
"1997","17-34","(noch) kein Abschluss","6.27","6.5","345","6.02","6.52"
"1997","17-34","AkademikerIn","6.25","6.5","400","6.05","6.45"
"1997","17-34","Hauptschule","5.66","5.5","1311","5.54","5.78"
"1997","17-34","Realschule","5.75","5.5","1447","5.63","5.87"
"1997","35-65","(Fach-)Abitur","5.92","5.5","311","5.67","6.17"
"1997","35-65","(noch) kein Abschluss","5.26","4.5","363","5.03","5.49"
"1997","35-65","AkademikerIn","6.58","6.5","1195","6.46","6.7"
"1997","35-65","Hauptschule","5.8","5.5","3252","5.72","5.88"
"1997","35-65","Realschule","6.24","6.5","1383","6.12","6.36"
"1997","66 +","(Fach-)Abitur","6.68","6.5","43","5.98","7.38"
"1997","66 +","(noch) kein Abschluss","5.58","4.5","49","4.92","6.24"
"1997","66 +","AkademikerIn","7.34","7.5","164","7.03","7.65"
"1997","66 +","Hauptschule","6.72","6.5","1114","6.6","6.84"
"1997","66 +","Realschule","7.01","6.5","176","6.69","7.33"
"1998","17-34","(Fach-)Abitur","6.15","6.5","702","5.99","6.31"
"1998","17-34","(noch) kein Abschluss","6.33","6.5","338","6.09","6.57"
"1998","17-34","AkademikerIn","6.14","6.5","440","5.93","6.35"
"1998","17-34","Hauptschule","5.77","5.5","1280","5.64","5.9"
"1998","17-34","Realschule","5.76","5.5","1529","5.65","5.87"
"1998","35-65","(Fach-)Abitur","6.18","6.5","358","5.93","6.43"
"1998","35-65","(noch) kein Abschluss","5.46","4.5","345","5.22","5.7"
"1998","35-65","AkademikerIn","6.63","6.5","1334","6.51","6.75"
"1998","35-65","Hauptschule","5.97","5.5","3539","5.89","6.05"
"1998","35-65","Realschule","6.26","6.5","1596","6.15","6.37"
"1998","66 +","(Fach-)Abitur","7.48","7.5","48","6.82","8.14"
"1998","66 +","(noch) kein Abschluss","5.1","4.5","53","4.41","5.79"
"1998","66 +","AkademikerIn","7.47","7.5","182","7.18","7.76"
"1998","66 +","Hauptschule","6.89","6.5","1248","6.78","7"
"1998","66 +","Realschule","7.12","7.5","206","6.82","7.42"
"1999","17-34","(Fach-)Abitur","6.08","5.5","689","5.92","6.24"
"1999","17-34","(noch) kein Abschluss","6.52","5.5","322","6.28","6.76"
"1999","17-34","AkademikerIn","6.48","6.5","410","6.28","6.68"
"1999","17-34","Hauptschule","5.74","5.5","1225","5.61","5.87"
"1999","17-34","Realschule","5.94","5.5","1463","5.82","6.06"
"1999","35-65","(Fach-)Abitur","6.36","6.5","371","6.13","6.59"
"1999","35-65","(noch) kein Abschluss","5.55","4.5","319","5.31","5.79"
"1999","35-65","AkademikerIn","6.64","6.5","1340","6.53","6.75"
"1999","35-65","Hauptschule","6.05","5.5","3439","5.97","6.13"
"1999","35-65","Realschule","6.38","6.5","1662","6.27","6.49"
"1999","66 +","(Fach-)Abitur","6.96","6.5","52","6.38","7.54"
"1999","66 +","(noch) kein Abschluss","5.63","4.5","63","5.03","6.23"
"1999","66 +","AkademikerIn","7.49","7.5","194","7.2","7.78"
"1999","66 +","Hauptschule","6.88","6.5","1258","6.76","7"
"1999","66 +","Realschule","7.02","6.5","190","6.69","7.35"
"2000","17-34","(Fach-)Abitur","6.09","6.5","1251","5.96","6.22"
"2000","17-34","(noch) kein Abschluss","6.25","5.5","455","6.02","6.48"
"2000","17-34","AkademikerIn","6.84","6.5","744","6.69","6.99"
"2000","17-34","Hauptschule","5.99","5.5","1824","5.88","6.1"
"2000","17-34","Realschule","6.25","6.5","2448","6.16","6.34"
"2000","35-65","(Fach-)Abitur","6.66","6.5","880","6.51","6.81"
"2000","35-65","(noch) kein Abschluss","5.29","4.5","273","5.02","5.56"
"2000","35-65","AkademikerIn","6.87","6.5","2634","6.79","6.95"
"2000","35-65","Hauptschule","6.23","6.5","6184","6.17","6.29"
"2000","35-65","Realschule","6.43","6.5","3323","6.35","6.51"
"2000","66 +","(Fach-)Abitur","7.6","7.5","150","7.25","7.95"
"2000","66 +","(noch) kein Abschluss","5.75","5.5","77","5.17","6.33"
"2000","66 +","AkademikerIn","7.54","7.5","413","7.35","7.73"
"2000","66 +","Hauptschule","6.89","6.5","2506","6.81","6.97"
"2000","66 +","Realschule","7.2","7.5","399","7","7.4"
"2001","17-34","(Fach-)Abitur","6.28","6.5","1150","6.15","6.41"
"2001","17-34","(noch) kein Abschluss","6.46","6.5","544","6.26","6.66"
"2001","17-34","AkademikerIn","6.89","6.5","624","6.73","7.05"
"2001","17-34","Hauptschule","5.9","5.5","1518","5.78","6.02"
"2001","17-34","Realschule","6.23","6.5","2126","6.13","6.33"
"2001","35-65","(Fach-)Abitur","6.5","6.5","870","6.35","6.65"
"2001","35-65","(noch) kein Abschluss","5.83","5.5","196","5.51","6.15"
"2001","35-65","AkademikerIn","6.95","6.5","2486","6.87","7.03"
"2001","35-65","Hauptschule","6.32","6.5","5422","6.26","6.38"
"2001","35-65","Realschule","6.47","6.5","3164","6.39","6.55"
"2001","66 +","(Fach-)Abitur","7.72","7.5","151","7.4","8.04"
"2001","66 +","(noch) kein Abschluss","5.64","5.5","66","5.06","6.22"
"2001","66 +","AkademikerIn","7.71","7.5","418","7.53","7.89"
"2001","66 +","Hauptschule","6.98","6.5","2322","6.9","7.06"
"2001","66 +","Realschule","7.52","7.5","393","7.32","7.72"
"2002","17-34","(Fach-)Abitur","6.14","5.5","1218","6.01","6.27"
"2002","17-34","(noch) kein Abschluss","6.28","6.5","544","6.09","6.47"
"2002","17-34","AkademikerIn","6.7","6.5","619","6.54","6.86"
"2002","17-34","Hauptschule","5.67","5.5","1295","5.55","5.79"
"2002","17-34","Realschule","5.98","5.5","2012","5.88","6.08"
"2002","35-65","(Fach-)Abitur","6.32","6.5","1028","6.19","6.45"
"2002","35-65","(noch) kein Abschluss","5.48","4.5","173","5.14","5.82"
"2002","35-65","AkademikerIn","6.75","6.5","3380","6.68","6.82"
"2002","35-65","Hauptschule","6.02","5.5","5134","5.96","6.08"
"2002","35-65","Realschule","6.19","6.5","3473","6.12","6.26"
"2002","66 +","(Fach-)Abitur","7.38","7.5","147","7.06","7.7"
"2002","66 +","(noch) kein Abschluss","5.64","4.5","66","5.12","6.16"
"2002","66 +","AkademikerIn","7.21","7.5","537","7.04","7.38"
"2002","66 +","Hauptschule","6.7","6.5","2367","6.62","6.78"
"2002","66 +","Realschule","7.15","7.5","424","6.95","7.35"
"2003","17-34","(Fach-)Abitur","6.07","5.5","1203","5.94","6.2"
"2003","17-34","(noch) kein Abschluss","6.16","5.5","550","5.96","6.36"
"2003","17-34","AkademikerIn","6.63","6.5","560","6.45","6.81"
"2003","17-34","Hauptschule","5.55","5.5","1216","5.42","5.68"
"2003","17-34","Realschule","5.81","5.5","1838","5.7","5.92"
"2003","35-65","(Fach-)Abitur","6.07","5.5","1010","5.93","6.21"
"2003","35-65","(noch) kein Abschluss","5.05","4.5","159","4.73","5.37"
"2003","35-65","AkademikerIn","6.61","6.5","3210","6.54","6.68"
"2003","35-65","Hauptschule","5.93","5.5","4741","5.87","5.99"
"2003","35-65","Realschule","6.03","5.5","3457","5.95","6.11"
"2003","66 +","(Fach-)Abitur","7.15","7.5","149","6.8","7.5"
"2003","66 +","(noch) kein Abschluss","6.14","5.5","65","5.56","6.72"
"2003","66 +","AkademikerIn","7.23","7.5","569","7.07","7.39"
"2003","66 +","Hauptschule","6.68","6.5","2410","6.6","6.76"
"2003","66 +","Realschule","7.1","7.5","419","6.91","7.29"
"2004","17-34","(Fach-)Abitur","6.05","5.5","1179","5.92","6.18"
"2004","17-34","(noch) kein Abschluss","6.1","5.5","561","5.9","6.3"
"2004","17-34","AkademikerIn","6.57","6.5","536","6.39","6.75"
"2004","17-34","Hauptschule","5.46","4.5","1094","5.32","5.6"
"2004","17-34","Realschule","5.7","5.5","1675","5.59","5.81"
"2004","35-65","(Fach-)Abitur","6.08","5.5","1001","5.94","6.22"
"2004","35-65","(noch) kein Abschluss","5.05","4.5","150","4.68","5.42"
"2004","35-65","AkademikerIn","6.54","6.5","3112","6.46","6.62"
"2004","35-65","Hauptschule","5.73","5.5","4423","5.66","5.8"
"2004","35-65","Realschule","5.87","5.5","3410","5.79","5.95"
"2004","66 +","(Fach-)Abitur","6.96","7.5","159","6.6","7.32"
"2004","66 +","(noch) kein Abschluss","5.72","5.5","67","5.17","6.27"
"2004","66 +","AkademikerIn","6.89","6.5","615","6.73","7.05"
"2004","66 +","Hauptschule","6.33","6.5","2421","6.25","6.41"
"2004","66 +","Realschule","6.8","6.5","431","6.6","7"
"2005","17-34","(Fach-)Abitur","6.03","5.5","1111","5.9","6.16"
"2005","17-34","(noch) kein Abschluss","6.37","5.5","588","6.18","6.56"
"2005","17-34","AkademikerIn","6.59","6.5","520","6.41","6.77"
"2005","17-34","Hauptschule","5.11","4.5","997","4.95","5.27"
"2005","17-34","Realschule","5.85","5.5","1544","5.74","5.96"
"2005","35-65","(Fach-)Abitur","5.87","5.5","984","5.72","6.02"
"2005","35-65","(noch) kein Abschluss","4.65","4.5","143","4.26","5.04"
"2005","35-65","AkademikerIn","6.54","6.5","2963","6.46","6.62"
"2005","35-65","Hauptschule","5.78","5.5","4064","5.71","5.85"
"2005","35-65","Realschule","5.88","5.5","3333","5.8","5.96"
"2005","66 +","(Fach-)Abitur","6.91","7.5","161","6.55","7.27"
"2005","66 +","(noch) kein Abschluss","6.02","5.5","65","5.4","6.64"
"2005","66 +","AkademikerIn","7.06","7.5","653","6.9","7.22"
"2005","66 +","Hauptschule","6.42","6.5","2398","6.34","6.5"
"2005","66 +","Realschule","6.83","6.5","431","6.63","7.03"
"2006","17-34","(Fach-)Abitur","6.06","6.5","1149","5.93","6.19"
"2006","17-34","(noch) kein Abschluss","6.4","6.5","373","6.17","6.63"
"2006","17-34","AkademikerIn","6.71","6.5","570","6.54","6.88"
"2006","17-34","Hauptschule","5.35","4.5","971","5.2","5.5"
"2006","17-34","Realschule","5.78","5.5","1506","5.66","5.9"
"2006","35-65","(Fach-)Abitur","5.98","5.5","1073","5.84","6.12"
"2006","35-65","(noch) kein Abschluss","4.53","4.5","136","4.12","4.94"
"2006","35-65","AkademikerIn","6.53","6.5","3193","6.45","6.61"
"2006","35-65","Hauptschule","5.77","5.5","4246","5.7","5.84"
"2006","35-65","Realschule","5.81","5.5","3633","5.73","5.89"
"2006","66 +","(Fach-)Abitur","6.49","6.5","186","6.15","6.83"
"2006","66 +","(noch) kein Abschluss","5.6","5.5","82","5.06","6.14"
"2006","66 +","AkademikerIn","7.01","7.5","790","6.86","7.16"
"2006","66 +","Hauptschule","6.29","6.5","2762","6.21","6.37"
"2006","66 +","Realschule","6.64","6.5","517","6.46","6.82"
"2007","17-34","(Fach-)Abitur","6.14","5.5","1104","6.01","6.27"
"2007","17-34","(noch) kein Abschluss","6.05","5.5","338","5.78","6.32"
"2007","17-34","AkademikerIn","6.88","6.5","549","6.7","7.06"
"2007","17-34","Hauptschule","5.44","5.5","825","5.28","5.6"
"2007","17-34","Realschule","5.88","5.5","1343","5.76","6"
"2007","35-65","(Fach-)Abitur","6.02","5.5","1020","5.88","6.16"
"2007","35-65","(noch) kein Abschluss","4.58","4.5","110","4.19","4.97"
"2007","35-65","AkademikerIn","6.56","6.5","3003","6.48","6.64"
"2007","35-65","Hauptschule","5.66","5.5","3759","5.59","5.73"
"2007","35-65","Realschule","5.9","5.5","3446","5.82","5.98"
"2007","66 +","(Fach-)Abitur","6.72","6.5","194","6.39","7.05"
"2007","66 +","(noch) kein Abschluss","5.67","5.5","63","5.06","6.28"
"2007","66 +","AkademikerIn","7.11","7.5","803","6.97","7.25"
"2007","66 +","Hauptschule","6.25","6.5","2664","6.17","6.33"
"2007","66 +","Realschule","6.79","6.5","543","6.61","6.97"
"2008","17-34","(Fach-)Abitur","5.94","5.5","965","5.79","6.09"
"2008","17-34","(noch) kein Abschluss","6.3","6.5","338","6.05","6.55"
"2008","17-34","AkademikerIn","6.63","6.5","522","6.45","6.81"
"2008","17-34","Hauptschule","5.78","5.5","702","5.61","5.95"
"2008","17-34","Realschule","6.06","6.5","1237","5.93","6.19"
"2008","35-65","(Fach-)Abitur","6.16","5.5","983","6.03","6.29"
"2008","35-65","(noch) kein Abschluss","4.86","4.5","96","4.39","5.33"
"2008","35-65","AkademikerIn","6.7","6.5","2780","6.62","6.78"
"2008","35-65","Hauptschule","5.66","5.5","3428","5.58","5.74"
"2008","35-65","Realschule","5.84","5.5","3281","5.76","5.92"
"2008","66 +","(Fach-)Abitur","6.71","6.5","182","6.37","7.05"
"2008","66 +","(noch) kein Abschluss","5.37","4.5","54","4.74","6"
"2008","66 +","AkademikerIn","7.1","6.5","858","6.97","7.23"
"2008","66 +","Hauptschule","6.21","6.5","2594","6.13","6.29"
"2008","66 +","Realschule","6.83","6.5","546","6.66","7"
"2009","17-34","(Fach-)Abitur","6.13","5.5","888","5.98","6.28"
"2009","17-34","(noch) kein Abschluss","6.35","6.5","294","6.08","6.62"
"2009","17-34","AkademikerIn","6.69","6.5","534","6.5","6.88"
"2009","17-34","Hauptschule","5.55","4.5","610","5.37","5.73"
"2009","17-34","Realschule","6","5.5","1079","5.87","6.13"
"2009","35-65","(Fach-)Abitur","6.28","6.5","911","6.14","6.42"
"2009","35-65","(noch) kein Abschluss","4.73","4.5","91","4.25","5.21"
"2009","35-65","AkademikerIn","6.8","6.5","2608","6.72","6.88"
"2009","35-65","Hauptschule","5.72","5.5","3060","5.64","5.8"
"2009","35-65","Realschule","5.94","5.5","3115","5.86","6.02"
"2009","66 +","(Fach-)Abitur","6.75","6.5","166","6.41","7.09"
"2009","66 +","(noch) kein Abschluss","5.14","4.5","54","4.45","5.83"
"2009","66 +","AkademikerIn","6.88","6.5","867","6.74","7.02"
"2009","66 +","Hauptschule","6.31","6.5","2458","6.23","6.39"
"2009","66 +","Realschule","6.65","6.5","551","6.47","6.83"
"2010","17-34","(Fach-)Abitur","6.33","6.5","1316","6.21","6.45"
