"plh0111","year","age_gr","bula_h","n","percent","lower_confidence","upper_confidence"
"3 Weniger wichtig","1990","66 +","Baden-Wuerttemberg","52","0.318042880038581","0.244726060909981","0.391359699167182"
"3 Weniger wichtig","1990","66 +","Bayern","75","0.362939028029233","0.294924010782477","0.43095404527599"
"3 Weniger wichtig","1990","66 +","Berlin","","","",""
"3 Weniger wichtig","1990","66 +","Brandenburg","","","",""
"3 Weniger wichtig","1990","66 +","Mecklenburg-Vorpommern","","","",""
"3 Weniger wichtig","1990","66 +","Sachsen","","","",""
"3 Weniger wichtig","1990","66 +","Sachsen-Anhalt","","","",""
"3 Weniger wichtig","1990","66 +","Thueringen","","","",""
"4 Ganz unwichtig","1990","17-34","Schleswig-Holstein","","","",""
"4 Ganz unwichtig","1990","17-34","Hamburg","","","",""
"4 Ganz unwichtig","1990","17-34","Niedersachsen","65","0.189010306612665","0.145214824245604","0.232805788979726"
"4 Ganz unwichtig","1990","17-34","Bremen","","","",""
"4 Ganz unwichtig","1990","17-34","Nordrhein-Westfalen","157","0.197684300565115","0.168452062860846","0.226916538269383"
"4 Ganz unwichtig","1990","17-34","Hessen","36","0.161582980640646","0.114118366852747","0.209047594428544"
"4 Ganz unwichtig","1990","17-34","Rheinland-Pfalz,Saarland","52","0.238514111569839","0.181010538291967","0.296017684847712"
"4 Ganz unwichtig","1990","17-34","Baden-Wuerttemberg","95","0.202057771615237","0.164792510742209","0.239323032488266"
"4 Ganz unwichtig","1990","17-34","Bayern","122","0.248026623941998","0.209472134614819","0.286581113269177"
"4 Ganz unwichtig","1990","17-34","Berlin","","","",""
"4 Ganz unwichtig","1990","17-34","Brandenburg","","","",""
"4 Ganz unwichtig","1990","17-34","Mecklenburg-Vorpommern","","","",""
"4 Ganz unwichtig","1990","17-34","Sachsen","","","",""
"4 Ganz unwichtig","1990","17-34","Sachsen-Anhalt","","","",""
"4 Ganz unwichtig","1990","17-34","Thueringen","","","",""
"4 Ganz unwichtig","1990","35-65","Schleswig-Holstein","33","0.227196178124347","0.157786630404936","0.296605725843758"
"4 Ganz unwichtig","1990","35-65","Hamburg","","","",""
"4 Ganz unwichtig","1990","35-65","Niedersachsen","88","0.213371355085739","0.174002357044959","0.25274035312652"
"4 Ganz unwichtig","1990","35-65","Bremen","","","",""
"4 Ganz unwichtig","1990","35-65","Nordrhein-Westfalen","203","0.210453055388015","0.184787373994382","0.236118736781647"
"4 Ganz unwichtig","1990","35-65","Hessen","90","0.265832054763306","0.218167833214483","0.313496276312129"
"4 Ganz unwichtig","1990","35-65","Rheinland-Pfalz,Saarland","85","0.330356511702739","0.273185657929148","0.387527365476329"
"4 Ganz unwichtig","1990","35-65","Baden-Wuerttemberg","143","0.25641188404437","0.219919516421497","0.292904251667244"
"4 Ganz unwichtig","1990","35-65","Bayern","145","0.246047831095063","0.211469292933482","0.280626369256643"
"4 Ganz unwichtig","1990","35-65","Berlin","","","",""
"4 Ganz unwichtig","1990","35-65","Brandenburg","","","",""
"4 Ganz unwichtig","1990","35-65","Mecklenburg-Vorpommern","","","",""
"4 Ganz unwichtig","1990","35-65","Sachsen","","","",""
"4 Ganz unwichtig","1990","35-65","Sachsen-Anhalt","","","",""
"4 Ganz unwichtig","1990","35-65","Thueringen","","","",""
"4 Ganz unwichtig","1990","66 +","Schleswig-Holstein","","","",""
"4 Ganz unwichtig","1990","66 +","Hamburg","","","",""
"4 Ganz unwichtig","1990","66 +","Niedersachsen","55","0.48830531467907","0.396946522450688","0.579664106907451"
"4 Ganz unwichtig","1990","66 +","Bremen","","","",""
"4 Ganz unwichtig","1990","66 +","Nordrhein-Westfalen","87","0.376885764038524","0.314120544353249","0.4396509837238"
"4 Ganz unwichtig","1990","66 +","Hessen","55","0.530981805527397","0.435529129875266","0.626434481179527"
"4 Ganz unwichtig","1990","66 +","Rheinland-Pfalz,Saarland","45","0.537164523588762","0.432987070343896","0.641341976833629"
"4 Ganz unwichtig","1990","66 +","Baden-Wuerttemberg","84","0.540830173498311","0.462379013536972","0.61928133345965"
"4 Ganz unwichtig","1990","66 +","Bayern","86","0.479137075818876","0.408474561238117","0.549799590399636"
"4 Ganz unwichtig","1990","66 +","Berlin","","","",""
"4 Ganz unwichtig","1990","66 +","Brandenburg","","","",""
"4 Ganz unwichtig","1990","66 +","Mecklenburg-Vorpommern","","","",""
"4 Ganz unwichtig","1990","66 +","Sachsen","","","",""
"4 Ganz unwichtig","1990","66 +","Sachsen-Anhalt","","","",""
"4 Ganz unwichtig","1990","66 +","Thueringen","","","",""
"1 Sehr wichtig","1991","17-34","Schleswig-Holstein","","","",""
"1 Sehr wichtig","1991","17-34","Hamburg","","","",""
"1 Sehr wichtig","1991","17-34","Niedersachsen","","","",""
"1 Sehr wichtig","1991","17-34","Bremen","","","",""
"1 Sehr wichtig","1991","17-34","Nordrhein-Westfalen","","","",""
"1 Sehr wichtig","1991","17-34","Hessen","","","",""
"1 Sehr wichtig","1991","17-34","Rheinland-Pfalz,Saarland","","","",""
"1 Sehr wichtig","1991","17-34","Baden-Wuerttemberg","","","",""
"1 Sehr wichtig","1991","17-34","Bayern","","","",""
"1 Sehr wichtig","1991","17-34","Berlin","","","",""
"1 Sehr wichtig","1991","17-34","Brandenburg","","","",""
"1 Sehr wichtig","1991","17-34","Mecklenburg-Vorpommern","","","",""
"1 Sehr wichtig","1991","17-34","Sachsen","","","",""
"1 Sehr wichtig","1991","17-34","Sachsen-Anhalt","","","",""
"1 Sehr wichtig","1991","17-34","Thueringen","","","",""
"1 Sehr wichtig","1991","35-65","Schleswig-Holstein","","","",""
"1 Sehr wichtig","1991","35-65","Hamburg","","","",""
"1 Sehr wichtig","1991","35-65","Niedersachsen","","","",""
"1 Sehr wichtig","1991","35-65","Bremen","","","",""
"1 Sehr wichtig","1991","35-65","Nordrhein-Westfalen","","","",""
"1 Sehr wichtig","1991","35-65","Hessen","","","",""
"1 Sehr wichtig","1991","35-65","Rheinland-Pfalz,Saarland","","","",""
"1 Sehr wichtig","1991","35-65","Baden-Wuerttemberg","","","",""
"1 Sehr wichtig","1991","35-65","Bayern","","","",""
"1 Sehr wichtig","1991","35-65","Berlin","","","",""
"1 Sehr wichtig","1991","35-65","Brandenburg","","","",""
"1 Sehr wichtig","1991","35-65","Mecklenburg-Vorpommern","","","",""
"1 Sehr wichtig","1991","35-65","Sachsen","","","",""
"1 Sehr wichtig","1991","35-65","Sachsen-Anhalt","","","",""
"1 Sehr wichtig","1991","35-65","Thueringen","","","",""
"1 Sehr wichtig","1991","66 +","Schleswig-Holstein","","","",""
"1 Sehr wichtig","1991","66 +","Hamburg","","","",""
"1 Sehr wichtig","1991","66 +","Niedersachsen","","","",""
"1 Sehr wichtig","1991","66 +","Bremen","","","",""
"1 Sehr wichtig","1991","66 +","Nordrhein-Westfalen","","","",""
"1 Sehr wichtig","1991","66 +","Hessen","","","",""
"1 Sehr wichtig","1991","66 +","Rheinland-Pfalz,Saarland","","","",""
"1 Sehr wichtig","1991","66 +","Baden-Wuerttemberg","","","",""
"1 Sehr wichtig","1991","66 +","Bayern","","","",""
"1 Sehr wichtig","1991","66 +","Berlin","","","",""
"1 Sehr wichtig","1991","66 +","Brandenburg","","","",""
"1 Sehr wichtig","1991","66 +","Mecklenburg-Vorpommern","","","",""
"1 Sehr wichtig","1991","66 +","Sachsen","","","",""
"1 Sehr wichtig","1991","66 +","Sachsen-Anhalt","","","",""
"1 Sehr wichtig","1991","66 +","Thueringen","","","",""
"2 Wichtig","1991","17-34","Schleswig-Holstein","","","",""
"2 Wichtig","1991","17-34","Hamburg","","","",""
"2 Wichtig","1991","17-34","Niedersachsen","","","",""
"2 Wichtig","1991","17-34","Bremen","","","",""
"2 Wichtig","1991","17-34","Nordrhein-Westfalen","","","",""
"2 Wichtig","1991","17-34","Hessen","","","",""
"2 Wichtig","1991","17-34","Rheinland-Pfalz,Saarland","","","",""
"2 Wichtig","1991","17-34","Baden-Wuerttemberg","","","",""
"2 Wichtig","1991","17-34","Bayern","","","",""
"2 Wichtig","1991","17-34","Berlin","","","",""
"2 Wichtig","1991","17-34","Brandenburg","","","",""
"2 Wichtig","1991","17-34","Mecklenburg-Vorpommern","","","",""
"2 Wichtig","1991","17-34","Sachsen","","","",""
"2 Wichtig","1991","17-34","Sachsen-Anhalt","","","",""
"2 Wichtig","1991","17-34","Thueringen","","","",""
"2 Wichtig","1991","35-65","Schleswig-Holstein","","","",""
"2 Wichtig","1991","35-65","Hamburg","","","",""
"2 Wichtig","1991","35-65","Niedersachsen","","","",""
"2 Wichtig","1991","35-65","Bremen","","","",""
"2 Wichtig","1991","35-65","Nordrhein-Westfalen","","","",""
"2 Wichtig","1991","35-65","Hessen","","","",""
"2 Wichtig","1991","35-65","Rheinland-Pfalz,Saarland","","","",""
"2 Wichtig","1991","35-65","Baden-Wuerttemberg","","","",""
"2 Wichtig","1991","35-65","Bayern","","","",""
"2 Wichtig","1991","35-65","Berlin","","","",""
"2 Wichtig","1991","35-65","Brandenburg","","","",""
"2 Wichtig","1991","35-65","Mecklenburg-Vorpommern","","","",""
"2 Wichtig","1991","35-65","Sachsen","","","",""
"2 Wichtig","1991","35-65","Sachsen-Anhalt","","","",""
"2 Wichtig","1991","35-65","Thueringen","","","",""
"2 Wichtig","1991","66 +","Schleswig-Holstein","","","",""
"2 Wichtig","1991","66 +","Hamburg","","","",""
"2 Wichtig","1991","66 +","Niedersachsen","","","",""
"2 Wichtig","1991","66 +","Bremen","","","",""
"2 Wichtig","1991","66 +","Nordrhein-Westfalen","","","",""
"2 Wichtig","1991","66 +","Hessen","","","",""
"2 Wichtig","1991","66 +","Rheinland-Pfalz,Saarland","","","",""
"2 Wichtig","1991","66 +","Baden-Wuerttemberg","","","",""
"2 Wichtig","1991","66 +","Bayern","","","",""
"2 Wichtig","1991","66 +","Berlin","","","",""
"2 Wichtig","1991","66 +","Brandenburg","","","",""
"2 Wichtig","1991","66 +","Mecklenburg-Vorpommern","","","",""
"2 Wichtig","1991","66 +","Sachsen","","","",""
"2 Wichtig","1991","66 +","Sachsen-Anhalt","","","",""
"2 Wichtig","1991","66 +","Thueringen","","","",""
"3 Weniger wichtig","1991","17-34","Schleswig-Holstein","","","",""
"3 Weniger wichtig","1991","17-34","Hamburg","","","",""
"3 Weniger wichtig","1991","17-34","Niedersachsen","","","",""
"3 Weniger wichtig","1991","17-34","Bremen","","","",""
"3 Weniger wichtig","1991","17-34","Nordrhein-Westfalen","","","",""
"3 Weniger wichtig","1991","17-34","Hessen","","","",""
"3 Weniger wichtig","1991","17-34","Rheinland-Pfalz,Saarland","","","",""
"3 Weniger wichtig","1991","17-34","Baden-Wuerttemberg","","","",""
"3 Weniger wichtig","1991","17-34","Bayern","","","",""
"3 Weniger wichtig","1991","17-34","Berlin","","","",""
"3 Weniger wichtig","1991","17-34","Brandenburg","","","",""
"3 Weniger wichtig","1991","17-34","Mecklenburg-Vorpommern","","","",""
"3 Weniger wichtig","1991","17-34","Sachsen","","","",""
"3 Weniger wichtig","1991","17-34","Sachsen-Anhalt","","","",""
"3 Weniger wichtig","1991","17-34","Thueringen","","","",""
"3 Weniger wichtig","1991","35-65","Schleswig-Holstein","","","",""
"3 Weniger wichtig","1991","35-65","Hamburg","","","",""
"3 Weniger wichtig","1991","35-65","Niedersachsen","","","",""
"3 Weniger wichtig","1991","35-65","Bremen","","","",""
"3 Weniger wichtig","1991","35-65","Nordrhein-Westfalen","","","",""
"3 Weniger wichtig","1991","35-65","Hessen","","","",""
"3 Weniger wichtig","1991","35-65","Rheinland-Pfalz,Saarland","","","",""
"3 Weniger wichtig","1991","35-65","Baden-Wuerttemberg","","","",""
"3 Weniger wichtig","1991","35-65","Bayern","","","",""
"3 Weniger wichtig","1991","35-65","Berlin","","","",""
"3 Weniger wichtig","1991","35-65","Brandenburg","","","",""
"3 Weniger wichtig","1991","35-65","Mecklenburg-Vorpommern","","","",""
"3 Weniger wichtig","1991","35-65","Sachsen","","","",""
"3 Weniger wichtig","1991","35-65","Sachsen-Anhalt","","","",""
"3 Weniger wichtig","1991","35-65","Thueringen","","","",""
"3 Weniger wichtig","1991","66 +","Schleswig-Holstein","","","",""
"3 Weniger wichtig","1991","66 +","Hamburg","","","",""
"3 Weniger wichtig","1991","66 +","Niedersachsen","","","",""
"3 Weniger wichtig","1991","66 +","Bremen","","","",""
"3 Weniger wichtig","1991","66 +","Nordrhein-Westfalen","","","",""
"3 Weniger wichtig","1991","66 +","Hessen","","","",""
"3 Weniger wichtig","1991","66 +","Rheinland-Pfalz,Saarland","","","",""
"3 Weniger wichtig","1991","66 +","Baden-Wuerttemberg","","","",""
"3 Weniger wichtig","1991","66 +","Bayern","","","",""
"3 Weniger wichtig","1991","66 +","Berlin","","","",""
"3 Weniger wichtig","1991","66 +","Brandenburg","","","",""
"3 Weniger wichtig","1991","66 +","Mecklenburg-Vorpommern","","","",""
"3 Weniger wichtig","1991","66 +","Sachsen","","","",""
"3 Weniger wichtig","1991","66 +","Sachsen-Anhalt","","","",""
"3 Weniger wichtig","1991","66 +","Thueringen","","","",""
"4 Ganz unwichtig","1991","17-34","Schleswig-Holstein","","","",""
"4 Ganz unwichtig","1991","17-34","Hamburg","","","",""
"4 Ganz unwichtig","1991","17-34","Niedersachsen","","","",""
"4 Ganz unwichtig","1991","17-34","Bremen","","","",""
"4 Ganz unwichtig","1991","17-34","Nordrhein-Westfalen","","","",""
"4 Ganz unwichtig","1991","17-34","Hessen","","","",""
"4 Ganz unwichtig","1991","17-34","Rheinland-Pfalz,Saarland","","","",""
"4 Ganz unwichtig","1991","17-34","Baden-Wuerttemberg","","","",""
"4 Ganz unwichtig","1991","17-34","Bayern","","","",""
"4 Ganz unwichtig","1991","17-34","Berlin","","","",""
"4 Ganz unwichtig","1991","17-34","Brandenburg","","","",""
"4 Ganz unwichtig","1991","17-34","Mecklenburg-Vorpommern","","","",""
"4 Ganz unwichtig","1991","17-34","Sachsen","","","",""
"4 Ganz unwichtig","1991","17-34","Sachsen-Anhalt","","","",""
"4 Ganz unwichtig","1991","17-34","Thueringen","","","",""
"4 Ganz unwichtig","1991","35-65","Schleswig-Holstein","","","",""
"4 Ganz unwichtig","1991","35-65","Hamburg","","","",""
"4 Ganz unwichtig","1991","35-65","Niedersachsen","","","",""
"4 Ganz unwichtig","1991","35-65","Bremen","","","",""
"4 Ganz unwichtig","1991","35-65","Nordrhein-Westfalen","","","",""
"4 Ganz unwichtig","1991","35-65","Hessen","","","",""
"4 Ganz unwichtig","1991","35-65","Rheinland-Pfalz,Saarland","","","",""
"4 Ganz unwichtig","1991","35-65","Baden-Wuerttemberg","","","",""
"4 Ganz unwichtig","1991","35-65","Bayern","","","",""
"4 Ganz unwichtig","1991","35-65","Berlin","","","",""
"4 Ganz unwichtig","1991","35-65","Brandenburg","","","",""
"4 Ganz unwichtig","1991","35-65","Mecklenburg-Vorpommern","","","",""
"4 Ganz unwichtig","1991","35-65","Sachsen","","","",""
"4 Ganz unwichtig","1991","35-65","Sachsen-Anhalt","","","",""
"4 Ganz unwichtig","1991","35-65","Thueringen","","","",""
"4 Ganz unwichtig","1991","66 +","Schleswig-Holstein","","","",""
"4 Ganz unwichtig","1991","66 +","Hamburg","","","",""
"4 Ganz unwichtig","1991","66 +","Niedersachsen","","","",""
"4 Ganz unwichtig","1991","66 +","Bremen","","","",""
"4 Ganz unwichtig","1991","66 +","Nordrhein-Westfalen","","","",""
"4 Ganz unwichtig","1991","66 +","Hessen","","","",""
"4 Ganz unwichtig","1991","66 +","Rheinland-Pfalz,Saarland","","","",""
"4 Ganz unwichtig","1991","66 +","Baden-Wuerttemberg","","","",""
"4 Ganz unwichtig","1991","66 +","Bayern","","","",""
"4 Ganz unwichtig","1991","66 +","Berlin","","","",""
"4 Ganz unwichtig","1991","66 +","Brandenburg","","","",""
"4 Ganz unwichtig","1991","66 +","Mecklenburg-Vorpommern","","","",""
"4 Ganz unwichtig","1991","66 +","Sachsen","","","",""
"4 Ganz unwichtig","1991","66 +","Sachsen-Anhalt","","","",""
"4 Ganz unwichtig","1991","66 +","Thueringen","","","",""
"1 Sehr wichtig","1992","17-34","Schleswig-Holstein","","","",""
"1 Sehr wichtig","1992","17-34","Hamburg","","","",""
"1 Sehr wichtig","1992","17-34","Niedersachsen","","","",""
"1 Sehr wichtig","1992","17-34","Bremen","","","",""
"1 Sehr wichtig","1992","17-34","Nordrhein-Westfalen","","","",""
"1 Sehr wichtig","1992","17-34","Hessen","","","",""
"1 Sehr wichtig","1992","17-34","Rheinland-Pfalz,Saarland","","","",""
"1 Sehr wichtig","1992","17-34","Baden-Wuerttemberg","","","",""
"1 Sehr wichtig","1992","17-34","Bayern","","","",""
"1 Sehr wichtig","1992","17-34","Berlin","","","",""
"1 Sehr wichtig","1992","17-34","Brandenburg","","","",""
"1 Sehr wichtig","1992","17-34","Mecklenburg-Vorpommern","","","",""
"1 Sehr wichtig","1992","17-34","Sachsen","","","",""
"1 Sehr wichtig","1992","17-34","Sachsen-Anhalt","","","",""
"1 Sehr wichtig","1992","17-34","Thueringen","","","",""
"1 Sehr wichtig","1992","35-65","Schleswig-Holstein","","","",""
"1 Sehr wichtig","1992","35-65","Hamburg","","","",""
"1 Sehr wichtig","1992","35-65","Niedersachsen","","","",""
"1 Sehr wichtig","1992","35-65","Bremen","","","",""
"1 Sehr wichtig","1992","35-65","Nordrhein-Westfalen","","","",""
"1 Sehr wichtig","1992","35-65","Hessen","","","",""
"1 Sehr wichtig","1992","35-65","Rheinland-Pfalz,Saarland","","","",""
"1 Sehr wichtig","1992","35-65","Baden-Wuerttemberg","","","",""
"1 Sehr wichtig","1992","35-65","Bayern","","","",""
"1 Sehr wichtig","1992","35-65","Berlin","","","",""
"1 Sehr wichtig","1992","35-65","Brandenburg","","","",""
"1 Sehr wichtig","1992","35-65","Mecklenburg-Vorpommern","","","",""
"1 Sehr wichtig","1992","35-65","Sachsen","","","",""
"1 Sehr wichtig","1992","35-65","Sachsen-Anhalt","","","",""
"1 Sehr wichtig","1992","35-65","Thueringen","","","",""
