"hlf0071_h","year","regtyp","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Gerade richtig","1990","Ländlicher Raum","Ostdeutschland","884","0.683818579286606","0.65908785546601","0.708549303107202"
"Etwas zu groß","1990","Städtischer Raum","Westdeutschland","16","","",""
"Etwas zu groß","1990","Städtischer Raum","Ostdeutschland","39","0.058978816794532","0.0420959956396142","0.0758616379494498"
"Etwas zu groß","1990","Ländlicher Raum","Westdeutschland","7","","",""
"Etwas zu groß","1990","Ländlicher Raum","Ostdeutschland","46","0.0418001714056219","0.0311559161220286","0.0524444266892151"
"Viel zu groß","1990","Städtischer Raum","Westdeutschland","3","","",""
"Viel zu groß","1990","Städtischer Raum","Ostdeutschland","4","","",""
"Viel zu groß","1990","Ländlicher Raum","Westdeutschland","","","",""
"Viel zu groß","1990","Ländlicher Raum","Ostdeutschland","13","","",""
"Viel zu klein","1991","Städtischer Raum","Westdeutschland","144","0.0242160950751417","0.0191925910588704","0.0292395990914131"
"Viel zu klein","1991","Städtischer Raum","Ostdeutschland","32","0.0400111268050629","0.0250591155919408","0.0549631380181851"
"Viel zu klein","1991","Ländlicher Raum","Westdeutschland","23","","",""
"Viel zu klein","1991","Ländlicher Raum","Ostdeutschland","60","0.0410186706953367","0.0301107468443999","0.0519265945462735"
"Etwas zu klein","1991","Städtischer Raum","Westdeutschland","655","0.158075598156195","0.146153660743522","0.169997535568869"
"Etwas zu klein","1991","Städtischer Raum","Ostdeutschland","142","0.188981562798934","0.159113902380477","0.218849223217391"
"Etwas zu klein","1991","Ländlicher Raum","Westdeutschland","144","0.133808002001402","0.111904062586896","0.155711941415908"
"Etwas zu klein","1991","Ländlicher Raum","Ostdeutschland","259","0.177228117963319","0.156226523695175","0.198229712231462"
"Gerade richtig","1991","Städtischer Raum","Westdeutschland","2569","0.737186911338699","0.722802563546493","0.751571259130905"
"Gerade richtig","1991","Städtischer Raum","Ostdeutschland","443","0.699940388548315","0.664977249156002","0.734903527940629"
"Gerade richtig","1991","Ländlicher Raum","Westdeutschland","656","0.711657243980537","0.682512243775629","0.740802244185445"
"Gerade richtig","1991","Ländlicher Raum","Ostdeutschland","881","0.716563141293414","0.691777416333455","0.741348866253373"
"Etwas zu groß","1991","Städtischer Raum","Westdeutschland","210","0.0730086299646359","0.0645069878873754","0.0815102720418964"
"Etwas zu groß","1991","Städtischer Raum","Ostdeutschland","35","0.0582778987247014","0.0404052283008378","0.076150569148565"
"Etwas zu groß","1991","Ländlicher Raum","Westdeutschland","97","0.127222446724383","0.105783287049689","0.148661606399077"
"Etwas zu groß","1991","Ländlicher Raum","Ostdeutschland","62","0.0560484419101869","0.0433980827333633","0.0686988010870104"
"Viel zu groß","1991","Städtischer Raum","Westdeutschland","19","","",""
"Viel zu groß","1991","Städtischer Raum","Ostdeutschland","8","","",""
"Viel zu groß","1991","Ländlicher Raum","Westdeutschland","8","","",""
"Viel zu groß","1991","Ländlicher Raum","Ostdeutschland","8","","",""
"Viel zu klein","1992","Städtischer Raum","Westdeutschland","165","0.0269794894995452","0.0216853500952206","0.0322736289038697"
"Viel zu klein","1992","Städtischer Raum","Ostdeutschland","21","","",""
"Viel zu klein","1992","Ländlicher Raum","Westdeutschland","24","","",""
"Viel zu klein","1992","Ländlicher Raum","Ostdeutschland","47","0.030353612835476","0.020683159633866","0.0400240660370859"
"Etwas zu klein","1992","Städtischer Raum","Westdeutschland","674","0.161451730995388","0.149429006430813","0.173474455559964"
"Etwas zu klein","1992","Städtischer Raum","Ostdeutschland","155","0.212785292879065","0.181863977365041","0.243706608393089"
"Etwas zu klein","1992","Ländlicher Raum","Westdeutschland","145","0.125105324221843","0.104100578720574","0.146110069723113"
"Etwas zu klein","1992","Ländlicher Raum","Ostdeutschland","233","0.158757574543441","0.138157786508424","0.179357362578457"
"Gerade richtig","1992","Städtischer Raum","Westdeutschland","2537","0.730194046226586","0.715690893520299","0.744697198932873"
"Gerade richtig","1992","Städtischer Raum","Ostdeutschland","437","0.673225705983691","0.637789693448252","0.708661718519129"
"Gerade richtig","1992","Ländlicher Raum","Westdeutschland","683","0.734673450267961","0.706642413036148","0.762704487499774"
"Gerade richtig","1992","Ländlicher Raum","Ostdeutschland","846","0.734733833619881","0.709848647650008","0.759619019589754"
"Etwas zu groß","1992","Städtischer Raum","Westdeutschland","204","0.0746618959920137","0.0660733975390918","0.0832503944449356"
"Etwas zu groß","1992","Städtischer Raum","Ostdeutschland","57","0.0833311430901288","0.0624501828252408","0.104212103355017"
"Etwas zu groß","1992","Ländlicher Raum","Westdeutschland","94","0.112450096036206","0.0923925431168386","0.132507648955574"
"Etwas zu groß","1992","Ländlicher Raum","Ostdeutschland","78","0.0718848961181637","0.0573251203860234","0.086444671850304"
"Viel zu groß","1992","Städtischer Raum","Westdeutschland","18","","",""
"Viel zu groß","1992","Städtischer Raum","Ostdeutschland","3","","",""
"Viel zu groß","1992","Ländlicher Raum","Westdeutschland","7","","",""
"Viel zu groß","1992","Ländlicher Raum","Ostdeutschland","5","","",""
"Viel zu klein","1993","Städtischer Raum","Westdeutschland","168","0.0275474364030336","0.0222193790277003","0.0328754937783669"
"Viel zu klein","1993","Städtischer Raum","Ostdeutschland","20","","",""
"Viel zu klein","1993","Ländlicher Raum","Westdeutschland","24","","",""
"Viel zu klein","1993","Ländlicher Raum","Ostdeutschland","31","0.0236905375252286","0.0151249486406227","0.0322561264098344"
"Etwas zu klein","1993","Städtischer Raum","Westdeutschland","666","0.1595067196928","0.147587421079956","0.171426018305644"
"Etwas zu klein","1993","Städtischer Raum","Ostdeutschland","149","0.227409278005674","0.195210719397062","0.259607836614286"
"Etwas zu klein","1993","Ländlicher Raum","Westdeutschland","148","0.135394214661088","0.113862860416052","0.156925568906123"
"Etwas zu klein","1993","Ländlicher Raum","Ostdeutschland","236","0.160417363982054","0.139747699297994","0.181087028666114"
"Gerade richtig","1993","Städtischer Raum","Westdeutschland","2532","0.725894875633799","0.711374109589859","0.74041564167774"
"Gerade richtig","1993","Städtischer Raum","Ostdeutschland","421","0.658544805401035","0.622118332372849","0.694971278429222"
"Gerade richtig","1993","Ländlicher Raum","Westdeutschland","697","0.72643584500344","0.698382125367036","0.754489564639845"
"Gerade richtig","1993","Ländlicher Raum","Ostdeutschland","858","0.729979353899326","0.704974184903585","0.754984522895068"
"Etwas zu groß","1993","Städtischer Raum","Westdeutschland","237","0.0781855971215035","0.0694462455857492","0.0869249486572577"
"Etwas zu groß","1993","Städtischer Raum","Ostdeutschland","53","0.0742288090023096","0.0540917670957471","0.0943658509088721"
"Etwas zu groß","1993","Ländlicher Raum","Westdeutschland","97","0.118181472872273","0.09786601885357","0.138496926890976"
"Etwas zu groß","1993","Ländlicher Raum","Ostdeutschland","82","0.0819192643403982","0.0664734973650537","0.0973650313157427"
"Viel zu groß","1993","Städtischer Raum","Westdeutschland","22","","",""
"Viel zu groß","1993","Städtischer Raum","Ostdeutschland","8","","",""
"Viel zu groß","1993","Ländlicher Raum","Westdeutschland","4","","",""
"Viel zu groß","1993","Ländlicher Raum","Ostdeutschland","4","","",""
"Viel zu klein","1994","Städtischer Raum","Westdeutschland","143","0.0224544095369586","0.0175800852246888","0.0273287338492284"
"Viel zu klein","1994","Städtischer Raum","Ostdeutschland","25","","",""
"Viel zu klein","1994","Ländlicher Raum","Westdeutschland","26","","",""
"Viel zu klein","1994","Ländlicher Raum","Ostdeutschland","39","0.0284499006933461","0.018984001100329","0.0379158002863632"
"Etwas zu klein","1994","Städtischer Raum","Westdeutschland","634","0.156529336950988","0.144574932226215","0.168483741675762"
"Etwas zu klein","1994","Städtischer Raum","Ostdeutschland","140","0.210233738089139","0.178980717708976","0.241486758469301"
"Etwas zu klein","1994","Ländlicher Raum","Westdeutschland","127","0.11400594349846","0.0939847684305259","0.134027118566394"
"Etwas zu klein","1994","Ländlicher Raum","Ostdeutschland","222","0.168678898170931","0.147358088372379","0.189999707969483"
"Gerade richtig","1994","Städtischer Raum","Westdeutschland","2521","0.731283507017251","0.716699222030473","0.745867792004029"
"Gerade richtig","1994","Städtischer Raum","Ostdeutschland","428","0.666291530971943","0.630124966090179","0.702458095853706"
"Gerade richtig","1994","Ländlicher Raum","Westdeutschland","698","0.728906143731831","0.700903047331996","0.756909240131667"
"Gerade richtig","1994","Ländlicher Raum","Ostdeutschland","827","0.713401206979514","0.687656199977939","0.739146213981089"
"Etwas zu groß","1994","Städtischer Raum","Westdeutschland","230","0.0816423788026426","0.0726337470683785","0.0906510105369068"
"Etwas zu groß","1994","Städtischer Raum","Ostdeutschland","56","0.0882157888674175","0.0664632128416776","0.109968364893158"
"Etwas zu groß","1994","Ländlicher Raum","Westdeutschland","109","0.12798905488794","0.106943625238347","0.149034484537534"
"Etwas zu groß","1994","Ländlicher Raum","Ostdeutschland","83","0.0776911890831501","0.0624502060766404","0.0929321720896599"
"Viel zu groß","1994","Städtischer Raum","Westdeutschland","21","","",""
"Viel zu groß","1994","Städtischer Raum","Ostdeutschland","4","","",""
"Viel zu groß","1994","Ländlicher Raum","Westdeutschland","8","","",""
"Viel zu groß","1994","Ländlicher Raum","Ostdeutschland","14","","",""
"Viel zu klein","1995","Städtischer Raum","Westdeutschland","148","0.0255251944410916","0.0204733495459702","0.0305770393362129"
"Viel zu klein","1995","Städtischer Raum","Ostdeutschland","16","","",""
"Viel zu klein","1995","Ländlicher Raum","Westdeutschland","20","","",""
"Viel zu klein","1995","Ländlicher Raum","Ostdeutschland","40","0.0249658281712214","0.0161382743349243","0.0337933820075185"
"Etwas zu klein","1995","Städtischer Raum","Westdeutschland","682","0.154948788910601","0.143357925759924","0.166539652061279"
"Etwas zu klein","1995","Städtischer Raum","Ostdeutschland","121","0.199128744064505","0.167643853790217","0.230613634338793"
"Etwas zu klein","1995","Ländlicher Raum","Westdeutschland","148","0.126494014783676","0.106330521605255","0.146657507962097"
"Etwas zu klein","1995","Ländlicher Raum","Ostdeutschland","226","0.172549548161714","0.15117064697802","0.193928449345408"
"Gerade richtig","1995","Städtischer Raum","Westdeutschland","2642","0.723678270700114","0.709354397877727","0.738002143522501"
"Gerade richtig","1995","Städtischer Raum","Ostdeutschland","434","0.700005225107699","0.663875775998654","0.736134674216745"
"Gerade richtig","1995","Ländlicher Raum","Westdeutschland","742","0.707561518385035","0.679968627441925","0.735154409328145"
"Gerade richtig","1995","Ländlicher Raum","Ostdeutschland","823","0.700298666739876","0.674378161933711","0.726219171546041"
"Etwas zu groß","1995","Städtischer Raum","Westdeutschland","254","0.0884269035874919","0.0793326276063866","0.0975211795685972"
"Etwas zu groß","1995","Städtischer Raum","Ostdeutschland","43","0.0709315119114416","0.0506921262024636","0.0911708976204196"
"Etwas zu groß","1995","Ländlicher Raum","Westdeutschland","120","0.135463856755076","0.11470510970702","0.156222603803133"
"Etwas zu groß","1995","Ländlicher Raum","Ostdeutschland","104","0.0967385134053853","0.0800135984087269","0.113463428402044"
"Viel zu groß","1995","Städtischer Raum","Westdeutschland","18","","",""
"Viel zu groß","1995","Städtischer Raum","Ostdeutschland","4","","",""
"Viel zu groß","1995","Ländlicher Raum","Westdeutschland","14","","",""
"Viel zu groß","1995","Ländlicher Raum","Ostdeutschland","7","","",""
"Viel zu klein","1996","Städtischer Raum","Westdeutschland","126","0.0189362708271057","0.0145468376689779","0.0233257039852336"
"Viel zu klein","1996","Städtischer Raum","Ostdeutschland","17","","",""
"Viel zu klein","1996","Ländlicher Raum","Westdeutschland","16","","",""
"Viel zu klein","1996","Ländlicher Raum","Ostdeutschland","40","0.0309484189474656","0.0211131805536556","0.0407836573412755"
"Etwas zu klein","1996","Städtischer Raum","Westdeutschland","665","0.157829101524878","0.146088069863519","0.169570133186236"
"Etwas zu klein","1996","Städtischer Raum","Ostdeutschland","128","0.194570010882934","0.163803986296722","0.225336035469147"
"Etwas zu klein","1996","Ländlicher Raum","Westdeutschland","131","0.11057366602926","0.0914404009406897","0.129706931117829"
"Etwas zu klein","1996","Ländlicher Raum","Ostdeutschland","213","0.165383862033252","0.144283876191345","0.186483847875158"
"Gerade richtig","1996","Städtischer Raum","Westdeutschland","2610","0.716732214390652","0.702221471129696","0.731242957651609"
"Gerade richtig","1996","Städtischer Raum","Ostdeutschland","438","0.686837716450054","0.650793853754263","0.722881579145846"
"Gerade richtig","1996","Ländlicher Raum","Westdeutschland","746","0.706436741623209","0.678652680132685","0.734220803113734"
"Gerade richtig","1996","Ländlicher Raum","Ostdeutschland","846","0.718873231322779","0.693342134847105","0.744404327798454"
"Etwas zu groß","1996","Städtischer Raum","Westdeutschland","280","0.0983316864210652","0.0887424781842207","0.10792089465791"
"Etwas zu groß","1996","Städtischer Raum","Ostdeutschland","52","0.0892354516151538","0.0670794542507507","0.111391448979557"
"Etwas zu groß","1996","Ländlicher Raum","Westdeutschland","129","0.157444094934053","0.135222726808145","0.179665463059961"
"Etwas zu groß","1996","Ländlicher Raum","Ostdeutschland","83","0.0785358847040633","0.063257920293062","0.0938138491150646"
"Viel zu groß","1996","Städtischer Raum","Westdeutschland","23","","",""
"Viel zu groß","1996","Städtischer Raum","Ostdeutschland","1","","",""
"Viel zu groß","1996","Ländlicher Raum","Westdeutschland","10","","",""
"Viel zu groß","1996","Ländlicher Raum","Ostdeutschland","9","","",""
"Viel zu klein","1997","Städtischer Raum","Westdeutschland","99","0.0186984034144843","0.0143099543323853","0.0230868524965833"
"Viel zu klein","1997","Städtischer Raum","Ostdeutschland","13","","",""
"Viel zu klein","1997","Ländlicher Raum","Westdeutschland","13","","",""
"Viel zu klein","1997","Ländlicher Raum","Ostdeutschland","33","0.0242195137478999","0.0154703907762745","0.0329686367195253"
"Etwas zu klein","1997","Städtischer Raum","Westdeutschland","652","0.157917839369974","0.146103746554512","0.169731932185436"
"Etwas zu klein","1997","Städtischer Raum","Ostdeutschland","121","0.206428671333627","0.174798557039555","0.2380587856277"
"Etwas zu klein","1997","Ländlicher Raum","Westdeutschland","151","0.137388039476635","0.116282092439265","0.158493986514005"
"Etwas zu klein","1997","Ländlicher Raum","Ostdeutschland","194","0.153505045157869","0.132989679579042","0.174020410736695"
"Gerade richtig","1997","Städtischer Raum","Westdeutschland","2624","0.7182374626225","0.703663313797833","0.732811611447167"
"Gerade richtig","1997","Städtischer Raum","Ostdeutschland","436","0.672193541776562","0.635509372496547","0.708877711056577"
"Gerade richtig","1997","Ländlicher Raum","Westdeutschland","734","0.698766784987843","0.670638697889503","0.726894872086184"
"Gerade richtig","1997","Ländlicher Raum","Ostdeutschland","869","0.729567536537025","0.704288069754817","0.754847003319233"
"Etwas zu groß","1997","Städtischer Raum","Westdeutschland","266","0.0966888770950483","0.0871144127638016","0.106263341426295"
"Etwas zu groß","1997","Städtischer Raum","Ostdeutschland","57","0.093245765452871","0.0705219044714391","0.115969626434303"
"Etwas zu groß","1997","Ländlicher Raum","Westdeutschland","115","0.150321734676453","0.128410805901989","0.172232663450917"
"Etwas zu groß","1997","Ländlicher Raum","Ostdeutschland","82","0.084938314397013","0.0690717553853046","0.100804873408721"
"Viel zu groß","1997","Städtischer Raum","Westdeutschland","19","","",""
"Viel zu groß","1997","Städtischer Raum","Ostdeutschland","2","","",""
"Viel zu groß","1997","Ländlicher Raum","Westdeutschland","9","","",""
"Viel zu groß","1997","Ländlicher Raum","Ostdeutschland","8","","",""
"Viel zu klein","1998","Städtischer Raum","Westdeutschland","133","0.0263054091421826","0.02143385704491","0.0311769612394552"
"Viel zu klein","1998","Städtischer Raum","Ostdeutschland","17","","",""
"Viel zu klein","1998","Ländlicher Raum","Westdeutschland","18","","",""
"Viel zu klein","1998","Ländlicher Raum","Ostdeutschland","24","","",""
"Etwas zu klein","1998","Städtischer Raum","Westdeutschland","706","0.151955833650349","0.141028822999614","0.162882844301084"
"Etwas zu klein","1998","Städtischer Raum","Ostdeutschland","126","0.22114077262168","0.189186827563701","0.253094717679659"
"Etwas zu klein","1998","Ländlicher Raum","Westdeutschland","131","0.106703239472964","0.0890428318079392","0.124363647137988"
"Etwas zu klein","1998","Ländlicher Raum","Ostdeutschland","188","0.13063605880869","0.112330839130704","0.148941278486676"
"Gerade richtig","1998","Städtischer Raum","Westdeutschland","2927","0.711736330256777","0.697948752805827","0.725523907707727"
"Gerade richtig","1998","Städtischer Raum","Ostdeutschland","428","0.635032732338588","0.597965889058023","0.672099575619153"
"Gerade richtig","1998","Ländlicher Raum","Westdeutschland","875","0.727855754923284","0.702397051602864","0.753314458243703"
"Gerade richtig","1998","Ländlicher Raum","Ostdeutschland","964","0.735359379707749","0.711397511786956","0.759321247628542"
"Etwas zu groß","1998","Städtischer Raum","Westdeutschland","340","0.0986691267392587","0.0895916277754404","0.107746625703077"
"Etwas zu groß","1998","Städtischer Raum","Ostdeutschland","76","0.121714664938179","0.0965408023265314","0.146888527549826"
"Etwas zu groß","1998","Ländlicher Raum","Westdeutschland","140","0.13956942908082","0.11974653274845","0.15939232541319"
"Etwas zu groß","1998","Ländlicher Raum","Ostdeutschland","116","0.10694491151552","0.0901583484530416","0.123731474577998"
"Viel zu groß","1998","Städtischer Raum","Westdeutschland","40","0.0113333002114327","0.00811121818772995","0.0145553822351354"
"Viel zu groß","1998","Städtischer Raum","Ostdeutschland","1","","",""
"Viel zu groß","1998","Ländlicher Raum","Westdeutschland","10","","",""
"Viel zu groß","1998","Ländlicher Raum","Ostdeutschland","10","","",""
"Viel zu klein","1999","Städtischer Raum","Westdeutschland","108","0.0204765896662791","0.0161046121920224","0.0248485671405358"
"Viel zu klein","1999","Städtischer Raum","Ostdeutschland","13","","",""
"Viel zu klein","1999","Ländlicher Raum","Westdeutschland","9","","",""
"Viel zu klein","1999","Ländlicher Raum","Ostdeutschland","17","","",""
"Etwas zu klein","1999","Städtischer Raum","Westdeutschland","670","0.152960672272367","0.141848899002624","0.16407244554211"
"Etwas zu klein","1999","Städtischer Raum","Ostdeutschland","116","0.191733151155381","0.161305488490276","0.222160813820486"
"Etwas zu klein","1999","Ländlicher Raum","Westdeutschland","153","0.122677731971967","0.103724954012066","0.141630509931868"
"Etwas zu klein","1999","Ländlicher Raum","Ostdeutschland","178","0.126581202093006","0.108387099553443","0.14477530463257"
"Gerade richtig","1999","Städtischer Raum","Westdeutschland","2908","0.723902100907909","0.710101018107663","0.737703183708154"
"Gerade richtig","1999","Städtischer Raum","Ostdeutschland","457","0.702435174081591","0.667097616711845","0.737772731451336"
"Gerade richtig","1999","Ländlicher Raum","Westdeutschland","850","0.733732175042396","0.70819701662753","0.759267333457261"
