year,regtyp,hlf0071_h,proportion,n,lower_confidence,upper_confidence
2017,Urban regions,1.0,0.030688294607628234,18279,0.02818796098521663,0.03318862823003984
2017,Rural regions,1.0,0.011672512056115738,18279,0.010115426565946257,0.01322959754628522
2017,Urban regions,5.0,0.008877685225778167,18279,0.007517827875060607,0.010237542576495727
2017,Rural regions,5.0,0.006356861025865849,18279,0.005204691372029806,0.007509030679701891
2018,Urban regions,3.0,0.452787895769123,17878,0.44549127362641483,0.46008451791183114
2018,Rural regions,3.0,0.2350238161950126,17878,0.22880831006678023,0.241239322323245
2018,Urban regions,2.0,0.10977864948164752,17878,0.1051961275758086,0.11436117138748644
2018,Urban regions,4.0,0.06562062202297562,17878,0.061990857941772816,0.06925038610417843
2018,Rural regions,4.0,0.04202857943401513,17878,0.03908723938121227,0.04496991948681799
2018,Rural regions,2.0,0.041244045951246845,17878,0.03832909485593529,0.0441589970465584
2018,Urban regions,1.0,0.030540767722050995,17878,0.028018440916491017,0.03306309452761097
2018,Rural regions,1.0,0.009414401793219389,17878,0.007998806941808375,0.010829996644630403
2018,Urban regions,5.0,0.008349677780891006,17878,0.007015816268092369,0.009683539293689643
2018,Rural regions,5.0,0.0052115438498178766,17878,0.004156075605057231,0.006267012094578522
2019,Urban regions,3.0,0.45420612813370476,18428,0.44701730511548793,0.4613949511519216
2019,Rural regions,3.0,0.23754874651810584,18428,0.2314040649379714,0.2436934280982403
2019,Urban regions,2.0,0.096991643454039,18428,0.09271867178496689,0.10126461512311112
2019,Urban regions,4.0,0.07487465181058496,18428,0.07107464243787177,0.07867466118329815
2019,Rural regions,4.0,0.044623955431754875,18428,0.0416427755973669,0.04760513526614285
2019,Rural regions,2.0,0.038440111420612814,18428,0.035664252066559675,0.041215970774665954
2019,Urban regions,1.0,0.028022284122562673,18428,0.02563943310603584,0.030405135139089507
2019,Urban regions,5.0,0.01181058495821727,18428,0.010250771107646231,0.01337039880878831
2019,Rural regions,1.0,0.006852367688022284,18428,0.005661278713343555,0.008043456662701013
2019,Rural regions,5.0,0.006629526462395543,18428,0.0054578334299931,0.007801219494797986
2020,Urban regions,3.0,0.46796469366562826,19329,0.4609302760263946,0.47499911130486194
2020,Rural regions,3.0,0.21588785046728973,19329,0.21008749551494615,0.2216882054196333
2020,Urban regions,2.0,0.11391484942886812,19329,0.10943586783434128,0.11839383102339496
2020,Urban regions,4.0,0.06728971962616823,19329,0.0637578950887891,0.07082154416354736
2020,Rural regions,4.0,0.04086188992731049,19329,0.03807094557817115,0.04365283427644983
2020,Rural regions,2.0,0.03587746625129803,19329,0.03325549227239064,0.03849944023020541
2020,Urban regions,1.0,0.032242990654205606,19329,0.02975268760818147,0.03473329370022974
2020,Urban regions,5.0,0.01059190031152648,19329,0.009148701869658483,0.012035098753394476
2020,Rural regions,1.0,0.008826583592938734,19329,0.007507954903639369,0.010145212282238098
2020,Rural regions,5.0,0.0065420560747663555,19329,0.005405519927521028,0.007678592222011683
2021,Urban regions,3.0,0.45997610513739545,12568,0.4512625153729934,0.4686896949017975
2021,Rural regions,3.0,0.2172043010752688,12568,0.2099951950770587,0.22441340707347893
2021,Urban regions,2.0,0.10497809637594584,12568,0.09961902965792256,0.11033716309396911
2021,Urban regions,4.0,0.07988849064117881,12568,0.07514841442371029,0.08462856685864734
2021,Rural regions,4.0,0.04898446833930705,12568,0.04521095413092483,0.05275798254768927
2021,Rural regions,2.0,0.03353245718837117,12568,0.03038507624087016,0.036679838135872174
2021,Urban regions,1.0,0.02731979291119076,12568,0.02446978066501386,0.03016980515736766
2021,Urban regions,5.0,0.013221823974512147,12568,0.011224822255159085,0.015218825693865208
2021,Rural regions,5.0,0.008124253285543608,12568,0.0065548182326712326,0.009693688338415982
2021,Rural regions,1.0,0.0067702110712863405,12568,0.005336541862563184,0.008203880280009497
