"hlf0071_h","year","hhtyp","n","percent","lower_confidence","upper_confidence"
"Viel zu gross","2018","Paar mit Kind(ern)","115","0.00526184590569928","0.0044058502217795","0.00611784158961906"
"Viel zu gross","2018","Sonstige","","","",""
"Viel zu klein","2019","1-Pers.-HH","93","0.00888977422393128","0.00618895544364942","0.0115905930042131"
"Viel zu klein","2019","(Ehe-)Paar ohne Kind(er)","66","0.00377823209895125","0.00259576476471003","0.00496069943319248"
"Viel zu klein","2019","Alleinerziehende","307","0.051317134357653","0.0447451598596927","0.0578891088556133"
"Viel zu klein","2019","Paar mit Kind(ern)","1976","0.038851420892659","0.0365650075019961","0.0411378342833219"
"Viel zu klein","2019","Sonstige","169","0.043218335032837","0.0340409767914652","0.0523956932742088"
"Etwas zu klein","2019","1-Pers.-HH","484","0.0871364903019565","0.0790214243073405","0.0952515562965724"
"Etwas zu klein","2019","(Ehe-)Paar ohne Kind(er)","758","0.076924990251929","0.0717890608695498","0.0820609196343082"
"Etwas zu klein","2019","Alleinerziehende","887","0.174100180766059","0.162805669592641","0.185394691939478"
"Etwas zu klein","2019","Paar mit Kind(ern)","5592","0.185377187400614","0.180779256230092","0.189975118571137"
"Etwas zu klein","2019","Sonstige","335","0.156731506781056","0.140324160716941","0.173138852845171"
"Gerade richtig","2019","1-Pers.-HH","3288","0.715704286850591","0.702725291838217","0.728683281862964"
"Gerade richtig","2019","(Ehe-)Paar ohne Kind(er)","7403","0.724703058983735","0.716094160987241","0.73331195698023"
"Gerade richtig","2019","Alleinerziehende","2705","0.657210507705284","0.643073088288102","0.671347927122467"
"Gerade richtig","2019","Paar mit Kind(ern)","18007","0.687172276941647","0.681686458003929","0.692658095879365"
"Gerade richtig","2019","Sonstige","1261","0.71948804291151","0.699212862545489","0.739763223277531"
"Etwas zu gross","2019","1-Pers.-HH","637","0.153177112787064","0.142814188288294","0.163540037285835"
"Etwas zu gross","2019","(Ehe-)Paar ohne Kind(er)","1832","0.174189152612583","0.166879147734278","0.181499157490887"
"Etwas zu gross","2019","Alleinerziehende","399","0.110121850849618","0.100797767108889","0.119445934590346"
"Etwas zu gross","2019","Paar mit Kind(ern)","1688","0.0815111326057344","0.0782736946821682","0.0847485705293006"
"Etwas zu gross","2019","Sonstige","115","0.0756883139460569","0.063751157541206","0.0876254703509079"
"Viel zu gross","2019","1-Pers.-HH","138","0.0350923358364573","0.0297976753444171","0.0403869963284976"
"Viel zu gross","2019","(Ehe-)Paar ohne Kind(er)","282","0.0204045660528018","0.0176796452808722","0.0231294868247313"
"Viel zu gross","2019","Alleinerziehende","32","0.00725032632138527","0.00472334055230244","0.00977731209046809"
"Viel zu gross","2019","Paar mit Kind(ern)","177","0.0070879821593454","0.00609538568330903","0.00808057863538177"
"Viel zu gross","2019","Sonstige","","","",""
"Viel zu klein","2020","1-Pers.-HH","150","0.0095829382018684","0.00698619916581567","0.0121796772379211"
"Viel zu klein","2020","(Ehe-)Paar ohne Kind(er)","124","0.00507586152355451","0.00370592419564767","0.00644579885146136"
"Viel zu klein","2020","Alleinerziehende","330","0.0385782401500897","0.0328118920295669","0.0443445882706126"
"Viel zu klein","2020","Paar mit Kind(ern)","2185","0.0283149761505803","0.026351432037234","0.0302785202639265"
"Viel zu klein","2020","Sonstige","190","0.0301590604151808","0.0232236713100235","0.0370944495203381"
"Etwas zu klein","2020","1-Pers.-HH","652","0.0933111051651517","0.0855581776952997","0.101064032635004"
"Etwas zu klein","2020","(Ehe-)Paar ohne Kind(er)","940","0.0820210641478731","0.0767313781736896","0.0873107501220566"
"Etwas zu klein","2020","Alleinerziehende","844","0.175258884931961","0.163875497354849","0.186642272509073"
"Etwas zu klein","2020","Paar mit Kind(ern)","5978","0.201809994549747","0.197058893295999","0.206561095803494"
"Etwas zu klein","2020","Sonstige","459","0.174029190949344","0.15865454682782","0.189403835070867"
"Gerade richtig","2020","1-Pers.-HH","3851","0.720077659812988","0.708110850934134","0.732044468691843"
"Gerade richtig","2020","(Ehe-)Paar ohne Kind(er)","7243","0.70079336485164","0.691965992755736","0.709620736947545"
"Gerade richtig","2020","Alleinerziehende","2703","0.664202267448322","0.65006186615867","0.678342668737974"
"Gerade richtig","2020","Paar mit Kind(ern)","17590","0.682341773426933","0.676830514168392","0.687853032685474"
"Gerade richtig","2020","Sonstige","1576","0.721661015069741","0.703486396137049","0.739835634002432"
"Etwas zu gross","2020","1-Pers.-HH","621","0.140808525196328","0.131537465858666","0.150079584533991"
"Etwas zu gross","2020","(Ehe-)Paar ohne Kind(er)","1760","0.185462507055045","0.177969874485901","0.192955139624188"
"Etwas zu gross","2020","Alleinerziehende","372","0.112968987172231","0.103490878201979","0.122447096142483"
"Etwas zu gross","2020","Paar mit Kind(ern)","1509","0.0795823523194924","0.0763785134758458","0.0827861911631391"
"Etwas zu gross","2020","Sonstige","95","0.0536704699481941","0.0445314301825568","0.0628095097138313"
"Viel zu gross","2020","1-Pers.-HH","133","0.0362197716236632","0.0312397438322977","0.0411997994150286"
"Viel zu gross","2020","(Ehe-)Paar ohne Kind(er)","270","0.0266472024218872","0.0235425585937718","0.0297518462500027"
"Viel zu gross","2020","Alleinerziehende","36","0.00899162029739651","0.00616524179750464","0.0118179987972884"
"Viel zu gross","2020","Paar mit Kind(ern)","151","0.00795090355324772","0.00689956005417149","0.00900224705232395"
"Viel zu gross","2020","Sonstige","","","",""
