"hlf0071_h","year","hhtyp","n","percent","lower_confidence","upper_confidence"
"Viel zu gross","1984","Paar mit Kind(ern)","39","0.0053367871676934","0.00393335006520049","0.00674022427018632"
"Viel zu gross","1984","Sonstige","","","",""
"Viel zu klein","1985","1-Pers.-HH","33","0.0204107576506887","0.0121772536149783","0.028644261686399"
"Viel zu klein","1985","(Ehe-)Paar ohne Kind(er)","42","0.0106933088098946","0.00660888333070578","0.0147777342890833"
"Viel zu klein","1985","Alleinerziehende","","","",""
"Viel zu klein","1985","Paar mit Kind(ern)","482","0.0392601218274825","0.0353078532334822","0.0432123904214828"
"Viel zu klein","1985","Sonstige","35","0.0244693357910083","0.0144694514671854","0.0344692201148313"
"Etwas zu klein","1985","1-Pers.-HH","121","0.0889135350916997","0.0723406975818092","0.10548637260159"
"Etwas zu klein","1985","(Ehe-)Paar ohne Kind(er)","222","0.0784584678486657","0.0677805440586998","0.0891363916386315"
"Etwas zu klein","1985","Alleinerziehende","136","0.152976360372298","0.127110820304002","0.178841900440594"
"Etwas zu klein","1985","Paar mit Kind(ern)","1810","0.165215425590438","0.157657889575927","0.172772961604948"
"Etwas zu klein","1985","Sonstige","148","0.142689223411221","0.120051739648767","0.165326707173675"
"Gerade richtig","1985","1-Pers.-HH","848","0.764785891517276","0.740089428786405","0.789482354248146"
"Gerade richtig","1985","(Ehe-)Paar ohne Kind(er)","1962","0.817330660133327","0.801986568830181","0.832674751436473"
"Gerade richtig","1985","Alleinerziehende","513","0.718796945824038","0.686491573444856","0.75110231820322"
"Gerade richtig","1985","Paar mit Kind(ern)","6596","0.740968533511006","0.732053071253042","0.74988399576897"
"Gerade richtig","1985","Sonstige","673","0.770393302508137","0.743171809039468","0.797614795976806"
"Etwas zu gross","1985","1-Pers.-HH","106","0.103568361451912","0.0858262510726173","0.121310471831207"
"Etwas zu gross","1985","(Ehe-)Paar ohne Kind(er)","196","0.08731400214894","0.0761038349405727","0.0985241693573073"
"Etwas zu gross","1985","Alleinerziehende","57","0.086641061622316","0.0664274346231964","0.106854688621436"
"Etwas zu gross","1985","Paar mit Kind(ern)","351","0.0496099391291975","0.0451911527052506","0.0540287255531444"
"Etwas zu gross","1985","Sonstige","53","0.0578106031830614","0.0427050623295568","0.072916144036566"
"Viel zu gross","1985","1-Pers.-HH","","","",""
"Viel zu gross","1985","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu gross","1985","Alleinerziehende","","","",""
"Viel zu gross","1985","Paar mit Kind(ern)","37","0.0049459799418763","0.00351834481327397","0.00637361507047862"
"Viel zu gross","1985","Sonstige","","","",""
"Viel zu klein","1986","1-Pers.-HH","","","",""
"Viel zu klein","1986","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu klein","1986","Alleinerziehende","","","",""
"Viel zu klein","1986","Paar mit Kind(ern)","34","0.0319490423186096","0.0204721883949967","0.0434258962422224"
"Viel zu klein","1986","Sonstige","","","",""
"Etwas zu klein","1986","1-Pers.-HH","43","0.213362270353478","0.154955473773469","0.271769066933488"
"Etwas zu klein","1986","(Ehe-)Paar ohne Kind(er)","34","0.130668234338909","0.0956575275760198","0.165678941101797"
"Etwas zu klein","1986","Alleinerziehende","","","",""
"Etwas zu klein","1986","Paar mit Kind(ern)","155","0.147120152149087","0.12400350567301","0.170236798625165"
"Etwas zu klein","1986","Sonstige","","","",""
"Gerade richtig","1986","1-Pers.-HH","123","0.668163919114475","0.601033323307409","0.735294514921541"
"Gerade richtig","1986","(Ehe-)Paar ohne Kind(er)","280","0.72680193016635","0.680513767620595","0.773090092712104"
"Gerade richtig","1986","Alleinerziehende","83","0.834459468340929","0.764363827671122","0.904555109010736"
"Gerade richtig","1986","Paar mit Kind(ern)","670","0.761862333426558","0.734065385056626","0.789659281796489"
"Gerade richtig","1986","Sonstige","84","0.794016201972309","0.718781567619729","0.869250836324889"
"Etwas zu gross","1986","1-Pers.-HH","","","",""
"Etwas zu gross","1986","(Ehe-)Paar ohne Kind(er)","32","0.122148290461125","0.0881327505867419","0.156163830335509"
"Etwas zu gross","1986","Alleinerziehende","","","",""
"Etwas zu gross","1986","Paar mit Kind(ern)","43","0.0590684721057452","0.0436833232943104","0.07445362091718"
"Etwas zu gross","1986","Sonstige","","","",""
"Viel zu gross","1986","1-Pers.-HH","","","",""
"Viel zu gross","1986","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu gross","1986","Alleinerziehende","","","",""
"Viel zu gross","1986","Paar mit Kind(ern)","","","",""
"Viel zu gross","1986","Sonstige","","","",""
"Viel zu klein","1987","1-Pers.-HH","","","",""
"Viel zu klein","1987","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu klein","1987","Alleinerziehende","","","",""
"Viel zu klein","1987","Paar mit Kind(ern)","35","0.0341035871016203","0.021534690880187","0.0466724833230536"
"Viel zu klein","1987","Sonstige","","","",""
"Etwas zu klein","1987","1-Pers.-HH","","","",""
"Etwas zu klein","1987","(Ehe-)Paar ohne Kind(er)","34","0.110373946854255","0.0751491633907559","0.145598730317754"
"Etwas zu klein","1987","Alleinerziehende","","","",""
"Etwas zu klein","1987","Paar mit Kind(ern)","146","0.145671859432076","0.12124137825814","0.170102340606012"
"Etwas zu klein","1987","Sonstige","","","",""
"Gerade richtig","1987","1-Pers.-HH","130","0.739940903652084","0.674948348849664","0.804933458454504"
"Gerade richtig","1987","(Ehe-)Paar ohne Kind(er)","234","0.780513564249666","0.733986530075843","0.827040598423489"
"Gerade richtig","1987","Alleinerziehende","73","0.770414455842409","0.687569709042871","0.853259202641946"
"Gerade richtig","1987","Paar mit Kind(ern)","597","0.77181314831502","0.742750631094849","0.800875665535192"
"Gerade richtig","1987","Sonstige","55","0.666718628652775","0.565912888504911","0.767524368800639"
"Etwas zu gross","1987","1-Pers.-HH","","","",""
"Etwas zu gross","1987","(Ehe-)Paar ohne Kind(er)","30","0.090163401683939","0.0579669401294031","0.122359863238475"
"Etwas zu gross","1987","Alleinerziehende","","","",""
"Etwas zu gross","1987","Paar mit Kind(ern)","","","",""
"Etwas zu gross","1987","Sonstige","","","",""
"Viel zu gross","1987","1-Pers.-HH","","","",""
"Viel zu gross","1987","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu gross","1987","Alleinerziehende","","","",""
"Viel zu gross","1987","Paar mit Kind(ern)","","","",""
"Viel zu gross","1987","Sonstige","","","",""
"Viel zu klein","1988","1-Pers.-HH","","","",""
"Viel zu klein","1988","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu klein","1988","Alleinerziehende","","","",""
"Viel zu klein","1988","Paar mit Kind(ern)","","","",""
"Viel zu klein","1988","Sonstige","","","",""
"Etwas zu klein","1988","1-Pers.-HH","","","",""
"Etwas zu klein","1988","(Ehe-)Paar ohne Kind(er)","52","0.178283042658674","0.136987111384164","0.219578973933184"
"Etwas zu klein","1988","Alleinerziehende","","","",""
"Etwas zu klein","1988","Paar mit Kind(ern)","111","0.151920817336851","0.125592334690056","0.178249299983645"
"Etwas zu klein","1988","Sonstige","","","",""
"Gerade richtig","1988","1-Pers.-HH","104","0.678386604410099","0.603885053456385","0.752888155363812"
"Gerade richtig","1988","(Ehe-)Paar ohne Kind(er)","242","0.747795047882065","0.700939694421758","0.794650401342372"
"Gerade richtig","1988","Alleinerziehende","55","0.742181169712845","0.649188030053647","0.835174309372044"
"Gerade richtig","1988","Paar mit Kind(ern)","550","0.773331173961292","0.74262132775309","0.804041020169495"
"Gerade richtig","1988","Sonstige","68","0.659704612542508","0.568643235619314","0.750765989465701"
"Etwas zu gross","1988","1-Pers.-HH","","","",""
"Etwas zu gross","1988","(Ehe-)Paar ohne Kind(er)","","","",""
"Etwas zu gross","1988","Alleinerziehende","","","",""
"Etwas zu gross","1988","Paar mit Kind(ern)","34","0.0500135036935353","0.0340252385738852","0.0660017688131854"
"Etwas zu gross","1988","Sonstige","","","",""
"Viel zu gross","1988","1-Pers.-HH","","","",""
"Viel zu gross","1988","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu gross","1988","Alleinerziehende","","","",""
"Viel zu gross","1988","Paar mit Kind(ern)","","","",""
"Viel zu gross","1988","Sonstige","","","",""
"Viel zu klein","1989","1-Pers.-HH","","","",""
"Viel zu klein","1989","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu klein","1989","Alleinerziehende","","","",""
"Viel zu klein","1989","Paar mit Kind(ern)","","","",""
"Viel zu klein","1989","Sonstige","","","",""
"Etwas zu klein","1989","1-Pers.-HH","","","",""
"Etwas zu klein","1989","(Ehe-)Paar ohne Kind(er)","40","0.116748986590343","0.0815652683742589","0.151932704806427"
"Etwas zu klein","1989","Alleinerziehende","","","",""
"Etwas zu klein","1989","Paar mit Kind(ern)","129","0.129388910231569","0.104822079237006","0.153955741226132"
"Etwas zu klein","1989","Sonstige","","","",""
"Gerade richtig","1989","1-Pers.-HH","98","0.715327451834581","0.641366019557976","0.789288884111187"
"Gerade richtig","1989","(Ehe-)Paar ohne Kind(er)","238","0.750170834160905","0.702738471442613","0.797603196879197"
"Gerade richtig","1989","Alleinerziehende","40","0.67626166918173","0.561627905452671","0.790895432910789"
"Gerade richtig","1989","Paar mit Kind(ern)","526","0.784550891917224","0.754457480421803","0.814644303412644"
"Gerade richtig","1989","Sonstige","52","0.692920374323886","0.589213281077833","0.796627467569939"
"Etwas zu gross","1989","1-Pers.-HH","","","",""
"Etwas zu gross","1989","(Ehe-)Paar ohne Kind(er)","","","",""
"Etwas zu gross","1989","Alleinerziehende","","","",""
"Etwas zu gross","1989","Paar mit Kind(ern)","34","0.0485515593625035","0.0328196029663022","0.0642835157587049"
"Etwas zu gross","1989","Sonstige","","","",""
"Viel zu gross","1989","1-Pers.-HH","","","",""
"Viel zu gross","1989","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu gross","1989","Alleinerziehende","","","",""
"Viel zu gross","1989","Paar mit Kind(ern)","","","",""
"Viel zu gross","1989","Sonstige","","","",""
"Viel zu klein","1990","1-Pers.-HH","","","",""
"Viel zu klein","1990","(Ehe-)Paar ohne Kind(er)","40","0.0334006912451631","0.0234319168875398","0.0433694656027864"
"Viel zu klein","1990","Alleinerziehende","","","",""
"Viel zu klein","1990","Paar mit Kind(ern)","467","0.0966214631420389","0.0882063533179894","0.105036572966088"
"Viel zu klein","1990","Sonstige","52","0.107417968506656","0.0799734131631159","0.134862523850196"
"Etwas zu klein","1990","1-Pers.-HH","71","0.17845766838998","0.143001511177126","0.213913825602834"
"Etwas zu klein","1990","(Ehe-)Paar ohne Kind(er)","188","0.154991764871024","0.13491352765932","0.175070002082729"
"Etwas zu klein","1990","Alleinerziehende","84","0.223667220184717","0.179568481980605","0.267765958388829"
"Etwas zu klein","1990","Paar mit Kind(ern)","1405","0.272710455541491","0.260025391449618","0.285395519633364"
"Etwas zu klein","1990","Sonstige","71","0.140060995005035","0.109301012144929","0.170820977865142"
"Gerade richtig","1990","1-Pers.-HH","323","0.704883837269102","0.662649628933312","0.747118045604893"
"Gerade richtig","1990","(Ehe-)Paar ohne Kind(er)","950","0.760444025045849","0.736764230607458","0.78412381948424"
"Gerade richtig","1990","Alleinerziehende","214","0.648503498538965","0.597977175309182","0.699029821768748"
"Gerade richtig","1990","Paar mit Kind(ern)","2740","0.598255544311879","0.584291654557313","0.612219434066445"
"Gerade richtig","1990","Sonstige","338","0.682036086339163","0.640761164909311","0.723311007769014"
"Etwas zu gross","1990","1-Pers.-HH","32","0.0696398155436883","0.0460696057481482","0.0932100253392285"
"Etwas zu gross","1990","(Ehe-)Paar ohne Kind(er)","56","0.041865949124199","0.0307541493698716","0.0529777488785264"
"Etwas zu gross","1990","Alleinerziehende","","","",""
"Etwas zu gross","1990","Paar mit Kind(ern)","110","0.0303317013655256","0.0254468867790741","0.035216515951977"
"Etwas zu gross","1990","Sonstige","","","",""
"Viel zu gross","1990","1-Pers.-HH","","","",""
"Viel zu gross","1990","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu gross","1990","Alleinerziehende","","","",""
"Viel zu gross","1990","Paar mit Kind(ern)","","","",""
"Viel zu gross","1990","Sonstige","","","",""
"Viel zu klein","1991","1-Pers.-HH","","","",""
"Viel zu klein","1991","(Ehe-)Paar ohne Kind(er)","56","0.01411200686345","0.0100492779296934","0.0181747357972066"
"Viel zu klein","1991","Alleinerziehende","","","",""
"Viel zu klein","1991","Paar mit Kind(ern)","708","0.0469691986951988","0.0430399951405471","0.0508984022498505"
"Viel zu klein","1991","Sonstige","101","0.0434176544610038","0.0320470154800633","0.0547882934419443"
"Etwas zu klein","1991","1-Pers.-HH","155","0.118026681819529","0.100233064833436","0.135820298805622"
"Etwas zu klein","1991","(Ehe-)Paar ohne Kind(er)","404","0.117718680867013","0.10661835050663","0.128819011227396"
"Etwas zu klein","1991","Alleinerziehende","176","0.171164332245956","0.146772680805808","0.195555983686103"
"Etwas zu klein","1991","Paar mit Kind(ern)","2816","0.234500871519136","0.226632423772137","0.242369319266136"
"Etwas zu klein","1991","Sonstige","280","0.219065039354246","0.195987766714082","0.242142311994411"
"Gerade richtig","1991","1-Pers.-HH","936","0.74928754191505","0.725384199702376","0.773190884127723"
"Gerade richtig","1991","(Ehe-)Paar ohne Kind(er)","2470","0.758514485488952","0.743773139119766","0.773255831858138"
"Gerade richtig","1991","Alleinerziehende","640","0.725548828482159","0.696650932648804","0.754446724315515"
"Gerade richtig","1991","Paar mit Kind(ern)","7238","0.674058853879185","0.665353969897866","0.682763737860503"
"Gerade richtig","1991","Sonstige","826","0.709176407146726","0.683837815739875","0.734514998553577"
"Etwas zu gross","1991","1-Pers.-HH","126","0.0991303160583871","0.0826494265679174","0.115611205548857"
"Etwas zu gross","1991","(Ehe-)Paar ohne Kind(er)","288","0.103598139983265","0.0931018209536444","0.114094459012886"
"Etwas zu gross","1991","Alleinerziehende","62","0.0786835050532617","0.0612475144430966","0.0961194956634267"
"Etwas zu gross","1991","Paar mit Kind(ern)","348","0.0411825269422037","0.0374921651111956","0.0448728887732118"
"Etwas zu gross","1991","Sonstige","","","",""
"Viel zu gross","1991","1-Pers.-HH","","","",""
"Viel zu gross","1991","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu gross","1991","Alleinerziehende","","","",""
"Viel zu gross","1991","Paar mit Kind(ern)","","","",""
"Viel zu gross","1991","Sonstige","","","",""
"Viel zu klein","1992","1-Pers.-HH","","","",""
"Viel zu klein","1992","(Ehe-)Paar ohne Kind(er)","78","0.0190001103331522","0.0143658776690013","0.0236343429973031"
"Viel zu klein","1992","Alleinerziehende","34","0.0200059428240429","0.0110738479668825","0.0289380376812032"
"Viel zu klein","1992","Paar mit Kind(ern)","709","0.0503873628399046","0.0462600116310812","0.0545147140487281"
"Viel zu klein","1992","Sonstige","96","0.0406424629112845","0.0294842271756852","0.0518006986468838"
"Etwas zu klein","1992","1-Pers.-HH","159","0.118477515872051","0.100724646560742","0.13623038518336"
"Etwas zu klein","1992","(Ehe-)Paar ohne Kind(er)","406","0.114653123773256","0.103838411516494","0.125467836030018"
"Etwas zu klein","1992","Alleinerziehende","182","0.184870294568406","0.160106965969418","0.209633623167394"
"Etwas zu klein","1992","Paar mit Kind(ern)","2814","0.239669260345326","0.231614644891679","0.247723875798974"
"Etwas zu klein","1992","Sonstige","261","0.170380858876426","0.149135451611385","0.191626266141468"
"Gerade richtig","1992","1-Pers.-HH","957","0.761019058597719","0.737592241353541","0.784445875841896"
"Gerade richtig","1992","(Ehe-)Paar ohne Kind(er)","2530","0.758871339937992","0.744351100252781","0.773391579623203"
"Gerade richtig","1992","Alleinerziehende","650","0.709427919055195","0.680464943774613","0.738390894335776"
"Gerade richtig","1992","Paar mit Kind(ern)","6839","0.659592699605295","0.650651933750841","0.668533465459749"
"Gerade richtig","1992","Sonstige","794","0.709566838877076","0.683914023611183","0.735219654142969"
"Etwas zu gross","1992","1-Pers.-HH","124","0.0975136355826148","0.0812174152507286","0.113809855914501"
"Etwas zu gross","1992","(Ehe-)Paar ohne Kind(er)","302","0.100132769011648","0.0899435094680001","0.110322028555297"
"Etwas zu gross","1992","Alleinerziehende","68","0.0777966451096029","0.0607100362730601","0.0948832539461458"
"Etwas zu gross","1992","Paar mit Kind(ern)","405","0.047162956020101","0.0431630738865407","0.0511628381536613"
"Etwas zu gross","1992","Sonstige","52","0.0794098393352133","0.0641311675887576","0.0946885110816689"
"Viel zu gross","1992","1-Pers.-HH","","","",""
"Viel zu gross","1992","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu gross","1992","Alleinerziehende","","","",""
"Viel zu gross","1992","Paar mit Kind(ern)","","","",""
"Viel zu gross","1992","Sonstige","","","",""
"Viel zu klein","1993","1-Pers.-HH","","","",""
"Viel zu klein","1993","(Ehe-)Paar ohne Kind(er)","78","0.0166848560591823","0.0123718110903405","0.020997901028024"
"Viel zu klein","1993","Alleinerziehende","34","0.02712682077606","0.0164539647228184","0.0377996768293016"
"Viel zu klein","1993","Paar mit Kind(ern)","631","0.0441238950128058","0.0401772561308396","0.0480705338947721"
"Viel zu klein","1993","Sonstige","84","0.0353218960009206","0.0249722450685254","0.0456715469333157"
"Etwas zu klein","1993","1-Pers.-HH","158","0.116709371390763","0.0994926862050636","0.133926056576462"
"Etwas zu klein","1993","(Ehe-)Paar ohne Kind(er)","436","0.124231404878232","0.113124660616157","0.135338149140307"
"Etwas zu klein","1993","Alleinerziehende","171","0.192456517077986","0.166556362442737","0.218356671713236"
"Etwas zu klein","1993","Paar mit Kind(ern)","2676","0.239246817283168","0.231048312775192","0.247445321791144"
"Etwas zu klein","1993","Sonstige","270","0.186854353250463","0.164999481168773","0.208709225332153"
"Gerade richtig","1993","1-Pers.-HH","988","0.746309032106942","0.722976777147174","0.769641287066711"
"Gerade richtig","1993","(Ehe-)Paar ohne Kind(er)","2516","0.745992886092844","0.731335157592232","0.760650614593456"
"Gerade richtig","1993","Alleinerziehende","620","0.699190825648034","0.669061009121691","0.729320642174377"
"Gerade richtig","1993","Paar mit Kind(ern)","6678","0.667487159661024","0.658433684081335","0.676540635240714"
"Gerade richtig","1993","Sonstige","822","0.716786433611346","0.691524627180833","0.74204824004186"
"Etwas zu gross","1993","1-Pers.-HH","145","0.104249090040513","0.0878630267723863","0.12063515330864"
"Etwas zu gross","1993","(Ehe-)Paar ohne Kind(er)","338","0.108351005789369","0.0978847865996485","0.118817224979089"
"Etwas zu gross","1993","Alleinerziehende","54","0.0646316303205406","0.0484781174105742","0.080785143230507"
"Etwas zu gross","1993","Paar mit Kind(ern)","402","0.0476783637294126","0.0435834744524064","0.0517732530064187"
"Etwas zu gross","1993","Sonstige","43","0.059551971746021","0.0462832843973201","0.0728206590947219"
"Viel zu gross","1993","1-Pers.-HH","","","",""
"Viel zu gross","1993","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu gross","1993","Alleinerziehende","","","",""
"Viel zu gross","1993","Paar mit Kind(ern)","","","",""
"Viel zu gross","1993","Sonstige","","","",""
"Viel zu klein","1994","1-Pers.-HH","","","",""
"Viel zu klein","1994","(Ehe-)Paar ohne Kind(er)","58","0.0132253511584046","0.00941226112057049","0.0170384411962387"
"Viel zu klein","1994","Alleinerziehende","","","",""
"Viel zu klein","1994","Paar mit Kind(ern)","640","0.0467002807001785","0.0425623491503107","0.0508382122500463"
"Viel zu klein","1994","Sonstige","68","0.0414372330301314","0.0300027031214544","0.0528717629388083"
"Etwas zu klein","1994","1-Pers.-HH","150","0.110056682465109","0.093224577321364","0.126888787608854"
"Etwas zu klein","1994","(Ehe-)Paar ohne Kind(er)","460","0.124708510942145","0.113680711426593","0.135736310457698"
"Etwas zu klein","1994","Alleinerziehende","171","0.188157464620647","0.161959855331735","0.21435507390956"
"Etwas zu klein","1994","Paar mit Kind(ern)","2420","0.229114769843426","0.220872815014129","0.237356724672723"
"Etwas zu klein","1994","Sonstige","229","0.193959146300203","0.171273752528746","0.21664454007166"
"Gerade richtig","1994","1-Pers.-HH","981","0.754954312519809","0.731821261239982","0.778087363799636"
"Gerade richtig","1994","(Ehe-)Paar ohne Kind(er)","2566","0.745045201085801","0.730497734485219","0.759592667686383"
"Gerade richtig","1994","Alleinerziehende","600","0.695377799506695","0.664527724815453","0.726227874197938"
"Gerade richtig","1994","Paar mit Kind(ern)","6472","0.666094132059244","0.65684526251613","0.675343001602357"
"Gerade richtig","1994","Sonstige","825","0.715177880918453","0.689283438927296","0.74107232290961"
"Etwas zu gross","1994","1-Pers.-HH","153","0.107119255623851","0.0904859121703334","0.123752599077368"
"Etwas zu gross","1994","(Ehe-)Paar ohne Kind(er)","338","0.110219406133225","0.0997665503010002","0.120672261965449"
"Etwas zu gross","1994","Alleinerziehende","50","0.0838526203443604","0.065274318063686","0.102430922625035"
"Etwas zu gross","1994","Paar mit Kind(ern)","425","0.0550586199544602","0.0505853622479907","0.0595318776609296"
"Etwas zu gross","1994","Sonstige","42","0.0480140247570679","0.0357477696065961","0.0602802799075397"
"Viel zu gross","1994","1-Pers.-HH","","","",""
"Viel zu gross","1994","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu gross","1994","Alleinerziehende","","","",""
"Viel zu gross","1994","Paar mit Kind(ern)","31","0.00303219744269154","0.00195392593592769","0.0041104689494554"
"Viel zu gross","1994","Sonstige","","","",""
"Viel zu klein","1995","1-Pers.-HH","","","",""
"Viel zu klein","1995","(Ehe-)Paar ohne Kind(er)","68","0.0126044248970557","0.00896021027461514","0.0162486395194964"
"Viel zu klein","1995","Alleinerziehende","39","0.0392277034361107","0.0267506138209767","0.0517047930512447"
"Viel zu klein","1995","Paar mit Kind(ern)","582","0.0476287374110003","0.0435297607122889","0.0517277141097117"
"Viel zu klein","1995","Sonstige","76","0.0308240849179194","0.020991467659764","0.0406567021760748"
"Etwas zu klein","1995","1-Pers.-HH","178","0.122346357303672","0.105088760989614","0.139603953617729"
"Etwas zu klein","1995","(Ehe-)Paar ohne Kind(er)","412","0.104060555905257","0.0940863290890818","0.114034782721433"
"Etwas zu klein","1995","Alleinerziehende","194","0.205402348425632","0.179437669433002","0.231367027418263"
"Etwas zu klein","1995","Paar mit Kind(ern)","2498","0.225571927127452","0.217527949710594","0.23361590454431"
"Etwas zu klein","1995","Sonstige","291","0.262604131768081","0.237570500044256","0.287637763491905"
"Gerade richtig","1995","1-Pers.-HH","1029","0.746371238751262","0.723457291847414","0.76928518565511"
"Gerade richtig","1995","(Ehe-)Paar ohne Kind(er)","2712","0.752031246620571","0.737924941843786","0.766137551397357"
"Gerade richtig","1995","Alleinerziehende","622","0.644851629966289","0.614094809994502","0.675608449938075"
"Gerade richtig","1995","Paar mit Kind(ern)","6792","0.668157870642013","0.659095473738787","0.67722026754524"
"Gerade richtig","1995","Sonstige","754","0.612459854954865","0.584744535174461","0.640175174735268"
"Etwas zu gross","1995","1-Pers.-HH","145","0.106408068144917","0.0901682895842877","0.122647846705547"
"Etwas zu gross","1995","(Ehe-)Paar ohne Kind(er)","388","0.123614705576722","0.11286294831742","0.134366462836025"
"Etwas zu gross","1995","Alleinerziehende","64","0.0948945642353717","0.0760590764696972","0.113730052001046"
"Etwas zu gross","1995","Paar mit Kind(ern)","467","0.0540987571711514","0.0497450991135363","0.0584524152287665"
"Etwas zu gross","1995","Sonstige","63","0.0924136105570693","0.075938259099733","0.108888962014406"
"Viel zu gross","1995","1-Pers.-HH","","","",""
"Viel zu gross","1995","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu gross","1995","Alleinerziehende","","","",""
"Viel zu gross","1995","Paar mit Kind(ern)","32","0.00454270764838308","0.00324849248396567","0.00583692281280049"
"Viel zu gross","1995","Sonstige","","","",""
"Viel zu klein","1996","1-Pers.-HH","","","",""
"Viel zu klein","1996","(Ehe-)Paar ohne Kind(er)","60","0.0119583653572733","0.00843394783871688","0.0154827828758297"
"Viel zu klein","1996","Alleinerziehende","43","0.0349466018200915","0.0232316571468547","0.0466615464933283"
"Viel zu klein","1996","Paar mit Kind(ern)","480","0.0367767185133135","0.0330979113203462","0.0404555257062809"
"Viel zu klein","1996","Sonstige","70","0.0281320592739281","0.0183960136401358","0.0378681049077205"
"Etwas zu klein","1996","1-Pers.-HH","161","0.11622381790393","0.0995071598812791","0.132940475926582"
"Etwas zu klein","1996","(Ehe-)Paar ohne Kind(er)","434","0.110778125679383","0.100601685250083","0.120954566108684"
"Etwas zu klein","1996","Alleinerziehende","176","0.188513229595876","0.163563046745731","0.213463412446021"
"Etwas zu klein","1996","Paar mit Kind(ern)","2467","0.232088145533868","0.223836525554731","0.240339765513005"
"Etwas zu klein","1996","Sonstige","229","0.234271031396302","0.209332260570855","0.25920980222175"
"Gerade richtig","1996","1-Pers.-HH","1047","0.734734991310027","0.71170805884917","0.757761923770884"
"Gerade richtig","1996","(Ehe-)Paar ohne Kind(er)","2734","0.740780517997918","0.72657220830045","0.754988827695387"
"Gerade richtig","1996","Alleinerziehende","644","0.660420282035052","0.630210807814391","0.690629756255713"
"Gerade richtig","1996","Paar mit Kind(ern)","6637","0.669902831713019","0.660711385296383","0.679094278129655"
"Gerade richtig","1996","Sonstige","737","0.651025459143504","0.622959876066307","0.6790910422207"
"Etwas zu gross","1996","1-Pers.-HH","161","0.122587331927164","0.105481055356791","0.139693608497537"
"Etwas zu gross","1996","(Ehe-)Paar ohne Kind(er)","396","0.12758158479879","0.116764251084041","0.138398918513538"
