"hlf0071_h","year","quintil","n","percent","lower_confidence","upper_confidence"
"Gerade richtig","1997","2","3516","0.732829556191443","0.720331408868747","0.745327703514139"
"Gerade richtig","1997","3","2314","0.710130360180879","0.69454166653009","0.725719053831669"
"Gerade richtig","1997","4","1431","0.73709585603759","0.717384747958218","0.756806964116962"
"Gerade richtig","1997","5","674","0.676876770288884","0.647246813536972","0.706506727040796"
"Viel zu gross","1997","1","","","",""
"Viel zu gross","1997","2","","","",""
"Viel zu gross","1997","3","","","",""
"Viel zu gross","1997","4","","","",""
"Viel zu gross","1997","5","","","",""
"Viel zu klein","1997","1","320","0.0333416623856148","0.0287823340161561","0.0379009907550734"
"Viel zu klein","1997","2","123","0.0248883449470388","0.0204881174798264","0.0292885724142511"
"Viel zu klein","1997","3","64","0.0147317050328408","0.0105922508700136","0.0188711591956679"
"Viel zu klein","1997","4","","","",""
"Viel zu klein","1997","5","","","",""
"Etwas zu gross","1998","1","344","0.0660978671521578","0.0599603229858469","0.0722354113184687"
"Etwas zu gross","1998","2","405","0.0923667823538999","0.0843905073502317","0.100343057357568"
"Etwas zu gross","1998","3","281","0.0954551638656232","0.0857700055106544","0.105140322220592"
"Etwas zu gross","1998","4","240","0.11055726200235","0.09785986844363","0.123254655561071"
"Etwas zu gross","1998","5","155","0.15148247107035","0.130752453202421","0.172212488938278"
"Etwas zu klein","1998","1","1296","0.195875468779519","0.186071500355396","0.205679437203641"
"Etwas zu klein","1998","2","963","0.17845926270709","0.167911238458276","0.189007286955903"
"Etwas zu klein","1998","3","627","0.167732806406604","0.155417864782988","0.18004774803022"
"Etwas zu klein","1998","4","320","0.134267641692737","0.120462545015011","0.148072738370463"
"Etwas zu klein","1998","5","141","0.110959719665927","0.0927990662097629","0.129120373122091"
"Gerade richtig","1998","1","4271","0.685248311293429","0.67377580656916","0.696720816017699"
"Gerade richtig","1998","2","3519","0.696767331733165","0.684104847881047","0.709429815585283"
"Gerade richtig","1998","3","2557","0.712693371283372","0.697778615531086","0.727608127035657"
"Gerade richtig","1998","4","1719","0.724053697130772","0.705954486911232","0.742152907350313"
"Gerade richtig","1998","5","825","0.713999153699677","0.68787028633595","0.740128021063404"
"Viel zu gross","1998","1","31","0.00706936000901996","0.00499969656257316","0.00913902345546676"
"Viel zu gross","1998","2","36","0.00921334045692697","0.00658134184628489","0.0118453390675691"
"Viel zu gross","1998","3","","","",""
"Viel zu gross","1998","4","","","",""
"Viel zu gross","1998","5","","","",""
"Viel zu klein","1998","1","353","0.045708992765874","0.0405496846471975","0.0508683008845506"
"Viel zu klein","1998","2","139","0.0231932827489183","0.01904687076909","0.0273396947287465"
"Viel zu klein","1998","3","55","0.0171636069571138","0.0128826894616298","0.0214445244525977"
"Viel zu klein","1998","4","39","0.0155350381121383","0.0105275694492335","0.020542506775043"
"Viel zu klein","1998","5","","","",""
"Etwas zu gross","1999","1","254","0.060016126430308","0.053583312547725","0.0664489403128911"
"Etwas zu gross","1999","2","279","0.0654453786067969","0.0587651589935101","0.0721255982200837"
"Etwas zu gross","1999","3","278","0.0953378973511505","0.0858038938248541","0.104871900877447"
"Etwas zu gross","1999","4","272","0.118828827392244","0.105949794103867","0.13170786068062"
"Etwas zu gross","1999","5","165","0.131477384230889","0.113233954875273","0.149720813586505"
"Etwas zu klein","1999","1","1071","0.202023638927716","0.191149298820679","0.212897979034754"
"Etwas zu klein","1999","2","1025","0.187584920936225","0.177040157202468","0.198129684669981"
"Etwas zu klein","1999","3","636","0.168552737395445","0.15639970701248","0.180705767778411"
"Etwas zu klein","1999","4","363","0.142158427637018","0.128259475170037","0.156057380104"
"Etwas zu klein","1999","5","137","0.105034853635946","0.0884824844468894","0.121587222825002"
"Gerade richtig","1999","1","3637","0.700215669667468","0.687806944063648","0.712624395271289"
"Gerade richtig","1999","2","3831","0.727728784648122","0.715705183951302","0.739752385344941"
"Gerade richtig","1999","3","2659","0.721340377854381","0.706785570279105","0.735895185429658"
"Gerade richtig","1999","4","1749","0.725153039855618","0.707384467935815","0.742921611775421"
"Gerade richtig","1999","5","978","0.728133980739854","0.704113953276042","0.752154008203666"
"Viel zu gross","1999","1","35","0.00517405479246477","0.0032309515904901","0.00711715799443943"
"Viel zu gross","1999","2","","","",""
"Viel zu gross","1999","3","","","",""
"Viel zu gross","1999","4","","","",""
"Viel zu gross","1999","5","","","",""
"Viel zu klein","1999","1","240","0.0325705101820426","0.0277629055425894","0.0373781148214958"
"Viel zu klein","1999","2","119","0.016731418271818","0.013266832139952","0.020196004403684"
"Viel zu klein","1999","3","62","0.0125883591899023","0.00896898896483888","0.0162077294149658"
"Viel zu klein","1999","4","34","0.0103406224963788","0.00631430115101915","0.0143669438417385"
"Viel zu klein","1999","5","","","",""
"Etwas zu gross","2000","1","385","0.0519415470606882","0.047260508503822","0.0566225856175544"
"Etwas zu gross","2000","2","548","0.0690683283501036","0.0637286842744715","0.0744079724257357"
"Etwas zu gross","2000","3","551","0.0867573200190195","0.080017870169155","0.0934967698688839"
"Etwas zu gross","2000","4","486","0.108868666991256","0.0999931445433671","0.117744189439145"
"Etwas zu gross","2000","5","394","0.12917880518591","0.116973901582159","0.14138370878966"
"Etwas zu klein","2000","1","1769","0.198267861728482","0.189857628714351","0.206678094742613"
"Etwas zu klein","2000","2","1485","0.169816450497333","0.161909830345528","0.177723070649138"
"Etwas zu klein","2000","3","1011","0.154442788221822","0.145790447807519","0.163095128636125"
"Etwas zu klein","2000","4","587","0.132067392332289","0.12241994490055","0.141714839764029"
"Etwas zu klein","2000","5","302","0.109250831949998","0.0978990428035623","0.120602621096435"
"Gerade richtig","2000","1","6064","0.705844487524701","0.696232565699812","0.71545640934959"
"Gerade richtig","2000","2","6428","0.736307568287777","0.727028755792416","0.745586380783138"
"Gerade richtig","2000","3","5020","0.73907338648943","0.728559064979261","0.749587707999599"
"Gerade richtig","2000","4","3574","0.738408481904273","0.72588480702944","0.750932156779105"
"Gerade richtig","2000","5","2134","0.732669304523113","0.71656460452035","0.748774004525876"
"Viel zu gross","2000","1","49","0.00681027191768035","0.00507540743278722","0.00854513640257348"
"Viel zu gross","2000","2","40","0.00599280440886732","0.00436754103009245","0.00761806778764219"
"Viel zu gross","2000","3","","","",""
"Viel zu gross","2000","4","","","",""
"Viel zu gross","2000","5","39","0.0144031018627427","0.0100674749174474","0.0187387288080379"
"Viel zu klein","2000","1","366","0.0371358317684484","0.0331469945718178","0.041124668965079"
"Viel zu klein","2000","2","162","0.018814848455919","0.0159537040367901","0.0216759928750478"
"Viel zu klein","2000","3","95","0.0150822248456504","0.0121640522465774","0.0180003974447233"
"Viel zu klein","2000","4","62","0.0138763801472833","0.0105430725505122","0.0172096877440543"
"Viel zu klein","2000","5","32","0.0144979564782362","0.0101482856988033","0.0188476272576692"
"Etwas zu gross","2001","1","362","0.0560823856128811","0.0507873420535681","0.0613774291721942"
"Etwas zu gross","2001","2","452","0.0688957714262336","0.0632056352088121","0.0745859076436551"
"Etwas zu gross","2001","3","486","0.0881716991933671","0.0811539017397405","0.0951894966469937"
"Etwas zu gross","2001","4","444","0.100497565521098","0.0918165446958538","0.109178586346343"
"Etwas zu gross","2001","5","371","0.13793810395755","0.125280228069943","0.150595979845158"
"Etwas zu klein","2001","1","1352","0.173697138678895","0.164978368847554","0.182415908510236"
"Etwas zu klein","2001","2","1310","0.167548833846581","0.159158537164904","0.175939130528259"
"Etwas zu klein","2001","3","861","0.13667844885566","0.128176548658675","0.145180349052646"
"Etwas zu klein","2001","4","653","0.149748944706963","0.139446333028175","0.160051556385751"
"Etwas zu klein","2001","5","343","0.117471520904763","0.105652536961755","0.129290504847771"
"Gerade richtig","2001","1","5205","0.725560954132508","0.71529145756011","0.735830450704906"
"Gerade richtig","2001","2","5607","0.731839299557571","0.721886788715889","0.741791810399254"
"Gerade richtig","2001","3","4781","0.749900989266257","0.73918239971242","0.760619578820093"
"Gerade richtig","2001","4","3426","0.729473621701234","0.716647319708973","0.742299923693494"
"Gerade richtig","2001","5","2103","0.728913503872939","0.712596462207495","0.745230545538383"
"Viel zu gross","2001","1","","","",""
"Viel zu gross","2001","2","33","0.0047575013355533","0.00321160222985679","0.00630340044124982"
"Viel zu gross","2001","3","54","0.0101206668577265","0.0076433852181781","0.0125979484972748"
"Viel zu gross","2001","4","","","",""
"Viel zu gross","2001","5","","","",""
"Viel zu klein","2001","1","314","0.0424101618262129","0.0377723408395738","0.047047982812852"
"Viel zu klein","2001","2","209","0.0269585938340606","0.0233199335665591","0.0305972541015622"
"Viel zu klein","2001","3","89","0.0151281958269893","0.012107109665445","0.0181492819885337"
"Viel zu klein","2001","4","56","0.0114594757104251","0.00838641267451293","0.0145325387463373"
"Viel zu klein","2001","5","","","",""
"Etwas zu gross","2002","1","365","0.0697911485297294","0.0634687625654729","0.0761135344939858"
"Etwas zu gross","2002","2","458","0.0765418689249505","0.0701072842428898","0.0829764536070112"
"Etwas zu gross","2002","3","497","0.0861910872846896","0.0790625151225952","0.0933196594467839"
"Etwas zu gross","2002","4","638","0.133802093586281","0.125074473109812","0.142529714062749"
"Etwas zu gross","2002","5","681","0.14088260729175","0.131657159899155","0.150108054684345"
"Etwas zu klein","2002","1","1235","0.197041430235662","0.187171457736564","0.20691140273476"
"Etwas zu klein","2002","2","1133","0.169058721162076","0.159987487756873","0.17812995456728"
"Etwas zu klein","2002","3","942","0.147025975364725","0.138030821149168","0.156021129580282"
"Etwas zu klein","2002","4","838","0.140600956677768","0.131689526594625","0.149512386760912"
"Etwas zu klein","2002","5","746","0.125108574195049","0.116335473617698","0.133881674772401"
"Gerade richtig","2002","1","4295","0.680788827393031","0.669221424831683","0.692356229954379"
"Gerade richtig","2002","2","4750","0.722764763199021","0.711930856657908","0.733598669740134"
"Gerade richtig","2002","3","4372","0.74372334153261","0.732634047264654","0.754812635800567"
"Gerade richtig","2002","4","4212","0.691048718637423","0.679203170370933","0.702894266903914"
"Gerade richtig","2002","5","3888","0.698730842772551","0.686564367325762","0.71089731821934"
"Viel zu gross","2002","1","69","0.0104548781269939","0.00793100286656172","0.0129787533874261"
"Viel zu gross","2002","2","32","0.00589365103363654","0.00404109643108605","0.00774620563618703"
"Viel zu gross","2002","3","47","0.0104846199490623","0.00789741224024828","0.0130718276578763"
"Viel zu gross","2002","4","51","0.0147585243839901","0.011667171062964","0.0178498777050161"
"Viel zu gross","2002","5","98","0.0198146450165713","0.0161190893916476","0.0235102006414949"
"Viel zu klein","2002","1","275","0.0419237157145836","0.0369506920383051","0.0468967393908622"
"Viel zu klein","2002","2","185","0.0257409956803159","0.0219082299928754","0.0295737613677563"
"Viel zu klein","2002","3","96","0.012574975868913","0.0097445660598214","0.0154053856780045"
"Viel zu klein","2002","4","106","0.0197897067145376","0.016219156529004","0.0233602569000711"
"Viel zu klein","2002","5","50","0.0154633307240786","0.0121914311808838","0.0187352302672734"
"Etwas zu gross","2003","1","316","0.056846036593339","0.050873088997052","0.062818984189626"
"Etwas zu gross","2003","2","441","0.0807321005988464","0.0738985025403393","0.0875656986573535"
"Etwas zu gross","2003","3","520","0.0900364133390248","0.0828622549549093","0.0972105717231404"
"Etwas zu gross","2003","4","633","0.123793466197323","0.115340844375236","0.13224608801941"
"Etwas zu gross","2003","5","671","0.15610412397372","0.145952985678861","0.16625526226858"
"Etwas zu klein","2003","1","1165","0.203528114755617","0.193142200273514","0.213914029237719"
"Etwas zu klein","2003","2","1107","0.181182490204227","0.171520714980101","0.190844265428354"
"Etwas zu klein","2003","3","935","0.151900090269973","0.14290402941108","0.160896151128866"
"Etwas zu klein","2003","4","876","0.154333279913282","0.145061379756892","0.163605180069672"
"Etwas zu klein","2003","5","557","0.10867469945267","0.0999701666750837","0.117379232230256"
"Gerade richtig","2003","1","4009","0.695063535341879","0.683187697874103","0.706939372809656"
"Gerade richtig","2003","2","4351","0.706058319776309","0.694630690829055","0.717485948723563"
"Gerade richtig","2003","3","4519","0.73390323733184","0.722827081493207","0.744979393170474"
"Gerade richtig","2003","4","4174","0.689761123315293","0.677888770359109","0.701633476271477"
"Gerade richtig","2003","5","3594","0.715816842586359","0.703202539899022","0.728431145273697"
"Viel zu gross","2003","1","50","0.00946772923418566","0.00696965959354059","0.0119657988748307"
"Viel zu gross","2003","2","31","0.00560914926476801","0.00373574150256397","0.00748255702697205"
"Viel zu gross","2003","3","43","0.00649112979955455","0.00447835177780544","0.00850390782130367"
"Viel zu gross","2003","4","82","0.0200566021378","0.0164585412467527","0.0236546630288474"
"Viel zu gross","2003","5","48","0.00935722257645584","0.00666447810617285","0.0120499670467388"
"Viel zu klein","2003","1","233","0.0350945840749794","0.0303476878856631","0.0398414802642957"
"Viel zu klein","2003","2","175","0.0264179401558493","0.0223950236949858","0.0304408566167128"
"Viel zu klein","2003","3","98","0.0176691292596076","0.0143670588421068","0.0209711996771084"
"Viel zu klein","2003","4","67","0.0120555284363022","0.0092546211914926","0.0148564356811118"
"Viel zu klein","2003","5","41","0.0100471114107946","0.00725783857964528","0.012836384241944"
"Etwas zu gross","2004","1","335","0.0672593168549169","0.0606619973831124","0.0738566363267214"
"Etwas zu gross","2004","2","380","0.0721095824184629","0.065505314158367","0.0787138506785588"
"Etwas zu gross","2004","3","497","0.0896814627040041","0.0823671551325454","0.0969957702754629"
"Etwas zu gross","2004","4","696","0.145949634401573","0.136772098254927","0.155127170548219"
"Etwas zu gross","2004","5","687","0.139669773558566","0.129913009469458","0.149426537647674"
"Etwas zu klein","2004","1","1044","0.191759013468254","0.181389481432052","0.202128545504457"
"Etwas zu klein","2004","2","989","0.16557608618677","0.156085958672569","0.175066213700971"
"Etwas zu klein","2004","3","871","0.141231047669202","0.132315902041609","0.150146193296795"
"Etwas zu klein","2004","4","743","0.127707503875794","0.119031452142265","0.136383555609323"
"Etwas zu klein","2004","5","608","0.133918370461066","0.124332722163421","0.14350401875871"
"Gerade richtig","2004","1","3896","0.695028409187606","0.682901732463919","0.707155085911292"
"Gerade richtig","2004","2","4378","0.736442105320243","0.725193797550106","0.74769041309038"
"Gerade richtig","2004","3","4335","0.7390136931043","0.72777126063196","0.750256125576639"
"Gerade richtig","2004","4","4144","0.705612992365991","0.693765526654282","0.717460458077699"
"Gerade richtig","2004","5","3452","0.706561255263602","0.693745162667547","0.719377347859658"
"Viel zu gross","2004","1","44","0.00930447791503809","0.00677560541386888","0.0118333504162073"
"Viel zu gross","2004","2","","","",""
"Viel zu gross","2004","3","43","0.00926041108377415","0.00680841328670161","0.0117124088808467"
"Viel zu gross","2004","4","59","0.0111251640480967","0.00839865633207298","0.0138516717641205"
"Viel zu gross","2004","5","67","0.0132557222742424","0.0100366850007262","0.0164747595477587"
"Viel zu klein","2004","1","218","0.0366487825741849","0.0316996062031751","0.0415979589451947"
"Viel zu klein","2004","2","118","0.0207430119133544","0.0171041622064864","0.0243818616202223"
"Viel zu klein","2004","3","116","0.0208133854387203","0.0171588743713006","0.0244678965061399"
"Viel zu klein","2004","4","43","0.00960470530854547","0.00706940643836979","0.0121400041787212"
"Viel zu klein","2004","5","35","0.00659487844252328","0.00431669551063588","0.00887306137441067"
"Etwas zu gross","2005","1","301","0.0517839841540945","0.0458644534858697","0.0577035148223193"
"Etwas zu gross","2005","2","384","0.0789560954293944","0.0718188214896598","0.086093369369129"
"Etwas zu gross","2005","3","476","0.0905486464412411","0.0829859445783809","0.0981113483041013"
"Etwas zu gross","2005","4","548","0.118922095558994","0.110329812034624","0.127514379083365"
"Etwas zu gross","2005","5","674","0.140670168084629","0.130856859954579","0.150483476214678"
"Etwas zu klein","2005","1","987","0.183294979594127","0.172959186694353","0.193630772493901"
"Etwas zu klein","2005","2","907","0.158109483247246","0.148453285825465","0.167765680669026"
"Etwas zu klein","2005","3","901","0.173054873028381","0.163085300792075","0.183024445264687"
"Etwas zu klein","2005","4","781","0.131167126206155","0.122206243521264","0.140128008891045"
"Etwas zu klein","2005","5","533","0.126101988805735","0.11673228566237","0.135471691949099"
"Gerade richtig","2005","1","3889","0.720487194678714","0.708499107601689","0.73247528175574"
"Gerade richtig","2005","2","4065","0.735238518465289","0.723561259949432","0.746915776981146"
"Gerade richtig","2005","3","4001","0.709144114267467","0.697175263793008","0.721112964741926"
"Gerade richtig","2005","4","4036","0.735021183554724","0.723306631857225","0.746735735252224"
"Gerade richtig","2005","5","3484","0.709469221297261","0.696654848873504","0.722283593721019"
"Viel zu gross","2005","1","45","0.0107369728258277","0.00798380480060765","0.0134901408510477"
"Viel zu gross","2005","2","33","0.00751021026042809","0.00522519849930436","0.00979522202155183"
"Viel zu gross","2005","3","54","0.0119741583006038","0.00910765193023119","0.0148406646709764"
"Viel zu gross","2005","4","41","0.008164078310474","0.00577547700688289","0.0105526796140651"
"Viel zu gross","2005","5","101","0.0192906965283706","0.0154084904063883","0.0231729026503528"
"Viel zu klein","2005","1","161","0.0336968687472368","0.0288764211316688","0.0385173163628047"
"Viel zu klein","2005","2","95","0.0201856925976427","0.0164635493421192","0.0239078358531663"
"Viel zu klein","2005","3","99","0.0152782079623069","0.012045702667617","0.0185107132569968"
"Viel zu klein","2005","4","46","0.00672551636965256","0.00455597655799747","0.00889505618130765"
"Viel zu klein","2005","5","30","0.00446792528400521","0.0025855116164497","0.00635033895156073"
"Etwas zu gross","2006","1","352","0.0580586653754705","0.0519871903313122","0.0641301404196288"
"Etwas zu gross","2006","2","470","0.085256189542393","0.0781382081156779","0.0923741709691081"
"Etwas zu gross","2006","3","583","0.103145989941195","0.0953844848933906","0.110907494989"
"Etwas zu gross","2006","4","693","0.122424477514116","0.11416579264544","0.130683162382793"
"Etwas zu gross","2006","5","748","0.150435444686655","0.140571565429585","0.160299323943726"
"Etwas zu klein","2006","1","1047","0.179772121075328","0.16980253339863","0.189741708752026"
"Etwas zu klein","2006","2","949","0.158037232531381","0.148739644416101","0.16733482064666"
"Etwas zu klein","2006","3","899","0.163452114840937","0.154015862028786","0.172888367653088"
"Etwas zu klein","2006","4","813","0.136453945998796","0.127804857992943","0.14510303400465"
"Etwas zu klein","2006","5","516","0.121613730256919","0.112595765325227","0.130631695188611"
"Gerade richtig","2006","1","4054","0.710442260228771","0.69866672258448","0.722217797873063"
"Gerade richtig","2006","2","4336","0.726757848437816","0.715399560737273","0.73811613613836"
"Gerade richtig","2006","3","4229","0.697617897963852","0.685897408712244","0.709338387215461"
"Gerade richtig","2006","4","4390","0.714009199068943","0.70262342792621","0.725394970211677"
"Gerade richtig","2006","5","3645","0.699359027782128","0.686707334804247","0.712010720760008"
"Viel zu gross","2006","1","34","0.00536066061383244","0.00346486840121548","0.00725645282644939"
"Viel zu gross","2006","2","56","0.0099620668121298","0.0074307599644453","0.0124933736598143"
"Viel zu gross","2006","3","64","0.0122645200377508","0.00945582557183513","0.0150732145036665"
"Viel zu gross","2006","4","86","0.014647463488261","0.0116204695862323","0.0176744573902898"
"Viel zu gross","2006","5","99","0.0196296950758682","0.0158020970783129","0.0234572930734235"
"Viel zu klein","2006","1","212","0.0463662927065978","0.0409069451256596","0.0518256402875359"
"Viel zu klein","2006","2","102","0.0199866626762799","0.016419439458736","0.0235538858938238"
"Viel zu klein","2006","3","124","0.0235194772162644","0.0196522070075852","0.0273867474249435"
"Viel zu klein","2006","4","69","0.012464913929883","0.00966944014534884","0.0152603877144171"
"Viel zu klein","2006","5","38","0.00896210219842998","0.0063617956769861","0.0115624087198739"
"Etwas zu gross","2007","1","296","0.0571947559042591","0.0506875587218114","0.0637019530867069"
"Etwas zu gross","2007","2","410","0.0830639341768351","0.0757024191439785","0.0904254492096917"
"Etwas zu gross","2007","3","528","0.102168881244518","0.0942321165287523","0.110105645960284"
"Etwas zu gross","2007","4","659","0.122315488338522","0.113829656064718","0.130801320612327"
"Etwas zu gross","2007","5","750","0.152975795921534","0.142959140165391","0.162992451677677"
"Etwas zu klein","2007","1","866","0.168963732426794","0.158463193171775","0.179464271681812"
"Etwas zu klein","2007","2","876","0.167897170461876","0.157927022230241","0.177867318693511"
"Etwas zu klein","2007","3","864","0.147433990116275","0.138143263589668","0.156724716642881"
"Etwas zu klein","2007","4","800","0.141972895340163","0.132933534511227","0.151012256169098"
"Etwas zu klein","2007","5","598","0.129054478492309","0.119725254666585","0.138383702318032"
"Gerade richtig","2007","1","3516","0.714737295949128","0.702084089718204","0.727390502180053"
"Gerade richtig","2007","2","3969","0.721505726566999","0.709548802997254","0.733462650136744"
"Gerade richtig","2007","3","4087","0.731520820120106","0.719907523681329","0.743134116558883"
"Gerade richtig","2007","4","4159","0.715869266313859","0.704188792376863","0.727549740250854"
"Gerade richtig","2007","5","3492","0.696688386852911","0.683896715803349","0.709480057902472"
"Viel zu gross","2007","1","48","0.0111113344931792","0.00817394405216311","0.0140487249341952"
"Viel zu gross","2007","2","31","0.00692405729753334","0.00471217005158531","0.00913594454348136"
"Viel zu gross","2007","3","44","0.00652145623965398","0.00441215601826743","0.00863075646104054"
"Viel zu gross","2007","4","71","0.0132204265405853","0.0102622961815106","0.0161785568996599"
"Viel zu gross","2007","5","98","0.0173049245525845","0.0136761689244112","0.0209336801807577"
"Viel zu klein","2007","1","166","0.0479928812266394","0.0420030666765243","0.0539826957767545"
"Viel zu klein","2007","2","113","0.0206091114967559","0.016819461587465","0.0243987614060469"
"Viel zu klein","2007","3","71","0.0123548522794472","0.00946013531858286","0.0152495692403116"
"Viel zu klein","2007","4","38","0.00662192346687067","0.00452136940456638","0.00872247752917495"
"Viel zu klein","2007","5","","","",""
"Etwas zu gross","2008","1","244","0.0698745908463708","0.0622298483339135","0.077519333358828"
"Etwas zu gross","2008","2","378","0.07691965363926","0.0692772835868342","0.0845620236916859"
"Etwas zu gross","2008","3","561","0.107440100019769","0.0991660435102825","0.115714156529256"
"Etwas zu gross","2008","4","623","0.121251680370552","0.112646113265757","0.129857247475347"
"Etwas zu gross","2008","5","749","0.157012818264891","0.146891105857829","0.167134530671953"
"Etwas zu klein","2008","1","731","0.166678240017145","0.155502448712212","0.177854031322078"
"Etwas zu klein","2008","2","721","0.156724887248063","0.146298273740896","0.167151500755231"
"Etwas zu klein","2008","3","837","0.158381782620661","0.148626793887819","0.168136771353503"
"Etwas zu klein","2008","4","740","0.131695958739021","0.12278087362079","0.140611043857251"
"Etwas zu klein","2008","5","572","0.132789608297881","0.123348559660243","0.142230656935518"
"Gerade richtig","2008","1","3124","0.713899103625335","0.700346881958497","0.727451325292173"
"Gerade richtig","2008","2","3445","0.738119445211518","0.725509749685751","0.750729140737285"
"Gerade richtig","2008","3","3848","0.703541492873165","0.691339144729382","0.715743841016947"
"Gerade richtig","2008","4","4040","0.719350190724781","0.707504622020558","0.731195759429004"
"Gerade richtig","2008","5","3512","0.680848838431529","0.667880046620175","0.693817630242884"
"Viel zu gross","2008","1","51","0.0171095571645629","0.0132208574369016","0.0209982568922243"
"Viel zu gross","2008","2","46","0.00922146296919145","0.00648002856312736","0.0119628973752555"
"Viel zu gross","2008","3","73","0.0185448823307321","0.0149402260602227","0.0221495386012415"
"Viel zu gross","2008","4","79","0.0160442125938719","0.0127317547877933","0.0193566703999504"
