year,pgisced97,sampreg,pli0082,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,Pre-primary Level,East,At least once per month,0.26663,31,104,0.18123,0.35203
1998,Pre-primary Level,East,Seldom,0.69339,73,104,0.60435,0.78244
1998,Primary Level,West,At least once per month,0.09833,39,414,0.06961,0.12705
1998,Primary Level,West,Seldom,0.55083,245,414,0.50285,0.59880
1998,Primary Level,West,Never,0.31205,130,414,0.26736,0.35673
1998,Lower Secondary Level,West,At least once per week,0.04214,88,2143,0.03363,0.05065
1998,Lower Secondary Level,West,At least once per month,0.19874,411,2143,0.18184,0.21563
1998,Lower Secondary Level,West,Seldom,0.57398,1272,2143,0.55304,0.59492
1998,Lower Secondary Level,West,Never,0.18454,372,2143,0.16811,0.20096
1998,Lower Secondary Level,East,At least once per month,0.18266,71,350,0.14212,0.22320
1998,Lower Secondary Level,East,Seldom,0.51451,206,350,0.46208,0.56695
1998,Lower Secondary Level,East,Never,0.25732,73,350,0.21146,0.30319
1998,Upper Secondary Level,West,At least once per week,0.05257,254,4885,0.04631,0.05883
1998,Upper Secondary Level,West,At least once per month,0.24873,1185,4885,0.23660,0.26085
1998,Upper Secondary Level,West,Seldom,0.60834,3020,4885,0.59465,0.62203
1998,Upper Secondary Level,West,Never,0.08974,426,4885,0.08172,0.09775
1998,Upper Secondary Level,East,At least once per week,0.04626,94,2084,0.03724,0.05528
1998,Upper Secondary Level,East,At least once per month,0.22278,477,2084,0.20491,0.24065
1998,Upper Secondary Level,East,Seldom,0.60959,1289,2084,0.58864,0.63054
1998,Upper Secondary Level,East,Never,0.12138,224,2084,0.10735,0.13540
1998,Post-secondary Non-tertiary Level,West,At least once per month,0.29869,122,396,0.25355,0.34383
1998,Post-secondary Non-tertiary Level,West,Seldom,0.59651,274,396,0.54813,0.64489
1998,Post-secondary Non-tertiary Level,East,Seldom,0.63095,44,44,0.48672,0.77519
1998,First Stage of Tertiary Education,West,At least once per month,0.27162,144,554,0.23454,0.30869
1998,First Stage of Tertiary Education,West,Seldom,0.60186,376,554,0.56106,0.64266
1998,First Stage of Tertiary Education,West,Never,0.07048,34,554,0.04914,0.09181
1998,First Stage of Tertiary Education,East,At least once per month,0.26711,65,211,0.20727,0.32695
1998,First Stage of Tertiary Education,East,Seldom,0.60843,146,211,0.54242,0.67445
1998,Second Stage of Tertiary Education,West,At least once per week,0.06577,65,1091,0.05105,0.08048
1998,Second Stage of Tertiary Education,West,At least once per month,0.40410,426,1091,0.37496,0.43323
1998,Second Stage of Tertiary Education,West,Seldom,0.50038,566,1091,0.47070,0.53007
1998,Second Stage of Tertiary Education,West,Never,0.02746,34,1091,0.01776,0.03716
1998,Second Stage of Tertiary Education,East,At least once per week,0.04444,43,838,0.03048,0.05840
1998,Second Stage of Tertiary Education,East,At least once per month,0.31359,274,838,0.28216,0.34502
1998,Second Stage of Tertiary Education,East,Seldom,0.59318,521,838,0.55990,0.62646
2003,No answer / don't know,West,At least once per month,0.16169,34,147,0.10197,0.22141
2003,No answer / don't know,West,Seldom,0.65004,113,147,0.57268,0.72741
2003,No answer / don't know,East,Seldom,0.60413,38,38,0.44656,0.76171
2003,Pre-primary Level,West,At least once per month,0.18577,104,432,0.14906,0.22249
2003,Pre-primary Level,West,Seldom,0.63338,276,432,0.58789,0.67888
2003,Pre-primary Level,West,Never,0.13485,52,432,0.10260,0.16709
2003,Pre-primary Level,East,At least once per month,0.23971,38,139,0.16849,0.31094
2003,Pre-primary Level,East,Seldom,0.65931,101,139,0.58024,0.73839
2003,Primary Level,West,Seldom,0.47444,125,222,0.40860,0.54028
2003,Primary Level,West,Never,0.39235,97,222,0.32797,0.45672
2003,Lower Secondary Level,West,At least once per week,0.03340,78,2309,0.02607,0.04073
2003,Lower Secondary Level,West,At least once per month,0.16690,381,2309,0.15169,0.18211
2003,Lower Secondary Level,West,Seldom,0.54753,1310,2309,0.52722,0.56784
2003,Lower Secondary Level,West,Never,0.25090,540,2309,0.23321,0.26858
2003,Lower Secondary Level,East,At least once per month,0.13672,69,396,0.10284,0.17060
2003,Lower Secondary Level,East,Seldom,0.56547,227,396,0.51659,0.61436
2003,Lower Secondary Level,East,Never,0.26682,100,396,0.22320,0.31044
2003,Upper Secondary Level,West,At least once per week,0.04284,372,8247,0.03847,0.04721
2003,Upper Secondary Level,West,At least once per month,0.23355,2001,8247,0.22442,0.24268
2003,Upper Secondary Level,West,Seldom,0.58422,4874,8247,0.57359,0.59486
2003,Upper Secondary Level,West,Never,0.13849,1000,8247,0.13103,0.14595
2003,Upper Secondary Level,East,At least once per week,0.03913,112,2800,0.03195,0.04632
2003,Upper Secondary Level,East,At least once per month,0.20118,560,2800,0.18632,0.21603
2003,Upper Secondary Level,East,Seldom,0.60730,1748,2800,0.58920,0.62539
2003,Upper Secondary Level,East,Never,0.15165,380,2800,0.13836,0.16493
2003,Post-secondary Non-tertiary Level,West,At least once per week,0.06110,57,1005,0.04629,0.07592
2003,Post-secondary Non-tertiary Level,West,At least once per month,0.27362,285,1005,0.24605,0.30120
2003,Post-secondary Non-tertiary Level,West,Seldom,0.57193,577,1005,0.54132,0.60254
2003,Post-secondary Non-tertiary Level,West,Never,0.09335,86,1005,0.07535,0.11134
2003,Post-secondary Non-tertiary Level,East,At least once per month,0.33175,43,129,0.25018,0.41332
2003,Post-secondary Non-tertiary Level,East,Seldom,0.59477,86,129,0.50972,0.67982
2003,First Stage of Tertiary Education,West,At least once per week,0.05044,60,1225,0.03818,0.06270
2003,First Stage of Tertiary Education,West,At least once per month,0.27536,343,1225,0.25034,0.30039
2003,First Stage of Tertiary Education,West,Seldom,0.60008,744,1225,0.57263,0.62752
2003,First Stage of Tertiary Education,West,Never,0.07210,78,1225,0.05761,0.08659
2003,First Stage of Tertiary Education,East,At least once per month,0.23457,108,431,0.19452,0.27462
2003,First Stage of Tertiary Education,East,Seldom,0.60241,281,431,0.55615,0.64867
2003,First Stage of Tertiary Education,East,Never,0.11687,42,431,0.08650,0.14723
2003,Second Stage of Tertiary Education,West,At least once per week,0.06420,216,3032,0.05548,0.07293
2003,Second Stage of Tertiary Education,West,At least once per month,0.36524,1195,3032,0.34810,0.38238
2003,Second Stage of Tertiary Education,West,Seldom,0.52031,1507,3032,0.50253,0.53810
2003,Second Stage of Tertiary Education,West,Never,0.04839,114,3032,0.04075,0.05603
2003,Second Stage of Tertiary Education,East,At least once per week,0.07866,97,1287,0.06395,0.09337
2003,Second Stage of Tertiary Education,East,At least once per month,0.32807,432,1287,0.30241,0.35373
2003,Second Stage of Tertiary Education,East,Seldom,0.54702,712,1287,0.51981,0.57423
2003,Second Stage of Tertiary Education,East,Never,0.04625,46,1287,0.03478,0.05773
2008,No answer / don't know,West,At least once per month,0.14844,40,243,0.10364,0.19323
2008,No answer / don't know,West,Seldom,0.54682,137,243,0.48410,0.60954
2008,No answer / don't know,West,Never,0.26569,66,243,0.21004,0.32134
2008,No answer / don't know,East,Seldom,0.46452,39,39,0.30595,0.62310
2008,Pre-primary Level,West,At least once per month,0.28496,62,238,0.22749,0.34243
2008,Pre-primary Level,West,Seldom,0.58620,176,238,0.52349,0.64890
2008,Pre-primary Level,East,Seldom,0.67579,55,55,0.55094,0.80063
2008,Primary Level,West,Seldom,0.47461,72,154,0.39549,0.55374
2008,Primary Level,West,Never,0.47744,82,154,0.39829,0.55659
2008,Lower Secondary Level,West,At least once per month,0.10453,195,1677,0.08988,0.11918
2008,Lower Secondary Level,West,Seldom,0.54959,955,1677,0.52577,0.57341
2008,Lower Secondary Level,West,Never,0.32551,527,1677,0.30307,0.34794
2008,Lower Secondary Level,East,At least once per month,0.10785,36,292,0.07221,0.14349
2008,Lower Secondary Level,East,Seldom,0.43068,152,292,0.37378,0.48757
2008,Lower Secondary Level,East,Never,0.43429,104,292,0.37734,0.49124
2008,Upper Secondary Level,West,At least once per week,0.02393,168,7187,0.02040,0.02747
2008,Upper Secondary Level,West,At least once per month,0.18589,1445,7187,0.17690,0.19488
2008,Upper Secondary Level,West,Seldom,0.61215,4433,7187,0.60088,0.62341
2008,Upper Secondary Level,West,Never,0.17727,1141,7187,0.16844,0.18610
2008,Upper Secondary Level,East,At least once per week,0.02428,59,2488,0.01823,0.03032
2008,Upper Secondary Level,East,At least once per month,0.17149,419,2488,0.15667,0.18630
2008,Upper Secondary Level,East,Seldom,0.59308,1522,2488,0.57377,0.61239
2008,Upper Secondary Level,East,Never,0.21084,488,2488,0.19481,0.22687
2008,Post-secondary Non-tertiary Level,West,At least once per month,0.24231,208,899,0.21429,0.27034
2008,Post-secondary Non-tertiary Level,West,Seldom,0.64913,612,899,0.61791,0.68034
2008,Post-secondary Non-tertiary Level,West,Never,0.09516,79,899,0.07597,0.11436
2008,Post-secondary Non-tertiary Level,East,Seldom,0.60123,106,106,0.50757,0.69489
2008,First Stage of Tertiary Education,West,At least once per month,0.22231,236,1006,0.19660,0.24802
2008,First Stage of Tertiary Education,West,Seldom,0.63146,670,1006,0.60163,0.66128
2008,First Stage of Tertiary Education,West,Never,0.11817,100,1006,0.09821,0.13812
2008,First Stage of Tertiary Education,East,At least once per month,0.18934,72,360,0.14881,0.22987
2008,First Stage of Tertiary Education,East,Seldom,0.62883,242,360,0.57886,0.67881
2008,First Stage of Tertiary Education,East,Never,0.14032,46,360,0.10439,0.17625
2008,Second Stage of Tertiary Education,West,At least once per week,0.05512,149,2938,0.04687,0.06338
2008,Second Stage of Tertiary Education,West,At least once per month,0.31222,1008,2938,0.29546,0.32898
2008,Second Stage of Tertiary Education,West,Seldom,0.56471,1636,2938,0.54678,0.58264
2008,Second Stage of Tertiary Education,West,Never,0.06630,145,2938,0.05730,0.07529
2008,Second Stage of Tertiary Education,East,At least once per week,0.03886,56,1242,0.02811,0.04961
2008,Second Stage of Tertiary Education,East,At least once per month,0.29509,389,1242,0.26971,0.32046
2008,Second Stage of Tertiary Education,East,Seldom,0.59786,727,1242,0.57058,0.62514
2008,Second Stage of Tertiary Education,East,Never,0.06819,70,1242,0.05417,0.08222
2013,No answer / don't know,West,At least once per month,0.21955,94,373,0.17748,0.26161
2013,No answer / don't know,West,Seldom,0.52100,213,373,0.47023,0.57176
2013,No answer / don't know,West,Never,0.22944,66,373,0.18671,0.27217
2013,Pre-primary Level,West,At least once per month,0.27947,127,356,0.23279,0.32615
2013,Pre-primary Level,West,Seldom,0.62660,229,356,0.57628,0.67691
2013,Pre-primary Level,East,Seldom,0.59263,33,33,0.42239,0.76287
2013,Primary Level,West,At least once per month,0.12653,36,264,0.08635,0.16670
2013,Primary Level,West,Seldom,0.39224,110,264,0.33323,0.45125
2013,Primary Level,West,Never,0.45908,118,264,0.39885,0.51930
2013,Lower Secondary Level,West,At least once per week,0.02967,83,2243,0.02265,0.03670
2013,Lower Secondary Level,West,At least once per month,0.14538,357,2243,0.13079,0.15998
2013,Lower Secondary Level,West,Seldom,0.52041,1196,2243,0.49973,0.54109
2013,Lower Secondary Level,West,Never,0.30441,607,2243,0.28536,0.32346
2013,Lower Secondary Level,East,At least once per month,0.12942,50,326,0.09292,0.16591
2013,Lower Secondary Level,East,Seldom,0.46370,154,326,0.40949,0.51792
2013,Lower Secondary Level,East,Never,0.38069,122,326,0.32790,0.43348
2013,Upper Secondary Level,West,At least once per week,0.03077,343,9319,0.02726,0.03428
2013,Upper Secondary Level,West,At least once per month,0.23660,2337,9319,0.22797,0.24523
2013,Upper Secondary Level,West,Seldom,0.58458,5422,9319,0.57457,0.59458
2013,Upper Secondary Level,West,Never,0.14651,1217,9319,0.13933,0.15370
2013,Upper Secondary Level,East,At least once per week,0.02504,93,3034,0.01948,0.03060
2013,Upper Secondary Level,East,At least once per month,0.21377,651,3034,0.19918,0.22836
2013,Upper Secondary Level,East,Seldom,0.58349,1743,3034,0.56594,0.60103
2013,Upper Secondary Level,East,Never,0.17608,547,3034,0.16252,0.18964
2013,Post-secondary Non-tertiary Level,West,At least once per week,0.04938,70,1490,0.03838,0.06039
2013,Post-secondary Non-tertiary Level,West,At least once per month,0.28967,468,1490,0.26663,0.31271
2013,Post-secondary Non-tertiary Level,West,Seldom,0.56446,833,1490,0.53927,0.58964
2013,Post-secondary Non-tertiary Level,West,Never,0.09035,119,1490,0.07579,0.10491
2013,Post-secondary Non-tertiary Level,East,At least once per month,0.29075,93,245,0.23377,0.34773
2013,Post-secondary Non-tertiary Level,East,Seldom,0.60642,152,245,0.54512,0.66772
2013,First Stage of Tertiary Education,West,At least once per week,0.04692,60,1240,0.03515,0.05870
2013,First Stage of Tertiary Education,West,At least once per month,0.28007,388,1240,0.25507,0.30507
2013,First Stage of Tertiary Education,West,Seldom,0.58359,704,1240,0.55614,0.61104
2013,First Stage of Tertiary Education,West,Never,0.08926,88,1240,0.07339,0.10514
2013,First Stage of Tertiary Education,East,At least once per month,0.29416,117,409,0.24994,0.33837
2013,First Stage of Tertiary Education,East,Seldom,0.58600,253,409,0.53820,0.63379
2013,First Stage of Tertiary Education,East,Never,0.08973,39,409,0.06200,0.11747
2013,Second Stage of Tertiary Education,West,At least once per week,0.06128,299,4364,0.05416,0.06839
2013,Second Stage of Tertiary Education,West,At least once per month,0.43027,1867,4364,0.41558,0.44496
2013,Second Stage of Tertiary Education,West,Seldom,0.46632,2013,4364,0.45152,0.48113
2013,Second Stage of Tertiary Education,West,Never,0.04037,185,4364,0.03453,0.04621
2013,Second Stage of Tertiary Education,East,At least once per week,0.06513,105,1448,0.05242,0.07785
2013,Second Stage of Tertiary Education,East,At least once per month,0.33181,521,1448,0.30755,0.35607
2013,Second Stage of Tertiary Education,East,Seldom,0.53762,747,1448,0.51193,0.56331
2013,Second Stage of Tertiary Education,East,Never,0.06516,75,1448,0.05245,0.07788
2019,No answer / don't know,West,At least once per week,0.06273,55,631,0.04380,0.08167
2019,No answer / don't know,West,At least once per month,0.24405,153,631,0.21050,0.27759
2019,No answer / don't know,West,Seldom,0.48108,296,631,0.44206,0.52010
2019,No answer / don't know,West,Never,0.20831,127,631,0.17660,0.24003
2019,No answer / don't know,East,At least once per month,0.16743,36,109,0.09702,0.23785
2019,No answer / don't know,East,Seldom,0.63319,73,109,0.54230,0.72409
2019,Pre-primary Level,West,At least once per month,0.30846,99,245,0.25051,0.36641
2019,Pre-primary Level,West,Seldom,0.56912,146,245,0.50699,0.63126
2019,Pre-primary Level,East,Seldom,0.54118,33,33,0.36852,0.71383
2019,Primary Level,West,At least once per week,0.03491,142,1299,0.02493,0.04490
2019,Primary Level,West,At least once per month,0.15775,392,1299,0.13792,0.17758
2019,Primary Level,West,Seldom,0.49560,473,1299,0.46840,0.52281
2019,Primary Level,West,Never,0.30943,292,1299,0.28428,0.33458
2019,Primary Level,East,At least once per month,0.12577,35,183,0.07759,0.17394
2019,Primary Level,East,Seldom,0.45881,104,183,0.38641,0.53120
2019,Primary Level,East,Never,0.39124,44,183,0.32033,0.46214
2019,Lower Secondary Level,West,At least once per week,0.03482,156,2551,0.02770,0.04194
2019,Lower Secondary Level,West,At least once per month,0.20444,595,2551,0.18879,0.22010
2019,Lower Secondary Level,West,Seldom,0.51944,1284,2551,0.50005,0.53883
2019,Lower Secondary Level,West,Never,0.23943,516,2551,0.22286,0.25599
2019,Lower Secondary Level,East,At least once per week,0.05598,32,461,0.03497,0.07698
2019,Lower Secondary Level,East,At least once per month,0.21960,101,461,0.18177,0.25743
2019,Lower Secondary Level,East,Seldom,0.38156,206,461,0.33717,0.42595
2019,Lower Secondary Level,East,Never,0.33936,122,461,0.29609,0.38263
2019,Upper Secondary Level,West,Daily,0.00160,43,8929,0.00077,0.00243
2019,Upper Secondary Level,West,At least once per week,0.04411,500,8929,0.03985,0.04837
2019,Upper Secondary Level,West,At least once per month,0.29456,2807,8929,0.28510,0.30401
2019,Upper Secondary Level,West,Seldom,0.53682,4629,8929,0.52647,0.54716
2019,Upper Secondary Level,West,Never,0.12292,950,8929,0.11611,0.12973
2019,Upper Secondary Level,East,At least once per week,0.04182,127,2676,0.03423,0.04941
2019,Upper Secondary Level,East,At least once per month,0.23471,715,2676,0.21864,0.25077
2019,Upper Secondary Level,East,Seldom,0.56978,1474,2676,0.55102,0.58855
2019,Upper Secondary Level,East,Never,0.15263,360,2676,0.13900,0.16626
2019,Post-secondary Non-tertiary Level,West,At least once per week,0.04830,105,1914,0.03869,0.05791
2019,Post-secondary Non-tertiary Level,West,At least once per month,0.32528,674,1914,0.30429,0.34627
2019,Post-secondary Non-tertiary Level,West,Seldom,0.54430,994,1914,0.52199,0.56662
2019,Post-secondary Non-tertiary Level,West,Never,0.07902,141,1914,0.06693,0.09111
2019,Post-secondary Non-tertiary Level,East,At least once per month,0.34374,128,293,0.28927,0.39822
2019,Post-secondary Non-tertiary Level,East,Seldom,0.54995,165,293,0.49289,0.60702
2019,First Stage of Tertiary Education,West,At least once per week,0.03839,58,1214,0.02758,0.04921
2019,First Stage of Tertiary Education,West,At least once per month,0.33268,458,1214,0.30617,0.35920
2019,First Stage of Tertiary Education,West,Seldom,0.56032,634,1214,0.53238,0.58825
2019,First Stage of Tertiary Education,West,Never,0.06769,64,1214,0.05355,0.08183
2019,First Stage of Tertiary Education,East,At least once per month,0.37367,181,395,0.32590,0.42144
2019,First Stage of Tertiary Education,East,Seldom,0.53588,214,395,0.48663,0.58512
2019,Second Stage of Tertiary Education,West,At least once per week,0.06251,459,5843,0.05630,0.06872
2019,Second Stage of Tertiary Education,West,At least once per month,0.45236,2712,5843,0.43960,0.46513
2019,Second Stage of Tertiary Education,West,Seldom,0.44015,2436,5843,0.42742,0.45288
2019,Second Stage of Tertiary Education,West,Never,0.04389,236,5843,0.03864,0.04914
2019,Second Stage of Tertiary Education,East,At least once per week,0.07156,128,1651,0.05912,0.08400
2019,Second Stage of Tertiary Education,East,At least once per month,0.42087,744,1651,0.39705,0.44469
2019,Second Stage of Tertiary Education,East,Seldom,0.46284,714,1651,0.43878,0.48690
2019,Second Stage of Tertiary Education,East,Never,0.04288,65,1651,0.03311,0.05266
