"pli0082","year","bildungsniveau","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Min 1x pro Woche","1990","Realschule","Baden-Wuerttemberg","18","","",""
"Min 1x pro Woche","1990","Realschule","Bayern","24","","",""
"Min 1x pro Woche","1990","Realschule","Saarland","","","",""
"Min 1x pro Woche","1990","Realschule","Berlin","6","","",""
"Min 1x pro Woche","1990","Realschule","Brandenburg","","","",""
"Min 1x pro Woche","1990","Realschule","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1990","Realschule","Sachsen","","","",""
"Min 1x pro Woche","1990","Realschule","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1990","Realschule","Thueringen","","","",""
"Min 1x pro Woche","1990","(Fach-)Abitur","Schleswig-Holstein","4","","",""
"Min 1x pro Woche","1990","(Fach-)Abitur","Hamburg","","","",""
"Min 1x pro Woche","1990","(Fach-)Abitur","Niedersachsen","5","","",""
"Min 1x pro Woche","1990","(Fach-)Abitur","Bremen","","","",""
"Min 1x pro Woche","1990","(Fach-)Abitur","Nordrhein-Westfalen","16","","",""
"Min 1x pro Woche","1990","(Fach-)Abitur","Hessen","9","","",""
"Min 1x pro Woche","1990","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","1990","(Fach-)Abitur","Baden-Wuerttemberg","9","","",""
"Min 1x pro Woche","1990","(Fach-)Abitur","Bayern","24","","",""
"Min 1x pro Woche","1990","(Fach-)Abitur","Saarland","","","",""
"Min 1x pro Woche","1990","(Fach-)Abitur","Berlin","2","","",""
"Min 1x pro Woche","1990","(Fach-)Abitur","Brandenburg","","","",""
"Min 1x pro Woche","1990","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1990","(Fach-)Abitur","Sachsen","","","",""
"Min 1x pro Woche","1990","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1990","(Fach-)Abitur","Thueringen","","","",""
"Min 1x pro Woche","1990","AkademikerIn","Schleswig-Holstein","4","","",""
"Min 1x pro Woche","1990","AkademikerIn","Hamburg","","","",""
"Min 1x pro Woche","1990","AkademikerIn","Niedersachsen","10","","",""
"Min 1x pro Woche","1990","AkademikerIn","Bremen","1","","",""
"Min 1x pro Woche","1990","AkademikerIn","Nordrhein-Westfalen","15","","",""
"Min 1x pro Woche","1990","AkademikerIn","Hessen","12","","",""
"Min 1x pro Woche","1990","AkademikerIn","Rheinland-Pfalz,Saarland","4","","",""
"Min 1x pro Woche","1990","AkademikerIn","Baden-Wuerttemberg","14","","",""
"Min 1x pro Woche","1990","AkademikerIn","Bayern","20","","",""
"Min 1x pro Woche","1990","AkademikerIn","Saarland","","","",""
"Min 1x pro Woche","1990","AkademikerIn","Berlin","4","","",""
"Min 1x pro Woche","1990","AkademikerIn","Brandenburg","","","",""
"Min 1x pro Woche","1990","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1990","AkademikerIn","Sachsen","","","",""
"Min 1x pro Woche","1990","AkademikerIn","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1990","AkademikerIn","Thueringen","","","",""
"Min 1x pro Monat","1990","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Min 1x pro Monat","1990","(noch) kein Abschluss","Hamburg","","","",""
"Min 1x pro Monat","1990","(noch) kein Abschluss","Niedersachsen","12","","",""
"Min 1x pro Monat","1990","(noch) kein Abschluss","Bremen","","","",""
"Min 1x pro Monat","1990","(noch) kein Abschluss","Nordrhein-Westfalen","35","0.173402409417502","0.127819736786202","0.218985082048802"
"Min 1x pro Monat","1990","(noch) kein Abschluss","Hessen","12","","",""
"Min 1x pro Monat","1990","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","12","","",""
"Min 1x pro Monat","1990","(noch) kein Abschluss","Baden-Wuerttemberg","39","0.240584249264268","0.182495795089173","0.298672703439363"
"Min 1x pro Monat","1990","(noch) kein Abschluss","Bayern","32","0.449292334657471","0.348736047486178","0.549848621828765"
"Min 1x pro Monat","1990","(noch) kein Abschluss","Saarland","","","",""
"Min 1x pro Monat","1990","(noch) kein Abschluss","Berlin","2","","",""
"Min 1x pro Monat","1990","(noch) kein Abschluss","Brandenburg","","","",""
"Min 1x pro Monat","1990","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","1990","(noch) kein Abschluss","Sachsen","","","",""
"Min 1x pro Monat","1990","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","1990","(noch) kein Abschluss","Thueringen","","","",""
"Min 1x pro Monat","1990","Hauptschule","Schleswig-Holstein","51","0.310881999110414","0.240043271439857","0.38172072678097"
"Min 1x pro Monat","1990","Hauptschule","Hamburg","34","0.394342575484576","0.292235200359326","0.496449950609826"
"Min 1x pro Monat","1990","Hauptschule","Niedersachsen","166","0.311960340543386","0.2731353948575","0.350785286229273"
"Min 1x pro Monat","1990","Hauptschule","Bremen","22","","",""
"Min 1x pro Monat","1990","Hauptschule","Nordrhein-Westfalen","375","0.278791883662485","0.254854674713155","0.302729092611815"
"Min 1x pro Monat","1990","Hauptschule","Hessen","141","0.298013454949678","0.258738874027161","0.337288035872194"
"Min 1x pro Monat","1990","Hauptschule","Rheinland-Pfalz,Saarland","121","0.283582117938836","0.241797449629121","0.325366786248552"
"Min 1x pro Monat","1990","Hauptschule","Baden-Wuerttemberg","290","0.276838858167995","0.249801062186485","0.303876654149505"
"Min 1x pro Monat","1990","Hauptschule","Bayern","306","0.32408267111535","0.294162859173555","0.354002483057145"
"Min 1x pro Monat","1990","Hauptschule","Saarland","","","",""
"Min 1x pro Monat","1990","Hauptschule","Berlin","40","0.327515728189839","0.253152279625173","0.401879176754506"
"Min 1x pro Monat","1990","Hauptschule","Brandenburg","","","",""
"Min 1x pro Monat","1990","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","1990","Hauptschule","Sachsen","","","",""
"Min 1x pro Monat","1990","Hauptschule","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","1990","Hauptschule","Thueringen","","","",""
"Min 1x pro Monat","1990","Realschule","Schleswig-Holstein","23","","",""
"Min 1x pro Monat","1990","Realschule","Hamburg","12","","",""
"Min 1x pro Monat","1990","Realschule","Niedersachsen","84","0.411093180707886","0.344065167544217","0.478121193871556"
"Min 1x pro Monat","1990","Realschule","Bremen","7","","",""
"Min 1x pro Monat","1990","Realschule","Nordrhein-Westfalen","138","0.308005299195094","0.264520785107068","0.35148981328312"
"Min 1x pro Monat","1990","Realschule","Hessen","64","0.393443491359344","0.319129452832032","0.467757529886656"
"Min 1x pro Monat","1990","Realschule","Rheinland-Pfalz,Saarland","23","","",""
"Min 1x pro Monat","1990","Realschule","Baden-Wuerttemberg","99","0.388995360560238","0.329391279848707","0.44859944127177"
"Min 1x pro Monat","1990","Realschule","Bayern","105","0.362834599712558","0.306914316732417","0.418754882692698"
"Min 1x pro Monat","1990","Realschule","Saarland","","","",""
"Min 1x pro Monat","1990","Realschule","Berlin","23","","",""
"Min 1x pro Monat","1990","Realschule","Brandenburg","","","",""
"Min 1x pro Monat","1990","Realschule","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","1990","Realschule","Sachsen","","","",""
"Min 1x pro Monat","1990","Realschule","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","1990","Realschule","Thueringen","","","",""
"Min 1x pro Monat","1990","(Fach-)Abitur","Schleswig-Holstein","6","","",""
"Min 1x pro Monat","1990","(Fach-)Abitur","Hamburg","12","","",""
"Min 1x pro Monat","1990","(Fach-)Abitur","Niedersachsen","29","","",""
"Min 1x pro Monat","1990","(Fach-)Abitur","Bremen","7","","",""
"Min 1x pro Monat","1990","(Fach-)Abitur","Nordrhein-Westfalen","72","0.326449098308262","0.267247624660363","0.38565057195616"
"Min 1x pro Monat","1990","(Fach-)Abitur","Hessen","31","0.428778929459355","0.321002346855546","0.536555512063164"
"Min 1x pro Monat","1990","(Fach-)Abitur","Rheinland-Pfalz,Saarland","20","","",""
"Min 1x pro Monat","1990","(Fach-)Abitur","Baden-Wuerttemberg","56","0.480792920381078","0.393897764745039","0.567688076017117"
"Min 1x pro Monat","1990","(Fach-)Abitur","Bayern","34","0.286707943199247","0.201419581971759","0.371996304426734"
"Min 1x pro Monat","1990","(Fach-)Abitur","Saarland","","","",""
"Min 1x pro Monat","1990","(Fach-)Abitur","Berlin","7","","",""
"Min 1x pro Monat","1990","(Fach-)Abitur","Brandenburg","","","",""
"Min 1x pro Monat","1990","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","1990","(Fach-)Abitur","Sachsen","","","",""
"Min 1x pro Monat","1990","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","1990","(Fach-)Abitur","Thueringen","","","",""
"Min 1x pro Monat","1990","AkademikerIn","Schleswig-Holstein","5","","",""
"Min 1x pro Monat","1990","AkademikerIn","Hamburg","11","","",""
"Min 1x pro Monat","1990","AkademikerIn","Niedersachsen","38","0.438098394481925","0.326551556927891","0.549645232035959"
"Min 1x pro Monat","1990","AkademikerIn","Bremen","2","","",""
"Min 1x pro Monat","1990","AkademikerIn","Nordrhein-Westfalen","83","0.405796084892885","0.337399065457958","0.474193104327813"
"Min 1x pro Monat","1990","AkademikerIn","Hessen","40","0.435332318779616","0.32866878553111","0.541995852028122"
"Min 1x pro Monat","1990","AkademikerIn","Rheinland-Pfalz,Saarland","22","","",""
"Min 1x pro Monat","1990","AkademikerIn","Baden-Wuerttemberg","50","0.522798130225047","0.423907957752784","0.62168830269731"
"Min 1x pro Monat","1990","AkademikerIn","Bayern","64","0.482496536280378","0.397573404621813","0.567419667938943"
"Min 1x pro Monat","1990","AkademikerIn","Saarland","","","",""
"Min 1x pro Monat","1990","AkademikerIn","Berlin","18","","",""
"Min 1x pro Monat","1990","AkademikerIn","Brandenburg","","","",""
"Min 1x pro Monat","1990","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","1990","AkademikerIn","Sachsen","","","",""
"Min 1x pro Monat","1990","AkademikerIn","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","1990","AkademikerIn","Thueringen","","","",""
"Seltener","1990","(noch) kein Abschluss","Schleswig-Holstein","9","","",""
"Seltener","1990","(noch) kein Abschluss","Hamburg","5","","",""
"Seltener","1990","(noch) kein Abschluss","Niedersachsen","34","0.565546541125602","0.4357210774387","0.695372004812503"
"Seltener","1990","(noch) kein Abschluss","Bremen","","","",""
"Seltener","1990","(noch) kein Abschluss","Nordrhein-Westfalen","149","0.602284206901768","0.543357481171038","0.661210932632498"
"Seltener","1990","(noch) kein Abschluss","Hessen","41","0.452615938899801","0.358741531437476","0.546490346362127"
"Seltener","1990","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","23","","",""
"Seltener","1990","(noch) kein Abschluss","Baden-Wuerttemberg","110","0.507670634897691","0.439729106057349","0.575612163738034"
"Seltener","1990","(noch) kein Abschluss","Bayern","47","0.467774904483302","0.366907627236036","0.568642181730567"
"Seltener","1990","(noch) kein Abschluss","Saarland","","","",""
"Seltener","1990","(noch) kein Abschluss","Berlin","15","","",""
"Seltener","1990","(noch) kein Abschluss","Brandenburg","","","",""
"Seltener","1990","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Seltener","1990","(noch) kein Abschluss","Sachsen","","","",""
"Seltener","1990","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Seltener","1990","(noch) kein Abschluss","Thueringen","","","",""
"Seltener","1990","Hauptschule","Schleswig-Holstein","88","0.517090944565419","0.440611925699862","0.593569963430976"
"Seltener","1990","Hauptschule","Hamburg","31","0.365196581996579","0.264598491955109","0.46579467203805"
"Seltener","1990","Hauptschule","Niedersachsen","277","0.498351007531641","0.456450231128336","0.540251783934946"
"Seltener","1990","Hauptschule","Bremen","20","","",""
"Seltener","1990","Hauptschule","Nordrhein-Westfalen","704","0.525784325323853","0.49912832930808","0.552440321339626"
"Seltener","1990","Hauptschule","Hessen","247","0.492314762147447","0.44938604344156","0.535243480853335"
"Seltener","1990","Hauptschule","Rheinland-Pfalz,Saarland","209","0.443563170613945","0.397507829564105","0.489618511663784"
"Seltener","1990","Hauptschule","Baden-Wuerttemberg","536","0.510078688364414","0.479870688109284","0.540286688619544"
"Seltener","1990","Hauptschule","Bayern","454","0.48054917756206","0.448609884267339","0.512488470856781"
"Seltener","1990","Hauptschule","Saarland","","","",""
"Seltener","1990","Hauptschule","Berlin","63","0.391345637391264","0.314012079079481","0.468679195703048"
"Seltener","1990","Hauptschule","Brandenburg","","","",""
"Seltener","1990","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Seltener","1990","Hauptschule","Sachsen","","","",""
"Seltener","1990","Hauptschule","Sachsen-Anhalt","","","",""
"Seltener","1990","Hauptschule","Thueringen","","","",""
"Seltener","1990","Realschule","Schleswig-Holstein","38","0.582079409804311","0.46217658480889","0.701982234799733"
"Seltener","1990","Realschule","Hamburg","14","","",""
"Seltener","1990","Realschule","Niedersachsen","94","0.450518741637214","0.382739642608803","0.518297840665625"
"Seltener","1990","Realschule","Bremen","10","","",""
"Seltener","1990","Realschule","Nordrhein-Westfalen","247","0.57945071380973","0.532954151585148","0.625947276034313"
"Seltener","1990","Realschule","Hessen","70","0.385495851542732","0.311455868440545","0.459535834644918"
"Seltener","1990","Realschule","Rheinland-Pfalz,Saarland","49","0.522628546223536","0.418269153980438","0.626987938466634"
"Seltener","1990","Realschule","Baden-Wuerttemberg","133","0.497576223350276","0.436447344449015","0.558705102251537"
"Seltener","1990","Realschule","Bayern","151","0.517320127179685","0.459203794168017","0.575436460191353"
"Seltener","1990","Realschule","Saarland","","","",""
"Seltener","1990","Realschule","Berlin","28","","",""
"Seltener","1990","Realschule","Brandenburg","","","",""
"Seltener","1990","Realschule","Mecklenburg-Vorpommern","","","",""
"Seltener","1990","Realschule","Sachsen","","","",""
"Seltener","1990","Realschule","Sachsen-Anhalt","","","",""
"Seltener","1990","Realschule","Thueringen","","","",""
"Seltener","1990","(Fach-)Abitur","Schleswig-Holstein","10","","",""
"Seltener","1990","(Fach-)Abitur","Hamburg","6","","",""
"Seltener","1990","(Fach-)Abitur","Niedersachsen","35","0.446005451378006","0.33197798095593","0.560032921800082"
"Seltener","1990","(Fach-)Abitur","Bremen","3","","",""
"Seltener","1990","(Fach-)Abitur","Nordrhein-Westfalen","126","0.529078261963398","0.466058915080584","0.592097608846212"
"Seltener","1990","(Fach-)Abitur","Hessen","36","0.409619026349726","0.302525845384635","0.516712207314817"
"Seltener","1990","(Fach-)Abitur","Rheinland-Pfalz,Saarland","17","","",""
"Seltener","1990","(Fach-)Abitur","Baden-Wuerttemberg","53","0.392012884180458","0.307105866043767","0.476919902317149"
"Seltener","1990","(Fach-)Abitur","Bayern","44","0.415278156721168","0.322342918533981","0.508213394908356"
"Seltener","1990","(Fach-)Abitur","Saarland","","","",""
"Seltener","1990","(Fach-)Abitur","Berlin","11","","",""
"Seltener","1990","(Fach-)Abitur","Brandenburg","","","",""
"Seltener","1990","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Seltener","1990","(Fach-)Abitur","Sachsen","","","",""
"Seltener","1990","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Seltener","1990","(Fach-)Abitur","Thueringen","","","",""
"Seltener","1990","AkademikerIn","Schleswig-Holstein","5","","",""
"Seltener","1990","AkademikerIn","Hamburg","3","","",""
"Seltener","1990","AkademikerIn","Niedersachsen","27","","",""
"Seltener","1990","AkademikerIn","Bremen","1","","",""
"Seltener","1990","AkademikerIn","Nordrhein-Westfalen","93","0.489345698322265","0.419717223751695","0.558974172892836"
"Seltener","1990","AkademikerIn","Hessen","31","0.390736082575171","0.285768901767811","0.495703263382532"
"Seltener","1990","AkademikerIn","Rheinland-Pfalz,Saarland","13","","",""
"Seltener","1990","AkademikerIn","Baden-Wuerttemberg","31","0.294191565714716","0.203973484971646","0.384409646457786"
"Seltener","1990","AkademikerIn","Bayern","44","0.325010472058621","0.245409299467313","0.404611644649929"
"Seltener","1990","AkademikerIn","Saarland","","","",""
"Seltener","1990","AkademikerIn","Berlin","12","","",""
"Seltener","1990","AkademikerIn","Brandenburg","","","",""
"Seltener","1990","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Seltener","1990","AkademikerIn","Sachsen","","","",""
"Seltener","1990","AkademikerIn","Sachsen-Anhalt","","","",""
"Seltener","1990","AkademikerIn","Thueringen","","","",""
"Nie","1990","(noch) kein Abschluss","Schleswig-Holstein","4","","",""
"Nie","1990","(noch) kein Abschluss","Hamburg","3","","",""
"Nie","1990","(noch) kein Abschluss","Niedersachsen","8","","",""
"Nie","1990","(noch) kein Abschluss","Bremen","2","","",""
"Nie","1990","(noch) kein Abschluss","Nordrhein-Westfalen","70","0.180358289045805","0.134066364876394","0.226650213215216"
"Nie","1990","(noch) kein Abschluss","Hessen","48","0.369694897210765","0.278654665812826","0.460735128608703"
"Nie","1990","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","6","","",""
"Nie","1990","(noch) kein Abschluss","Baden-Wuerttemberg","47","0.192861462675694","0.139243143780319","0.246479781571069"
"Nie","1990","(noch) kein Abschluss","Bayern","10","","",""
"Nie","1990","(noch) kein Abschluss","Saarland","","","",""
"Nie","1990","(noch) kein Abschluss","Berlin","19","","",""
"Nie","1990","(noch) kein Abschluss","Brandenburg","","","",""
"Nie","1990","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Nie","1990","(noch) kein Abschluss","Sachsen","","","",""
"Nie","1990","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Nie","1990","(noch) kein Abschluss","Thueringen","","","",""
"Nie","1990","Hauptschule","Schleswig-Holstein","15","","",""
"Nie","1990","Hauptschule","Hamburg","17","","",""
"Nie","1990","Hauptschule","Niedersachsen","77","0.137471826736733","0.108615043015442","0.166328610458025"
"Nie","1990","Hauptschule","Bremen","12","","",""
"Nie","1990","Hauptschule","Nordrhein-Westfalen","175","0.12357750592381","0.106009210911166","0.141145800936455"
"Nie","1990","Hauptschule","Hessen","97","0.140886802638412","0.111013063716617","0.170760541560207"
"Nie","1990","Hauptschule","Rheinland-Pfalz,Saarland","74","0.179448732124202","0.143875986482922","0.215021477765481"
"Nie","1990","Hauptschule","Baden-Wuerttemberg","150","0.136859684509068","0.116090536111918","0.157628832906218"
"Nie","1990","Hauptschule","Bayern","94","0.0996921096941568","0.0805402881775174","0.118843931210796"
"Nie","1990","Hauptschule","Saarland","","","",""
"Nie","1990","Hauptschule","Berlin","36","0.181815510882225","0.120701123608763","0.242929898155686"
"Nie","1990","Hauptschule","Brandenburg","","","",""
"Nie","1990","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Nie","1990","Hauptschule","Sachsen","","","",""
"Nie","1990","Hauptschule","Sachsen-Anhalt","","","",""
"Nie","1990","Hauptschule","Thueringen","","","",""
"Nie","1990","Realschule","Schleswig-Holstein","2","","",""
"Nie","1990","Realschule","Hamburg","3","","",""
"Nie","1990","Realschule","Niedersachsen","11","","",""
"Nie","1990","Realschule","Bremen","4","","",""
"Nie","1990","Realschule","Nordrhein-Westfalen","18","","",""
"Nie","1990","Realschule","Hessen","11","","",""
