year,bula_h,regtyp,hlf0291,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Hesse,Rural regions,No,0.95024,59,59,0.89428,1.00620
1990,"Rhineland-Palatinate, Saarland",Urban regions,No,0.95840,258,258,0.93398,0.98281
1990,"Rhineland-Palatinate, Saarland",Rural regions,No,0.93320,44,44,0.85857,1.00783
1990,Baden-Wuerttemberg,Urban regions,No,0.95685,686,686,0.94164,0.97207
1990,Baden-Wuerttemberg,Rural regions,No,0.97222,111,111,0.94150,1.00293
1990,Bavaria,Urban regions,No,0.96194,415,415,0.94351,0.98037
1990,Bavaria,Rural regions,No,0.95956,346,346,0.93877,0.98034
1990,Berlin,Urban regions,No,0.62004,170,170,0.54686,0.69322
1991,Schleswig-Holstein,Urban regions,No,0.95301,73,73,0.90414,1.00189
1991,Schleswig-Holstein,Rural regions,No,0.94537,74,74,0.89324,0.99750
1991,Hamburg,Urban regions,No,0.95361,97,97,0.91153,0.99568
1991,Lower Saxony,Urban regions,No,0.97321,240,240,0.95274,0.99368
1991,Lower Saxony,Rural regions,No,0.93017,217,217,0.89618,0.96415
1991,Bremen,Urban regions,No,0.95668,55,55,0.90239,1.01098
1991,North Rhine-Westphalia,Urban regions,Yes,0.03532,41,1212,0.02492,0.04571
1991,North Rhine-Westphalia,Urban regions,No,0.96083,1171,1212,0.94991,0.97176
1991,Hesse,Urban regions,No,0.95814,389,389,0.93821,0.97806
1991,Hesse,Rural regions,No,0.94735,61,61,0.89084,1.00386
1991,"Rhineland-Palatinate, Saarland",Urban regions,No,0.93918,259,259,0.91001,0.96834
1991,"Rhineland-Palatinate, Saarland",Rural regions,No,0.90776,48,48,0.82503,0.99049
1991,Baden-Wuerttemberg,Urban regions,No,0.96799,697,697,0.95491,0.98107
1991,Baden-Wuerttemberg,Rural regions,No,0.96244,107,107,0.92624,0.99863
1991,Bavaria,Urban regions,No,0.94089,412,412,0.91809,0.96369
1991,Bavaria,Rural regions,No,0.92431,349,349,0.89653,0.95210
1991,Berlin,Urban regions,No,0.98463,308,308,0.97087,0.99839
1991,Brandenburg,Rural regions,No,0.96268,286,286,0.94068,0.98469
1991,Mecklenburg-Western Pomerania,Rural regions,No,0.94292,183,183,0.90922,0.97663
1991,Saxony,Urban regions,No,0.97030,295,295,0.95089,0.98970
1991,Saxony,Rural regions,No,0.92912,263,263,0.89804,0.96019
1991,Saxony-Anhalt,Urban regions,No,0.93662,79,79,0.88255,0.99069
1991,Saxony-Anhalt,Rural regions,No,0.92733,271,271,0.89636,0.95829
1991,Thuringa,Urban regions,No,0.91296,93,93,0.85536,0.97056
1991,Thuringa,Rural regions,No,0.93235,214,214,0.89862,0.96608
1992,Schleswig-Holstein,Urban regions,No,0.95120,71,71,0.90072,1.00167
1992,Schleswig-Holstein,Rural regions,No,0.92281,67,67,0.85842,0.98720
1992,Hamburg,Urban regions,No,0.95512,88,88,0.91161,0.99863
1992,Lower Saxony,Urban regions,No,0.98867,247,247,0.97544,1.00189
1992,Lower Saxony,Rural regions,No,0.89966,214,214,0.85932,0.94001
1992,Bremen,Urban regions,No,0.98369,56,56,0.95021,1.01717
1992,North Rhine-Westphalia,Urban regions,Yes,0.04170,43,1213,0.03045,0.05296
1992,North Rhine-Westphalia,Urban regions,No,0.95011,1170,1213,0.93786,0.96237
1992,North Rhine-Westphalia,Rural regions,No,0.96347,31,31,0.89633,1.03060
1992,Hesse,Urban regions,No,0.93810,385,385,0.91399,0.96220
1992,Hesse,Rural regions,No,0.94301,62,62,0.88483,1.00118
1992,"Rhineland-Palatinate, Saarland",Urban regions,No,0.93094,263,263,0.90024,0.96164
1992,"Rhineland-Palatinate, Saarland",Rural regions,No,0.91924,47,47,0.84050,0.99798
1992,Baden-Wuerttemberg,Urban regions,No,0.93708,690,690,0.91895,0.95521
1992,Baden-Wuerttemberg,Rural regions,No,0.94994,106,106,0.90823,0.99165
1992,Bavaria,Urban regions,No,0.93889,419,419,0.91593,0.96186
1992,Bavaria,Rural regions,No,0.93210,357,357,0.90597,0.95824
1992,Berlin,Urban regions,No,0.97882,315,315,0.96289,0.99475
1992,Brandenburg,Rural regions,No,0.95838,268,268,0.93443,0.98234
1992,Mecklenburg-Western Pomerania,Rural regions,No,0.94176,162,162,0.90558,0.97793
1992,Saxony,Urban regions,No,0.91915,281,281,0.88722,0.95108
1992,Saxony,Rural regions,No,0.92573,249,249,0.89310,0.95836
1992,Saxony-Anhalt,Urban regions,No,0.95060,82,82,0.90340,0.99779
1992,Saxony-Anhalt,Rural regions,No,0.92888,259,259,0.89752,0.96024
1992,Thuringa,Urban regions,No,0.91009,89,89,0.85033,0.96986
1992,Thuringa,Rural regions,No,0.95637,219,219,0.92926,0.98349
1993,Schleswig-Holstein,Urban regions,No,0.94738,75,75,0.89651,0.99825
1993,Schleswig-Holstein,Rural regions,No,0.89480,73,73,0.82393,0.96567
1993,Hamburg,Urban regions,No,0.99211,89,89,0.97362,1.01060
1993,Lower Saxony,Urban regions,No,0.96521,245,245,0.94222,0.98820
1993,Lower Saxony,Rural regions,No,0.88020,223,223,0.83749,0.92292
1993,Bremen,Urban regions,No,0.99043,57,57,0.96492,1.01593
1993,North Rhine-Westphalia,Urban regions,Yes,0.04550,46,1221,0.03381,0.05720
1993,North Rhine-Westphalia,Urban regions,No,0.94988,1175,1221,0.93764,0.96212
1993,Hesse,Urban regions,No,0.95605,386,386,0.93557,0.97653
1993,Hesse,Rural regions,No,0.88242,60,60,0.80022,0.96461
1993,"Rhineland-Palatinate, Saarland",Urban regions,No,0.93266,253,253,0.90172,0.96360
1993,"Rhineland-Palatinate, Saarland",Rural regions,No,0.88911,47,47,0.79837,0.97985
1993,Baden-Wuerttemberg,Urban regions,No,0.95935,707,707,0.94478,0.97392
1993,Baden-Wuerttemberg,Rural regions,No,0.95633,106,106,0.91725,0.99542
1993,Bavaria,Urban regions,No,0.95130,428,428,0.93089,0.97172
1993,Bavaria,Rural regions,No,0.93274,361,361,0.90686,0.95861
1993,Berlin,Urban regions,No,0.94250,308,308,0.91646,0.96854
1993,Brandenburg,Rural regions,No,0.94685,264,264,0.91974,0.97396
1993,Mecklenburg-Western Pomerania,Rural regions,No,0.95508,168,168,0.92367,0.98650
1993,Saxony,Urban regions,No,0.94440,275,275,0.91727,0.97153
1993,Saxony,Rural regions,No,0.90874,249,249,0.87290,0.94458
1993,Saxony-Anhalt,Urban regions,No,0.96061,78,78,0.91716,1.00406
1993,Saxony-Anhalt,Rural regions,No,0.92077,256,256,0.88762,0.95392
1993,Thuringa,Urban regions,No,0.95860,86,86,0.91624,1.00095
1993,Thuringa,Rural regions,No,0.93003,221,221,0.89633,0.96374
1994,Schleswig-Holstein,Urban regions,No,0.95825,71,71,0.91139,1.00511
1994,Schleswig-Holstein,Rural regions,No,0.96420,74,74,0.92158,1.00682
1994,Hamburg,Urban regions,No,0.94222,86,86,0.89262,0.99182
1994,Lower Saxony,Urban regions,No,0.98025,258,258,0.96324,0.99726
1994,Lower Saxony,Rural regions,No,0.87229,213,213,0.82737,0.91722
1994,Bremen,Urban regions,No,0.92560,49,49,0.85135,0.99984
1994,North Rhine-Westphalia,Urban regions,Yes,0.04791,51,1194,0.03579,0.06003
1994,North Rhine-Westphalia,Urban regions,No,0.94182,1143,1194,0.92854,0.95511
1994,Hesse,Urban regions,No,0.95888,386,386,0.93905,0.97872
1994,Hesse,Rural regions,No,0.90131,60,60,0.82520,0.97741
1994,"Rhineland-Palatinate, Saarland",Urban regions,No,0.94531,255,255,0.91735,0.97327
1994,"Rhineland-Palatinate, Saarland",Rural regions,No,0.90971,50,50,0.82946,0.98996
1994,Baden-Wuerttemberg,Urban regions,No,0.95849,692,692,0.94362,0.97337
1994,Baden-Wuerttemberg,Rural regions,No,0.98760,108,108,0.96663,1.00857
1994,Bavaria,Urban regions,No,0.97726,425,425,0.96307,0.99145
1994,Bavaria,Rural regions,No,0.93013,376,376,0.90432,0.95593
1994,Berlin,Urban regions,No,0.97303,305,305,0.95481,0.99124
1994,Brandenburg,Rural regions,No,0.94802,258,258,0.92087,0.97516
1994,Mecklenburg-Western Pomerania,Rural regions,No,0.96535,165,165,0.93735,0.99334
1994,Saxony,Urban regions,No,0.93117,278,278,0.90135,0.96098
1994,Saxony,Rural regions,No,0.93061,249,249,0.89899,0.96224
1994,Saxony-Anhalt,Urban regions,No,0.90938,72,72,0.84260,0.97615
1994,Saxony-Anhalt,Rural regions,No,0.90837,247,247,0.87232,0.94443
1994,Thuringa,Urban regions,No,0.95129,91,91,0.90682,0.99576
1994,Thuringa,Rural regions,No,0.95573,224,224,0.92873,0.98273
1995,Schleswig-Holstein,Urban regions,No,0.96325,70,70,0.91886,1.00765
1995,Schleswig-Holstein,Rural regions,No,0.99086,78,78,0.96960,1.01212
1995,Hamburg,Urban regions,No,0.88962,77,77,0.81917,0.96007
1995,Lower Saxony,Urban regions,No,0.98069,270,270,0.96425,0.99714
1995,Lower Saxony,Rural regions,No,0.91274,233,233,0.87642,0.94905
1995,Bremen,Urban regions,No,0.92938,52,52,0.85906,0.99969
1995,North Rhine-Westphalia,Urban regions,Yes,0.05285,51,1266,0.04052,0.06518
1995,North Rhine-Westphalia,Urban regions,No,0.94559,1215,1266,0.93309,0.95809
1995,North Rhine-Westphalia,Rural regions,No,0.91680,33,33,0.82110,1.01249
1995,Hesse,Urban regions,No,0.95589,393,393,0.93556,0.97622
1995,Hesse,Rural regions,No,0.97987,74,74,0.94764,1.01209
1995,"Rhineland-Palatinate, Saarland",Urban regions,No,0.95222,277,277,0.92706,0.97739
1995,"Rhineland-Palatinate, Saarland",Rural regions,No,0.93456,57,57,0.86979,0.99933
1995,Baden-Wuerttemberg,Urban regions,No,0.95134,725,725,0.93566,0.96701
1995,Bavaria,Urban regions,No,0.93634,430,430,0.91323,0.95944
1995,Bavaria,Rural regions,No,0.91756,391,391,0.89027,0.94486
1995,Berlin,Urban regions,No,0.94442,308,308,0.91879,0.97005
1995,Brandenburg,Rural regions,No,0.95969,261,261,0.93579,0.98360
1995,Mecklenburg-Western Pomerania,Rural regions,No,0.95071,170,170,0.91808,0.98335
1995,Saxony,Urban regions,No,0.92435,276,276,0.89310,0.95560
1995,Saxony,Rural regions,No,0.90659,237,237,0.86946,0.94372
1995,Saxony-Anhalt,Urban regions,No,0.92625,61,61,0.86011,0.99238
1995,Saxony-Anhalt,Rural regions,No,0.95890,260,260,0.93473,0.98308
1995,Thuringa,Urban regions,No,0.93414,89,89,0.88231,0.98596
1995,Thuringa,Rural regions,No,0.93746,216,216,0.90509,0.96982
1996,Schleswig-Holstein,Urban regions,No,0.96355,67,67,0.91834,1.00876
1996,Schleswig-Holstein,Rural regions,No,0.98651,77,77,0.96057,1.01245
1996,Hamburg,Urban regions,No,0.93001,77,77,0.87265,0.98737
1996,Lower Saxony,Urban regions,No,0.97498,269,269,0.95628,0.99368
1996,Lower Saxony,Rural regions,No,0.93571,240,240,0.90461,0.96680
1996,Bremen,Urban regions,No,0.89948,49,49,0.81441,0.98455
1996,North Rhine-Westphalia,Urban regions,Yes,0.05014,57,1252,0.03805,0.06223
1996,North Rhine-Westphalia,Urban regions,No,0.94404,1195,1252,0.93130,0.95677
1996,Hesse,Urban regions,No,0.96027,383,383,0.94069,0.97986
1996,Hesse,Rural regions,No,0.94887,72,72,0.89763,1.00010
1996,"Rhineland-Palatinate, Saarland",Urban regions,No,0.95398,277,277,0.92926,0.97870
1996,"Rhineland-Palatinate, Saarland",Rural regions,No,0.91751,56,56,0.84480,0.99022
1996,Baden-Wuerttemberg,Urban regions,No,0.96785,707,707,0.95484,0.98086
1996,Baden-Wuerttemberg,Rural regions,No,0.98155,102,102,0.95530,1.00779
1996,Bavaria,Urban regions,No,0.94573,424,424,0.92414,0.96732
1996,Bavaria,Rural regions,No,0.93233,402,402,0.90775,0.95692
1996,Berlin,Urban regions,No,0.97643,302,302,0.95929,0.99357
1996,Brandenburg,Rural regions,No,0.95083,269,269,0.92494,0.97672
1996,Mecklenburg-Western Pomerania,Rural regions,No,0.94466,164,164,0.90956,0.97976
1996,Saxony,Urban regions,No,0.92242,276,276,0.89080,0.95404
1996,Saxony,Rural regions,No,0.92783,242,242,0.89516,0.96050
1996,Saxony-Anhalt,Urban regions,No,0.93436,72,72,0.87675,0.99197
1996,Saxony-Anhalt,Rural regions,No,0.95231,245,245,0.92557,0.97905
1996,Thuringa,Urban regions,No,0.94618,91,91,0.89956,0.99280
1996,Thuringa,Rural regions,No,0.95782,224,224,0.93144,0.98420
1997,Schleswig-Holstein,Urban regions,No,0.97195,64,64,0.93117,1.01272
1997,Schleswig-Holstein,Rural regions,No,0.95740,71,71,0.91008,1.00471
1997,Hamburg,Urban regions,No,0.92618,74,74,0.86620,0.98617
1997,Lower Saxony,Urban regions,No,0.97146,263,263,0.95130,0.99162
1997,Lower Saxony,Rural regions,No,0.92720,244,244,0.89453,0.95986
1997,Bremen,Urban regions,No,0.92957,52,52,0.85935,0.99980
1997,North Rhine-Westphalia,Urban regions,Yes,0.04211,46,1241,0.03093,0.05329
1997,North Rhine-Westphalia,Urban regions,No,0.95493,1195,1241,0.94338,0.96648
1997,North Rhine-Westphalia,Rural regions,No,0.96835,33,33,0.90770,1.02901
1997,Hesse,Urban regions,No,0.97876,360,360,0.96385,0.99368
1997,Hesse,Rural regions,No,0.98239,68,68,0.95090,1.01389
1997,"Rhineland-Palatinate, Saarland",Urban regions,No,0.94690,285,285,0.92082,0.97298
1997,"Rhineland-Palatinate, Saarland",Rural regions,No,0.91871,57,57,0.84714,0.99029
1997,Baden-Wuerttemberg,Urban regions,No,0.96334,710,710,0.94950,0.97717
1997,Baden-Wuerttemberg,Rural regions,No,0.98032,99,99,0.95282,1.00782
1997,Bavaria,Urban regions,No,0.95670,417,417,0.93714,0.97626
1997,Bavaria,Rural regions,No,0.93262,395,395,0.90787,0.95737
1997,Berlin,Urban regions,No,0.98882,296,296,0.97683,1.00082
1997,Brandenburg,Rural regions,No,0.95053,278,278,0.92500,0.97607
1997,Mecklenburg-Western Pomerania,Rural regions,No,0.91587,157,157,0.87231,0.95943
1997,Saxony,Urban regions,No,0.93083,269,269,0.90045,0.96121
1997,Saxony,Rural regions,No,0.92494,241,241,0.89161,0.95828
1997,Saxony-Anhalt,Urban regions,No,0.98467,73,73,0.95629,1.01305
1997,Saxony-Anhalt,Rural regions,No,0.95464,243,243,0.92842,0.98086
1997,Thuringa,Urban regions,No,0.96103,92,92,0.92126,1.00079
1997,Thuringa,Rural regions,No,0.95009,216,216,0.92098,0.97920
1998,Schleswig-Holstein,Urban regions,No,0.95975,94,94,0.91981,0.99970
1998,Schleswig-Holstein,Rural regions,No,0.96728,85,85,0.92923,1.00532
1998,Hamburg,Urban regions,No,0.96097,94,94,0.92160,1.00033
1998,Lower Saxony,Urban regions,No,0.97805,302,302,0.96150,0.99460
1998,Lower Saxony,Rural regions,No,0.94434,295,295,0.91813,0.97054
1998,Bremen,Urban regions,No,0.98639,59,59,0.95657,1.01621
1998,North Rhine-Westphalia,Urban regions,Yes,0.04210,59,1459,0.03179,0.05241
1998,North Rhine-Westphalia,Urban regions,No,0.95542,1400,1459,0.94483,0.96602
1998,Hesse,Urban regions,No,0.97604,408,408,0.96118,0.99090
1998,Hesse,Rural regions,No,0.91869,74,74,0.85600,0.98139
1998,"Rhineland-Palatinate, Saarland",Urban regions,No,0.93188,310,310,0.90379,0.95997
1998,"Rhineland-Palatinate, Saarland",Rural regions,No,0.92362,81,81,0.86542,0.98182
1998,Baden-Wuerttemberg,Urban regions,No,0.96812,794,794,0.95589,0.98035
1998,Baden-Wuerttemberg,Rural regions,No,0.98879,104,104,0.96845,1.00912
1998,Bavaria,Urban regions,No,0.96088,476,476,0.94344,0.97832
1998,Bavaria,Rural regions,No,0.94672,469,469,0.92637,0.96706
1998,Berlin,Urban regions,No,0.96790,317,317,0.94846,0.98733
1998,Brandenburg,Rural regions,No,0.96718,295,295,0.94681,0.98755
1998,Mecklenburg-Western Pomerania,Rural regions,No,0.95046,176,176,0.91831,0.98261
1998,Saxony,Urban regions,No,0.95406,286,286,0.92976,0.97837
1998,Saxony,Rural regions,No,0.94243,280,280,0.91509,0.96976
1998,Saxony-Anhalt,Urban regions,No,0.95447,72,72,0.90598,1.00296
1998,Saxony-Anhalt,Rural regions,No,0.94946,268,268,0.92318,0.97573
1998,Thuringa,Urban regions,No,0.94970,100,100,0.90664,0.99275
1998,Thuringa,Rural regions,No,0.93329,239,239,0.90159,0.96499
1999,Schleswig-Holstein,Urban regions,No,0.95930,82,82,0.91627,1.00233
1999,Hamburg,Urban regions,No,0.97246,84,84,0.93725,1.00767
1999,Lower Saxony,Urban regions,No,0.98245,298,298,0.96752,0.99739
1999,Lower Saxony,Rural regions,No,0.95377,287,287,0.92943,0.97810
1999,Bremen,Urban regions,No,0.93720,53,53,0.87127,1.00314
1999,North Rhine-Westphalia,Urban regions,Yes,0.04133,52,1388,0.03086,0.05181
1999,North Rhine-Westphalia,Urban regions,No,0.95867,1336,1388,0.94819,0.96914
1999,North Rhine-Westphalia,Rural regions,No,0.89758,31,31,0.78907,1.00608
1999,Hesse,Urban regions,No,0.96465,385,385,0.94618,0.98312
1999,Hesse,Rural regions,No,0.91267,67,67,0.84456,0.98078
1999,"Rhineland-Palatinate, Saarland",Urban regions,No,0.92527,299,299,0.89542,0.95513
1999,"Rhineland-Palatinate, Saarland",Rural regions,No,0.87027,76,76,0.79423,0.94632
1999,Baden-Wuerttemberg,Urban regions,No,0.95303,754,754,0.93791,0.96814
1999,Baden-Wuerttemberg,Rural regions,No,0.99499,100,100,0.98108,1.00890
1999,Bavaria,Urban regions,No,0.94447,462,462,0.92356,0.96537
1999,Bavaria,Rural regions,No,0.93794,440,440,0.91538,0.96051
1999,Berlin,Urban regions,No,0.96182,300,300,0.94010,0.98354
1999,Brandenburg,Rural regions,No,0.96160,281,281,0.93910,0.98411
1999,Mecklenburg-Western Pomerania,Rural regions,No,0.95657,175,175,0.92628,0.98685
1999,Saxony,Urban regions,No,0.94898,278,278,0.92306,0.97489
1999,Saxony,Rural regions,No,0.94536,279,279,0.91865,0.97208
1999,Saxony-Anhalt,Urban regions,No,0.98469,73,73,0.95632,1.01305
1999,Saxony-Anhalt,Rural regions,No,0.94870,265,265,0.92209,0.97531
1999,Thuringa,Urban regions,No,0.95346,105,105,0.91297,0.99394
1999,Thuringa,Rural regions,No,0.94573,237,237,0.91683,0.97463
2000,Schleswig-Holstein,Urban regions,No,0.95979,161,161,0.92935,0.99023
2000,Schleswig-Holstein,Rural regions,No,0.98521,231,231,0.96961,1.00081
2000,Hamburg,Urban regions,No,0.96959,186,186,0.94485,0.99434
2000,Lower Saxony,Urban regions,No,0.96024,519,519,0.94342,0.97707
2000,Lower Saxony,Rural regions,No,0.96463,526,526,0.94883,0.98043
2000,Bremen,Urban regions,No,0.95267,110,110,0.91280,0.99253
2000,North Rhine-Westphalia,Urban regions,Yes,0.03751,94,2696,0.03034,0.04469
2000,North Rhine-Westphalia,Urban regions,No,0.96249,2602,2696,0.95531,0.96966
2000,North Rhine-Westphalia,Rural regions,No,0.95351,73,73,0.90487,1.00214
2000,Hesse,Urban regions,No,0.96826,708,708,0.95534,0.98119
2000,Hesse,Rural regions,No,0.97030,160,160,0.94391,0.99669
2000,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.06070,31,596,0.04152,0.07989
2000,"Rhineland-Palatinate, Saarland",Urban regions,No,0.93930,565,596,0.92011,0.95848
2000,"Rhineland-Palatinate, Saarland",Rural regions,No,0.92556,174,174,0.88645,0.96468
2000,Baden-Wuerttemberg,Urban regions,Yes,0.03709,52,1383,0.02713,0.04706
2000,Baden-Wuerttemberg,Urban regions,No,0.96291,1331,1383,0.95294,0.97287
2000,Baden-Wuerttemberg,Rural regions,No,0.97599,154,154,0.95174,1.00025
2000,Bavaria,Urban regions,No,0.96414,863,863,0.95173,0.97655
2000,Bavaria,Rural regions,Yes,0.05162,45,919,0.03731,0.06594
2000,Bavaria,Rural regions,No,0.94838,874,919,0.93406,0.96269
