"ple0012","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"Nein","2009","Sachsen-Anhalt","Westdeutschland","","","",""
"Nein","2009","Sachsen-Anhalt","Ostdeutschland","679","0.884168436677668","0.861549828171334","0.906787045184002"
"Nein","2009","Thueringen","Westdeutschland","","","",""
"Nein","2009","Thueringen","Ostdeutschland","750","0.920828432456587","0.902381585037101","0.939275279876072"
"Ja","2010","Schleswig-Holstein","Westdeutschland","","","",""
"Ja","2010","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja","2010","Hamburg","Westdeutschland","","","",""
"Ja","2010","Hamburg","Ostdeutschland","","","",""
"Ja","2010","Niedersachsen","Westdeutschland","","","",""
"Ja","2010","Niedersachsen","Ostdeutschland","","","",""
"Ja","2010","Bremen","Westdeutschland","","","",""
"Ja","2010","Bremen","Ostdeutschland","","","",""
"Ja","2010","Nordrhein-Westfalen","Westdeutschland","","","",""
"Ja","2010","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja","2010","Hessen","Westdeutschland","","","",""
"Ja","2010","Hessen","Ostdeutschland","","","",""
"Ja","2010","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Ja","2010","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja","2010","Baden-Wuerttemberg","Westdeutschland","","","",""
"Ja","2010","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja","2010","Bayern","Westdeutschland","","","",""
"Ja","2010","Bayern","Ostdeutschland","","","",""
"Ja","2010","Saarland","Westdeutschland","","","",""
"Ja","2010","Saarland","Ostdeutschland","","","",""
"Ja","2010","Berlin","Westdeutschland","","","",""
"Ja","2010","Berlin","Ostdeutschland","","","",""
"Ja","2010","Brandenburg","Westdeutschland","","","",""
"Ja","2010","Brandenburg","Ostdeutschland","","","",""
"Ja","2010","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja","2010","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Ja","2010","Sachsen","Westdeutschland","","","",""
"Ja","2010","Sachsen","Ostdeutschland","","","",""
"Ja","2010","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja","2010","Sachsen-Anhalt","Ostdeutschland","","","",""
"Ja","2010","Thueringen","Westdeutschland","","","",""
"Ja","2010","Thueringen","Ostdeutschland","","","",""
"Nein","2010","Schleswig-Holstein","Westdeutschland","","","",""
"Nein","2010","Schleswig-Holstein","Ostdeutschland","","","",""
"Nein","2010","Hamburg","Westdeutschland","","","",""
"Nein","2010","Hamburg","Ostdeutschland","","","",""
"Nein","2010","Niedersachsen","Westdeutschland","","","",""
"Nein","2010","Niedersachsen","Ostdeutschland","","","",""
"Nein","2010","Bremen","Westdeutschland","","","",""
"Nein","2010","Bremen","Ostdeutschland","","","",""
"Nein","2010","Nordrhein-Westfalen","Westdeutschland","","","",""
"Nein","2010","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Nein","2010","Hessen","Westdeutschland","","","",""
"Nein","2010","Hessen","Ostdeutschland","","","",""
"Nein","2010","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Nein","2010","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Nein","2010","Baden-Wuerttemberg","Westdeutschland","","","",""
"Nein","2010","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Nein","2010","Bayern","Westdeutschland","","","",""
"Nein","2010","Bayern","Ostdeutschland","","","",""
"Nein","2010","Saarland","Westdeutschland","","","",""
"Nein","2010","Saarland","Ostdeutschland","","","",""
"Nein","2010","Berlin","Westdeutschland","","","",""
"Nein","2010","Berlin","Ostdeutschland","","","",""
"Nein","2010","Brandenburg","Westdeutschland","","","",""
"Nein","2010","Brandenburg","Ostdeutschland","","","",""
"Nein","2010","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Nein","2010","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Nein","2010","Sachsen","Westdeutschland","","","",""
"Nein","2010","Sachsen","Ostdeutschland","","","",""
"Nein","2010","Sachsen-Anhalt","Westdeutschland","","","",""
"Nein","2010","Sachsen-Anhalt","Ostdeutschland","","","",""
"Nein","2010","Thueringen","Westdeutschland","","","",""
"Nein","2010","Thueringen","Ostdeutschland","","","",""
"Ja","2011","Schleswig-Holstein","Westdeutschland","40","0.0477138278852467","0.0313395006410569","0.0640881551294365"
"Ja","2011","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja","2011","Hamburg","Westdeutschland","12","","",""
"Ja","2011","Hamburg","Ostdeutschland","","","",""
"Ja","2011","Niedersachsen","Westdeutschland","148","0.0758031417698874","0.0639267435087355","0.0876795400310393"
"Ja","2011","Niedersachsen","Ostdeutschland","","","",""
"Ja","2011","Bremen","Westdeutschland","4","","",""
"Ja","2011","Bremen","Ostdeutschland","","","",""
"Ja","2011","Nordrhein-Westfalen","Westdeutschland","328","0.0831746161272546","0.0747537025435981","0.091595529710911"
"Ja","2011","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja","2011","Hessen","Westdeutschland","114","0.09417167750119","0.078921472012545","0.109421882989835"
"Ja","2011","Hessen","Ostdeutschland","","","",""
"Ja","2011","Rheinland-Pfalz,Saarland","Westdeutschland","90","0.0738248553709024","0.059067032262952","0.0885826784788527"
"Ja","2011","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja","2011","Baden-Wuerttemberg","Westdeutschland","155","0.072866412625082","0.0626492011950993","0.0830836240550646"
"Ja","2011","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja","2011","Bayern","Westdeutschland","199","0.0677633708535358","0.0590332120470011","0.0764935296600706"
"Ja","2011","Bayern","Ostdeutschland","","","",""
"Ja","2011","Saarland","Westdeutschland","","","",""
"Ja","2011","Saarland","Ostdeutschland","","","",""
"Ja","2011","Berlin","Westdeutschland","39","0.119298463989193","0.0885900059778039","0.150006922000583"
"Ja","2011","Berlin","Ostdeutschland","32","0.107775340731972","0.0754265871530451","0.140124094310899"
"Ja","2011","Brandenburg","Westdeutschland","","","",""
"Ja","2011","Brandenburg","Ostdeutschland","118","0.133965853571134","0.11148678230367","0.156444924838598"
"Ja","2011","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja","2011","Mecklenburg-Vorpommern","Ostdeutschland","42","0.0828207559507873","0.0590172361416671","0.106624275759907"
"Ja","2011","Sachsen","Westdeutschland","","","",""
"Ja","2011","Sachsen","Ostdeutschland","140","0.106457953665239","0.0903251038534195","0.122590803477058"
"Ja","2011","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja","2011","Sachsen-Anhalt","Ostdeutschland","111","0.121736186767993","0.0999710758982714","0.143501297637715"
"Ja","2011","Thueringen","Westdeutschland","","","",""
"Ja","2011","Thueringen","Ostdeutschland","84","0.0964983420106236","0.0770337026647268","0.11596298135652"
"Nein","2011","Schleswig-Holstein","Westdeutschland","611","0.952286172114753","0.935911844870563","0.968660499358943"
"Nein","2011","Schleswig-Holstein","Ostdeutschland","","","",""
"Nein","2011","Hamburg","Westdeutschland","299","0.959697519558728","0.937839995222113","0.981555043895343"
"Nein","2011","Hamburg","Ostdeutschland","","","",""
"Nein","2011","Niedersachsen","Westdeutschland","1760","0.924196858230113","0.912320459968961","0.936073256491264"
"Nein","2011","Niedersachsen","Ostdeutschland","","","",""
"Nein","2011","Bremen","Westdeutschland","122","0.960005158767335","0.925791336860272","0.994218980674399"
"Nein","2011","Bremen","Ostdeutschland","","","",""
"Nein","2011","Nordrhein-Westfalen","Westdeutschland","3803","0.916825383872745","0.908404470289089","0.925246297456402"
"Nein","2011","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Nein","2011","Hessen","Westdeutschland","1295","0.90582832249881","0.890578117010165","0.921078527987455"
"Nein","2011","Hessen","Ostdeutschland","","","",""
"Nein","2011","Rheinland-Pfalz,Saarland","Westdeutschland","1116","0.926175144629098","0.911417321521147","0.940932967737048"
"Nein","2011","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Nein","2011","Baden-Wuerttemberg","Westdeutschland","2331","0.927133587374918","0.916916375944935","0.937350798804901"
"Nein","2011","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Nein","2011","Bayern","Westdeutschland","2985","0.932236629146464","0.923506470339929","0.940966787952999"
"Nein","2011","Bayern","Ostdeutschland","","","",""
"Nein","2011","Saarland","Westdeutschland","","","",""
"Nein","2011","Saarland","Ostdeutschland","","","",""
"Nein","2011","Berlin","Westdeutschland","389","0.880701536010806","0.849993077999417","0.911409994022196"
"Nein","2011","Berlin","Ostdeutschland","321","0.892224659268028","0.859875905689101","0.924573412846955"
"Nein","2011","Brandenburg","Westdeutschland","","","",""
"Nein","2011","Brandenburg","Ostdeutschland","764","0.866034146428866","0.843555075161402","0.888513217696331"
"Nein","2011","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Nein","2011","Mecklenburg-Vorpommern","Ostdeutschland","473","0.917179244049213","0.893375724240093","0.940982763858333"
"Nein","2011","Sachsen","Westdeutschland","","","",""
"Nein","2011","Sachsen","Ostdeutschland","1264","0.893542046334761","0.877409196522942","0.909674896146581"
"Nein","2011","Sachsen-Anhalt","Westdeutschland","","","",""
"Nein","2011","Sachsen-Anhalt","Ostdeutschland","756","0.878263813232007","0.856498702362285","0.900028924101729"
"Nein","2011","Thueringen","Westdeutschland","","","",""
"Nein","2011","Thueringen","Ostdeutschland","800","0.903501657989376","0.88403701864348","0.922966297335273"
"Ja","2012","Schleswig-Holstein","Westdeutschland","","","",""
"Ja","2012","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja","2012","Hamburg","Westdeutschland","","","",""
"Ja","2012","Hamburg","Ostdeutschland","","","",""
"Ja","2012","Niedersachsen","Westdeutschland","","","",""
"Ja","2012","Niedersachsen","Ostdeutschland","","","",""
"Ja","2012","Bremen","Westdeutschland","","","",""
"Ja","2012","Bremen","Ostdeutschland","","","",""
"Ja","2012","Nordrhein-Westfalen","Westdeutschland","","","",""
"Ja","2012","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja","2012","Hessen","Westdeutschland","","","",""
"Ja","2012","Hessen","Ostdeutschland","","","",""
"Ja","2012","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Ja","2012","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja","2012","Baden-Wuerttemberg","Westdeutschland","","","",""
"Ja","2012","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja","2012","Bayern","Westdeutschland","","","",""
"Ja","2012","Bayern","Ostdeutschland","","","",""
"Ja","2012","Saarland","Westdeutschland","","","",""
"Ja","2012","Saarland","Ostdeutschland","","","",""
"Ja","2012","Berlin","Westdeutschland","","","",""
"Ja","2012","Berlin","Ostdeutschland","","","",""
"Ja","2012","Brandenburg","Westdeutschland","","","",""
"Ja","2012","Brandenburg","Ostdeutschland","","","",""
"Ja","2012","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja","2012","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Ja","2012","Sachsen","Westdeutschland","","","",""
"Ja","2012","Sachsen","Ostdeutschland","","","",""
"Ja","2012","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja","2012","Sachsen-Anhalt","Ostdeutschland","","","",""
"Ja","2012","Thueringen","Westdeutschland","","","",""
"Ja","2012","Thueringen","Ostdeutschland","","","",""
"Nein","2012","Schleswig-Holstein","Westdeutschland","","","",""
"Nein","2012","Schleswig-Holstein","Ostdeutschland","","","",""
"Nein","2012","Hamburg","Westdeutschland","","","",""
"Nein","2012","Hamburg","Ostdeutschland","","","",""
"Nein","2012","Niedersachsen","Westdeutschland","","","",""
"Nein","2012","Niedersachsen","Ostdeutschland","","","",""
"Nein","2012","Bremen","Westdeutschland","","","",""
"Nein","2012","Bremen","Ostdeutschland","","","",""
"Nein","2012","Nordrhein-Westfalen","Westdeutschland","","","",""
"Nein","2012","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Nein","2012","Hessen","Westdeutschland","","","",""
"Nein","2012","Hessen","Ostdeutschland","","","",""
"Nein","2012","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Nein","2012","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Nein","2012","Baden-Wuerttemberg","Westdeutschland","","","",""
"Nein","2012","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Nein","2012","Bayern","Westdeutschland","","","",""
"Nein","2012","Bayern","Ostdeutschland","","","",""
"Nein","2012","Saarland","Westdeutschland","","","",""
"Nein","2012","Saarland","Ostdeutschland","","","",""
"Nein","2012","Berlin","Westdeutschland","","","",""
"Nein","2012","Berlin","Ostdeutschland","","","",""
"Nein","2012","Brandenburg","Westdeutschland","","","",""
"Nein","2012","Brandenburg","Ostdeutschland","","","",""
"Nein","2012","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Nein","2012","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Nein","2012","Sachsen","Westdeutschland","","","",""
"Nein","2012","Sachsen","Ostdeutschland","","","",""
"Nein","2012","Sachsen-Anhalt","Westdeutschland","","","",""
"Nein","2012","Sachsen-Anhalt","Ostdeutschland","","","",""
"Nein","2012","Thueringen","Westdeutschland","","","",""
"Nein","2012","Thueringen","Ostdeutschland","","","",""
"Ja","2013","Schleswig-Holstein","Westdeutschland","48","0.0676482178041884","0.0474348430998022","0.0878615925085745"
"Ja","2013","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja","2013","Hamburg","Westdeutschland","14","","",""
"Ja","2013","Hamburg","Ostdeutschland","","","",""
"Ja","2013","Niedersachsen","Westdeutschland","147","0.0815202188753497","0.0687905712753633","0.094249866475336"
"Ja","2013","Niedersachsen","Ostdeutschland","","","",""
"Ja","2013","Bremen","Westdeutschland","5","","",""
"Ja","2013","Bremen","Ostdeutschland","","","",""
"Ja","2013","Nordrhein-Westfalen","Westdeutschland","317","0.0906414683968481","0.0814131103236663","0.09986982647003"
"Ja","2013","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja","2013","Hessen","Westdeutschland","126","0.109314186728131","0.0922865738716896","0.126341799584572"
"Ja","2013","Hessen","Ostdeutschland","","","",""
"Ja","2013","Rheinland-Pfalz,Saarland","Westdeutschland","90","0.0761316394710655","0.0604448322581698","0.0918184466839613"
"Ja","2013","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja","2013","Baden-Wuerttemberg","Westdeutschland","142","0.0785977817907654","0.067150487040573","0.0900450765409578"
"Ja","2013","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja","2013","Bayern","Westdeutschland","207","0.0732324503477263","0.0638266617075206","0.0826382389879319"
"Ja","2013","Bayern","Ostdeutschland","","","",""
"Ja","2013","Saarland","Westdeutschland","","","",""
"Ja","2013","Saarland","Ostdeutschland","","","",""
"Ja","2013","Berlin","Westdeutschland","44","0.123274570759507","0.0926609442750939","0.153888197243921"
"Ja","2013","Berlin","Ostdeutschland","37","0.134174642931808","0.0971187924836684","0.171230493379948"
"Ja","2013","Brandenburg","Westdeutschland","","","",""
"Ja","2013","Brandenburg","Ostdeutschland","118","0.148103326570207","0.123175945232542","0.173030707907871"
"Ja","2013","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja","2013","Mecklenburg-Vorpommern","Ostdeutschland","42","0.0931863083685023","0.0664466870492177","0.119925929687787"
"Ja","2013","Sachsen","Westdeutschland","","","",""
"Ja","2013","Sachsen","Ostdeutschland","147","0.108145693512281","0.0914863060134456","0.124805081011116"
"Ja","2013","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja","2013","Sachsen-Anhalt","Ostdeutschland","112","0.1515301450748","0.126021057129311","0.177039233020289"
"Ja","2013","Thueringen","Westdeutschland","","","",""
"Ja","2013","Thueringen","Ostdeutschland","91","0.0993421243318339","0.0786015227856106","0.120082725878057"
"Nein","2013","Schleswig-Holstein","Westdeutschland","545","0.932351782195812","0.912138407491426","0.952565156900198"
"Nein","2013","Schleswig-Holstein","Ostdeutschland","","","",""
"Nein","2013","Hamburg","Westdeutschland","295","0.948848146313973","0.924284213752284","0.973412078875661"
"Nein","2013","Hamburg","Ostdeutschland","","","",""
"Nein","2013","Niedersachsen","Westdeutschland","1628","0.91847978112465","0.905750133524664","0.931209428724637"
"Nein","2013","Niedersachsen","Ostdeutschland","","","",""
"Nein","2013","Bremen","Westdeutschland","113","0.953731910884748","0.915830006994001","0.991633814775494"
"Nein","2013","Bremen","Ostdeutschland","","","",""
"Nein","2013","Nordrhein-Westfalen","Westdeutschland","3401","0.909358531603152","0.90013017352997","0.918586889676334"
"Nein","2013","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Nein","2013","Hessen","Westdeutschland","1164","0.890685813271869","0.873658200415428","0.907713426128311"
"Nein","2013","Hessen","Ostdeutschland","","","",""
"Nein","2013","Rheinland-Pfalz,Saarland","Westdeutschland","1008","0.923868360528935","0.908181553316039","0.93955516774183"
"Nein","2013","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Nein","2013","Baden-Wuerttemberg","Westdeutschland","1981","0.921402218209235","0.909954923459042","0.932849512959427"
"Nein","2013","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Nein","2013","Bayern","Westdeutschland","2740","0.926767549652274","0.917361761012068","0.936173338292479"
"Nein","2013","Bayern","Ostdeutschland","","","",""
"Nein","2013","Saarland","Westdeutschland","","","",""
"Nein","2013","Saarland","Ostdeutschland","","","",""
"Nein","2013","Berlin","Westdeutschland","399","0.876725429240493","0.846111802756079","0.907339055724906"
"Nein","2013","Berlin","Ostdeutschland","288","0.865825357068192","0.828769506620052","0.902881207516332"
"Nein","2013","Brandenburg","Westdeutschland","","","",""
"Nein","2013","Brandenburg","Ostdeutschland","662","0.851896673429793","0.826969292092129","0.876824054767458"
"Nein","2013","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Nein","2013","Mecklenburg-Vorpommern","Ostdeutschland","412","0.906813691631498","0.880074070312213","0.933553312950782"
"Nein","2013","Sachsen","Westdeutschland","","","",""
"Nein","2013","Sachsen","Ostdeutschland","1188","0.891854306487719","0.875194918988884","0.908513693986554"
"Nein","2013","Sachsen-Anhalt","Westdeutschland","","","",""
"Nein","2013","Sachsen-Anhalt","Ostdeutschland","647","0.8484698549252","0.822960766979711","0.873978942870689"
"Nein","2013","Thueringen","Westdeutschland","","","",""
"Nein","2013","Thueringen","Ostdeutschland","708","0.900657875668166","0.879917274121943","0.921398477214389"
"Ja","2014","Schleswig-Holstein","Westdeutschland","","","",""
"Ja","2014","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja","2014","Hamburg","Westdeutschland","","","",""
"Ja","2014","Hamburg","Ostdeutschland","","","",""
"Ja","2014","Niedersachsen","Westdeutschland","","","",""
"Ja","2014","Niedersachsen","Ostdeutschland","","","",""
"Ja","2014","Bremen","Westdeutschland","","","",""
"Ja","2014","Bremen","Ostdeutschland","","","",""
"Ja","2014","Nordrhein-Westfalen","Westdeutschland","","","",""
"Ja","2014","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja","2014","Hessen","Westdeutschland","","","",""
"Ja","2014","Hessen","Ostdeutschland","","","",""
"Ja","2014","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Ja","2014","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja","2014","Baden-Wuerttemberg","Westdeutschland","","","",""
"Ja","2014","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja","2014","Bayern","Westdeutschland","","","",""
"Ja","2014","Bayern","Ostdeutschland","","","",""
"Ja","2014","Saarland","Westdeutschland","","","",""
"Ja","2014","Saarland","Ostdeutschland","","","",""
"Ja","2014","Berlin","Westdeutschland","","","",""
"Ja","2014","Berlin","Ostdeutschland","","","",""
"Ja","2014","Brandenburg","Westdeutschland","","","",""
"Ja","2014","Brandenburg","Ostdeutschland","","","",""
"Ja","2014","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja","2014","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Ja","2014","Sachsen","Westdeutschland","","","",""
"Ja","2014","Sachsen","Ostdeutschland","","","",""
"Ja","2014","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja","2014","Sachsen-Anhalt","Ostdeutschland","","","",""
"Ja","2014","Thueringen","Westdeutschland","","","",""
"Ja","2014","Thueringen","Ostdeutschland","","","",""
"Nein","2014","Schleswig-Holstein","Westdeutschland","","","",""
"Nein","2014","Schleswig-Holstein","Ostdeutschland","","","",""
"Nein","2014","Hamburg","Westdeutschland","","","",""
"Nein","2014","Hamburg","Ostdeutschland","","","",""
"Nein","2014","Niedersachsen","Westdeutschland","","","",""
"Nein","2014","Niedersachsen","Ostdeutschland","","","",""
"Nein","2014","Bremen","Westdeutschland","","","",""
"Nein","2014","Bremen","Ostdeutschland","","","",""
"Nein","2014","Nordrhein-Westfalen","Westdeutschland","","","",""
"Nein","2014","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Nein","2014","Hessen","Westdeutschland","","","",""
"Nein","2014","Hessen","Ostdeutschland","","","",""
"Nein","2014","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Nein","2014","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Nein","2014","Baden-Wuerttemberg","Westdeutschland","","","",""
"Nein","2014","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Nein","2014","Bayern","Westdeutschland","","","",""
"Nein","2014","Bayern","Ostdeutschland","","","",""
"Nein","2014","Saarland","Westdeutschland","","","",""
"Nein","2014","Saarland","Ostdeutschland","","","",""
"Nein","2014","Berlin","Westdeutschland","","","",""
"Nein","2014","Berlin","Ostdeutschland","","","",""
"Nein","2014","Brandenburg","Westdeutschland","","","",""
"Nein","2014","Brandenburg","Ostdeutschland","","","",""
"Nein","2014","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Nein","2014","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Nein","2014","Sachsen","Westdeutschland","","","",""
"Nein","2014","Sachsen","Ostdeutschland","","","",""
"Nein","2014","Sachsen-Anhalt","Westdeutschland","","","",""
"Nein","2014","Sachsen-Anhalt","Ostdeutschland","","","",""
"Nein","2014","Thueringen","Westdeutschland","","","",""
"Nein","2014","Thueringen","Ostdeutschland","","","",""
"Ja","2015","Schleswig-Holstein","Westdeutschland","58","0.0593379814482302","0.0436749592550446","0.0750010036414158"
"Ja","2015","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja","2015","Hamburg","Westdeutschland","13","","",""
"Ja","2015","Hamburg","Ostdeutschland","","","",""
"Ja","2015","Niedersachsen","Westdeutschland","168","0.0810234427914692","0.0701539755200514","0.0918929100628869"
"Ja","2015","Niedersachsen","Ostdeutschland","","","",""
"Ja","2015","Bremen","Westdeutschland","7","","",""
"Ja","2015","Bremen","Ostdeutschland","","","",""
