"year","age_gr","quintil_oecd","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1996","30-45","5 Einkommensstärkstes Quintil","26.36","19","129","7","10","40","50","85","22.77","29.95","1","99","15","24"
"1996","46-65","1 Einkommensschwächstes Quintil","19.74","11.5","123","4","8","20","52","99","16.13","23.35","1","99","10","16"
"1996","46-65","2","18.94","15.5","204","5","8","22","40","90","16.41","21.47","1","99","12","18"
"1996","46-65","3","15.57","9.5","196","4","6","20","35","65","13.46","17.68","1","99","10","12"
"1996","46-65","4","20.19","14.5","159","6","8","27","40","79","17.51","22.87","2","87","12","20"
"1996","46-65","5 Einkommensstärkstes Quintil","26.41","19","107","8","10","40","60","99","22.28","30.54","2","99","15","24"
"1996","66","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"1996","66","2","","","","","","","","","","","","","",""
"1996","66","3","","","","","","","","","","","","","",""
"1996","66","4","","","","","","","","","","","","","",""
"1996","66","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"1997","17-29","1 Einkommensschwächstes Quintil","15.81","9.5","166","4","7","20","35","60","13.9","17.72","2","66","10","12"
"1997","17-29","2","16.99","9","208","3","6","20","35","99","14.7","19.28","1","99","10","15"
"1997","17-29","3","15.16","9.5","202","3","6","20","30","60","13.27","17.05","1","95","10","12"
"1997","17-29","4","16.75","9.5","138","3","6","20","40","80","13.95","19.55","1","90","10","15"
"1997","17-29","5 Einkommensstärkstes Quintil","19.72","12","39","3","7","25","40","80","14.09","25.35","1","80","10","20"
"1997","30-45","1 Einkommensschwächstes Quintil","17.7","11.5","321","4","7","24","40","75","16","19.4","1","99","10","15"
"1997","30-45","2","18.22","14.5","460","4","8","20","40","80","16.71","19.73","1","99","12","15"
"1997","30-45","3","19.39","14.5","349","4","8","25","40","85","17.66","21.12","1","99","12","16"
"1997","30-45","4","21.47","15.5","256","5","10","25","55","80","19.2","23.74","2","99","12","17"
"1997","30-45","5 Einkommensstärkstes Quintil","27.03","23.5","149","8","10","40","56","99","23.36","30.7","2","99","15","25"
"1997","46-65","1 Einkommensschwächstes Quintil","15.76","14","132","5","9","20","29","50","13.56","17.96","2","72","10","15"
"1997","46-65","2","18.89","14.5","203","5","10","22","40","80","16.5","21.28","2","99","12","18"
"1997","46-65","3","19.4","11.5","217","4","8","25","44","91","16.9","21.9","2","99","10","15"
"1997","46-65","4","19.1","13","172","5","10","24","40","80","16.55","21.65","2","80","12","18"
"1997","46-65","5 Einkommensstärkstes Quintil","22.98","15.5","113","5","8","38","50","80","19","26.96","1","99","12","20"
"1997","66","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"1997","66","2","","","","","","","","","","","","","",""
"1997","66","3","","","","","","","","","","","","","",""
"1997","66","4","","","","","","","","","","","","","",""
"1997","66","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"1998","17-29","1 Einkommensschwächstes Quintil","15.86","13.5","186","4","7","20","30","80","13.71","18.01","1","99","10","15"
"1998","17-29","2","15.28","11.5","227","4","6","20","30","60","13.5","17.06","1","90","10","15"
"1998","17-29","3","15.28","9.5","189","5","8","20","30","50","13.49","17.07","1","80","10","13"
"1998","17-29","4","19.48","10.5","163","4","7","23","40","99","16.69","22.27","1","99","10","18"
"1998","17-29","5 Einkommensstärkstes Quintil","18.95","11","43","6","8","24","37","80","14.4","23.5","3","80","10","20"
"1998","30-45","1 Einkommensschwächstes Quintil","19.25","14.5","348","4","7","25","40","80","17.43","21.07","1","97","12","18"
"1998","30-45","2","17.8","14.5","524","4","8","22","40","76","16.47","19.13","1","90","12","15"
"1998","30-45","3","20.89","14.5","385","5","10","27","45","90","19.06","22.72","2","99","12","15"
"1998","30-45","4","20.82","14.5","316","5","10","25","40","85","18.67","22.97","1","99","15","18"
"1998","30-45","5 Einkommensstärkstes Quintil","26.73","19","183","8","15","40","50","93","24.14","29.32","1","99","20","22"
"1998","46-65","1 Einkommensschwächstes Quintil","19.98","14.5","152","4","10","25","40","99","17.32","22.64","2","99","12","20"
"1998","46-65","2","19.96","14.5","214","5","8","22","47","80","17.53","22.39","2","98","12","16"
"1998","46-65","3","20.42","14.5","211","5","8","25","40","99","18.07","22.77","1","99","12","20"
"1998","46-65","4","19.2","11.5","186","5","9","25","40","80","16.79","21.61","1","99","12","16"
"1998","46-65","5 Einkommensstärkstes Quintil","22.28","15.5","172","6","10","30","45","98","19.37","25.19","2","99","12","20"
"1998","66","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"1998","66","2","","","","","","","","","","","","","",""
"1998","66","3","","","","","","","","","","","","","",""
"1998","66","4","","","","","","","","","","","","","",""
"1998","66","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"1999","17-29","1 Einkommensschwächstes Quintil","16.29","11.5","174","4","8","20","28","90","14.21","18.37","2","90","10","14"
"1999","17-29","2","15.43","11.5","220","4","7","20","30","60","13.85","17.01","1","90","10","15"
"1999","17-29","3","14.24","9.5","191","5","6","20","25","60","12.19","16.29","1","99","10","14"
"1999","17-29","4","17.17","11","162","4","8","20","40","70","14.84","19.5","2","80","10","15"
"1999","17-29","5 Einkommensstärkstes Quintil","15.83","13.5","48","4","7","20","30","70","11.34","20.32","3","80","10","18"
"1999","30-45","1 Einkommensschwächstes Quintil","20.69","14.5","285","5","10","25","50","90","18.64","22.74","1","99","10","15"
"1999","30-45","2","19.27","14.5","551","4","8","25","40","80","17.89","20.65","1","99","12","15"
"1999","30-45","3","18.79","13.5","386","4","8","20","40","80","17.1","20.48","1","96","12","15"
"1999","30-45","4","22.11","16.5","349","5","10","28","50","80","20.24","23.98","1","99","15","20"
"1999","30-45","5 Einkommensstärkstes Quintil","25.2","19.5","215","10","12","35","50","80","22.58","27.82","2","99","15","20"
"1999","46-65","1 Einkommensschwächstes Quintil","19.93","13","122","4","8","22","45","90","16.26","23.6","2","99","12","20"
"1999","46-65","2","18.12","14.5","208","4","8","20","40","80","15.96","20.28","2","90","12","18"
"1999","46-65","3","18.49","11.5","194","4","8","22","40","80","15.89","21.09","1","99","10","15"
"1999","46-65","4","19.88","14.5","211","4","8","23","42","90","17.52","22.24","2","99","15","20"
"1999","46-65","5 Einkommensstärkstes Quintil","21.2","15.5","173","4","7","30","46","80","18.36","24.04","1","90","12","20"
"1999","66","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"1999","66","2","","","","","","","","","","","","","",""
"1999","66","3","","","","","","","","","","","","","",""
"1999","66","4","","","","","","","","","","","","","",""
"1999","66","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2000","17-29","1 Einkommensschwächstes Quintil","16.9","11","219","3","8","20","35","80","14.6","19.2","1","99","10","14"
"2000","17-29","2","17.27","11.5","301","4","6","20","40","80","15.51","19.03","1","99","10","14"
"2000","17-29","3","15.71","9.5","239","4","6","20","35","72","14.14","17.28","1","80","10","14"
"2000","17-29","4","16.91","11.5","261","4","8","20","34","90","14.96","18.86","1","99","10","15"
"2000","17-29","5 Einkommensstärkstes Quintil","18.08","12.5","71","4","10","25","40","60","14.85","21.31","1","60","10","20"
"2000","30-45","1 Einkommensschwächstes Quintil","18.63","12.5","430","5","8","22","40","80","17","20.26","1","99","12","15"
"2000","30-45","2","17.8","12.5","790","5","8","20","37","90","16.65","18.95","1","99","12","15"
"2000","30-45","3","18.35","11.5","696","4","8","20","40","80","17.13","19.57","1","99","12","15"
"2000","30-45","4","21.52","14.5","618","5","9","30","45","99","19.97","23.07","1","99","14","16"
"2000","30-45","5 Einkommensstärkstes Quintil","24.95","19.5","397","6","10","30","45","99","23","26.9","2","99","16","20"
"2000","46-65","1 Einkommensschwächstes Quintil","20.54","14.5","166","4","9","27","40","99","17.67","23.41","1","99","12","20"
"2000","46-65","2","17.44","13.5","326","4","8","20","34","70","15.84","19.04","1","99","11","15"
"2000","46-65","3","19.75","14.5","350","5","10","22","47","90","17.96","21.54","2","99","12","15"
"2000","46-65","4","18.42","13.5","398","5","7","24","40","90","16.78","20.06","1","99","12","16"
"2000","46-65","5 Einkommensstärkstes Quintil","22.25","14.5","350","5","10","28","48","90","20.19","24.31","1","99","15","18"
"2000","66","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2000","66","2","","","","","","","","","","","","","",""
"2000","66","3","","","","","","","","","","","","","",""
"2000","66","4","","","","","","","","","","","","","",""
"2000","66","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2001","17-29","1 Einkommensschwächstes Quintil","15.13","9.5","183","3","6","20","29","80","13.04","17.22","1","99","10","12"
"2001","17-29","2","16.56","11.5","270","4","8","20","35","70","14.9","18.22","1","99","10","13"
"2001","17-29","3","18.07","9.5","232","4","6","20","40","99","15.79","20.35","1","99","10","12"
"2001","17-29","4","18.11","11","214","5","8","20","40","80","15.99","20.23","1","90","10","15"
"2001","17-29","5 Einkommensstärkstes Quintil","17.14","11.5","85","4","8","20","40","80","13.61","20.67","1","80","10","15"
"2001","30-45","1 Einkommensschwächstes Quintil","15.98","11.5","364","5","8","20","30","60","14.41","17.55","1","99","10","15"
"2001","30-45","2","17.04","11.5","738","4","8","20","35","80","15.98","18.1","1","99","11","15"
"2001","30-45","3","18.14","11.5","649","4","8","21","40","80","16.9","19.38","1","99","11","15"
"2001","30-45","4","21.21","15.5","588","5","10","30","42","80","19.79","22.63","1","99","15","18"
"2001","30-45","5 Einkommensstärkstes Quintil","24.33","19.5","394","5","10","35","50","98","22.28","26.38","1","99","15","20"
"2001","46-65","1 Einkommensschwächstes Quintil","20.36","14.5","147","7","10","24","40","80","17.72","23","2","99","14","18"
"2001","46-65","2","16.55","13.5","297","4","8","20","30","70","14.97","18.13","1","99","12","15"
"2001","46-65","3","17.83","13.5","346","5","8","20","40","90","16.17","19.49","1","99","12","15"
"2001","46-65","4","19.01","14.5","407","5","9","25","40","70","17.45","20.57","1","99","15","16"
"2001","46-65","5 Einkommensstärkstes Quintil","20.9","14.5","372","4","8","30","43","90","18.98","22.82","1","99","12","16"
"2001","66","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2001","66","2","","","","","","","","","","","","","",""
"2001","66","3","","","","","","","","","","","","","",""
"2001","66","4","","","","","","","","","","","","","",""
"2001","66","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2002","17-29","1 Einkommensschwächstes Quintil","17.54","8.5","141","2","4","20","50","99","14.54","20.54","1","99","8","10"
"2002","17-29","2","17.21","11.5","201","4","6","23","40","80","15.13","19.29","1","99","10","13"
"2002","17-29","3","15.05","9.5","214","3","6","20","27","87","13.06","17.04","1","99","10","10"
"2002","17-29","4","17.33","11.5","246","5","8","20","40","92","15.51","19.15","1","92","10","12"
"2002","17-29","5 Einkommensstärkstes Quintil","18.3","9","133","3","5","20","45","99","15.08","21.52","1","99","10","15"
"2002","30-45","1 Einkommensschwächstes Quintil","18.71","12.5","269","4","8","20","40","98","16.72","20.7","1","99","10","15"
"2002","30-45","2","18.36","12.5","576","4","8","20","40","99","17.03","19.69","1","99","10","15"
"2002","30-45","3","17.78","11","553","5","8","21","40","82","16.48","19.08","1","99","12","15"
"2002","30-45","4","20.28","14.5","671","4","8","25","40","80","18.92","21.64","1","99","14","16"
"2002","30-45","5 Einkommensstärkstes Quintil","24.24","17.5","632","5","10","31","50","99","22.53","25.95","1","99","15","20"
"2002","46-65","1 Einkommensschwächstes Quintil","16.01","14","133","5","8","20","34","45","13.82","18.2","1","90","10","15"
"2002","46-65","2","18.91","14.5","228","4","7","20","40","99","16.45","21.37","1","99","10","15"
"2002","46-65","3","19.75","14.5","333","5","10","25","40","99","17.99","21.51","1","99","12","15"
"2002","46-65","4","17.16","11.5","465","5","8","20","36","75","15.66","18.66","1","99","12","15"
"2002","46-65","5 Einkommensstärkstes Quintil","21.54","15.5","698","5","8","30","44","80","20.08","23","1","99","16","20"
"2002","66","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2002","66","2","","","","","","","","","","","","","",""
"2002","66","3","","","","","","","","","","","","","",""
"2002","66","4","","","","","","","","","","","","","",""
"2002","66","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2003","17-29","1 Einkommensschwächstes Quintil","12.33","9.5","158","3","5","15","23","80","10.22","14.44","2","85","8","10"
"2003","17-29","2","17.44","11","212","4","7","20","36","90","15.51","19.37","1","90","10","12"
"2003","17-29","3","14.66","9.5","202","3","5","20","35","52","12.88","16.44","1","80","10","10"
"2003","17-29","4","14.7","9.5","225","4","5","20","30","80","13.11","16.29","1","80","10","15"
"2003","17-29","5 Einkommensstärkstes Quintil","14.83","11","107","2","7","20","30","56","12.19","17.47","1","80","10","17"
"2003","30-45","1 Einkommensschwächstes Quintil","16.04","11.5","233","4","8","20","30","70","14.25","17.83","1","99","10","15"
"2003","30-45","2","17.7","11.5","515","4","8","20","40","99","16.33","19.07","1","99","10","15"
"2003","30-45","3","17.92","11.5","570","4","7","21","40","84","16.51","19.33","1","99","11","15"
"2003","30-45","4","19.03","14.5","644","4","8","23","40","88","17.7","20.36","1","99","13","15"
"2003","30-45","5 Einkommensstärkstes Quintil","23.25","19.5","543","5","10","30","48","99","21.53","24.97","1","99","15","20"
"2003","46-65","1 Einkommensschwächstes Quintil","15.62","11.5","103","3","8","20","32","70","13.02","18.22","2","80","10","15"
"2003","46-65","2","15.02","11.5","269","4","6","20","30","60","13.53","16.51","1","90","10","14"
"2003","46-65","3","19.34","14.5","291","5","10","23","40","91","17.42","21.26","2","99","10","15"
"2003","46-65","4","16.47","11.5","476","4","7","20","40","80","15.17","17.77","1","99","10","14"
"2003","46-65","5 Einkommensstärkstes Quintil","22.73","15.5","666","5","10","30","50","99","21.16","24.3","1","99","15","20"
"2003","66","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2003","66","2","","","","","","","","","","","","","",""
"2003","66","3","","","","","","","","","","","","","",""
"2003","66","4","","","","","","","","","","","","","",""
"2003","66","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2004","17-29","1 Einkommensschwächstes Quintil","13.54","9","151","2","4","15","34","99","10.98","16.1","1","99","8","10"
"2004","17-29","2","16.36","11.5","204","3","6","20","40","80","14.32","18.4","1","99","10","15"
"2004","17-29","3","14.82","9.5","173","4","5","20","30","70","12.71","16.93","1","99","9","12"
"2004","17-29","4","14.14","11","215","4","6","20","30","50","12.38","15.9","1","90","10","12"
"2004","17-29","5 Einkommensstärkstes Quintil","18.1","9.5","118","4","5","20","40","99","14.2","22","1","99","10","15"
"2004","30-45","1 Einkommensschwächstes Quintil","18.51","14.5","211","3","8","20","40","80","16.26","20.76","1","99","10","15"
"2004","30-45","2","18.13","11.5","496","4","8","20","40","99","16.65","19.61","2","99","10","15"
"2004","30-45","3","17.03","11.5","518","5","8","20","34","80","15.68","18.38","1","99","10","15"
"2004","30-45","4","18.74","14.5","591","5","8","20","40","99","17.39","20.09","1","99","12","15"
"2004","30-45","5 Einkommensstärkstes Quintil","23.03","17.5","526","5","10","30","50","99","21.38","24.68","1","99","15","20"
"2004","46-65","1 Einkommensschwächstes Quintil","17.2","12.5","108","4","6","20","40","60","13.86","20.54","2","99","10","18"
"2004","46-65","2","15.8","9.5","268","3","7","20","30","73","13.98","17.62","1","90","10","15"
"2004","46-65","3","18.67","14.5","312","5","8","20","40","80","16.91","20.43","1","99","10","15"
"2004","46-65","4","17.16","11.5","486","5","8","20","36","80","15.72","18.6","1","99","11","15"
"2004","46-65","5 Einkommensstärkstes Quintil","21.79","14.5","692","5","10","28","42","99","20.36","23.22","1","99","15","18"
"2004","66","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2004","66","2","","","","","","","","","","","","","",""
"2004","66","3","","","","","","","","","","","","","",""
"2004","66","4","","","","","","","","","","","","","",""
"2004","66","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2005","17-29","1 Einkommensschwächstes Quintil","13.39","7.5","121","2","5","20","28","80","11.18","15.6","1","80","7","10"
"2005","17-29","2","17.28","11","189","3","6","22","40","70","14.98","19.58","1","99","10","15"
"2005","17-29","3","14.96","9","170","2","5","20","30","70","12.61","17.31","1","90","10","15"
"2005","17-29","4","14.06","9.5","218","4","6","16","30","80","12.29","15.83","1","99","10","10"
"2005","17-29","5 Einkommensstärkstes Quintil","21.19","11","105","5","8","30","50","93","17.66","24.72","2","99","10","15"
"2005","30-45","1 Einkommensschwächstes Quintil","16.69","9.5","185","4","6","20","40","90","14.33","19.05","1","99","10","13"
"2005","30-45","2","17.32","11.5","452","4","8","20","40","90","15.95","18.69","1","99","10","13"
"2005","30-45","3","16.96","11.5","469","4","8","20","40","80","15.58","18.34","1","99","11","15"
"2005","30-45","4","19.57","14.5","543","5","8","24","40","95","18.05","21.09","1","99","12","15"
"2005","30-45","5 Einkommensstärkstes Quintil","22.9","14.5","527","5","8","30","50","99","21.14","24.66","1","99","15","16"
"2005","46-65","1 Einkommensschwächstes Quintil","18.89","13","110","5","10","27","40","80","15.71","22.07","2","90","12","20"
"2005","46-65","2","18.54","13.5","243","4","8","20","40","99","16.45","20.63","1","99","10","15"
"2005","46-65","3","18.59","13.5","268","4","8","25","40","80","16.68","20.5","1","99","10","15"
"2005","46-65","4","17.14","10.5","480","4","7","20","40","80","15.61","18.67","1","99","10","14"
"2005","46-65","5 Einkommensstärkstes Quintil","22.99","15.5","649","5","10","35","44","99","21.49","24.49","1","99","15","16"
"2005","66","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2005","66","2","","","","","","","","","","","","","",""
"2005","66","3","","","","","","","","","","","","","",""
"2005","66","4","","","","","","","","","","","","","",""
"2005","66","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2006","17-29","1 Einkommensschwächstes Quintil","16.07","9.5","149","3","5","16","30","99","12.82","19.32","1","99","10","12"
"2006","17-29","2","15.93","9.5","204","3","5","22","30","80","13.98","17.88","1","85","10","15"
"2006","17-29","3","16","11.5","201","3","7","20","30","90","13.79","18.21","1","99","10","15"
"2006","17-29","4","17.36","11.5","251","4","6","20","33","90","15.64","19.08","2","90","10","12"
"2006","17-29","5 Einkommensstärkstes Quintil","20.41","17","86","5","10","25","45","80","17.06","23.76","1","99","10","18"
"2006","30-45","1 Einkommensschwächstes Quintil","17.17","9.5","234","3","8","20","39","99","15.06","19.28","1","99","10","15"
"2006","30-45","2","18.65","11.5","479","5","8","24","40","80","17.2","20.1","1","95","12","15"
"2006","30-45","3","17.1","11.5","532","4","7","20","38","80","15.78","18.42","1","99","12","15"
"2006","30-45","4","19.58","14.5","594","4","8","26","40","86","18.21","20.95","1","99","12","15"
"2006","30-45","5 Einkommensstärkstes Quintil","24.02","18.5","596","5","10","35","50","99","22.37","25.67","1","99","15","20"
"2006","46-65","1 Einkommensschwächstes Quintil","18.37","13.5","111","5","10","20","40","80","15.19","21.55","2","99","10","15"
"2006","46-65","2","20.04","14.5","288","5","8","25","40","87","18.02","22.06","1","99","11","15"
"2006","46-65","3","17.2","11.5","367","4","8","20","36","70","15.52","18.88","1","99","12","15"
"2006","46-65","4","17.78","13.5","543","4","8","20","40","80","16.41","19.15","1","99","12","15"
"2006","46-65","5 Einkommensstärkstes Quintil","20.29","14.5","727","5","8","25","41","80","18.94","21.64","1","99","15","18"
"2006","66","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2006","66","2","","","","","","","","","","","","","",""
"2006","66","3","","","","","","","","","","","","","",""
"2006","66","4","","","","","","","","","","","","","",""
"2006","66","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2007","17-29","1 Einkommensschwächstes Quintil","20.37","11","125","4","8","20","45","99","17.17","23.57","1","99","10","14"
"2007","17-29","2","15.29","9.5","166","2","5","20","32","87","12.61","17.97","1","99","10","14"
"2007","17-29","3","15.22","9","185","4","6","20","30","80","13.13","17.31","1","80","10","12"
"2007","17-29","4","17.63","11.5","231","3","6","20","40","99","15.36","19.9","1","99","10","12"
"2007","17-29","5 Einkommensstärkstes Quintil","29.48","18.5","109","4","10","40","80","90","24.82","34.14","2","99","13","20"
"2007","30-45","1 Einkommensschwächstes Quintil","20.55","14.5","186","4","8","28","40","96","18.38","22.72","1","96","12","20"
"2007","30-45","2","19.05","14.5","475","5","8","25","40","90","17.56","20.54","1","99","10","15"
"2007","30-45","3","17.48","11.5","493","4","8","20","34","80","16.15","18.81","2","90","10","14"
"2007","30-45","4","18.84","11.5","581","4","8","20","40","99","17.42","20.26","1","99","11","15"
"2007","30-45","5 Einkommensstärkstes Quintil","22.5","15.5","570","5","10","30","50","90","20.9","24.1","1","99","15","20"
"2007","46-65","1 Einkommensschwächstes Quintil","17.95","11","123","4","8","20","40","99","15.29","20.61","1","99","10","15"
"2007","46-65","2","17.66","10.5","282","4","8","20","40","80","15.68","19.64","1","99","10","15"
"2007","46-65","3","20.12","14.5","317","5","10","27","50","80","18.28","21.96","2","99","12","15"
"2007","46-65","4","18.78","11.5","550","4","7","20","40","92","17.29","20.27","1","99","10","15"
"2007","46-65","5 Einkommensstärkstes Quintil","21.88","14.5","686","5","10","30","45","90","20.42","23.34","1","99","15","18"
"2007","66","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2007","66","2","","","","","","","","","","","","","",""
"2007","66","3","","","","","","","","","","","","","",""
"2007","66","4","","","","","","","","","","","","","",""
"2007","66","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2008","17-29","1 Einkommensschwächstes Quintil","16.59","10.5","112","2","6","20","40","90","12.96","20.22","1","99","10","15"
"2008","17-29","2","14.94","9.5","157","3","5","20","30","60","12.85","17.03","2","80","10","12"
"2008","17-29","3","14.32","9.5","172","3","5","20","30","75","12.04","16.6","1","99","10","12"
"2008","17-29","4","16.84","9.5","234","4","8","20","40","80","14.7","18.98","2","99","10","15"
"2008","17-29","5 Einkommensstärkstes Quintil","21.77","14.5","130","5","9","30","40","80","18.54","25","2","99","10","18"
"2008","30-45","1 Einkommensschwächstes Quintil","20.1","17","132","4","8","25","40","99","17.42","22.78","1","99","12","20"
"2008","30-45","2","17.39","11.5","382","4","8","21","35","80","15.97","18.81","1","90","12","15"
"2008","30-45","3","18.25","11.5","489","4","7","20","40","99","16.72","19.78","1","99","10","12"
"2008","30-45","4","18.3","14.5","559","4","8","20","40","99","17.02","19.58","1","99","12","15"
"2008","30-45","5 Einkommensstärkstes Quintil","23.89","17.5","566","5","10","30","50","99","22.3","25.48","1","99","15","20"
"2008","46-65","1 Einkommensschwächstes Quintil","16.61","11","121","5","7","20","30","80","13.96","19.26","1","80","10","15"
"2008","46-65","2","17.66","11.5","262","5","8","20","37","80","15.65","19.67","1","99","10","14"
"2008","46-65","3","16.86","11.5","321","4","8","20","30","80","15.13","18.59","1","99","10","14"
"2008","46-65","4","18.02","11.5","541","5","8","20","40","90","16.65","19.39","1","99","11","15"
"2008","46-65","5 Einkommensstärkstes Quintil","20.23","14.5","720","5","10","26","42","80","18.86","21.6","1","99","14","16"
"2008","66","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2008","66","2","","","","","","","","","","","","","",""
"2008","66","3","","","","","","","","","","","","","",""
"2008","66","4","","","","","","","","","","","","","",""
"2008","66","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2009","17-29","1 Einkommensschwächstes Quintil","13.78","9","87","3","6","20","29","50","11.36","16.2","1","50","8","15"
"2009","17-29","2","21.13","11.5","123","3","6","30","50","80","18.14","24.12","1","80","10","15"
"2009","17-29","3","15.54","9","137","3","6","20","30","92","12.6","18.48","1","92","10","12"
"2009","17-29","4","16.55","11.5","178","5","7","20","30","55","14.6","18.5","1","99","10","15"
"2009","17-29","5 Einkommensstärkstes Quintil","17.59","9.5","135","5","8","25","38","80","14.41","20.77","1","80","10","20"
"2009","30-45","1 Einkommensschwächstes Quintil","14.72","12.5","90","5","10","20","28","46","12.3","17.14","2","60","10","16"
"2009","30-45","2","18.48","11.5","319","5","8","20","40","99","16.6","20.36","2","99","10","15"
"2009","30-45","3","16.12","9.5","372","4","7","20","36","60","14.69","17.55","1","99","10","14"
"2009","30-45","4","18.6","14.5","502","4","8","24","40","90","17.23","19.97","1","99","10","15"
"2009","30-45","5 Einkommensstärkstes Quintil","22.2","14.5","532","5","10","30","45","94","20.49","23.91","1","99","15","20"
"2009","46-65","1 Einkommensschwächstes Quintil","16.97","11","90","4","7","20","36","50","13.58","20.36","2","90","10","20"
"2009","46-65","2","19.41","14","221","4","8","20","40","85","16.97","21.85","1","95","10","15"
"2009","46-65","3","17.43","11.5","262","4","8","20","33","80","15.49","19.37","1","90","11","15"
