"year","quintil_oecd","sampreg","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2019","1 Einkommensschwächstes Quintil","Westdeutschland","14.99","11","191","4","6","19","35","60","13.04","16.94","2","80","10","12"
"2019","2","Ostdeutschland","16.77","11","105","5","10","20","28","95","13.77","19.77","1","95","10","15"
"2019","2","Westdeutschland","13.61","9.5","400","3","6","17","30","64","12.31","14.91","1","80","10","12"
"2019","3","Ostdeutschland","12.95","7.5","202","2","5","16","30","75","11.09","14.81","1","80","10","12"
"2019","3","Westdeutschland","15.16","9.5","619","3","6","20","30","70","14.01","16.31","1","99","10","14"
"2019","4","Ostdeutschland","12.92","9.5","431","4","6","15","20","80","11.53","14.31","1","99","10","10"
"2019","4","Westdeutschland","15.5","9.5","1357","4","6","20","32","80","14.71","16.29","1","99","10","12"
"2019","5 Einkommensstärkstes Quintil","Ostdeutschland","14.47","9.5","586","4","6","20","30","70","13.21","15.73","1","99","10","12"
"2019","5 Einkommensstärkstes Quintil","Westdeutschland","16.36","9.5","2884","4","6","20","35","80","15.77","16.95","1","99","10","11"
"2020","1 Einkommensschwächstes Quintil","Ostdeutschland","11.17","6.5","52","4","6","15","20","37","8.27","14.07","3","50","7","12"
"2020","1 Einkommensschwächstes Quintil","Westdeutschland","14.13","9","134","3","5","20","25","80","11.24","17.02","1","99","7","10"
"2020","2","Ostdeutschland","15.98","9.5","120","4","5","20","30","99","13.53","18.43","1","99","10","11"
"2020","2","Westdeutschland","14.67","10.5","316","3","6","20","30","80","13.05","16.29","1","125","10","15"
"2020","3","Ostdeutschland","13.51","9.5","153","2","5","17","25","90","10.81","16.21","1","99","8","11"
"2020","3","Westdeutschland","13.33","9.5","532","3","5","18","28","60","12.08","14.58","1","120","10","11"
"2020","4","Ostdeutschland","13.7","9.5","355","3","6","16","28","61","12.46","14.94","1","78","10","10"
"2020","4","Westdeutschland","13.29","9.5","1284","3","5","16","30","60","12.58","14","1","99","10","10"
"2020","5 Einkommensstärkstes Quintil","Ostdeutschland","12.58","9.5","562","3","5","16","24","60","11.43","13.73","1","99","10","10"
"2020","5 Einkommensstärkstes Quintil","Westdeutschland","15.01","9.5","2878","4","6","20","30","80","14.46","15.56","1","130","10","10"
