"year","quintil_oecd","sex","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2012","1 Einkommensschwächstes Quintil","männlich","18.15","12.5","241","4","6","25","30","85","15.56","20.74","2","99","12","20"
"2012","1 Einkommensschwächstes Quintil","weiblich","14.73","9.5","253","3","5","20","30","80","12.55","16.91","1","99","10","12"
"2012","2","männlich","17.7","14.5","649","4","9","20","30","95","16.41","18.99","1","99","14","15"
"2012","2","weiblich","15.73","9.5","603","3","5","20","36","86","14.57","16.89","1","99","10","10"
"2012","3","männlich","18.59","13.5","785","5","9","20","40","80","17.4","19.78","1","99","12","15"
"2012","3","weiblich","14.5","9.5","641","3","5","20","30","60","13.49","15.51","1","99","10","10"
"2012","4","männlich","19.08","14.5","1036","5","8","23","40","85","18.05","20.11","1","99","15","15"
"2012","4","weiblich","12.33","9.5","921","2","5","15","25","55","11.59","13.07","1","99","10","10"
"2012","5 Einkommensstärkstes Quintil","männlich","22.12","14.5","1213","5","10","30","45","96","21","23.24","1","99","15","20"
"2012","5 Einkommensstärkstes Quintil","weiblich","15.9","9.5","1037","4","6","20","32","90","15.04","16.76","1","99","10","10"
"2013","1 Einkommensschwächstes Quintil","männlich","14.75","9.5","289","4","6","20","30","80","12.88","16.62","1","90","10","14"
"2013","1 Einkommensschwächstes Quintil","weiblich","14.01","9.5","328","3","5","20","30","75","12.41","15.61","1","90","10","12"
"2013","2","männlich","17","11.5","708","4","8","20","33","80","15.77","18.23","1","99","12","15"
"2013","2","weiblich","14.25","9.5","583","2","5","20","30","70","13.14","15.36","1","99","10","10"
"2013","3","männlich","18.06","11.5","795","4","8","20","40","80","16.85","19.27","1","99","15","16"
"2013","3","weiblich","14.2","9.5","664","3","6","20","30","50","13.27","15.13","1","80","10","10"
"2013","4","männlich","17.7","12.5","1128","4","8","21","35","87","16.74","18.66","1","99","12","15"
"2013","4","weiblich","12.91","9.5","1032","3","5","15","26","60","12.18","13.64","1","93","10","10"
"2013","5 Einkommensstärkstes Quintil","männlich","20.27","14.5","1308","5","9","25","40","90","19.28","21.26","1","99","15","18"
"2013","5 Einkommensstärkstes Quintil","weiblich","14.66","9.5","1102","3","5","20","30","60","13.89","15.43","1","99","10","10"
"2014","1 Einkommensschwächstes Quintil","männlich","16.34","9.5","226","3","8","24","40","80","14.47","18.21","1","99","10","15"
"2014","1 Einkommensschwächstes Quintil","weiblich","15.97","10.5","232","3","6","20","30","70","13.96","17.98","1","90","10","14"
"2014","2","männlich","16.92","10.5","567","4","8","20","40","80","15.58","18.26","1","99","10","12"
"2014","2","weiblich","13.91","9.5","486","3","5","18","30","54","12.73","15.09","1","80","10","10"
"2014","3","männlich","16.61","9.5","673","4","6","20","35","80","15.42","17.8","1","99","10","13"
"2014","3","weiblich","14.61","9.5","588","3","5","20","30","80","13.58","15.64","1","99","10","10"
"2014","4","männlich","17.89","13.5","1004","4","8","20","40","80","16.91","18.87","1","99","12","15"
"2014","4","weiblich","12.21","9.5","912","3","5","15","24","50","11.45","12.97","1","99","10","10"
"2014","5 Einkommensstärkstes Quintil","männlich","20.39","14.5","1327","5","8","25","40","99","19.4","21.38","1","99","15","15"
"2014","5 Einkommensstärkstes Quintil","weiblich","13.37","9.5","1137","3","5","20","28","60","12.63","14.11","1","99","10","10"
"2015","1 Einkommensschwächstes Quintil","männlich","14.38","9.5","220","3","6","20","30","60","12.37","16.39","1","99","10","15"
"2015","1 Einkommensschwächstes Quintil","weiblich","11.99","7.5","233","2","4","19","25","50","10.44","13.54","1","90","8","10"
"2015","2","männlich","17.58","11.5","448","5","10","20","32","99","15.97","19.19","1","99","12","15"
"2015","2","weiblich","12.91","9.5","431","4","6","16","24","50","11.74","14.08","1","99","10","10"
"2015","3","männlich","19.17","14.5","636","5","9","25","40","80","17.92","20.42","1","99","15","16"
"2015","3","weiblich","15.29","9.5","597","3","5","20","34","62","14.27","16.31","1","96","10","10"
"2015","4","männlich","18.02","14.5","1029","5","8","20","40","80","17.05","18.99","1","99","13","15"
"2015","4","weiblich","13.39","9.5","925","3","5","17","30","60","12.63","14.15","1","90","10","10"
"2015","5 Einkommensstärkstes Quintil","männlich","20.02","14.5","1402","5","10","25","40","80","19.04","21","1","99","15","16"
"2015","5 Einkommensstärkstes Quintil","weiblich","13.41","9.5","1249","4","5","20","25","60","12.72","14.1","1","99","10","10"
"2016","1 Einkommensschwächstes Quintil","männlich","13.66","7.5","166","4","5","17","40","60","11.29","16.03","1","98","10","15"
"2016","1 Einkommensschwächstes Quintil","weiblich","13.35","9.5","184","3","5","20","25","45","11.66","15.04","1","99","8","10"
"2016","2","männlich","16.28","9.5","425","3","7","20","40","98","14.62","17.94","1","108","10","15"
"2016","2","weiblich","13.84","9.5","411","3","7","18","26","60","12.57","15.11","1","99","10","10"
"2016","3","männlich","15.88","9.5","525","4","6","20","32","80","14.58","17.18","1","99","10","15"
"2016","3","weiblich","12.72","9.5","536","3","5","16","30","40","11.79","13.65","1","95","10","10"
"2016","4","männlich","16.7","11.5","960","4","8","20","35","65","15.69","17.71","1","200","12","15"
"2016","4","weiblich","12.39","9.5","915","3","5","15","22","75","11.59","13.19","1","99","10","10"
"2016","5 Einkommensstärkstes Quintil","männlich","19.16","14.5","1375","5","8","22","40","80","18.22","20.1","1","99","15","15"
"2016","5 Einkommensstärkstes Quintil","weiblich","13.73","9.5","1283","3","5","20","30","60","13.04","14.42","1","99","10","10"
"2017","1 Einkommensschwächstes Quintil","männlich","16.17","11.5","157","4","6","20","30","80","13.71","18.63","1","99","10","12"
"2017","1 Einkommensschwächstes Quintil","weiblich","15.57","9.5","155","3","6","20","28","87","13.37","17.77","1","87","10","13"
"2017","2","männlich","16.22","11.5","351","4","7","20","35","80","14.5","17.94","1","146","10","15"
"2017","2","weiblich","14.49","9.5","350","3","6","20","30","80","13.11","15.87","1","90","10","10"
"2017","3","männlich","18.13","13.5","580","4","8","20","40","80","16.8","19.46","1","100","12","15"
"2017","3","weiblich","13.65","9.5","561","3","5","16","30","60","12.64","14.66","1","90","10","10"
"2017","4","männlich","17.29","11.5","995","4","8","20","35","80","16.41","18.17","1","99","12","15"
"2017","4","weiblich","12.86","9.5","991","3","5","16","28","60","12.15","13.57","1","99","10","10"
"2017","5 Einkommensstärkstes Quintil","männlich","19.14","14.5","1645","5","8","24","40","80","18.29","19.99","1","120","15","15"
"2017","5 Einkommensstärkstes Quintil","weiblich","13.45","9.5","1481","3","5","15","26","80","12.84","14.06","1","99","10","10"
"2018","1 Einkommensschwächstes Quintil","männlich","15.64","14.5","173","5","6","20","25","40","13.9","17.38","1","99","10","12"
"2018","1 Einkommensschwächstes Quintil","weiblich","12.9","9.5","150","3","5","20","30","45","10.55","15.25","1","100","9","13"
"2018","2","männlich","15.88","9.5","313","4","8","20","30","80","14.3","17.46","1","80","10","13"
"2018","2","weiblich","13.31","9.5","303","3","5","20","30","60","11.75","14.87","1","99","10","10"
"2018","3","männlich","16.84","11.5","525","4","7","20","32","80","15.45","18.23","1","120","10","12"
"2018","3","weiblich","13.27","9.5","489","2","5","20","30","50","12.18","14.36","1","80","8","10"
"2018","4","männlich","17.2","11.5","1062","4","8","20","40","80","16.21","18.19","1","150","11","15"
"2018","4","weiblich","12.9","9.5","1033","3","5","18","26","70","12.08","13.72","1","120","10","10"
"2018","5 Einkommensstärkstes Quintil","männlich","18.76","14.5","1704","5","8","25","40","80","17.96","19.56","1","107","15","15"
"2018","5 Einkommensstärkstes Quintil","weiblich","13","9.5","1585","3","5","16","25","60","12.39","13.61","1","99","10","10"
"2019","1 Einkommensschwächstes Quintil","männlich","13.96","11","129","5","6","19","30","48","11.68","16.24","1","80","10","14"
"2019","1 Einkommensschwächstes Quintil","weiblich","16.02","9.5","116","3","6","20","40","60","13.26","18.78","2","80","9","14"
"2019","2","männlich","14.91","9.5","252","3","7","20","30","80","13.13","16.69","1","95","10","13"
"2019","2","weiblich","13.17","9.5","258","4","6","16","26","70","11.59","14.75","1","80","10","12"
"2019","3","männlich","14.95","9.5","425","3","5","20","30","70","13.49","16.41","1","99","10","15"
"2019","3","weiblich","14.2","10.5","398","3","5","20","30","50","12.92","15.48","1","88","10","12"
"2019","4","männlich","16.86","11.5","891","4","8","20","40","80","15.78","17.94","1","99","10","15"
"2019","4","weiblich","13.04","9.5","901","4","5","15","28","67","12.22","13.86","1","95","10","10"
"2019","5 Einkommensstärkstes Quintil","männlich","17.83","11.5","1801","4","8","20","40","99","17.02","18.64","1","99","12","15"
"2019","5 Einkommensstärkstes Quintil","weiblich","13.88","9.5","1684","4","5","17","30","80","13.23","14.53","1","99","10","10"
"2020","1 Einkommensschwächstes Quintil","männlich","14.99","14.5","98","5","6","25","25","70","11.83","18.15","1","80","7","15"
"2020","1 Einkommensschwächstes Quintil","weiblich","11.8","9","88","3","4","12","20","99","8.63","14.97","2","99","7","10"
"2020","2","männlich","17.05","11.5","250","4","8","20","30","99","15.06","19.04","1","125","10","15"
"2020","2","weiblich","13.11","9.5","186","4","5","15","24","57","11.44","14.78","1","70","10","10"
"2020","3","männlich","13.31","9.5","353","3","6","18","25","48","11.73","14.89","1","120","10","14"
"2020","3","weiblich","13.44","7.5","332","3","5","15","32","70","11.8","15.08","1","120","9","10"
"2020","4","männlich","14.79","9.5","822","3","6","20","30","60","13.92","15.66","1","95","10","12"
"2020","4","weiblich","11.88","9.5","815","3","5","15","25","56","11.01","12.75","1","99","10","10"
