year,bula_h,rentown,hgeqpnrj,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2020,North Rhine-Westphalia,Owner,No,0.96166,1263,1355,0.95143,0.97189
2020,North Rhine-Westphalia,Tenant,Yes,0.02855,40,2025,0.02129,0.03580
2020,North Rhine-Westphalia,Tenant,No,0.97145,1985,2025,0.96420,0.97871
2020,Hesse,Owner,No,0.94940,442,442,0.92894,0.96986
2020,Hesse,Tenant,No,0.98913,630,630,0.98103,0.99724
2020,"Rhineland-Palatinate, Saarland",Owner,Yes,0.04009,32,436,0.02166,0.05853
2020,"Rhineland-Palatinate, Saarland",Owner,No,0.95991,404,436,0.94147,0.97834
2020,"Rhineland-Palatinate, Saarland",Tenant,No,0.97769,421,421,0.96357,0.99182
2020,Baden-Wuerttemberg,Owner,Yes,0.05550,77,878,0.04035,0.07066
2020,Baden-Wuerttemberg,Owner,No,0.94450,801,878,0.92934,0.95965
2020,Baden-Wuerttemberg,Tenant,No,0.96882,840,840,0.95706,0.98058
2020,Bavaria,Owner,Yes,0.05814,105,1168,0.04472,0.07157
2020,Bavaria,Owner,No,0.94186,1063,1168,0.92843,0.95528
2020,Bavaria,Tenant,Yes,0.02856,35,1439,0.01995,0.03717
2020,Bavaria,Tenant,No,0.97144,1404,1439,0.96283,0.98005
2020,Berlin,Owner,No,0.98367,134,134,0.96213,1.00521
2020,Berlin,Tenant,No,0.99636,714,714,0.99195,1.00078
2020,Brandenburg,Owner,Yes,0.06214,33,322,0.03573,0.08855
2020,Brandenburg,Owner,No,0.93786,289,322,0.91145,0.96427
2020,Brandenburg,Tenant,No,0.97704,345,345,0.96121,0.99287
2020,Mecklenburg-Western Pomerania,Owner,No,0.94852,115,115,0.90795,0.98908
2020,Mecklenburg-Western Pomerania,Tenant,No,0.99919,211,211,0.99534,1.00304
2020,Saxony,Owner,Yes,0.10199,39,366,0.07094,0.13304
2020,Saxony,Owner,No,0.89801,327,366,0.86696,0.92906
2020,Saxony,Tenant,No,0.99627,603,603,0.99140,1.00114
2020,Saxony-Anhalt,Owner,No,0.86921,223,223,0.82486,0.91357
2020,Saxony-Anhalt,Tenant,No,0.99813,310,310,0.99331,1.00295
2020,Thuringa,Owner,No,0.93945,235,235,0.90889,0.97001
2020,Thuringa,Tenant,No,0.98841,314,314,0.97656,1.00027
2021,Schleswig-Holstein,Owner,No,0.93517,208,208,0.90163,0.96872
2021,Schleswig-Holstein,Tenant,No,0.98341,156,156,0.96329,1.00352
2021,Hamburg,Owner,No,0.98720,70,70,0.96067,1.01372
2021,Lower Saxony,Owner,No,0.93964,484,484,0.91840,0.96088
2021,Lower Saxony,Tenant,No,0.98408,432,432,0.97226,0.99590
2021,Bremen,Tenant,No,0.99705,49,49,0.98171,1.01239
2021,North Rhine-Westphalia,Owner,Yes,0.04825,61,938,0.03453,0.06197
2021,North Rhine-Westphalia,Owner,No,0.95175,877,938,0.93803,0.96547
2021,North Rhine-Westphalia,Tenant,No,0.97266,1094,1094,0.96299,0.98233
2021,Hesse,Owner,No,0.95017,274,274,0.92436,0.97598
2021,Hesse,Tenant,No,0.97454,318,318,0.95720,0.99188
2021,"Rhineland-Palatinate, Saarland",Owner,No,0.94927,245,245,0.92173,0.97680
2021,"Rhineland-Palatinate, Saarland",Tenant,No,0.97239,213,213,0.95033,0.99445
2021,Baden-Wuerttemberg,Owner,Yes,0.05560,56,579,0.03692,0.07429
2021,Baden-Wuerttemberg,Owner,No,0.94440,523,579,0.92571,0.96308
2021,Baden-Wuerttemberg,Tenant,No,0.97344,456,456,0.95867,0.98822
2021,Bavaria,Owner,Yes,0.04508,66,795,0.03065,0.05951
2021,Bavaria,Owner,No,0.95492,729,795,0.94049,0.96935
2021,Bavaria,Tenant,No,0.97011,753,753,0.95794,0.98228
2021,Berlin,Owner,No,0.98656,93,93,0.96303,1.01009
2021,Berlin,Tenant,No,0.99432,413,413,0.98706,1.00158
2021,Brandenburg,Owner,No,0.92148,180,180,0.88207,0.96089
2021,Brandenburg,Tenant,No,0.99572,195,195,0.98653,1.00491
2021,Mecklenburg-Western Pomerania,Owner,No,0.93799,87,87,0.88702,0.98896
2021,Saxony,Owner,No,0.87571,224,224,0.83241,0.91901
2021,Saxony,Tenant,No,0.99751,425,425,0.99277,1.00225
2021,Saxony-Anhalt,Owner,No,0.86106,126,126,0.80043,0.92170
2021,Saxony-Anhalt,Tenant,No,0.99737,189,189,0.99006,1.00469
2021,Thuringa,Owner,No,0.93024,151,151,0.88947,0.97100
2021,Thuringa,Tenant,No,0.98070,189,189,0.96103,1.00036
2022,Schleswig-Holstein,Owner,Yes,0.05896,31,320,0.03311,0.08480
2022,Schleswig-Holstein,Owner,No,0.94104,289,320,0.91520,0.96689
2022,Schleswig-Holstein,Tenant,No,0.95962,317,317,0.93792,0.98133
2022,Hamburg,Owner,No,0.93909,91,91,0.88968,0.98850
2022,Hamburg,Tenant,No,0.97201,332,332,0.95423,0.98978
2022,Lower Saxony,Owner,Yes,0.08575,72,845,0.06686,0.10464
2022,Lower Saxony,Owner,No,0.91425,773,845,0.89536,0.93314
2022,Lower Saxony,Tenant,No,0.97067,758,758,0.95865,0.98269
2022,Bremen,Tenant,No,0.97137,96,96,0.93784,1.00491
2022,North Rhine-Westphalia,Owner,Yes,0.08386,188,1630,0.07040,0.09732
2022,North Rhine-Westphalia,Owner,No,0.91614,1442,1630,0.90268,0.92960
2022,North Rhine-Westphalia,Tenant,Yes,0.03522,103,2284,0.02765,0.04278
2022,North Rhine-Westphalia,Tenant,No,0.96478,2181,2284,0.95722,0.97235
2022,Hesse,Owner,Yes,0.05988,43,475,0.03852,0.08124
2022,Hesse,Owner,No,0.94012,432,475,0.91876,0.96148
2022,Hesse,Tenant,Yes,0.05010,38,772,0.03470,0.06550
2022,Hesse,Tenant,No,0.94990,734,772,0.93450,0.96530
2022,"Rhineland-Palatinate, Saarland",Owner,Yes,0.05739,36,419,0.03509,0.07968
2022,"Rhineland-Palatinate, Saarland",Owner,No,0.94261,383,419,0.92032,0.96491
2022,"Rhineland-Palatinate, Saarland",Tenant,No,0.95652,448,448,0.93761,0.97543
2022,Baden-Wuerttemberg,Owner,Yes,0.09557,138,1014,0.07746,0.11367
2022,Baden-Wuerttemberg,Owner,No,0.90443,876,1014,0.88633,0.92254
2022,Baden-Wuerttemberg,Tenant,Yes,0.02648,54,1271,0.01765,0.03531
2022,Baden-Wuerttemberg,Tenant,No,0.97352,1217,1271,0.96469,0.98235
2022,Bavaria,Owner,Yes,0.07725,153,1324,0.06286,0.09164
2022,Bavaria,Owner,No,0.92275,1171,1324,0.90836,0.93714
2022,Bavaria,Tenant,Yes,0.02511,57,1780,0.01784,0.03238
2022,Bavaria,Tenant,No,0.97489,1723,1780,0.96762,0.98216
2022,Berlin,Owner,No,0.99356,172,172,0.98157,1.00555
2022,Berlin,Tenant,No,0.99460,951,951,0.98994,0.99926
2022,Brandenburg,Owner,Yes,0.08801,37,328,0.05730,0.11872
2022,Brandenburg,Owner,No,0.91199,291,328,0.88128,0.94270
2022,Brandenburg,Tenant,No,0.95986,395,395,0.94048,0.97924
2022,Mecklenburg-Western Pomerania,Owner,No,0.90194,111,111,0.84636,0.95752
2022,Mecklenburg-Western Pomerania,Tenant,No,0.97469,282,282,0.95633,0.99306
2022,Saxony,Owner,Yes,0.09651,48,475,0.06993,0.12310
2022,Saxony,Owner,No,0.90349,427,475,0.87690,0.93007
2022,Saxony,Tenant,No,0.97742,802,802,0.96713,0.98771
2022,Saxony-Anhalt,Owner,Yes,0.07903,34,295,0.04819,0.10987
2022,Saxony-Anhalt,Owner,No,0.92097,261,295,0.89013,0.95181
2022,Saxony-Anhalt,Tenant,No,0.99563,377,377,0.98897,1.00230
2022,Thuringa,Owner,No,0.93215,231,231,0.89964,0.96465
2022,Thuringa,Tenant,No,0.98828,304,304,0.97616,1.00040
