"beruf","year","alter_gr","sex","n","percent","lower_confidence","upper_confidence"
"In Ausbildung","2016","35-65 Jahre alt","weiblich","77","0.00531482299249173","0.00376077960274556","0.00686886638223791"
"In Ausbildung","2016","66 und älter","maennlich","","","",""
"In Ausbildung","2016","66 und älter","weiblich","","","",""
"In Rente oder Pension","2016","16-34 Jahre alt","maennlich","","","",""
"In Rente oder Pension","2016","16-34 Jahre alt","weiblich","","","",""
"In Rente oder Pension","2016","35-65 Jahre alt","maennlich","440","0.086428427293661","0.0800131720409123","0.0928436825464097"
"In Rente oder Pension","2016","35-65 Jahre alt","weiblich","505","0.0850183110665203","0.0790570471017783","0.0909795750312623"
"In Rente oder Pension","2016","66 und älter","maennlich","2117","0.908881631896022","0.897231632115091","0.920531631676954"
"In Rente oder Pension","2016","66 und älter","weiblich","2267","0.925756192289135","0.915402522339968","0.936109862238301"
"Arbeitslose","2016","16-34 Jahre alt","maennlich","214","0.078844235253305","0.0709685223689226","0.0867199481376874"
"Arbeitslose","2016","16-34 Jahre alt","weiblich","284","0.0680599844298568","0.0605732371487825","0.0755467317109311"
"Arbeitslose","2016","35-65 Jahre alt","maennlich","415","0.0668029258104523","0.0611026118889796","0.072503239731925"
"Arbeitslose","2016","35-65 Jahre alt","weiblich","523","0.055847492136068","0.0509395568448478","0.0607554274272883"
"Arbeitslose","2016","66 und älter","maennlich","","","",""
"Arbeitslose","2016","66 und älter","weiblich","","","",""
"Sonstige Nichterwerbspersonen","2016","16-34 Jahre alt","maennlich","1660","0.102403257142646","0.093543213019312","0.111263301265979"
"Sonstige Nichterwerbspersonen","2016","16-34 Jahre alt","weiblich","1661","0.161035478806344","0.150108858469108","0.171962099143581"
"Sonstige Nichterwerbspersonen","2016","35-65 Jahre alt","maennlich","1090","0.0201712544852787","0.0169616176942635","0.0233808912762939"
"Sonstige Nichterwerbspersonen","2016","35-65 Jahre alt","weiblich","1515","0.0970284707451076","0.0907019849585884","0.103354956531627"
"Sonstige Nichterwerbspersonen","2016","66 und älter","maennlich","","","",""
"Sonstige Nichterwerbspersonen","2016","66 und älter","weiblich","64","0.0219055892105318","0.0161248451279008","0.0276863332931628"
"Beamte","2016","16-34 Jahre alt","maennlich","66","0.0273573084525094","0.0225902364354402","0.0321243804695785"
"Beamte","2016","16-34 Jahre alt","weiblich","78","0.0368299218820743","0.0312309902948161","0.0424288534693326"
"Beamte","2016","35-65 Jahre alt","maennlich","377","0.0624552549584105","0.0569307312477978","0.0679797786690233"
"Beamte","2016","35-65 Jahre alt","weiblich","392","0.0517706708144079","0.0470350763631613","0.0565062652656545"
"Beamte","2016","66 und älter","maennlich","","","",""
"Beamte","2016","66 und älter","weiblich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2017","16-34 Jahre alt","maennlich","926","0.191820745042959","0.181141727665457","0.202499762420461"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2017","16-34 Jahre alt","weiblich","726","0.200364173997542","0.18916587727302","0.211562470722065"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2017","35-65 Jahre alt","maennlich","1453","0.183197569875243","0.174841274652224","0.191553865098262"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2017","35-65 Jahre alt","weiblich","2136","0.25110018432357","0.242334751914836","0.259865616732304"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2017","66 und älter","maennlich","68","0.0276738358583721","0.0212359906110773","0.0341116811056669"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2017","66 und älter","weiblich","71","0.0325281298615106","0.0256882171859584","0.0393680425370628"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2017","16-34 Jahre alt","maennlich","883","0.314594797597943","0.302000349999612","0.327189245196274"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2017","16-34 Jahre alt","weiblich","823","0.286571062163227","0.2739211549143","0.299220969412153"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2017","35-65 Jahre alt","maennlich","3322","0.466703836305813","0.45592677569589","0.477480896915737"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2017","35-65 Jahre alt","weiblich","3365","0.385710792594886","0.37587169415485","0.395549891034921"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2017","66 und älter","maennlich","49","0.0213626690288544","0.0156880264603827","0.027037311597326"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2017","66 und älter","weiblich","35","0.0107439398489764","0.00676893209483382","0.0147189476031189"
"Selbstständige/ManagerInnen","2017","16-34 Jahre alt","maennlich","100","0.0300894264428006","0.025455998014905","0.0347228548706962"
"Selbstständige/ManagerInnen","2017","16-34 Jahre alt","weiblich","67","0.0193144271865782","0.0154640646463828","0.0231647897267737"
"Selbstständige/ManagerInnen","2017","35-65 Jahre alt","maennlich","877","0.120899254747386","0.11385675976649","0.127941749728282"
"Selbstständige/ManagerInnen","2017","35-65 Jahre alt","weiblich","556","0.0710325723058998","0.0658401861663526","0.0762249584454469"
"Selbstständige/ManagerInnen","2017","66 und älter","maennlich","120","0.044453430496586","0.0363647359406504","0.0525421250525216"
"Selbstständige/ManagerInnen","2017","66 und älter","weiblich","48","0.0140980628875386","0.0095523875094588","0.0186437382656183"
"In Ausbildung","2017","16-34 Jahre alt","maennlich","1207","0.254146017194747","0.242337422464347","0.265954611925146"
"In Ausbildung","2017","16-34 Jahre alt","weiblich","979","0.234021296721112","0.222176384348222","0.245866209094002"
"In Ausbildung","2017","35-65 Jahre alt","maennlich","74","0.00492161444105864","0.00340987184374873","0.00643335703836856"
"In Ausbildung","2017","35-65 Jahre alt","weiblich","90","0.0047020933480124","0.00331929091101071","0.00608489578501408"
"In Ausbildung","2017","66 und älter","maennlich","","","",""
"In Ausbildung","2017","66 und älter","weiblich","","","",""
"In Rente oder Pension","2017","16-34 Jahre alt","maennlich","","","",""
"In Rente oder Pension","2017","16-34 Jahre alt","weiblich","","","",""
"In Rente oder Pension","2017","35-65 Jahre alt","maennlich","478","0.0816168724380457","0.0757026543853989","0.0875310904906925"
"In Rente oder Pension","2017","35-65 Jahre alt","weiblich","574","0.0839950172185443","0.0783882355159856","0.089601798921103"
"In Rente oder Pension","2017","66 und älter","maennlich","2218","0.895382760620545","0.883371022407104","0.907394498833986"
"In Rente oder Pension","2017","66 und älter","weiblich","2342","0.920127906527083","0.909675327218011","0.930580485836154"
"Arbeitslose","2017","16-34 Jahre alt","maennlich","488","0.0786853251859635","0.0713826745593001","0.0859879758126269"
"Arbeitslose","2017","16-34 Jahre alt","weiblich","451","0.0598018942347005","0.0531680851276551","0.0664357033417458"
"Arbeitslose","2017","35-65 Jahre alt","maennlich","796","0.0660340159488867","0.0606693239276875","0.0713987079700858"
"Arbeitslose","2017","35-65 Jahre alt","weiblich","736","0.0528350057698776","0.0483132024684785","0.0573568090712766"
"Arbeitslose","2017","66 und älter","maennlich","","","",""
"Arbeitslose","2017","66 und älter","weiblich","","","",""
"Sonstige Nichterwerbspersonen","2017","16-34 Jahre alt","maennlich","1521","0.0968115693594563","0.0887914197392155","0.104831718979697"
"Sonstige Nichterwerbspersonen","2017","16-34 Jahre alt","weiblich","1758","0.160695605688471","0.150421179821963","0.170970031554979"
"Sonstige Nichterwerbspersonen","2017","35-65 Jahre alt","maennlich","800","0.0182068419509791","0.0153186721550812","0.0210950117468771"
"Sonstige Nichterwerbspersonen","2017","35-65 Jahre alt","weiblich","1508","0.102790828668336","0.096652332298234","0.108929325038438"
"Sonstige Nichterwerbspersonen","2017","66 und älter","maennlich","","","",""
"Sonstige Nichterwerbspersonen","2017","66 und älter","weiblich","78","0.021248872693307","0.0156884741449696","0.0268092712416443"
"Beamte","2017","16-34 Jahre alt","maennlich","90","0.0323273719098845","0.0275302684464769","0.037124475373292"
"Beamte","2017","16-34 Jahre alt","weiblich","97","0.0373442351088462","0.0320397515671511","0.0426487186505414"
"Beamte","2017","35-65 Jahre alt","maennlich","432","0.0584199942925874","0.053353532415437","0.0634864561697379"
"Beamte","2017","35-65 Jahre alt","weiblich","437","0.0478335057708742","0.0435197006556344","0.052147310886114"
"Beamte","2017","66 und älter","maennlich","","","",""
"Beamte","2017","66 und älter","weiblich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2018","16-34 Jahre alt","maennlich","999","0.207666745278744","0.195840024582627","0.219493465974861"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2018","16-34 Jahre alt","weiblich","731","0.205703609617017","0.193706757692248","0.217700461541786"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2018","35-65 Jahre alt","maennlich","1410","0.169673011266981","0.161288261645612","0.178057760888351"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2018","35-65 Jahre alt","weiblich","1999","0.245964678874101","0.236993291564934","0.254936066183268"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2018","66 und älter","maennlich","71","0.0298067412277013","0.0231246980448925","0.0364887844105101"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2018","66 und älter","weiblich","79","0.0343213912438697","0.0273263030808488","0.0413164794068905"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2018","16-34 Jahre alt","maennlich","900","0.334657581570092","0.320899754041803","0.348415409098381"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2018","16-34 Jahre alt","weiblich","792","0.288052350388538","0.274611870059037","0.301492830718039"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2018","35-65 Jahre alt","maennlich","3255","0.498923732908534","0.487754376845486","0.510093088971581"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2018","35-65 Jahre alt","weiblich","3312","0.407262247735068","0.397027061253102","0.417497434217034"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2018","66 und älter","maennlich","61","0.0304985864121784","0.023741849927281","0.0372553228970757"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2018","66 und älter","weiblich","38","0.00967068565532677","0.00591046876713405","0.0134309025435195"
"Selbstständige/ManagerInnen","2018","16-34 Jahre alt","maennlich","87","0.0292059194513831","0.0242965476735391","0.0341152912292271"
"Selbstständige/ManagerInnen","2018","16-34 Jahre alt","weiblich","56","0.0157274101626386","0.0120347329217164","0.0194200874035608"
"Selbstständige/ManagerInnen","2018","35-65 Jahre alt","maennlich","770","0.112751579256648","0.105686076471682","0.119817082041614"
"Selbstständige/ManagerInnen","2018","35-65 Jahre alt","weiblich","523","0.0683959623081798","0.0631375056143695","0.07365441900199"
"Selbstständige/ManagerInnen","2018","66 und älter","maennlich","121","0.0514698193222404","0.042787718959407","0.0601519196850738"
"Selbstständige/ManagerInnen","2018","66 und älter","weiblich","44","0.0182912608689218","0.0131424422217123","0.0234400795161312"
"In Ausbildung","2018","16-34 Jahre alt","maennlich","1125","0.245915681228075","0.23336029760824","0.258471064847909"
"In Ausbildung","2018","16-34 Jahre alt","weiblich","951","0.225812147446356","0.2134027162783","0.238221578614413"
"In Ausbildung","2018","35-65 Jahre alt","maennlich","66","0.00349071926767422","0.00217319909608412","0.00480823943926433"
"In Ausbildung","2018","35-65 Jahre alt","weiblich","81","0.00527977522833819","0.00377009287192454","0.00678945758475185"
"In Ausbildung","2018","66 und älter","maennlich","","","",""
"In Ausbildung","2018","66 und älter","weiblich","","","",""
"In Rente oder Pension","2018","16-34 Jahre alt","maennlich","","","",""
"In Rente oder Pension","2018","16-34 Jahre alt","weiblich","","","",""
"In Rente oder Pension","2018","35-65 Jahre alt","maennlich","461","0.0776981329225545","0.071718135827955","0.0836781300171541"
"In Rente oder Pension","2018","35-65 Jahre alt","weiblich","547","0.0830105755119291","0.0772631114505193","0.0887580395733388"
"In Rente oder Pension","2018","66 und älter","maennlich","2206","0.880007054160541","0.867238437832273","0.892775670488809"
"In Rente oder Pension","2018","66 und älter","weiblich","2367","0.910403708510493","0.89942992290914","0.921377494111846"
"Arbeitslose","2018","16-34 Jahre alt","maennlich","537","0.0720929604180008","0.0645520186875052","0.0796339021484963"
"Arbeitslose","2018","16-34 Jahre alt","weiblich","559","0.0648629440188504","0.057553387821042","0.0721725002166587"
"Arbeitslose","2018","35-65 Jahre alt","maennlich","852","0.0641728541437726","0.0586985032069316","0.0696472050806137"
"Arbeitslose","2018","35-65 Jahre alt","weiblich","819","0.0520362382528883","0.0474094864488718","0.0566629900569049"
"Arbeitslose","2018","66 und älter","maennlich","","","",""
"Arbeitslose","2018","66 und älter","weiblich","","","",""
"Sonstige Nichterwerbspersonen","2018","16-34 Jahre alt","maennlich","771","0.0766776363365264","0.0689198474643847","0.084435425208668"
"Sonstige Nichterwerbspersonen","2018","16-34 Jahre alt","weiblich","1174","0.164259586599341","0.153263045234394","0.175256127964288"
"Sonstige Nichterwerbspersonen","2018","35-65 Jahre alt","maennlich","490","0.0180022322587467","0.0150320878301304","0.020972376687363"
"Sonstige Nichterwerbspersonen","2018","35-65 Jahre alt","weiblich","1156","0.0895926997242356","0.0836431846953438","0.0955422147531275"
"Sonstige Nichterwerbspersonen","2018","66 und älter","maennlich","","","",""
"Sonstige Nichterwerbspersonen","2018","66 und älter","weiblich","62","0.0225193066212166","0.0168186347200514","0.0282199785223817"
"Beamte","2018","16-34 Jahre alt","maennlich","90","0.032186275378403","0.0270404129670485","0.0373321377897575"
"Beamte","2018","16-34 Jahre alt","weiblich","92","0.0339221920004887","0.0285493625545714","0.039295021446406"
"Beamte","2018","35-65 Jahre alt","maennlich","394","0.0552877379750893","0.0501824137906465","0.0603930621595321"
"Beamte","2018","35-65 Jahre alt","weiblich","415","0.0484578223652605","0.0439845704466103","0.0529310742839107"
"Beamte","2018","66 und älter","maennlich","","","",""
"Beamte","2018","66 und älter","weiblich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2019","16-34 Jahre alt","maennlich","982","0.204119117345456","0.191511331576612","0.216726903114301"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2019","16-34 Jahre alt","weiblich","631","0.190891570174198","0.178401017177033","0.203382123171363"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2019","35-65 Jahre alt","maennlich","1385","0.174138108082928","0.165944997857022","0.182331218308835"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2019","35-65 Jahre alt","weiblich","1837","0.239319659445093","0.230399074129914","0.248240244760272"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2019","66 und älter","maennlich","73","0.0291703650330223","0.0227776328600206","0.0355630972060239"
