"beruf","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Hamburg","Westdeutschland, alte Bundeslaender","85","0.285320901623749","0.235134017771382","0.335507785476116"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Niedersachsen","Westdeutschland, alte Bundeslaender","263","0.216692773821324","0.193715267556849","0.2396702800858"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Bremen","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","690","0.224976179338565","0.210668564595068","0.239283794082061"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Hessen","Westdeutschland, alte Bundeslaender","283","0.235194716032123","0.211664277642263","0.258725154421982"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","170","0.199812038292807","0.172994062931907","0.226630013653707"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","488","0.236591373163675","0.219096922292392","0.254085824034957"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Bayern","Westdeutschland, alte Bundeslaender","485","0.227969966311758","0.210044059324743","0.245895873298772"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Berlin","Westdeutschland, alte Bundeslaender","100","0.248307645551214","0.206590498959603","0.290024792142824"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Berlin","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Brandenburg","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Sachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1984","Thueringen","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1984","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1984","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1984","Hamburg","Westdeutschland, alte Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1984","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1984","Niedersachsen","Westdeutschland, alte Bundeslaender","80","0.0618897827162667","0.0484512756432696","0.0753282897892637"
"Selbstständige/ManagerInnen","1984","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1984","Bremen","Westdeutschland, alte Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1984","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1984","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","179","0.0552617253352818","0.0474326689883748","0.0630907816821889"
"Selbstständige/ManagerInnen","1984","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1984","Hessen","Westdeutschland, alte Bundeslaender","61","0.0542330275662234","0.0416679609611003","0.0667980941713465"
"Selbstständige/ManagerInnen","1984","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1984","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","41","0.0468575449436028","0.0326836950833935","0.0610313948038122"
"Selbstständige/ManagerInnen","1984","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1984","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","110","0.0551677875792214","0.0457696356727454","0.0645659394856974"
"Selbstständige/ManagerInnen","1984","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1984","Bayern","Westdeutschland, alte Bundeslaender","130","0.0688787877272334","0.0580576959354877","0.0796998795189792"
"Selbstständige/ManagerInnen","1984","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1984","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1984","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1984","Berlin","Westdeutschland, alte Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1984","Berlin","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1984","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1984","Brandenburg","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1984","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1984","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1984","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1984","Sachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1984","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1984","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1984","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1984","Thueringen","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1984","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","33","0.0752723769761741","0.0489868106001146","0.101557943352234"
"In Ausbildung","1984","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1984","Hamburg","Westdeutschland, alte Bundeslaender","","","",""
"In Ausbildung","1984","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1984","Niedersachsen","Westdeutschland, alte Bundeslaender","157","0.118890892976793","0.100839789667156","0.13694199628643"
"In Ausbildung","1984","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1984","Bremen","Westdeutschland, alte Bundeslaender","","","",""
"In Ausbildung","1984","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1984","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","348","0.0987325137440398","0.0885113959668307","0.108953631521249"
"In Ausbildung","1984","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1984","Hessen","Westdeutschland, alte Bundeslaender","113","0.0899296171132116","0.0740576899788303","0.105801544247593"
"In Ausbildung","1984","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1984","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","83","0.0926766905773056","0.0732282202649781","0.112125160889633"
"In Ausbildung","1984","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1984","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","179","0.0835482749089194","0.0721576940585008","0.094938855759338"
"In Ausbildung","1984","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1984","Bayern","Westdeutschland, alte Bundeslaender","182","0.0795878898766951","0.0680230431695585","0.0911527365838317"
"In Ausbildung","1984","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1984","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"In Ausbildung","1984","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1984","Berlin","Westdeutschland, alte Bundeslaender","","","",""
"In Ausbildung","1984","Berlin","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1984","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"In Ausbildung","1984","Brandenburg","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1984","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"In Ausbildung","1984","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1984","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"In Ausbildung","1984","Sachsen","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1984","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"In Ausbildung","1984","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1984","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"In Ausbildung","1984","Thueringen","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","1984","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","61","0.212017372374816","0.17129466403631","0.252740080713323"
"In Rente oder Pension","1984","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","1984","Hamburg","Westdeutschland, alte Bundeslaender","63","0.319435129082103","0.267615536037764","0.371254722126442"
"In Rente oder Pension","1984","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","1984","Niedersachsen","Westdeutschland, alte Bundeslaender","209","0.239927359970038","0.216110634551897","0.26374408538818"
"In Rente oder Pension","1984","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","1984","Bremen","Westdeutschland, alte Bundeslaender","45","0.473075356576777","0.388223433733572","0.557927279419982"
"In Rente oder Pension","1984","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","1984","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","412","0.206099372524629","0.192239384631985","0.219959360417273"
"In Rente oder Pension","1984","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","1984","Hessen","Westdeutschland, alte Bundeslaender","176","0.235434293970258","0.211895561809925","0.258973026130591"
"In Rente oder Pension","1984","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","1984","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","150","0.232853763743531","0.204507236152229","0.261200291334832"
"In Rente oder Pension","1984","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","1984","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","288","0.219843570523445","0.202795703018872","0.236891438028019"
"In Rente oder Pension","1984","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","1984","Bayern","Westdeutschland, alte Bundeslaender","302","0.211568655053765","0.194117152433477","0.229020157674053"
"In Rente oder Pension","1984","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","1984","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"In Rente oder Pension","1984","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","1984","Berlin","Westdeutschland, alte Bundeslaender","70","0.281429906756697","0.238006971668672","0.324852841844722"
"In Rente oder Pension","1984","Berlin","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","1984","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"In Rente oder Pension","1984","Brandenburg","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","1984","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"In Rente oder Pension","1984","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","1984","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"In Rente oder Pension","1984","Sachsen","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","1984","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"In Rente oder Pension","1984","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","1984","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"In Rente oder Pension","1984","Thueringen","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","1984","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","","","",""
"Arbeitslose","1984","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","1984","Hamburg","Westdeutschland, alte Bundeslaender","","","",""
"Arbeitslose","1984","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","1984","Niedersachsen","Westdeutschland, alte Bundeslaender","49","0.0334181931835897","0.0233945545091534","0.0434418318580261"
"Arbeitslose","1984","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","1984","Bremen","Westdeutschland, alte Bundeslaender","","","",""
"Arbeitslose","1984","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","1984","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","134","0.0344625397997276","0.0282122572884935","0.0407128223109617"
"Arbeitslose","1984","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","1984","Hessen","Westdeutschland, alte Bundeslaender","52","0.0264776458768191","0.0175701947694253","0.0353850969842128"
"Arbeitslose","1984","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","1984","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","","","",""
"Arbeitslose","1984","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","1984","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","49","0.0141190746600652","0.00926241488996994","0.0189757344301605"
"Arbeitslose","1984","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","1984","Bayern","Westdeutschland, alte Bundeslaender","73","0.0278627155548607","0.0208303612395154","0.0348950698702059"
"Arbeitslose","1984","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","1984","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"Arbeitslose","1984","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","1984","Berlin","Westdeutschland, alte Bundeslaender","","","",""
"Arbeitslose","1984","Berlin","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","1984","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"Arbeitslose","1984","Brandenburg","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","1984","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"Arbeitslose","1984","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","1984","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"Arbeitslose","1984","Sachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","1984","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"Arbeitslose","1984","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","1984","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"Arbeitslose","1984","Thueringen","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1984","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","58","0.13294593574737","0.0991197343524178","0.166772137142321"
"Sonstige Nichterwerbspersonen","1984","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1984","Hamburg","Westdeutschland, alte Bundeslaender","43","0.114175442121394","0.0788304323893441","0.149520451853443"
"Sonstige Nichterwerbspersonen","1984","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1984","Niedersachsen","Westdeutschland, alte Bundeslaender","207","0.151465230053382","0.131470943682213","0.171459516424552"
"Sonstige Nichterwerbspersonen","1984","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1984","Bremen","Westdeutschland, alte Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1984","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1984","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","659","0.180335730482692","0.16716225592056","0.193509205044823"
"Sonstige Nichterwerbspersonen","1984","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1984","Hessen","Westdeutschland, alte Bundeslaender","206","0.144728754321331","0.125209188826722","0.164248319815941"
"Sonstige Nichterwerbspersonen","1984","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1984","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","177","0.199680676192119","0.17286931726958","0.226492035114657"
"Sonstige Nichterwerbspersonen","1984","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1984","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","379","0.146097743201321","0.131558286939951","0.160637199462691"
"Sonstige Nichterwerbspersonen","1984","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1984","Bayern","Westdeutschland, alte Bundeslaender","358","0.165494092170508","0.149614798576054","0.181373385764963"
"Sonstige Nichterwerbspersonen","1984","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1984","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1984","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1984","Berlin","Westdeutschland, alte Bundeslaender","39","0.0727754904972975","0.0476922001630767","0.0978587808315183"
"Sonstige Nichterwerbspersonen","1984","Berlin","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1984","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1984","Brandenburg","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1984","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1984","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1984","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1984","Sachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1984","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1984","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1984","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1984","Thueringen","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1984","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","","","",""
"Beamte","1984","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1984","Hamburg","Westdeutschland, alte Bundeslaender","","","",""
"Beamte","1984","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1984","Niedersachsen","Westdeutschland, alte Bundeslaender","56","0.0467295099571304","0.0349583760543972","0.0585006438598635"
"Beamte","1984","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1984","Bremen","Westdeutschland, alte Bundeslaender","","","",""
"Beamte","1984","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1984","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","136","0.0475530660697771","0.0402609915260608","0.0548451406134935"
"Beamte","1984","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1984","Hessen","Westdeutschland, alte Bundeslaender","46","0.0467093459603193","0.035002083382891","0.0584166085377475"
"Beamte","1984","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1984","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","35","0.0445691715047721","0.0307291724200592","0.0584091705894849"
"Beamte","1984","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1984","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","80","0.0430913333115097","0.0347323676537309","0.0514502989692884"
"Beamte","1984","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1984","Bayern","Westdeutschland, alte Bundeslaender","94","0.0486055731771551","0.0394169898261299","0.0577941565281803"
"Beamte","1984","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
