"beruf","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2003","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2003","Niedersachsen","Westdeutschland, alte Bundeslaender","298","0.160769971445631","0.144257958995948","0.177281983895315"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2003","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2003","Bremen","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2003","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2003","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","688","0.156589991711215","0.146170379016504","0.167009604405927"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2003","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2003","Hessen","Westdeutschland, alte Bundeslaender","227","0.156242262027831","0.137861842580755","0.174622681474906"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2003","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2003","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","139","0.150180072155926","0.128488859040783","0.17187128527107"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2003","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2003","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","473","0.182753522678707","0.168154628170298","0.197352417187117"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2003","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2003","Bayern","Westdeutschland, alte Bundeslaender","483","0.161455182409899","0.148558640172648","0.17435172464715"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2003","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2003","Saarland","Westdeutschland, alte Bundeslaender","47","0.178074343881132","0.135068423738415","0.221080264023848"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2003","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2003","Berlin","Westdeutschland, alte Bundeslaender","53","0.116195248501749","0.0866851036947495","0.145705393308749"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2003","Berlin","Ostdeutschland, neue Bundeslaender","53","0.137545234806382","0.102685554918784","0.172404914693981"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2003","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2003","Brandenburg","Ostdeutschland, neue Bundeslaender","121","0.119235926804332","0.0985960803076397","0.139875773301024"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2003","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2003","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","69","0.142734700529091","0.112784146947898","0.172685254110284"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2003","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2003","Sachsen","Ostdeutschland, neue Bundeslaender","175","0.101383002974093","0.0866621926271115","0.116103813321074"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2003","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2003","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","81","0.0847475756510993","0.0668960075423943","0.102599143759804"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2003","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2003","Thueringen","Ostdeutschland, neue Bundeslaender","122","0.12559921806234","0.104592032032831","0.146606404091849"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","158","0.228270561055962","0.196583961923773","0.259957160188152"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Hamburg","Westdeutschland, alte Bundeslaender","102","0.309748743494262","0.257250068967749","0.362247418020775"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Niedersachsen","Westdeutschland, alte Bundeslaender","494","0.241033830929799","0.221807020553978","0.260260641305619"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Bremen","Westdeutschland, alte Bundeslaender","42","0.181749354057699","0.124449557065106","0.239049151050292"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","1248","0.262762627986024","0.250143316216346","0.275381939755701"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Hessen","Westdeutschland, alte Bundeslaender","424","0.25423960364686","0.232196713606532","0.276282493687187"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","283","0.236893248417084","0.211077589099082","0.262708907735085"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","745","0.272025508642428","0.255215286227986","0.28883573105687"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Bayern","Westdeutschland, alte Bundeslaender","901","0.26869183894259","0.253155038120553","0.284228639764627"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Saarland","Westdeutschland, alte Bundeslaender","66","0.227872216783617","0.180720058351496","0.275024375215738"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Berlin","Westdeutschland, alte Bundeslaender","125","0.276209042145465","0.235034904451494","0.317383179839437"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Berlin","Ostdeutschland, neue Bundeslaender","98","0.237750205903228","0.194663671284253","0.280836740522204"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Brandenburg","Ostdeutschland, neue Bundeslaender","259","0.245361647304096","0.21795563315587","0.272767661452321"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","136","0.229139123076218","0.193154241877276","0.26512400427516"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Sachsen","Ostdeutschland, neue Bundeslaender","508","0.282162441574001","0.260212947277205","0.304111935870797"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","284","0.257069080596232","0.229057254314383","0.285080906878081"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","Thueringen","Ostdeutschland, neue Bundeslaender","259","0.233791078746621","0.206961941047124","0.260620216446117"
"Selbstständige/ManagerInnen","2003","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","59","0.0852811423570339","0.0641954209770832","0.106366863736985"
"Selbstständige/ManagerInnen","2003","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","2003","Hamburg","Westdeutschland, alte Bundeslaender","","","",""
"Selbstständige/ManagerInnen","2003","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","2003","Niedersachsen","Westdeutschland, alte Bundeslaender","139","0.0562243466726066","0.0458692626728887","0.0665794306723245"
"Selbstständige/ManagerInnen","2003","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","2003","Bremen","Westdeutschland, alte Bundeslaender","","","",""
"Selbstständige/ManagerInnen","2003","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","2003","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","318","0.0506514894109847","0.0443642623160609","0.0569387165059084"
"Selbstständige/ManagerInnen","2003","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","2003","Hessen","Westdeutschland, alte Bundeslaender","145","0.0778457274273917","0.0642823934231157","0.0914090614316677"
"Selbstständige/ManagerInnen","2003","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","2003","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","68","0.0595412453915576","0.0451733530395665","0.0739091377435486"
"Selbstständige/ManagerInnen","2003","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","2003","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","207","0.0667356798371011","0.0573082797365833","0.0761630799376189"
"Selbstständige/ManagerInnen","2003","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","2003","Bayern","Westdeutschland, alte Bundeslaender","251","0.0676852011510914","0.0588805470025483","0.0764898552996345"
"Selbstständige/ManagerInnen","2003","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","2003","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"Selbstständige/ManagerInnen","2003","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","2003","Berlin","Westdeutschland, alte Bundeslaender","38","0.0633254701694177","0.0408978828105651","0.0857530575282702"
"Selbstständige/ManagerInnen","2003","Berlin","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","2003","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"Selbstständige/ManagerInnen","2003","Brandenburg","Ostdeutschland, neue Bundeslaender","49","0.045993192037124","0.032651969933681","0.059334414140567"
"Selbstständige/ManagerInnen","2003","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"Selbstständige/ManagerInnen","2003","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","32","0.050127613013259","0.0314443128432895","0.0688109131832285"
"Selbstständige/ManagerInnen","2003","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"Selbstständige/ManagerInnen","2003","Sachsen","Ostdeutschland, neue Bundeslaender","99","0.0503626366986504","0.039696799410697","0.0610284739866038"
"Selbstständige/ManagerInnen","2003","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"Selbstständige/ManagerInnen","2003","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","48","0.0394310870441512","0.0269565072812706","0.0519056668070318"
"Selbstständige/ManagerInnen","2003","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"Selbstständige/ManagerInnen","2003","Thueringen","Ostdeutschland, neue Bundeslaender","65","0.0622661873553718","0.0469487867834457","0.0775835879272979"
"In Ausbildung","2003","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","57","0.0690552342097528","0.0499136269510377","0.0881968414684678"
"In Ausbildung","2003","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","2003","Hamburg","Westdeutschland, alte Bundeslaender","","","",""
"In Ausbildung","2003","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","2003","Niedersachsen","Westdeutschland, alte Bundeslaender","139","0.0567863627360262","0.0463827519950954","0.0671899734769569"
"In Ausbildung","2003","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","2003","Bremen","Westdeutschland, alte Bundeslaender","","","",""
"In Ausbildung","2003","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","2003","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","364","0.0636772014305974","0.0566762835467216","0.0706781193144732"
"In Ausbildung","2003","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","2003","Hessen","Westdeutschland, alte Bundeslaender","119","0.074995608333002","0.0616623256116075","0.0883288910543965"
"In Ausbildung","2003","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","2003","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","93","0.0931473222728731","0.0755004481139346","0.110794196431812"
"In Ausbildung","2003","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","2003","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","236","0.070747309308121","0.0610615774782881","0.0804330411379538"
"In Ausbildung","2003","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","2003","Bayern","Westdeutschland, alte Bundeslaender","237","0.0596317003195309","0.0513318217786027","0.0679315788604591"
"In Ausbildung","2003","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","2003","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"In Ausbildung","2003","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","2003","Berlin","Westdeutschland, alte Bundeslaender","39","0.0845360816820925","0.058918350565958","0.110153812798227"
"In Ausbildung","2003","Berlin","Ostdeutschland, neue Bundeslaender","44","0.0821806657536844","0.0543837964064458","0.109977535100923"
"In Ausbildung","2003","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"In Ausbildung","2003","Brandenburg","Ostdeutschland, neue Bundeslaender","87","0.0797672464703479","0.0625114803712786","0.0970230125694172"
"In Ausbildung","2003","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"In Ausbildung","2003","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","54","0.075716355021432","0.0530657435231166","0.0983669665197473"
"In Ausbildung","2003","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"In Ausbildung","2003","Sachsen","Ostdeutschland, neue Bundeslaender","141","0.0786809453132764","0.0655498292828767","0.091812061343676"
"In Ausbildung","2003","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"In Ausbildung","2003","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","93","0.0761630041524471","0.0591605350808424","0.0931654732240519"
"In Ausbildung","2003","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"In Ausbildung","2003","Thueringen","Ostdeutschland, neue Bundeslaender","97","0.0813197783226157","0.0639937339947973","0.0986458226504341"
"In Rente oder Pension","2003","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","162","0.266947868178769","0.233551533721092","0.300344202636446"
"In Rente oder Pension","2003","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","2003","Hamburg","Westdeutschland, alte Bundeslaender","71","0.307089024378338","0.254715617377488","0.359462431379187"
"In Rente oder Pension","2003","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","2003","Niedersachsen","Westdeutschland, alte Bundeslaender","456","0.302103141341553","0.281462163152343","0.322744119530763"
"In Rente oder Pension","2003","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","2003","Bremen","Westdeutschland, alte Bundeslaender","42","0.287918086094017","0.220640110049679","0.355196062138354"
"In Rente oder Pension","2003","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","2003","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","1046","0.270652970181562","0.257914311287199","0.283391629075925"
"In Rente oder Pension","2003","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","2003","Hessen","Westdeutschland, alte Bundeslaender","298","0.241973797882136","0.220293085205511","0.263654510558761"
"In Rente oder Pension","2003","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","2003","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","238","0.261038237042132","0.234371045596537","0.287705428487727"
"In Rente oder Pension","2003","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","2003","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","538","0.248531329352864","0.232206202137646","0.264856456568081"
"In Rente oder Pension","2003","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","2003","Bayern","Westdeutschland, alte Bundeslaender","666","0.277567704906524","0.261872492637374","0.293262917175674"
"In Rente oder Pension","2003","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","2003","Saarland","Westdeutschland, alte Bundeslaender","83","0.297206101377338","0.24583082740521","0.348581375349466"
"In Rente oder Pension","2003","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","2003","Berlin","Westdeutschland, alte Bundeslaender","91","0.224635190156599","0.186203372157728","0.26306700815547"
"In Rente oder Pension","2003","Berlin","Ostdeutschland, neue Bundeslaender","88","0.291635498791103","0.24563304000584","0.337637957576366"
"In Rente oder Pension","2003","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"In Rente oder Pension","2003","Brandenburg","Ostdeutschland, neue Bundeslaender","280","0.34187119643924","0.311660564719164","0.372081828159316"
"In Rente oder Pension","2003","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"In Rente oder Pension","2003","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","124","0.292245647170376","0.253305485730247","0.331185808610506"
"In Rente oder Pension","2003","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"In Rente oder Pension","2003","Sachsen","Ostdeutschland, neue Bundeslaender","412","0.325141516503243","0.302295820316919","0.347987212689567"
"In Rente oder Pension","2003","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"In Rente oder Pension","2003","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","267","0.37110733570639","0.340141677227389","0.402072994185392"
"In Rente oder Pension","2003","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"In Rente oder Pension","2003","Thueringen","Ostdeutschland, neue Bundeslaender","249","0.327781889237694","0.298026425275707","0.357537353199682"
"Arbeitslose","2003","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","31","0.0629870844513356","0.0446463516266498","0.0813278172760214"
"Arbeitslose","2003","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","2003","Hamburg","Westdeutschland, alte Bundeslaender","","","",""
"Arbeitslose","2003","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","2003","Niedersachsen","Westdeutschland, alte Bundeslaender","80","0.0541184228927799","0.0439477899254944","0.0642890558600654"
"Arbeitslose","2003","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","2003","Bremen","Westdeutschland, alte Bundeslaender","","","",""
"Arbeitslose","2003","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","2003","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","244","0.0613509990198071","0.054470615750108","0.0682313822895061"
"Arbeitslose","2003","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","2003","Hessen","Westdeutschland, alte Bundeslaender","68","0.0525073637835865","0.041216028500223","0.06379869906695"
"Arbeitslose","2003","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","2003","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","46","0.064245429069035","0.0493581158025027","0.0791327423355673"
"Arbeitslose","2003","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","2003","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","101","0.0390836584933096","0.0317629863442734","0.0464043306423458"
"Arbeitslose","2003","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","2003","Bayern","Westdeutschland, alte Bundeslaender","119","0.0397832168755274","0.0329327724837797","0.0466336612672751"
"Arbeitslose","2003","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","2003","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"Arbeitslose","2003","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","2003","Berlin","Westdeutschland, alte Bundeslaender","47","0.126061495549759","0.0954960553619864","0.156626935737532"
"Arbeitslose","2003","Berlin","Ostdeutschland, neue Bundeslaender","34","0.0997422250051634","0.0694134112913245","0.130071038719002"
"Arbeitslose","2003","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"Arbeitslose","2003","Brandenburg","Ostdeutschland, neue Bundeslaender","94","0.104639570747495","0.085144715062644","0.124134426432347"
"Arbeitslose","2003","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"Arbeitslose","2003","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","76","0.151010436236024","0.120352910292553","0.181667962179495"
"Arbeitslose","2003","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"Arbeitslose","2003","Sachsen","Ostdeutschland, neue Bundeslaender","200","0.123202659106019","0.10717310357371","0.139232214638329"
"Arbeitslose","2003","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"Arbeitslose","2003","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","128","0.142331423140993","0.119936352800496","0.16472649348149"
"Arbeitslose","2003","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"Arbeitslose","2003","Thueringen","Ostdeutschland, neue Bundeslaender","110","0.126988276184213","0.105882030130005","0.148094522238421"
"Sonstige Nichterwerbspersonen","2003","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","58","0.0726087609683673","0.0530183227840981","0.0921991991526366"
"Sonstige Nichterwerbspersonen","2003","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","2003","Hamburg","Westdeutschland, alte Bundeslaender","30","0.0795786982283048","0.0488508814303247","0.110306515026285"
"Sonstige Nichterwerbspersonen","2003","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","2003","Niedersachsen","Westdeutschland, alte Bundeslaender","187","0.0868243797544937","0.0741666729565808","0.0994820865524066"
"Sonstige Nichterwerbspersonen","2003","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","2003","Bremen","Westdeutschland, alte Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","2003","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","2003","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","519","0.100848753323888","0.0922149561321664","0.109482550515611"
"Sonstige Nichterwerbspersonen","2003","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","2003","Hessen","Westdeutschland, alte Bundeslaender","135","0.100984662124599","0.085731547512645","0.116237776736553"
"Sonstige Nichterwerbspersonen","2003","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","2003","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","129","0.110783010425305","0.0917260036352166","0.129840017215394"
"Sonstige Nichterwerbspersonen","2003","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","2003","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","279","0.0899620398425983","0.0791534269115013","0.100770652773695"
"Sonstige Nichterwerbspersonen","2003","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","2003","Bayern","Westdeutschland, alte Bundeslaender","295","0.089234315104043","0.0792422920507057","0.0992263381573804"
"Sonstige Nichterwerbspersonen","2003","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","2003","Saarland","Westdeutschland, alte Bundeslaender","44","0.131812468517548","0.0937850960866622","0.169839840948435"
"Sonstige Nichterwerbspersonen","2003","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","2003","Berlin","Westdeutschland, alte Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","2003","Berlin","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","2003","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","2003","Brandenburg","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","2003","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","2003","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","2003","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","2003","Sachsen","Ostdeutschland, neue Bundeslaender","52","0.0284907214658236","0.0203766836479256","0.0366047592837216"
"Sonstige Nichterwerbspersonen","2003","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","2003","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","2003","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","2003","Thueringen","Ostdeutschland, neue Bundeslaender","33","0.0292271584209472","0.0185496173485553","0.039904699493339"
"Beamte","2003","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","31","0.0301235412711979","0.0172193924067226","0.0430276901356732"
