"beruf","year","regtyp","sex","n","percent","lower_confidence","upper_confidence"
"Selbstständige/ManagerInnen","1986","Staedtischer Raum","männlich","283","0.0727651861167756","0.064832708014088","0.0806976642194633"
"Selbstständige/ManagerInnen","1986","Staedtischer Raum","weiblich","147","0.0354385772400609","0.0298397638315352","0.0410373906485866"
"Selbstständige/ManagerInnen","1986","Laendlicher Raum","männlich","108","0.107853064147657","0.0895303895127448","0.126175738782569"
"Selbstständige/ManagerInnen","1986","Laendlicher Raum","weiblich","54","0.0432909215791335","0.031559313738796","0.055022529419471"
"Sonstige Nichterwerbspersonen","1986","Staedtischer Raum","männlich","93","0.0198299312973638","0.0155723444260682","0.0240875181686594"
"Sonstige Nichterwerbspersonen","1986","Staedtischer Raum","weiblich","1224","0.248986645164502","0.235891667332331","0.262081622996672"
"Sonstige Nichterwerbspersonen","1986","Laendlicher Raum","männlich","","","",""
"Sonstige Nichterwerbspersonen","1986","Laendlicher Raum","weiblich","327","0.245424956726241","0.220617642133273","0.270232271319209"
"Angestellte, einfache Tätigkeiten","1987","Staedtischer Raum","männlich","886","0.138918685159949","0.128312615497666","0.149524754822231"
"Angestellte, einfache Tätigkeiten","1987","Staedtischer Raum","weiblich","922","0.169204096596581","0.157756893353331","0.18065129983983"
"Angestellte, einfache Tätigkeiten","1987","Laendlicher Raum","männlich","206","0.143148601234513","0.12225161396967","0.164045588499356"
"Angestellte, einfache Tätigkeiten","1987","Laendlicher Raum","weiblich","268","0.192984998156364","0.170126487701751","0.215843508610976"
"Angestellte, qualifizierte Tätigkeiten","1987","Staedtischer Raum","männlich","1410","0.37191185671668","0.3570906907614","0.386733022671959"
"Angestellte, qualifizierte Tätigkeiten","1987","Staedtischer Raum","weiblich","609","0.159883327756404","0.148693634665213","0.171073020847595"
"Angestellte, qualifizierte Tätigkeiten","1987","Laendlicher Raum","männlich","332","0.297323254985085","0.270050463101253","0.324596046868917"
"Angestellte, qualifizierte Tätigkeiten","1987","Laendlicher Raum","weiblich","142","0.125322286559354","0.106145160050167","0.144499413068541"
"Arbeitslose","1987","Staedtischer Raum","männlich","191","0.0382993589285202","0.0324140703117224","0.044184647545318"
"Arbeitslose","1987","Staedtischer Raum","weiblich","175","0.0341260848872971","0.0285830165110085","0.0396691532635856"
"Arbeitslose","1987","Laendlicher Raum","männlich","58","0.047290184037566","0.0346252424622815","0.0599551256128504"
"Arbeitslose","1987","Laendlicher Raum","weiblich","47","0.0332421857150249","0.0228585611071867","0.0436258103228632"
"Beamte","1987","Staedtischer Raum","männlich","256","0.0742957192638537","0.066253607721872","0.0823378308058354"
"Beamte","1987","Staedtischer Raum","weiblich","70","0.0186572616769694","0.0145260153403725","0.0227885080135662"
"Beamte","1987","Laendlicher Raum","männlich","95","0.0930590992303058","0.0757248001738673","0.110393398286744"
"Beamte","1987","Laendlicher Raum","weiblich","","","",""
"In Ausbildung","1987","Staedtischer Raum","männlich","492","0.0995186983759195","0.0903387179799392","0.1086986787719"
"In Ausbildung","1987","Staedtischer Raum","weiblich","374","0.0730944014234552","0.0651473395665348","0.0810414632803755"
"In Ausbildung","1987","Laendlicher Raum","männlich","114","0.0905459508838502","0.0734236444174742","0.107668257350226"
"In Ausbildung","1987","Laendlicher Raum","weiblich","103","0.0720008355883444","0.0570285566849736","0.0869731144917152"
"In Rente oder Pension","1987","Staedtischer Raum","männlich","486","0.184788046742603","0.172885928306988","0.196690165178218"
"In Rente oder Pension","1987","Staedtischer Raum","weiblich","642","0.264288463337154","0.250825530792372","0.277751395881936"
"In Rente oder Pension","1987","Laendlicher Raum","männlich","150","0.201850356107255","0.177900975233515","0.225799736980994"
"In Rente oder Pension","1987","Laendlicher Raum","weiblich","209","0.276685837368211","0.250773756113144","0.302597918623277"
"Selbstständige/ManagerInnen","1987","Staedtischer Raum","männlich","266","0.0696473512550827","0.0618413581732227","0.0774533443369427"
"Selbstständige/ManagerInnen","1987","Staedtischer Raum","weiblich","149","0.0360468671917204","0.0303556061415369","0.0417381282419038"
"Selbstständige/ManagerInnen","1987","Laendlicher Raum","männlich","104","0.106598522721975","0.0881850248958062","0.125012020548144"
"Selbstständige/ManagerInnen","1987","Laendlicher Raum","weiblich","59","0.0485845298254187","0.0361313730885293","0.061037686562308"
"Sonstige Nichterwerbspersonen","1987","Staedtischer Raum","männlich","98","0.0226202835573928","0.0180606205752456","0.0271799465395399"
"Sonstige Nichterwerbspersonen","1987","Staedtischer Raum","weiblich","1180","0.244699497130419","0.231573774908133","0.257825219352705"
"Sonstige Nichterwerbspersonen","1987","Laendlicher Raum","männlich","","","",""
"Sonstige Nichterwerbspersonen","1987","Laendlicher Raum","weiblich","295","0.232258952852619","0.207799938050243","0.256717967654994"
"Angestellte, einfache Tätigkeiten","1988","Staedtischer Raum","männlich","813","0.130401847089207","0.119833259201203","0.14097043497721"
"Angestellte, einfache Tätigkeiten","1988","Staedtischer Raum","weiblich","873","0.164858887554529","0.153313769620502","0.176404005488556"
"Angestellte, einfache Tätigkeiten","1988","Laendlicher Raum","männlich","174","0.125115701307185","0.104831689174871","0.145399713439498"
"Angestellte, einfache Tätigkeiten","1988","Laendlicher Raum","weiblich","232","0.170844790660307","0.14820853345641","0.193481047864203"
"Angestellte, qualifizierte Tätigkeiten","1988","Staedtischer Raum","männlich","1381","0.381751223076351","0.366504109372542","0.39699833678016"
"Angestellte, qualifizierte Tätigkeiten","1988","Staedtischer Raum","weiblich","616","0.174774595903368","0.162958127252499","0.186591064554237"
"Angestellte, qualifizierte Tätigkeiten","1988","Laendlicher Raum","männlich","323","0.303452817339703","0.275266164919056","0.331639469760351"
"Angestellte, qualifizierte Tätigkeiten","1988","Laendlicher Raum","weiblich","145","0.135030933635266","0.114476630558506","0.155585236712026"
"Arbeitslose","1988","Staedtischer Raum","männlich","181","0.0368653175398452","0.0309514950018786","0.0427791400778118"
"Arbeitslose","1988","Staedtischer Raum","weiblich","163","0.0330384484824246","0.0274771438599374","0.0385997531049118"
"Arbeitslose","1988","Laendlicher Raum","männlich","65","0.0574768200712846","0.0432071139419621","0.071746526200607"
"Arbeitslose","1988","Laendlicher Raum","weiblich","48","0.0426888705738776","0.0305306583728525","0.0548470827749027"
"Beamte","1988","Staedtischer Raum","männlich","237","0.0738414358818296","0.0656339805544416","0.0820488912092175"
"Beamte","1988","Staedtischer Raum","weiblich","68","0.0204252912639296","0.016024151399639","0.0248264311282203"
"Beamte","1988","Laendlicher Raum","männlich","86","0.0859812588915447","0.0687941790998196","0.10316833868327"
"Beamte","1988","Laendlicher Raum","weiblich","","","",""
"In Ausbildung","1988","Staedtischer Raum","männlich","457","0.103406159222879","0.0938499232151899","0.112962395230569"
"In Ausbildung","1988","Staedtischer Raum","weiblich","348","0.0684567801101651","0.06059950430555","0.0763140559147802"
"In Ausbildung","1988","Laendlicher Raum","männlich","93","0.077522222420769","0.0611271361273395","0.0939173087141985"
"In Ausbildung","1988","Laendlicher Raum","weiblich","95","0.0733557850863575","0.0576752988079969","0.089036271364718"
"In Rente oder Pension","1988","Staedtischer Raum","männlich","478","0.183131538453925","0.17099280364054","0.19527027326731"
"In Rente oder Pension","1988","Staedtischer Raum","weiblich","627","0.267147736911567","0.253380517761311","0.280914956061824"
"In Rente oder Pension","1988","Laendlicher Raum","männlich","153","0.213164608710152","0.188056029601245","0.238273187819058"
"In Rente oder Pension","1988","Laendlicher Raum","weiblich","193","0.278218118942594","0.251266706790505","0.305169531094684"
"Selbstständige/ManagerInnen","1988","Staedtischer Raum","männlich","252","0.0691274100992048","0.0611660722934649","0.0770887479049446"
"Selbstständige/ManagerInnen","1988","Staedtischer Raum","weiblich","140","0.0354360404455558","0.0296836233408589","0.0411884575502528"
"Selbstständige/ManagerInnen","1988","Laendlicher Raum","männlich","100","0.106342742373483","0.0874427310505895","0.125242753696377"
"Selbstständige/ManagerInnen","1988","Laendlicher Raum","weiblich","56","0.0520669957928641","0.0387054742913937","0.0654285172943345"
"Sonstige Nichterwerbspersonen","1988","Staedtischer Raum","männlich","101","0.0214750686367582","0.0169255126329858","0.0260246246405306"
"Sonstige Nichterwerbspersonen","1988","Staedtischer Raum","weiblich","1133","0.235862219328461","0.222652995905428","0.249071442751494"
"Sonstige Nichterwerbspersonen","1988","Laendlicher Raum","männlich","","","",""
"Sonstige Nichterwerbspersonen","1988","Laendlicher Raum","weiblich","274","0.229180880516469","0.203902382618298","0.25445937841464"
"Angestellte, einfache Tätigkeiten","1989","Staedtischer Raum","männlich","878","0.147822041017616","0.136497009110783","0.159147072924449"
"Angestellte, einfache Tätigkeiten","1989","Staedtischer Raum","weiblich","881","0.167398243139855","0.155667876540966","0.179128609738743"
"Angestellte, einfache Tätigkeiten","1989","Laendlicher Raum","männlich","178","0.13475337348286","0.113353143326324","0.156153603639396"
"Angestellte, einfache Tätigkeiten","1989","Laendlicher Raum","weiblich","229","0.172074787955909","0.148680907488033","0.195468668423786"
"Angestellte, qualifizierte Tätigkeiten","1989","Staedtischer Raum","männlich","1288","0.368503495914301","0.353110931847085","0.383896059981516"
"Angestellte, qualifizierte Tätigkeiten","1989","Staedtischer Raum","weiblich","640","0.186193562232586","0.173962607280882","0.19842451718429"
"Angestellte, qualifizierte Tätigkeiten","1989","Laendlicher Raum","männlich","313","0.310374728947528","0.281379374363423","0.339370083531633"
"Angestellte, qualifizierte Tätigkeiten","1989","Laendlicher Raum","weiblich","142","0.143680231919076","0.121939979307224","0.165420484530928"
"Arbeitslose","1989","Staedtischer Raum","männlich","124","0.0260235968513708","0.0209436102453589","0.0311035834573826"
"Arbeitslose","1989","Staedtischer Raum","weiblich","121","0.0266704344958264","0.0216079643063316","0.0317329046853213"
"Arbeitslose","1989","Laendlicher Raum","männlich","48","0.0457206835095384","0.032629684915899","0.0588116821031779"
"Arbeitslose","1989","Laendlicher Raum","weiblich","31","0.0300338568823637","0.0194551658712313","0.0406125478934961"
"Beamte","1989","Staedtischer Raum","männlich","217","0.0686147632786999","0.0605483931120936","0.0766811334453062"
"Beamte","1989","Staedtischer Raum","weiblich","65","0.0202035018799163","0.0157827235037314","0.0246242802561012"
"Beamte","1989","Laendlicher Raum","männlich","84","0.0899785858973126","0.0720447144895193","0.107912457305106"
"Beamte","1989","Laendlicher Raum","weiblich","","","",""
"In Ausbildung","1989","Staedtischer Raum","männlich","425","0.107067548027439","0.0972015069271943","0.116933589127683"
"In Ausbildung","1989","Staedtischer Raum","weiblich","325","0.0669335660540254","0.0590812867185478","0.0747858453895029"
"In Ausbildung","1989","Laendlicher Raum","männlich","97","0.0912436302180459","0.0731966860184446","0.109290574417647"
"In Ausbildung","1989","Laendlicher Raum","weiblich","79","0.0618259098989608","0.0468988228076395","0.0767529969902822"
"In Rente oder Pension","1989","Staedtischer Raum","männlich","467","0.184289890481652","0.171918361786849","0.196661419176454"
"In Rente oder Pension","1989","Staedtischer Raum","weiblich","638","0.271128734843746","0.25716084942057","0.285096620266921"
"In Rente oder Pension","1989","Laendlicher Raum","männlich","141","0.204390303049965","0.179117184108294","0.229663421991636"
"In Rente oder Pension","1989","Laendlicher Raum","weiblich","192","0.293928450609546","0.265693095128702","0.322163806090391"
"Selbstständige/ManagerInnen","1989","Staedtischer Raum","männlich","248","0.0718922409909637","0.0636500077367717","0.0801344742451556"
"Selbstständige/ManagerInnen","1989","Staedtischer Raum","weiblich","136","0.0336355598384059","0.0279707246877769","0.039300394989035"
"Selbstständige/ManagerInnen","1989","Laendlicher Raum","männlich","90","0.0947254112802937","0.0763726219967612","0.113078200563826"
"Selbstständige/ManagerInnen","1989","Laendlicher Raum","weiblich","49","0.0458872101799577","0.0329185898179344","0.058855830541981"
"Sonstige Nichterwerbspersonen","1989","Staedtischer Raum","männlich","126","0.0257864234379587","0.020729023112534","0.0308438237633835"
"Sonstige Nichterwerbspersonen","1989","Staedtischer Raum","weiblich","1085","0.22783639751564","0.214657360087938","0.241015434943341"
"Sonstige Nichterwerbspersonen","1989","Laendlicher Raum","männlich","","","",""
"Sonstige Nichterwerbspersonen","1989","Laendlicher Raum","weiblich","260","0.23244958792089","0.206269811341396","0.258629364500385"
"Angestellte, einfache Tätigkeiten","1990","Staedtischer Raum","männlich","827","0.125797508180736","0.11595970779287","0.135635308568601"
"Angestellte, einfache Tätigkeiten","1990","Staedtischer Raum","weiblich","978","0.167342286330038","0.156503208436574","0.178181364223502"
"Angestellte, einfache Tätigkeiten","1990","Laendlicher Raum","männlich","369","0.142198576537623","0.128056833146436","0.156340319928809"
"Angestellte, einfache Tätigkeiten","1990","Laendlicher Raum","weiblich","524","0.183885982661303","0.168657828667436","0.19911413665517"
"Angestellte, qualifizierte Tätigkeiten","1990","Staedtischer Raum","männlich","1771","0.407719572912185","0.393141489267665","0.422297656556706"
"Angestellte, qualifizierte Tätigkeiten","1990","Staedtischer Raum","weiblich","1037","0.218282992391987","0.206288248950849","0.230277735833125"
"Angestellte, qualifizierte Tätigkeiten","1990","Laendlicher Raum","männlich","1174","0.423514289353844","0.40350690781508","0.443521670892609"
"Angestellte, qualifizierte Tätigkeiten","1990","Laendlicher Raum","weiblich","825","0.256821902506002","0.239648355258692","0.273995449753313"
"Arbeitslose","1990","Staedtischer Raum","männlich","136","0.0265070561878664","0.0217416149320119","0.0312724974437209"
"Arbeitslose","1990","Staedtischer Raum","weiblich","111","0.0206235065019658","0.0164967169215968","0.0247502960823348"
"Arbeitslose","1990","Laendlicher Raum","männlich","37","0.0220528610427978","0.0161064885961996","0.027999233489396"
"Arbeitslose","1990","Laendlicher Raum","weiblich","32","0.0184280647360413","0.0131411968267381","0.0237149326453446"
"Beamte","1990","Staedtischer Raum","männlich","209","0.0637045461369047","0.0564593918663103","0.070949700407499"
"Beamte","1990","Staedtischer Raum","weiblich","72","0.0205432734806177","0.0164243503810654","0.0246621965801699"
"Beamte","1990","Laendlicher Raum","männlich","80","0.0523907247978148","0.043368704464383","0.0614127451312467"
"Beamte","1990","Laendlicher Raum","weiblich","","","",""
"In Ausbildung","1990","Staedtischer Raum","männlich","448","0.0996979995731329","0.0908102195568462","0.10858577958942"
"In Ausbildung","1990","Staedtischer Raum","weiblich","335","0.063043769553416","0.0559864956808888","0.0701010434259431"
"In Ausbildung","1990","Laendlicher Raum","männlich","179","0.0753526729511131","0.06466460177636","0.0860407441258661"
"In Ausbildung","1990","Laendlicher Raum","weiblich","168","0.0569021162065896","0.0477958545894255","0.0660083778237537"
"In Rente oder Pension","1990","Staedtischer Raum","männlich","541","0.174125912594598","0.162876118082032","0.185375707107165"
"In Rente oder Pension","1990","Staedtischer Raum","weiblich","794","0.26894050135828","0.256065102236527","0.281815900480033"
"In Rente oder Pension","1990","Laendlicher Raum","männlich","286","0.18106318880187","0.165471174458971","0.196655203144769"
"In Rente oder Pension","1990","Laendlicher Raum","weiblich","478","0.280412232159919","0.262754379354627","0.298070084965212"
"Selbstständige/ManagerInnen","1990","Staedtischer Raum","männlich","303","0.0771246481666645","0.0692101371414063","0.0850391591919226"
"Selbstständige/ManagerInnen","1990","Staedtischer Raum","weiblich","148","0.0314410882338539","0.026373888319123","0.0365082881485848"
"Selbstständige/ManagerInnen","1990","Laendlicher Raum","männlich","156","0.073362029340603","0.0628047342466313","0.0839193244345747"
"Selbstständige/ManagerInnen","1990","Laendlicher Raum","weiblich","85","0.0355289507442236","0.028252270057431","0.0428056314310163"
"Sonstige Nichterwerbspersonen","1990","Staedtischer Raum","männlich","130","0.0253227562479122","0.0206621558540318","0.0299833566417926"
"Sonstige Nichterwerbspersonen","1990","Staedtischer Raum","weiblich","1081","0.209782582149842","0.197959948132717","0.221605216166968"
"Sonstige Nichterwerbspersonen","1990","Laendlicher Raum","männlich","62","0.0300656571743346","0.0231510348231569","0.0369802795255124"
"Sonstige Nichterwerbspersonen","1990","Laendlicher Raum","weiblich","358","0.156740229391984","0.142449037230537","0.17103142155343"
"Angestellte, einfache Tätigkeiten","1991","Staedtischer Raum","männlich","860","0.141970023599619","0.131510111774486","0.152429935424752"
"Angestellte, einfache Tätigkeiten","1991","Staedtischer Raum","weiblich","1042","0.180114363417828","0.168822445801142","0.191406281034514"
"Angestellte, einfache Tätigkeiten","1991","Laendlicher Raum","männlich","387","0.145500535460686","0.131093388874838","0.159907682046533"
"Angestellte, einfache Tätigkeiten","1991","Laendlicher Raum","weiblich","554","0.192653676919752","0.177005211128852","0.208302142710651"
"Angestellte, qualifizierte Tätigkeiten","1991","Staedtischer Raum","männlich","1642","0.386603079373797","0.372008824850227","0.401197333897366"
"Angestellte, qualifizierte Tätigkeiten","1991","Staedtischer Raum","weiblich","924","0.209642064393468","0.197681050053148","0.221603078733789"
"Angestellte, qualifizierte Tätigkeiten","1991","Laendlicher Raum","männlich","984","0.384792200129125","0.364912316938276","0.404672083319975"
"Angestellte, qualifizierte Tätigkeiten","1991","Laendlicher Raum","weiblich","594","0.199182135455616","0.183335201559062","0.215029069352171"
"Arbeitslose","1991","Staedtischer Raum","männlich","168","0.0311360398400612","0.0259307903092098","0.0363412893709127"
"Arbeitslose","1991","Staedtischer Raum","weiblich","148","0.026098045856643","0.021413381269314","0.0307827104439721"
"Arbeitslose","1991","Laendlicher Raum","männlich","126","0.0498625247276808","0.0409690773856607","0.0587559720697009"
"Arbeitslose","1991","Laendlicher Raum","weiblich","165","0.0475679668758662","0.0391224259777111","0.0560135077740212"
"Beamte","1991","Staedtischer Raum","männlich","222","0.0651583257729077","0.057761720266133","0.0725549312796824"
"Beamte","1991","Staedtischer Raum","weiblich","72","0.0203491575025026","0.0162003263263412","0.0244979886786639"
"Beamte","1991","Laendlicher Raum","männlich","93","0.0543957266261688","0.045128988589414","0.0636624646629236"
"Beamte","1991","Laendlicher Raum","weiblich","","","",""
"In Ausbildung","1991","Staedtischer Raum","männlich","432","0.089976441106275","0.0814007488186035","0.0985521333939465"
"In Ausbildung","1991","Staedtischer Raum","weiblich","335","0.061753343571728","0.0546803113042745","0.0688263758391815"
"In Ausbildung","1991","Laendlicher Raum","männlich","182","0.0741617052326476","0.0634552130216708","0.0848681974436243"
"In Ausbildung","1991","Laendlicher Raum","weiblich","181","0.0629587215370626","0.0533213081166802","0.072596134957445"
"In Rente oder Pension","1991","Staedtischer Raum","männlich","558","0.186706459186117","0.175028100797537","0.198384817574697"
"In Rente oder Pension","1991","Staedtischer Raum","weiblich","776","0.272256805047606","0.259177178726907","0.285336431368304"
"In Rente oder Pension","1991","Laendlicher Raum","männlich","301","0.187619539364439","0.171667781491989","0.20357129723689"
"In Rente oder Pension","1991","Laendlicher Raum","weiblich","492","0.292950031293047","0.274891808537878","0.311008254048216"
"Selbstständige/ManagerInnen","1991","Staedtischer Raum","männlich","300","0.078278884453099","0.0702287979297223","0.0863289709764757"
"Selbstständige/ManagerInnen","1991","Staedtischer Raum","weiblich","140","0.0319833754277034","0.0268130194634713","0.0371537313919355"
"Selbstständige/ManagerInnen","1991","Laendlicher Raum","männlich","169","0.0766562989792317","0.0657859020932109","0.0875266958652525"
"Selbstständige/ManagerInnen","1991","Laendlicher Raum","weiblich","83","0.035055742420069","0.0277580782224327","0.0423534066177053"
"Sonstige Nichterwerbspersonen","1991","Staedtischer Raum","männlich","95","0.0201707466681247","0.0159575216527887","0.0243839716834606"
"Sonstige Nichterwerbspersonen","1991","Staedtischer Raum","weiblich","1012","0.197802844782521","0.186097782913878","0.209507906651164"
"Sonstige Nichterwerbspersonen","1991","Laendlicher Raum","männlich","59","0.0270114694800205","0.020387508769483","0.0336354301905581"
"Sonstige Nichterwerbspersonen","1991","Laendlicher Raum","weiblich","347","0.157251535710636","0.142807132255267","0.171695939166004"
"Angestellte, einfache Tätigkeiten","1992","Staedtischer Raum","männlich","806","0.133227586534192","0.122946755370296","0.143508417698087"
"Angestellte, einfache Tätigkeiten","1992","Staedtischer Raum","weiblich","971","0.171178306197475","0.160087780477907","0.182268831917044"
"Angestellte, einfache Tätigkeiten","1992","Laendlicher Raum","männlich","355","0.137519282701426","0.123134744298663","0.151903821104189"
"Angestellte, einfache Tätigkeiten","1992","Laendlicher Raum","weiblich","454","0.167602537038872","0.152494615773397","0.182710458304346"
"Angestellte, qualifizierte Tätigkeiten","1992","Staedtischer Raum","männlich","1576","0.378785889687033","0.364110279802478","0.393461499571588"
"Angestellte, qualifizierte Tätigkeiten","1992","Staedtischer Raum","weiblich","886","0.20281397556882","0.190974676444482","0.214653274693158"
"Angestellte, qualifizierte Tätigkeiten","1992","Laendlicher Raum","männlich","873","0.361144049491216","0.341081730215217","0.381206368767214"
"Angestellte, qualifizierte Tätigkeiten","1992","Laendlicher Raum","weiblich","524","0.181366723167218","0.165781158366082","0.196952287968354"
"Arbeitslose","1992","Staedtischer Raum","männlich","213","0.0435781545403392","0.037401721075837","0.0497545880048415"
"Arbeitslose","1992","Staedtischer Raum","weiblich","233","0.0391996709771332","0.0334854767452742","0.0449138652089921"
"Arbeitslose","1992","Laendlicher Raum","männlich","147","0.0589049274247344","0.049070886844272","0.0687389680051969"
"Arbeitslose","1992","Laendlicher Raum","weiblich","251","0.0760880239767789","0.0653636365259165","0.0868124114276414"
"Beamte","1992","Staedtischer Raum","männlich","198","0.0583037206409666","0.0512147664700407","0.0653926748118925"
"Beamte","1992","Staedtischer Raum","weiblich","74","0.0196039484246657","0.0155219788024413","0.0236859180468901"
