"beruf","year","regtyp","sex","n","percent","lower_confidence","upper_confidence"
"Angestellte, einfache Tätigkeiten","2007","Staedtischer Raum","weiblich","1199","0.175940679497623","0.167112959076822","0.184768399918424"
"Angestellte, einfache Tätigkeiten","2007","Laendlicher Raum","männlich","408","0.132931734659983","0.121663312759629","0.144200156560338"
"Angestellte, einfache Tätigkeiten","2007","Laendlicher Raum","weiblich","690","0.194917575619306","0.182203125782041","0.20763202545657"
"Angestellte, qualifizierte Tätigkeiten","2007","Staedtischer Raum","männlich","2068","0.331520024763141","0.320033199997383","0.343006849528898"
"Angestellte, qualifizierte Tätigkeiten","2007","Staedtischer Raum","weiblich","1648","0.211621460891303","0.202151821289079","0.221091100493527"
"Angestellte, qualifizierte Tätigkeiten","2007","Laendlicher Raum","männlich","1066","0.30348641325057","0.288226342748367","0.318746483752774"
"Angestellte, qualifizierte Tätigkeiten","2007","Laendlicher Raum","weiblich","830","0.191547792582817","0.17891737670484","0.204178208460794"
"Arbeitslose","2007","Staedtischer Raum","männlich","314","0.0604303214090596","0.0546160826727926","0.0662445601453266"
"Arbeitslose","2007","Staedtischer Raum","weiblich","348","0.0567560634694497","0.0513918711019658","0.0621202558369336"
"Arbeitslose","2007","Laendlicher Raum","männlich","234","0.0723848341110305","0.0637842127335287","0.0809854554885323"
"Arbeitslose","2007","Laendlicher Raum","weiblich","268","0.0741727758523172","0.0657619403514891","0.0825836113531453"
"Beamte","2007","Staedtischer Raum","männlich","358","0.0428326129624181","0.0378919851082858","0.0477732408165505"
"Beamte","2007","Staedtischer Raum","weiblich","286","0.0292959169768868","0.0253863093229103","0.0332055246308634"
"Beamte","2007","Laendlicher Raum","männlich","166","0.0475021285858601","0.0404420317197896","0.0545622254519305"
"Beamte","2007","Laendlicher Raum","weiblich","94","0.0171456754118763","0.0129791524970992","0.0213121983266533"
"In Ausbildung","2007","Staedtischer Raum","männlich","433","0.0643864322567675","0.058397542100626","0.0703753224129091"
"In Ausbildung","2007","Staedtischer Raum","weiblich","487","0.0602227671072011","0.0547073417301277","0.0657381924842745"
"In Ausbildung","2007","Laendlicher Raum","männlich","274","0.0708277829862125","0.0623130300874689","0.079342535884956"
"In Ausbildung","2007","Laendlicher Raum","weiblich","264","0.0661607923348473","0.0581828976274319","0.0741386870422628"
"In Rente oder Pension","2007","Staedtischer Raum","männlich","1628","0.24867736057436","0.238130279752201","0.25922444139652"
"In Rente oder Pension","2007","Staedtischer Raum","weiblich","1827","0.297935748163684","0.287332572956623","0.308538923370745"
"In Rente oder Pension","2007","Laendlicher Raum","männlich","904","0.255221825296834","0.240750960255691","0.269692690337978"
"In Rente oder Pension","2007","Laendlicher Raum","weiblich","1011","0.3074523497827","0.292641989015631","0.322262710549768"
"Selbstständige/ManagerInnen","2007","Staedtischer Raum","männlich","702","0.0873902172902775","0.0804993342095678","0.0942811003709872"
"Selbstständige/ManagerInnen","2007","Staedtischer Raum","weiblich","342","0.0350953826986466","0.0308290631261414","0.0393617022711519"
"Selbstständige/ManagerInnen","2007","Laendlicher Raum","männlich","317","0.0831072227697889","0.0739450014571452","0.0922694440824326"
"Selbstständige/ManagerInnen","2007","Laendlicher Raum","weiblich","173","0.0429875625379289","0.0364775458681399","0.0494975792077178"
"Sonstige Nichterwerbspersonen","2007","Staedtischer Raum","männlich","215","0.0324300165865228","0.0281077087873497","0.0367523243856959"
"Sonstige Nichterwerbspersonen","2007","Staedtischer Raum","weiblich","1010","0.133131981195206","0.125256014193044","0.141007948197368"
"Sonstige Nichterwerbspersonen","2007","Laendlicher Raum","männlich","118","0.0345380583397201","0.0284771368831269","0.0405989797963132"
"Sonstige Nichterwerbspersonen","2007","Laendlicher Raum","weiblich","399","0.105615475878208","0.0957509136371008","0.115480038119316"
"Angestellte, einfache Tätigkeiten","2008","Staedtischer Raum","männlich","692","0.136239621837187","0.127598398363924","0.144880845310449"
"Angestellte, einfache Tätigkeiten","2008","Staedtischer Raum","weiblich","1105","0.177678416037665","0.1685379934887","0.18681883858663"
"Angestellte, einfache Tätigkeiten","2008","Laendlicher Raum","männlich","389","0.146158790028625","0.134045153199142","0.158272426858107"
"Angestellte, einfache Tätigkeiten","2008","Laendlicher Raum","weiblich","653","0.205738550324847","0.19232712433575","0.219149976313944"
"Angestellte, qualifizierte Tätigkeiten","2008","Staedtischer Raum","männlich","1991","0.338421994309981","0.326502805423577","0.350341183196385"
"Angestellte, qualifizierte Tätigkeiten","2008","Staedtischer Raum","weiblich","1652","0.230044450233786","0.219980538981113","0.240108361486459"
"Angestellte, qualifizierte Tätigkeiten","2008","Laendlicher Raum","männlich","1006","0.304906819676817","0.289120583112652","0.320693056240981"
"Angestellte, qualifizierte Tätigkeiten","2008","Laendlicher Raum","weiblich","810","0.199659174775115","0.186396915965917","0.212921433584313"
"Arbeitslose","2008","Staedtischer Raum","männlich","244","0.052312256584565","0.0467035690992617","0.0579209440698683"
"Arbeitslose","2008","Staedtischer Raum","weiblich","277","0.0475998953993877","0.0425084533188657","0.0526913374799096"
"Arbeitslose","2008","Laendlicher Raum","männlich","219","0.0677311971067108","0.0591145466588031","0.0763478475546186"
"Arbeitslose","2008","Laendlicher Raum","weiblich","222","0.0624698576993357","0.0544408244640635","0.0704988909346079"
"Beamte","2008","Staedtischer Raum","männlich","323","0.0434823514353319","0.0383451110574892","0.0486195918131745"
"Beamte","2008","Staedtischer Raum","weiblich","260","0.0272781104635757","0.0233829121126229","0.0311733088145285"
"Beamte","2008","Laendlicher Raum","männlich","144","0.0438272546390803","0.0368076308426945","0.0508468784354661"
"Beamte","2008","Laendlicher Raum","weiblich","90","0.0151656297292091","0.0111110373460724","0.0192202221123458"
"In Ausbildung","2008","Staedtischer Raum","männlich","436","0.0722444729583445","0.0657229958909911","0.0787659500256978"
"In Ausbildung","2008","Staedtischer Raum","weiblich","473","0.0615074184680738","0.0557621905383372","0.0672526463978104"
"In Ausbildung","2008","Laendlicher Raum","männlich","239","0.0631169213662373","0.0547783984822582","0.0714554442502165"
"In Ausbildung","2008","Laendlicher Raum","weiblich","247","0.0702405993626353","0.0617621824015345","0.0787190163237361"
"In Rente oder Pension","2008","Staedtischer Raum","männlich","1568","0.245182457501716","0.234345869253487","0.256019045749944"
"In Rente oder Pension","2008","Staedtischer Raum","weiblich","1754","0.296343639943043","0.285424053128148","0.307263226757937"
"In Rente oder Pension","2008","Laendlicher Raum","männlich","881","0.258075586138586","0.243070903433188","0.273080268843983"
"In Rente oder Pension","2008","Laendlicher Raum","weiblich","952","0.299974815376789","0.284771629430027","0.315178001323551"
"Selbstständige/ManagerInnen","2008","Staedtischer Raum","männlich","618","0.0826658667733468","0.0757291530540562","0.0896025804926374"
"Selbstständige/ManagerInnen","2008","Staedtischer Raum","weiblich","329","0.0374363249273182","0.0328970192465828","0.0419756306080536"
"Selbstständige/ManagerInnen","2008","Laendlicher Raum","männlich","305","0.0829061339234289","0.0734508679493555","0.0923613998975023"
"Selbstständige/ManagerInnen","2008","Laendlicher Raum","weiblich","166","0.0438099064307704","0.0370195329728837","0.0506002798886571"
"Sonstige Nichterwerbspersonen","2008","Staedtischer Raum","männlich","182","0.029450978599529","0.0251921958545888","0.0337097613444692"
"Sonstige Nichterwerbspersonen","2008","Staedtischer Raum","weiblich","868","0.122111744527151","0.11428238153583","0.129941107518472"
"Sonstige Nichterwerbspersonen","2008","Laendlicher Raum","männlich","84","0.0332772971205156","0.0271269659006209","0.0394276283404103"
"Sonstige Nichterwerbspersonen","2008","Laendlicher Raum","weiblich","350","0.102941466301299","0.092859599773969","0.113023332828629"
"Angestellte, einfache Tätigkeiten","2009","Staedtischer Raum","männlich","602","0.129267882747456","0.120480861485453","0.138054904009459"
"Angestellte, einfache Tätigkeiten","2009","Staedtischer Raum","weiblich","1035","0.173495141559274","0.164057147170956","0.182933135947591"
"Angestellte, einfache Tätigkeiten","2009","Laendlicher Raum","männlich","362","0.136681363743841","0.12460467715797","0.148758050329711"
"Angestellte, einfache Tätigkeiten","2009","Laendlicher Raum","weiblich","635","0.211839743426407","0.197932155422694","0.22574733143012"
"Angestellte, qualifizierte Tätigkeiten","2009","Staedtischer Raum","männlich","1786","0.331037009423255","0.318711825796302","0.343362193050207"
"Angestellte, qualifizierte Tätigkeiten","2009","Staedtischer Raum","weiblich","1526","0.234375826371059","0.22381792556529","0.244933727176828"
"Angestellte, qualifizierte Tätigkeiten","2009","Laendlicher Raum","männlich","985","0.3206204811583","0.30421233780143","0.33702862451517"
"Angestellte, qualifizierte Tätigkeiten","2009","Laendlicher Raum","weiblich","778","0.204061279414327","0.190344222233902","0.217778336594752"
"Arbeitslose","2009","Staedtischer Raum","männlich","247","0.0563073974236143","0.0502699678182726","0.062344827028956"
"Arbeitslose","2009","Staedtischer Raum","weiblich","249","0.0468623471181393","0.0415948636407132","0.0521298305955654"
"Arbeitslose","2009","Laendlicher Raum","männlich","204","0.067497185514749","0.05867704521031","0.0763173258191879"
"Arbeitslose","2009","Laendlicher Raum","weiblich","204","0.0659344983616964","0.0574878220948216","0.0743811746285713"
"Beamte","2009","Staedtischer Raum","männlich","287","0.0412421734545458","0.0360340734979669","0.0464502734111246"
"Beamte","2009","Staedtischer Raum","weiblich","246","0.031542091587947","0.0271859802660729","0.0358982029098211"
"Beamte","2009","Laendlicher Raum","männlich","142","0.0430597602641646","0.0359232515842544","0.0501962689440747"
"Beamte","2009","Laendlicher Raum","weiblich","84","0.0180442808812581","0.0135136720058251","0.0225748897566912"
"In Ausbildung","2009","Staedtischer Raum","männlich","443","0.0815735552263124","0.0744046809691226","0.0887424294835022"
"In Ausbildung","2009","Staedtischer Raum","weiblich","396","0.0604020877113563","0.0544644957783807","0.066339679644332"
"In Ausbildung","2009","Laendlicher Raum","männlich","218","0.0656417611115038","0.0569350445270703","0.0743484776959373"
"In Ausbildung","2009","Laendlicher Raum","weiblich","214","0.0648551056133761","0.0564730146589498","0.0732371965678025"
"In Rente oder Pension","2009","Staedtischer Raum","männlich","1462","0.2411638943493","0.229959607604186","0.252368181094414"
"In Rente oder Pension","2009","Staedtischer Raum","weiblich","1658","0.297060362547918","0.285671123184027","0.308449601911809"
"In Rente oder Pension","2009","Laendlicher Raum","männlich","834","0.251734440863768","0.236476118617688","0.266992763109849"
"In Rente oder Pension","2009","Laendlicher Raum","weiblich","932","0.297457856456417","0.281898567624582","0.313017145288252"
"Selbstständige/ManagerInnen","2009","Staedtischer Raum","männlich","577","0.0835150201936146","0.0762690081987685","0.0907610321884607"
"Selbstständige/ManagerInnen","2009","Staedtischer Raum","weiblich","328","0.043571477736043","0.0384835521044545","0.0486594033676315"
"Selbstständige/ManagerInnen","2009","Laendlicher Raum","männlich","277","0.0837658607409501","0.0740261883588765","0.0935055331230237"
"Selbstständige/ManagerInnen","2009","Laendlicher Raum","weiblich","153","0.0430043889374334","0.036099571607488","0.0499092062673788"
"Sonstige Nichterwerbspersonen","2009","Staedtischer Raum","männlich","196","0.0358930671819017","0.0310209024205167","0.0407652319432867"
"Sonstige Nichterwerbspersonen","2009","Staedtischer Raum","weiblich","746","0.112690665368264","0.104809420024665","0.120571910711863"
"Sonstige Nichterwerbspersonen","2009","Laendlicher Raum","männlich","86","0.0309991466027236","0.0249059592114283","0.0370923339940189"
"Sonstige Nichterwerbspersonen","2009","Laendlicher Raum","weiblich","316","0.0948028469090844","0.0848322052209032","0.104773488597266"
"Angestellte, einfache Tätigkeiten","2010","Staedtischer Raum","männlich","907","0.122340066691957","0.114742151053426","0.129937982330487"
"Angestellte, einfache Tätigkeiten","2010","Staedtischer Raum","weiblich","1321","0.164188116645727","0.156365162427","0.172011070864454"
"Angestellte, einfache Tätigkeiten","2010","Laendlicher Raum","männlich","559","0.141869070439389","0.130929722071849","0.152808418806929"
"Angestellte, einfache Tätigkeiten","2010","Laendlicher Raum","weiblich","876","0.2102797992645","0.198467610443554","0.222091988085447"
"Angestellte, qualifizierte Tätigkeiten","2010","Staedtischer Raum","männlich","2501","0.333517330948971","0.322585306152939","0.344449355745004"
"Angestellte, qualifizierte Tätigkeiten","2010","Staedtischer Raum","weiblich","2093","0.241567269012858","0.232528209710809","0.250606328314908"
"Angestellte, qualifizierte Tätigkeiten","2010","Laendlicher Raum","männlich","1354","0.322636705926716","0.307979927233894","0.337293484619538"
"Angestellte, qualifizierte Tätigkeiten","2010","Laendlicher Raum","weiblich","1051","0.219614446890117","0.207614480115843","0.231614413664391"
"Arbeitslose","2010","Staedtischer Raum","männlich","418","0.0671863152221322","0.0613815475759253","0.072991082868339"
"Arbeitslose","2010","Staedtischer Raum","weiblich","622","0.0512109957098109","0.0465560771328298","0.0558659142867921"
"Arbeitslose","2010","Laendlicher Raum","männlich","258","0.0582009749950942","0.0508606538376906","0.0655412961524978"
"Arbeitslose","2010","Laendlicher Raum","weiblich","408","0.0552820226830349","0.0486577525792309","0.0619062927868389"
"Beamte","2010","Staedtischer Raum","männlich","358","0.0430876845264004","0.0383794333388854","0.0477959357139154"
"Beamte","2010","Staedtischer Raum","weiblich","295","0.0312363052082186","0.0275627682492662","0.0349098421671711"
"Beamte","2010","Laendlicher Raum","männlich","187","0.0471778851696717","0.0405305747183371","0.0538251956210063"
"Beamte","2010","Laendlicher Raum","weiblich","101","0.0152619984412326","0.0117084598882975","0.0188155369941678"
"In Ausbildung","2010","Staedtischer Raum","männlich","507","0.0811239537345447","0.0747932790936613","0.087454628375428"
"In Ausbildung","2010","Staedtischer Raum","weiblich","542","0.0688301783829893","0.0634839248400459","0.0741764319259326"
"In Ausbildung","2010","Laendlicher Raum","männlich","238","0.0624290909688958","0.0548439024172562","0.0700142795205353"
"In Ausbildung","2010","Laendlicher Raum","weiblich","267","0.0669126421465367","0.0596697799504622","0.0741555043426113"
"In Rente oder Pension","2010","Staedtischer Raum","männlich","1405","0.236529659489426","0.226676265174502","0.24638305380435"
"In Rente oder Pension","2010","Staedtischer Raum","weiblich","1596","0.292664853966495","0.283056620177248","0.302273087755743"
"In Rente oder Pension","2010","Laendlicher Raum","männlich","815","0.261953502678952","0.248167931016935","0.275739074340969"
"In Rente oder Pension","2010","Laendlicher Raum","weiblich","885","0.303171472789774","0.28984847033796","0.316494475241587"
"Selbstständige/ManagerInnen","2010","Staedtischer Raum","männlich","788","0.0866071841534626","0.0800856056044246","0.0931287627025007"
"Selbstständige/ManagerInnen","2010","Staedtischer Raum","weiblich","429","0.0429371559512615","0.0386562811901527","0.0472180307123703"
"Selbstständige/ManagerInnen","2010","Laendlicher Raum","männlich","364","0.0732519348552435","0.065083079469798","0.0814207902406889"
"Selbstständige/ManagerInnen","2010","Laendlicher Raum","weiblich","194","0.0412723052541568","0.0355063405423145","0.0470382699659991"
"Sonstige Nichterwerbspersonen","2010","Staedtischer Raum","männlich","261","0.029607805233106","0.0256775230790202","0.0335380873871918"
"Sonstige Nichterwerbspersonen","2010","Staedtischer Raum","weiblich","1716","0.107365125122639","0.10082758752","0.113902662725278"
"Sonstige Nichterwerbspersonen","2010","Laendlicher Raum","männlich","133","0.0324808349660377","0.0269228906139879","0.0380387793180875"
"Sonstige Nichterwerbspersonen","2010","Laendlicher Raum","weiblich","790","0.088205312530648","0.0799849517142918","0.0964256733470043"
"Angestellte, einfache Tätigkeiten","2011","Staedtischer Raum","männlich","990","0.123289076691845","0.116211025020978","0.130367128362713"
"Angestellte, einfache Tätigkeiten","2011","Staedtischer Raum","weiblich","1646","0.164247593825587","0.157015516345121","0.171479671306054"
"Angestellte, einfache Tätigkeiten","2011","Laendlicher Raum","männlich","683","0.150952154838116","0.140803233574074","0.161101076102159"
"Angestellte, einfache Tätigkeiten","2011","Laendlicher Raum","weiblich","1154","0.206397414428797","0.195808707623086","0.216986121234507"
"Angestellte, qualifizierte Tätigkeiten","2011","Staedtischer Raum","männlich","2888","0.344052693295731","0.333825177065004","0.354280209526458"
"Angestellte, qualifizierte Tätigkeiten","2011","Staedtischer Raum","weiblich","2613","0.242652421541263","0.234284556255203","0.251020286827323"
"Angestellte, qualifizierte Tätigkeiten","2011","Laendlicher Raum","männlich","1570","0.314867637499276","0.301700681127596","0.328034593870957"
"Angestellte, qualifizierte Tätigkeiten","2011","Laendlicher Raum","weiblich","1345","0.222756102655921","0.211869741808436","0.233642463503406"
"Arbeitslose","2011","Staedtischer Raum","männlich","388","0.0511478151637125","0.0464050016970443","0.0558906286303807"
"Arbeitslose","2011","Staedtischer Raum","weiblich","612","0.0410903197751455","0.037215661942215","0.0449649776080759"
"Arbeitslose","2011","Laendlicher Raum","männlich","297","0.0557168487452106","0.0492143760713451","0.062219321419076"
"Arbeitslose","2011","Laendlicher Raum","weiblich","437","0.0503520037125401","0.044630911250009","0.0560730961750712"
"Beamte","2011","Staedtischer Raum","männlich","407","0.0424505759417215","0.0381100174504547","0.0467911344329884"
"Beamte","2011","Staedtischer Raum","weiblich","381","0.0302244134181362","0.0268825452899887","0.0335662815462838"
"Beamte","2011","Laendlicher Raum","männlich","231","0.0471642417866812","0.0411545860408706","0.0531738975324917"
"Beamte","2011","Laendlicher Raum","weiblich","141","0.0159737403105612","0.0126935736226441","0.0192539069984783"
"In Ausbildung","2011","Staedtischer Raum","männlich","574","0.0692102371712315","0.0637459415405033","0.0746745328019597"
"In Ausbildung","2011","Staedtischer Raum","weiblich","636","0.0651723616202252","0.0603543011575666","0.0699904220828838"
"In Ausbildung","2011","Laendlicher Raum","männlich","303","0.0644359709241239","0.0574755566509772","0.0713963851972706"
"In Ausbildung","2011","Laendlicher Raum","weiblich","310","0.0596600516090446","0.0534631654848623","0.0658569377332269"
"In Rente oder Pension","2011","Staedtischer Raum","männlich","1836","0.24755566679738","0.238263931185815","0.256847402408945"
"In Rente oder Pension","2011","Staedtischer Raum","weiblich","2046","0.300941363578236","0.291988283077042","0.309894444079429"
"In Rente oder Pension","2011","Laendlicher Raum","männlich","1087","0.256970400592142","0.244583040830426","0.269357760353857"
"In Rente oder Pension","2011","Laendlicher Raum","weiblich","1181","0.303370950489815","0.291343403943632","0.315398497035997"
"Selbstständige/ManagerInnen","2011","Staedtischer Raum","männlich","873","0.0860433834335525","0.0800060557242212","0.0920807111428838"
"Selbstständige/ManagerInnen","2011","Staedtischer Raum","weiblich","547","0.0446849368893263","0.0406519330845349","0.0487179406941177"
"Selbstständige/ManagerInnen","2011","Laendlicher Raum","männlich","452","0.0809880714231798","0.0732540522293255","0.0887220906170342"
"Selbstständige/ManagerInnen","2011","Laendlicher Raum","weiblich","251","0.0442408973405565","0.0388609819586426","0.0496208127224704"
"Sonstige Nichterwerbspersonen","2011","Staedtischer Raum","männlich","332","0.0362505515048256","0.0322265086221904","0.0402745943874608"
"Sonstige Nichterwerbspersonen","2011","Staedtischer Raum","weiblich","1601","0.110986589352081","0.104855125765559","0.117118052938604"
"Sonstige Nichterwerbspersonen","2011","Laendlicher Raum","männlich","157","0.02890467419127","0.024155160829597","0.033654187552943"
"Sonstige Nichterwerbspersonen","2011","Laendlicher Raum","weiblich","793","0.0972488394527655","0.0894968084455414","0.10500087045999"
"Angestellte, einfache Tätigkeiten","2012","Staedtischer Raum","männlich","970","0.128364187265308","0.121046261764534","0.135682112766082"
"Angestellte, einfache Tätigkeiten","2012","Staedtischer Raum","weiblich","1596","0.162367251557877","0.155048946681481","0.169685556434274"
"Angestellte, einfache Tätigkeiten","2012","Laendlicher Raum","männlich","621","0.132400422426773","0.122768088735629","0.142032756117917"
"Angestellte, einfache Tätigkeiten","2012","Laendlicher Raum","weiblich","1132","0.203856827281421","0.193268438932654","0.214445215630188"
"Angestellte, qualifizierte Tätigkeiten","2012","Staedtischer Raum","männlich","2824","0.346611144534251","0.336199828350971","0.357022460717531"
"Angestellte, qualifizierte Tätigkeiten","2012","Staedtischer Raum","weiblich","2665","0.251297438506302","0.24268981734554","0.259905059667063"
"Angestellte, qualifizierte Tätigkeiten","2012","Laendlicher Raum","männlich","1584","0.322128166465203","0.308847639354224","0.335408693576182"
"Angestellte, qualifizierte Tätigkeiten","2012","Laendlicher Raum","weiblich","1416","0.231233300700309","0.220151913907208","0.24231468749341"
"Arbeitslose","2012","Staedtischer Raum","männlich","373","0.0504504081465974","0.0456620163173315","0.0552387999758634"
"Arbeitslose","2012","Staedtischer Raum","weiblich","549","0.0405831014226874","0.036667389326727","0.0444988135186479"
"Arbeitslose","2012","Laendlicher Raum","männlich","289","0.060914209563658","0.0541168677561669","0.0677115513711492"
"Arbeitslose","2012","Laendlicher Raum","weiblich","404","0.0578288628019781","0.051693943317113","0.0639637822868431"
"Beamte","2012","Staedtischer Raum","männlich","379","0.0419647349838289","0.0375780999424777","0.0463513700251801"
"Beamte","2012","Staedtischer Raum","weiblich","384","0.0337744976980102","0.0301896711137931","0.0373593242822273"
"Beamte","2012","Laendlicher Raum","männlich","225","0.0472721540768504","0.0412408073777181","0.0533035007759827"
"Beamte","2012","Laendlicher Raum","weiblich","150","0.0194706228840168","0.0158390741965818","0.0231021715714518"
"In Ausbildung","2012","Staedtischer Raum","männlich","544","0.0688938495063519","0.0633528471219268","0.074434851890777"
"In Ausbildung","2012","Staedtischer Raum","weiblich","628","0.0624056226786567","0.0576054836997026","0.0672057616576109"
"In Ausbildung","2012","Laendlicher Raum","männlich","305","0.0613848234550001","0.0545629845476463","0.0682066623623539"
"In Ausbildung","2012","Laendlicher Raum","weiblich","315","0.0501459694097843","0.0444098511805428","0.0558820876390259"
"In Rente oder Pension","2012","Staedtischer Raum","männlich","1812","0.244750105465651","0.235344098548706","0.254156112382595"
"In Rente oder Pension","2012","Staedtischer Raum","weiblich","1994","0.295074803266345","0.286024314485061","0.30412529204763"
"In Rente oder Pension","2012","Laendlicher Raum","männlich","1150","0.267675513521146","0.255092540420941","0.280258486621351"
"In Rente oder Pension","2012","Laendlicher Raum","weiblich","1221","0.303719148026443","0.291632664735616","0.31580563131727"
"Selbstständige/ManagerInnen","2012","Staedtischer Raum","männlich","834","0.0901338185121961","0.0838686730311609","0.0963989639932313"
"Selbstständige/ManagerInnen","2012","Staedtischer Raum","weiblich","517","0.0467613324579471","0.042571673055355","0.0509509918605393"
"Selbstständige/ManagerInnen","2012","Laendlicher Raum","männlich","420","0.0778705260815159","0.0702548287761209","0.0854862233869109"
"Selbstständige/ManagerInnen","2012","Laendlicher Raum","weiblich","233","0.0419465789235258","0.0366777417228859","0.0472154161241656"
"Sonstige Nichterwerbspersonen","2012","Staedtischer Raum","männlich","290","0.028831751585816","0.0251709072323629","0.0324925959392691"
"Sonstige Nichterwerbspersonen","2012","Staedtischer Raum","weiblich","1422","0.107735952412174","0.10158331277731","0.113888592047038"
"Sonstige Nichterwerbspersonen","2012","Laendlicher Raum","männlich","162","0.0303541844098533","0.025478416597723","0.0352299522219837"
"Sonstige Nichterwerbspersonen","2012","Laendlicher Raum","weiblich","690","0.0917986899725214","0.0842097529767975","0.0993876269682453"
"Angestellte, einfache Tätigkeiten","2013","Staedtischer Raum","männlich","1461","0.133857631412943","0.126921685266982","0.140793577558905"
"Angestellte, einfache Tätigkeiten","2013","Staedtischer Raum","weiblich","2148","0.168918218190052","0.161945166808958","0.175891269571146"
"Angestellte, einfache Tätigkeiten","2013","Laendlicher Raum","männlich","843","0.149960219613308","0.14001009100651","0.159910348220106"
"Angestellte, einfache Tätigkeiten","2013","Laendlicher Raum","weiblich","1306","0.205805452053227","0.195374728333048","0.216236175773406"
"Angestellte, qualifizierte Tätigkeiten","2013","Staedtischer Raum","männlich","3120","0.339811413438884","0.330163298034096","0.349459528843672"
"Angestellte, qualifizierte Tätigkeiten","2013","Staedtischer Raum","weiblich","2874","0.244669988085311","0.236669408322425","0.252670567848197"
"Angestellte, qualifizierte Tätigkeiten","2013","Laendlicher Raum","männlich","1532","0.303222514414289","0.290412523787147","0.31603250504143"
"Angestellte, qualifizierte Tätigkeiten","2013","Laendlicher Raum","weiblich","1408","0.231115203406053","0.220239247243931","0.241991159568176"
"Arbeitslose","2013","Staedtischer Raum","männlich","546","0.0481722853602772","0.0438104697641075","0.0525341009564468"
"Arbeitslose","2013","Staedtischer Raum","weiblich","740","0.0444331713474765","0.0405983341903637","0.0482680085045893"
"Arbeitslose","2013","Laendlicher Raum","männlich","333","0.0689959904018595","0.061932672759012","0.0760593080447069"
"Arbeitslose","2013","Laendlicher Raum","weiblich","440","0.0530028240246613","0.0472225769754708","0.0587830710738518"
"Beamte","2013","Staedtischer Raum","männlich","360","0.0410587670294651","0.0370168401641995","0.0451006938947306"
"Beamte","2013","Staedtischer Raum","weiblich","377","0.0323246508029459","0.0290331459609974","0.0356161556448945"
"Beamte","2013","Laendlicher Raum","männlich","214","0.0432190578062346","0.0375519047701298","0.0488862108423395"
"Beamte","2013","Laendlicher Raum","weiblich","145","0.0189469024593113","0.0154293715675336","0.0224644333510891"
"In Ausbildung","2013","Staedtischer Raum","männlich","752","0.0743390118987269","0.0689955357485759","0.0796824880488779"
"In Ausbildung","2013","Staedtischer Raum","weiblich","775","0.0630626561971874","0.0585388484232888","0.0675864639710861"
"In Ausbildung","2013","Laendlicher Raum","männlich","353","0.0661117271740034","0.0591869189971511","0.0730365353508557"
"In Ausbildung","2013","Laendlicher Raum","weiblich","361","0.0477529323089679","0.0422512260622003","0.0532546385557354"
"In Rente oder Pension","2013","Staedtischer Raum","männlich","1768","0.243288910742131","0.234548824681896","0.252028996802366"
"In Rente oder Pension","2013","Staedtischer Raum","weiblich","1937","0.295606712761802","0.287114370506233","0.30409905501737"
"In Rente oder Pension","2013","Laendlicher Raum","männlich","1076","0.266159349212413","0.253842694093982","0.278476004330845"
"In Rente oder Pension","2013","Laendlicher Raum","weiblich","1185","0.311164817975086","0.299220112167099","0.323109523783073"
"Selbstständige/ManagerInnen","2013","Staedtischer Raum","männlich","887","0.0874052549551527","0.0816522167701323","0.0931582931401731"
"Selbstständige/ManagerInnen","2013","Staedtischer Raum","weiblich","597","0.0502912767809788","0.0462239948002074","0.0543585587617501"
"Selbstständige/ManagerInnen","2013","Laendlicher Raum","männlich","408","0.0733734879480805","0.0661066917851462","0.0806402841110148"
"Selbstständige/ManagerInnen","2013","Laendlicher Raum","weiblich","235","0.0440160927623627","0.0387236814532324","0.0493085040714929"
"Sonstige Nichterwerbspersonen","2013","Staedtischer Raum","männlich","364","0.0320667251624199","0.0284780056373777","0.035655444687462"
"Sonstige Nichterwerbspersonen","2013","Staedtischer Raum","weiblich","1643","0.100693325834247","0.0950929523667252","0.106293699301769"
"Sonstige Nichterwerbspersonen","2013","Laendlicher Raum","männlich","187","0.0289576534298123","0.0242843734268141","0.0336309334328106"
"Sonstige Nichterwerbspersonen","2013","Laendlicher Raum","weiblich","691","0.0881957750103313","0.0808793783229598","0.0955121716977028"
"Angestellte, einfache Tätigkeiten","2014","Staedtischer Raum","männlich","1156","0.126394830388278","0.119199531035961","0.133590129740594"
"Angestellte, einfache Tätigkeiten","2014","Staedtischer Raum","weiblich","1801","0.167108690141699","0.159695837724444","0.174521542558955"
"Angestellte, einfache Tätigkeiten","2014","Laendlicher Raum","männlich","713","0.152232616361677","0.141716486772083","0.162748745951271"
"Angestellte, einfache Tätigkeiten","2014","Laendlicher Raum","weiblich","1156","0.20752137343704","0.196446787142123","0.218595959731956"
"Angestellte, qualifizierte Tätigkeiten","2014","Staedtischer Raum","männlich","2840","0.35068111419505","0.340348461788594","0.361013766601506"
"Angestellte, qualifizierte Tätigkeiten","2014","Staedtischer Raum","weiblich","2599","0.252580288436953","0.243947051266248","0.261213525607657"
"Angestellte, qualifizierte Tätigkeiten","2014","Laendlicher Raum","männlich","1439","0.317217551160482","0.303594214153165","0.330840888167799"
"Angestellte, qualifizierte Tätigkeiten","2014","Laendlicher Raum","weiblich","1262","0.22645312863632","0.215023429578206","0.237882827694434"
