"beruf","year","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"In Ausbildung","1985","(noch) kein Abschluss","199","0.441391583325762","0.411872757380108","0.470910409271416"
"In Ausbildung","1985","Hauptschule","276","0.03306172967519","0.0286925140776995","0.0374309452726804"
"In Ausbildung","1985","Realschule","318","0.158580918729406","0.141761900650749","0.175399936808064"
"In Ausbildung","1985","(Fach-)Abitur","246","0.32698888868524","0.294067480423523","0.359910296946956"
"In Ausbildung","1985","AkademikerIn","","","",""
"In Rente oder Pension","1985","(noch) kein Abschluss","45","0.0684409720164328","0.0534304224495469","0.0834515215833187"
"In Rente oder Pension","1985","Hauptschule","1180","0.280287615732427","0.269312155062185","0.291263076402669"
"In Rente oder Pension","1985","Realschule","229","0.180022808342455","0.162332571529902","0.197713045155008"
"In Rente oder Pension","1985","(Fach-)Abitur","53","0.11284649738692","0.0906418328016081","0.135051161972231"
"In Rente oder Pension","1985","AkademikerIn","77","0.151562066367308","0.125949334644186","0.177174798090429"
"Arbeitslose","1985","(noch) kein Abschluss","78","0.0647446788999592","0.0501161567533899","0.0793732010465284"
"Arbeitslose","1985","Hauptschule","316","0.0441751945472738","0.0391538537334903","0.0491965353610572"
"Arbeitslose","1985","Realschule","53","0.0255165584812952","0.0182560460086039","0.0327770709539865"
"Arbeitslose","1985","(Fach-)Abitur","36","0.0407136233869147","0.0268446343269379","0.0545826124468915"
"Arbeitslose","1985","AkademikerIn","","","",""
"Sonstige Nichterwerbspersonen","1985","(noch) kein Abschluss","255","0.152373479673823","0.131009100369128","0.173737858978517"
"Sonstige Nichterwerbspersonen","1985","Hauptschule","1120","0.162712332365773","0.153692698723521","0.171731966008025"
"Sonstige Nichterwerbspersonen","1985","Realschule","228","0.116567106409901","0.101791552011717","0.131342660808085"
"Sonstige Nichterwerbspersonen","1985","(Fach-)Abitur","76","0.0835594853219201","0.0641394145567887","0.102979556087051"
"Sonstige Nichterwerbspersonen","1985","AkademikerIn","51","0.0548971983753947","0.0386280350583103","0.0711663616924791"
"Beamte","1985","(noch) kein Abschluss","","","",""
"Beamte","1985","Hauptschule","124","0.0206607622110314","0.0171847518479214","0.0241367725741415"
"Beamte","1985","Realschule","117","0.0612657737359874","0.0502237346029212","0.0723078128690536"
"Beamte","1985","(Fach-)Abitur","40","0.0640066356212101","0.0468295423209504","0.0811837289214697"
"Beamte","1985","AkademikerIn","185","0.242167287335507","0.211569148173943","0.27276542649707"
"Angestellte, einfache Tätigkeiten","1986","(noch) kein Abschluss","387","0.249022029296897","0.222560990268424","0.275483068325369"
"Angestellte, einfache Tätigkeiten","1986","Hauptschule","1547","0.189811786891698","0.179955459098346","0.19966811468505"
"Angestellte, einfache Tätigkeiten","1986","Realschule","174","0.0869517378693729","0.0738326925421558","0.10007078319659"
"Angestellte, einfache Tätigkeiten","1986","(Fach-)Abitur","106","0.0791817109395104","0.0605054588441274","0.0978579630348934"
"Angestellte, einfache Tätigkeiten","1986","AkademikerIn","","","",""
"Angestellte, qualifizierte Tätigkeiten","1986","(noch) kein Abschluss","70","0.05283949701085","0.0391506919833328","0.0665283020383673"
"Angestellte, qualifizierte Tätigkeiten","1986","Hauptschule","1417","0.22465219844974","0.214162470964874","0.235141925934606"
"Angestellte, qualifizierte Tätigkeiten","1986","Realschule","560","0.302990017345727","0.281593164922144","0.324386869769309"
"Angestellte, qualifizierte Tätigkeiten","1986","(Fach-)Abitur","191","0.238901922439444","0.209408820417498","0.26839502446139"
"Angestellte, qualifizierte Tätigkeiten","1986","AkademikerIn","261","0.3419784563019","0.307960578226578","0.375996334377223"
"Selbstständige/ManagerInnen","1986","(noch) kein Abschluss","","","",""
"Selbstständige/ManagerInnen","1986","Hauptschule","300","0.0497103514650961","0.0442475929149621","0.05517311001523"
"Selbstständige/ManagerInnen","1986","Realschule","118","0.0655671295418055","0.0540423302326063","0.0770919288510048"
"Selbstständige/ManagerInnen","1986","(Fach-)Abitur","44","0.0538759631180119","0.0382602479104786","0.0694916783255452"
"Selbstständige/ManagerInnen","1986","AkademikerIn","108","0.136821955848484","0.112177690299","0.161466221397969"
"In Ausbildung","1986","(noch) kein Abschluss","212","0.401338774879142","0.371345731475774","0.431331818282509"
"In Ausbildung","1986","Hauptschule","278","0.0322784294928082","0.0278362919856364","0.03672056699998"
"In Ausbildung","1986","Realschule","300","0.145607358330204","0.129184957675333","0.162029758985076"
"In Ausbildung","1986","(Fach-)Abitur","248","0.323366606780654","0.291013602385331","0.355719611175977"
"In Ausbildung","1986","AkademikerIn","","","",""
"In Rente oder Pension","1986","(noch) kein Abschluss","47","0.0789930507769359","0.0624886292289674","0.0954974723249044"
"In Rente oder Pension","1986","Hauptschule","1110","0.284434333776066","0.27309529225119","0.295773375300943"
"In Rente oder Pension","1986","Realschule","227","0.189844783785098","0.171584829624111","0.208104737946084"
"In Rente oder Pension","1986","(Fach-)Abitur","57","0.117572472810608","0.0952941409831147","0.139850804638101"
"In Rente oder Pension","1986","AkademikerIn","68","0.133058814637643","0.108702900585265","0.15741472869002"
"Arbeitslose","1986","(noch) kein Abschluss","65","0.0554739451593056","0.041467565046495","0.0694803252721163"
"Arbeitslose","1986","Hauptschule","285","0.040353626777194","0.0354075883185213","0.0452996652358667"
"Arbeitslose","1986","Realschule","54","0.0252458337024506","0.0179418694180956","0.0325497979868056"
"Arbeitslose","1986","(Fach-)Abitur","","","",""
"Arbeitslose","1986","AkademikerIn","","","",""
"Sonstige Nichterwerbspersonen","1986","(noch) kein Abschluss","230","0.156032661708401","0.133827957667327","0.178237365749475"
"Sonstige Nichterwerbspersonen","1986","Hauptschule","1030","0.158678142467564","0.14949481165504","0.167861473280088"
"Sonstige Nichterwerbspersonen","1986","Realschule","234","0.125775504356455","0.110336270282234","0.141214738430676"
"Sonstige Nichterwerbspersonen","1986","(Fach-)Abitur","94","0.106773040686889","0.0854130019981964","0.128133079375582"
"Sonstige Nichterwerbspersonen","1986","AkademikerIn","54","0.0622587085308195","0.0449314696121847","0.0795859474494543"
"Beamte","1986","(noch) kein Abschluss","","","",""
"Beamte","1986","Hauptschule","114","0.0200811306798333","0.0165553951614658","0.0236068661982007"
"Beamte","1986","Realschule","105","0.0580176350688876","0.0471329058521838","0.0689023642855914"
"Beamte","1986","(Fach-)Abitur","35","0.0500506970736636","0.034969160285973","0.0651322338613542"
"Beamte","1986","AkademikerIn","191","0.248205289552866","0.217228033949182","0.27918254515655"
"Angestellte, einfache Tätigkeiten","1987","(noch) kein Abschluss","380","0.275712158601698","0.248029065782259","0.303395251421137"
"Angestellte, einfache Tätigkeiten","1987","Hauptschule","1546","0.198949157477341","0.188852990607155","0.209045324347526"
"Angestellte, einfache Tätigkeiten","1987","Realschule","177","0.0926017041162875","0.0790398833713252","0.10616352486125"
"Angestellte, einfache Tätigkeiten","1987","(Fach-)Abitur","124","0.0917331803959271","0.0714242439608556","0.112042116830999"
"Angestellte, einfache Tätigkeiten","1987","AkademikerIn","","","",""
"Angestellte, qualifizierte Tätigkeiten","1987","(noch) kein Abschluss","62","0.0522236714917116","0.0384414989849973","0.0660058439984259"
"Angestellte, qualifizierte Tätigkeiten","1987","Hauptschule","1386","0.222514767223136","0.211995610619167","0.233033923827105"
"Angestellte, qualifizierte Tätigkeiten","1987","Realschule","577","0.324727188636747","0.302818898240142","0.346635479033353"
"Angestellte, qualifizierte Tätigkeiten","1987","(Fach-)Abitur","176","0.251297937401938","0.220779224958571","0.281816649845304"
"Angestellte, qualifizierte Tätigkeiten","1987","AkademikerIn","268","0.344630342616858","0.310388892218897","0.378871793014819"
"Selbstständige/ManagerInnen","1987","(noch) kein Abschluss","","","",""
"Selbstständige/ManagerInnen","1987","Hauptschule","293","0.0484752457272722","0.0430436744599009","0.0539068169946434"
"Selbstständige/ManagerInnen","1987","Realschule","111","0.0648457266945312","0.0533246824947289","0.0763667708943335"
"Selbstständige/ManagerInnen","1987","(Fach-)Abitur","44","0.0569477520559274","0.0406426545429636","0.0732528495688912"
"Selbstständige/ManagerInnen","1987","AkademikerIn","104","0.136427475045071","0.111696994226479","0.161157955863663"
"In Ausbildung","1987","(noch) kein Abschluss","207","0.368639980231037","0.338753772697287","0.398526187764788"
"In Ausbildung","1987","Hauptschule","295","0.0296220149612593","0.0253342280608461","0.0339098018616726"
"In Ausbildung","1987","Realschule","297","0.128028533916552","0.112396551655198","0.143660516177905"
"In Ausbildung","1987","(Fach-)Abitur","225","0.303112466525851","0.270775410621696","0.335449522430006"
"In Ausbildung","1987","AkademikerIn","","","",""
"In Rente oder Pension","1987","(noch) kein Abschluss","55","0.0846225708555779","0.0673811020915881","0.101864039619568"
"In Rente oder Pension","1987","Hauptschule","1083","0.280962054927043","0.269594811322739","0.292329298531348"
"In Rente oder Pension","1987","Realschule","214","0.184350061816106","0.166208148888548","0.202491974743663"
"In Rente oder Pension","1987","(Fach-)Abitur","55","0.117088430120622","0.0944663349065169","0.139710525334726"
"In Rente oder Pension","1987","AkademikerIn","75","0.147380234062538","0.121839724930863","0.172920743194213"
"Arbeitslose","1987","(noch) kein Abschluss","75","0.0667377516309917","0.0512774242121279","0.0821980790498556"
"Arbeitslose","1987","Hauptschule","292","0.0411842538681479","0.0361586459067332","0.0462098618295626"
"Arbeitslose","1987","Realschule","44","0.021328938734025","0.0145694705637171","0.0280884069043329"
"Arbeitslose","1987","(Fach-)Abitur","31","0.0310140782449078","0.0188170114219122","0.0432111450679034"
"Arbeitslose","1987","AkademikerIn","","","",""
"Sonstige Nichterwerbspersonen","1987","(noch) kein Abschluss","203","0.138164915668054","0.116788148584324","0.159541682751784"
"Sonstige Nichterwerbspersonen","1987","Hauptschule","993","0.156739508687512","0.147545063159374","0.16593395421565"
"Sonstige Nichterwerbspersonen","1987","Realschule","231","0.124362980929055","0.108924052667785","0.139801909190325"
"Sonstige Nichterwerbspersonen","1987","(Fach-)Abitur","88","0.100755592404342","0.0795773125130792","0.121933872295604"
"Sonstige Nichterwerbspersonen","1987","AkademikerIn","49","0.0579259876317287","0.0410949276928241","0.0747570475706333"
"Beamte","1987","(noch) kein Abschluss","","","",""
"Beamte","1987","Hauptschule","118","0.0215529971282882","0.017880360880551","0.0252256333760254"
"Beamte","1987","Realschule","104","0.0597548651566967","0.0486652439137559","0.0708444863996375"
"Beamte","1987","(Fach-)Abitur","33","0.0480505628504857","0.0330027489792677","0.0630983767217036"
"Beamte","1987","AkademikerIn","187","0.237369186604654","0.206714168551037","0.26802420465827"
"Angestellte, einfache Tätigkeiten","1988","(noch) kein Abschluss","326","0.229580085469591","0.202194952818582","0.2569652181206"
"Angestellte, einfache Tätigkeiten","1988","Hauptschule","1435","0.187227442088009","0.177129650844889","0.197325233331129"
"Angestellte, einfache Tätigkeiten","1988","Realschule","175","0.0935092021108344","0.0796570884823898","0.107361315739279"
"Angestellte, einfache Tätigkeiten","1988","(Fach-)Abitur","101","0.0827907899062721","0.0628824796415499","0.102699100170994"
"Angestellte, einfache Tätigkeiten","1988","AkademikerIn","","","",""
"Angestellte, qualifizierte Tätigkeiten","1988","(noch) kein Abschluss","66","0.0615965130990591","0.0459413764568722","0.0772516497412461"
"Angestellte, qualifizierte Tätigkeiten","1988","Hauptschule","1334","0.228939486000351","0.218063673703537","0.239815298297164"
"Angestellte, qualifizierte Tätigkeiten","1988","Realschule","576","0.338220358575553","0.315710967635048","0.360729749516057"
"Angestellte, qualifizierte Tätigkeiten","1988","(Fach-)Abitur","185","0.278649772518887","0.246259722638644","0.311039822399129"
"Angestellte, qualifizierte Tätigkeiten","1988","AkademikerIn","271","0.372416957255166","0.336654293541074","0.408179620969259"
"Selbstständige/ManagerInnen","1988","(noch) kein Abschluss","","","",""
"Selbstständige/ManagerInnen","1988","Hauptschule","283","0.0495607576205914","0.0439426731052225","0.0551788421359603"
"Selbstständige/ManagerInnen","1988","Realschule","104","0.0626730169067932","0.0511413250205117","0.0742047087930747"
"Selbstständige/ManagerInnen","1988","(Fach-)Abitur","40","0.0513082418937026","0.035369086141508","0.0672473976458971"
"Selbstständige/ManagerInnen","1988","AkademikerIn","97","0.135296820573125","0.109994703647877","0.160598937498372"
"In Ausbildung","1988","(noch) kein Abschluss","175","0.404658012200789","0.372697677358158","0.436618347043421"
"In Ausbildung","1988","Hauptschule","288","0.032204307852728","0.0276344157400737","0.0367741999653822"
"In Ausbildung","1988","Realschule","267","0.111868934983602","0.0968720710149746","0.126865798952229"
"In Ausbildung","1988","(Fach-)Abitur","194","0.281701612893771","0.249203638192276","0.314199587595267"
"In Ausbildung","1988","AkademikerIn","","","",""
"In Rente oder Pension","1988","(noch) kein Abschluss","59","0.0888328775835115","0.0703073801652747","0.107358375001748"
"In Rente oder Pension","1988","Hauptschule","1059","0.286411517518255","0.274709081503973","0.298113953532537"
"In Rente oder Pension","1988","Realschule","205","0.182770366198735","0.164382467012362","0.201158265385107"
"In Rente oder Pension","1988","(Fach-)Abitur","56","0.12079500739046","0.0972510887131829","0.144338926067737"
"In Rente oder Pension","1988","AkademikerIn","65","0.132702844263286","0.107606895923246","0.157798792603326"
"Arbeitslose","1988","(noch) kein Abschluss","64","0.0532368955774877","0.0386181194320933","0.0678556717228821"
"Arbeitslose","1988","Hauptschule","294","0.0457354061438733","0.0403276413332898","0.0511431709544568"
"Arbeitslose","1988","Realschule","42","0.0244758337895085","0.0171240126318305","0.0318276549471865"
"Arbeitslose","1988","(Fach-)Abitur","","","",""
"Arbeitslose","1988","AkademikerIn","","","",""
"Sonstige Nichterwerbspersonen","1988","(noch) kein Abschluss","202","0.155266218629992","0.131684122172411","0.178848315087573"
"Sonstige Nichterwerbspersonen","1988","Hauptschule","936","0.150039349652418","0.140795367108037","0.159283332196799"
"Sonstige Nichterwerbspersonen","1988","Realschule","224","0.12324571662115","0.107605886365257","0.138885546877043"
"Sonstige Nichterwerbspersonen","1988","(Fach-)Abitur","100","0.109715592785698","0.0871364346959584","0.132294750875437"
"Sonstige Nichterwerbspersonen","1988","AkademikerIn","41","0.051231022219917","0.034922061613967","0.067539982825867"
"Beamte","1988","(noch) kein Abschluss","","","",""
"Beamte","1988","Hauptschule","104","0.0198817331237751","0.016268271208329","0.0234951950392212"
"Beamte","1988","Realschule","104","0.0632365708138246","0.0516566313447889","0.0748165102828602"
"Beamte","1988","(Fach-)Abitur","35","0.0531927555335226","0.0369796498256779","0.0694058612413673"
"Beamte","1988","AkademikerIn","166","0.232185638100623","0.200951801998954","0.263419474202292"
"Angestellte, einfache Tätigkeiten","1989","(noch) kein Abschluss","322","0.225162989835816","0.197675191064303","0.252650788607329"
"Angestellte, einfache Tätigkeiten","1989","Hauptschule","1488","0.200984757722635","0.190379557592889","0.21158995785238"
"Angestellte, einfache Tätigkeiten","1989","Realschule","171","0.0910420287049201","0.0771575164603959","0.104926540949444"
"Angestellte, einfache Tätigkeiten","1989","(Fach-)Abitur","115","0.098104171046093","0.07678750813761","0.119420833954576"
"Angestellte, einfache Tätigkeiten","1989","AkademikerIn","","","",""
"Angestellte, qualifizierte Tätigkeiten","1989","(noch) kein Abschluss","56","0.0594001536064047","0.0438447058399144","0.074955601372895"
"Angestellte, qualifizierte Tätigkeiten","1989","Hauptschule","1236","0.222269744218229","0.211266659744331","0.233272828692126"
"Angestellte, qualifizierte Tätigkeiten","1989","Realschule","606","0.371641922069804","0.348317885523664","0.394965958615944"
"Angestellte, qualifizierte Tätigkeiten","1989","(Fach-)Abitur","193","0.28531891309715","0.252958152754474","0.317679673439825"
"Angestellte, qualifizierte Tätigkeiten","1989","AkademikerIn","261","0.36396749895662","0.328222570870496","0.399712427042744"
"Selbstständige/ManagerInnen","1989","(noch) kein Abschluss","","","",""
"Selbstständige/ManagerInnen","1989","Hauptschule","261","0.0462897125232108","0.0407292585457966","0.0518501665006249"
"Selbstständige/ManagerInnen","1989","Realschule","94","0.0581301499703073","0.0468365101651231","0.0694237897754915"
"Selbstständige/ManagerInnen","1989","(Fach-)Abitur","39","0.054638048194911","0.0383509415479961","0.070925154841826"
"Selbstständige/ManagerInnen","1989","AkademikerIn","111","0.147756456410325","0.121393229684521","0.174119683136129"
"In Ausbildung","1989","(noch) kein Abschluss","185","0.439203407881729","0.406542984170636","0.471863831592821"
"In Ausbildung","1989","Hauptschule","247","0.0320151136644168","0.0273563402622359","0.0366738870665978"
"In Ausbildung","1989","Realschule","246","0.105063489003068","0.0902635547556117","0.119863423250523"
"In Ausbildung","1989","(Fach-)Abitur","186","0.270576870849351","0.238739852176198","0.302413889522505"
"In Ausbildung","1989","AkademikerIn","","","",""
"In Rente oder Pension","1989","(noch) kein Abschluss","65","0.0837718987895044","0.0655397748428992","0.10200402273611"
"In Rente oder Pension","1989","Hauptschule","1035","0.291608666503357","0.279580578188348","0.303636754818367"
"In Rente oder Pension","1989","Realschule","204","0.189321918008883","0.170413185129984","0.208230650887781"
"In Rente oder Pension","1989","(Fach-)Abitur","54","0.115998861373764","0.0930505587999282","0.138947163947599"
"In Rente oder Pension","1989","AkademikerIn","73","0.141643170806806","0.115738670171965","0.167547671441647"
"Arbeitslose","1989","(noch) kein Abschluss","37","0.0359870923169093","0.0237296153859575","0.0482445692478611"
"Arbeitslose","1989","Hauptschule","220","0.0359832527245247","0.0310543269971102","0.0409121784519391"
"Arbeitslose","1989","Realschule","31","0.0165438957934849","0.0103873920725535","0.0227003995144162"
"Arbeitslose","1989","(Fach-)Abitur","","","",""
"Arbeitslose","1989","AkademikerIn","","","",""
"Sonstige Nichterwerbspersonen","1989","(noch) kein Abschluss","211","0.151410859717794","0.127821642549791","0.175000076885797"
"Sonstige Nichterwerbspersonen","1989","Hauptschule","897","0.150519135288952","0.141056057009256","0.159982213568649"
"Sonstige Nichterwerbspersonen","1989","Realschule","202","0.110241209785424","0.0951248962217858","0.125357523349061"
"Sonstige Nichterwerbspersonen","1989","(Fach-)Abitur","110","0.109228534453094","0.0868748820333097","0.131582186872879"
"Sonstige Nichterwerbspersonen","1989","AkademikerIn","45","0.0676324049385262","0.0489765793860419","0.0862882304910105"
"Beamte","1989","(noch) kein Abschluss","","","",""
"Beamte","1989","Hauptschule","101","0.0203296173546749","0.0165948430120707","0.0240643916972791"
"Beamte","1989","Realschule","95","0.05801538666411","0.0467322132437077","0.0692985600845123"
"Beamte","1989","(Fach-)Abitur","34","0.0526082172797983","0.0366093626807077","0.0686070718788889"
"Beamte","1989","AkademikerIn","151","0.215585003828974","0.18503398562092","0.246136022037028"
"Angestellte, einfache Tätigkeiten","1990","(noch) kein Abschluss","306","0.228611388679177","0.201006706409913","0.256216070948441"
"Angestellte, einfache Tätigkeiten","1990","Hauptschule","1785","0.199410766892426","0.190051383742047","0.208770150042805"
"Angestellte, einfache Tätigkeiten","1990","Realschule","420","0.110427711140598","0.0995377166136776","0.121317705667519"
"Angestellte, einfache Tätigkeiten","1990","(Fach-)Abitur","111","0.0882821118146715","0.0694626342177208","0.107101589411622"
"Angestellte, einfache Tätigkeiten","1990","AkademikerIn","36","0.017910435023737","0.0115779123431941","0.0242429577042799"
"Angestellte, qualifizierte Tätigkeiten","1990","(noch) kein Abschluss","66","0.0731540804944524","0.0560373717990506","0.0902707891898542"
"Angestellte, qualifizierte Tätigkeiten","1990","Hauptschule","1917","0.24964113737639","0.239502942459737","0.259779332293043"
"Angestellte, qualifizierte Tätigkeiten","1990","Realschule","1550","0.436075418272676","0.41884525791236","0.453305578632991"
"Angestellte, qualifizierte Tätigkeiten","1990","(Fach-)Abitur","260","0.302331704592603","0.271866274805128","0.332797134380079"
"Angestellte, qualifizierte Tätigkeiten","1990","AkademikerIn","1021","0.511921249129548","0.488054423119196","0.535788075139901"
"Selbstständige/ManagerInnen","1990","(noch) kein Abschluss","","","",""
"Selbstständige/ManagerInnen","1990","Hauptschule","300","0.0425743015601516","0.0378450288465453","0.0473035742737578"
"Selbstständige/ManagerInnen","1990","Realschule","153","0.0550331229368848","0.0471095989789222","0.0629566468948473"
"Selbstständige/ManagerInnen","1990","(Fach-)Abitur","38","0.0539869534786503","0.0389958382490614","0.0689780687082392"
"Selbstständige/ManagerInnen","1990","AkademikerIn","183","0.116850055397103","0.101511663750439","0.132188447043768"
"In Ausbildung","1990","(noch) kein Abschluss","204","0.402597974125999","0.370360103458821","0.434835844793178"
"In Ausbildung","1990","Hauptschule","232","0.0268328456889052","0.023047590704597","0.0306181006732135"
"In Ausbildung","1990","Realschule","380","0.0988623871466065","0.088491662382535","0.109233111910678"
"In Ausbildung","1990","(Fach-)Abitur","244","0.294544461450371","0.264306589520106","0.324782333380635"
"In Ausbildung","1990","AkademikerIn","36","0.0253234513326484","0.0178220941622997","0.0328248085029971"
"In Rente oder Pension","1990","(noch) kein Abschluss","74","0.101300466830789","0.0814664721711738","0.121134461490404"
"In Rente oder Pension","1990","Hauptschule","1563","0.30625576200267","0.295458593454829","0.31705293055051"
"In Rente oder Pension","1990","Realschule","249","0.14097877191514","0.128887365663529","0.153070178166751"
"In Rente oder Pension","1990","(Fach-)Abitur","55","0.0962868920895928","0.0767191892505808","0.115854594928605"
"In Rente oder Pension","1990","AkademikerIn","157","0.130036269458095","0.113976808543286","0.146095730372904"
"Arbeitslose","1990","(noch) kein Abschluss","39","0.0386834795918617","0.0260071600139527","0.0513597991697707"
"Arbeitslose","1990","Hauptschule","201","0.0277549546964345","0.0239070333797706","0.0316028760130983"
"Arbeitslose","1990","Realschule","30","0.0115571267792979","0.0078434959430846","0.0152707576155113"
"Arbeitslose","1990","(Fach-)Abitur","","","",""
"Arbeitslose","1990","AkademikerIn","","","",""
"Sonstige Nichterwerbspersonen","1990","(noch) kein Abschluss","190","0.1503242103558","0.12683122012813","0.17381720058347"
"Sonstige Nichterwerbspersonen","1990","Hauptschule","912","0.130871290760429","0.122971196138046","0.138771385382813"
"Sonstige Nichterwerbspersonen","1990","Realschule","302","0.10404938626285","0.093440744103562","0.114658028422139"
"Sonstige Nichterwerbspersonen","1990","(Fach-)Abitur","97","0.0866725752655205","0.0680089902737184","0.105336160257322"
