"beruf","year","bildungsniveau","regtyp","n","percent","lower_confidence","upper_confidence"
"Angestellte, qualifizierte Tätigkeiten","2014","(Fach-)Abitur","Staedtischer Raum","1000","0.353414438782406","0.336010239560924","0.370818638003888"
"Angestellte, qualifizierte Tätigkeiten","2014","(Fach-)Abitur","Laendlicher Raum","355","0.361242674654178","0.3320202070604","0.390465142247956"
"Angestellte, qualifizierte Tätigkeiten","2014","AkademikerIn","Staedtischer Raum","1855","0.417192918503522","0.402781141907118","0.431604695099925"
"Angestellte, qualifizierte Tätigkeiten","2014","AkademikerIn","Laendlicher Raum","651","0.347061018932119","0.324551006824429","0.369571031039808"
"Selbstständige/ManagerInnen","2014","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","2014","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","2014","Hauptschule","Staedtischer Raum","194","0.034870995881813","0.0298361305154652","0.0399058612481609"
"Selbstständige/ManagerInnen","2014","Hauptschule","Laendlicher Raum","101","0.0311276890969805","0.0250457239561259","0.0372096542378352"
"Selbstständige/ManagerInnen","2014","Realschule","Staedtischer Raum","236","0.0583267186097238","0.0509967597593503","0.0656566774600972"
"Selbstständige/ManagerInnen","2014","Realschule","Laendlicher Raum","195","0.0668853861441244","0.0579457348537457","0.0758250374345032"
"Selbstständige/ManagerInnen","2014","(Fach-)Abitur","Staedtischer Raum","216","0.0771439238147146","0.067429506616317","0.0868583410131122"
"Selbstständige/ManagerInnen","2014","(Fach-)Abitur","Laendlicher Raum","76","0.0743729002200388","0.0584113597458751","0.0903344406942025"
"Selbstständige/ManagerInnen","2014","AkademikerIn","Staedtischer Raum","586","0.123715858907465","0.114092607973656","0.133339109841274"
"Selbstständige/ManagerInnen","2014","AkademikerIn","Laendlicher Raum","195","0.108932461123086","0.0942001636129816","0.123664758633191"
"In Ausbildung","2014","(noch) kein Abschluss","Staedtischer Raum","266","0.267535180787365","0.239734690993589","0.295335670581141"
"In Ausbildung","2014","(noch) kein Abschluss","Laendlicher Raum","139","0.32649159212091","0.28349861667489","0.36948456756693"
"In Ausbildung","2014","Hauptschule","Staedtischer Raum","138","0.015570655339056","0.0121727699634763","0.0189685407146358"
"In Ausbildung","2014","Hauptschule","Laendlicher Raum","77","0.0206780460338361","0.0156943137086248","0.0256617783590475"
"In Ausbildung","2014","Realschule","Staedtischer Raum","262","0.0605824804675392","0.0531210775353283","0.0680438833997501"
"In Ausbildung","2014","Realschule","Laendlicher Raum","155","0.0459636043388","0.0384702378477198","0.0534569708298801"
"In Ausbildung","2014","(Fach-)Abitur","Staedtischer Raum","399","0.151786364320867","0.138722613000169","0.164850115641565"
"In Ausbildung","2014","(Fach-)Abitur","Laendlicher Raum","149","0.157286640079798","0.135138601496755","0.179434678662841"
"In Ausbildung","2014","AkademikerIn","Staedtischer Raum","102","0.0233885833606024","0.0189713585336417","0.0278058081875632"
"In Ausbildung","2014","AkademikerIn","Laendlicher Raum","","","",""
"In Rente oder Pension","2014","(noch) kein Abschluss","Staedtischer Raum","64","0.136081845393789","0.114548822216421","0.157614868571157"
"In Rente oder Pension","2014","(noch) kein Abschluss","Laendlicher Raum","35","0.134307022226569","0.103044695440274","0.165569349012863"
"In Rente oder Pension","2014","Hauptschule","Staedtischer Raum","1746","0.444239045530835","0.43060215411231","0.45787593694936"
"In Rente oder Pension","2014","Hauptschule","Laendlicher Raum","1184","0.453531158508117","0.43609609710553","0.470966219910704"
"In Rente oder Pension","2014","Realschule","Staedtischer Raum","647","0.218800489055946","0.20586976732056","0.231731210791332"
"In Rente oder Pension","2014","Realschule","Laendlicher Raum","426","0.179472445302561","0.165740472370392","0.193204418234731"
"In Rente oder Pension","2014","(Fach-)Abitur","Staedtischer Raum","214","0.111160644301615","0.0997164277769292","0.1226048608263"
"In Rente oder Pension","2014","(Fach-)Abitur","Laendlicher Raum","77","0.0981244993961064","0.0800272973095083","0.116221701482705"
"In Rente oder Pension","2014","AkademikerIn","Staedtischer Raum","824","0.214241260658475","0.202249503785003","0.226233017531947"
"In Rente oder Pension","2014","AkademikerIn","Laendlicher Raum","420","0.274053591320051","0.252962136323176","0.295145046316926"
"Arbeitslose","2014","(noch) kein Abschluss","Staedtischer Raum","98","0.0948582958493334","0.0764563156377746","0.113260276060892"
"Arbeitslose","2014","(noch) kein Abschluss","Laendlicher Raum","40","0.0835249433356509","0.0581585682157337","0.108891318455568"
"Arbeitslose","2014","Hauptschule","Staedtischer Raum","428","0.0654252999096768","0.0586388464666917","0.0722117533526619"
"Arbeitslose","2014","Hauptschule","Laendlicher Raum","263","0.0719906976270171","0.0629385512055976","0.0810428440484366"
"Arbeitslose","2014","Realschule","Staedtischer Raum","190","0.0412687490853008","0.0350475122486906","0.0474899859219109"
"Arbeitslose","2014","Realschule","Laendlicher Raum","186","0.0581734554467215","0.0497974807341044","0.0665494301593386"
"Arbeitslose","2014","(Fach-)Abitur","Staedtischer Raum","130","0.0399791496204692","0.0328464159321175","0.047111883308821"
"Arbeitslose","2014","(Fach-)Abitur","Laendlicher Raum","50","0.0369140923404032","0.0254437065390836","0.0483844781417228"
"Arbeitslose","2014","AkademikerIn","Staedtischer Raum","129","0.023397679631819","0.0189796164917078","0.0278157427719301"
"Arbeitslose","2014","AkademikerIn","Laendlicher Raum","35","0.020893801203766","0.0141304780218229","0.0276571243857091"
"Sonstige Nichterwerbspersonen","2014","(noch) kein Abschluss","Staedtischer Raum","370","0.322803730920211","0.293441086642831","0.35216637519759"
"Sonstige Nichterwerbspersonen","2014","(noch) kein Abschluss","Laendlicher Raum","168","0.271049823844851","0.230296458460383","0.31180318922932"
"Sonstige Nichterwerbspersonen","2014","Hauptschule","Staedtischer Raum","419","0.0607779693961581","0.0542207421992922","0.067335196593024"
"Sonstige Nichterwerbspersonen","2014","Hauptschule","Laendlicher Raum","186","0.0459269189535781","0.0385959447505655","0.0532578931565907"
"Sonstige Nichterwerbspersonen","2014","Realschule","Staedtischer Raum","301","0.0550964858431329","0.0479601821722998","0.062232789513966"
"Sonstige Nichterwerbspersonen","2014","Realschule","Laendlicher Raum","184","0.0446552669661945","0.0372642556790214","0.0520462782533676"
"Sonstige Nichterwerbspersonen","2014","(Fach-)Abitur","Staedtischer Raum","278","0.0648201886618561","0.0558561936298385","0.0737841836938738"
"Sonstige Nichterwerbspersonen","2014","(Fach-)Abitur","Laendlicher Raum","98","0.0662821728123455","0.051148107356776","0.081416238267915"
"Sonstige Nichterwerbspersonen","2014","AkademikerIn","Staedtischer Raum","272","0.0463960153237109","0.0402483386652139","0.052543691982208"
"Sonstige Nichterwerbspersonen","2014","AkademikerIn","Laendlicher Raum","70","0.0407985165760256","0.0314441665096875","0.0501528666423637"
"Beamte","2014","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Beamte","2014","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Beamte","2014","Hauptschule","Staedtischer Raum","","","",""
"Beamte","2014","Hauptschule","Laendlicher Raum","","","",""
"Beamte","2014","Realschule","Staedtischer Raum","93","0.024782169465904","0.0199199101375928","0.0296444287942151"
"Beamte","2014","Realschule","Laendlicher Raum","75","0.0246275178534939","0.0190814773832362","0.0301735583237516"
"Beamte","2014","(Fach-)Abitur","Staedtischer Raum","77","0.0267126398615005","0.0208421026312466","0.0325831770917545"
"Beamte","2014","(Fach-)Abitur","Laendlicher Raum","","","",""
"Beamte","2014","AkademikerIn","Staedtischer Raum","485","0.11016833797003","0.101017329160908","0.119319346779153"
"Beamte","2014","AkademikerIn","Laendlicher Raum","209","0.118361064760168","0.103085885215454","0.133636244304881"
"Angestellte, einfache Tätigkeiten","2015","(noch) kein Abschluss","Staedtischer Raum","162","0.171612091844109","0.14743158103949","0.195792602648728"
"Angestellte, einfache Tätigkeiten","2015","(noch) kein Abschluss","Laendlicher Raum","62","0.135606609908376","0.102979841861349","0.168233377955404"
"Angestellte, einfache Tätigkeiten","2015","Hauptschule","Staedtischer Raum","1192","0.206269279625803","0.194862878541675","0.217675680709931"
"Angestellte, einfache Tätigkeiten","2015","Hauptschule","Laendlicher Raum","763","0.213036695903971","0.198401928421073","0.227671463386869"
"Angestellte, einfache Tätigkeiten","2015","Realschule","Staedtischer Raum","664","0.156093015621382","0.144434571404981","0.167751459837783"
"Angestellte, einfache Tätigkeiten","2015","Realschule","Laendlicher Raum","647","0.217296658163751","0.202247912581557","0.232345403745946"
"Angestellte, einfache Tätigkeiten","2015","(Fach-)Abitur","Staedtischer Raum","704","0.192003488975055","0.178006720168154","0.206000257781955"
"Angestellte, einfache Tätigkeiten","2015","(Fach-)Abitur","Laendlicher Raum","256","0.194611266316139","0.17128952118416","0.217933011448118"
"Angestellte, einfache Tätigkeiten","2015","AkademikerIn","Staedtischer Raum","262","0.0390279281649692","0.0334520508707684","0.0446038054591701"
"Angestellte, einfache Tätigkeiten","2015","AkademikerIn","Laendlicher Raum","154","0.0737085985448188","0.06153225009471","0.0858849469949277"
"Angestellte, qualifizierte Tätigkeiten","2015","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","2015","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","2015","Hauptschule","Staedtischer Raum","823","0.163475361074935","0.153050739724847","0.173899982425022"
"Angestellte, qualifizierte Tätigkeiten","2015","Hauptschule","Laendlicher Raum","481","0.160490640741898","0.147371088792362","0.173610192691434"
"Angestellte, qualifizierte Tätigkeiten","2015","Realschule","Staedtischer Raum","1415","0.381320312748331","0.36571834155013","0.396922283946533"
"Angestellte, qualifizierte Tätigkeiten","2015","Realschule","Laendlicher Raum","1062","0.38184453078376","0.364116221179049","0.399572840388471"
"Angestellte, qualifizierte Tätigkeiten","2015","(Fach-)Abitur","Staedtischer Raum","953","0.336239290573168","0.319451308873052","0.353027272273283"
"Angestellte, qualifizierte Tätigkeiten","2015","(Fach-)Abitur","Laendlicher Raum","347","0.344763342765714","0.316764897556867","0.372761787974561"
"Angestellte, qualifizierte Tätigkeiten","2015","AkademikerIn","Staedtischer Raum","1948","0.426896326804258","0.412655084317317","0.441137569291199"
"Angestellte, qualifizierte Tätigkeiten","2015","AkademikerIn","Laendlicher Raum","637","0.342427875515666","0.32031524407077","0.364540506960563"
"Selbstständige/ManagerInnen","2015","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","2015","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","2015","Hauptschule","Staedtischer Raum","161","0.0291738165953958","0.0244296259526542","0.0339180072381374"
"Selbstständige/ManagerInnen","2015","Hauptschule","Laendlicher Raum","91","0.0305962229928323","0.0244406619919958","0.0367517839936689"
"Selbstständige/ManagerInnen","2015","Realschule","Staedtischer Raum","201","0.0576598929269418","0.0501722982565641","0.0651474875973196"
"Selbstständige/ManagerInnen","2015","Realschule","Laendlicher Raum","185","0.06157600155295","0.0528043680575175","0.0703476350483825"
"Selbstständige/ManagerInnen","2015","(Fach-)Abitur","Staedtischer Raum","223","0.0815285917851371","0.0718043381628228","0.0912528454074514"
"Selbstständige/ManagerInnen","2015","(Fach-)Abitur","Laendlicher Raum","67","0.0577815341949814","0.0440365381023265","0.0715265302876363"
"Selbstständige/ManagerInnen","2015","AkademikerIn","Staedtischer Raum","587","0.120901454211412","0.111514934004428","0.130287974418396"
"Selbstständige/ManagerInnen","2015","AkademikerIn","Laendlicher Raum","201","0.116792054223286","0.101825483338587","0.131758625107985"
"In Ausbildung","2015","(noch) kein Abschluss","Staedtischer Raum","207","0.197238787489587","0.171719766737723","0.222757808241451"
"In Ausbildung","2015","(noch) kein Abschluss","Laendlicher Raum","117","0.320219996119583","0.275758269501181","0.364681722737985"
"In Ausbildung","2015","Hauptschule","Staedtischer Raum","139","0.0203309018741732","0.0163524620389576","0.0243093417093889"
"In Ausbildung","2015","Hauptschule","Laendlicher Raum","80","0.017936285423677","0.0131925827263816","0.0226799881209725"
"In Ausbildung","2015","Realschule","Staedtischer Raum","254","0.0589465425510163","0.051381038140788","0.0665120469612446"
"In Ausbildung","2015","Realschule","Laendlicher Raum","136","0.04081469280948","0.0335947342116927","0.0480346514072674"
"In Ausbildung","2015","(Fach-)Abitur","Staedtischer Raum","387","0.133795746343295","0.121698130333771","0.145893362352819"
"In Ausbildung","2015","(Fach-)Abitur","Laendlicher Raum","156","0.159491793974956","0.137923567703397","0.181060020246516"
"In Ausbildung","2015","AkademikerIn","Staedtischer Raum","99","0.0265080454415808","0.0218829029950089","0.0311331878881527"
"In Ausbildung","2015","AkademikerIn","Laendlicher Raum","32","0.0247501200950594","0.0175102498517277","0.0319899903383912"
"In Rente oder Pension","2015","(noch) kein Abschluss","Staedtischer Raum","56","0.145025970321014","0.122443367082152","0.167608573559875"
"In Rente oder Pension","2015","(noch) kein Abschluss","Laendlicher Raum","30","0.106783425258469","0.0773522084677328","0.136214642049206"
"In Rente oder Pension","2015","Hauptschule","Staedtischer Raum","1657","0.453692367585149","0.439657958269926","0.467726776900372"
"In Rente oder Pension","2015","Hauptschule","Laendlicher Raum","1146","0.464876742384765","0.447049786083268","0.482703698686263"
"In Rente oder Pension","2015","Realschule","Staedtischer Raum","638","0.222459692237633","0.209100238665211","0.235819145810055"
"In Rente oder Pension","2015","Realschule","Laendlicher Raum","440","0.184493518104095","0.1703395097641","0.198647526444091"
"In Rente oder Pension","2015","(Fach-)Abitur","Staedtischer Raum","216","0.112372081484916","0.101148972618297","0.123595190351536"
"In Rente oder Pension","2015","(Fach-)Abitur","Laendlicher Raum","71","0.100061375150112","0.0823841554283184","0.117738594871905"
"In Rente oder Pension","2015","AkademikerIn","Staedtischer Raum","813","0.212207236155238","0.200435075928964","0.223979396381513"
"In Rente oder Pension","2015","AkademikerIn","Laendlicher Raum","427","0.278056387922482","0.257177745714206","0.298935030130757"
"Arbeitslose","2015","(noch) kein Abschluss","Staedtischer Raum","121","0.123027511560827","0.10196215777145","0.144092865350203"
"Arbeitslose","2015","(noch) kein Abschluss","Laendlicher Raum","42","0.106586166950163","0.0771788998758716","0.135993434024454"
"Arbeitslose","2015","Hauptschule","Staedtischer Raum","430","0.0607221902857634","0.0539898584622339","0.0674545221092929"
"Arbeitslose","2015","Hauptschule","Laendlicher Raum","237","0.0611566356222759","0.0525921804527186","0.0697210907918332"
"Arbeitslose","2015","Realschule","Staedtischer Raum","174","0.0477359871673129","0.0408873649083016","0.0545846094263241"
"Arbeitslose","2015","Realschule","Laendlicher Raum","172","0.05231622012881","0.0441911880322679","0.0604412522253521"
