"beruf","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"Arbeitslose","1991","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Arbeitslose","1991","Mecklenburg-Vorpommern","Laendlicher Raum","45","0.105054372805724","0.0754825253319423","0.134626220279506"
"Arbeitslose","1991","Sachsen","Staedtischer Raum","50","0.083507382757624","0.0616429882543436","0.105371777260904"
"Arbeitslose","1991","Sachsen","Laendlicher Raum","37","0.0596421070868032","0.0405003189919542","0.0787838951816522"
"Arbeitslose","1991","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Arbeitslose","1991","Sachsen-Anhalt","Laendlicher Raum","53","0.0796078589019125","0.0581447856146559","0.101070932189169"
"Arbeitslose","1991","Thüringen","Staedtischer Raum","","","",""
"Arbeitslose","1991","Thüringen","Laendlicher Raum","49","0.0942959601171333","0.0682873635831683","0.120304556651098"
"Sonstige Nichterwerbspersonen","1991","Schleswig-Holstein","Staedtischer Raum","","","",""
"Sonstige Nichterwerbspersonen","1991","Schleswig-Holstein","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","1991","Hamburg","Staedtischer Raum","","","",""
"Sonstige Nichterwerbspersonen","1991","Hamburg","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","1991","Niedersachsen","Staedtischer Raum","66","0.122291566629274","0.0927352383464277","0.15184789491212"
"Sonstige Nichterwerbspersonen","1991","Niedersachsen","Laendlicher Raum","71","0.13822539797402","0.107973414210777","0.168477381737262"
"Sonstige Nichterwerbspersonen","1991","Bremen","Staedtischer Raum","","","",""
"Sonstige Nichterwerbspersonen","1991","Bremen","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","1991","Nordrhein-Westfalen","Staedtischer Raum","401","0.138078763115943","0.124479321009542","0.151678205222344"
"Sonstige Nichterwerbspersonen","1991","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","1991","Hessen","Staedtischer Raum","100","0.113052030408439","0.091431181569953","0.134672879246924"
"Sonstige Nichterwerbspersonen","1991","Hessen","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","1991","Rheinland-Pfalz,Saarland","Staedtischer Raum","86","0.142569531342027","0.113322975086948","0.171816087597106"
"Sonstige Nichterwerbspersonen","1991","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","1991","Baden-Württemberg","Staedtischer Raum","207","0.112057925445545","0.0963645689953696","0.12775128189572"
"Sonstige Nichterwerbspersonen","1991","Baden-Württemberg","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","1991","Bayern","Staedtischer Raum","108","0.115385544648556","0.0931911003722647","0.137579988924847"
"Sonstige Nichterwerbspersonen","1991","Bayern","Laendlicher Raum","112","0.121857529200078","0.0992319871059888","0.144483071294166"
"Sonstige Nichterwerbspersonen","1991","Saarland","Staedtischer Raum","","","",""
"Sonstige Nichterwerbspersonen","1991","Saarland","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","1991","Berlin","Staedtischer Raum","46","0.0596029054499938","0.0405317681701027","0.0786740427298849"
"Sonstige Nichterwerbspersonen","1991","Berlin","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","1991","Brandenburg","Staedtischer Raum","","","",""
"Sonstige Nichterwerbspersonen","1991","Brandenburg","Laendlicher Raum","39","0.0690588261291948","0.0492280832096685","0.0888895690487211"
"Sonstige Nichterwerbspersonen","1991","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Sonstige Nichterwerbspersonen","1991","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","1991","Sachsen","Staedtischer Raum","30","0.0522832919889629","0.0346906419266621","0.0698759420512638"
"Sonstige Nichterwerbspersonen","1991","Sachsen","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","1991","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Sonstige Nichterwerbspersonen","1991","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","1991","Thüringen","Staedtischer Raum","","","",""
"Sonstige Nichterwerbspersonen","1991","Thüringen","Laendlicher Raum","","","",""
"Beamte","1991","Schleswig-Holstein","Staedtischer Raum","","","",""
"Beamte","1991","Schleswig-Holstein","Laendlicher Raum","","","",""
"Beamte","1991","Hamburg","Staedtischer Raum","","","",""
"Beamte","1991","Hamburg","Laendlicher Raum","","","",""
"Beamte","1991","Niedersachsen","Staedtischer Raum","","","",""
"Beamte","1991","Niedersachsen","Laendlicher Raum","","","",""
"Beamte","1991","Bremen","Staedtischer Raum","","","",""
"Beamte","1991","Bremen","Laendlicher Raum","","","",""
"Beamte","1991","Nordrhein-Westfalen","Staedtischer Raum","100","0.0430008015518567","0.0350039705085014","0.0509976325952119"
"Beamte","1991","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Beamte","1991","Hessen","Staedtischer Raum","31","0.044747864783197","0.0306312796279223","0.0588644499384717"
"Beamte","1991","Hessen","Laendlicher Raum","","","",""
"Beamte","1991","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Beamte","1991","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Beamte","1991","Baden-Württemberg","Staedtischer Raum","48","0.04418203810067","0.0339582297639183","0.0544058464374216"
"Beamte","1991","Baden-Württemberg","Laendlicher Raum","","","",""
"Beamte","1991","Bayern","Staedtischer Raum","35","0.0598894906176554","0.0434057291777468","0.076373252057564"
"Beamte","1991","Bayern","Laendlicher Raum","33","0.0442295091837056","0.0300087367340902","0.0584502816333211"
"Beamte","1991","Saarland","Staedtischer Raum","","","",""
"Beamte","1991","Saarland","Laendlicher Raum","","","",""
"Beamte","1991","Berlin","Staedtischer Raum","","","",""
"Beamte","1991","Berlin","Laendlicher Raum","","","",""
"Beamte","1991","Brandenburg","Staedtischer Raum","","","",""
"Beamte","1991","Brandenburg","Laendlicher Raum","","","",""
"Beamte","1991","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Beamte","1991","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Beamte","1991","Sachsen","Staedtischer Raum","","","",""
"Beamte","1991","Sachsen","Laendlicher Raum","","","",""
"Beamte","1991","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Beamte","1991","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Beamte","1991","Thüringen","Staedtischer Raum","","","",""
"Beamte","1991","Thüringen","Laendlicher Raum","","","",""
"Angestellte, einfache Tätigkeiten","1992","Schleswig-Holstein","Staedtischer Raum","","","",""
"Angestellte, einfache Tätigkeiten","1992","Schleswig-Holstein","Laendlicher Raum","","","",""
"Angestellte, einfache Tätigkeiten","1992","Hamburg","Staedtischer Raum","","","",""
"Angestellte, einfache Tätigkeiten","1992","Hamburg","Laendlicher Raum","","","",""
"Angestellte, einfache Tätigkeiten","1992","Niedersachsen","Staedtischer Raum","87","0.142512868316798","0.110909017123788","0.174116719509807"
"Angestellte, einfache Tätigkeiten","1992","Niedersachsen","Laendlicher Raum","77","0.13366063778206","0.103743800126823","0.163577475437297"
"Angestellte, einfache Tätigkeiten","1992","Bremen","Staedtischer Raum","","","",""
"Angestellte, einfache Tätigkeiten","1992","Bremen","Laendlicher Raum","","","",""
"Angestellte, einfache Tätigkeiten","1992","Nordrhein-Westfalen","Staedtischer Raum","501","0.148469728403336","0.134401810842366","0.162537645964307"
"Angestellte, einfache Tätigkeiten","1992","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Angestellte, einfache Tätigkeiten","1992","Hessen","Staedtischer Raum","174","0.156687895612922","0.131654632014236","0.181721159211608"
"Angestellte, einfache Tätigkeiten","1992","Hessen","Laendlicher Raum","","","",""
"Angestellte, einfache Tätigkeiten","1992","Rheinland-Pfalz,Saarland","Staedtischer Raum","113","0.17255527022865","0.140976125951773","0.204134414505527"
"Angestellte, einfache Tätigkeiten","1992","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Angestellte, einfache Tätigkeiten","1992","Baden-Württemberg","Staedtischer Raum","420","0.1805512437499","0.161188823909664","0.199913663590136"
"Angestellte, einfache Tätigkeiten","1992","Baden-Württemberg","Laendlicher Raum","71","0.234038807197842","0.180360790393723","0.287716824001962"
"Angestellte, einfache Tätigkeiten","1992","Bayern","Staedtischer Raum","153","0.132008030087416","0.108711261124663","0.155304799050169"
"Angestellte, einfache Tätigkeiten","1992","Bayern","Laendlicher Raum","198","0.185086929730242","0.158569709071701","0.211604150388783"
"Angestellte, einfache Tätigkeiten","1992","Saarland","Staedtischer Raum","","","",""
"Angestellte, einfache Tätigkeiten","1992","Saarland","Laendlicher Raum","","","",""
"Angestellte, einfache Tätigkeiten","1992","Berlin","Staedtischer Raum","107","0.176929710213969","0.14597972020041","0.207879700227529"
"Angestellte, einfache Tätigkeiten","1992","Berlin","Laendlicher Raum","","","",""
"Angestellte, einfache Tätigkeiten","1992","Brandenburg","Staedtischer Raum","","","",""
"Angestellte, einfache Tätigkeiten","1992","Brandenburg","Laendlicher Raum","82","0.122742023568999","0.0960599039302402","0.149424143207758"
"Angestellte, einfache Tätigkeiten","1992","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Angestellte, einfache Tätigkeiten","1992","Mecklenburg-Vorpommern","Laendlicher Raum","64","0.156153030341731","0.118655393685845","0.193650666997618"
"Angestellte, einfache Tätigkeiten","1992","Sachsen","Staedtischer Raum","86","0.129518939498123","0.102309696385581","0.156728182610664"
"Angestellte, einfache Tätigkeiten","1992","Sachsen","Laendlicher Raum","73","0.113780742950494","0.0872183686140104","0.140343117286977"
"Angestellte, einfache Tätigkeiten","1992","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Angestellte, einfache Tätigkeiten","1992","Sachsen-Anhalt","Laendlicher Raum","88","0.149930412235862","0.121000823146183","0.178860001325541"
"Angestellte, einfache Tätigkeiten","1992","Thüringen","Staedtischer Raum","31","0.178377252803315","0.121978770052975","0.234775735553655"
"Angestellte, einfache Tätigkeiten","1992","Thüringen","Laendlicher Raum","77","0.130081101784048","0.0998613355283112","0.160300868039785"
"Angestellte, qualifizierte Tätigkeiten","1992","Schleswig-Holstein","Staedtischer Raum","44","0.32329402686782","0.245815221015412","0.400772832720228"
"Angestellte, qualifizierte Tätigkeiten","1992","Schleswig-Holstein","Laendlicher Raum","33","0.270923083195413","0.1942288137837","0.347617352607126"
"Angestellte, qualifizierte Tätigkeiten","1992","Hamburg","Staedtischer Raum","48","0.336906187581298","0.261766691466721","0.412045683695875"
"Angestellte, qualifizierte Tätigkeiten","1992","Hamburg","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1992","Niedersachsen","Staedtischer Raum","124","0.268974200285466","0.22888560610082","0.309062794470112"
"Angestellte, qualifizierte Tätigkeiten","1992","Niedersachsen","Laendlicher Raum","118","0.228891773529325","0.191956386262798","0.265827160795851"
"Angestellte, qualifizierte Tätigkeiten","1992","Bremen","Staedtischer Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1992","Bremen","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1992","Nordrhein-Westfalen","Staedtischer Raum","618","0.274813685288603","0.257151078941956","0.292476291635249"
"Angestellte, qualifizierte Tätigkeiten","1992","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1992","Hessen","Staedtischer Raum","230","0.26397850693019","0.233623166066238","0.294333847794143"
"Angestellte, qualifizierte Tätigkeiten","1992","Hessen","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1992","Rheinland-Pfalz,Saarland","Staedtischer Raum","149","0.286333693659095","0.248554683858759","0.324112703459431"
"Angestellte, qualifizierte Tätigkeiten","1992","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1992","Baden-Württemberg","Staedtischer Raum","388","0.291519073980415","0.268642232676657","0.314395915284174"
"Angestellte, qualifizierte Tätigkeiten","1992","Baden-Württemberg","Laendlicher Raum","54","0.244086294874835","0.189628889218084","0.298543700531586"
"Angestellte, qualifizierte Tätigkeiten","1992","Bayern","Staedtischer Raum","241","0.279035901426904","0.248166761775132","0.309905041078677"
"Angestellte, qualifizierte Tätigkeiten","1992","Bayern","Laendlicher Raum","209","0.242652834111521","0.213382702750384","0.271922965472659"
"Angestellte, qualifizierte Tätigkeiten","1992","Saarland","Staedtischer Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1992","Saarland","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1992","Berlin","Staedtischer Raum","199","0.300923459346345","0.263724391728914","0.338122526963776"
"Angestellte, qualifizierte Tätigkeiten","1992","Berlin","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1992","Brandenburg","Staedtischer Raum","38","0.633211151277952","0.515140912084447","0.751281390471457"
"Angestellte, qualifizierte Tätigkeiten","1992","Brandenburg","Laendlicher Raum","205","0.315777114861161","0.277980826911249","0.353573402811074"
"Angestellte, qualifizierte Tätigkeiten","1992","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1992","Mecklenburg-Vorpommern","Laendlicher Raum","111","0.277771492991423","0.231503784527112","0.324039201455734"
"Angestellte, qualifizierte Tätigkeiten","1992","Sachsen","Staedtischer Raum","200","0.29590185115333","0.258913872332142","0.332889829974519"
"Angestellte, qualifizierte Tätigkeiten","1992","Sachsen","Laendlicher Raum","214","0.342734387887375","0.30303249487395","0.3824362809008"
"Angestellte, qualifizierte Tätigkeiten","1992","Sachsen-Anhalt","Staedtischer Raum","74","0.391695666608327","0.318957914068267","0.464433419148386"
"Angestellte, qualifizierte Tätigkeiten","1992","Sachsen-Anhalt","Laendlicher Raum","213","0.310405435751757","0.272914029399736","0.347896842103778"
"Angestellte, qualifizierte Tätigkeiten","1992","Thüringen","Staedtischer Raum","64","0.319979057871964","0.25125902171846","0.388699094025469"
"Angestellte, qualifizierte Tätigkeiten","1992","Thüringen","Laendlicher Raum","168","0.304747285528386","0.263396298139849","0.346098272916924"
"Selbstständige/ManagerInnen","1992","Schleswig-Holstein","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","1992","Schleswig-Holstein","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1992","Hamburg","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","1992","Hamburg","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1992","Niedersachsen","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","1992","Niedersachsen","Laendlicher Raum","34","0.0650490470127912","0.0433677738994517","0.0867303201261306"
"Selbstständige/ManagerInnen","1992","Bremen","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","1992","Bremen","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1992","Nordrhein-Westfalen","Staedtischer Raum","143","0.0638590333626859","0.0541853335302669","0.0735327331951048"
"Selbstständige/ManagerInnen","1992","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1992","Hessen","Staedtischer Raum","38","0.0453741720932136","0.0310415210033847","0.0597068231830426"
"Selbstständige/ManagerInnen","1992","Hessen","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1992","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","1992","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1992","Baden-Württemberg","Staedtischer Raum","84","0.0640151867810045","0.0516933798399314","0.0763369937220777"
"Selbstständige/ManagerInnen","1992","Baden-Württemberg","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1992","Bayern","Staedtischer Raum","64","0.0843882347778505","0.0652573834173529","0.103519086138348"
"Selbstständige/ManagerInnen","1992","Bayern","Laendlicher Raum","54","0.0690027354377925","0.0516969290187024","0.0863085418568826"
"Selbstständige/ManagerInnen","1992","Saarland","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","1992","Saarland","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1992","Berlin","Staedtischer Raum","","","",""
