"beruf","year","regtyp","n","percent","lower_confidence","upper_confidence"
"Sonstige Nichterwerbspersonen","2012","Laendlicher Raum","852","0.0617883025446784","0.0571423482866237","0.0664342568027331"
"Angestellte, einfache Tätigkeiten","2013","Staedtischer Raum","3609","0.151937751435768","0.147005749162556","0.156869753708979"
"Angestellte, einfache Tätigkeiten","2013","Laendlicher Raum","2149","0.178330944057293","0.171083693173824","0.185578194940762"
"Angestellte, qualifizierte Tätigkeiten","2013","Staedtischer Raum","5994","0.29074867525738","0.284509380468911","0.296987970045849"
"Angestellte, qualifizierte Tätigkeiten","2013","Laendlicher Raum","2940","0.266590261997535","0.258218691237095","0.274961832757975"
"Arbeitslose","2013","Staedtischer Raum","1286","0.0462440908733954","0.0433585761214146","0.0491296056253763"
"Arbeitslose","2013","Laendlicher Raum","773","0.0608710763053437","0.0563443986000805","0.0653977540106069"
"Beamte","2013","Staedtischer Raum","737","0.0365547388831972","0.0339762698464852","0.0391332079199092"
"Beamte","2013","Laendlicher Raum","359","0.0308882177161694","0.0276125877356549","0.034163847696684"
"In Ausbildung","2013","Staedtischer Raum","1527","0.0685239961432859","0.0650527634156166","0.0719952288709552"
"In Ausbildung","2013","Laendlicher Raum","714","0.0567850167730765","0.0524034069619312","0.0611666265842217"
"In Rente oder Pension","2013","Staedtischer Raum","3705","0.270268269241162","0.264166501102197","0.276370037380127"
"In Rente oder Pension","2013","Laendlicher Raum","2261","0.289023212374087","0.280440875677966","0.297605549070208"
"Selbstständige/ManagerInnen","2013","Staedtischer Raum","1484","0.0682662375684939","0.0648010603103452","0.0717314148266425"
"Selbstständige/ManagerInnen","2013","Laendlicher Raum","643","0.0584592234206073","0.0540174381126973","0.0629010087285173"
"Sonstige Nichterwerbspersonen","2013","Staedtischer Raum","2007","0.0674562405973178","0.0640101853791283","0.0709022958155074"
"Sonstige Nichterwerbspersonen","2013","Laendlicher Raum","878","0.0590520473558883","0.0545892028426564","0.0635148918691203"
"Angestellte, einfache Tätigkeiten","2014","Staedtischer Raum","2957","0.147402228680665","0.142212234628329","0.152592222733001"
"Angestellte, einfache Tätigkeiten","2014","Laendlicher Raum","1869","0.180045714318087","0.172373318778158","0.187718109858016"
"Angestellte, qualifizierte Tätigkeiten","2014","Staedtischer Raum","5439","0.300063385195794","0.293354063785824","0.306772706605764"
"Angestellte, qualifizierte Tätigkeiten","2014","Laendlicher Raum","2701","0.271558362780093","0.262677120009304","0.280439605550883"
"Arbeitslose","2014","Staedtischer Raum","1022","0.0481462971268787","0.0450122228399708","0.0512803714137866"
"Arbeitslose","2014","Laendlicher Raum","610","0.0567295036768101","0.0521102970733185","0.0613487102803018"
"Beamte","2014","Staedtischer Raum","681","0.0372650483418066","0.0344920669669481","0.0400380297166652"
"Beamte","2014","Laendlicher Raum","342","0.0347992731850303","0.0311396305638243","0.0384589158062364"
"In Ausbildung","2014","Staedtischer Raum","1333","0.0663169331426011","0.0626739706751034","0.0699598956100989"
"In Ausbildung","2014","Laendlicher Raum","640","0.0585747974873652","0.0538856587958096","0.0632639361789207"
"In Rente oder Pension","2014","Staedtischer Raum","3523","0.265276887360254","0.258813587634619","0.271740187085888"
"In Rente oder Pension","2014","Laendlicher Raum","2161","0.284697317674849","0.275686143492003","0.293708491857696"
"Selbstständige/ManagerInnen","2014","Staedtischer Raum","1269","0.0672976378522837","0.0636297657179363","0.070965509986631"
"Selbstständige/ManagerInnen","2014","Laendlicher Raum","578","0.0580182470356741","0.0533500592647861","0.0626864348065621"
"Sonstige Nichterwerbspersonen","2014","Staedtischer Raum","1699","0.0682315822997173","0.0645401963660576","0.071922968233377"
"Sonstige Nichterwerbspersonen","2014","Laendlicher Raum","733","0.0555767838420903","0.0510019555016274","0.0601516121825532"
"Angestellte, einfache Tätigkeiten","2015","Staedtischer Raum","3111","0.151404714897987","0.146127415521593","0.156682014274382"
"Angestellte, einfache Tätigkeiten","2015","Laendlicher Raum","1943","0.188001204048483","0.180142361017362","0.195860047079604"
"Angestellte, qualifizierte Tätigkeiten","2015","Staedtischer Raum","5243","0.298956388762241","0.292216260482023","0.305696517042459"
"Angestellte, qualifizierte Tätigkeiten","2015","Laendlicher Raum","2573","0.274163891079255","0.265191152413855","0.283136629744656"
"Arbeitslose","2015","Staedtischer Raum","1126","0.0503686921023581","0.0471487387954196","0.0535886454092966"
"Arbeitslose","2015","Laendlicher Raum","595","0.0505996459532701","0.046191062764811","0.0550082291417292"
"Beamte","2015","Staedtischer Raum","649","0.0375685879667376","0.0347690326345341","0.0403681432989411"
"Beamte","2015","Laendlicher Raum","325","0.032986803781732","0.029394385272192","0.0365792222912719"
"In Ausbildung","2015","Staedtischer Raum","1279","0.0647262042464533","0.0611037644377763","0.0683486440551303"
"In Ausbildung","2015","Laendlicher Raum","632","0.0571966419996333","0.0525257864888492","0.0618674975104175"
"In Rente oder Pension","2015","Staedtischer Raum","3409","0.265908161308805","0.259403379158614","0.272412943458997"
"In Rente oder Pension","2015","Laendlicher Raum","2134","0.288445733158605","0.279333251239139","0.297558215078071"
"Selbstständige/ManagerInnen","2015","Staedtischer Raum","1202","0.0659363303460949","0.0622825507038868","0.069590109988303"
"Selbstständige/ManagerInnen","2015","Laendlicher Raum","558","0.0567882584473603","0.0521330998589655","0.061443417035755"
"Sonstige Nichterwerbspersonen","2015","Staedtischer Raum","1703","0.0651309203693221","0.0614979594129346","0.0687638813257096"
"Sonstige Nichterwerbspersonen","2015","Laendlicher Raum","735","0.0518178215316613","0.047359349197623","0.0562762938656997"
"Angestellte, einfache Tätigkeiten","2016","Staedtischer Raum","2778","0.150746092914657","0.145530367625392","0.155961818203922"
"Angestellte, einfache Tätigkeiten","2016","Laendlicher Raum","1739","0.17600351972437","0.16837806010334","0.1836289793454"
"Angestellte, qualifizierte Tätigkeiten","2016","Staedtischer Raum","5028","0.311034451612615","0.30428643876337","0.317782464461859"
"Angestellte, qualifizierte Tätigkeiten","2016","Laendlicher Raum","2468","0.28165174145774","0.272645026614808","0.290658456300671"
"Arbeitslose","2016","Staedtischer Raum","903","0.0484090187743983","0.0452803383955561","0.0515376991532405"
"Arbeitslose","2016","Laendlicher Raum","523","0.0526141148083628","0.0481436028594558","0.0570846267572698"
"Beamte","2016","Staedtischer Raum","613","0.0389581433399399","0.0361375324577623","0.0417787542221175"
"Beamte","2016","Laendlicher Raum","306","0.0352203278867011","0.0315292480368728","0.0389114077365293"
"In Ausbildung","2016","Staedtischer Raum","1310","0.0673897750534791","0.0637353421738889","0.0710442079330692"
"In Ausbildung","2016","Laendlicher Raum","587","0.0589698259955842","0.0542528966753695","0.0636867553157988"
"In Rente oder Pension","2016","Staedtischer Raum","3234","0.255328162739651","0.248971857787635","0.261684467691667"
"In Rente oder Pension","2016","Laendlicher Raum","2041","0.280076430865703","0.271085096494468","0.289067765236937"
"Selbstständige/ManagerInnen","2016","Staedtischer Raum","1050","0.0607979817043015","0.0573146326983264","0.0642813307102767"
"Selbstständige/ManagerInnen","2016","Laendlicher Raum","527","0.0627710283716684","0.0579142851209961","0.0676277716223407"
"Sonstige Nichterwerbspersonen","2016","Staedtischer Raum","3162","0.0673363738609585","0.0636832846129268","0.0709894631089901"
"Sonstige Nichterwerbspersonen","2016","Laendlicher Raum","1390","0.0526930108898709","0.0482193346688291","0.0571666871109126"
"Angestellte, einfache Tätigkeiten","2017","Staedtischer Raum","3136","0.152522058797008","0.147562012139117","0.157482105454898"
"Angestellte, einfache Tätigkeiten","2017","Laendlicher Raum","2059","0.197976540606539","0.190457578503041","0.205495502710038"
"Angestellte, qualifizierte Tätigkeiten","2017","Staedtischer Raum","5644","0.310021628538713","0.303640919132655","0.31640233794477"
"Angestellte, qualifizierte Tätigkeiten","2017","Laendlicher Raum","2811","0.278155058191412","0.269699876699961","0.286610239682863"
"Arbeitslose","2017","Staedtischer Raum","1608","0.0480422140994802","0.0450918502149592","0.0509925779840012"
"Arbeitslose","2017","Laendlicher Raum","711","0.0474696032623462","0.0434571986841402","0.0514820078405521"
"Beamte","2017","Staedtischer Raum","716","0.0378457809679914","0.0352131722752224","0.0404783896607605"
"Beamte","2017","Laendlicher Raum","347","0.0337343763633822","0.0303276119502025","0.0371411407765619"
"In Ausbildung","2017","Staedtischer Raum","1502","0.0670468336079807","0.0635963951269363","0.0704972720890251"
"In Ausbildung","2017","Laendlicher Raum","706","0.0543688980145642","0.0500903773526839","0.0586474186764445"
"In Rente oder Pension","2017","Staedtischer Raum","3390","0.253489126761348","0.247487721323358","0.259490532199339"
"In Rente oder Pension","2017","Laendlicher Raum","2158","0.27677002910775","0.268327836977404","0.285212221238096"
"Selbstständige/ManagerInnen","2017","Staedtischer Raum","1184","0.0620065316531567","0.0586793703379129","0.0653336929684005"
"Selbstständige/ManagerInnen","2017","Laendlicher Raum","578","0.062106770839923","0.057552659235003","0.0666608824448429"
"Sonstige Nichterwerbspersonen","2017","Staedtischer Raum","3003","0.0690258255743224","0.0655285500170771","0.0725231011315677"
"Sonstige Nichterwerbspersonen","2017","Laendlicher Raum","1419","0.0494187236140836","0.0453289630350882","0.053508484193079"
"Angestellte, einfache Tätigkeiten","2018","Staedtischer Raum","3152","0.152259854916225","0.147205313260841","0.15731439657161"
"Angestellte, einfache Tätigkeiten","2018","Laendlicher Raum","1968","0.190371212519212","0.1827298162431","0.198012608795324"
"Angestellte, qualifizierte Tätigkeiten","2018","Staedtischer Raum","5586","0.32353527233993","0.316953526690627","0.330117017989233"
"Angestellte, qualifizierte Tätigkeiten","2018","Laendlicher Raum","2748","0.2969066843199","0.288013739744658","0.305799628895142"
"Arbeitslose","2018","Staedtischer Raum","1776","0.0457823488195657","0.0428417860306052","0.0487229116085262"
"Arbeitslose","2018","Laendlicher Raum","832","0.0474603090061886","0.0433218759455202","0.051598742066857"
"Beamte","2018","Staedtischer Raum","666","0.0359932552437604","0.0333726096136048","0.0386139008739159"
"Beamte","2018","Laendlicher Raum","327","0.0326822434306419","0.0292214982423212","0.0361429886189626"
"In Ausbildung","2018","Staedtischer Raum","1480","0.0653494242213788","0.0618724359884338","0.0688264124543237"
"In Ausbildung","2018","Laendlicher Raum","663","0.0467834205644986","0.0426731454344497","0.0508936956945475"
"In Rente oder Pension","2018","Staedtischer Raum","3385","0.252962284939615","0.246846434574437","0.259078135304794"
"In Rente oder Pension","2018","Laendlicher Raum","2140","0.280720464210943","0.271974352857202","0.289466575564685"
"Selbstständige/ManagerInnen","2018","Staedtischer Raum","1096","0.0617568094085176","0.0583702567330906","0.0651433620839447"
"Selbstständige/ManagerInnen","2018","Laendlicher Raum","500","0.0562637865840461","0.0517787199240095","0.0607488532440827"
"Sonstige Nichterwerbspersonen","2018","Staedtischer Raum","2267","0.0623607501110066","0.0589587740449893","0.0657627261770238"
"Sonstige Nichterwerbspersonen","2018","Laendlicher Raum","962","0.0488118793645701","0.0446179116102465","0.0530058471188937"
"Angestellte, einfache Tätigkeiten","2019","Staedtischer Raum","2929","0.151577854194428","0.146481818486199","0.156673889902658"
"Angestellte, einfache Tätigkeiten","2019","Laendlicher Raum","1843","0.18083196911894","0.173255069256418","0.188408868981462"
"Angestellte, qualifizierte Tätigkeiten","2019","Staedtischer Raum","5190","0.326074228966648","0.319412716313159","0.332735741620137"
"Angestellte, qualifizierte Tätigkeiten","2019","Laendlicher Raum","2565","0.300365009416096","0.291340411226839","0.309389607605354"
"Arbeitslose","2019","Staedtischer Raum","1529","0.0421453369987075","0.0392901591775187","0.0450005148198963"
"Arbeitslose","2019","Laendlicher Raum","713","0.0427163397873739","0.0387354075645787","0.046697272010169"
"Beamte","2019","Staedtischer Raum","612","0.0369696955856002","0.0342883579678833","0.0396510332033171"
"Beamte","2019","Laendlicher Raum","306","0.0335492655277514","0.0300044077716914","0.0370941232838115"
"In Ausbildung","2019","Staedtischer Raum","1279","0.0600085441432486","0.056633518434357","0.0633835698521402"
"In Ausbildung","2019","Laendlicher Raum","577","0.0478536513164766","0.0436514501605551","0.0520558524723981"
"In Rente oder Pension","2019","Staedtischer Raum","3310","0.255204731065245","0.249009301808372","0.261400160322118"
"In Rente oder Pension","2019","Laendlicher Raum","2087","0.281638277725529","0.272783352957178","0.29049320249388"
"Selbstständige/ManagerInnen","2019","Staedtischer Raum","2241","0.0666697888516088","0.0631249965910467","0.0702145811121709"
"Selbstständige/ManagerInnen","2019","Laendlicher Raum","1018","0.0640621383410657","0.0592416429947966","0.0688826336873348"
"Sonstige Nichterwerbspersonen","2019","Staedtischer Raum","1933","0.0613498201945131","0.0579397201685654","0.0647599202204609"
"Sonstige Nichterwerbspersonen","2019","Laendlicher Raum","803","0.0489833487667671","0.044734358452456","0.0532323390810781"
"Angestellte, einfache Tätigkeiten","2020","Staedtischer Raum","3618","0.158612633633018","0.153557555652586","0.16366771161345"
"Angestellte, einfache Tätigkeiten","2020","Laendlicher Raum","1959","0.177255313744993","0.169656041325821","0.184854586164165"
"Angestellte, qualifizierte Tätigkeiten","2020","Staedtischer Raum","5547","0.318603993568067","0.312156567400524","0.32505141973561"
"Angestellte, qualifizierte Tätigkeiten","2020","Laendlicher Raum","2573","0.299255634115249","0.290143065449334","0.308368202781164"
"Arbeitslose","2020","Staedtischer Raum","1373","0.0411802838243734","0.0384306546719613","0.0439299129767856"
"Arbeitslose","2020","Laendlicher Raum","620","0.0450074362550475","0.0408818851508874","0.0491329873592077"
"Beamte","2020","Staedtischer Raum","633","0.0371676455053839","0.0345499517260058","0.0397853392847621"
"Beamte","2020","Laendlicher Raum","317","0.0365957668188101","0.0328593136814037","0.0403322199562164"
"In Ausbildung","2020","Staedtischer Raum","1471","0.061605578852165","0.0582784952957806","0.0649326624085494"
"In Ausbildung","2020","Laendlicher Raum","576","0.0478990289483965","0.0436494617872061","0.0521485961095869"
"In Rente oder Pension","2020","Staedtischer Raum","3206","0.253304225199809","0.247286199446232","0.259322250953387"
"In Rente oder Pension","2020","Laendlicher Raum","1993","0.271955023173309","0.26310045296008","0.280809593386539"
"Selbstständige/ManagerInnen","2020","Staedtischer Raum","1763","0.0627906300888754","0.0594338204815565","0.0661474396961942"
"Selbstständige/ManagerInnen","2020","Laendlicher Raum","774","0.0605981421405793","0.0558503116972248","0.0653459725839338"
"Sonstige Nichterwerbspersonen","2020","Staedtischer Raum","2451","0.066735009328308","0.0632816614647864","0.0701883571918297"
"Sonstige Nichterwerbspersonen","2020","Laendlicher Raum","889","0.0614336548036148","0.0566553317973492","0.0662119778098805"
