"beruf","year","bula_h","n","percent","lower_confidence","upper_confidence"
"Selbstständige/ManagerInnen","1984","Hamburg","","","",""
"Selbstständige/ManagerInnen","1984","Niedersachsen","80","0.0620172688537381","0.0485440053283567","0.0754905323791196"
"Selbstständige/ManagerInnen","1984","Bremen","","","",""
"Selbstständige/ManagerInnen","1984","Nordrhein-Westfalen","179","0.055581927655453","0.0477074497380857","0.0634564055728203"
"Selbstständige/ManagerInnen","1984","Hessen","61","0.0544779726297202","0.041860893677327","0.0670950515821134"
"Selbstständige/ManagerInnen","1984","Rheinland-Pfalz,Saarland","41","0.0469796664479109","0.0327465404546413","0.0612127924411805"
"Selbstständige/ManagerInnen","1984","Baden-Württemberg","110","0.0554230997766183","0.0459626753428077","0.0648835242104288"
"Selbstständige/ManagerInnen","1984","Bayern","130","0.0692401919566368","0.0583435419050165","0.0801368420082571"
"Selbstständige/ManagerInnen","1984","Saarland","","","",""
"Selbstständige/ManagerInnen","1984","Berlin","","","",""
"Selbstständige/ManagerInnen","1984","Brandenburg","","","",""
"Selbstständige/ManagerInnen","1984","Mecklenburg-Vorpommern","","","",""
"Selbstständige/ManagerInnen","1984","Sachsen","","","",""
"Selbstständige/ManagerInnen","1984","Sachsen-Anhalt","","","",""
"Selbstständige/ManagerInnen","1984","Thüringen","","","",""
"In Ausbildung","1984","Schleswig-Holstein","33","0.0754698929545025","0.0491186057228395","0.101821180186165"
"In Ausbildung","1984","Hamburg","","","",""
"In Ausbildung","1984","Niedersachsen","155","0.118289613022047","0.100248831440228","0.136330394603867"
"In Ausbildung","1984","Bremen","","","",""
"In Ausbildung","1984","Nordrhein-Westfalen","343","0.097841962104001","0.0876307637928249","0.108053160415177"
"In Ausbildung","1984","Hessen","113","0.0905238050396474","0.0745727433341529","0.106474866745142"
"In Ausbildung","1984","Rheinland-Pfalz,Saarland","81","0.0916714055190326","0.0722610860222845","0.111081725015781"
"In Ausbildung","1984","Baden-Württemberg","178","0.0834205799437389","0.0719873692170039","0.0948537906704738"
"In Ausbildung","1984","Bayern","180","0.0794921050709228","0.0678810731463187","0.0911031369955269"
"In Ausbildung","1984","Saarland","","","",""
"In Ausbildung","1984","Berlin","","","",""
"In Ausbildung","1984","Brandenburg","","","",""
"In Ausbildung","1984","Mecklenburg-Vorpommern","","","",""
"In Ausbildung","1984","Sachsen","","","",""
"In Ausbildung","1984","Sachsen-Anhalt","","","",""
"In Ausbildung","1984","Thüringen","","","",""
"In Rente oder Pension","1984","Schleswig-Holstein","61","0.212332697673041","0.171535128625019","0.253130266721063"
"In Rente oder Pension","1984","Hamburg","63","0.319959593154843","0.26794996143958","0.371969224870107"
"In Rente oder Pension","1984","Niedersachsen","209","0.240163886767607","0.216300455959681","0.264027317575533"
"In Rente oder Pension","1984","Bremen","45","0.476334412122237","0.391133523951277","0.561535300293196"
"In Rente oder Pension","1984","Nordrhein-Westfalen","408","0.20513632505961","0.191257892056772","0.219014758062447"
"In Rente oder Pension","1984","Hessen","174","0.233070106204365","0.209566546281323","0.256573666127407"
"In Rente oder Pension","1984","Rheinland-Pfalz,Saarland","150","0.233456784048387","0.205001310498813","0.261912257597961"
"In Rente oder Pension","1984","Baden-Württemberg","287","0.219896367960152","0.202771322507871","0.237021413412432"
"In Rente oder Pension","1984","Bayern","298","0.209769091789724","0.192293060387579","0.227245123191869"
"In Rente oder Pension","1984","Saarland","","","",""
"In Rente oder Pension","1984","Berlin","70","0.283584826401591","0.239848541283477","0.327321111519705"
"In Rente oder Pension","1984","Brandenburg","","","",""
"In Rente oder Pension","1984","Mecklenburg-Vorpommern","","","",""
"In Rente oder Pension","1984","Sachsen","","","",""
"In Rente oder Pension","1984","Sachsen-Anhalt","","","",""
"In Rente oder Pension","1984","Thüringen","","","",""
"Arbeitslose","1984","Schleswig-Holstein","","","",""
"Arbeitslose","1984","Hamburg","","","",""
"Arbeitslose","1984","Niedersachsen","48","0.0333963006075449","0.0233595652794916","0.0434330359355983"
"Arbeitslose","1984","Bremen","","","",""
"Arbeitslose","1984","Nordrhein-Westfalen","134","0.034642779546209","0.0283575200589119","0.0409280390335061"
"Arbeitslose","1984","Hessen","52","0.0265622197442983","0.0176230165714775","0.0355014229171191"
"Arbeitslose","1984","Rheinland-Pfalz,Saarland","","","",""
"Arbeitslose","1984","Baden-Württemberg","47","0.0130088096036055","0.00832367608942394","0.0176939431177871"
"Arbeitslose","1984","Bayern","72","0.0278402076654715","0.0207786562736911","0.034901759057252"
"Arbeitslose","1984","Saarland","","","",""
"Arbeitslose","1984","Berlin","","","",""
"Arbeitslose","1984","Brandenburg","","","",""
"Arbeitslose","1984","Mecklenburg-Vorpommern","","","",""
"Arbeitslose","1984","Sachsen","","","",""
"Arbeitslose","1984","Sachsen-Anhalt","","","",""
"Arbeitslose","1984","Thüringen","","","",""
"Sonstige Nichterwerbspersonen","1984","Schleswig-Holstein","58","0.133094699928277","0.0992086732463729","0.166980726610181"
"Sonstige Nichterwerbspersonen","1984","Hamburg","43","0.114397543574207","0.0789083110893727","0.149886776059041"
"Sonstige Nichterwerbspersonen","1984","Niedersachsen","207","0.15158454833259","0.131551325752501","0.171617770912679"
"Sonstige Nichterwerbspersonen","1984","Bremen","","","",""
"Sonstige Nichterwerbspersonen","1984","Nordrhein-Westfalen","657","0.18037550449443","0.167160446705289","0.193590562283571"
"Sonstige Nichterwerbspersonen","1984","Hessen","206","0.145299525343443","0.125708751233109","0.164890299453776"
"Sonstige Nichterwerbspersonen","1984","Rheinland-Pfalz,Saarland","177","0.20017241337813","0.173257403215949","0.227087423540312"
"Sonstige Nichterwerbspersonen","1984","Baden-Württemberg","378","0.146691060920135","0.132062502608686","0.161319619231585"
"Sonstige Nichterwerbspersonen","1984","Bayern","357","0.166255542703287","0.150274702543845","0.182236382862728"
"Sonstige Nichterwerbspersonen","1984","Saarland","","","",""
"Sonstige Nichterwerbspersonen","1984","Berlin","38","0.0700563927924093","0.0452895754065086","0.0948232101783099"
"Sonstige Nichterwerbspersonen","1984","Brandenburg","","","",""
"Sonstige Nichterwerbspersonen","1984","Mecklenburg-Vorpommern","","","",""
"Sonstige Nichterwerbspersonen","1984","Sachsen","","","",""
"Sonstige Nichterwerbspersonen","1984","Sachsen-Anhalt","","","",""
"Sonstige Nichterwerbspersonen","1984","Thüringen","","","",""
"Beamte","1984","Schleswig-Holstein","","","",""
"Beamte","1984","Hamburg","","","",""
"Beamte","1984","Niedersachsen","56","0.0467900201862601","0.0349925205901632","0.058587519782357"
"Beamte","1984","Bremen","","","",""
"Beamte","1984","Nordrhein-Westfalen","136","0.0478412139318737","0.04050573274397","0.0551766951197773"
"Beamte","1984","Hessen","46","0.046883232013385","0.0351317036441555","0.0586347603826145"
"Beamte","1984","Rheinland-Pfalz,Saarland","35","0.0446867577664531","0.0307886214297745","0.0585848941031317"
"Beamte","1984","Baden-Württemberg","80","0.0433100970825438","0.0348936900881826","0.051726504076905"
"Beamte","1984","Bayern","94","0.0488566079550828","0.039603668626673","0.0581095472834927"
"Beamte","1984","Saarland","","","",""
"Beamte","1984","Berlin","","","",""
"Beamte","1984","Brandenburg","","","",""
"Beamte","1984","Mecklenburg-Vorpommern","","","",""
"Beamte","1984","Sachsen","","","",""
"Beamte","1984","Sachsen-Anhalt","","","",""
"Beamte","1984","Thüringen","","","",""
"Angestellte, einfache Tätigkeiten","1985","Schleswig-Holstein","66","0.151689911718691","0.114268824300798","0.189110999136584"
"Angestellte, einfache Tätigkeiten","1985","Hamburg","58","0.132760487985229","0.0930163553429563","0.172504620627501"
"Angestellte, einfache Tätigkeiten","1985","Niedersachsen","165","0.117613998396973","0.098636756533533","0.136591240260414"
"Angestellte, einfache Tätigkeiten","1985","Bremen","","","",""
"Angestellte, einfache Tätigkeiten","1985","Nordrhein-Westfalen","585","0.138991996599183","0.12651908514185","0.151464908056515"
"Angestellte, einfache Tätigkeiten","1985","Hessen","253","0.149627533471608","0.128820437345964","0.170434629597252"
"Angestellte, einfache Tätigkeiten","1985","Rheinland-Pfalz,Saarland","136","0.140103542628224","0.115603404079644","0.164603681176804"
"Angestellte, einfache Tätigkeiten","1985","Baden-Württemberg","584","0.201579593123709","0.184162122063512","0.218997064183905"
"Angestellte, einfache Tätigkeiten","1985","Bayern","396","0.158810348768657","0.142341096371846","0.175279601165468"
"Angestellte, einfache Tätigkeiten","1985","Saarland","","","",""
"Angestellte, einfache Tätigkeiten","1985","Berlin","96","0.215476916238273","0.17323917955786","0.257714652918686"
"Angestellte, einfache Tätigkeiten","1985","Brandenburg","","","",""
"Angestellte, einfache Tätigkeiten","1985","Mecklenburg-Vorpommern","","","",""
"Angestellte, einfache Tätigkeiten","1985","Sachsen","","","",""
"Angestellte, einfache Tätigkeiten","1985","Sachsen-Anhalt","","","",""
"Angestellte, einfache Tätigkeiten","1985","Thüringen","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","Schleswig-Holstein","95","0.262752703842616","0.216839147913505","0.308666259771727"
"Angestellte, qualifizierte Tätigkeiten","1985","Hamburg","77","0.28878672559531","0.235703462020824","0.341869989169795"
"Angestellte, qualifizierte Tätigkeiten","1985","Niedersachsen","249","0.22107080049201","0.196625861107039","0.245515739876981"
"Angestellte, qualifizierte Tätigkeiten","1985","Bremen","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","Nordrhein-Westfalen","698","0.242685408653072","0.227228261431946","0.258142555874197"
"Angestellte, qualifizierte Tätigkeiten","1985","Hessen","274","0.2443504494388","0.219285438104649","0.269415460772951"
"Angestellte, qualifizierte Tätigkeiten","1985","Rheinland-Pfalz,Saarland","178","0.222742104056542","0.19337205768764","0.252112150425443"
"Angestellte, qualifizierte Tätigkeiten","1985","Baden-Württemberg","462","0.236862538638783","0.218404073847133","0.255321003430432"
"Angestellte, qualifizierte Tätigkeiten","1985","Bayern","485","0.238774318002474","0.219563845470333","0.257984790534615"
"Angestellte, qualifizierte Tätigkeiten","1985","Saarland","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","Berlin","87","0.236602198785127","0.192942348743613","0.280262048826641"
"Angestellte, qualifizierte Tätigkeiten","1985","Brandenburg","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","Mecklenburg-Vorpommern","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","Sachsen","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","Sachsen-Anhalt","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","Thüringen","","","",""
"Selbstständige/ManagerInnen","1985","Schleswig-Holstein","","","",""
"Selbstständige/ManagerInnen","1985","Hamburg","","","",""
"Selbstständige/ManagerInnen","1985","Niedersachsen","72","0.0603988840753155","0.0463655617681925","0.0744322063824385"
"Selbstständige/ManagerInnen","1985","Bremen","","","",""
"Selbstständige/ManagerInnen","1985","Nordrhein-Westfalen","153","0.0535315245653821","0.045415801275187","0.0616472478555773"
"Selbstständige/ManagerInnen","1985","Hessen","58","0.0508399555843824","0.0380262888241473","0.0636536223446175"
"Selbstständige/ManagerInnen","1985","Rheinland-Pfalz,Saarland","38","0.0493870805333755","0.0340927865023441","0.064681374564407"
"Selbstständige/ManagerInnen","1985","Baden-Württemberg","110","0.0627167534201025","0.0521905147554682","0.0732429920847368"
"Selbstständige/ManagerInnen","1985","Bayern","133","0.0754256793193738","0.063526471386036","0.0873248872527115"
"Selbstständige/ManagerInnen","1985","Saarland","","","",""
"Selbstständige/ManagerInnen","1985","Berlin","","","",""
"Selbstständige/ManagerInnen","1985","Brandenburg","","","",""
"Selbstständige/ManagerInnen","1985","Mecklenburg-Vorpommern","","","",""
"Selbstständige/ManagerInnen","1985","Sachsen","","","",""
"Selbstständige/ManagerInnen","1985","Sachsen-Anhalt","","","",""
"Selbstständige/ManagerInnen","1985","Thüringen","","","",""
"In Ausbildung","1985","Schleswig-Holstein","","","",""
"In Ausbildung","1985","Hamburg","","","",""
"In Ausbildung","1985","Niedersachsen","143","0.123038469128517","0.103688289031544","0.14238864922549"
"In Ausbildung","1985","Bremen","","","",""
"In Ausbildung","1985","Nordrhein-Westfalen","332","0.105756214621363","0.0946682900592701","0.116844139183456"
"In Ausbildung","1985","Hessen","108","0.0955036876378889","0.0783595915988803","0.112647783676897"
"In Ausbildung","1985","Rheinland-Pfalz,Saarland","70","0.0808503849539121","0.0616081703977142","0.10009259951011"
"In Ausbildung","1985","Baden-Württemberg","192","0.0973200953545546","0.0844520035312059","0.110188187177903"
"In Ausbildung","1985","Bayern","163","0.0823848205212138","0.0699956731343815","0.0947739679080461"
"In Ausbildung","1985","Saarland","","","",""
"In Ausbildung","1985","Berlin","","","",""
"In Ausbildung","1985","Brandenburg","","","",""
"In Ausbildung","1985","Mecklenburg-Vorpommern","","","",""
"In Ausbildung","1985","Sachsen","","","",""
"In Ausbildung","1985","Sachsen-Anhalt","","","",""
"In Ausbildung","1985","Thüringen","","","",""
"In Rente oder Pension","1985","Schleswig-Holstein","57","0.222891027239743","0.179475208744815","0.266306845734671"
"In Rente oder Pension","1985","Hamburg","59","0.31966806108481","0.265044610814693","0.374291511354927"
"In Rente oder Pension","1985","Niedersachsen","187","0.242813357357434","0.217554596590937","0.268072118123932"
"In Rente oder Pension","1985","Bremen","40","0.476416311657525","0.385528538740956","0.567304084574094"
"In Rente oder Pension","1985","Nordrhein-Westfalen","375","0.207584037562954","0.192960820266472","0.222207254859436"
"In Rente oder Pension","1985","Hessen","166","0.246133431593125","0.221006835101488","0.271260028084763"
"In Rente oder Pension","1985","Rheinland-Pfalz,Saarland","135","0.240388169458143","0.210225254671536","0.27055108424475"
"In Rente oder Pension","1985","Baden-Württemberg","237","0.208225254782817","0.190596829272073","0.22585368029356"
"In Rente oder Pension","1985","Bayern","277","0.22262384747234","0.203878695146969","0.241368999797711"
"In Rente oder Pension","1985","Saarland","","","",""
"In Rente oder Pension","1985","Berlin","59","0.284959175180694","0.238587355238965","0.331330995122423"
"In Rente oder Pension","1985","Brandenburg","","","",""
"In Rente oder Pension","1985","Mecklenburg-Vorpommern","","","",""
"In Rente oder Pension","1985","Sachsen","","","",""
"In Rente oder Pension","1985","Sachsen-Anhalt","","","",""
"In Rente oder Pension","1985","Thüringen","","","",""
"Arbeitslose","1985","Schleswig-Holstein","","","",""
"Arbeitslose","1985","Hamburg","","","",""
"Arbeitslose","1985","Niedersachsen","65","0.0536475835980504","0.0403743783261624","0.0669207888699383"
"Arbeitslose","1985","Bremen","","","",""
"Arbeitslose","1985","Nordrhein-Westfalen","141","0.0425117113919359","0.0352374252904238","0.0497859974934479"
"Arbeitslose","1985","Hessen","54","0.037632899946928","0.0265320726328251","0.0487337272610308"
"Arbeitslose","1985","Rheinland-Pfalz,Saarland","30","0.0323659978001808","0.0198743145728006","0.0448576810275609"
"Arbeitslose","1985","Baden-Württemberg","65","0.0193116116869063","0.0133368473804994","0.0252863759933132"
"Arbeitslose","1985","Bayern","69","0.035947172758881","0.0275589431320989","0.044335402385663"
"Arbeitslose","1985","Saarland","","","",""
"Arbeitslose","1985","Berlin","","","",""
"Arbeitslose","1985","Brandenburg","","","",""
"Arbeitslose","1985","Mecklenburg-Vorpommern","","","",""
"Arbeitslose","1985","Sachsen","","","",""
"Arbeitslose","1985","Sachsen-Anhalt","","","",""
"Arbeitslose","1985","Thüringen","","","",""
"Sonstige Nichterwerbspersonen","1985","Schleswig-Holstein","51","0.127226349219047","0.0924647231061625","0.161987975331932"
"Sonstige Nichterwerbspersonen","1985","Hamburg","","","",""
"Sonstige Nichterwerbspersonen","1985","Niedersachsen","171","0.132231712955445","0.112277069154712","0.152186356756178"
"Sonstige Nichterwerbspersonen","1985","Bremen","","","",""
"Sonstige Nichterwerbspersonen","1985","Nordrhein-Westfalen","541","0.15970907905159","0.146500716333703","0.172917441769478"
"Sonstige Nichterwerbspersonen","1985","Hessen","176","0.130497253773935","0.110848397078405","0.150146110469464"
"Sonstige Nichterwerbspersonen","1985","Rheinland-Pfalz,Saarland","147","0.181571135579197","0.154360744999201","0.208781526159193"
"Sonstige Nichterwerbspersonen","1985","Baden-Württemberg","312","0.127941222866498","0.113439348825214","0.142443096907782"
"Sonstige Nichterwerbspersonen","1985","Bayern","285","0.139840930266017","0.12421326632007","0.155468594211964"
"Sonstige Nichterwerbspersonen","1985","Saarland","","","",""
"Sonstige Nichterwerbspersonen","1985","Berlin","39","0.0783920417711947","0.0507794930369184","0.106004590505471"
"Sonstige Nichterwerbspersonen","1985","Brandenburg","","","",""
"Sonstige Nichterwerbspersonen","1985","Mecklenburg-Vorpommern","","","",""
"Sonstige Nichterwerbspersonen","1985","Sachsen","","","",""
"Sonstige Nichterwerbspersonen","1985","Sachsen-Anhalt","","","",""
"Sonstige Nichterwerbspersonen","1985","Thüringen","","","",""
"Beamte","1985","Schleswig-Holstein","","","",""
"Beamte","1985","Hamburg","","","",""
"Beamte","1985","Niedersachsen","55","0.0491851939962544","0.036446073577707","0.0619243144148019"
"Beamte","1985","Bremen","","","",""
"Beamte","1985","Nordrhein-Westfalen","130","0.0492300275545202","0.0414295333871966","0.0570305217218438"
"Beamte","1985","Hessen","40","0.0454147885533327","0.0332695200836049","0.0575600570230605"
"Beamte","1985","Rheinland-Pfalz,Saarland","37","0.0525915849904264","0.0368355240907204","0.0683476458901323"
"Beamte","1985","Baden-Württemberg","76","0.0460429301266304","0.036943967239825","0.0551418930134359"
"Beamte","1985","Bayern","84","0.0461928828910435","0.0367347516057691","0.0556510141763179"
"Beamte","1985","Saarland","","","",""
"Beamte","1985","Berlin","","","",""
"Beamte","1985","Brandenburg","","","",""
"Beamte","1985","Mecklenburg-Vorpommern","","","",""
"Beamte","1985","Sachsen","","","",""
"Beamte","1985","Sachsen-Anhalt","","","",""
"Beamte","1985","Thüringen","","","",""
"Angestellte, einfache Tätigkeiten","1986","Schleswig-Holstein","59","0.153902827302669","0.114549609348527","0.193256045256812"
"Angestellte, einfache Tätigkeiten","1986","Hamburg","44","0.0955936196751701","0.0595752235223144","0.131612015828026"
"Angestellte, einfache Tätigkeiten","1986","Niedersachsen","185","0.127160662372647","0.107526423345245","0.146794901400049"
"Angestellte, einfache Tätigkeiten","1986","Bremen","","","",""
"Angestellte, einfache Tätigkeiten","1986","Nordrhein-Westfalen","559","0.134073859282427","0.121562216198268","0.146585502366585"
"Angestellte, einfache Tätigkeiten","1986","Hessen","232","0.144085021564078","0.122793108855987","0.165376934272169"
"Angestellte, einfache Tätigkeiten","1986","Rheinland-Pfalz,Saarland","155","0.157869371202398","0.132098826848312","0.183639915556485"
"Angestellte, einfache Tätigkeiten","1986","Baden-Württemberg","558","0.189106629882131","0.171879890328019","0.206333369436242"
"Angestellte, einfache Tätigkeiten","1986","Bayern","370","0.156010009199433","0.139110126518423","0.172909891880443"
"Angestellte, einfache Tätigkeiten","1986","Saarland","","","",""
"Angestellte, einfache Tätigkeiten","1986","Berlin","86","0.196751663601562","0.155221763805647","0.238281563397478"
"Angestellte, einfache Tätigkeiten","1986","Brandenburg","","","",""
"Angestellte, einfache Tätigkeiten","1986","Mecklenburg-Vorpommern","","","",""
"Angestellte, einfache Tätigkeiten","1986","Sachsen","","","",""
"Angestellte, einfache Tätigkeiten","1986","Sachsen-Anhalt","","","",""
"Angestellte, einfache Tätigkeiten","1986","Thüringen","","","",""
"Angestellte, qualifizierte Tätigkeiten","1986","Schleswig-Holstein","92","0.292463237768029","0.242854637130367","0.34207183840569"
"Angestellte, qualifizierte Tätigkeiten","1986","Hamburg","72","0.299150646352763","0.243060648975253","0.355240643730274"
"Angestellte, qualifizierte Tätigkeiten","1986","Niedersachsen","235","0.212108395428407","0.188015849627938","0.236200941228876"
"Angestellte, qualifizierte Tätigkeiten","1986","Bremen","","","",""
"Angestellte, qualifizierte Tätigkeiten","1986","Nordrhein-Westfalen","646","0.238423109377004","0.222776043220082","0.254070175533925"
"Angestellte, qualifizierte Tätigkeiten","1986","Hessen","264","0.262323858824083","0.235652710750835","0.28899500689733"
"Angestellte, qualifizierte Tätigkeiten","1986","Rheinland-Pfalz,Saarland","167","0.211008476274441","0.182170084295338","0.239846868253544"
"Angestellte, qualifizierte Tätigkeiten","1986","Baden-Württemberg","484","0.2607788190309","0.241463975524959","0.280093662536841"
"Angestellte, qualifizierte Tätigkeiten","1986","Bayern","447","0.242795585825106","0.222826151061085","0.262765020589127"
"Angestellte, qualifizierte Tätigkeiten","1986","Saarland","","","",""
"Angestellte, qualifizierte Tätigkeiten","1986","Berlin","95","0.257547521210047","0.211866082088116","0.303228960331978"
"Angestellte, qualifizierte Tätigkeiten","1986","Brandenburg","","","",""
"Angestellte, qualifizierte Tätigkeiten","1986","Mecklenburg-Vorpommern","","","",""
"Angestellte, qualifizierte Tätigkeiten","1986","Sachsen","","","",""
"Angestellte, qualifizierte Tätigkeiten","1986","Sachsen-Anhalt","","","",""
"Angestellte, qualifizierte Tätigkeiten","1986","Thüringen","","","",""
"Selbstständige/ManagerInnen","1986","Schleswig-Holstein","","","",""
"Selbstständige/ManagerInnen","1986","Hamburg","","","",""
"Selbstständige/ManagerInnen","1986","Niedersachsen","80","0.0681220453961348","0.0532731589490202","0.0829709318432494"
"Selbstständige/ManagerInnen","1986","Bremen","","","",""
"Selbstständige/ManagerInnen","1986","Nordrhein-Westfalen","153","0.0533476645375","0.045095747985072","0.061599581089928"
"Selbstständige/ManagerInnen","1986","Hessen","53","0.0482704247329057","0.0352750954440211","0.0612657540217904"
"Selbstständige/ManagerInnen","1986","Rheinland-Pfalz,Saarland","34","0.0475783239399268","0.0325329105136155","0.0626237373662382"
"Selbstständige/ManagerInnen","1986","Baden-Württemberg","98","0.0578913329374002","0.0476176748125239","0.0681649910622765"
"Selbstständige/ManagerInnen","1986","Bayern","123","0.0757956970590468","0.0634690466537122","0.0881223474643815"
"Selbstständige/ManagerInnen","1986","Saarland","","","",""
"Selbstständige/ManagerInnen","1986","Berlin","","","",""
"Selbstständige/ManagerInnen","1986","Brandenburg","","","",""
"Selbstständige/ManagerInnen","1986","Mecklenburg-Vorpommern","","","",""
"Selbstständige/ManagerInnen","1986","Sachsen","","","",""
"Selbstständige/ManagerInnen","1986","Sachsen-Anhalt","","","",""
"Selbstständige/ManagerInnen","1986","Thüringen","","","",""
"In Ausbildung","1986","Schleswig-Holstein","","","",""
"In Ausbildung","1986","Hamburg","","","",""
"In Ausbildung","1986","Niedersachsen","147","0.120466341499763","0.101282763152065","0.139649919847461"
"In Ausbildung","1986","Bremen","","","",""
"In Ausbildung","1986","Nordrhein-Westfalen","334","0.104525671094805","0.0932915288438136","0.115759813345796"
"In Ausbildung","1986","Hessen","108","0.100514390291023","0.0822837812777617","0.118744999304284"
"In Ausbildung","1986","Rheinland-Pfalz,Saarland","70","0.0765816205444898","0.0577864420530828","0.0953767990358968"
"In Ausbildung","1986","Baden-Württemberg","192","0.0879702204687685","0.0755095851681549","0.100430855769382"
"In Ausbildung","1986","Bayern","161","0.0779121274540451","0.0654288823694625","0.0903953725386277"
"In Ausbildung","1986","Saarland","","","",""
"In Ausbildung","1986","Berlin","","","",""
"In Ausbildung","1986","Brandenburg","","","",""
"In Ausbildung","1986","Mecklenburg-Vorpommern","","","",""
"In Ausbildung","1986","Sachsen","","","",""
"In Ausbildung","1986","Sachsen-Anhalt","","","",""
"In Ausbildung","1986","Thüringen","","","",""
"In Rente oder Pension","1986","Schleswig-Holstein","48","0.20465151506542","0.16065350436669","0.248649525764149"
"In Rente oder Pension","1986","Hamburg","53","0.327271634509253","0.269793566604094","0.384749702414412"
"In Rente oder Pension","1986","Niedersachsen","179","0.238491643781233","0.213375992314909","0.263607295247557"
"In Rente oder Pension","1986","Bremen","37","0.503612827129432","0.409750026393564","0.5974756278653"
"In Rente oder Pension","1986","Nordrhein-Westfalen","362","0.212299392815793","0.197283303854527","0.227315481777059"
"In Rente oder Pension","1986","Hessen","154","0.254127946518504","0.227731326122143","0.280524566914865"
"In Rente oder Pension","1986","Rheinland-Pfalz,Saarland","136","0.251364986967649","0.220704970729143","0.282025003206154"
"In Rente oder Pension","1986","Baden-Württemberg","233","0.208428666557939","0.1905600228419","0.226297310273978"
"In Rente oder Pension","1986","Bayern","255","0.224325532079752","0.204897987601857","0.243753076557647"
"In Rente oder Pension","1986","Saarland","","","",""
"In Rente oder Pension","1986","Berlin","57","0.286714947823241","0.239472380740128","0.333957514906353"
"In Rente oder Pension","1986","Brandenburg","","","",""
"In Rente oder Pension","1986","Mecklenburg-Vorpommern","","","",""
"In Rente oder Pension","1986","Sachsen","","","",""
