"beruf","year","bula_h","n","percent","lower_confidence","upper_confidence"
"Arbeitslose","2001","Hamburg","","","",""
"Arbeitslose","2001","Niedersachsen","93","0.0464137223973288","0.0368167236243778","0.0560107211702798"
"Arbeitslose","2001","Bremen","","","",""
"Arbeitslose","2001","Nordrhein-Westfalen","199","0.0435199672158765","0.0376488853167072","0.0493910491150459"
"Arbeitslose","2001","Hessen","69","0.0511772193148756","0.0399430292245649","0.0624114094051863"
"Arbeitslose","2001","Rheinland-Pfalz,Saarland","41","0.0352168196286831","0.0239599041060191","0.0464737351513471"
"Arbeitslose","2001","Baden-Württemberg","78","0.0239605205947564","0.0180766755446878","0.0298443656448251"
"Arbeitslose","2001","Bayern","105","0.0336780438345579","0.0272547005994425","0.0401013870696733"
"Arbeitslose","2001","Saarland","","","",""
"Arbeitslose","2001","Berlin","70","0.0795374804677161","0.0606576296312355","0.0984173313041967"
"Arbeitslose","2001","Brandenburg","104","0.107140574425061","0.0875140936718756","0.126767055178246"
"Arbeitslose","2001","Mecklenburg-Vorpommern","54","0.109106131707599","0.0821007279589262","0.136111535456272"
"Arbeitslose","2001","Sachsen","187","0.10282725056842","0.0881316970313558","0.117522804105483"
"Arbeitslose","2001","Sachsen-Anhalt","134","0.136458238102335","0.115203498791273","0.157712977413397"
"Arbeitslose","2001","Thüringen","113","0.120747566031135","0.100200230634391","0.141294901427878"
"Sonstige Nichterwerbspersonen","2001","Schleswig-Holstein","64","0.0935150935017737","0.0710458019996831","0.115984385003864"
"Sonstige Nichterwerbspersonen","2001","Hamburg","","","",""
"Sonstige Nichterwerbspersonen","2001","Niedersachsen","195","0.0899458915092597","0.0768945090835904","0.102997273934929"
"Sonstige Nichterwerbspersonen","2001","Bremen","","","",""
"Sonstige Nichterwerbspersonen","2001","Nordrhein-Westfalen","589","0.112141704552852","0.103061590373129","0.121221818732575"
"Sonstige Nichterwerbspersonen","2001","Hessen","166","0.103487984127647","0.0879593272089721","0.119016641046322"
"Sonstige Nichterwerbspersonen","2001","Rheinland-Pfalz,Saarland","136","0.121790189017224","0.101817581249744","0.141762796784704"
"Sonstige Nichterwerbspersonen","2001","Baden-Württemberg","297","0.0981087696214672","0.0866639116748565","0.109553627568078"
"Sonstige Nichterwerbspersonen","2001","Bayern","316","0.0931171721343556","0.0827701052781838","0.103464238990527"
"Sonstige Nichterwerbspersonen","2001","Saarland","59","0.170251396983327","0.129262575000965","0.211240218965688"
"Sonstige Nichterwerbspersonen","2001","Berlin","37","0.0403047567906306","0.0265815877508885","0.0540279258303727"
"Sonstige Nichterwerbspersonen","2001","Brandenburg","","","",""
"Sonstige Nichterwerbspersonen","2001","Mecklenburg-Vorpommern","","","",""
"Sonstige Nichterwerbspersonen","2001","Sachsen","56","0.0287831133237292","0.0206936297636017","0.0368725968838568"
"Sonstige Nichterwerbspersonen","2001","Sachsen-Anhalt","","","",""
"Sonstige Nichterwerbspersonen","2001","Thüringen","35","0.0282781752321305","0.0178248082560318","0.0387315422082292"
"Beamte","2001","Schleswig-Holstein","","","",""
"Beamte","2001","Hamburg","","","",""
"Beamte","2001","Niedersachsen","81","0.0399645405909593","0.0310291551277102","0.0488999260542085"
"Beamte","2001","Bremen","","","",""
"Beamte","2001","Nordrhein-Westfalen","196","0.0370683048193915","0.0316316093328273","0.0425050003059557"
"Beamte","2001","Hessen","65","0.0454522570339572","0.0348331639305789","0.0560713501373355"
"Beamte","2001","Rheinland-Pfalz,Saarland","34","0.0243548506985184","0.0149409815085059","0.033768719888531"
"Beamte","2001","Baden-Württemberg","91","0.0372030158632388","0.0299212645259206","0.044484767200557"
"Beamte","2001","Bayern","127","0.0378927947315474","0.0310942363873091","0.0446913530757857"
"Beamte","2001","Saarland","","","",""
"Beamte","2001","Berlin","","","",""
"Beamte","2001","Brandenburg","","","",""
"Beamte","2001","Mecklenburg-Vorpommern","","","",""
"Beamte","2001","Sachsen","","","",""
"Beamte","2001","Sachsen-Anhalt","","","",""
"Beamte","2001","Thüringen","","","",""
"Angestellte, einfache Tätigkeiten","2002","Schleswig-Holstein","112","0.168581551896924","0.141139920769974","0.196023183023874"
"Angestellte, einfache Tätigkeiten","2002","Hamburg","35","0.122253307677711","0.0866392612596573","0.157867354095764"
"Angestellte, einfache Tätigkeiten","2002","Niedersachsen","311","0.166558193762644","0.150126392148141","0.182989995377146"
"Angestellte, einfache Tätigkeiten","2002","Bremen","","","",""
"Angestellte, einfache Tätigkeiten","2002","Nordrhein-Westfalen","756","0.166934032305972","0.156445350982302","0.177422713629643"
"Angestellte, einfache Tätigkeiten","2002","Hessen","248","0.151692825598161","0.134304878786748","0.169080772409575"
"Angestellte, einfache Tätigkeiten","2002","Rheinland-Pfalz,Saarland","169","0.166000531496459","0.143590744058102","0.188410318934815"
"Angestellte, einfache Tätigkeiten","2002","Baden-Württemberg","516","0.188533766508128","0.174043497766058","0.203024035250198"
"Angestellte, einfache Tätigkeiten","2002","Bayern","498","0.16534724254473","0.152581165709953","0.178113319379508"
"Angestellte, einfache Tätigkeiten","2002","Saarland","42","0.128150839550704","0.0912382750530084","0.165063404048401"
"Angestellte, einfache Tätigkeiten","2002","Berlin","87","0.121923681523038","0.0995830908552371","0.144264272190839"
"Angestellte, einfache Tätigkeiten","2002","Brandenburg","117","0.114705170998798","0.0945471479891595","0.134863194008437"
"Angestellte, einfache Tätigkeiten","2002","Mecklenburg-Vorpommern","64","0.124940385308767","0.0964385346333324","0.153442235984202"
"Angestellte, einfache Tätigkeiten","2002","Sachsen","179","0.107021563992186","0.0920916459429584","0.121951482041414"
"Angestellte, einfache Tätigkeiten","2002","Sachsen-Anhalt","109","0.119132311310625","0.0987462959247701","0.139518326696481"
"Angestellte, einfache Tätigkeiten","2002","Thüringen","120","0.114530558940957","0.0944589432554223","0.134602174626491"
"Angestellte, qualifizierte Tätigkeiten","2002","Schleswig-Holstein","192","0.249690298319763","0.217964235104584","0.281416361534942"
"Angestellte, qualifizierte Tätigkeiten","2002","Hamburg","110","0.331303444917156","0.280131263684693","0.382475626149619"
"Angestellte, qualifizierte Tätigkeiten","2002","Niedersachsen","499","0.237567424314844","0.218797664837492","0.256337183792197"
"Angestellte, qualifizierte Tätigkeiten","2002","Bremen","44","0.220947838981203","0.158944937242011","0.282950740720395"
"Angestellte, qualifizierte Tätigkeiten","2002","Nordrhein-Westfalen","1276","0.252297636104657","0.240081616541433","0.26451365566788"
"Angestellte, qualifizierte Tätigkeiten","2002","Hessen","451","0.258617921250905","0.237393318884981","0.279842523616828"
"Angestellte, qualifizierte Tätigkeiten","2002","Rheinland-Pfalz,Saarland","279","0.241938487457356","0.216145311822493","0.267731663092219"
"Angestellte, qualifizierte Tätigkeiten","2002","Baden-Württemberg","771","0.27289705170005","0.256394769237961","0.289399334162138"
"Angestellte, qualifizierte Tätigkeiten","2002","Bayern","926","0.26206898341002","0.2469569900582","0.27718097676184"
"Angestellte, qualifizierte Tätigkeiten","2002","Saarland","78","0.243235389938175","0.195856312162536","0.290614467713813"
"Angestellte, qualifizierte Tätigkeiten","2002","Berlin","248","0.293869135507811","0.262766007326356","0.324972263689267"
"Angestellte, qualifizierte Tätigkeiten","2002","Brandenburg","264","0.239315805268996","0.212325962048937","0.266305648489055"
"Angestellte, qualifizierte Tätigkeiten","2002","Mecklenburg-Vorpommern","161","0.269203969867675","0.230970682661448","0.307437257073902"
"Angestellte, qualifizierte Tätigkeiten","2002","Sachsen","530","0.28178011446239","0.260053844344123","0.303506384580658"
"Angestellte, qualifizierte Tätigkeiten","2002","Sachsen-Anhalt","289","0.244224475689695","0.217187803931635","0.271261147447755"
"Angestellte, qualifizierte Tätigkeiten","2002","Thüringen","265","0.236516806974017","0.209733413707782","0.263300200240252"
"Selbstständige/ManagerInnen","2002","Schleswig-Holstein","65","0.0775183073444873","0.0579174039289789","0.0971192107599956"
"Selbstständige/ManagerInnen","2002","Hamburg","","","",""
"Selbstständige/ManagerInnen","2002","Niedersachsen","143","0.0558326754163323","0.0457067845170989","0.0659585663155658"
"Selbstständige/ManagerInnen","2002","Bremen","","","",""
"Selbstständige/ManagerInnen","2002","Nordrhein-Westfalen","358","0.0564283378951084","0.0499383359670048","0.0629183398232119"
"Selbstständige/ManagerInnen","2002","Hessen","168","0.0835479912145154","0.0701354187156869","0.0969605637133438"
"Selbstständige/ManagerInnen","2002","Rheinland-Pfalz,Saarland","75","0.0670578309282311","0.0519934175835547","0.0821222442729075"
"Selbstständige/ManagerInnen","2002","Baden-Württemberg","217","0.061445093727761","0.0525485751609144","0.0703416122946077"
"Selbstständige/ManagerInnen","2002","Bayern","283","0.0646563814481477","0.0562055906487886","0.0731071722475068"
"Selbstständige/ManagerInnen","2002","Saarland","","","",""
"Selbstständige/ManagerInnen","2002","Berlin","78","0.0757179657299344","0.057655118463519","0.0937808129963499"
"Selbstständige/ManagerInnen","2002","Brandenburg","42","0.0404902330628816","0.0280217875228852","0.0529586786028779"
"Selbstständige/ManagerInnen","2002","Mecklenburg-Vorpommern","31","0.0545067593057732","0.0349382738140629","0.0740752447974836"
"Selbstständige/ManagerInnen","2002","Sachsen","115","0.0569022208489953","0.0457144320057503","0.0680900096922403"
"Selbstständige/ManagerInnen","2002","Sachsen-Anhalt","49","0.0393733481069112","0.0271344952634835","0.051612200950339"
"Selbstständige/ManagerInnen","2002","Thüringen","63","0.0626559685580104","0.0473815183508131","0.0779304187652078"
"In Ausbildung","2002","Schleswig-Holstein","57","0.0691834129242248","0.0505827630352348","0.0877840628132149"
"In Ausbildung","2002","Hamburg","","","",""
"In Ausbildung","2002","Niedersachsen","147","0.0650640569486077","0.0541866334166839","0.0759414804805315"
"In Ausbildung","2002","Bremen","","","",""
"In Ausbildung","2002","Nordrhein-Westfalen","400","0.0716177051394825","0.0643652946550188","0.0788701156239461"
"In Ausbildung","2002","Hessen","130","0.066495801891154","0.0544192079486034","0.0785723958337047"
"In Ausbildung","2002","Rheinland-Pfalz,Saarland","86","0.0833286936975658","0.0666829111691092","0.0999744762260224"
"In Ausbildung","2002","Baden-Württemberg","248","0.0763125290192267","0.0664767878543325","0.0861482701841208"
"In Ausbildung","2002","Bayern","254","0.0679519165869754","0.0593037096397104","0.0766001235342404"
"In Ausbildung","2002","Saarland","","","",""
"In Ausbildung","2002","Berlin","85","0.0901169893373119","0.0705654660183873","0.109668512656236"
"In Ausbildung","2002","Brandenburg","96","0.0881787973873707","0.070241814097025","0.106115780677716"
"In Ausbildung","2002","Mecklenburg-Vorpommern","50","0.0653444536026083","0.0440418356519452","0.0866470715532713"
"In Ausbildung","2002","Sachsen","141","0.0797628141179732","0.0666784863527484","0.092847141883198"
"In Ausbildung","2002","Sachsen-Anhalt","100","0.0904125963380946","0.0723658500404957","0.108459342635694"
"In Ausbildung","2002","Thüringen","110","0.0963434153773245","0.0777462145168877","0.114940616237761"
"In Rente oder Pension","2002","Schleswig-Holstein","159","0.256889838870824","0.224864396811698","0.28891528092995"
"In Rente oder Pension","2002","Hamburg","71","0.288416093939483","0.239163487925565","0.337668699953401"
"In Rente oder Pension","2002","Niedersachsen","455","0.283360903267989","0.263486927588824","0.303234878947154"
"In Rente oder Pension","2002","Bremen","42","0.347103217177664","0.275959680434244","0.418246753921084"
"In Rente oder Pension","2002","Nordrhein-Westfalen","1031","0.262413336509467","0.250039390084195","0.274787282934738"
"In Rente oder Pension","2002","Hessen","326","0.258285900597631","0.237070177934402","0.27950162326086"
"In Rente oder Pension","2002","Rheinland-Pfalz,Saarland","234","0.261087361139126","0.23463346872983","0.287541253548423"
"In Rente oder Pension","2002","Baden-Württemberg","527","0.242228896852882","0.226357007129106","0.258100786576658"
"In Rente oder Pension","2002","Bayern","650","0.268065968737127","0.252844278802964","0.283287658671291"
"In Rente oder Pension","2002","Saarland","87","0.31267461607137","0.261480468214868","0.363868763927871"
"In Rente oder Pension","2002","Berlin","174","0.242624630921331","0.213355655657258","0.271893606185403"
"In Rente oder Pension","2002","Brandenburg","273","0.337521805912525","0.307609548714034","0.367434063111016"
"In Rente oder Pension","2002","Mecklenburg-Vorpommern","128","0.336657065216917","0.295922250993754","0.37739187944008"
"In Rente oder Pension","2002","Sachsen","411","0.316202512953197","0.293745721795359","0.338659304111035"
"In Rente oder Pension","2002","Sachsen-Anhalt","267","0.348296832893354","0.318314742971555","0.378278922815153"
"In Rente oder Pension","2002","Thüringen","242","0.310351478589608","0.281192274331749","0.339510682847468"
"Arbeitslose","2002","Schleswig-Holstein","","","",""
"Arbeitslose","2002","Hamburg","","","",""
"Arbeitslose","2002","Niedersachsen","94","0.0530018411972287","0.0431212123335715","0.0628824700608859"
"Arbeitslose","2002","Bremen","","","",""
"Arbeitslose","2002","Nordrhein-Westfalen","217","0.0534385103627269","0.0471127849023813","0.0597642358230725"
"Arbeitslose","2002","Hessen","55","0.0403467164469796","0.0308088664619358","0.0498845664320234"
"Arbeitslose","2002","Rheinland-Pfalz,Saarland","45","0.0436454614022075","0.0313405322615447","0.0559503905428704"
"Arbeitslose","2002","Baden-Württemberg","94","0.0339043208547013","0.027199545422035","0.0406090962873676"
"Arbeitslose","2002","Bayern","99","0.0370291399896285","0.0305400403190066","0.0435182396602504"
"Arbeitslose","2002","Saarland","","","",""
"Arbeitslose","2002","Berlin","65","0.0852768683020012","0.0662071210261908","0.104346615577812"
"Arbeitslose","2002","Brandenburg","119","0.139571776438304","0.117650360556463","0.161493192320146"
"Arbeitslose","2002","Mecklenburg-Vorpommern","52","0.116688299935571","0.089014202400613","0.14436239747053"
"Arbeitslose","2002","Sachsen","171","0.104857001908481","0.0900609373028102","0.119653066514153"
"Arbeitslose","2002","Sachsen-Anhalt","116","0.125902658687238","0.105026068108835","0.146779249265642"
"Arbeitslose","2002","Thüringen","118","0.14019142473693","0.118308948536627","0.162073900937233"
"Sonstige Nichterwerbspersonen","2002","Schleswig-Holstein","61","0.084988627251187","0.0645482586406845","0.10542899586169"
"Sonstige Nichterwerbspersonen","2002","Hamburg","30","0.0708918123250914","0.0429896671701624","0.0987939574800204"
"Sonstige Nichterwerbspersonen","2002","Niedersachsen","212","0.0959066019854449","0.0829200026448226","0.108893201326067"
"Sonstige Nichterwerbspersonen","2002","Bremen","","","",""
"Sonstige Nichterwerbspersonen","2002","Nordrhein-Westfalen","551","0.104131030263912","0.0955404780526056","0.112721582475218"
"Sonstige Nichterwerbspersonen","2002","Hessen","163","0.100338841899034","0.0857754264107005","0.114902257387368"
"Sonstige Nichterwerbspersonen","2002","Rheinland-Pfalz,Saarland","124","0.112887293713164","0.093827770086603","0.131946817339725"
"Sonstige Nichterwerbspersonen","2002","Baden-Württemberg","303","0.094448939431005","0.0836146194886216","0.105283259373388"
"Sonstige Nichterwerbspersonen","2002","Bayern","351","0.0946852296279564","0.0846240945265965","0.104746364729316"
"Sonstige Nichterwerbspersonen","2002","Saarland","40","0.130106572055654","0.0929551487800686","0.167257995331239"
"Sonstige Nichterwerbspersonen","2002","Berlin","42","0.0547228181260414","0.0391936461409346","0.0702519901111483"
"Sonstige Nichterwerbspersonen","2002","Brandenburg","","","",""
"Sonstige Nichterwerbspersonen","2002","Mecklenburg-Vorpommern","","","",""
"Sonstige Nichterwerbspersonen","2002","Sachsen","69","0.0412262130769587","0.0316245582541124","0.0508278678998051"
"Sonstige Nichterwerbspersonen","2002","Sachsen-Anhalt","","","",""
"Sonstige Nichterwerbspersonen","2002","Thüringen","30","0.0263958690621238","0.0162918527050806","0.0364998854191669"
"Beamte","2002","Schleswig-Holstein","41","0.0459949434040069","0.0306408049374123","0.0613490818706016"
"Beamte","2002","Hamburg","","","",""
"Beamte","2002","Niedersachsen","114","0.0427083031069097","0.0337908087080995","0.0516257975057199"
"Beamte","2002","Bremen","","","",""
"Beamte","2002","Nordrhein-Westfalen","267","0.0327394114186752","0.0277342748494638","0.0377445479878867"
"Beamte","2002","Hessen","94","0.0406740011016194","0.0310991778048023","0.0502488243984365"
"Beamte","2002","Rheinland-Pfalz,Saarland","47","0.0240543401658906","0.014826296229131","0.0332823841026501"
"Beamte","2002","Baden-Württemberg","123","0.0302294019062468","0.0238863841731081","0.0365724196393855"
"Beamte","2002","Bayern","192","0.0401951376554145","0.0334454404222072","0.0469448348886217"
"Beamte","2002","Saarland","","","",""
"Beamte","2002","Berlin","45","0.0357479105525308","0.0230712427159735","0.0484245783890882"
"Beamte","2002","Brandenburg","","","",""
"Beamte","2002","Mecklenburg-Vorpommern","","","",""
"Beamte","2002","Sachsen","31","0.0122475586398179","0.00693565594281915","0.0175594613368166"
"Beamte","2002","Sachsen-Anhalt","","","",""
"Beamte","2002","Thüringen","","","",""
"Angestellte, einfache Tätigkeiten","2003","Schleswig-Holstein","118","0.183299397894767","0.15393662060237","0.212662175187164"
"Angestellte, einfache Tätigkeiten","2003","Hamburg","","","",""
"Angestellte, einfache Tätigkeiten","2003","Niedersachsen","301","0.158299752259039","0.141903920091977","0.1746955844261"
"Angestellte, einfache Tätigkeiten","2003","Bremen","","","",""
"Angestellte, einfache Tätigkeiten","2003","Nordrhein-Westfalen","683","0.15551668603101","0.145110639374398","0.165922732687623"
"Angestellte, einfache Tätigkeiten","2003","Hessen","227","0.155455012661531","0.137094024364955","0.173816000958108"
"Angestellte, einfache Tätigkeiten","2003","Rheinland-Pfalz,Saarland","139","0.146444724330121","0.124988236842182","0.16790121181806"
"Angestellte, einfache Tätigkeiten","2003","Baden-Württemberg","471","0.182095352049774","0.16748974969129","0.196700954408259"
"Angestellte, einfache Tätigkeiten","2003","Bayern","483","0.159903442832461","0.14705304450306","0.172753841161862"
"Angestellte, einfache Tätigkeiten","2003","Saarland","47","0.166025766776228","0.124265598979147","0.207785934573308"
"Angestellte, einfache Tätigkeiten","2003","Berlin","105","0.130366685328353","0.107362886049431","0.153370484607274"
"Angestellte, einfache Tätigkeiten","2003","Brandenburg","121","0.122568219777112","0.101615090205706","0.143521349348518"
"Angestellte, einfache Tätigkeiten","2003","Mecklenburg-Vorpommern","69","0.139458101882472","0.109825053894506","0.169091149870437"
"Angestellte, einfache Tätigkeiten","2003","Sachsen","175","0.103609417103537","0.088723232139354","0.118495602067719"
"Angestellte, einfache Tätigkeiten","2003","Sachsen-Anhalt","80","0.0840660778018987","0.0662607598355227","0.101871395768275"
"Angestellte, einfache Tätigkeiten","2003","Thüringen","123","0.123634711450444","0.102769060481582","0.144500362419307"
"Angestellte, qualifizierte Tätigkeiten","2003","Schleswig-Holstein","158","0.231721940119628","0.199701450557866","0.263742429681389"
"Angestellte, qualifizierte Tätigkeiten","2003","Hamburg","102","0.322677549715321","0.269238769501818","0.376116329928824"
"Angestellte, qualifizierte Tätigkeiten","2003","Niedersachsen","492","0.241353258809529","0.222132921686772","0.260573595932285"
"Angestellte, qualifizierte Tätigkeiten","2003","Bremen","42","0.198183159255404","0.138952791750095","0.257413526760713"
"Angestellte, qualifizierte Tätigkeiten","2003","Nordrhein-Westfalen","1246","0.263270238991078","0.250624135644324","0.275916342337832"
"Angestellte, qualifizierte Tätigkeiten","2003","Hessen","424","0.254586228901228","0.232511343676352","0.276661114126103"
"Angestellte, qualifizierte Tätigkeiten","2003","Rheinland-Pfalz,Saarland","283","0.241656990858798","0.215677031807218","0.267636949910377"
"Angestellte, qualifizierte Tätigkeiten","2003","Baden-Württemberg","746","0.276469969569468","0.259543321396004","0.293396617742931"
"Angestellte, qualifizierte Tätigkeiten","2003","Bayern","900","0.268778705084388","0.253235344429605","0.284322065739171"
"Angestellte, qualifizierte Tätigkeiten","2003","Saarland","66","0.23895796459153","0.191099005448911","0.28681692373415"
"Angestellte, qualifizierte Tätigkeiten","2003","Berlin","222","0.261271594104049","0.231256710021615","0.291286478186482"
"Angestellte, qualifizierte Tätigkeiten","2003","Brandenburg","257","0.244924463547466","0.217447764179973","0.272401162914959"
"Angestellte, qualifizierte Tätigkeiten","2003","Mecklenburg-Vorpommern","136","0.234041871702167","0.197824432874975","0.270259310529359"
"Angestellte, qualifizierte Tätigkeiten","2003","Sachsen","506","0.284503623130912","0.262465085514567","0.306542160747258"
"Angestellte, qualifizierte Tätigkeiten","2003","Sachsen-Anhalt","284","0.25692233903093","0.228885741622385","0.284958936439474"
"Angestellte, qualifizierte Tätigkeiten","2003","Thüringen","259","0.232808305934039","0.206018453193442","0.259598158674636"
"Selbstständige/ManagerInnen","2003","Schleswig-Holstein","59","0.0865184781579287","0.0651836330956098","0.107853323220248"
"Selbstständige/ManagerInnen","2003","Hamburg","","","",""
"Selbstständige/ManagerInnen","2003","Niedersachsen","139","0.0575370412882512","0.0470773100167563","0.067996772559746"
"Selbstständige/ManagerInnen","2003","Bremen","","","",""
"Selbstständige/ManagerInnen","2003","Nordrhein-Westfalen","318","0.04985808706399","0.0436083207375761","0.0561078533904038"
"Selbstständige/ManagerInnen","2003","Hessen","145","0.0784793868468134","0.0648519988263291","0.0921067748672977"
"Selbstständige/ManagerInnen","2003","Rheinland-Pfalz,Saarland","68","0.0624486796576791","0.047763979203823","0.0771333801115352"
"Selbstständige/ManagerInnen","2003","Baden-Württemberg","204","0.0628616450635417","0.0536759202259608","0.0720473699011227"
"Selbstständige/ManagerInnen","2003","Bayern","250","0.064482825687332","0.0558714806118624","0.0730941707628016"
"Selbstständige/ManagerInnen","2003","Saarland","","","",""
"Selbstständige/ManagerInnen","2003","Berlin","67","0.0692634107418938","0.0519168450984012","0.0866099763853864"
"Selbstständige/ManagerInnen","2003","Brandenburg","49","0.0484952631657778","0.0347703875631604","0.0622201387683951"
"Selbstständige/ManagerInnen","2003","Mecklenburg-Vorpommern","32","0.0520374468865088","0.0330388284484812","0.0710360653245365"
"Selbstständige/ManagerInnen","2003","Sachsen","99","0.050568165017239","0.0398651620665571","0.0612711679679209"
"Selbstständige/ManagerInnen","2003","Sachsen-Anhalt","48","0.0395014853781326","0.027002857692374","0.0520001130638912"
"Selbstständige/ManagerInnen","2003","Thüringen","65","0.0630805340262648","0.0476699904934788","0.0784910775590508"
"In Ausbildung","2003","Schleswig-Holstein","56","0.0658706843625954","0.0470456939934459","0.084695674731745"
"In Ausbildung","2003","Hamburg","","","",""
"In Ausbildung","2003","Niedersachsen","145","0.0646345616513864","0.0535902746909712","0.0756788486118015"
"In Ausbildung","2003","Bremen","","","",""
"In Ausbildung","2003","Nordrhein-Westfalen","370","0.0656466318935566","0.0585350938455938","0.0727581699415194"
"In Ausbildung","2003","Hessen","120","0.0764298373415548","0.0629666245862491","0.0898930500968606"
"In Ausbildung","2003","Rheinland-Pfalz,Saarland","94","0.0881096024589544","0.0709072089145583","0.105311996003351"
"In Ausbildung","2003","Baden-Württemberg","239","0.070989334081647","0.0612702440435853","0.0807084241197088"
"In Ausbildung","2003","Bayern","246","0.0620743845735224","0.0536145184604807","0.070534250686564"
"In Ausbildung","2003","Saarland","","","",""
"In Ausbildung","2003","Berlin","83","0.0861805976029113","0.0670079049014135","0.105353290304409"
"In Ausbildung","2003","Brandenburg","88","0.0819699518799703","0.0644428921147923","0.0994970116451483"
"In Ausbildung","2003","Mecklenburg-Vorpommern","55","0.0751509269312142","0.0525996549436991","0.0977021989187294"
"In Ausbildung","2003","Sachsen","144","0.0836110702940572","0.0700901279315024","0.0971320126566119"
"In Ausbildung","2003","Sachsen-Anhalt","94","0.0784774455688976","0.0612217415485354","0.0957331495892599"
"In Ausbildung","2003","Thüringen","98","0.0829164489487273","0.0654363476923007","0.100396550205154"
"In Rente oder Pension","2003","Schleswig-Holstein","158","0.265638198392895","0.232119628829421","0.299156767956368"
"In Rente oder Pension","2003","Hamburg","67","0.294131560066661","0.242047225334756","0.346215894798566"
"In Rente oder Pension","2003","Niedersachsen","453","0.29657819326424","0.276062219244055","0.317094167284425"
"In Rente oder Pension","2003","Bremen","42","0.31782170429173","0.248636346404833","0.387007062178627"
"In Rente oder Pension","2003","Nordrhein-Westfalen","1038","0.26917583913678","0.256440039385928","0.281911638887633"
"In Rente oder Pension","2003","Hessen","294","0.244621898077067","0.222839175748981","0.266404620405154"
"In Rente oder Pension","2003","Rheinland-Pfalz,Saarland","238","0.265243558177743","0.23845187119131","0.292035245164177"
"In Rente oder Pension","2003","Baden-Württemberg","529","0.248505396039027","0.232150433668498","0.264860358409556"
"In Rente oder Pension","2003","Bayern","659","0.274602970332263","0.258954799382959","0.290251141281567"
"In Rente oder Pension","2003","Saarland","83","0.286183187288669","0.235459173043103","0.336907201534235"
"In Rente oder Pension","2003","Berlin","180","0.250536392887694","0.2209318160269","0.280140969748488"
"In Rente oder Pension","2003","Brandenburg","276","0.340385629589297","0.310110644215505","0.370660614963088"
"In Rente oder Pension","2003","Mecklenburg-Vorpommern","124","0.297947272445159","0.258825095607323","0.337069449282996"
"In Rente oder Pension","2003","Sachsen","409","0.316830894730459","0.294105416877424","0.339556372583494"
"In Rente oder Pension","2003","Sachsen-Anhalt","265","0.364743020935983","0.333856038080158","0.395630003791807"
"In Rente oder Pension","2003","Thüringen","248","0.324877402225923","0.295190135168099","0.354564669283746"
"Arbeitslose","2003","Schleswig-Holstein","31","0.062686886084058","0.0442912051081988","0.0810825670599172"
"Arbeitslose","2003","Hamburg","","","",""
"Arbeitslose","2003","Niedersachsen","80","0.0547474101624492","0.0445293055003213","0.0649655148245771"
"Arbeitslose","2003","Bremen","","","",""
"Arbeitslose","2003","Nordrhein-Westfalen","243","0.06219560947898","0.0552607489584744","0.0691304699994855"
"Arbeitslose","2003","Hessen","68","0.0524105216155072","0.0411177212637767","0.0637033219672378"
"Arbeitslose","2003","Rheinland-Pfalz,Saarland","46","0.060765297029354","0.0462668724181287","0.0752637216405793"
"Arbeitslose","2003","Baden-Württemberg","101","0.0391699874984723","0.0318279144544842","0.0465120605424605"
"Arbeitslose","2003","Bayern","118","0.0408882963658957","0.0339451362063044","0.047831456525487"
"Arbeitslose","2003","Saarland","","","",""
"Arbeitslose","2003","Berlin","79","0.107376932535971","0.0862256004984435","0.128528264573499"
"Arbeitslose","2003","Brandenburg","94","0.102385825759089","0.0830163418671408","0.121755309651037"
"Arbeitslose","2003","Mecklenburg-Vorpommern","76","0.150441316484359","0.119860526969927","0.181022105998792"
"Arbeitslose","2003","Sachsen","199","0.122677825566129","0.10665283653264","0.138702814599619"
"Arbeitslose","2003","Sachsen-Anhalt","128","0.146968114579709","0.124248473667879","0.169687755491539"
"Arbeitslose","2003","Thüringen","109","0.129180337213527","0.107919446006881","0.150441228420173"
"Sonstige Nichterwerbspersonen","2003","Schleswig-Holstein","56","0.0712996098574183","0.0517712142354831","0.0908280054793534"
"Sonstige Nichterwerbspersonen","2003","Hamburg","30","0.0841358555323189","0.0524050927804908","0.115866618284147"
"Sonstige Nichterwerbspersonen","2003","Niedersachsen","186","0.0838387494912682","0.0713900789159308","0.0962874200666055"
"Sonstige Nichterwerbspersonen","2003","Bremen","","","",""
"Sonstige Nichterwerbspersonen","2003","Nordrhein-Westfalen","515","0.100629434907469","0.0919910293883526","0.109267840426586"
"Sonstige Nichterwerbspersonen","2003","Hessen","135","0.0981273912639969","0.0830526447074365","0.113202137820557"
"Sonstige Nichterwerbspersonen","2003","Rheinland-Pfalz,Saarland","129","0.109964228792083","0.0909781454039512","0.128950312180215"
"Sonstige Nichterwerbspersonen","2003","Baden-Württemberg","279","0.0890543751966271","0.0782750254836412","0.0998337249096129"
"Sonstige Nichterwerbspersonen","2003","Bayern","294","0.0902737384059822","0.0802262119121777","0.100321264899787"
"Sonstige Nichterwerbspersonen","2003","Saarland","44","0.136202729628808","0.097708379631604","0.174697079626012"
"Sonstige Nichterwerbspersonen","2003","Berlin","43","0.0559139651821541","0.0402170574306927","0.0716108729336155"
"Sonstige Nichterwerbspersonen","2003","Brandenburg","","","",""
"Sonstige Nichterwerbspersonen","2003","Mecklenburg-Vorpommern","","","",""
