"beruf","year","alter_gr","n","percent","lower_confidence","upper_confidence"
"Angestellte, qualifizierte Tätigkeiten","1993","66 und älter","","","",""
"Selbstständige/ManagerInnen","1993","16-34 J.","186","0.0400492580526944","0.034550843014436","0.0455476730909528"
"Selbstständige/ManagerInnen","1993","35-65 J.","513","0.0868444464053994","0.0801159777316027","0.093572915079196"
"Selbstständige/ManagerInnen","1993","66 und älter","","","",""
"In Ausbildung","1993","16-34 J.","1114","0.229324049869402","0.217535062248582","0.241113037490222"
"In Ausbildung","1993","35-65 J.","41","0.00462759167726259","0.00300599389584968","0.0062491894586755"
"In Ausbildung","1993","66 und älter","","","",""
"In Rente oder Pension","1993","16-34 J.","","","",""
"In Rente oder Pension","1993","35-65 J.","885","0.144376421281198","0.135978683007073","0.152774159555322"
"In Rente oder Pension","1993","66 und älter","1415","0.966058387842894","0.956804810147498","0.975311965538289"
"Arbeitslose","1993","16-34 J.","367","0.0678908562786353","0.0608365415102488","0.0749451710470218"
"Arbeitslose","1993","35-65 J.","543","0.0684542377698716","0.0624206575178013","0.0744878180219419"
"Arbeitslose","1993","66 und älter","","","",""
"Sonstige Nichterwerbspersonen","1993","16-34 J.","557","0.105037650847231","0.0964397845027995","0.113635517191662"
"Sonstige Nichterwerbspersonen","1993","35-65 J.","774","0.124005910727249","0.116131018699853","0.131880802754646"
"Sonstige Nichterwerbspersonen","1993","66 und älter","","","",""
"Beamte","1993","16-34 J.","133","0.03316308455945","0.0281417416768397","0.0381844274420604"
"Beamte","1993","35-65 J.","278","0.0572687138463292","0.0517170200857027","0.0628204076069556"
"Beamte","1993","66 und älter","","","",""
"Angestellte, einfache Tätigkeiten","1994","16-34 J.","879","0.162114967798357","0.151679943619831","0.172549991976882"
"Angestellte, einfache Tätigkeiten","1994","35-65 J.","1406","0.186260166707328","0.176852738140396","0.19566759527426"
"Angestellte, einfache Tätigkeiten","1994","66 und älter","","","",""
"Angestellte, qualifizierte Tätigkeiten","1994","16-34 J.","1536","0.350289858691615","0.336782722113953","0.363796995269277"
"Angestellte, qualifizierte Tätigkeiten","1994","35-65 J.","2134","0.318734838974537","0.307474771161237","0.329994906787837"
"Angestellte, qualifizierte Tätigkeiten","1994","66 und älter","","","",""
"Selbstständige/ManagerInnen","1994","16-34 J.","185","0.0413432819065361","0.0357065974864014","0.0469799663266708"
"Selbstständige/ManagerInnen","1994","35-65 J.","504","0.0840160159351213","0.0773126468903613","0.0907193849798814"
"Selbstständige/ManagerInnen","1994","66 und älter","","","",""
"In Ausbildung","1994","16-34 J.","1034","0.213135565321907","0.201540649313435","0.224730481330379"
"In Ausbildung","1994","35-65 J.","35","0.00461554704714591","0.0029776931233458","0.00625340097094601"
"In Ausbildung","1994","66 und älter","","","",""
"In Rente oder Pension","1994","16-34 J.","","","",""
"In Rente oder Pension","1994","35-65 J.","847","0.141245891187296","0.13283018677124","0.149661595603352"
"In Rente oder Pension","1994","66 und älter","1431","0.963057559328903","0.953486663397823","0.972628455259983"
"Arbeitslose","1994","16-34 J.","417","0.0784766070715473","0.0708626052299288","0.0860906089131658"
"Arbeitslose","1994","35-65 J.","615","0.0817902538580725","0.0751682432065064","0.0884122645096385"
"Arbeitslose","1994","66 und älter","","","",""
"Sonstige Nichterwerbspersonen","1994","16-34 J.","579","0.112584964213334","0.10363557750092","0.121534350925747"
"Sonstige Nichterwerbspersonen","1994","35-65 J.","758","0.125153420159567","0.117157739173768","0.133149101145366"
"Sonstige Nichterwerbspersonen","1994","66 und älter","31","0.0181372066259383","0.0113658719204863","0.0249085413313904"
"Beamte","1994","16-34 J.","149","0.0390560037424966","0.0335709280252575","0.0445410794597357"
"Beamte","1994","35-65 J.","280","0.0581838661309322","0.0525273048242262","0.0638404274376382"
"Beamte","1994","66 und älter","","","",""
"Angestellte, einfache Tätigkeiten","1995","16-34 J.","969","0.175718799472305","0.16508765587411","0.186349943070501"
"Angestellte, einfache Tätigkeiten","1995","35-65 J.","1499","0.183216194183493","0.174037855695498","0.192394532671488"
"Angestellte, einfache Tätigkeiten","1995","66 und älter","","","",""
"Angestellte, qualifizierte Tätigkeiten","1995","16-34 J.","1550","0.338150913455269","0.324935889872021","0.351365937038517"
"Angestellte, qualifizierte Tätigkeiten","1995","35-65 J.","2216","0.324111460605115","0.313006594738511","0.335216326471719"
"Angestellte, qualifizierte Tätigkeiten","1995","66 und älter","","","",""
"Selbstständige/ManagerInnen","1995","16-34 J.","171","0.0362149541063525","0.030996195194324","0.041433713018381"
"Selbstständige/ManagerInnen","1995","35-65 J.","517","0.0819733743457977","0.0754646987366957","0.0884820499548997"
"Selbstständige/ManagerInnen","1995","66 und älter","","","",""
"In Ausbildung","1995","16-34 J.","1123","0.230057194758495","0.218300633379279","0.241813756137712"
"In Ausbildung","1995","35-65 J.","37","0.00568864953110151","0.0039042406763213","0.00747305838588172"
"In Ausbildung","1995","66 und älter","","","",""
"In Rente oder Pension","1995","16-34 J.","","","",""
"In Rente oder Pension","1995","35-65 J.","862","0.143054452896993","0.134747229578284","0.151361676215703"
"In Rente oder Pension","1995","66 und älter","1450","0.956209308207633","0.945928952274097","0.966489664141169"
"Arbeitslose","1995","16-34 J.","360","0.0701214941845677","0.0629885001876153","0.0772544881815201"
"Arbeitslose","1995","35-65 J.","634","0.0833503944349076","0.0767922030013787","0.0899085858684365"
"Arbeitslose","1995","66 und älter","","","",""
"Sonstige Nichterwerbspersonen","1995","16-34 J.","600","0.112360579203037","0.103538753998072","0.121182404408001"
"Sonstige Nichterwerbspersonen","1995","35-65 J.","769","0.12109911624673","0.113358616167702","0.128839616325757"
"Sonstige Nichterwerbspersonen","1995","66 und älter","37","0.0189158529059411","0.0120719024340196","0.0257598033778626"
"Beamte","1995","16-34 J.","139","0.0351457136240129","0.0300017223714535","0.0402897048765723"
"Beamte","1995","35-65 J.","290","0.0575063577558622","0.051982713157373","0.0630300023543514"
"Beamte","1995","66 und älter","","","",""
"Angestellte, einfache Tätigkeiten","1996","16-34 J.","869","0.169294439276892","0.158629799476576","0.179959079077207"
"Angestellte, einfache Tätigkeiten","1996","35-65 J.","1393","0.176617537946332","0.16750737772318","0.185727698169484"
"Angestellte, einfache Tätigkeiten","1996","66 und älter","","","",""
"Angestellte, qualifizierte Tätigkeiten","1996","16-34 J.","1511","0.338959252132919","0.325497885645309","0.35242061862053"
"Angestellte, qualifizierte Tätigkeiten","1996","35-65 J.","2273","0.333887245504363","0.32262092543474","0.345153565573986"
"Angestellte, qualifizierte Tätigkeiten","1996","66 und älter","","","",""
"Selbstständige/ManagerInnen","1996","16-34 J.","177","0.0390875634107745","0.0335761562933362","0.0445989705282128"
"Selbstständige/ManagerInnen","1996","35-65 J.","519","0.0844991218082424","0.0778545993133895","0.0911436443030954"
"Selbstständige/ManagerInnen","1996","66 und älter","","","",""
"In Ausbildung","1996","16-34 J.","1066","0.223207000162517","0.211365469519297","0.235048530805738"
"In Ausbildung","1996","35-65 J.","49","0.0061655587098565","0.00429551595437767","0.00803560146533533"
"In Ausbildung","1996","66 und älter","","","",""
"In Rente oder Pension","1996","16-34 J.","","","",""
"In Rente oder Pension","1996","35-65 J.","859","0.146948040837753","0.138489841069074","0.155406240606432"
"In Rente oder Pension","1996","66 und älter","1469","0.9548845107374","0.944541637684059","0.965227383790741"
"Arbeitslose","1996","16-34 J.","355","0.0709989901846041","0.0636954156592189","0.0783025647099892"
"Arbeitslose","1996","35-65 J.","638","0.0851992242042201","0.078529784079799","0.0918686643286413"
"Arbeitslose","1996","66 und älter","","","",""
"Sonstige Nichterwerbspersonen","1996","16-34 J.","621","0.121329561317473","0.112044225661843","0.130614896973103"
"Sonstige Nichterwerbspersonen","1996","35-65 J.","725","0.112645116372547","0.105092226512239","0.120198006232856"
"Sonstige Nichterwerbspersonen","1996","66 und älter","36","0.0188413240502474","0.0120660281368621","0.0256166199636327"
"Beamte","1996","16-34 J.","138","0.0348109240778753","0.029598193711694","0.0400236544440567"
"Beamte","1996","35-65 J.","275","0.0540381546166857","0.0486368911706868","0.0594394180626845"
"Beamte","1996","66 und älter","","","",""
"Angestellte, einfache Tätigkeiten","1997","16-34 J.","808","0.159550131545071","0.148963383653751","0.170136879436391"
