year,bula_h,regtyp,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,Berlin,Urban regions,No,0.28106,65,249,0.22511,0.33701
2005,Brandenburg,Rural regions,Yes,0.67667,164,241,0.61749,0.73584
2005,Brandenburg,Rural regions,No,0.32333,77,241,0.26416,0.38251
2005,Mecklenburg-Western Pomerania,Rural regions,Yes,0.54602,82,132,0.46076,0.63128
2005,Mecklenburg-Western Pomerania,Rural regions,No,0.45398,50,132,0.36872,0.53924
2005,Saxony,Urban regions,Yes,0.68314,176,249,0.62524,0.74105
2005,Saxony,Urban regions,No,0.31686,73,249,0.25895,0.37476
2005,Saxony,Rural regions,Yes,0.69214,195,279,0.63787,0.74640
2005,Saxony,Rural regions,No,0.30786,84,279,0.25360,0.36213
2005,Saxony-Anhalt,Urban regions,Yes,0.73565,48,48,0.60958,0.86173
2005,Saxony-Anhalt,Rural regions,Yes,0.61377,151,243,0.55243,0.67512
2005,Saxony-Anhalt,Rural regions,No,0.38623,92,243,0.32488,0.44757
2005,Thuringa,Urban regions,Yes,0.64405,66,66,0.52765,0.76045
2005,Thuringa,Rural regions,Yes,0.60137,128,202,0.53368,0.66906
2005,Thuringa,Rural regions,No,0.39863,74,202,0.33094,0.46632
2006,Schleswig-Holstein,Urban regions,Yes,0.63141,59,99,0.53589,0.72692
2006,Schleswig-Holstein,Urban regions,No,0.36859,40,99,0.27308,0.46411
2006,Schleswig-Holstein,Rural regions,Yes,0.72303,86,120,0.64262,0.80343
2006,Schleswig-Holstein,Rural regions,No,0.27697,34,120,0.19657,0.35738
2006,Hamburg,Urban regions,Yes,0.66993,71,71,0.55977,0.78009
2006,Lower Saxony,Urban regions,Yes,0.68377,196,283,0.62949,0.73804
2006,Lower Saxony,Urban regions,No,0.31623,87,283,0.26196,0.37051
2006,Lower Saxony,Rural regions,Yes,0.68268,222,321,0.63168,0.73368
2006,Lower Saxony,Rural regions,No,0.31732,99,321,0.26632,0.36832
2006,Bremen,Urban regions,Yes,0.79631,39,39,0.66825,0.92436
2006,North Rhine-Westphalia,Urban regions,Yes,0.75144,1083,1424,0.72899,0.77390
2006,North Rhine-Westphalia,Urban regions,No,0.24856,341,1424,0.22610,0.27101
2006,Hesse,Urban regions,Yes,0.71031,355,476,0.66952,0.75111
2006,Hesse,Urban regions,No,0.28969,121,476,0.24889,0.33048
2006,Hesse,Rural regions,Yes,0.77705,66,66,0.67586,0.87823
2006,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.77534,236,305,0.72842,0.82226
2006,"Rhineland-Palatinate, Saarland",Urban regions,No,0.22466,69,305,0.17774,0.27158
2006,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.67180,73,108,0.58282,0.76077
2006,"Rhineland-Palatinate, Saarland",Rural regions,No,0.32820,35,108,0.23923,0.41718
2006,Baden-Wuerttemberg,Urban regions,Yes,0.76428,671,863,0.73595,0.79262
2006,Baden-Wuerttemberg,Urban regions,No,0.23572,192,863,0.20738,0.26405
2006,Baden-Wuerttemberg,Rural regions,Yes,0.63727,63,63,0.51759,0.75695
2006,Bavaria,Urban regions,Yes,0.75755,419,558,0.72196,0.79314
2006,Bavaria,Urban regions,No,0.24245,139,558,0.20686,0.27804
2006,Bavaria,Rural regions,Yes,0.66117,391,579,0.62259,0.69976
2006,Bavaria,Rural regions,No,0.33883,188,579,0.30024,0.37741
2006,Berlin,Urban regions,Yes,0.70687,190,257,0.65111,0.76263
2006,Berlin,Urban regions,No,0.29313,67,257,0.23737,0.34889
2006,Brandenburg,Rural regions,Yes,0.71660,193,266,0.66234,0.77086
2006,Brandenburg,Rural regions,No,0.28340,73,266,0.22914,0.33766
2006,Mecklenburg-Western Pomerania,Rural regions,Yes,0.67418,98,150,0.59893,0.74944
2006,Mecklenburg-Western Pomerania,Rural regions,No,0.32582,52,150,0.25056,0.40107
2006,Saxony,Urban regions,Yes,0.73897,210,286,0.68798,0.78996
2006,Saxony,Urban regions,No,0.26103,76,286,0.21004,0.31202
2006,Saxony,Rural regions,Yes,0.71546,201,283,0.66280,0.76812
2006,Saxony,Rural regions,No,0.28454,82,283,0.23188,0.33720
2006,Saxony-Anhalt,Urban regions,Yes,0.78014,49,49,0.66297,0.89730
2006,Saxony-Anhalt,Rural regions,Yes,0.60835,169,250,0.54772,0.66898
2006,Saxony-Anhalt,Rural regions,No,0.39165,81,250,0.33102,0.45228
2006,Thuringa,Urban regions,Yes,0.69435,66,66,0.58235,0.80634
2006,Thuringa,Rural regions,Yes,0.67355,159,233,0.61321,0.73389
2006,Thuringa,Rural regions,No,0.32645,74,233,0.26611,0.38679
2007,Schleswig-Holstein,Urban regions,Yes,0.77058,47,47,0.64908,0.89209
2007,Schleswig-Holstein,Rural regions,Yes,0.63643,69,101,0.54215,0.73071
2007,Schleswig-Holstein,Rural regions,No,0.36357,32,101,0.26929,0.45785
2007,Hamburg,Urban regions,Yes,0.69173,76,76,0.58722,0.79624
2007,Lower Saxony,Urban regions,Yes,0.78799,205,273,0.73941,0.83656
2007,Lower Saxony,Urban regions,No,0.21201,68,273,0.16344,0.26059
2007,Lower Saxony,Rural regions,Yes,0.72808,237,324,0.67955,0.77660
2007,Lower Saxony,Rural regions,No,0.27192,87,324,0.22340,0.32045
2007,Bremen,Urban regions,Yes,0.73292,37,37,0.58839,0.87744
2007,North Rhine-Westphalia,Urban regions,Yes,0.78841,1032,1308,0.76627,0.81055
2007,North Rhine-Westphalia,Urban regions,No,0.21159,276,1308,0.18945,0.23373
2007,Hesse,Urban regions,Yes,0.74563,316,413,0.70358,0.78769
2007,Hesse,Urban regions,No,0.25437,97,413,0.21231,0.29642
2007,Hesse,Rural regions,Yes,0.82736,62,62,0.73252,0.92220
2007,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.68704,191,269,0.63152,0.74255
2007,"Rhineland-Palatinate, Saarland",Urban regions,No,0.31296,78,269,0.25745,0.36848
2007,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.57364,56,92,0.47203,0.67525
2007,"Rhineland-Palatinate, Saarland",Rural regions,No,0.42636,36,92,0.32475,0.52797
2007,Baden-Wuerttemberg,Urban regions,Yes,0.79978,621,791,0.77187,0.82768
2007,Baden-Wuerttemberg,Urban regions,No,0.20022,170,791,0.17232,0.22813
2007,Baden-Wuerttemberg,Rural regions,Yes,0.71306,65,65,0.60223,0.82388
2007,Bavaria,Urban regions,Yes,0.77721,399,519,0.74137,0.81304
2007,Bavaria,Urban regions,No,0.22279,120,519,0.18696,0.25863
2007,Bavaria,Rural regions,Yes,0.69959,382,533,0.66063,0.73854
2007,Bavaria,Rural regions,No,0.30041,151,533,0.26146,0.33937
2007,Berlin,Urban regions,Yes,0.74040,181,247,0.68561,0.79518
2007,Berlin,Urban regions,No,0.25960,66,247,0.20482,0.31439
2007,Brandenburg,Rural regions,Yes,0.61514,178,257,0.55553,0.67474
2007,Brandenburg,Rural regions,No,0.38486,79,257,0.32526,0.44447
2007,Mecklenburg-Western Pomerania,Rural regions,Yes,0.66581,96,147,0.58930,0.74233
2007,Mecklenburg-Western Pomerania,Rural regions,No,0.33419,51,147,0.25767,0.41070
2007,Saxony,Urban regions,Yes,0.73255,196,264,0.67906,0.78605
2007,Saxony,Urban regions,No,0.26745,68,264,0.21395,0.32094
2007,Saxony,Rural regions,Yes,0.68372,192,288,0.62992,0.73752
2007,Saxony,Rural regions,No,0.31628,96,288,0.26248,0.37008
2007,Saxony-Anhalt,Urban regions,Yes,0.78876,49,49,0.67329,0.90424
2007,Saxony-Anhalt,Rural regions,Yes,0.66993,172,260,0.61266,0.72720
2007,Saxony-Anhalt,Rural regions,No,0.33007,88,260,0.27280,0.38734
2007,Thuringa,Urban regions,Yes,0.69313,64,64,0.57924,0.80702
2007,Thuringa,Rural regions,Yes,0.70826,167,231,0.64951,0.76701
2007,Thuringa,Rural regions,No,0.29174,64,231,0.23299,0.35049
2008,Schleswig-Holstein,Urban regions,Yes,0.79078,48,48,0.67449,0.90707
2008,Schleswig-Holstein,Rural regions,Yes,0.68753,74,106,0.59887,0.77618
2008,Schleswig-Holstein,Rural regions,No,0.31247,32,106,0.22382,0.40113
2008,Hamburg,Urban regions,Yes,0.75596,71,71,0.65534,0.85658
2008,Lower Saxony,Urban regions,Yes,0.72843,198,268,0.67508,0.78178
2008,Lower Saxony,Urban regions,No,0.27157,70,268,0.21822,0.32492
2008,Lower Saxony,Rural regions,Yes,0.69082,216,300,0.63843,0.74320
2008,Lower Saxony,Rural regions,No,0.30918,84,300,0.25680,0.36157
2008,Bremen,Urban regions,Yes,0.68706,37,37,0.53559,0.83854
2008,North Rhine-Westphalia,Urban regions,Yes,0.74690,955,1262,0.72290,0.77090
2008,North Rhine-Westphalia,Urban regions,No,0.25310,307,1262,0.22910,0.27710
2008,Hesse,Urban regions,Yes,0.74290,320,426,0.70135,0.78445
2008,Hesse,Urban regions,No,0.25710,106,426,0.21555,0.29865
2008,Hesse,Rural regions,Yes,0.71797,49,49,0.59066,0.84527
2008,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.64137,183,274,0.58448,0.69826
2008,"Rhineland-Palatinate, Saarland",Urban regions,No,0.35863,91,274,0.30174,0.41552
2008,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.52534,58,90,0.42159,0.62909
2008,"Rhineland-Palatinate, Saarland",Rural regions,No,0.47466,32,90,0.37091,0.57841
2008,Baden-Wuerttemberg,Urban regions,Yes,0.79362,601,775,0.76511,0.82213
2008,Baden-Wuerttemberg,Urban regions,No,0.20638,174,775,0.17787,0.23489
2008,Baden-Wuerttemberg,Rural regions,Yes,0.69229,67,67,0.58094,0.80364
2008,Bavaria,Urban regions,Yes,0.79776,394,518,0.76314,0.83238
2008,Bavaria,Urban regions,No,0.20224,124,518,0.16762,0.23686
2008,Bavaria,Rural regions,Yes,0.69724,376,534,0.65823,0.73624
2008,Bavaria,Rural regions,No,0.30276,158,534,0.26376,0.34177
2008,Berlin,Urban regions,Yes,0.74046,189,255,0.68655,0.79438
2008,Berlin,Urban regions,No,0.25954,66,255,0.20562,0.31345
2008,Brandenburg,Rural regions,Yes,0.67999,166,226,0.61904,0.74094
2008,Brandenburg,Rural regions,No,0.32001,60,226,0.25906,0.38096
2008,Mecklenburg-Western Pomerania,Rural regions,Yes,0.57111,82,142,0.48942,0.65280
2008,Mecklenburg-Western Pomerania,Rural regions,No,0.42889,60,142,0.34720,0.51058
2008,Saxony,Urban regions,Yes,0.72770,201,275,0.67499,0.78041
2008,Saxony,Urban regions,No,0.27230,74,275,0.21959,0.32501
2008,Saxony,Rural regions,Yes,0.66033,193,283,0.60505,0.71561
2008,Saxony,Rural regions,No,0.33967,90,283,0.28439,0.39495
2008,Saxony-Anhalt,Urban regions,Yes,0.86782,53,53,0.77577,0.95988
2008,Saxony-Anhalt,Rural regions,Yes,0.63352,178,270,0.57594,0.69110
2008,Saxony-Anhalt,Rural regions,No,0.36648,92,270,0.30890,0.42406
2008,Thuringa,Urban regions,Yes,0.62808,52,52,0.49543,0.76073
2008,Thuringa,Rural regions,Yes,0.67351,154,219,0.61126,0.73576
2008,Thuringa,Rural regions,No,0.32649,65,219,0.26424,0.38874
2009,Schleswig-Holstein,Urban regions,Yes,0.72924,33,33,0.57528,0.88320
2009,Schleswig-Holstein,Rural regions,Yes,0.66523,62,62,0.54680,0.78365
2009,Hamburg,Urban regions,Yes,0.75477,71,71,0.65399,0.85556
2009,Lower Saxony,Urban regions,Yes,0.77096,184,251,0.71887,0.82305
2009,Lower Saxony,Urban regions,No,0.22904,67,251,0.17695,0.28113
2009,Lower Saxony,Rural regions,Yes,0.60255,187,285,0.54563,0.65947
2009,Lower Saxony,Rural regions,No,0.39745,98,285,0.34053,0.45437
2009,North Rhine-Westphalia,Urban regions,Yes,0.78337,814,1077,0.75875,0.80798
2009,North Rhine-Westphalia,Urban regions,No,0.21663,263,1077,0.19202,0.24125
2009,Hesse,Urban regions,Yes,0.67182,262,371,0.62398,0.71967
2009,Hesse,Urban regions,No,0.32818,109,371,0.28033,0.37602
2009,Hesse,Rural regions,Yes,0.69748,47,47,0.56474,0.83023
2009,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.70080,155,225,0.64084,0.76077
2009,"Rhineland-Palatinate, Saarland",Urban regions,No,0.29920,70,225,0.23923,0.35916
2009,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.61247,53,53,0.48006,0.74489
2009,Baden-Wuerttemberg,Urban regions,Yes,0.69248,456,651,0.65701,0.72796
2009,Baden-Wuerttemberg,Urban regions,No,0.30752,195,651,0.27204,0.34299
2009,Baden-Wuerttemberg,Rural regions,Yes,0.69567,58,58,0.57621,0.81512
2009,Bavaria,Urban regions,Yes,0.73693,347,475,0.69729,0.77657
2009,Bavaria,Urban regions,No,0.26307,128,475,0.22343,0.30271
2009,Bavaria,Rural regions,Yes,0.70869,334,489,0.66838,0.74900
2009,Bavaria,Rural regions,No,0.29131,155,489,0.25100,0.33162
2009,Berlin,Urban regions,Yes,0.71804,166,225,0.65912,0.77697
2009,Berlin,Urban regions,No,0.28196,59,225,0.22303,0.34088
2009,Brandenburg,Rural regions,Yes,0.70381,147,215,0.64264,0.76499
2009,Brandenburg,Rural regions,No,0.29619,68,215,0.23501,0.35736
2009,Mecklenburg-Western Pomerania,Rural regions,Yes,0.49794,76,131,0.41199,0.58389
2009,Mecklenburg-Western Pomerania,Rural regions,No,0.50206,55,131,0.41611,0.58801
2009,Saxony,Urban regions,Yes,0.71811,184,258,0.66310,0.77312
2009,Saxony,Urban regions,No,0.28189,74,258,0.22688,0.33690
2009,Saxony,Rural regions,Yes,0.67191,182,262,0.61495,0.72887
2009,Saxony,Rural regions,No,0.32809,80,262,0.27113,0.38505
2009,Saxony-Anhalt,Urban regions,Yes,0.78286,38,38,0.65001,0.91571
2009,Saxony-Anhalt,Rural regions,Yes,0.68570,169,238,0.62660,0.74481
2009,Saxony-Anhalt,Rural regions,No,0.31430,69,238,0.25519,0.37340
2009,Thuringa,Urban regions,Yes,0.80014,54,54,0.69248,0.90780
2009,Thuringa,Rural regions,Yes,0.60408,122,193,0.53491,0.67326
2009,Thuringa,Rural regions,No,0.39592,71,193,0.32674,0.46509
2010,Schleswig-Holstein,Urban regions,Yes,0.63436,69,100,0.53949,0.72923
2010,Schleswig-Holstein,Urban regions,No,0.36564,31,100,0.27077,0.46051
2010,Schleswig-Holstein,Rural regions,Yes,0.72146,114,158,0.65133,0.79158
2010,Schleswig-Holstein,Rural regions,No,0.27854,44,158,0.20842,0.34867
2010,Hamburg,Urban regions,Yes,0.77663,93,93,0.69152,0.86174
2010,Lower Saxony,Urban regions,Yes,0.65911,228,341,0.60872,0.70949
2010,Lower Saxony,Urban regions,No,0.34089,113,341,0.29051,0.39128
2010,Lower Saxony,Rural regions,Yes,0.67496,275,390,0.62841,0.72151
2010,Lower Saxony,Rural regions,No,0.32504,115,390,0.27849,0.37159
2010,Bremen,Urban regions,Yes,0.62522,45,45,0.48219,0.76826
2010,North Rhine-Westphalia,Urban regions,Yes,0.71496,1079,1506,0.69215,0.73777
2010,North Rhine-Westphalia,Urban regions,No,0.28504,427,1506,0.26223,0.30785
2010,Hesse,Urban regions,Yes,0.71830,375,525,0.67979,0.75682
2010,Hesse,Urban regions,No,0.28170,150,525,0.24318,0.32021
2010,Hesse,Rural regions,Yes,0.69133,80,116,0.60690,0.77576
2010,Hesse,Rural regions,No,0.30867,36,116,0.22424,0.39310
2010,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.67307,209,324,0.62191,0.72423
2010,"Rhineland-Palatinate, Saarland",Urban regions,No,0.32693,115,324,0.27577,0.37809
2010,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.55380,67,120,0.46448,0.64311
2010,"Rhineland-Palatinate, Saarland",Rural regions,No,0.44620,53,120,0.35689,0.53552
2010,Baden-Wuerttemberg,Urban regions,Yes,0.67956,678,968,0.65015,0.70897
2010,Baden-Wuerttemberg,Urban regions,No,0.32044,290,968,0.29103,0.34985
2010,Baden-Wuerttemberg,Rural regions,Yes,0.61911,76,113,0.52918,0.70905
2010,Baden-Wuerttemberg,Rural regions,No,0.38089,37,113,0.29095,0.47082
2010,Bavaria,Urban regions,Yes,0.73607,434,618,0.70129,0.77085
2010,Bavaria,Urban regions,No,0.26393,184,618,0.22915,0.29871
2010,Bavaria,Rural regions,Yes,0.63703,509,767,0.60298,0.67109
2010,Bavaria,Rural regions,No,0.36297,258,767,0.32891,0.39702
2010,Berlin,Urban regions,Yes,0.71590,212,293,0.66418,0.76763
2010,Berlin,Urban regions,No,0.28410,81,293,0.23237,0.33582
2010,Brandenburg,Rural regions,Yes,0.57780,170,266,0.51833,0.63726
2010,Brandenburg,Rural regions,No,0.42220,96,266,0.36274,0.48167
2010,Mecklenburg-Western Pomerania,Rural regions,Yes,0.58887,106,162,0.51287,0.66488
2010,Mecklenburg-Western Pomerania,Rural regions,No,0.41113,56,162,0.33512,0.48713
2010,Saxony,Urban regions,Yes,0.71568,226,320,0.66618,0.76518
2010,Saxony,Urban regions,No,0.28432,94,320,0.23482,0.33382
2010,Saxony,Rural regions,Yes,0.63701,208,317,0.58399,0.69003
2010,Saxony,Rural regions,No,0.36299,109,317,0.30997,0.41601
2010,Saxony-Anhalt,Urban regions,Yes,0.78620,40,40,0.65752,0.91487
2010,Saxony-Anhalt,Rural regions,Yes,0.64112,186,279,0.58473,0.69750
2010,Saxony-Anhalt,Rural regions,No,0.35888,93,279,0.30250,0.41527
2010,Thuringa,Urban regions,Yes,0.52548,78,124,0.43723,0.61373
2010,Thuringa,Urban regions,No,0.47452,46,124,0.38627,0.56277
2010,Thuringa,Rural regions,Yes,0.67435,154,231,0.61379,0.73491
2010,Thuringa,Rural regions,No,0.32565,77,231,0.26509,0.38621
2011,Schleswig-Holstein,Urban regions,Yes,0.80924,87,123,0.73952,0.87896
2011,Schleswig-Holstein,Urban regions,No,0.19076,36,123,0.12104,0.26048
2011,Schleswig-Holstein,Rural regions,Yes,0.72764,182,242,0.67143,0.78384
2011,Schleswig-Holstein,Rural regions,No,0.27236,60,242,0.21616,0.32857
2011,Hamburg,Urban regions,Yes,0.74322,98,98,0.65628,0.83016
2011,Lower Saxony,Urban regions,Yes,0.74460,308,410,0.70233,0.78686
2011,Lower Saxony,Urban regions,No,0.25540,102,410,0.21314,0.29767
2011,Lower Saxony,Rural regions,Yes,0.71015,397,553,0.67231,0.74800
2011,Lower Saxony,Rural regions,No,0.28985,156,553,0.25200,0.32769
2011,Bremen,Urban regions,Yes,0.68597,45,45,0.54883,0.82312
2011,North Rhine-Westphalia,Urban regions,Yes,0.78098,1370,1796,0.76185,0.80012
2011,North Rhine-Westphalia,Urban regions,No,0.21902,426,1796,0.19988,0.23815
2011,North Rhine-Westphalia,Rural regions,Yes,0.69207,38,38,0.54332,0.84082
2011,Hesse,Urban regions,Yes,0.75130,458,609,0.71694,0.78566
2011,Hesse,Urban regions,No,0.24870,151,609,0.21434,0.28306
2011,Hesse,Rural regions,Yes,0.66272,97,148,0.58629,0.73915
2011,Hesse,Rural regions,No,0.33728,51,148,0.26085,0.41371
2011,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.65137,255,378,0.60326,0.69947
2011,"Rhineland-Palatinate, Saarland",Urban regions,No,0.34863,123,378,0.30053,0.39674
2011,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.57340,81,141,0.49147,0.65533
2011,"Rhineland-Palatinate, Saarland",Rural regions,No,0.42660,60,141,0.34467,0.50853
2011,Baden-Wuerttemberg,Urban regions,Yes,0.79347,939,1180,0.77036,0.81658
2011,Baden-Wuerttemberg,Urban regions,No,0.20653,241,1180,0.18342,0.22964
2011,Baden-Wuerttemberg,Rural regions,Yes,0.69931,110,150,0.62568,0.77294
2011,Baden-Wuerttemberg,Rural regions,No,0.30069,40,150,0.22706,0.37432
2011,Bavaria,Urban regions,Yes,0.79588,607,769,0.76737,0.82438
2011,Bavaria,Urban regions,No,0.20412,162,769,0.17562,0.23263
2011,Bavaria,Rural regions,Yes,0.70775,692,938,0.67863,0.73687
2011,Bavaria,Rural regions,No,0.29225,246,938,0.26313,0.32137
2011,Berlin,Urban regions,Yes,0.78389,271,347,0.74052,0.82726
2011,Berlin,Urban regions,No,0.21611,76,347,0.17274,0.25948
2011,Brandenburg,Urban regions,Yes,0.75280,32,32,0.60094,0.90466
2011,Brandenburg,Rural regions,Yes,0.67264,232,336,0.62239,0.72289
2011,Brandenburg,Rural regions,No,0.32736,104,336,0.27711,0.37761
2011,Mecklenburg-Western Pomerania,Rural regions,Yes,0.63654,129,196,0.56903,0.70405
2011,Mecklenburg-Western Pomerania,Rural regions,No,0.36346,67,196,0.29595,0.43097
2011,Saxony,Urban regions,Yes,0.64697,247,362,0.59767,0.69627
2011,Saxony,Urban regions,No,0.35303,115,362,0.30373,0.40233
2011,Saxony,Rural regions,Yes,0.76663,256,350,0.72225,0.81101
2011,Saxony,Rural regions,No,0.23337,94,350,0.18899,0.27775
2011,Saxony-Anhalt,Urban regions,Yes,0.67027,53,53,0.54249,0.79805
2011,Saxony-Anhalt,Rural regions,Yes,0.66908,222,323,0.61769,0.72048
2011,Saxony-Anhalt,Rural regions,No,0.33092,101,323,0.27952,0.38231
2011,Thuringa,Urban regions,Yes,0.79960,103,141,0.73329,0.86591
2011,Thuringa,Urban regions,No,0.20040,38,141,0.13409,0.26671
2011,Thuringa,Rural regions,Yes,0.62778,174,263,0.56924,0.68631
2011,Thuringa,Rural regions,No,0.37222,89,263,0.31369,0.43076
2012,Schleswig-Holstein,Urban regions,Yes,0.84595,96,96,0.77336,0.91854
2012,Schleswig-Holstein,Rural regions,Yes,0.71027,184,260,0.65502,0.76552
2012,Schleswig-Holstein,Rural regions,No,0.28973,76,260,0.23448,0.34498
2012,Hamburg,Urban regions,Yes,0.68526,100,100,0.59377,0.77674
2012,Lower Saxony,Urban regions,Yes,0.67527,273,381,0.62819,0.72235
2012,Lower Saxony,Urban regions,No,0.32473,108,381,0.27765,0.37181
2012,Lower Saxony,Rural regions,Yes,0.76741,414,551,0.73211,0.80272
2012,Lower Saxony,Rural regions,No,0.23259,137,551,0.19728,0.26789
2012,Bremen,Urban regions,Yes,0.76814,55,55,0.65557,0.88070
2012,North Rhine-Westphalia,Urban regions,Yes,0.71243,1322,1858,0.69184,0.73302
2012,North Rhine-Westphalia,Urban regions,No,0.28757,536,1858,0.26698,0.30816
2012,North Rhine-Westphalia,Rural regions,Yes,0.71687,36,36,0.56762,0.86613
2012,Hesse,Urban regions,Yes,0.72844,443,612,0.69318,0.76371
2012,Hesse,Urban regions,No,0.27156,169,612,0.23629,0.30682
2012,Hesse,Rural regions,Yes,0.65039,109,165,0.57741,0.72337
2012,Hesse,Rural regions,No,0.34961,56,165,0.27663,0.42259
2012,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.67450,267,397,0.62835,0.72065
2012,"Rhineland-Palatinate, Saarland",Urban regions,No,0.32550,130,397,0.27935,0.37165
2012,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.58599,87,140,0.50410,0.66787
2012,"Rhineland-Palatinate, Saarland",Rural regions,No,0.41401,53,140,0.33213,0.49590
2012,Baden-Wuerttemberg,Urban regions,Yes,0.77050,942,1224,0.74693,0.79407
2012,Baden-Wuerttemberg,Urban regions,No,0.22950,282,1224,0.20593,0.25307
2012,Baden-Wuerttemberg,Rural regions,Yes,0.75436,102,143,0.68356,0.82516
2012,Baden-Wuerttemberg,Rural regions,No,0.24564,41,143,0.17484,0.31644
2012,Bavaria,Urban regions,Yes,0.75865,561,769,0.72838,0.78891
2012,Bavaria,Urban regions,No,0.24135,208,769,0.21109,0.27162
2012,Bavaria,Rural regions,Yes,0.71271,712,1007,0.68475,0.74067
2012,Bavaria,Rural regions,No,0.28729,295,1007,0.25933,0.31525
2012,Berlin,Urban regions,Yes,0.76513,282,376,0.72223,0.80804
2012,Berlin,Urban regions,No,0.23487,94,376,0.19196,0.27777
2012,Brandenburg,Urban regions,Yes,0.79312,32,32,0.65053,0.93572
2012,Brandenburg,Rural regions,Yes,0.62382,220,321,0.57074,0.67689
2012,Brandenburg,Rural regions,No,0.37618,101,321,0.32311,0.42926
2012,Mecklenburg-Western Pomerania,Rural regions,Yes,0.64032,137,207,0.57478,0.70586
2012,Mecklenburg-Western Pomerania,Rural regions,No,0.35968,70,207,0.29414,0.42522
2012,Saxony,Urban regions,Yes,0.64280,249,364,0.59351,0.69209
2012,Saxony,Urban regions,No,0.35720,115,364,0.30791,0.40649
2012,Saxony,Rural regions,Yes,0.73433,261,375,0.68957,0.77910
2012,Saxony,Rural regions,No,0.26567,114,375,0.22090,0.31043
2012,Saxony-Anhalt,Urban regions,Yes,0.65945,54,54,0.53187,0.78704
2012,Saxony-Anhalt,Rural regions,Yes,0.66963,218,302,0.61649,0.72276
2012,Saxony-Anhalt,Rural regions,No,0.33037,84,302,0.27724,0.38351
2012,Thuringa,Urban regions,Yes,0.69746,89,124,0.61628,0.77864
2012,Thuringa,Urban regions,No,0.30254,35,124,0.22136,0.38372
2012,Thuringa,Rural regions,Yes,0.57409,168,268,0.51477,0.63340
2012,Thuringa,Rural regions,No,0.42591,100,268,0.36660,0.48523
2013,Schleswig-Holstein,Urban regions,Yes,0.84457,94,94,0.77093,0.91821
2013,Schleswig-Holstein,Rural regions,Yes,0.67989,190,268,0.62393,0.73585
2013,Schleswig-Holstein,Rural regions,No,0.32011,78,268,0.26415,0.37607
2013,Hamburg,Urban regions,Yes,0.74956,120,160,0.68222,0.81691
2013,Hamburg,Urban regions,No,0.25044,40,160,0.18309,0.31778
2013,Lower Saxony,Urban regions,Yes,0.74810,325,450,0.70795,0.78826
2013,Lower Saxony,Urban regions,No,0.25190,125,450,0.21174,0.29205
2013,Lower Saxony,Rural regions,Yes,0.70116,437,623,0.66518,0.73713
2013,Lower Saxony,Rural regions,No,0.29884,186,623,0.26287,0.33482
2013,Bremen,Urban regions,Yes,0.77363,59,59,0.66593,0.88133
2013,North Rhine-Westphalia,Urban regions,Yes,0.71458,1504,2094,0.69523,0.73393
2013,North Rhine-Westphalia,Urban regions,No,0.28542,590,2094,0.26607,0.30477
2013,North Rhine-Westphalia,Rural regions,Yes,0.68637,32,32,0.52304,0.84969
2013,Hesse,Urban regions,Yes,0.74580,522,695,0.71340,0.77819
2013,Hesse,Urban regions,No,0.25420,173,695,0.22181,0.28660
2013,Hesse,Rural regions,Yes,0.64998,105,165,0.57698,0.72298
2013,Hesse,Rural regions,No,0.35002,60,165,0.27702,0.42302
2013,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.70394,316,444,0.66142,0.74645
2013,"Rhineland-Palatinate, Saarland",Urban regions,No,0.29606,128,444,0.25355,0.33858
2013,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.75589,109,149,0.68668,0.82509
2013,"Rhineland-Palatinate, Saarland",Rural regions,No,0.24411,40,149,0.17491,0.31332
2013,Baden-Wuerttemberg,Urban regions,Yes,0.78189,1028,1342,0.75979,0.80400
2013,Baden-Wuerttemberg,Urban regions,No,0.21811,314,1342,0.19600,0.24021
2013,Baden-Wuerttemberg,Rural regions,Yes,0.68485,111,159,0.61241,0.75729
2013,Baden-Wuerttemberg,Rural regions,No,0.31515,48,159,0.24271,0.38759
2013,Bavaria,Urban regions,Yes,0.75115,606,823,0.72160,0.78071
2013,Bavaria,Urban regions,No,0.24885,217,823,0.21929,0.27840
2013,Bavaria,Rural regions,Yes,0.66702,724,1013,0.63798,0.69606
2013,Bavaria,Rural regions,No,0.33298,289,1013,0.30394,0.36202
2013,Berlin,Urban regions,Yes,0.78117,286,376,0.73932,0.82301
