year,bula_h,regtyp,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,Bavaria,Rural regions,Yes,0.25443,123,479,0.21538,0.29347
1988,Bavaria,Rural regions,No,0.74557,356,479,0.70653,0.78462
1988,Berlin,Urban regions,Yes,0.30372,60,216,0.24225,0.36519
1988,Berlin,Urban regions,No,0.69628,156,216,0.63481,0.75775
1989,Schleswig-Holstein,Urban regions,No,0.76917,67,67,0.66751,0.87083
1989,Schleswig-Holstein,Rural regions,No,0.60920,54,54,0.47784,0.74056
1989,Hamburg,Urban regions,Yes,0.49310,48,116,0.40172,0.58447
1989,Hamburg,Urban regions,No,0.50690,68,116,0.41553,0.59828
1989,Lower Saxony,Urban regions,Yes,0.38634,111,281,0.32931,0.44337
1989,Lower Saxony,Urban regions,No,0.61366,170,281,0.55663,0.67069
1989,Lower Saxony,Rural regions,Yes,0.39920,98,271,0.34078,0.45761
1989,Lower Saxony,Rural regions,No,0.60080,173,271,0.54239,0.65922
1989,North Rhine-Westphalia,Urban regions,Yes,0.35744,467,1428,0.33257,0.38230
1989,North Rhine-Westphalia,Urban regions,No,0.64256,961,1428,0.61770,0.66743
1989,Hesse,Urban regions,Yes,0.32869,145,516,0.28812,0.36926
1989,Hesse,Urban regions,No,0.67131,371,516,0.63074,0.71188
1989,Hesse,Rural regions,No,0.69208,46,46,0.55720,0.82696
1989,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.38877,123,332,0.33625,0.44128
1989,"Rhineland-Palatinate, Saarland",Urban regions,No,0.61123,209,332,0.55872,0.66375
1989,"Rhineland-Palatinate, Saarland",Rural regions,No,0.79329,44,44,0.67225,0.91433
1989,Baden-Wuerttemberg,Urban regions,Yes,0.37430,347,1030,0.34473,0.40387
1989,Baden-Wuerttemberg,Urban regions,No,0.62570,683,1030,0.59613,0.65527
1989,Baden-Wuerttemberg,Rural regions,Yes,0.28943,47,153,0.21733,0.36152
1989,Baden-Wuerttemberg,Rural regions,No,0.71057,106,153,0.63848,0.78267
1989,Bavaria,Urban regions,Yes,0.39978,193,537,0.35831,0.44125
1989,Bavaria,Urban regions,No,0.60022,344,537,0.55875,0.64169
1989,Bavaria,Rural regions,Yes,0.30921,146,479,0.26777,0.35064
1989,Bavaria,Rural regions,No,0.69079,333,479,0.64936,0.73223
1989,Berlin,Urban regions,Yes,0.31441,57,216,0.25235,0.37647
1989,Berlin,Urban regions,No,0.68559,159,216,0.62353,0.74765
1990,Schleswig-Holstein,Urban regions,No,0.74639,61,61,0.63630,0.85648
1990,Schleswig-Holstein,Rural regions,No,0.54598,50,50,0.40657,0.68538
1990,Hamburg,Urban regions,Yes,0.46162,40,94,0.36030,0.56294
1990,Hamburg,Urban regions,No,0.53838,54,94,0.43706,0.63970
1990,Lower Saxony,Urban regions,Yes,0.37992,103,271,0.32202,0.43781
1990,Lower Saxony,Urban regions,No,0.62008,168,271,0.56219,0.67798
1990,Lower Saxony,Rural regions,Yes,0.41056,103,277,0.35252,0.46859
1990,Lower Saxony,Rural regions,No,0.58944,174,277,0.53141,0.64748
1990,North Rhine-Westphalia,Urban regions,Yes,0.37896,499,1426,0.35377,0.40415
1990,North Rhine-Westphalia,Urban regions,No,0.62104,927,1426,0.59585,0.64623
1990,North Rhine-Westphalia,Rural regions,No,0.69188,32,32,0.52934,0.85441
1990,Hesse,Urban regions,Yes,0.35017,160,524,0.30928,0.39105
1990,Hesse,Urban regions,No,0.64983,364,524,0.60895,0.69072
1990,Hesse,Rural regions,Yes,0.46659,33,68,0.34713,0.58605
1990,Hesse,Rural regions,No,0.53341,35,68,0.41395,0.65287
1990,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.41920,121,310,0.36418,0.47421
1990,"Rhineland-Palatinate, Saarland",Urban regions,No,0.58080,189,310,0.52579,0.63582
1990,"Rhineland-Palatinate, Saarland",Rural regions,No,0.74546,38,38,0.60510,0.88582
1990,Baden-Wuerttemberg,Urban regions,Yes,0.41325,368,1012,0.38290,0.44361
1990,Baden-Wuerttemberg,Urban regions,No,0.58675,644,1012,0.55639,0.61710
1990,Baden-Wuerttemberg,Rural regions,Yes,0.32429,47,158,0.25107,0.39751
1990,Baden-Wuerttemberg,Rural regions,No,0.67571,111,158,0.60249,0.74893
1990,Bavaria,Urban regions,Yes,0.39609,184,506,0.35344,0.43875
1990,Bavaria,Urban regions,No,0.60391,322,506,0.56125,0.64656
1990,Bavaria,Rural regions,Yes,0.30182,144,494,0.26130,0.34234
1990,Bavaria,Rural regions,No,0.69818,350,494,0.65766,0.73870
1990,Berlin,Urban regions,Yes,0.30207,117,418,0.25799,0.34614
1990,Berlin,Urban regions,No,0.69793,301,418,0.65386,0.74201
1990,Brandenburg,Urban regions,No,0.66767,34,34,0.50695,0.82839
1990,Brandenburg,Rural regions,Yes,0.29290,145,490,0.25256,0.33324
1990,Brandenburg,Rural regions,No,0.70710,345,490,0.66676,0.74744
1990,Mecklenburg-Western Pomerania,Rural regions,Yes,0.29861,111,338,0.24975,0.34748
1990,Mecklenburg-Western Pomerania,Rural regions,No,0.70139,227,338,0.65252,0.75025
1990,Saxony,Urban regions,Yes,0.35674,190,527,0.31580,0.39768
1990,Saxony,Urban regions,No,0.64326,337,527,0.60232,0.68420
1990,Saxony,Rural regions,Yes,0.29335,139,468,0.25206,0.33465
1990,Saxony,Rural regions,No,0.70665,329,468,0.66535,0.74794
1990,Saxony-Anhalt,Urban regions,Yes,0.29319,35,128,0.21402,0.37237
1990,Saxony-Anhalt,Urban regions,No,0.70681,93,128,0.62763,0.78598
1990,Saxony-Anhalt,Rural regions,Yes,0.30153,149,481,0.26047,0.34258
1990,Saxony-Anhalt,Rural regions,No,0.69847,332,481,0.65742,0.73953
1990,Thuringa,Urban regions,Yes,0.32778,54,153,0.25316,0.40241
1990,Thuringa,Urban regions,No,0.67222,99,153,0.59759,0.74684
1990,Thuringa,Rural regions,Yes,0.32112,124,386,0.27448,0.36776
1990,Thuringa,Rural regions,No,0.67888,262,386,0.63224,0.72552
1991,Schleswig-Holstein,Urban regions,No,0.63219,58,58,0.50701,0.75738
1991,Schleswig-Holstein,Rural regions,Yes,0.43523,38,94,0.33447,0.53600
1991,Schleswig-Holstein,Rural regions,No,0.56477,56,94,0.46400,0.66553
1991,Hamburg,Urban regions,Yes,0.49283,38,95,0.39176,0.59390
1991,Hamburg,Urban regions,No,0.50717,57,95,0.40610,0.60824
1991,Lower Saxony,Urban regions,Yes,0.43133,113,278,0.37301,0.48966
1991,Lower Saxony,Urban regions,No,0.56867,165,278,0.51034,0.62699
1991,Lower Saxony,Rural regions,Yes,0.40921,118,288,0.35232,0.46610
1991,Lower Saxony,Rural regions,No,0.59079,170,288,0.53390,0.64768
1991,North Rhine-Westphalia,Urban regions,Yes,0.39658,512,1447,0.37137,0.42180
1991,North Rhine-Westphalia,Urban regions,No,0.60342,935,1447,0.57820,0.62863
1991,Hesse,Urban regions,Yes,0.37941,181,528,0.33798,0.42084
1991,Hesse,Urban regions,No,0.62059,347,528,0.57916,0.66202
1991,Hesse,Rural regions,No,0.69865,51,51,0.57146,0.82583
1991,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.40371,116,324,0.35021,0.45722
1991,"Rhineland-Palatinate, Saarland",Urban regions,No,0.59629,208,324,0.54278,0.64979
1991,"Rhineland-Palatinate, Saarland",Rural regions,No,0.69616,36,36,0.54380,0.84853
1991,Baden-Wuerttemberg,Urban regions,Yes,0.40754,377,1024,0.37743,0.43765
1991,Baden-Wuerttemberg,Urban regions,No,0.59246,647,1024,0.56235,0.62257
1991,Baden-Wuerttemberg,Rural regions,Yes,0.37044,54,158,0.29490,0.44598
1991,Baden-Wuerttemberg,Rural regions,No,0.62956,104,158,0.55402,0.70510
1991,Bavaria,Urban regions,Yes,0.38830,183,517,0.34625,0.43035
1991,Bavaria,Urban regions,No,0.61170,334,517,0.56965,0.65375
1991,Bavaria,Rural regions,Yes,0.37046,175,499,0.32804,0.41287
1991,Bavaria,Rural regions,No,0.62954,324,499,0.58713,0.67196
1991,Berlin,Urban regions,Yes,0.35262,134,387,0.30496,0.40029
1991,Berlin,Urban regions,No,0.64738,253,387,0.59971,0.69504
1991,Brandenburg,Rural regions,Yes,0.25241,107,408,0.21020,0.29461
1991,Brandenburg,Rural regions,No,0.74759,301,408,0.70539,0.78980
1991,Mecklenburg-Western Pomerania,Rural regions,Yes,0.23678,68,278,0.18672,0.28685
1991,Mecklenburg-Western Pomerania,Rural regions,No,0.76322,210,278,0.71315,0.81328
1991,Saxony,Urban regions,Yes,0.34618,145,410,0.30008,0.39229
1991,Saxony,Urban regions,No,0.65382,265,410,0.60771,0.69992
1991,Saxony,Rural regions,Yes,0.23558,97,390,0.19341,0.27775
1991,Saxony,Rural regions,No,0.76442,293,390,0.72225,0.80659
1991,Saxony-Anhalt,Urban regions,Yes,0.24837,35,129,0.17352,0.32322
1991,Saxony-Anhalt,Urban regions,No,0.75163,94,129,0.67678,0.82648
1991,Saxony-Anhalt,Rural regions,Yes,0.23648,108,405,0.19505,0.27792
1991,Saxony-Anhalt,Rural regions,No,0.76352,297,405,0.72208,0.80495
1991,Thuringa,Urban regions,Yes,0.33117,45,136,0.25178,0.41057
1991,Thuringa,Urban regions,No,0.66883,91,136,0.58943,0.74822
1991,Thuringa,Rural regions,Yes,0.33785,102,315,0.28553,0.39016
1991,Thuringa,Rural regions,No,0.66215,213,315,0.60984,0.71447
1992,Schleswig-Holstein,Urban regions,No,0.69222,58,58,0.57239,0.81205
1992,Schleswig-Holstein,Rural regions,Yes,0.46739,36,80,0.35736,0.57741
1992,Schleswig-Holstein,Rural regions,No,0.53261,44,80,0.42259,0.64264
1992,Hamburg,Urban regions,No,0.65380,61,61,0.53342,0.77419
1992,Lower Saxony,Urban regions,Yes,0.47694,116,266,0.41680,0.53708
1992,Lower Saxony,Urban regions,No,0.52306,150,266,0.46292,0.58320
1992,Lower Saxony,Rural regions,Yes,0.41298,116,275,0.35468,0.47128
1992,Lower Saxony,Rural regions,No,0.58702,159,275,0.52872,0.64532
1992,North Rhine-Westphalia,Urban regions,Yes,0.38885,495,1433,0.36360,0.41410
1992,North Rhine-Westphalia,Urban regions,No,0.61115,938,1433,0.58590,0.63640
1992,Hesse,Urban regions,Yes,0.37806,168,503,0.33565,0.42048
1992,Hesse,Urban regions,No,0.62194,335,503,0.57952,0.66435
1992,Hesse,Rural regions,No,0.60555,41,41,0.45410,0.75701
1992,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.43011,116,307,0.37464,0.48558
1992,"Rhineland-Palatinate, Saarland",Urban regions,No,0.56989,191,307,0.51442,0.62536
1992,Baden-Wuerttemberg,Urban regions,Yes,0.42232,365,979,0.39136,0.45328
1992,Baden-Wuerttemberg,Urban regions,No,0.57768,614,979,0.54672,0.60864
1992,Baden-Wuerttemberg,Rural regions,Yes,0.36285,50,153,0.28641,0.43929
1992,Baden-Wuerttemberg,Rural regions,No,0.63715,103,153,0.56071,0.71359
1992,Bavaria,Urban regions,Yes,0.40419,193,522,0.36205,0.44633
1992,Bavaria,Urban regions,No,0.59581,329,522,0.55367,0.63795
1992,Bavaria,Rural regions,Yes,0.31238,155,515,0.27231,0.35245
1992,Bavaria,Rural regions,No,0.68762,360,515,0.64755,0.72769
1992,Berlin,Urban regions,Yes,0.42064,153,365,0.36993,0.47136
1992,Berlin,Urban regions,No,0.57936,212,365,0.52864,0.63007
1992,Brandenburg,Rural regions,Yes,0.35403,122,335,0.30274,0.40531
1992,Brandenburg,Rural regions,No,0.64597,213,335,0.59469,0.69726
1992,Mecklenburg-Western Pomerania,Rural regions,Yes,0.37697,79,213,0.31173,0.44221
1992,Mecklenburg-Western Pomerania,Rural regions,No,0.62303,134,213,0.55779,0.68827
1992,Saxony,Urban regions,Yes,0.44246,150,335,0.38919,0.49573
1992,Saxony,Urban regions,No,0.55754,185,335,0.50427,0.61081
1992,Saxony,Rural regions,Yes,0.37913,125,323,0.32614,0.43213
1992,Saxony,Rural regions,No,0.62087,198,323,0.56787,0.67386
1992,Saxony-Anhalt,Urban regions,Yes,0.42353,46,107,0.32946,0.51759
1992,Saxony-Anhalt,Urban regions,No,0.57647,61,107,0.48241,0.67054
1992,Saxony-Anhalt,Rural regions,Yes,0.36327,128,355,0.31317,0.41337
1992,Saxony-Anhalt,Rural regions,No,0.63673,227,355,0.58663,0.68683
1992,Thuringa,Urban regions,Yes,0.44130,48,112,0.34892,0.53367
1992,Thuringa,Urban regions,No,0.55870,64,112,0.46633,0.65108
1992,Thuringa,Rural regions,Yes,0.38624,106,276,0.32870,0.44379
1992,Thuringa,Rural regions,No,0.61376,170,276,0.55621,0.67130
1993,Schleswig-Holstein,Urban regions,Yes,0.41279,33,91,0.31107,0.51450
1993,Schleswig-Holstein,Urban regions,No,0.58721,58,91,0.48550,0.68893
1993,Schleswig-Holstein,Rural regions,Yes,0.53287,39,79,0.42215,0.64360
1993,Schleswig-Holstein,Rural regions,No,0.46713,40,79,0.35640,0.57785
1993,Hamburg,Urban regions,No,0.75356,57,57,0.64069,0.86643
1993,Lower Saxony,Urban regions,Yes,0.43606,106,281,0.37797,0.49414
1993,Lower Saxony,Urban regions,No,0.56394,175,281,0.50586,0.62203
1993,Lower Saxony,Rural regions,Yes,0.37813,112,288,0.32203,0.43424
1993,Lower Saxony,Rural regions,No,0.62187,176,288,0.56576,0.67797
1993,North Rhine-Westphalia,Urban regions,Yes,0.32649,438,1412,0.30202,0.35096
1993,North Rhine-Westphalia,Urban regions,No,0.67351,974,1412,0.64904,0.69798
1993,North Rhine-Westphalia,Rural regions,No,0.76798,31,31,0.61693,0.91904
1993,Hesse,Urban regions,Yes,0.35287,158,500,0.31094,0.39480
1993,Hesse,Urban regions,No,0.64713,342,500,0.60520,0.68906
1993,Hesse,Rural regions,No,0.64510,46,46,0.50530,0.78490
1993,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.35179,96,289,0.29664,0.40694
1993,"Rhineland-Palatinate, Saarland",Urban regions,No,0.64821,193,289,0.59306,0.70336
1993,Baden-Wuerttemberg,Urban regions,Yes,0.38056,336,981,0.35016,0.41096
1993,Baden-Wuerttemberg,Urban regions,No,0.61944,645,981,0.58904,0.64984
1993,Baden-Wuerttemberg,Rural regions,Yes,0.29343,39,140,0.21773,0.36912
1993,Baden-Wuerttemberg,Rural regions,No,0.70657,101,140,0.63088,0.78227
1993,Bavaria,Urban regions,Yes,0.41388,193,507,0.37097,0.45680
1993,Bavaria,Urban regions,No,0.58612,314,507,0.54320,0.62903
1993,Bavaria,Rural regions,Yes,0.28651,141,508,0.24715,0.32587
1993,Bavaria,Rural regions,No,0.71349,367,508,0.67413,0.75285
1993,Berlin,Urban regions,Yes,0.39041,141,356,0.33966,0.44116
1993,Berlin,Urban regions,No,0.60959,215,356,0.55884,0.66034
1993,Brandenburg,Rural regions,Yes,0.35332,114,317,0.30061,0.40602
1993,Brandenburg,Rural regions,No,0.64668,203,317,0.59398,0.69939
1993,Mecklenburg-Western Pomerania,Rural regions,Yes,0.39328,77,191,0.32382,0.46274
1993,Mecklenburg-Western Pomerania,Rural regions,No,0.60672,114,191,0.53726,0.67618
1993,Saxony,Urban regions,Yes,0.50555,165,328,0.45136,0.55974
1993,Saxony,Urban regions,No,0.49445,163,328,0.44026,0.54864
1993,Saxony,Rural regions,Yes,0.48861,148,313,0.43314,0.54407
1993,Saxony,Rural regions,No,0.51139,165,313,0.45593,0.56686
1993,Saxony-Anhalt,Urban regions,Yes,0.55220,51,99,0.45374,0.65065
1993,Saxony-Anhalt,Urban regions,No,0.44780,48,99,0.34935,0.54626
1993,Saxony-Anhalt,Rural regions,Yes,0.39951,133,327,0.34634,0.45268
1993,Saxony-Anhalt,Rural regions,No,0.60049,194,327,0.54732,0.65366
1993,Thuringa,Urban regions,Yes,0.45311,52,114,0.36133,0.54490
1993,Thuringa,Urban regions,No,0.54689,62,114,0.45510,0.63867
1993,Thuringa,Rural regions,Yes,0.41039,111,269,0.35150,0.46928
1993,Thuringa,Rural regions,No,0.58961,158,269,0.53072,0.64850
1994,Schleswig-Holstein,Urban regions,No,0.64750,56,56,0.52123,0.77376
1994,Schleswig-Holstein,Rural regions,Yes,0.38740,32,84,0.28260,0.49221
1994,Schleswig-Holstein,Rural regions,No,0.61260,52,84,0.50779,0.71740
1994,Hamburg,Urban regions,Yes,0.45925,33,79,0.34865,0.56984
1994,Hamburg,Urban regions,No,0.54075,46,79,0.43016,0.65135
1994,Lower Saxony,Urban regions,Yes,0.39584,104,274,0.33783,0.45385
1994,Lower Saxony,Urban regions,No,0.60416,170,274,0.54615,0.66217
1994,Lower Saxony,Rural regions,Yes,0.39442,115,285,0.33758,0.45126
1994,Lower Saxony,Rural regions,No,0.60558,170,285,0.54874,0.66242
1994,North Rhine-Westphalia,Urban regions,Yes,0.35745,462,1363,0.33200,0.38290
1994,North Rhine-Westphalia,Urban regions,No,0.64255,901,1363,0.61710,0.66800
1994,Hesse,Urban regions,Yes,0.39848,158,475,0.35440,0.44256
1994,Hesse,Urban regions,No,0.60152,317,475,0.55744,0.64560
1994,Hesse,Rural regions,No,0.58593,40,40,0.43134,0.74053
1994,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.41887,105,283,0.36129,0.47646
1994,"Rhineland-Palatinate, Saarland",Urban regions,No,0.58113,178,283,0.52354,0.63871
1994,"Rhineland-Palatinate, Saarland",Rural regions,No,0.65254,33,33,0.48756,0.81752
1994,Baden-Wuerttemberg,Urban regions,Yes,0.38710,320,914,0.35551,0.41870
1994,Baden-Wuerttemberg,Urban regions,No,0.61290,594,914,0.58130,0.64449
1994,Baden-Wuerttemberg,Rural regions,Yes,0.39416,36,120,0.30636,0.48197
1994,Baden-Wuerttemberg,Rural regions,No,0.60584,84,120,0.51803,0.69364
1994,Bavaria,Urban regions,Yes,0.40996,190,479,0.36587,0.45405
1994,Bavaria,Urban regions,No,0.59004,289,479,0.54595,0.63413
1994,Bavaria,Rural regions,Yes,0.29566,139,476,0.25462,0.33670
1994,Bavaria,Rural regions,No,0.70434,337,476,0.66330,0.74538
1994,Berlin,Urban regions,Yes,0.43158,143,330,0.37806,0.48510
1994,Berlin,Urban regions,No,0.56842,187,330,0.51490,0.62194
1994,Brandenburg,Rural regions,Yes,0.42500,135,308,0.36970,0.48030
1994,Brandenburg,Rural regions,No,0.57500,173,308,0.51970,0.63030
1994,Mecklenburg-Western Pomerania,Rural regions,Yes,0.39554,84,203,0.32811,0.46297
1994,Mecklenburg-Western Pomerania,Rural regions,No,0.60446,119,203,0.53703,0.67189
1994,Saxony,Urban regions,Yes,0.50315,162,327,0.44887,0.55742
1994,Saxony,Urban regions,No,0.49685,165,327,0.44258,0.55113
1994,Saxony,Rural regions,Yes,0.46817,141,306,0.41217,0.52417
1994,Saxony,Rural regions,No,0.53183,165,306,0.47583,0.58783
1994,Saxony-Anhalt,Urban regions,Yes,0.53757,53,90,0.43398,0.64115
1994,Saxony-Anhalt,Urban regions,No,0.46243,37,90,0.35885,0.56602
1994,Saxony-Anhalt,Rural regions,Yes,0.44200,141,325,0.38792,0.49608
1994,Saxony-Anhalt,Rural regions,No,0.55800,184,325,0.50392,0.61208
1994,Thuringa,Urban regions,Yes,0.57317,67,121,0.48468,0.66167
1994,Thuringa,Urban regions,No,0.42683,54,121,0.33833,0.51532
1994,Thuringa,Rural regions,Yes,0.44181,112,261,0.38145,0.50218
1994,Thuringa,Rural regions,No,0.55819,149,261,0.49782,0.61855
1995,Schleswig-Holstein,Urban regions,Yes,0.47534,34,79,0.36451,0.58616
1995,Schleswig-Holstein,Urban regions,No,0.52466,45,79,0.41384,0.63549
1995,Schleswig-Holstein,Rural regions,Yes,0.42434,37,81,0.31603,0.53264
1995,Schleswig-Holstein,Rural regions,No,0.57566,44,81,0.46736,0.68397
1995,Hamburg,Urban regions,Yes,0.39049,34,77,0.28080,0.50017
1995,Hamburg,Urban regions,No,0.60951,43,77,0.49983,0.71920
1995,Lower Saxony,Urban regions,Yes,0.51452,137,283,0.45618,0.57285
1995,Lower Saxony,Urban regions,No,0.48548,146,283,0.42715,0.54382
1995,Lower Saxony,Rural regions,Yes,0.37397,118,308,0.31984,0.42810
1995,Lower Saxony,Rural regions,No,0.62603,190,308,0.57190,0.68016
1995,North Rhine-Westphalia,Urban regions,Yes,0.41996,586,1458,0.39461,0.44530
1995,North Rhine-Westphalia,Urban regions,No,0.58004,872,1458,0.55470,0.60539
1995,North Rhine-Westphalia,Rural regions,No,0.66576,31,31,0.49696,0.83457
1995,Hesse,Urban regions,Yes,0.38271,159,477,0.33905,0.42638
1995,Hesse,Urban regions,No,0.61729,318,477,0.57362,0.66095
1995,Hesse,Rural regions,No,0.59860,47,47,0.45695,0.74026
1995,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.39250,111,312,0.33823,0.44677
1995,"Rhineland-Palatinate, Saarland",Urban regions,No,0.60750,201,312,0.55323,0.66177
1995,"Rhineland-Palatinate, Saarland",Rural regions,No,0.67354,46,46,0.53653,0.81055
1995,Baden-Wuerttemberg,Urban regions,Yes,0.43061,364,945,0.39902,0.46220
1995,Baden-Wuerttemberg,Urban regions,No,0.56939,581,945,0.53780,0.60098
1995,Baden-Wuerttemberg,Rural regions,Yes,0.42982,42,127,0.34338,0.51626
1995,Baden-Wuerttemberg,Rural regions,No,0.57018,85,127,0.48374,0.65662
1995,Bavaria,Urban regions,Yes,0.43429,208,507,0.39110,0.47748
1995,Bavaria,Urban regions,No,0.56571,299,507,0.52252,0.60890
1995,Bavaria,Rural regions,Yes,0.32426,173,510,0.28359,0.36492
1995,Bavaria,Rural regions,No,0.67574,337,510,0.63508,0.71641
1995,Berlin,Urban regions,Yes,0.47971,153,330,0.42573,0.53370
1995,Berlin,Urban regions,No,0.52029,177,330,0.46630,0.57427
1995,Brandenburg,Rural regions,Yes,0.36810,130,335,0.31638,0.41983
1995,Brandenburg,Rural regions,No,0.63190,205,335,0.58017,0.68362
1995,Mecklenburg-Western Pomerania,Rural regions,Yes,0.41363,101,223,0.34884,0.47841
1995,Mecklenburg-Western Pomerania,Rural regions,No,0.58637,122,223,0.52159,0.65116
1995,Saxony,Urban regions,Yes,0.52005,176,332,0.46622,0.57387
1995,Saxony,Urban regions,No,0.47995,156,332,0.42613,0.53378
1995,Saxony,Rural regions,Yes,0.50749,146,305,0.45129,0.56369
1995,Saxony,Rural regions,No,0.49251,159,305,0.43631,0.54871
1995,Saxony-Anhalt,Urban regions,Yes,0.56391,39,72,0.44856,0.67926
1995,Saxony-Anhalt,Urban regions,No,0.43609,33,72,0.32074,0.55144
1995,Saxony-Anhalt,Rural regions,Yes,0.39169,136,336,0.33942,0.44396
1995,Saxony-Anhalt,Rural regions,No,0.60831,200,336,0.55604,0.66058
1995,Thuringa,Urban regions,Yes,0.61714,74,123,0.53089,0.70340
1995,Thuringa,Urban regions,No,0.38286,49,123,0.29660,0.46911
1995,Thuringa,Rural regions,Yes,0.40243,107,261,0.34282,0.46204
1995,Thuringa,Rural regions,No,0.59757,154,261,0.53796,0.65718
1996,Schleswig-Holstein,Urban regions,Yes,0.41746,31,76,0.30585,0.52907
1996,Schleswig-Holstein,Urban regions,No,0.58254,45,76,0.47093,0.69415
1996,Schleswig-Holstein,Rural regions,Yes,0.45651,42,95,0.35581,0.55720
