year,quintil_oecd,sampreg,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,5th Quintile,East,No,0.23968,76,359,0.19546,0.28390
2003,1st Quintile,West,Yes,0.58524,227,374,0.53524,0.63524
2003,1st Quintile,West,No,0.41476,147,374,0.36476,0.46476
2003,1st Quintile,East,Yes,0.59170,125,195,0.52254,0.66087
2003,1st Quintile,East,No,0.40830,70,195,0.33913,0.47746
2003,2nd Quintile,West,Yes,0.62257,420,665,0.58570,0.65944
2003,2nd Quintile,West,No,0.37743,245,665,0.34056,0.41430
2003,2nd Quintile,East,Yes,0.64997,248,375,0.60163,0.69831
2003,2nd Quintile,East,No,0.35003,127,375,0.30169,0.39837
2003,3rd Quintile,West,Yes,0.68745,645,977,0.65837,0.71653
2003,3rd Quintile,West,No,0.31255,332,977,0.28347,0.34163
2003,3rd Quintile,East,Yes,0.68765,281,421,0.64333,0.73198
2003,3rd Quintile,East,No,0.31235,140,421,0.26802,0.35667
2003,4th Quintile,West,Yes,0.72729,1039,1440,0.70428,0.75030
2003,4th Quintile,West,No,0.27271,401,1440,0.24970,0.29572
2003,4th Quintile,East,Yes,0.69256,307,457,0.65021,0.73491
2003,4th Quintile,East,No,0.30744,150,457,0.26509,0.34979
2003,5th Quintile,West,Yes,0.75924,1694,2242,0.74154,0.77694
2003,5th Quintile,West,No,0.24076,548,2242,0.22306,0.25846
2003,5th Quintile,East,Yes,0.70815,313,410,0.66409,0.75221
2003,5th Quintile,East,No,0.29185,97,410,0.24779,0.33591
2004,1st Quintile,West,Yes,0.67538,234,348,0.62612,0.72465
2004,1st Quintile,West,No,0.32462,114,348,0.27535,0.37388
2004,1st Quintile,East,Yes,0.64044,101,169,0.56787,0.71300
2004,1st Quintile,East,No,0.35956,68,169,0.28700,0.43213
2004,2nd Quintile,West,Yes,0.65078,424,653,0.61418,0.68737
2004,2nd Quintile,West,No,0.34922,229,653,0.31263,0.38582
2004,2nd Quintile,East,Yes,0.65605,228,336,0.60518,0.70691
2004,2nd Quintile,East,No,0.34395,108,336,0.29309,0.39482
2004,3rd Quintile,West,Yes,0.70595,642,907,0.67628,0.73562
2004,3rd Quintile,West,No,0.29405,265,907,0.26438,0.32372
2004,3rd Quintile,East,Yes,0.66853,283,435,0.62424,0.71282
2004,3rd Quintile,East,No,0.33147,152,435,0.28718,0.37576
2004,4th Quintile,West,Yes,0.67819,905,1308,0.65286,0.70351
2004,4th Quintile,West,No,0.32181,403,1308,0.29649,0.34714
2004,4th Quintile,East,Yes,0.68610,329,477,0.64441,0.72780
2004,4th Quintile,East,No,0.31390,148,477,0.27220,0.35559
2004,5th Quintile,West,Yes,0.76061,1712,2258,0.74301,0.77822
2004,5th Quintile,West,No,0.23939,546,2258,0.22178,0.25699
2004,5th Quintile,East,Yes,0.76494,310,389,0.72275,0.80714
2004,5th Quintile,East,No,0.23506,79,389,0.19286,0.27725
2005,1st Quintile,West,Yes,0.64292,204,304,0.58897,0.69687
2005,1st Quintile,West,No,0.35708,100,304,0.30313,0.41103
2005,1st Quintile,East,Yes,0.60628,109,175,0.53368,0.67887
2005,1st Quintile,East,No,0.39372,66,175,0.32113,0.46632
2005,2nd Quintile,West,Yes,0.63363,393,603,0.59514,0.67212
2005,2nd Quintile,West,No,0.36637,210,603,0.32788,0.40486
2005,2nd Quintile,East,Yes,0.63925,204,316,0.58622,0.69229
2005,2nd Quintile,East,No,0.36075,112,316,0.30771,0.41378
2005,3rd Quintile,West,Yes,0.69666,642,907,0.66673,0.72659
2005,3rd Quintile,West,No,0.30334,265,907,0.27341,0.33327
2005,3rd Quintile,East,Yes,0.64332,247,384,0.59535,0.69130
2005,3rd Quintile,East,No,0.35668,137,384,0.30870,0.40465
2005,4th Quintile,West,Yes,0.70176,878,1245,0.67634,0.72718
2005,4th Quintile,West,No,0.29824,367,1245,0.27282,0.32366
2005,4th Quintile,East,Yes,0.69300,297,434,0.64956,0.73645
2005,4th Quintile,East,No,0.30700,137,434,0.26355,0.35044
2005,5th Quintile,West,Yes,0.77123,1531,2001,0.75283,0.78964
2005,5th Quintile,West,No,0.22877,470,2001,0.21036,0.24717
2005,5th Quintile,East,Yes,0.76164,292,378,0.71863,0.80465
2005,5th Quintile,East,No,0.23836,86,378,0.19535,0.28137
2006,1st Quintile,West,Yes,0.59445,195,306,0.53935,0.64956
2006,1st Quintile,West,No,0.40555,111,306,0.35044,0.46065
2006,1st Quintile,East,Yes,0.71130,124,182,0.64528,0.77732
2006,1st Quintile,East,No,0.28870,58,182,0.22268,0.35472
2006,2nd Quintile,West,Yes,0.72329,407,580,0.68685,0.75973
2006,2nd Quintile,West,No,0.27671,173,580,0.24027,0.31315
2006,2nd Quintile,East,Yes,0.65652,215,323,0.60465,0.70839
2006,2nd Quintile,East,No,0.34348,108,323,0.29161,0.39535
2006,3rd Quintile,West,Yes,0.73454,662,898,0.70564,0.76344
2006,3rd Quintile,West,No,0.26546,236,898,0.23656,0.29436
2006,3rd Quintile,East,Yes,0.66674,263,378,0.61916,0.71433
2006,3rd Quintile,East,No,0.33326,115,378,0.28567,0.38084
2006,4th Quintile,West,Yes,0.71331,907,1240,0.68813,0.73849
2006,4th Quintile,West,No,0.28669,333,1240,0.26151,0.31187
2006,4th Quintile,East,Yes,0.69330,290,400,0.64806,0.73855
2006,4th Quintile,East,No,0.30670,110,400,0.26145,0.35194
2006,5th Quintile,West,Yes,0.79472,1550,1974,0.77690,0.81254
2006,5th Quintile,West,No,0.20528,424,1974,0.18746,0.22310
2006,5th Quintile,East,Yes,0.76756,292,376,0.72481,0.81031
2006,5th Quintile,East,No,0.23244,84,376,0.18969,0.27519
2007,1st Quintile,West,Yes,0.67484,228,336,0.62468,0.72500
2007,1st Quintile,West,No,0.32516,108,336,0.27500,0.37532
2007,1st Quintile,East,Yes,0.66269,128,185,0.59438,0.73101
2007,1st Quintile,East,No,0.33731,57,185,0.26899,0.40562
2007,2nd Quintile,West,Yes,0.74468,490,670,0.71164,0.77772
2007,2nd Quintile,West,No,0.25532,180,670,0.22228,0.28836
2007,2nd Quintile,East,Yes,0.64693,216,319,0.59440,0.69946
2007,2nd Quintile,East,No,0.35307,103,319,0.30054,0.40560
2007,3rd Quintile,West,Yes,0.74345,690,924,0.71528,0.77163
2007,3rd Quintile,West,No,0.25655,234,924,0.22837,0.28472
2007,3rd Quintile,East,Yes,0.70649,272,387,0.66106,0.75192
2007,3rd Quintile,East,No,0.29351,115,387,0.24808,0.33894
2007,4th Quintile,West,Yes,0.76188,987,1314,0.73884,0.78492
2007,4th Quintile,West,No,0.23812,327,1314,0.21508,0.26116
2007,4th Quintile,East,Yes,0.72437,345,480,0.68436,0.76439
2007,4th Quintile,East,No,0.27563,135,480,0.23561,0.31564
2007,5th Quintile,West,Yes,0.78564,1509,1920,0.76728,0.80401
2007,5th Quintile,West,No,0.21436,411,1920,0.19599,0.23272
2007,5th Quintile,East,Yes,0.65770,283,408,0.61161,0.70380
2007,5th Quintile,East,No,0.34230,125,408,0.29620,0.38839
2008,1st Quintile,West,Yes,0.66368,226,332,0.61278,0.71458
2008,1st Quintile,West,No,0.33632,106,332,0.28542,0.38722
2008,1st Quintile,East,Yes,0.57805,98,160,0.50128,0.65482
2008,1st Quintile,East,No,0.42195,62,160,0.34518,0.49872
2008,2nd Quintile,West,Yes,0.70487,458,657,0.66996,0.73977
2008,2nd Quintile,West,No,0.29513,199,657,0.26023,0.33004
2008,2nd Quintile,East,Yes,0.64687,217,327,0.59498,0.69875
2008,2nd Quintile,East,No,0.35313,110,327,0.30125,0.40502
2008,3rd Quintile,West,Yes,0.73586,689,947,0.70776,0.76395
2008,3rd Quintile,West,No,0.26414,258,947,0.23605,0.29224
2008,3rd Quintile,East,Yes,0.65467,324,475,0.61186,0.69747
2008,3rd Quintile,East,No,0.34533,151,475,0.30253,0.38814
2008,4th Quintile,West,Yes,0.73675,936,1274,0.71256,0.76094
2008,4th Quintile,West,No,0.26325,338,1274,0.23906,0.28744
2008,4th Quintile,East,Yes,0.76011,271,377,0.71694,0.80327
2008,4th Quintile,East,No,0.23989,106,377,0.19673,0.28306
2008,5th Quintile,West,Yes,0.76922,1441,1877,0.75016,0.78829
2008,5th Quintile,West,No,0.23078,436,1877,0.21171,0.24984
2008,5th Quintile,East,Yes,0.71432,305,398,0.66989,0.75876
2008,5th Quintile,East,No,0.28568,93,398,0.24124,0.33011
2009,1st Quintile,West,Yes,0.64812,191,308,0.59470,0.70154
2009,1st Quintile,West,No,0.35188,117,308,0.29846,0.40530
2009,1st Quintile,East,Yes,0.61347,101,162,0.53825,0.68869
2009,1st Quintile,East,No,0.38653,61,162,0.31131,0.46175
2009,2nd Quintile,West,Yes,0.68390,345,514,0.64367,0.72414
2009,2nd Quintile,West,No,0.31610,169,514,0.27586,0.35633
2009,2nd Quintile,East,Yes,0.57350,171,269,0.51428,0.63271
2009,2nd Quintile,East,No,0.42650,98,269,0.36729,0.48572
2009,3rd Quintile,West,Yes,0.67431,561,857,0.64292,0.70571
2009,3rd Quintile,West,No,0.32569,296,857,0.29429,0.35708
2009,3rd Quintile,East,Yes,0.70723,273,407,0.66297,0.75149
2009,3rd Quintile,East,No,0.29277,134,407,0.24851,0.33703
2009,4th Quintile,West,Yes,0.74400,849,1160,0.71887,0.76912
2009,4th Quintile,West,No,0.25600,311,1160,0.23088,0.28113
2009,4th Quintile,East,Yes,0.69083,256,357,0.64283,0.73884
2009,4th Quintile,East,No,0.30917,101,357,0.26116,0.35717
2009,5th Quintile,West,Yes,0.75940,1250,1628,0.73863,0.78017
2009,5th Quintile,West,No,0.24060,378,1628,0.21983,0.26137
2009,5th Quintile,East,Yes,0.74757,286,375,0.70354,0.79160
2009,5th Quintile,East,No,0.25243,89,375,0.20840,0.29646
2010,1st Quintile,West,Yes,0.55286,150,266,0.49299,0.61272
2010,1st Quintile,West,No,0.44714,116,266,0.38728,0.50701
2010,1st Quintile,East,Yes,0.67374,85,134,0.59406,0.75342
2010,1st Quintile,East,No,0.32626,49,134,0.24658,0.40594
2010,2nd Quintile,West,Yes,0.57602,295,484,0.53195,0.62009
2010,2nd Quintile,West,No,0.42398,189,484,0.37991,0.46805
2010,2nd Quintile,East,Yes,0.56881,182,293,0.51201,0.62562
2010,2nd Quintile,East,No,0.43119,111,293,0.37438,0.48799
2010,3rd Quintile,West,Yes,0.65484,554,834,0.62256,0.68713
2010,3rd Quintile,West,No,0.34516,280,834,0.31287,0.37744
2010,3rd Quintile,East,Yes,0.68547,228,346,0.63647,0.73447
2010,3rd Quintile,East,No,0.31453,118,346,0.26553,0.36353
2010,4th Quintile,West,Yes,0.70508,757,1092,0.67802,0.73214
2010,4th Quintile,West,No,0.29492,335,1092,0.26786,0.32198
2010,4th Quintile,East,Yes,0.62731,233,345,0.57622,0.67841
2010,4th Quintile,East,No,0.37269,112,345,0.32159,0.42378
2010,5th Quintile,West,Yes,0.76011,1178,1535,0.73874,0.78148
2010,5th Quintile,West,No,0.23989,357,1535,0.21852,0.26126
2010,5th Quintile,East,Yes,0.70280,237,322,0.65280,0.75280
2010,5th Quintile,East,No,0.29720,85,322,0.24720,0.34720
2011,1st Quintile,West,Yes,0.66019,486,701,0.62510,0.69528
2011,1st Quintile,West,No,0.33981,215,701,0.30472,0.37490
2011,1st Quintile,East,Yes,0.71203,203,287,0.65955,0.76451
2011,1st Quintile,East,No,0.28797,84,287,0.23549,0.34045
2011,2nd Quintile,West,Yes,0.73391,765,1024,0.70683,0.76099
2011,2nd Quintile,West,No,0.26609,259,1024,0.23901,0.29317
2011,2nd Quintile,East,Yes,0.62849,288,441,0.58334,0.67364
2011,2nd Quintile,East,No,0.37151,153,441,0.32636,0.41666
2011,3rd Quintile,West,Yes,0.71229,898,1222,0.68690,0.73768
2011,3rd Quintile,West,No,0.28771,324,1222,0.26232,0.31310
2011,3rd Quintile,East,Yes,0.73740,297,415,0.69501,0.77979
2011,3rd Quintile,East,No,0.26260,118,415,0.22021,0.30499
2011,4th Quintile,West,Yes,0.77038,1082,1418,0.74848,0.79228
2011,4th Quintile,West,No,0.22962,336,1418,0.20772,0.25152
2011,4th Quintile,East,Yes,0.70388,299,424,0.66037,0.74739
2011,4th Quintile,East,No,0.29612,125,424,0.25261,0.33963
2011,5th Quintile,West,Yes,0.81899,1400,1731,0.80085,0.83713
2011,5th Quintile,West,No,0.18101,331,1731,0.16287,0.19915
2011,5th Quintile,East,Yes,0.71804,250,329,0.66934,0.76673
2011,5th Quintile,East,No,0.28196,79,329,0.23327,0.33066
2012,1st Quintile,West,Yes,0.67091,606,903,0.64024,0.70157
2012,1st Quintile,West,No,0.32909,297,903,0.29843,0.35976
2012,1st Quintile,East,Yes,0.60737,221,339,0.55531,0.65943
2012,1st Quintile,East,No,0.39263,118,339,0.34057,0.44469
2012,2nd Quintile,West,Yes,0.65690,879,1285,0.63093,0.68287
2012,2nd Quintile,West,No,0.34310,406,1285,0.31713,0.36907
2012,2nd Quintile,East,Yes,0.63579,264,397,0.58840,0.68319
2012,2nd Quintile,East,No,0.36421,133,397,0.31681,0.41160
2012,3rd Quintile,West,Yes,0.71845,1123,1543,0.69600,0.74090
2012,3rd Quintile,West,No,0.28155,420,1543,0.25910,0.30400
2012,3rd Quintile,East,Yes,0.64890,337,488,0.60650,0.69129
2012,3rd Quintile,East,No,0.35110,151,488,0.30871,0.39350
2012,4th Quintile,West,Yes,0.73540,1258,1711,0.71449,0.75631
2012,4th Quintile,West,No,0.26460,453,1711,0.24369,0.28551
2012,4th Quintile,East,Yes,0.73466,351,484,0.69528,0.77404
2012,4th Quintile,East,No,0.26534,133,484,0.22596,0.30472
2012,5th Quintile,West,Yes,0.77695,1532,1986,0.75863,0.79526
2012,5th Quintile,West,No,0.22305,454,1986,0.20474,0.24137
2012,5th Quintile,East,Yes,0.72206,314,415,0.67891,0.76522
2012,5th Quintile,East,No,0.27794,101,415,0.23478,0.32109
2013,1st Quintile,West,Yes,0.66561,526,764,0.63213,0.69909
2013,1st Quintile,West,No,0.33439,238,764,0.30091,0.36787
2013,1st Quintile,East,Yes,0.60733,228,356,0.55653,0.65813
2013,1st Quintile,East,No,0.39267,128,356,0.34187,0.44347
2013,2nd Quintile,West,Yes,0.69202,897,1254,0.66646,0.71758
2013,2nd Quintile,West,No,0.30798,357,1254,0.28242,0.33354
2013,2nd Quintile,East,Yes,0.65841,334,489,0.61634,0.70049
2013,2nd Quintile,East,No,0.34159,155,489,0.29951,0.38366
2013,3rd Quintile,West,Yes,0.69243,1061,1470,0.66883,0.71603
2013,3rd Quintile,West,No,0.30757,409,1470,0.28397,0.33117
2013,3rd Quintile,East,Yes,0.70159,304,409,0.65719,0.74599
2013,3rd Quintile,East,No,0.29841,105,409,0.25401,0.34281
2013,4th Quintile,West,Yes,0.73317,1276,1716,0.71224,0.75410
2013,4th Quintile,West,No,0.26683,440,1716,0.24590,0.28776
2013,4th Quintile,East,Yes,0.75761,341,467,0.71870,0.79652
2013,4th Quintile,East,No,0.24239,126,467,0.20348,0.28130
2013,5th Quintile,West,Yes,0.78855,1591,2050,0.77087,0.80623
2013,5th Quintile,West,No,0.21145,459,2050,0.19377,0.22913
2013,5th Quintile,East,Yes,0.74566,245,322,0.69802,0.79330
2013,5th Quintile,East,No,0.25434,77,322,0.20670,0.30198
2014,1st Quintile,West,Yes,0.69496,614,919,0.66517,0.72474
2014,1st Quintile,West,No,0.30504,305,919,0.27526,0.33483
2014,1st Quintile,East,Yes,0.73183,225,318,0.68306,0.78060
2014,1st Quintile,East,No,0.26817,93,318,0.21940,0.31694
2014,2nd Quintile,West,Yes,0.70598,972,1377,0.68191,0.73006
2014,2nd Quintile,West,No,0.29402,405,1377,0.26994,0.31809
2014,2nd Quintile,East,Yes,0.68357,274,393,0.63753,0.72961
2014,2nd Quintile,East,No,0.31643,119,393,0.27039,0.36247
2014,3rd Quintile,West,Yes,0.69480,1130,1616,0.67234,0.71725
2014,3rd Quintile,West,No,0.30520,486,1616,0.28275,0.32766
2014,3rd Quintile,East,Yes,0.65713,308,447,0.61307,0.70118
2014,3rd Quintile,East,No,0.34287,139,447,0.29882,0.38693
2014,4th Quintile,West,Yes,0.73800,1390,1919,0.71833,0.75768
2014,4th Quintile,West,No,0.26200,529,1919,0.24232,0.28167
2014,4th Quintile,East,Yes,0.68652,334,466,0.64435,0.72869
2014,4th Quintile,East,No,0.31348,132,466,0.27131,0.35565
2014,5th Quintile,West,Yes,0.78692,1652,2142,0.76957,0.80427
2014,5th Quintile,West,No,0.21308,490,2142,0.19573,0.23043
2014,5th Quintile,East,Yes,0.72993,276,368,0.68450,0.77535
2014,5th Quintile,East,No,0.27007,92,368,0.22465,0.31550
2015,1st Quintile,West,Yes,0.69876,546,771,0.66636,0.73117
2015,1st Quintile,West,No,0.30124,225,771,0.26883,0.33364
2015,1st Quintile,East,Yes,0.67981,185,275,0.62456,0.73505
2015,1st Quintile,East,No,0.32019,90,275,0.26495,0.37544
2015,2nd Quintile,West,Yes,0.71609,898,1215,0.69073,0.74146
2015,2nd Quintile,West,No,0.28391,317,1215,0.25854,0.30927
2015,2nd Quintile,East,Yes,0.68399,318,449,0.64094,0.72704
2015,2nd Quintile,East,No,0.31601,131,449,0.27296,0.35906
2015,3rd Quintile,West,Yes,0.74390,1143,1492,0.72174,0.76605
2015,3rd Quintile,West,No,0.25610,349,1492,0.23395,0.27826
2015,3rd Quintile,East,Yes,0.74693,290,387,0.70356,0.79031
2015,3rd Quintile,East,No,0.25307,97,387,0.20969,0.29644
2015,4th Quintile,West,Yes,0.76704,1379,1777,0.74738,0.78670
2015,4th Quintile,West,No,0.23296,398,1777,0.21330,0.25262
2015,4th Quintile,East,Yes,0.72158,298,388,0.67693,0.76624
2015,4th Quintile,East,No,0.27842,90,388,0.23376,0.32307
2015,5th Quintile,West,Yes,0.83653,1586,1934,0.82005,0.85302
2015,5th Quintile,West,No,0.16347,348,1934,0.14698,0.17995
2015,5th Quintile,East,Yes,0.79808,256,318,0.75389,0.84227
2015,5th Quintile,East,No,0.20192,62,318,0.15773,0.24611
2016,1st Quintile,West,Yes,0.70636,532,777,0.67432,0.73840
2016,1st Quintile,West,No,0.29364,245,777,0.26160,0.32568
2016,1st Quintile,East,Yes,0.70355,218,293,0.65117,0.75593
2016,1st Quintile,East,No,0.29645,75,293,0.24407,0.34883
2016,2nd Quintile,West,Yes,0.71518,944,1263,0.69027,0.74008
2016,2nd Quintile,West,No,0.28482,319,1263,0.25992,0.30973
2016,2nd Quintile,East,Yes,0.69761,278,401,0.65260,0.74262
2016,2nd Quintile,East,No,0.30239,123,401,0.25738,0.34740
2016,3rd Quintile,West,Yes,0.79518,1159,1495,0.77471,0.81564
2016,3rd Quintile,West,No,0.20482,336,1495,0.18436,0.22529
2016,3rd Quintile,East,Yes,0.70579,292,407,0.66147,0.75012
2016,3rd Quintile,East,No,0.29421,115,407,0.24988,0.33853
2016,4th Quintile,West,Yes,0.76112,1378,1773,0.74127,0.78098
2016,4th Quintile,West,No,0.23888,395,1773,0.21902,0.25873
2016,4th Quintile,East,Yes,0.75416,319,413,0.71258,0.79573
2016,4th Quintile,East,No,0.24584,94,413,0.20427,0.28742
2016,5th Quintile,West,Yes,0.80569,1517,1898,0.78788,0.82349
2016,5th Quintile,West,No,0.19431,381,1898,0.17651,0.21212
2016,5th Quintile,East,Yes,0.77098,239,306,0.72382,0.81814
2016,5th Quintile,East,No,0.22902,67,306,0.18186,0.27618
2017,1st Quintile,West,Yes,0.66690,552,777,0.63374,0.70006
2017,1st Quintile,West,No,0.33310,225,777,0.29994,0.36626
2017,1st Quintile,East,Yes,0.71498,174,259,0.65989,0.77006
2017,1st Quintile,East,No,0.28502,85,259,0.22994,0.34011
2017,2nd Quintile,West,Yes,0.66669,802,1108,0.63892,0.69445
2017,2nd Quintile,West,No,0.33331,306,1108,0.30555,0.36108
2017,2nd Quintile,East,Yes,0.73062,285,404,0.68730,0.77393
2017,2nd Quintile,East,No,0.26938,119,404,0.22607,0.31270
2017,3rd Quintile,West,Yes,0.77142,1025,1331,0.74885,0.79398
2017,3rd Quintile,West,No,0.22858,306,1331,0.20602,0.25115
2017,3rd Quintile,East,Yes,0.69316,253,363,0.64565,0.74067
2017,3rd Quintile,East,No,0.30684,110,363,0.25933,0.35435
2017,4th Quintile,West,Yes,0.76781,1205,1576,0.74696,0.78867
2017,4th Quintile,West,No,0.23219,371,1576,0.21133,0.25304
2017,4th Quintile,East,Yes,0.81261,251,323,0.76998,0.85523
2017,4th Quintile,East,No,0.18739,72,323,0.14477,0.23002
2017,5th Quintile,West,Yes,0.79624,1373,1727,0.77724,0.81524
2017,5th Quintile,West,No,0.20376,354,1727,0.18476,0.22276
2017,5th Quintile,East,Yes,0.79088,233,300,0.74479,0.83698
2017,5th Quintile,East,No,0.20912,67,300,0.16302,0.25521
