year,age_gr,bula_h,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,30-45 y.,North Rhine-Westphalia,No,0.18509,117,487,0.15056,0.21962
2009,30-45 y.,Hesse,Yes,0.77692,120,172,0.71452,0.83932
2009,30-45 y.,Hesse,No,0.22308,52,172,0.16068,0.28548
2009,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.71255,77,108,0.62680,0.79830
2009,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.28745,31,108,0.20170,0.37320
2009,30-45 y.,Baden-Wuerttemberg,Yes,0.66492,230,316,0.61279,0.71705
2009,30-45 y.,Baden-Wuerttemberg,No,0.33508,86,316,0.28295,0.38721
2009,30-45 y.,Bavaria,Yes,0.76074,304,424,0.72008,0.80140
2009,30-45 y.,Bavaria,No,0.23926,120,424,0.19860,0.27992
2009,30-45 y.,Berlin,Yes,0.80970,63,63,0.71199,0.90741
2009,30-45 y.,Brandenburg,Yes,0.77862,82,82,0.68820,0.86904
2009,30-45 y.,Mecklenburg-Western Pomerania,Yes,0.63378,36,36,0.47417,0.79339
2009,30-45 y.,Saxony,Yes,0.72008,152,213,0.65965,0.78052
2009,30-45 y.,Saxony,No,0.27992,61,213,0.21948,0.34035
2009,30-45 y.,Saxony-Anhalt,Yes,0.75836,82,82,0.66514,0.85159
2009,30-45 y.,Thuringa,Yes,0.67081,67,99,0.57777,0.76385
2009,30-45 y.,Thuringa,No,0.32919,32,99,0.23615,0.42223
2009,46-65 y.,Schleswig-Holstein,Yes,0.58404,41,41,0.43129,0.73679
2009,46-65 y.,Lower Saxony,Yes,0.70743,155,222,0.64745,0.76741
2009,46-65 y.,Lower Saxony,No,0.29257,67,222,0.23259,0.35255
2009,46-65 y.,North Rhine-Westphalia,Yes,0.73819,338,456,0.69780,0.77859
2009,46-65 y.,North Rhine-Westphalia,No,0.26181,118,456,0.22141,0.30220
2009,46-65 y.,Hesse,Yes,0.61228,139,201,0.54475,0.67980
2009,46-65 y.,Hesse,No,0.38772,62,201,0.32020,0.45525
2009,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.59597,94,147,0.51638,0.67557
2009,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.40403,53,147,0.32443,0.48362
2009,46-65 y.,Baden-Wuerttemberg,Yes,0.69945,181,261,0.64371,0.75518
2009,46-65 y.,Baden-Wuerttemberg,No,0.30055,80,261,0.24482,0.35629
2009,46-65 y.,Bavaria,Yes,0.69432,267,376,0.64769,0.74095
2009,46-65 y.,Bavaria,No,0.30568,109,376,0.25905,0.35231
2009,46-65 y.,Berlin,Yes,0.70826,79,79,0.60738,0.80914
2009,46-65 y.,Brandenburg,Yes,0.67771,74,109,0.58956,0.76585
2009,46-65 y.,Brandenburg,No,0.32229,35,109,0.23415,0.41044
2009,46-65 y.,Mecklenburg-Western Pomerania,Yes,0.38230,39,75,0.27158,0.49302
2009,46-65 y.,Mecklenburg-Western Pomerania,No,0.61770,36,75,0.50698,0.72842
2009,46-65 y.,Saxony,Yes,0.66379,151,219,0.60108,0.72650
2009,46-65 y.,Saxony,No,0.33621,68,219,0.27350,0.39892
2009,46-65 y.,Saxony-Anhalt,Yes,0.69631,96,134,0.61816,0.77447
2009,46-65 y.,Saxony-Anhalt,No,0.30369,38,134,0.22553,0.38184
2009,46-65 y.,Thuringa,Yes,0.65155,85,126,0.56801,0.73508
2009,46-65 y.,Thuringa,No,0.34845,41,126,0.26492,0.43199
2010,17-29 y.,Lower Saxony,Yes,0.57868,68,105,0.48378,0.67358
2010,17-29 y.,Lower Saxony,No,0.42132,37,105,0.32642,0.51622
2010,17-29 y.,North Rhine-Westphalia,Yes,0.69922,141,205,0.63629,0.76215
2010,17-29 y.,North Rhine-Westphalia,No,0.30078,64,205,0.23785,0.36371
2010,17-29 y.,Hesse,Yes,0.67203,52,52,0.54318,0.80088
2010,17-29 y.,"Rhineland-Palatinate, Saarland",Yes,0.64418,40,40,0.49392,0.79444
2010,17-29 y.,Baden-Wuerttemberg,Yes,0.55933,111,178,0.48619,0.63248
2010,17-29 y.,Baden-Wuerttemberg,No,0.44067,67,178,0.36752,0.51381
2010,17-29 y.,Bavaria,Yes,0.65199,133,193,0.58461,0.71937
2010,17-29 y.,Bavaria,No,0.34801,60,193,0.28063,0.41539
2010,17-29 y.,Saxony,Yes,0.76341,69,69,0.66240,0.86442
2010,17-29 y.,Saxony-Anhalt,Yes,0.84508,34,34,0.72162,0.96853
2010,17-29 y.,Thuringa,Yes,0.43737,40,40,0.28168,0.59306
2010,30-45 y.,Schleswig-Holstein,Yes,0.72075,102,138,0.64562,0.79587
2010,30-45 y.,Schleswig-Holstein,No,0.27925,36,138,0.20413,0.35438
2010,30-45 y.,Hamburg,Yes,0.72582,44,44,0.59248,0.85916
2010,30-45 y.,Lower Saxony,Yes,0.68083,261,381,0.63396,0.72770
2010,30-45 y.,Lower Saxony,No,0.31917,120,381,0.27230,0.36604
2010,30-45 y.,Bremen,Yes,0.59916,31,31,0.42379,0.77453
2010,30-45 y.,North Rhine-Westphalia,Yes,0.74955,584,789,0.71930,0.77981
2010,30-45 y.,North Rhine-Westphalia,No,0.25045,205,789,0.22019,0.28070
2010,30-45 y.,Hesse,Yes,0.73717,233,316,0.68856,0.78578
2010,30-45 y.,Hesse,No,0.26283,83,316,0.21422,0.31144
2010,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.67968,127,203,0.61533,0.74402
2010,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.32032,76,203,0.25598,0.38467
2010,30-45 y.,Baden-Wuerttemberg,Yes,0.72915,418,584,0.69307,0.76522
2010,30-45 y.,Baden-Wuerttemberg,No,0.27085,166,584,0.23478,0.30693
2010,30-45 y.,Bavaria,Yes,0.72879,511,739,0.69671,0.76086
2010,30-45 y.,Bavaria,No,0.27121,228,739,0.23914,0.30329
2010,30-45 y.,Berlin,Yes,0.73557,97,133,0.66033,0.81081
2010,30-45 y.,Berlin,No,0.26443,36,133,0.18919,0.33967
2010,30-45 y.,Brandenburg,Yes,0.71909,98,142,0.64490,0.79327
2010,30-45 y.,Brandenburg,No,0.28091,44,142,0.20673,0.35510
2010,30-45 y.,Mecklenburg-Western Pomerania,Yes,0.66780,55,55,0.54217,0.79343
2010,30-45 y.,Saxony,Yes,0.66222,213,311,0.60957,0.71487
2010,30-45 y.,Saxony,No,0.33778,98,311,0.28513,0.39043
2010,30-45 y.,Saxony-Anhalt,Yes,0.63898,97,147,0.56107,0.71689
2010,30-45 y.,Saxony-Anhalt,No,0.36102,50,147,0.28311,0.43893
2010,30-45 y.,Thuringa,Yes,0.66504,121,180,0.59590,0.73418
2010,30-45 y.,Thuringa,No,0.33496,59,180,0.26582,0.40410
2010,46-65 y.,Schleswig-Holstein,Yes,0.61677,58,58,0.49056,0.74299
2010,46-65 y.,Lower Saxony,Yes,0.69759,172,242,0.63960,0.75558
2010,46-65 y.,Lower Saxony,No,0.30241,70,242,0.24442,0.36040
2010,46-65 y.,North Rhine-Westphalia,Yes,0.67330,373,541,0.63375,0.71286
2010,46-65 y.,North Rhine-Westphalia,No,0.32670,168,541,0.28714,0.36625
2010,46-65 y.,Hesse,Yes,0.70048,169,246,0.64312,0.75783
2010,46-65 y.,Hesse,No,0.29952,77,246,0.24217,0.35688
2010,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.59870,109,178,0.52648,0.67091
2010,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.40130,69,178,0.32909,0.47352
2010,46-65 y.,Baden-Wuerttemberg,Yes,0.67615,224,316,0.62447,0.72783
2010,46-65 y.,Baden-Wuerttemberg,No,0.32385,92,316,0.27217,0.37553
2010,46-65 y.,Bavaria,Yes,0.65054,295,446,0.60624,0.69484
2010,46-65 y.,Bavaria,No,0.34946,151,446,0.30516,0.39376
2010,46-65 y.,Berlin,Yes,0.66548,88,120,0.58070,0.75025
2010,46-65 y.,Berlin,No,0.33452,32,120,0.24975,0.41930
2010,46-65 y.,Brandenburg,Yes,0.52452,73,123,0.43590,0.61314
2010,46-65 y.,Brandenburg,No,0.47548,50,123,0.38686,0.56410
2010,46-65 y.,Mecklenburg-Western Pomerania,Yes,0.54244,51,83,0.43461,0.65027
2010,46-65 y.,Mecklenburg-Western Pomerania,No,0.45756,32,83,0.34973,0.56539
2010,46-65 y.,Saxony,Yes,0.64237,152,226,0.57974,0.70500
2010,46-65 y.,Saxony,No,0.35763,74,226,0.29500,0.42026
2010,46-65 y.,Saxony-Anhalt,Yes,0.58707,95,137,0.50432,0.66982
2010,46-65 y.,Saxony-Anhalt,No,0.41293,42,137,0.33018,0.49568
2010,46-65 y.,Thuringa,Yes,0.67547,71,112,0.58837,0.76257
2010,46-65 y.,Thuringa,No,0.32453,41,112,0.23743,0.41163
2011,17-29 y.,Schleswig-Holstein,Yes,0.79401,44,44,0.67313,0.91489
2011,17-29 y.,Lower Saxony,Yes,0.72745,90,127,0.64971,0.80520
2011,17-29 y.,Lower Saxony,No,0.27255,37,127,0.19480,0.35029
2011,17-29 y.,North Rhine-Westphalia,Yes,0.81367,170,223,0.76245,0.86489
2011,17-29 y.,North Rhine-Westphalia,No,0.18633,53,223,0.13511,0.23755
2011,17-29 y.,Hesse,Yes,0.79259,62,62,0.69084,0.89434
2011,17-29 y.,"Rhineland-Palatinate, Saarland",Yes,0.64121,49,49,0.50552,0.77690
2011,17-29 y.,Baden-Wuerttemberg,Yes,0.73094,119,158,0.66157,0.80031
2011,17-29 y.,Baden-Wuerttemberg,No,0.26906,39,158,0.19969,0.33843
2011,17-29 y.,Bavaria,Yes,0.71491,170,234,0.65695,0.77288
2011,17-29 y.,Bavaria,No,0.28509,64,234,0.22712,0.34305
2011,17-29 y.,Saxony,Yes,0.76604,72,72,0.66757,0.86451
2011,17-29 y.,Saxony-Anhalt,Yes,0.70718,39,39,0.56249,0.85187
2011,17-29 y.,Thuringa,Yes,0.66880,37,37,0.51506,0.82255
2011,30-45 y.,Schleswig-Holstein,Yes,0.72086,130,180,0.65515,0.78658
2011,30-45 y.,Schleswig-Holstein,No,0.27914,50,180,0.21342,0.34485
2011,30-45 y.,Hamburg,Yes,0.81024,47,47,0.69692,0.92355
2011,30-45 y.,Lower Saxony,Yes,0.72743,341,460,0.68669,0.76816
2011,30-45 y.,Lower Saxony,No,0.27257,119,460,0.23184,0.31331
2011,30-45 y.,North Rhine-Westphalia,Yes,0.78067,671,877,0.75327,0.80807
2011,30-45 y.,North Rhine-Westphalia,No,0.21933,206,877,0.19193,0.24673
2011,30-45 y.,Hesse,Yes,0.76152,273,360,0.71744,0.80560
2011,30-45 y.,Hesse,No,0.23848,87,360,0.19440,0.28256
2011,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.74983,161,233,0.69410,0.80556
2011,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.25017,72,233,0.19444,0.30590
2011,30-45 y.,Baden-Wuerttemberg,Yes,0.83004,579,711,0.80241,0.85767
2011,30-45 y.,Baden-Wuerttemberg,No,0.16996,132,711,0.14233,0.19759
2011,30-45 y.,Bavaria,Yes,0.79400,659,841,0.76665,0.82135
2011,30-45 y.,Bavaria,No,0.20600,182,841,0.17865,0.23335
2011,30-45 y.,Berlin,Yes,0.77725,122,122,0.70311,0.85139
2011,30-45 y.,Brandenburg,Yes,0.75506,117,162,0.68863,0.82149
2011,30-45 y.,Brandenburg,No,0.24494,45,162,0.17851,0.31137
2011,30-45 y.,Mecklenburg-Western Pomerania,Yes,0.63759,65,100,0.54290,0.73228
2011,30-45 y.,Mecklenburg-Western Pomerania,No,0.36241,35,100,0.26772,0.45710
2011,30-45 y.,Saxony,Yes,0.69636,243,346,0.64784,0.74488
2011,30-45 y.,Saxony,No,0.30364,103,346,0.25512,0.35216
2011,30-45 y.,Saxony-Anhalt,Yes,0.68554,127,174,0.61635,0.75472
2011,30-45 y.,Saxony-Anhalt,No,0.31446,47,174,0.24528,0.38365
2011,30-45 y.,Thuringa,Yes,0.74501,136,195,0.68368,0.80634
2011,30-45 y.,Thuringa,No,0.25499,59,195,0.19366,0.31632
2011,46-65 y.,Schleswig-Holstein,Yes,0.76628,95,95,0.68073,0.85184
2011,46-65 y.,Hamburg,Yes,0.68247,32,32,0.51859,0.84634
2011,46-65 y.,Lower Saxony,Yes,0.72029,271,373,0.67467,0.76590
2011,46-65 y.,Lower Saxony,No,0.27971,102,373,0.23410,0.32533
2011,46-65 y.,North Rhine-Westphalia,Yes,0.76447,562,742,0.73392,0.79502
2011,46-65 y.,North Rhine-Westphalia,No,0.23553,180,742,0.20498,0.26608
2011,46-65 y.,Hesse,Yes,0.69402,219,314,0.64296,0.74507
2011,46-65 y.,Hesse,No,0.30598,95,314,0.25493,0.35704
2011,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.52364,126,214,0.45656,0.59071
2011,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.47636,88,214,0.40929,0.54344
2011,46-65 y.,Baden-Wuerttemberg,Yes,0.76019,349,458,0.72105,0.79934
2011,46-65 y.,Baden-Wuerttemberg,No,0.23981,109,458,0.20066,0.27895
2011,46-65 y.,Bavaria,Yes,0.72316,467,627,0.68811,0.75821
2011,46-65 y.,Bavaria,No,0.27684,160,627,0.24179,0.31189
2011,46-65 y.,Berlin,Yes,0.77515,122,159,0.71005,0.84025
2011,46-65 y.,Berlin,No,0.22485,37,159,0.15975,0.28995
2011,46-65 y.,Brandenburg,Yes,0.61390,120,178,0.54217,0.68562
2011,46-65 y.,Brandenburg,No,0.38610,58,178,0.31438,0.45783
2011,46-65 y.,Mecklenburg-Western Pomerania,Yes,0.67176,63,94,0.57632,0.76720
2011,46-65 y.,Mecklenburg-Western Pomerania,No,0.32824,31,94,0.23280,0.42368
2011,46-65 y.,Saxony,Yes,0.69804,188,265,0.64266,0.75342
2011,46-65 y.,Saxony,No,0.30196,77,265,0.24658,0.35734
2011,46-65 y.,Saxony-Anhalt,Yes,0.63585,109,161,0.56129,0.71041
2011,46-65 y.,Saxony-Anhalt,No,0.36415,52,161,0.28959,0.43871
2011,46-65 y.,Thuringa,Yes,0.66146,104,150,0.58548,0.73745
2011,46-65 y.,Thuringa,No,0.33854,46,150,0.26255,0.41452
2012,17-29 y.,Schleswig-Holstein,Yes,0.80879,37,37,0.68033,0.93726
2012,17-29 y.,Lower Saxony,Yes,0.72592,76,76,0.62497,0.82687
2012,17-29 y.,North Rhine-Westphalia,Yes,0.73834,174,235,0.68203,0.79466
2012,17-29 y.,North Rhine-Westphalia,No,0.26166,61,235,0.20534,0.31797
2012,17-29 y.,Hesse,Yes,0.69048,56,56,0.56830,0.81266
2012,17-29 y.,"Rhineland-Palatinate, Saarland",Yes,0.70406,54,54,0.58117,0.82695
2012,17-29 y.,Baden-Wuerttemberg,Yes,0.75853,136,178,0.69548,0.82158
2012,17-29 y.,Baden-Wuerttemberg,No,0.24147,42,178,0.17842,0.30452
2012,17-29 y.,Bavaria,Yes,0.79796,197,260,0.74906,0.84686
2012,17-29 y.,Bavaria,No,0.20204,63,260,0.15314,0.25094
2012,17-29 y.,Berlin,Yes,0.83469,34,34,0.70796,0.96143
2012,17-29 y.,Saxony,Yes,0.58646,62,102,0.49042,0.68251
2012,17-29 y.,Saxony,No,0.41354,40,102,0.31749,0.50958
2012,17-29 y.,Saxony-Anhalt,Yes,0.71536,32,32,0.55651,0.87421
2012,17-29 y.,Thuringa,Yes,0.58306,31,31,0.40663,0.75950
2012,30-45 y.,Schleswig-Holstein,Yes,0.75378,137,187,0.69187,0.81569
2012,30-45 y.,Schleswig-Holstein,No,0.24622,50,187,0.18431,0.30813
2012,30-45 y.,Hamburg,Yes,0.67393,48,48,0.53991,0.80795
2012,30-45 y.,Lower Saxony,Yes,0.70274,324,444,0.66018,0.74530
2012,30-45 y.,Lower Saxony,No,0.29726,120,444,0.25470,0.33982
2012,30-45 y.,Bremen,Yes,0.85165,34,34,0.73037,0.97292
2012,30-45 y.,North Rhine-Westphalia,Yes,0.73041,615,855,0.70065,0.76017
2012,30-45 y.,North Rhine-Westphalia,No,0.26959,240,855,0.23983,0.29935
2012,30-45 y.,Hesse,Yes,0.74692,244,339,0.70057,0.79328
2012,30-45 y.,Hesse,No,0.25308,95,339,0.20672,0.29943
2012,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.73395,149,221,0.67555,0.79234
2012,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.26605,72,221,0.20766,0.32445
2012,30-45 y.,Baden-Wuerttemberg,Yes,0.81715,529,665,0.78774,0.84655
2012,30-45 y.,Baden-Wuerttemberg,No,0.18285,136,665,0.15345,0.21226
2012,30-45 y.,Bavaria,Yes,0.79846,612,816,0.77092,0.82601
2012,30-45 y.,Bavaria,No,0.20154,204,816,0.17399,0.22908
2012,30-45 y.,Berlin,Yes,0.78389,121,160,0.71992,0.84787
2012,30-45 y.,Berlin,No,0.21611,39,160,0.15213,0.28008
2012,30-45 y.,Brandenburg,Yes,0.71128,116,155,0.63971,0.78285
2012,30-45 y.,Brandenburg,No,0.28872,39,155,0.21715,0.36029
2012,30-45 y.,Mecklenburg-Western Pomerania,Yes,0.57017,59,91,0.46790,0.67245
2012,30-45 y.,Mecklenburg-Western Pomerania,No,0.42983,32,91,0.32755,0.53210
2012,30-45 y.,Saxony,Yes,0.78636,248,338,0.74260,0.83012
2012,30-45 y.,Saxony,No,0.21364,90,338,0.16988,0.25740
2012,30-45 y.,Saxony-Anhalt,Yes,0.65360,124,173,0.58249,0.72471
2012,30-45 y.,Saxony-Anhalt,No,0.34640,49,173,0.27529,0.41751
2012,30-45 y.,Thuringa,Yes,0.69935,124,183,0.63273,0.76597
2012,30-45 y.,Thuringa,No,0.30065,59,183,0.23403,0.36727
2012,46-65 y.,Schleswig-Holstein,Yes,0.73991,105,143,0.66775,0.81206
2012,46-65 y.,Schleswig-Holstein,No,0.26009,38,143,0.18794,0.33225
2012,46-65 y.,Hamburg,Yes,0.75061,33,33,0.60070,0.90052
2012,46-65 y.,Lower Saxony,Yes,0.76119,284,377,0.71809,0.80429
2012,46-65 y.,Lower Saxony,No,0.23881,93,377,0.19571,0.28191
2012,46-65 y.,North Rhine-Westphalia,Yes,0.68744,563,808,0.65546,0.71943
2012,46-65 y.,North Rhine-Westphalia,No,0.31256,245,808,0.28057,0.34454
2012,46-65 y.,Hesse,Yes,0.70034,252,358,0.65282,0.74786
2012,46-65 y.,Hesse,No,0.29966,106,358,0.25214,0.34718
2012,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.54915,150,240,0.48607,0.61223
2012,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.45085,90,240,0.38777,0.51393
2012,46-65 y.,Baden-Wuerttemberg,Yes,0.73198,374,515,0.69369,0.77027
2012,46-65 y.,Baden-Wuerttemberg,No,0.26802,141,515,0.22973,0.30631
2012,46-65 y.,Bavaria,Yes,0.65180,464,691,0.61625,0.68735
2012,46-65 y.,Bavaria,No,0.34820,227,691,0.31265,0.38375
2012,46-65 y.,Berlin,Yes,0.73072,124,166,0.66303,0.79840
2012,46-65 y.,Berlin,No,0.26928,42,166,0.20160,0.33697
2012,46-65 y.,Brandenburg,Yes,0.61942,111,165,0.54511,0.69373
2012,46-65 y.,Brandenburg,No,0.38058,54,165,0.30627,0.45489
2012,46-65 y.,Mecklenburg-Western Pomerania,Yes,0.65810,67,105,0.56694,0.74927
2012,46-65 y.,Mecklenburg-Western Pomerania,No,0.34190,38,105,0.25073,0.43306
2012,46-65 y.,Saxony,Yes,0.65205,199,298,0.59788,0.70622
2012,46-65 y.,Saxony,No,0.34795,99,298,0.29378,0.40212
2012,46-65 y.,Saxony-Anhalt,Yes,0.66581,116,159,0.59226,0.73937
2012,46-65 y.,Saxony-Anhalt,No,0.33419,43,159,0.26063,0.40774
2012,46-65 y.,Thuringa,Yes,0.56002,102,156,0.48188,0.63817
2012,46-65 y.,Thuringa,No,0.43998,54,156,0.36183,0.51812
2013,17-29 y.,Schleswig-Holstein,Yes,0.67358,43,43,0.53177,0.81540
2013,17-29 y.,Lower Saxony,Yes,0.70071,115,176,0.63286,0.76856
2013,17-29 y.,Lower Saxony,No,0.29929,61,176,0.23144,0.36714
2013,17-29 y.,North Rhine-Westphalia,Yes,0.73013,203,273,0.67738,0.78289
2013,17-29 y.,North Rhine-Westphalia,No,0.26987,70,273,0.21711,0.32262
2013,17-29 y.,Hesse,Yes,0.76798,85,85,0.67771,0.85825
2013,17-29 y.,"Rhineland-Palatinate, Saarland",Yes,0.71844,72,104,0.63158,0.80530
2013,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.28156,32,104,0.19470,0.36842
2013,17-29 y.,Baden-Wuerttemberg,Yes,0.76774,182,235,0.71363,0.82184
2013,17-29 y.,Baden-Wuerttemberg,No,0.23226,53,235,0.17816,0.28637
2013,17-29 y.,Bavaria,Yes,0.72549,204,275,0.67264,0.77833
2013,17-29 y.,Bavaria,No,0.27451,71,275,0.22167,0.32736
2013,17-29 y.,Berlin,Yes,0.85152,41,41,0.74133,0.96171
2013,17-29 y.,Saxony,Yes,0.63167,57,94,0.53364,0.72971
2013,17-29 y.,Saxony,No,0.36833,37,94,0.27029,0.46636
2013,17-29 y.,Saxony-Anhalt,Yes,0.65163,31,31,0.48113,0.82213
2013,17-29 y.,Thuringa,Yes,0.73309,33,33,0.57982,0.88635
2013,30-45 y.,Schleswig-Holstein,Yes,0.80834,134,176,0.75002,0.86666
2013,30-45 y.,Schleswig-Holstein,No,0.19166,42,176,0.13334,0.24998
2013,30-45 y.,Hamburg,Yes,0.74362,65,65,0.63664,0.85059
2013,30-45 y.,Lower Saxony,Yes,0.68610,324,473,0.64423,0.72797
2013,30-45 y.,Lower Saxony,No,0.31390,149,473,0.27203,0.35577
2013,30-45 y.,Bremen,Yes,0.69383,33,33,0.53413,0.85352
2013,30-45 y.,North Rhine-Westphalia,Yes,0.71571,705,976,0.68740,0.74403
2013,30-45 y.,North Rhine-Westphalia,No,0.28429,271,976,0.25597,0.31260
2013,30-45 y.,Hesse,Yes,0.78333,286,379,0.74180,0.82486
2013,30-45 y.,Hesse,No,0.21667,93,379,0.17514,0.25820
2013,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.74420,191,255,0.69054,0.79786
2013,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.25580,64,255,0.20214,0.30946
2013,30-45 y.,Baden-Wuerttemberg,Yes,0.78435,567,730,0.75449,0.81420
2013,30-45 y.,Baden-Wuerttemberg,No,0.21565,163,730,0.18580,0.24551
2013,30-45 y.,Bavaria,Yes,0.75037,653,872,0.72163,0.77912
2013,30-45 y.,Bavaria,No,0.24963,219,872,0.22088,0.27837
2013,30-45 y.,Berlin,Yes,0.76758,130,171,0.70409,0.83107
2013,30-45 y.,Berlin,No,0.23242,41,171,0.16893,0.29591
2013,30-45 y.,Brandenburg,Yes,0.52934,108,151,0.44947,0.60922
2013,30-45 y.,Brandenburg,No,0.47066,43,151,0.39078,0.55053
2013,30-45 y.,Mecklenburg-Western Pomerania,Yes,0.79594,67,67,0.69870,0.89317
2013,30-45 y.,Saxony,Yes,0.74350,226,316,0.69527,0.79173
2013,30-45 y.,Saxony,No,0.25650,90,316,0.20827,0.30473
2013,30-45 y.,Saxony-Anhalt,Yes,0.64903,126,177,0.57852,0.71954
2013,30-45 y.,Saxony-Anhalt,No,0.35097,51,177,0.28046,0.42148
2013,30-45 y.,Thuringa,Yes,0.75795,117,162,0.69179,0.82412
2013,30-45 y.,Thuringa,No,0.24205,45,162,0.17588,0.30821
2013,46-65 y.,Schleswig-Holstein,Yes,0.73188,106,147,0.66003,0.80374
2013,46-65 y.,Schleswig-Holstein,No,0.26812,41,147,0.19626,0.33997
2013,46-65 y.,Lower Saxony,Yes,0.75807,322,422,0.71716,0.79898
2013,46-65 y.,Lower Saxony,No,0.24193,100,422,0.20102,0.28284
2013,46-65 y.,North Rhine-Westphalia,Yes,0.70691,623,885,0.67691,0.73692
2013,46-65 y.,North Rhine-Westphalia,No,0.29309,262,885,0.26308,0.32309
2013,46-65 y.,Hesse,Yes,0.67425,256,365,0.62610,0.72239
2013,46-65 y.,Hesse,No,0.32575,109,365,0.27761,0.37390
2013,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.69221,161,233,0.63281,0.75160
2013,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.30779,72,233,0.24840,0.36719
2013,46-65 y.,Baden-Wuerttemberg,Yes,0.76209,388,533,0.72591,0.79827
2013,46-65 y.,Baden-Wuerttemberg,No,0.23791,145,533,0.20173,0.27409
2013,46-65 y.,Bavaria,Yes,0.66789,471,681,0.63249,0.70329
2013,46-65 y.,Bavaria,No,0.33211,210,681,0.29671,0.36751
2013,46-65 y.,Berlin,Yes,0.76871,115,154,0.70189,0.83552
2013,46-65 y.,Berlin,No,0.23129,39,154,0.16448,0.29811
2013,46-65 y.,Brandenburg,Yes,0.71201,118,164,0.64250,0.78153
2013,46-65 y.,Brandenburg,No,0.28799,46,164,0.21847,0.35750
2013,46-65 y.,Mecklenburg-Western Pomerania,Yes,0.59203,64,96,0.49321,0.69086
2013,46-65 y.,Mecklenburg-Western Pomerania,No,0.40797,32,96,0.30914,0.50679
2013,46-65 y.,Saxony,Yes,0.73852,186,271,0.68610,0.79094
2013,46-65 y.,Saxony,No,0.26148,85,271,0.20906,0.31390
2013,46-65 y.,Saxony-Anhalt,Yes,0.62555,117,162,0.55079,0.70031
2013,46-65 y.,Saxony-Anhalt,No,0.37445,45,162,0.29969,0.44921
2013,46-65 y.,Thuringa,Yes,0.75423,104,154,0.68601,0.82245
2013,46-65 y.,Thuringa,No,0.24577,50,154,0.17755,0.31399
2014,17-29 y.,Schleswig-Holstein,Yes,0.85135,33,33,0.72809,0.97461
2014,17-29 y.,Lower Saxony,Yes,0.63953,105,146,0.56138,0.71768
2014,17-29 y.,Lower Saxony,No,0.36047,41,146,0.28232,0.43862
2014,17-29 y.,North Rhine-Westphalia,Yes,0.74985,180,257,0.69680,0.80290
2014,17-29 y.,North Rhine-Westphalia,No,0.25015,77,257,0.19710,0.30320
2014,17-29 y.,Hesse,Yes,0.75316,68,101,0.66865,0.83767
2014,17-29 y.,Hesse,No,0.24684,33,101,0.16233,0.33135
2014,17-29 y.,"Rhineland-Palatinate, Saarland",Yes,0.72527,68,68,0.61838,0.83216
2014,17-29 y.,Baden-Wuerttemberg,Yes,0.78235,149,192,0.72383,0.84088
2014,17-29 y.,Baden-Wuerttemberg,No,0.21765,43,192,0.15912,0.27617
2014,17-29 y.,Bavaria,Yes,0.68031,218,305,0.62788,0.73273
2014,17-29 y.,Bavaria,No,0.31969,87,305,0.26727,0.37212
2014,17-29 y.,Berlin,Yes,0.82207,33,33,0.68956,0.95458
2014,17-29 y.,Saxony,Yes,0.72114,56,56,0.60263,0.83966
2014,17-29 y.,Thuringa,Yes,0.81582,32,32,0.67937,0.95228
2014,30-45 y.,Schleswig-Holstein,Yes,0.78894,120,156,0.72470,0.85318
2014,30-45 y.,Schleswig-Holstein,No,0.21106,36,156,0.14682,0.27530
2014,30-45 y.,Hamburg,Yes,0.68108,42,42,0.53842,0.82374
2014,30-45 y.,Lower Saxony,Yes,0.73911,288,406,0.69635,0.78188
2014,30-45 y.,Lower Saxony,No,0.26089,118,406,0.21812,0.30365
2014,30-45 y.,North Rhine-Westphalia,Yes,0.80789,617,809,0.78073,0.83506
2014,30-45 y.,North Rhine-Westphalia,No,0.19211,192,809,0.16494,0.21927
2014,30-45 y.,Hesse,Yes,0.79580,238,302,0.75026,0.84134
2014,30-45 y.,Hesse,No,0.20420,64,302,0.15866,0.24974
